Clave,MUNICIPIO:    ,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,PRS,NULOS,TOTAL
8,ARCELIA,531,B,1,40,25,0,0,0,2,68
8,ARCELIA,532,EX,0,30,13,0,0,0,1,44
8,ARCELIA,532,B,0,36,7,0,0,1,2,46
8,ARCELIA,533,B,1,139,54,0,0,2,2,198
8,ARCELIA,534,B,0,59,46,0,0,0,2,107
8,ARCELIA,535,B,5,188,88,0,0,0,8,289
8,ARCELIA,536,B,0,65,5,0,0,1,0,71
8,ARCELIA,537,B,0,49,27,0,0,0,2,78
8,ARCELIA,538,B,1,108,104,0,0,0,5,218
8,ARCELIA,538,C,2,101,99,0,0,1,7,210
8,ARCELIA,539,B,1,53,75,0,0,0,2,131
8,ARCELIA,540,B,0,60,37,0,0,0,5,102
8,ARCELIA,541,B,0,51,3,0,0,0,2,56
8,ARCELIA,542,B,3,49,34,0,0,0,2,88
8,ARCELIA,543,EX,0,32,7,0,0,0,0,39
8,ARCELIA,543,B,0,6,15,0,0,0,0,21
8,ARCELIA,544,B,0,18,24,0,0,0,0,42
8,ARCELIA,545,B,1,28,12,0,0,0,0,41
8,ARCELIA,546,B,0,53,36,0,0,1,9,99
8,ARCELIA,547,B,1,122,123,0,0,0,6,252
8,ARCELIA,548,B,0,56,6,0,0,0,2,64
8,ARCELIA,549,B,1,152,121,0,0,0,0,274
8,ARCELIA,550,B,0,111,42,0,0,0,3,156
8,ARCELIA,551,B,1,38,42,0,0,0,1,82
8,ARCELIA,552,B,5,121,120,0,0,0,7,253
,,,,,,,,,,,
9,ATENANGO DEL RIO,553,B,0,257,177,0,0,0,7,441
9,ATENANGO DEL RIO,554,B,0,133,114,0,0,0,7,254
9,ATENANGO DEL RIO,554,C,0,162,110,0,0,0,6,278
9,ATENANGO DEL RIO,555,B,0,127,4,0,0,0,3,134
9,ATENANGO DEL RIO,556,B,0,111,61,0,0,0,0,172
9,ATENANGO DEL RIO,557,B,0,172,62,0,0,0,4,238
9,ATENANGO DEL RIO,558,B,0,24,13,0,0,0,0,37
9,ATENANGO DEL RIO,559,B,0,78,36,0,0,0,6,120
9,ATENANGO DEL RIO,560,B,0,162,119,0,0,0,10,291
9,ATENANGO DEL RIO,561,B,0,174,153,0,0,0,7,334
9,ATENANGO DEL RIO,562,B,0,212,109,0,0,0,11,332
9,ATENANGO DEL RIO,563,B,0,146,128,0,0,0,9,283
,,,,,,,,,,,
10,ATLAMAJALCINGO DEL MONTE,564,B,0,216,126,0,0,0,30,372
10,ATLAMAJALCINGO DEL MONTE,565,B,0,120,16,0,0,0,13,149
10,ATLAMAJALCINGO DEL MONTE,566,B,0,50,63,0,0,0,5,118
10,ATLAMAJALCINGO DEL MONTE,567,B,0,46,10,0,0,0,15,71
10,ATLAMAJALCINGO DEL MONTE,568,B,0,50,2,0,0,0,5,57
10,ATLAMAJALCINGO DEL MONTE,569,B,0,44,26,0,0,0,19,89
10,ATLAMAJALCINGO DEL MONTE,570,B,0,104,43,0,0,0,46,193
10,ATLAMAJALCINGO DEL MONTE,571,B,0,43,36,0,0,0,1,80
10,ATLAMAJALCINGO DEL MONTE,572,B,0,84,42,0,0,0,20,146
,,,,,,,,,,,
11,ATLIXTAC,573,B,0,102,90,6,0,0,19,217
11,ATLIXTAC,573,C,0,105,82,5,0,1,14,207
11,ATLIXTAC,574,B,0,30,3,0,0,0,1,34
11,ATLIXTAC,575,B,0,45,31,2,0,5,14,97
11,ATLIXTAC,576,B,0,88,10,0,0,0,3,101
11,ATLIXTAC,577,B,0,145,43,10,0,2,18,218
11,ATLIXTAC,578,B,0,39,12,2,0,0,3,56
11,ATLIXTAC,579,B,0,60,38,2,0,0,12,112
11,ATLIXTAC,580,B,0,116,18,2,0,1,8,145
11,ATLIXTAC,581,B,0,63,3,1,0,0,1,68
11,ATLIXTAC,582,B,0,54,13,4,0,16,9,96
11,ATLIXTAC,582,C,0,63,30,4,0,7,12,116
11,ATLIXTAC,583,B,0,69,1,0,0,0,1,71
11,ATLIXTAC,583,EX,0,51,3,0,0,0,0,54
11,ATLIXTAC,584,B,0,54,248,0,0,4,8,314
11,ATLIXTAC,585,B,0,67,70,7,0,0,0,144
11,ATLIXTAC,586,B,0,52,100,3,0,1,11,167
11,ATLIXTAC,586,EX,0,68,71,2,0,0,13,154
11,ATLIXTAC,587,B,0,160,25,4,0,0,7,196
11,ATLIXTAC,588,B,0,82,22,1,0,0,11,116
11,ATLIXTAC,589,B,0,131,23,1,0,0,9,164
11,ATLIXTAC,590,B,0,176,8,1,0,0,3,188
11,ATLIXTAC,591,B,0,222,48,1,0,1,16,288
11,ATLIXTAC,592,B,0,310,17,3,0,0,11,341
11,ATLIXTAC,593,B,0,103,3,2,0,0,10,118
11,ATLIXTAC,594,B,0,227,26,5,0,0,30,288
11,ATLIXTAC,595,B,0,401,10,2,0,0,4,417
,,,,,,,,,,,
12,ATOYAC DE ALVAREZ,596,B,1,165,96,0,0,0,7,269
12,ATOYAC DE ALVAREZ,597,B,0,100,101,0,0,0,5,206
12,ATOYAC DE ALVAREZ,598,B,1,128,122,0,0,0,7,258
12,ATOYAC DE ALVAREZ,599,B,4,113,140,0,0,3,2,262
12,ATOYAC DE ALVAREZ,599,C,1,132,134,0,0,2,5,274
12,ATOYAC DE ALVAREZ,600,B,1,120,89,0,0,0,1,211
12,ATOYAC DE ALVAREZ,601,B,0,22,17,0,0,0,0,39
12,ATOYAC DE ALVAREZ,602,B,9,173,224,0,0,5,7,418
12,ATOYAC DE ALVAREZ,603,B,5,149,164,0,0,4,5,327
12,ATOYAC DE ALVAREZ,604,B,0,116,125,0,0,1,10,252
12,ATOYAC DE ALVAREZ,604,C,3,130,121,0,0,0,5,259
12,ATOYAC DE ALVAREZ,605,B,13,185,158,0,0,2,5,363
12,ATOYAC DE ALVAREZ,606,B,2,92,103,0,0,1,5,203
12,ATOYAC DE ALVAREZ,606,C,3,101,100,0,0,0,1,205
12,ATOYAC DE ALVAREZ,607,B,6,190,197,0,0,2,5,400
12,ATOYAC DE ALVAREZ,608,B,4,185,185,0,0,0,4,378
12,ATOYAC DE ALVAREZ,609,B,5,74,93,0,0,0,4,176
12,ATOYAC DE ALVAREZ,609,C,11,98,81,0,0,5,2,197
12,ATOYAC DE ALVAREZ,610,B,0,94,145,0,0,1,12,252
12,ATOYAC DE ALVAREZ,611,B,2,146,228,0,0,2,9,387
12,ATOYAC DE ALVAREZ,612,B,0,96,15,0,0,0,3,114
12,ATOYAC DE ALVAREZ,613,B,0,242,8,0,0,0,9,259
12,ATOYAC DE ALVAREZ,614,B,1,25,7,0,0,0,0,33
12,ATOYAC DE ALVAREZ,615,B,0,36,26,0,0,0,0,62
12,ATOYAC DE ALVAREZ,616,B,0,59,8,0,0,0,3,70
12,ATOYAC DE ALVAREZ,617,B,7,32,15,0,0,0,0,54
12,ATOYAC DE ALVAREZ,618,B,0,28,17,0,0,0,1,46
12,ATOYAC DE ALVAREZ,619,B,7,168,68,0,0,1,8,252
12,ATOYAC DE ALVAREZ,620,B,0,52,52,0,0,0,14,118
12,ATOYAC DE ALVAREZ,621,B,18,205,152,0,0,0,4,379
12,ATOYAC DE ALVAREZ,622,B,11,119,105,0,0,0,16,251
12,ATOYAC DE ALVAREZ,622,EXA,1,48,11,0,0,0,0,60
12,ATOYAC DE ALVAREZ,623,B,6,201,169,0,0,1,3,380
12,ATOYAC DE ALVAREZ,624,B,10,103,89,0,0,0,7,209
12,ATOYAC DE ALVAREZ,624,C,13,97,74,0,0,0,2,186
12,ATOYAC DE ALVAREZ,625,B,1,31,14,0,0,0,2,48
12,ATOYAC DE ALVAREZ,626,B,0,133,39,0,0,1,1,174
12,ATOYAC DE ALVAREZ,627,B,1,188,195,0,0,0,5,389
12,ATOYAC DE ALVAREZ,628,B,0,81,59,0,0,0,1,141
12,ATOYAC DE ALVAREZ,629,B,0,26,28,0,0,0,0,54
12,ATOYAC DE ALVAREZ,622,EXB,0,43,62,0,0,0,1,106
12,ATOYAC DE ALVAREZ,630,B,8,101,113,0,0,11,6,239
12,ATOYAC DE ALVAREZ,631,B,0,87,72,0,0,0,1,160
12,ATOYAC DE ALVAREZ,632,B,4,126,56,0,0,0,7,193
12,ATOYAC DE ALVAREZ,633,B,0,118,107,0,0,0,3,228
12,ATOYAC DE ALVAREZ,634,B,0,57,40,0,0,0,4,101
12,ATOYAC DE ALVAREZ,635,B,0,36,0,0,0,0,3,39
12,ATOYAC DE ALVAREZ,636,B,0,67,41,0,0,1,6,115
12,ATOYAC DE ALVAREZ,637,B,0,158,201,0,0,0,4,363
12,ATOYAC DE ALVAREZ,638,B,1,37,93,0,0,4,2,137
12,ATOYAC DE ALVAREZ,639,B,3,195,173,0,0,0,6,377
12,ATOYAC DE ALVAREZ,640,B,0,93,111,0,0,1,4,209
12,ATOYAC DE ALVAREZ,641,B,2,96,111,0,0,0,16,225
12,ATOYAC DE ALVAREZ,642,B,1,35,37,0,0,5,5,83
12,ATOYAC DE ALVAREZ,643,B,0,22,34,0,0,0,0,56
12,ATOYAC DE ALVAREZ,644,B,0,56,56,0,0,0,0,112
12,ATOYAC DE ALVAREZ,645,B,1,248,59,0,0,2,43,353
12,ATOYAC DE ALVAREZ,646,B,1,216,176,0,0,3,8,404
12,ATOYAC DE ALVAREZ,647,B,1,95,128,0,0,1,14,239
12,ATOYAC DE ALVAREZ,647,C,0,125,103,0,0,1,2,231
12,ATOYAC DE ALVAREZ,648,B,2,17,6,0,0,0,0,25
12,ATOYAC DE ALVAREZ,649,B,0,53,23,0,0,0,1,77
12,ATOYAC DE ALVAREZ,650,B,5,80,191,0,0,11,0,287
12,ATOYAC DE ALVAREZ,651,B,0,28,5,0,0,0,0,33
12,ATOYAC DE ALVAREZ,652,B,1,102,41,0,0,0,1,145
12,ATOYAC DE ALVAREZ,653,B,0,106,75,0,0,0,3,184
12,ATOYAC DE ALVAREZ,654,B,1,63,50,0,0,0,1,115
12,ATOYAC DE ALVAREZ,655,B,1,36,45,0,0,0,1,83
12,ATOYAC DE ALVAREZ,656,B,0,59,38,0,0,0,0,97
12,ATOYAC DE ALVAREZ,657,B,1,127,127,0,0,0,0,255
12,ATOYAC DE ALVAREZ,657,C,0,158,129,0,0,0,1,288
12,ATOYAC DE ALVAREZ,658,B,2,147,145,0,0,0,0,294
12,ATOYAC DE ALVAREZ,659,B,2,102,133,0,0,0,8,245
12,ATOYAC DE ALVAREZ,659,C,7,106,136,0,0,2,12,263
12,ATOYAC DE ALVAREZ,660,B,0,75,42,0,0,0,0,117
12,ATOYAC DE ALVAREZ,661,B,1,167,130,0,0,1,7,306
12,ATOYAC DE ALVAREZ,662,B,1,85,65,0,0,1,7,159
12,ATOYAC DE ALVAREZ,663,B,0,129,80,0,0,1,4,214
12,ATOYAC DE ALVAREZ,663,C,1,125,71,0,0,0,6,203
12,ATOYAC DE ALVAREZ,664,B,0,100,117,0,0,0,3,220
12,ATOYAC DE ALVAREZ,664,C,0,69,151,0,0,0,1,221
12,ATOYAC DE ALVAREZ,665,B,0,121,85,0,0,0,3,209
12,ATOYAC DE ALVAREZ,665,C,0,97,97,0,0,0,1,195
12,ATOYAC DE ALVAREZ,666,B,0,82,17,0,0,0,2,101
12,ATOYAC DE ALVAREZ,667,B,0,118,106,0,0,0,6,230
12,ATOYAC DE ALVAREZ,668,B,0,160,128,0,0,0,0,288
12,ATOYAC DE ALVAREZ,669,B,2,166,56,0,0,0,0,224
12,ATOYAC DE ALVAREZ,669,C,1,162,43,0,0,0,1,207
12,ATOYAC DE ALVAREZ,670,B,1,133,156,0,0,3,19,312
12,ATOYAC DE ALVAREZ,670,C,1,150,156,0,0,2,6,315
,,,,,,,,,,,
13,AYUTLA DE LOS LIBRES,671,B,0,164,197,0,0,0,21,382
13,AYUTLA DE LOS LIBRES,671,C,0,161,158,0,0,2,24,345
13,AYUTLA DE LOS LIBRES,672,B,0,154,208,0,0,1,24,387
13,AYUTLA DE LOS LIBRES,673,E,0,0,0,0,0,0,0,0
13,AYUTLA DE LOS LIBRES,673,B,0,198,123,0,0,0,8,329
13,AYUTLA DE LOS LIBRES,674,CA,0,175,123,0,0,2,18,318
13,AYUTLA DE LOS LIBRES,674,CB,0,168,144,0,0,0,10,322
13,AYUTLA DE LOS LIBRES,674,B,0,198,108,0,0,0,10,316
13,AYUTLA DE LOS LIBRES,675,B,0,125,168,0,0,0,15,308
13,AYUTLA DE LOS LIBRES,675,C,0,118,196,0,0,0,15,329
13,AYUTLA DE LOS LIBRES,676,B,0,44,62,0,0,0,170,276
13,AYUTLA DE LOS LIBRES,677,B,0,120,204,0,0,0,30,354
13,AYUTLA DE LOS LIBRES,678,B,0,49,79,0,0,0,5,133
13,AYUTLA DE LOS LIBRES,679,B,0,162,151,0,0,0,44,357
13,AYUTLA DE LOS LIBRES,680,B,0,107,127,0,0,1,13,248
13,AYUTLA DE LOS LIBRES,681,B,0,66,100,0,0,0,15,181
13,AYUTLA DE LOS LIBRES,682,B,0,51,170,0,0,0,5,226
13,AYUTLA DE LOS LIBRES,683,B,0,246,61,0,0,0,25,332
13,AYUTLA DE LOS LIBRES,684,B,0,74,240,0,0,1,41,356
13,AYUTLA DE LOS LIBRES,684,C,0,96,247,0,0,1,10,354
13,AYUTLA DE LOS LIBRES,685,B,0,58,86,0,0,0,3,147
13,AYUTLA DE LOS LIBRES,686,B,0,66,56,0,0,0,3,125
13,AYUTLA DE LOS LIBRES,687,B,0,27,62,0,0,0,3,92
13,AYUTLA DE LOS LIBRES,688,B,0,68,123,0,0,1,15,207
13,AYUTLA DE LOS LIBRES,689,B,0,75,122,0,0,0,13,210
13,AYUTLA DE LOS LIBRES,690,B,0,26,27,0,0,0,3,56
13,AYUTLA DE LOS LIBRES,691,B,0,53,94,0,0,0,9,156
13,AYUTLA DE LOS LIBRES,692,B,0,154,88,0,0,1,7,250
13,AYUTLA DE LOS LIBRES,692,C,0,105,122,0,0,0,19,246
13,AYUTLA DE LOS LIBRES,693,B,0,67,41,0,0,0,13,121
13,AYUTLA DE LOS LIBRES,694,B,0,191,201,0,0,0,46,438
13,AYUTLA DE LOS LIBRES,695,B,0,19,316,0,0,2,23,360
13,AYUTLA DE LOS LIBRES,696,B,0,60,69,0,0,1,15,145
13,AYUTLA DE LOS LIBRES,697,B,0,59,122,0,0,1,5,187
13,AYUTLA DE LOS LIBRES,698,B,0,16,55,0,0,0,7,78
13,AYUTLA DE LOS LIBRES,699,B,0,52,101,0,0,2,28,183
13,AYUTLA DE LOS LIBRES,700,B,0,18,164,0,0,0,11,193
13,AYUTLA DE LOS LIBRES,701,EX,0,9,106,0,0,0,9,124
13,AYUTLA DE LOS LIBRES,701,B,0,1,139,0,0,1,1,142
13,AYUTLA DE LOS LIBRES,702,B,0,154,78,0,0,2,9,243
13,AYUTLA DE LOS LIBRES,703,B,0,161,81,0,0,0,11,253
13,AYUTLA DE LOS LIBRES,704,B,0,51,42,0,0,0,7,100
13,AYUTLA DE LOS LIBRES,705,EX,0,31,78,0,0,0,6,115
13,AYUTLA DE LOS LIBRES,705,B,0,172,72,0,0,1,12,257
13,AYUTLA DE LOS LIBRES,706,B,0,2,167,0,0,0,16,185
13,AYUTLA DE LOS LIBRES,707,B,0,56,262,0,0,9,30,357
13,AYUTLA DE LOS LIBRES,708,B,0,8,124,0,0,0,6,138
13,AYUTLA DE LOS LIBRES,709,B,0,19,121,0,0,1,6,147
13,AYUTLA DE LOS LIBRES,710,B,0,111,153,0,0,0,21,285
13,AYUTLA DE LOS LIBRES,711,B,0,44,152,0,0,0,18,214
13,AYUTLA DE LOS LIBRES,711,C,0,47,131,0,0,0,15,193
13,AYUTLA DE LOS LIBRES,712,B,0,45,156,0,0,2,3,206
13,AYUTLA DE LOS LIBRES,713,B,0,60,60,0,0,0,4,124
13,AYUTLA DE LOS LIBRES,714,B,0,217,89,0,0,0,0,306
13,AYUTLA DE LOS LIBRES,715,B,0,59,70,0,0,0,4,133
13,AYUTLA DE LOS LIBRES,716,B,0,28,24,0,0,0,1,53
13,AYUTLA DE LOS LIBRES,717,B,0,58,166,0,0,1,11,236
13,AYUTLA DE LOS LIBRES,718,B,0,28,313,0,0,1,9,351
13,AYUTLA DE LOS LIBRES,719,B,0,259,238,0,0,0,19,516
13,AYUTLA DE LOS LIBRES,720,B,0,184,117,0,0,32,34,367
13,AYUTLA DE LOS LIBRES,721,B,0,40,110,0,0,0,7,157
13,AYUTLA DE LOS LIBRES,722,B,0,14,45,0,0,1,1,61
13,AYUTLA DE LOS LIBRES,723,B,0,26,52,0,0,0,7,85
13,AYUTLA DE LOS LIBRES,724,B,0,111,10,0,0,2,1,124
,,,,,,,,,,,
14,AZOYU,725,B,0,187,247,0,0,0,26,460
14,AZOYU,726,B,1,75,270,0,0,0,12,358
14,AZOYU,726,C,1,94,221,0,0,0,18,334
14,AZOYU,727,B,0,114,138,0,0,0,11,263
14,AZOYU,727,C,0,113,148,0,0,0,6,267
14,AZOYU,728,B,0,129,173,0,0,0,0,302
14,AZOYU,728,C,0,146,151,0,0,0,2,299
14,AZOYU,729,B,0,48,148,0,0,0,5,201
14,AZOYU,730,B,1,179,160,0,0,0,6,346
14,AZOYU,730,C,0,157,155,0,0,0,0,312
14,AZOYU,731,B,0,75,110,0,0,0,0,185
14,AZOYU,732,B,0,143,121,0,0,0,9,273
14,AZOYU,732,C,0,120,139,0,0,0,10,269
14,AZOYU,733,B,0,42,141,0,0,0,16,199
14,AZOYU,734,B,0,98,100,0,0,0,9,207
14,AZOYU,735,B,0,92,85,0,0,0,2,179
14,AZOYU,736,B,0,93,50,0,0,0,5,148
14,AZOYU,737,B,0,124,162,0,0,0,5,291
14,AZOYU,738,B,1,111,47,0,0,0,6,165
14,AZOYU,739,B,0,28,34,0,0,0,2,64
14,AZOYU,740,B,1,42,59,0,0,0,6,108
14,AZOYU,741,B,0,199,53,0,0,0,3,255
14,AZOYU,741,C,0,199,28,0,0,0,14,241
14,AZOYU,742,EX,0,95,104,0,0,0,1,200
14,AZOYU,742,B,0,141,73,0,0,0,13,227
14,AZOYU,743,B,1,124,138,0,0,0,0,263
14,AZOYU,744,B,0,199,88,0,0,0,24,311
14,AZOYU,744,E,0,0,0,0,0,0,0,0
14,AZOYU,745,B,3,129,85,0,0,0,21,238
14,AZOYU,746,B,6,73,266,0,0,0,6,351
14,AZOYU,747,B,2,105,11,0,0,0,3,121
14,AZOYU,748,B,0,125,64,0,0,0,0,189
14,AZOYU,749,B,0,6,44,0,0,0,0,50
14,AZOYU,750,B,2,8,49,0,0,0,0,59
14,AZOYU,751,B,1,87,32,0,0,0,4,124
14,AZOYU,752,B,9,102,104,0,0,0,10,225
14,AZOYU,752,C,13,87,109,0,0,0,11,220
14,AZOYU,753,B,13,85,97,0,0,0,8,203
14,AZOYU,753,C,4,95,95,0,0,0,6,200
14,AZOYU,754,B,8,152,95,0,0,0,7,262
14,AZOYU,754,C,3,154,84,0,0,0,8,249
14,AZOYU,755,B,13,136,111,0,0,0,9,269
14,AZOYU,756,B,19,191,131,0,0,0,10,351
14,AZOYU,757,B,0,5,15,0,0,0,2,22
14,AZOYU,758,B,0,58,43,0,0,0,6,107
14,AZOYU,759,B,21,101,23,0,0,0,0,145
14,AZOYU,760,B,0,29,38,0,0,0,1,68
14,AZOYU,761,B,0,16,45,0,0,0,15,76
14,AZOYU,762,B,4,139,90,0,0,0,11,244
,,,,,,,,,,,
15,BENITO JUAREZ,763,B,0,131,145,0,0,2,13,291
15,BENITO JUAREZ,763,C,4,127,157,0,0,3,2,293
15,BENITO JUAREZ,764,B,0,156,167,0,0,8,4,335
15,BENITO JUAREZ,764,C,2,159,129,0,0,4,2,296
15,BENITO JUAREZ,765,B,4,148,129,0,0,10,8,299
15,BENITO JUAREZ,765,C,7,160,134,0,0,4,7,312
15,BENITO JUAREZ,766,B,13,164,188,0,0,13,7,385
15,BENITO JUAREZ,766,C,2,186,206,0,0,5,0,399
15,BENITO JUAREZ,767,B,1,106,130,0,0,3,2,242
15,BENITO JUAREZ,767,C,0,97,129,0,0,1,5,232
15,BENITO JUAREZ,768,B,0,83,26,0,0,0,0,109
15,BENITO JUAREZ,769,B,0,59,66,0,0,0,0,125
15,BENITO JUAREZ,770,B,6,179,106,0,0,0,10,301
15,BENITO JUAREZ,770,C,1,169,104,0,0,1,2,277
15,BENITO JUAREZ,771,B,1,44,40,0,0,2,0,87
15,BENITO JUAREZ,772,B,0,172,78,0,0,2,7,259
15,BENITO JUAREZ,773,B,1,274,88,0,0,1,3,367
15,BENITO JUAREZ,773,C,1,272,65,0,0,2,8,348
15,BENITO JUAREZ,774,B,2,195,163,0,0,0,0,360
15,BENITO JUAREZ,774,C,0,151,206,0,0,0,0,357
15,BENITO JUAREZ,775,B,0,149,106,0,0,0,2,257
15,BENITO JUAREZ,775,C,0,124,147,0,0,0,2,273
15,BENITO JUAREZ,776,B,0,156,116,0,0,0,6,278
15,BENITO JUAREZ,776,C,0,146,102,0,0,0,4,252
15,BENITO JUAREZ,777,B,0,115,69,0,0,0,4,188
,,,,,,,,,,,
16,BUENAVISTA DE CUELLAR,778,B,43,122,157,0,0,0,6,328
16,BUENAVISTA DE CUELLAR,778,E,0,0,0,0,0,0,0,0
16,BUENAVISTA DE CUELLAR,778,C,33,131,165,0,0,0,13,342
16,BUENAVISTA DE CUELLAR,779,B,38,111,186,0,0,0,7,342
16,BUENAVISTA DE CUELLAR,779,C,32,135,171,0,0,0,11,349
16,BUENAVISTA DE CUELLAR,780,B,37,133,228,0,0,0,14,412
16,BUENAVISTA DE CUELLAR,780,C,62,141,192,0,0,0,13,408
16,BUENAVISTA DE CUELLAR,781,B,51,168,220,0,0,0,16,455
16,BUENAVISTA DE CUELLAR,781,C,78,133,243,0,0,0,10,464
16,BUENAVISTA DE CUELLAR,782,B,8,130,76,0,0,0,2,216
16,BUENAVISTA DE CUELLAR,782,C,7,123,71,0,0,0,7,208
16,BUENAVISTA DE CUELLAR,783,B,5,225,127,0,0,0,3,360
16,BUENAVISTA DE CUELLAR,784,B,3,135,125,0,0,0,10,273
16,BUENAVISTA DE CUELLAR,784,C,6,110,126,0,0,0,6,248
16,BUENAVISTA DE CUELLAR,785,B,9,140,121,0,0,0,5,275
16,BUENAVISTA DE CUELLAR,786,B,6,39,65,0,0,0,2,112
16,BUENAVISTA DE CUELLAR,787,B,6,92,29,0,0,0,0,127
16,BUENAVISTA DE CUELLAR,788,B,2,50,13,0,0,0,3,68
,,,,,,,,,,,
17,COAHUAYUTLA,789,B,0,117,96,0,0,0,0,213
17,COAHUAYUTLA,790,B,0,119,139,0,0,0,11,269
17,COAHUAYUTLA,791,B,0,46,94,0,0,0,1,141
17,COAHUAYUTLA,792,EX,0,114,131,0,0,0,0,245
17,COAHUAYUTLA,792,B,0,44,75,0,0,0,4,123
17,COAHUAYUTLA,793,EX,0,13,78,0,0,0,0,91
17,COAHUAYUTLA,793,B,0,14,140,0,0,0,0,154
17,COAHUAYUTLA,794,EX,0,15,57,0,0,0,1,73
17,COAHUAYUTLA,794,B,0,110,108,0,0,0,0,218
17,COAHUAYUTLA,795,B,0,46,152,0,0,0,0,198
17,COAHUAYUTLA,796,B,0,116,63,0,0,0,1,180
17,COAHUAYUTLA,797,B,0,68,132,0,0,0,0,200
17,COAHUAYUTLA,798,B,0,29,60,0,0,0,3,92
17,COAHUAYUTLA,799,B,0,66,63,0,0,0,0,129
17,COAHUAYUTLA,800,B,0,44,204,0,0,0,6,254
17,COAHUAYUTLA,801,B,0,34,79,0,0,0,1,114
17,COAHUAYUTLA,802,B,0,42,70,0,0,0,0,112
17,COAHUAYUTLA,803,B,0,58,19,0,0,0,0,77
17,COAHUAYUTLA,804,B,0,46,81,0,0,0,0,127
17,COAHUAYUTLA,805,B,0,59,101,0,0,0,0,160
17,COAHUAYUTLA,806,B,0,59,31,0,0,0,0,90
17,COAHUAYUTLA,807,B,0,128,41,0,0,0,3,172
17,COAHUAYUTLA,808,B,0,197,39,0,0,0,1,237
17,COAHUAYUTLA,809,B,0,37,50,0,0,0,0,87
17,COAHUAYUTLA,810,B,0,36,36,0,0,0,0,72
17,COAHUAYUTLA,811,B,0,27,23,0,0,0,0,50
17,COAHUAYUTLA,812,B,0,53,17,0,0,0,0,70
17,COAHUAYUTLA,813,B,0,45,79,0,0,0,0,124
17,COAHUAYUTLA,814,B,0,130,44,0,0,0,2,176
17,COAHUAYUTLA,815,B,0,122,45,0,0,0,4,171
17,COAHUAYUTLA,816,B,0,20,13,0,0,0,0,33
17,COAHUAYUTLA,817,B,0,83,25,0,0,0,0,108
17,COAHUAYUTLA,818,B,0,36,29,0,0,0,2,67
17,COAHUAYUTLA,819,B,0,116,133,0,0,0,0,249
17,COAHUAYUTLA,819,C,0,124,141,0,0,0,0,265
,,,,,,,,,,,
18,COCULA,820,B,8,209,156,0,0,0,20,393
18,COCULA,821,B,11,247,203,0,0,0,7,468
18,COCULA,822,B,20,154,113,0,0,0,5,292
18,COCULA,822,C,23,170,116,0,0,0,7,316
18,COCULA,823,B,6,137,101,0,0,0,9,253
18,COCULA,824,B,0,59,40,0,0,0,3,102
18,COCULA,825,B,4,155,142,0,0,0,7,308
18,COCULA,826,B,1,121,32,0,0,0,1,155
18,COCULA,827,B,2,96,83,0,0,0,6,187
18,COCULA,828,B,3,53,10,0,0,0,0,66
18,COCULA,829,B,7,90,79,0,0,0,0,176
18,COCULA,830,B,0,115,105,0,0,0,2,222
18,COCULA,830,C,3,136,70,0,0,0,4,213
18,COCULA,831,B,4,238,140,0,0,0,0,382
18,COCULA,832,B,6,155,154,0,0,0,9,324
18,COCULA,833,B,7,195,142,0,0,0,9,353
18,COCULA,834,B,2,71,85,0,0,0,1,159
18,COCULA,835,B,3,155,63,0,0,0,13,234
18,COCULA,836,B,0,53,31,0,0,0,1,85
18,COCULA,837,B,3,65,45,0,0,0,0,113
18,COCULA,838,B,0,67,14,0,0,0,3,84
18,COCULA,839,B,3,118,160,0,0,0,7,288
18,COCULA,840,B,1,112,124,0,0,0,3,240
18,COCULA,841,B,0,28,54,0,0,0,0,82
18,COCULA,842,B,0,26,27,0,0,0,1,54
18,COCULA,843,B,1,111,97,0,0,0,7,216
,,,,,,,,,,,
19,COPALA,844,B,0,228,176,0,1,2,30,437
19,COPALA,844,C,0,219,164,0,1,0,44,428
19,COPALA,845,B,0,138,203,0,0,2,20,363
19,COPALA,846,B,0,103,160,0,0,0,12,275
19,COPALA,846,C,0,89,168,0,1,0,17,275
19,COPALA,847,B,0,125,136,0,1,0,17,279
19,COPALA,847,C,0,122,156,0,0,1,21,300
19,COPALA,848,B,0,206,59,0,0,0,18,283
19,COPALA,849,B,0,120,117,0,1,1,15,254
19,COPALA,850,B,0,185,76,0,1,0,17,279
19,COPALA,851,B,0,46,65,0,1,0,4,116
19,COPALA,852,B,0,57,49,0,1,0,3,110
19,COPALA,853,B,0,118,82,0,2,1,10,213
19,COPALA,854,B,0,99,48,0,0,6,4,157
19,COPALA,855,B,0,18,34,0,0,1,9,62
19,COPALA,856,B,0,136,90,0,4,3,14,247
19,COPALA,856,C,0,109,105,0,1,0,12,227
19,COPALA,857,B,0,100,61,0,0,9,18,188
,,,,,,,,,,,
20,COPALILLO,858,CA,0,155,185,0,11,0,19,370
20,COPALILLO,858,CB,0,148,186,0,0,0,30,364
20,COPALILLO,858,EX,0,16,112,0,2,0,6,136
20,COPALILLO,858,B,0,128,181,0,12,0,29,350
20,COPALILLO,859,B,0,206,120,0,5,0,28,359
20,COPALILLO,859,CA,0,204,131,0,4,0,19,358
20,COPALILLO,860,B,0,84,48,0,4,0,5,141
20,COPALILLO,861,B,0,50,60,0,17,0,8,135
