Clave,MUNICIPIO:    ,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,PRS,NULOS,TOTAL
1,ACAPULCO DE JUAREZ,1,B,0,97,167,0,3,7,6,280
1,ACAPULCO DE JUAREZ,1,C,0,107,175,0,3,7,9,301
1,ACAPULCO DE JUAREZ,2,B,0,85,121,0,2,0,8,216
1,ACAPULCO DE JUAREZ,2,C,0,94,120,0,4,2,8,228
1,ACAPULCO DE JUAREZ,3,B,0,110,94,0,0,0,0,204
1,ACAPULCO DE JUAREZ,3,CA,0,124,84,0,2,1,8,219
1,ACAPULCO DE JUAREZ,3,CB,0,94,92,0,0,0,8,194
1,ACAPULCO DE JUAREZ,4,B,0,93,102,0,2,1,11,209
1,ACAPULCO DE JUAREZ,4,C,0,84,94,0,1,1,5,185
1,ACAPULCO DE JUAREZ,5,B,0,54,107,0,0,0,5,166
1,ACAPULCO DE JUAREZ,5,C,0,70,85,0,0,1,1,157
1,ACAPULCO DE JUAREZ,6,B,0,59,108,0,4,0,2,173
1,ACAPULCO DE JUAREZ,6,C,0,50,103,0,3,1,7,164
1,ACAPULCO DE JUAREZ,7,B,0,112,111,0,5,1,4,233
1,ACAPULCO DE JUAREZ,7,C,0,115,111,0,3,0,4,233
1,ACAPULCO DE JUAREZ,8,B,0,67,102,0,2,0,6,177
1,ACAPULCO DE JUAREZ,8,C,0,72,120,0,0,0,0,192
1,ACAPULCO DE JUAREZ,9,B,0,103,77,0,1,2,2,185
1,ACAPULCO DE JUAREZ,9,C,0,103,95,0,0,0,2,200
1,ACAPULCO DE JUAREZ,10,B,0,148,166,0,1,3,22,340
1,ACAPULCO DE JUAREZ,11,B,0,74,80,0,3,1,3,161
1,ACAPULCO DE JUAREZ,11,C,0,59,70,0,3,0,3,135
1,ACAPULCO DE JUAREZ,12,B,0,92,106,0,2,1,4,205
1,ACAPULCO DE JUAREZ,12,C,0,89,109,0,2,1,1,202
1,ACAPULCO DE JUAREZ,13,B,0,139,132,0,0,1,7,279
1,ACAPULCO DE JUAREZ,13,C,0,133,133,0,1,1,8,276
1,ACAPULCO DE JUAREZ,14,B,0,165,129,0,0,0,0,294
1,ACAPULCO DE JUAREZ,14,E,0,0,0,0,0,0,0,0
1,ACAPULCO DE JUAREZ,15,B,0,111,96,0,0,2,4,213
1,ACAPULCO DE JUAREZ,15,C,0,138,108,0,2,0,4,252
1,ACAPULCO DE JUAREZ,16,B,0,77,97,0,0,1,4,179
1,ACAPULCO DE JUAREZ,16,C,0,89,90,0,2,2,6,189
1,ACAPULCO DE JUAREZ,17,B,0,87,101,0,12,0,2,202
1,ACAPULCO DE JUAREZ,17,C,0,86,93,0,7,1,3,190
1,ACAPULCO DE JUAREZ,18,B,0,153,107,0,2,0,6,268
1,ACAPULCO DE JUAREZ,18,C,0,134,121,0,2,0,4,261
1,ACAPULCO DE JUAREZ,19,B,0,121,109,0,2,0,1,233
1,ACAPULCO DE JUAREZ,19,C,0,121,107,0,1,2,3,234
1,ACAPULCO DE JUAREZ,20,B,0,163,104,0,2,1,3,273
1,ACAPULCO DE JUAREZ,20,C,0,156,115,0,1,2,2,276
1,ACAPULCO DE JUAREZ,21,B,0,129,126,0,3,3,6,267
1,ACAPULCO DE JUAREZ,21,C,0,131,147,0,3,1,2,284
1,ACAPULCO DE JUAREZ,22,B,0,86,125,0,4,1,7,223
1,ACAPULCO DE JUAREZ,22,C,0,82,129,0,2,2,9,224
1,ACAPULCO DE JUAREZ,23,B,0,99,142,0,1,1,4,247
1,ACAPULCO DE JUAREZ,23,CA,0,80,145,0,0,0,4,229
1,ACAPULCO DE JUAREZ,23,CB,0,86,140,0,1,2,4,233
1,ACAPULCO DE JUAREZ,24,B,0,135,215,0,4,0,4,358
1,ACAPULCO DE JUAREZ,24,C,0,132,229,0,8,1,7,377
1,ACAPULCO DE JUAREZ,25,B,0,138,166,0,1,1,2,308
1,ACAPULCO DE JUAREZ,25,CA,0,119,172,0,3,2,4,300
1,ACAPULCO DE JUAREZ,25,CB,0,127,168,0,3,0,4,302
1,ACAPULCO DE JUAREZ,26,B,0,104,183,0,2,0,7,296
1,ACAPULCO DE JUAREZ,26,C,0,118,163,0,0,3,4,288
1,ACAPULCO DE JUAREZ,27,B,0,91,113,0,3,2,4,213
1,ACAPULCO DE JUAREZ,27,CA,0,82,137,0,0,0,3,222
1,ACAPULCO DE JUAREZ,27,CB,0,89,117,0,2,0,4,212
1,ACAPULCO DE JUAREZ,28,B,0,100,119,0,0,2,10,231
1,ACAPULCO DE JUAREZ,28,C,0,110,139,0,1,2,5,257
1,ACAPULCO DE JUAREZ,29,B,0,94,188,0,2,3,6,293
1,ACAPULCO DE JUAREZ,29,C,0,92,181,0,2,5,5,285
1,ACAPULCO DE JUAREZ,30,B,0,114,155,0,3,5,9,286
1,ACAPULCO DE JUAREZ,30,C,0,128,172,0,1,0,8,309
1,ACAPULCO DE JUAREZ,31,B,0,121,104,0,1,0,3,229
1,ACAPULCO DE JUAREZ,31,CA,0,126,88,0,1,3,0,218
1,ACAPULCO DE JUAREZ,31,CB,0,124,114,0,3,2,10,253
1,ACAPULCO DE JUAREZ,31,CC,0,122,114,0,5,1,4,246
1,ACAPULCO DE JUAREZ,32,B,0,146,161,0,8,5,1,321
1,ACAPULCO DE JUAREZ,32,C,0,134,174,0,4,3,7,322
1,ACAPULCO DE JUAREZ,33,B,0,85,161,0,2,2,10,260
1,ACAPULCO DE JUAREZ,33,CA,0,92,171,0,1,1,5,270
1,ACAPULCO DE JUAREZ,33,CB,0,89,162,0,2,7,2,262
1,ACAPULCO DE JUAREZ,34,B,0,87,98,0,0,1,8,194
1,ACAPULCO DE JUAREZ,34,C,0,93,112,0,3,1,5,214
1,ACAPULCO DE JUAREZ,35,B,0,71,118,0,0,0,4,193
1,ACAPULCO DE JUAREZ,35,C,0,63,120,0,0,0,5,188
1,ACAPULCO DE JUAREZ,36,B,0,123,112,0,1,0,2,238
1,ACAPULCO DE JUAREZ,36,CA,0,101,118,0,0,0,4,223
1,ACAPULCO DE JUAREZ,36,CB,0,118,135,0,0,0,5,258
1,ACAPULCO DE JUAREZ,37,B,0,74,139,0,2,3,3,221
1,ACAPULCO DE JUAREZ,37,C,0,87,136,0,1,0,8,232
1,ACAPULCO DE JUAREZ,38,B,0,97,157,0,1,0,5,260
1,ACAPULCO DE JUAREZ,38,CA,0,80,155,0,0,0,6,241
1,ACAPULCO DE JUAREZ,38,CB,0,104,150,0,2,1,2,259
1,ACAPULCO DE JUAREZ,39,B,0,93,220,0,3,2,3,321
1,ACAPULCO DE JUAREZ,39,CA,0,99,181,0,1,2,7,290
1,ACAPULCO DE JUAREZ,39,CB,0,124,187,0,3,2,5,321
1,ACAPULCO DE JUAREZ,40,B,0,99,139,0,3,0,5,246
1,ACAPULCO DE JUAREZ,40,C,0,95,148,0,1,0,5,249
1,ACAPULCO DE JUAREZ,41,B,0,84,129,0,0,6,3,222
1,ACAPULCO DE JUAREZ,41,CA,0,79,159,0,3,1,7,249
1,ACAPULCO DE JUAREZ,41,CB,0,91,144,0,3,0,4,242
1,ACAPULCO DE JUAREZ,42,B,0,104,161,0,5,1,9,280
1,ACAPULCO DE JUAREZ,42,CA,0,106,144,0,6,0,5,261
1,ACAPULCO DE JUAREZ,42,CB,0,110,148,0,2,1,3,264
1,ACAPULCO DE JUAREZ,43,B,0,85,202,0,5,2,6,300
1,ACAPULCO DE JUAREZ,43,C,0,96,185,0,2,1,4,288
1,ACAPULCO DE JUAREZ,44,B,0,76,164,0,3,2,5,250
1,ACAPULCO DE JUAREZ,44,C,0,83,164,0,2,1,2,252
1,ACAPULCO DE JUAREZ,45,B,0,70,136,0,6,3,7,222
1,ACAPULCO DE JUAREZ,45,C,0,80,143,0,4,0,3,230
1,ACAPULCO DE JUAREZ,46,B,0,93,133,0,4,1,4,235
1,ACAPULCO DE JUAREZ,46,C,0,66,141,0,0,3,5,215
1,ACAPULCO DE JUAREZ,47,B,0,88,116,0,2,1,11,218
1,ACAPULCO DE JUAREZ,47,C,0,87,130,0,5,1,2,225
1,ACAPULCO DE JUAREZ,48,B,0,98,148,0,3,2,8,259
1,ACAPULCO DE JUAREZ,48,CA,0,98,138,0,5,1,0,242
1,ACAPULCO DE JUAREZ,48,CB,0,101,144,0,7,0,4,256
1,ACAPULCO DE JUAREZ,49,B,0,153,230,0,4,1,5,393
1,ACAPULCO DE JUAREZ,50,B,0,137,138,0,2,1,12,290
1,ACAPULCO DE JUAREZ,50,C,0,142,149,0,6,4,13,314
1,ACAPULCO DE JUAREZ,51,B,0,159,164,0,6,1,3,333
1,ACAPULCO DE JUAREZ,51,C,0,132,167,0,4,2,2,307
1,ACAPULCO DE JUAREZ,52,B,0,163,217,0,2,10,2,394
1,ACAPULCO DE JUAREZ,53,B,0,128,192,0,8,2,9,339
1,ACAPULCO DE JUAREZ,53,C,0,137,165,0,3,3,2,310
1,ACAPULCO DE JUAREZ,54,B,0,123,167,0,3,1,4,298
1,ACAPULCO DE JUAREZ,54,C,0,115,160,0,5,4,5,289
1,ACAPULCO DE JUAREZ,55,B,0,103,106,0,0,1,3,213
1,ACAPULCO DE JUAREZ,55,C,0,92,114,0,3,2,2,213
1,ACAPULCO DE JUAREZ,55,E,0,0,0,0,0,0,0,0
1,ACAPULCO DE JUAREZ,56,B,0,157,182,0,4,0,3,346
1,ACAPULCO DE JUAREZ,56,C,0,130,210,0,9,0,1,350
1,ACAPULCO DE JUAREZ,57,B,0,86,150,0,9,2,4,251
1,ACAPULCO DE JUAREZ,57,C,0,86,151,0,6,1,5,249
1,ACAPULCO DE JUAREZ,58,B,0,111,131,0,1,2,4,249
1,ACAPULCO DE JUAREZ,59,B,0,121,174,0,2,0,11,308
1,ACAPULCO DE JUAREZ,60,B,0,79,136,0,1,0,2,218
1,ACAPULCO DE JUAREZ,60,C,0,92,125,0,2,1,13,233
1,ACAPULCO DE JUAREZ,61,B,0,121,174,0,4,1,8,308
1,ACAPULCO DE JUAREZ,61,C,0,104,134,0,4,0,2,244
1,ACAPULCO DE JUAREZ,62,B,0,69,136,0,7,1,2,215
1,ACAPULCO DE JUAREZ,63,B,0,92,170,0,4,4,3,273
1,ACAPULCO DE JUAREZ,64,B,0,96,134,0,1,3,6,240
1,ACAPULCO DE JUAREZ,64,C,0,80,125,0,1,2,6,214
1,ACAPULCO DE JUAREZ,65,B,0,108,140,0,8,2,1,259
1,ACAPULCO DE JUAREZ,66,B,0,178,145,0,4,1,5,333
1,ACAPULCO DE JUAREZ,67,B,0,92,95,0,2,2,5,196
1,ACAPULCO DE JUAREZ,67,C,0,86,111,0,2,2,6,207
1,ACAPULCO DE JUAREZ,68,B,0,71,130,0,1,2,2,206
1,ACAPULCO DE JUAREZ,68,C,0,74,134,0,4,2,6,220
1,ACAPULCO DE JUAREZ,69,B,0,145,123,0,1,6,14,289
1,ACAPULCO DE JUAREZ,70,B,0,94,133,0,3,14,19,263
1,ACAPULCO DE JUAREZ,70,C,0,99,126,0,2,17,12,256
1,ACAPULCO DE JUAREZ,71,B,0,105,113,0,4,3,15,240
1,ACAPULCO DE JUAREZ,71,C,0,102,110,0,3,5,12,232
1,ACAPULCO DE JUAREZ,72,B,0,119,119,0,0,7,1,246
1,ACAPULCO DE JUAREZ,72,C,0,85,124,0,1,3,12,225
1,ACAPULCO DE JUAREZ,73,B,0,100,133,0,5,1,7,246
1,ACAPULCO DE JUAREZ,73,C,0,113,128,0,3,6,2,252
1,ACAPULCO DE JUAREZ,74,B,0,104,121,0,4,2,4,235
1,ACAPULCO DE JUAREZ,74,C,0,108,112,0,0,5,4,229
1,ACAPULCO DE JUAREZ,75,B,0,163,159,0,1,1,13,337
1,ACAPULCO DE JUAREZ,76,B,0,121,163,0,1,2,3,290
1,ACAPULCO DE JUAREZ,77,B,0,93,135,0,5,0,5,238
1,ACAPULCO DE JUAREZ,77,C,0,87,143,0,4,3,2,239
1,ACAPULCO DE JUAREZ,78,B,0,48,59,0,3,0,1,111
1,ACAPULCO DE JUAREZ,79,B,0,121,147,0,3,1,4,276
1,ACAPULCO DE JUAREZ,80,B,0,124,185,0,3,1,7,320
1,ACAPULCO DE JUAREZ,80,C,0,118,169,0,5,3,5,300
1,ACAPULCO DE JUAREZ,81,B,0,66,155,0,0,1,3,225
1,ACAPULCO DE JUAREZ,81,C,0,79,128,0,3,1,7,218
1,ACAPULCO DE JUAREZ,81,E,0,0,0,0,0,0,0,0
1,ACAPULCO DE JUAREZ,82,B,0,103,126,0,3,1,3,236
1,ACAPULCO DE JUAREZ,83,B,0,145,129,0,2,1,5,282
1,ACAPULCO DE JUAREZ,84,B,0,82,167,0,3,5,3,260
1,ACAPULCO DE JUAREZ,85,B,0,63,96,0,0,1,2,162
1,ACAPULCO DE JUAREZ,85,C,0,74,97,0,3,1,1,176
1,ACAPULCO DE JUAREZ,86,B,0,103,119,0,5,1,7,235
1,ACAPULCO DE JUAREZ,86,C,0,93,154,0,0,1,7,255
1,ACAPULCO DE JUAREZ,87,B,0,142,193,0,2,4,5,346
1,ACAPULCO DE JUAREZ,88,B,0,110,158,0,4,2,6,280
1,ACAPULCO DE JUAREZ,89,B,0,93,130,0,4,1,10,238
1,ACAPULCO DE JUAREZ,89,C,0,108,145,0,2,4,7,266
1,ACAPULCO DE JUAREZ,90,B,0,113,100,0,1,3,2,219
1,ACAPULCO DE JUAREZ,90,C,0,102,124,0,4,0,6,236
1,ACAPULCO DE JUAREZ,91,B,0,92,91,0,4,4,5,196
1,ACAPULCO DE JUAREZ,91,C,0,88,91,0,3,1,5,188
1,ACAPULCO DE JUAREZ,92,B,0,118,89,0,2,3,3,215
1,ACAPULCO DE JUAREZ,93,B,0,107,100,0,3,3,2,215
1,ACAPULCO DE JUAREZ,93,C,0,111,113,0,2,3,6,235
1,ACAPULCO DE JUAREZ,94,B,0,89,101,0,2,0,1,193
1,ACAPULCO DE JUAREZ,94,C,0,90,126,0,3,0,5,224
1,ACAPULCO DE JUAREZ,95,B,0,127,157,0,2,0,2,288
1,ACAPULCO DE JUAREZ,96,B,0,32,20,0,0,0,0,52
1,ACAPULCO DE JUAREZ,97,B,0,156,108,0,2,0,7,273
1,ACAPULCO DE JUAREZ,97,C,0,129,149,0,4,1,7,290
1,ACAPULCO DE JUAREZ,98,B,0,88,165,0,2,2,4,261
1,ACAPULCO DE JUAREZ,98,E,0,0,0,0,0,0,0,0
1,ACAPULCO DE JUAREZ,99,B,0,88,134,0,2,3,8,235
1,ACAPULCO DE JUAREZ,99,C,0,96,112,0,2,2,2,214
1,ACAPULCO DE JUAREZ,100,B,0,150,155,0,2,0,6,313
1,ACAPULCO DE JUAREZ,100,C,0,133,182,0,3,3,8,329
1,ACAPULCO DE JUAREZ,101,B,0,99,88,0,3,0,5,195
1,ACAPULCO DE JUAREZ,101,C,0,79,98,0,3,1,2,183
1,ACAPULCO DE JUAREZ,102,B,0,114,123,0,3,1,4,245
1,ACAPULCO DE JUAREZ,102,C,0,114,115,0,2,0,7,238
1,ACAPULCO DE JUAREZ,103,B,0,61,134,0,0,0,3,198
1,ACAPULCO DE JUAREZ,103,C,0,64,136,0,3,0,6,209
1,ACAPULCO DE JUAREZ,104,B,0,115,166,0,3,1,6,291
1,ACAPULCO DE JUAREZ,104,C,0,118,152,0,6,4,8,288
1,ACAPULCO DE JUAREZ,105,B,0,153,189,0,0,3,10,355
1,ACAPULCO DE JUAREZ,105,C,0,160,184,0,4,1,11,360
1,ACAPULCO DE JUAREZ,106,B,0,98,169,0,1,4,8,280
1,ACAPULCO DE JUAREZ,106,C,0,114,174,0,3,5,8,304
1,ACAPULCO DE JUAREZ,106,E,0,0,0,0,0,0,0,0
1,ACAPULCO DE JUAREZ,107,B,0,103,135,0,9,2,12,261
1,ACAPULCO DE JUAREZ,107,C,0,104,156,0,7,5,3,275
1,ACAPULCO DE JUAREZ,108,B,0,104,188,0,5,0,8,305
1,ACAPULCO DE JUAREZ,108,C,0,127,167,0,6,4,8,312
1,ACAPULCO DE JUAREZ,109,B,0,64,109,0,0,0,4,177
1,ACAPULCO DE JUAREZ,109,C,0,59,114,0,4,0,4,181
1,ACAPULCO DE JUAREZ,110,B,0,121,109,0,0,1,5,236
1,ACAPULCO DE JUAREZ,110,CA,0,115,106,0,1,2,10,234
1,ACAPULCO DE JUAREZ,110,CB,0,135,88,0,4,1,5,233
1,ACAPULCO DE JUAREZ,111,B,0,74,88,0,1,0,8,171
1,ACAPULCO DE JUAREZ,111,CA,0,69,81,0,2,0,0,152
1,ACAPULCO DE JUAREZ,111,CB,0,81,73,0,2,0,10,166
1,ACAPULCO DE JUAREZ,112,B,0,83,110,0,1,0,6,200
1,ACAPULCO DE JUAREZ,112,C,0,96,118,0,1,1,9,225
1,ACAPULCO DE JUAREZ,113,B,0,65,55,0,0,0,4,124
1,ACAPULCO DE JUAREZ,114,B,0,95,105,0,0,1,5,206
1,ACAPULCO DE JUAREZ,114,C,0,233,219,0,9,0,17,478
1,ACAPULCO DE JUAREZ,115,B,0,132,56,0,6,9,20,223
1,ACAPULCO DE JUAREZ,115,C,0,160,69,0,2,0,9,240
1,ACAPULCO DE JUAREZ,116,B,0,175,129,0,0,10,28,342
1,ACAPULCO DE JUAREZ,116,C,0,160,138,0,2,10,26,336
1,ACAPULCO DE JUAREZ,117,B,0,117,119,0,0,2,15,253
1,ACAPULCO DE JUAREZ,117,C,0,122,119,0,2,2,23,268
1,ACAPULCO DE JUAREZ,118,B,0,128,100,0,2,1,5,236
1,ACAPULCO DE JUAREZ,118,C,0,127,110,0,1,0,5,243
1,ACAPULCO DE JUAREZ,119,B,0,113,73,0,5,2,4,197
1,ACAPULCO DE JUAREZ,119,CA,0,93,83,0,1,2,6,185
1,ACAPULCO DE JUAREZ,119,CB,0,99,69,0,0,5,6,179
1,ACAPULCO DE JUAREZ,120,B,0,84,71,0,1,3,9,168
1,ACAPULCO DE JUAREZ,120,C,0,82,62,0,1,2,11,158
1,ACAPULCO DE JUAREZ,121,B,0,104,115,0,1,2,8,230
1,ACAPULCO DE JUAREZ,121,C,0,92,124,0,0,3,0,219
1,ACAPULCO DE JUAREZ,122,B,0,113,89,0,1,1,4,208
1,ACAPULCO DE JUAREZ,122,C,0,96,93,0,7,4,5,205
1,ACAPULCO DE JUAREZ,123,B,0,113,157,0,2,0,14,286
1,ACAPULCO DE JUAREZ,123,C,0,114,156,0,1,0,19,290
1,ACAPULCO DE JUAREZ,124,B,0,99,169,0,3,0,6,277
1,ACAPULCO DE JUAREZ,124,C,0,92,156,0,2,2,18,270
1,ACAPULCO DE JUAREZ,125,B,0,165,115,0,3,1,14,298
1,ACAPULCO DE JUAREZ,125,C,0,147,122,0,0,1,4,274
1,ACAPULCO DE JUAREZ,125,E,0,0,0,0,0,0,0,0
1,ACAPULCO DE JUAREZ,126,B,0,190,98,0,8,2,5,303
1,ACAPULCO DE JUAREZ,127,B,0,88,97,0,2,2,5,194
1,ACAPULCO DE JUAREZ,127,C,0,96,106,0,0,0,8,210
1,ACAPULCO DE JUAREZ,128,B,0,92,94,0,2,2,4,194
1,ACAPULCO DE JUAREZ,128,C,0,60,115,0,1,0,4,180
1,ACAPULCO DE JUAREZ,129,B,0,90,137,0,3,2,9,241
1,ACAPULCO DE JUAREZ,129,C,0,99,111,0,0,3,12,225
1,ACAPULCO DE JUAREZ,130,B,0,122,105,0,2,1,6,236
1,ACAPULCO DE JUAREZ,130,C,0,120,96,0,1,1,7,225
1,ACAPULCO DE JUAREZ,131,B,0,70,96,0,2,2,8,178
1,ACAPULCO DE JUAREZ,131,C,0,74,92,0,0,2,3,171
1,ACAPULCO DE JUAREZ,132,B,0,104,161,0,1,4,10,280
1,ACAPULCO DE JUAREZ,132,C,0,123,146,0,4,0,7,280
1,ACAPULCO DE JUAREZ,133,B,0,121,85,0,2,4,9,221
1,ACAPULCO DE JUAREZ,133,C,0,96,113,0,1,2,9,221
1,ACAPULCO DE JUAREZ,134,B,0,110,74,0,3,5,17,209
1,ACAPULCO DE JUAREZ,134,CA,0,112,81,0,2,3,12,210
1,ACAPULCO DE JUAREZ,134,CB,0,122,78,0,1,0,5,206
1,ACAPULCO DE JUAREZ,135,B,0,106,54,0,0,4,3,167
1,ACAPULCO DE JUAREZ,135,C,0,113,74,0,0,4,5,196
1,ACAPULCO DE JUAREZ,136,B,0,88,111,0,2,6,4,211
1,ACAPULCO DE JUAREZ,136,C,0,84,89,0,2,5,7,187
1,ACAPULCO DE JUAREZ,137,B,0,120,90,0,0,3,8,221
1,ACAPULCO DE JUAREZ,137,C,0,133,104,0,5,5,6,253
1,ACAPULCO DE JUAREZ,138,B,0,71,133,0,3,21,3,231
1,ACAPULCO DE JUAREZ,138,CA,0,89,129,0,3,14,7,242
1,ACAPULCO DE JUAREZ,138,CB,0,94,127,0,1,10,6,238
1,ACAPULCO DE JUAREZ,139,B,0,121,156,0,1,14,6,298
1,ACAPULCO DE JUAREZ,139,C,0,116,143,0,10,10,5,284
1,ACAPULCO DE JUAREZ,140,B,0,92,90,0,4,6,10,202
1,ACAPULCO DE JUAREZ,140,C,0,90,102,0,2,3,5,202
1,ACAPULCO DE JUAREZ,141,B,0,106,109,0,1,2,3,221
1,ACAPULCO DE JUAREZ,141,CA,0,105,105,0,0,4,5,219
1,ACAPULCO DE JUAREZ,141,CB,0,78,110,0,4,2,10,204
1,ACAPULCO DE JUAREZ,142,B,0,142,136,0,2,2,10,292
1,ACAPULCO DE JUAREZ,142,C,0,142,145,0,1,4,5,297
1,ACAPULCO DE JUAREZ,143,B,0,120,119,0,0,9,9,257
1,ACAPULCO DE JUAREZ,143,C,0,127,131,0,2,4,7,271
1,ACAPULCO DE JUAREZ,144,B,0,142,98,0,2,2,4,248
1,ACAPULCO DE JUAREZ,144,C,0,123,114,0,3,1,10,251
1,ACAPULCO DE JUAREZ,145,B,0,59,107,0,0,4,8,178
1,ACAPULCO DE JUAREZ,145,C,0,58,107,0,0,4,3,172
1,ACAPULCO DE JUAREZ,146,B,0,82,111,0,3,4,4,204
1,ACAPULCO DE JUAREZ,146,CA,0,80,94,0,0,0,6,180
1,ACAPULCO DE JUAREZ,146,CB,0,61,132,0,1,1,6,201
1,ACAPULCO DE JUAREZ,147,B,0,94,119,0,0,0,8,221
1,ACAPULCO DE JUAREZ,147,CA,0,85,126,0,2,2,7,222
1,ACAPULCO DE JUAREZ,147,CB,0,87,124,0,2,2,6,221
1,ACAPULCO DE JUAREZ,148,B,0,86,115,0,1,4,1,207
1,ACAPULCO DE JUAREZ,148,CA,0,87,114,0,3,5,0,209
1,ACAPULCO DE JUAREZ,148,CB,0,89,125,0,1,3,9,227
1,ACAPULCO DE JUAREZ,149,B,0,96,164,0,1,2,7,270
1,ACAPULCO DE JUAREZ,149,CA,0,96,143,0,2,1,8,250
1,ACAPULCO DE JUAREZ,149,CB,0,112,155,0,3,0,3,273
1,ACAPULCO DE JUAREZ,150,B,0,111,127,0,1,3,2,244
1,ACAPULCO DE JUAREZ,150,C,0,90,133,0,3,9,14,249
1,ACAPULCO DE JUAREZ,151,B,0,82,107,0,0,1,4,194
1,ACAPULCO DE JUAREZ,151,C,0,78,114,0,2,0,5,199
1,ACAPULCO DE JUAREZ,152,B,0,92,82,0,2,5,0,181
1,ACAPULCO DE JUAREZ,152,C,0,73,93,0,1,2,5,174
1,ACAPULCO DE JUAREZ,153,B,0,101,119,0,5,5,7,237
1,ACAPULCO DE JUAREZ,153,C,0,106,114,0,4,2,3,229
1,ACAPULCO DE JUAREZ,154,B,0,135,119,0,2,4,10,270
1,ACAPULCO DE JUAREZ,154,C,0,130,127,0,2,5,3,267
1,ACAPULCO DE JUAREZ,155,B,0,145,112,0,3,4,9,273
1,ACAPULCO DE JUAREZ,155,C,0,135,109,0,4,3,4,255
1,ACAPULCO DE JUAREZ,156,B,0,91,130,0,5,5,9,240
1,ACAPULCO DE JUAREZ,156,C,0,98,125,0,1,6,0,230
1,ACAPULCO DE JUAREZ,157,B,0,110,158,0,2,1,9,280
1,ACAPULCO DE JUAREZ,157,C,0,111,121,0,2,3,11,248
1,ACAPULCO DE JUAREZ,158,B,0,84,118,0,4,2,4,212
1,ACAPULCO DE JUAREZ,158,C,0,71,108,0,0,4,2,185
1,ACAPULCO DE JUAREZ,159,B,0,93,134,0,1,8,10,246
1,ACAPULCO DE JUAREZ,159,C,0,90,126,0,1,2,0,219
1,ACAPULCO DE JUAREZ,160,B,0,148,153,0,6,0,20,327
1,ACAPULCO DE JUAREZ,160,CA,0,127,144,0,2,4,5,282
1,ACAPULCO DE JUAREZ,160,CB,0,140,168,0,1,2,12,323
1,ACAPULCO DE JUAREZ,161,B,0,121,119,0,2,4,5,251
1,ACAPULCO DE JUAREZ,161,C,0,123,123,0,1,4,4,255
1,ACAPULCO DE JUAREZ,162,B,0,116,107,0,4,12,9,248
1,ACAPULCO DE JUAREZ,162,C,0,101,112,0,2,18,0,233
1,ACAPULCO DE JUAREZ,163,B,0,103,115,0,0,3,4,225
1,ACAPULCO DE JUAREZ,164,B,0,113,136,0,1,3,5,258
1,ACAPULCO DE JUAREZ,164,C,0,105,125,0,1,2,7,240
1,ACAPULCO DE JUAREZ,165,B,0,150,143,0,0,1,17,311
1,ACAPULCO DE JUAREZ,165,C,0,148,120,0,2,4,22,296
1,ACAPULCO DE JUAREZ,166,B,0,107,153,0,0,0,8,268
1,ACAPULCO DE JUAREZ,166,C,0,98,136,0,1,0,2,237
1,ACAPULCO DE JUAREZ,167,B,0,130,136,0,3,1,11,281
1,ACAPULCO DE JUAREZ,167,C,0,155,163,0,4,0,1,323
1,ACAPULCO DE JUAREZ,168,B,0,105,88,0,1,2,4,200
1,ACAPULCO DE JUAREZ,168,C,0,116,72,0,3,1,11,203
1,ACAPULCO DE JUAREZ,169,B,0,117,91,0,2,0,8,218
1,ACAPULCO DE JUAREZ,169,C,0,110,102,0,0,0,2,214
1,ACAPULCO DE JUAREZ,170,B,0,92,95,0,2,0,8,197
1,ACAPULCO DE JUAREZ,171,B,0,97,161,0,0,3,6,267
1,ACAPULCO DE JUAREZ,171,C,0,96,156,0,0,0,5,257
1,ACAPULCO DE JUAREZ,172,B,0,90,140,0,1,3,6,240
1,ACAPULCO DE JUAREZ,172,C,0,99,140,0,4,0,4,247
1,ACAPULCO DE JUAREZ,173,B,0,79,117,0,0,5,4,205
1,ACAPULCO DE JUAREZ,173,C,0,80,133,0,0,4,6,223
1,ACAPULCO DE JUAREZ,174,B,0,123,142,0,2,3,7,277
1,ACAPULCO DE JUAREZ,174,C,0,141,137,0,4,3,11,296
1,ACAPULCO DE JUAREZ,175,B,0,99,122,0,3,6,9,239
1,ACAPULCO DE JUAREZ,175,C,0,125,129,0,0,9,7,270
1,ACAPULCO DE JUAREZ,176,B,0,162,122,0,2,7,4,297
1,ACAPULCO DE JUAREZ,176,C,0,131,122,0,3,11,8,275
1,ACAPULCO DE JUAREZ,177,B,0,111,147,0,3,6,9,276
1,ACAPULCO DE JUAREZ,177,C,0,118,148,0,5,8,1,280
1,ACAPULCO DE JUAREZ,178,B,0,104,151,0,1,1,7,264
1,ACAPULCO DE JUAREZ,178,C,0,108,147,0,1,2,9,267
1,ACAPULCO DE JUAREZ,179,B,0,88,110,0,1,11,11,221
1,ACAPULCO DE JUAREZ,179,CA,0,70,106,0,2,5,11,194
1,ACAPULCO DE JUAREZ,179,CB,0,73,107,0,2,13,7,202
1,ACAPULCO DE JUAREZ,180,B,0,120,126,0,1,10,11,268
1,ACAPULCO DE JUAREZ,180,CA,0,118,124,0,4,8,11,265
1,ACAPULCO DE JUAREZ,180,CB,0,113,135,0,1,16,13,278
1,ACAPULCO DE JUAREZ,181,B,0,101,107,0,1,5,2,216
