CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,MAS,PAN_PRD,PRI_PVEM_NA,PRI_PVEM,PRI_NA,PVEM_NA,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PRI_PVEM_NA,CAND_IND14,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1476,B,1,0,B,20,18,1,4,4,27,4,60,2,1,1,0,2,0,0,0,0,0,0,,,,,10,,,154,0,5,159,263,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1477,B,1,0,B,35,37,1,2,3,21,2,97,3,5,0,1,0,0,0,0,1,0,0,,,,,11,,,219,0,4,223,357,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1478,B,1,0,B,42,49,3,4,6,36,3,79,4,6,2,0,2,0,0,1,0,0,0,,,,,20,,,257,0,8,265,443,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1480,B,1,0,B,44,32,1,2,6,43,3,87,0,5,0,1,0,0,0,0,0,0,1,,,,,25,,,250,0,12,262,414,Acta Casilla,,,
1,26,Sonora,8,HERMOSILLO,49,HERMOSILLO,1482,B,1,0,B,36,40,6,2,3,21,3,103,4,3,0,0,0,0,0,0,0,0,0,,,,,11,,,232,0,6,238,423,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,376,B,1,0,B,31,66,3,7,6,27,7,139,3,11,0,2,1,0,0,4,0,0,2,,,,,,,,309,0,8,317,581,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,376,C,1,0,C01,49,59,4,6,9,34,10,113,3,6,0,2,0,0,0,8,4,0,0,,,,,,,,307,0,8,315,581,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,376,C,2,0,C02,36,69,2,11,9,19,8,105,5,7,0,0,3,0,0,2,0,0,0,,,,,,,,276,0,11,287,580,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,376,C,3,0,C03,37,66,2,9,7,23,17,120,5,7,1,0,2,0,0,3,2,0,1,,,,,,,,302,0,10,312,580,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,377,B,1,0,B,42,74,3,7,13,21,17,125,2,6,3,0,2,0,0,3,2,0,0,,,,,,,,320,1,19,340,661,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,377,C,1,0,C01,46,81,4,9,10,17,12,140,0,6,0,1,3,0,1,1,2,0,0,,,,,,,,333,1,12,346,660,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,385,B,1,0,B,51,85,4,17,12,34,7,171,7,18,0,4,0,1,0,2,0,0,0,,,,,,,,413,0,13,426,719,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,386,B,1,0,B,44,72,6,10,5,30,10,118,4,6,0,1,1,0,0,3,1,0,2,,,,,,,,313,0,12,325,531,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,386,C,1,0,C01,44,86,0,7,6,20,16,110,3,19,2,6,2,1,0,2,0,0,0,,,,,,,,324,0,12,336,531,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,386,C,2,0,C02,49,89,1,15,7,28,12,117,3,4,0,0,0,0,0,0,0,0,0,,,,,,,,325,1,6,332,530,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,387,B,1,0,B,49,101,4,6,10,33,7,149,6,5,0,1,5,1,2,1,2,0,2,,,,,,,,384,1,8,393,610,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,387,C,1,0,C01,39,112,2,4,5,29,11,143,4,11,0,1,0,1,0,0,1,2,0,,,,,,,,365,1,11,377,609,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,387,C,2,0,C02,39,97,2,14,9,32,13,137,3,8,0,3,3,0,0,1,0,0,0,,,,,,,,361,0,14,375,609,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,388,B,1,0,B,34,78,2,4,8,28,9,124,0,8,0,3,1,0,0,0,0,0,0,,,,,,,,299,0,10,309,484,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,388,C,1,0,C01,40,92,3,5,10,24,12,132,1,7,0,2,2,0,0,1,0,0,0,,,,,,,,331,1,4,336,484,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,392,B,1,0,B,93,106,3,4,3,51,10,95,5,8,5,1,0,0,0,1,1,0,1,,,,,,,,387,0,5,392,583,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,392,C,1,0,C01,72,118,2,7,3,39,16,111,5,3,0,1,1,1,0,0,0,0,1,,,,,,,,380,0,11,391,583,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,392,C,2,0,C02,66,107,3,6,5,45,10,116,7,8,1,1,1,1,0,0,0,0,2,,,,,,,,379,0,5,384,583,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,393,B,1,0,B,76,110,1,13,7,51,11,115,11,12,1,1,0,0,0,2,0,0,0,,,,,,,,411,0,14,425,617,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,393,C,1,0,C01,63,126,4,11,2,41,7,117,5,11,2,2,0,1,0,0,0,0,0,,,,,,,,392,2,17,411,617,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,393,C,2,0,C02,94,94,1,12,3,51,14,122,3,6,3,4,0,1,0,2,0,0,0,,,,,,,,410,0,10,420,617,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,394,C,1,0,C01,48,91,5,13,6,32,11,94,3,1,1,6,1,0,0,3,0,1,0,,,,,,,,316,0,18,334,508,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,394,C,2,0,C02,58,85,2,7,4,30,12,114,4,5,0,1,3,0,0,2,1,0,0,,,,,,,,328,0,2,330,507,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,395,C,1,0,C01,43,50,2,6,12,22,5,75,6,5,1,4,0,0,0,2,3,0,0,,,,,,,,236,0,16,252,441,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,396,B,1,0,B,38,57,3,8,6,32,12,151,3,4,0,1,1,0,0,0,2,1,0,,,,,,,,319,0,9,328,612,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,396,C,1,0,C01,29,72,1,6,10,29,4,138,2,6,0,1,1,1,1,1,3,0,1,,,,,,,,306,0,13,319,612,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,397,B,1,0,B,44,85,3,10,12,34,4,158,4,18,1,3,4,2,0,3,3,1,1,,,,,,,,390,0,14,404,634,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,397,C,1,0,C01,43,82,3,5,3,31,10,125,4,11,0,3,0,0,0,6,0,0,0,,,,,,,,326,0,11,337,634,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,398,B,1,0,B,52,76,2,7,11,29,18,129,7,7,2,1,1,0,0,3,3,0,0,,,,,,,,348,0,18,366,654,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,399,B,1,0,B,30,78,2,5,8,14,15,132,8,5,1,4,0,0,0,4,0,0,0,,,,,,,,306,0,6,312,562,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,399,C,1,0,C01,31,94,3,15,6,26,14,98,2,8,2,3,1,0,0,1,0,0,0,,,,,,,,304,0,7,311,561,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,401,C,2,0,C02,48,52,4,3,8,12,13,134,2,3,2,4,1,0,0,2,1,0,1,,,,,,,,290,0,12,302,702,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,402,B,1,0,B,49,94,4,8,6,27,9,135,6,8,0,1,0,1,0,4,1,0,1,,,,,,,,354,0,15,369,681,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,402,C,1,0,C01,44,106,3,7,10,22,20,156,3,6,1,1,2,0,0,1,1,0,1,,,,,,,,384,0,15,399,681,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,402,C,2,0,C02,52,94,3,12,5,27,19,129,5,10,0,4,0,0,1,5,0,0,0,,,,,,,,366,0,10,376,680,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,402,C,3,0,C03,47,119,3,6,11,18,8,147,3,8,2,5,4,1,0,2,1,0,2,,,,,,,,387,0,12,399,680,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,403,B,1,0,B,65,99,6,13,10,41,11,153,3,19,1,1,0,0,0,6,0,0,1,,,,,,,,429,0,17,446,703,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,403,C,1,0,C01,54,130,5,8,9,50,11,132,4,18,3,1,1,0,0,2,0,0,0,,,,,,,,428,0,14,442,702,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,404,B,1,0,B,70,102,5,10,9,39,7,151,2,11,1,4,0,0,0,1,3,0,1,,,,,,,,416,0,15,431,681,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,404,C,1,0,C01,52,114,4,12,9,29,10,129,1,12,0,0,1,0,0,3,1,0,1,,,,,,,,378,0,21,399,680,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,405,B,1,0,B,35,45,1,6,4,12,9,85,1,4,4,2,2,1,0,0,0,0,1,,,,,,,,212,0,11,223,443,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,405,C,1,0,C01,48,43,2,4,7,10,6,104,3,3,2,2,1,1,0,1,1,0,1,,,,,,,,239,0,11,250,443,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,406,B,1,0,B,55,86,3,9,6,23,14,132,11,4,2,2,0,1,1,2,1,0,0,,,,,,,,352,0,6,358,549,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,406,C,1,0,C01,53,67,4,9,11,17,11,120,9,9,4,0,0,1,0,3,1,0,0,,,,,,,,319,0,15,334,549,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,407,B,1,0,B,24,57,4,12,4,25,6,85,5,9,1,2,1,1,0,1,3,0,0,,,,,,,,240,0,10,250,500,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,407,C,1,0,C01,40,47,2,9,4,19,7,108,0,5,0,1,0,0,1,0,3,0,0,,,,,,,,246,0,12,258,499,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,408,C,1,0,C01,54,88,3,6,4,23,7,90,2,8,0,2,1,0,0,3,1,0,2,,,,,,,,294,0,8,302,516,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,409,B,1,0,B,72,87,5,15,8,46,8,120,4,9,0,2,5,0,0,0,0,0,0,,,,,,,,381,1,17,399,665,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,412,B,1,0,B,55,76,1,7,1,16,11,89,0,6,3,1,1,0,0,3,2,0,2,,,,,,,,274,0,8,282,457,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,412,C,1,0,C01,52,76,4,8,3,22,10,81,2,4,5,1,1,0,0,1,0,0,2,,,,,,,,272,0,15,287,456,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,419,B,1,0,B,80,138,2,9,7,25,9,80,2,9,0,7,2,1,1,1,0,0,0,,,,,,,,373,1,8,382,574,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,419,C,1,0,C01,90,115,3,8,2,23,9,106,3,9,1,3,1,0,0,0,1,0,2,,,,,,,,376,0,6,382,574,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,420,B,1,0,B,107,106,2,6,4,33,5,80,5,5,4,2,1,1,3,2,0,0,1,,,,,,,,367,1,5,373,555,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,420,C,1,0,C01,95,102,2,13,4,40,4,92,1,12,4,3,1,0,0,2,1,0,0,,,,,,,,376,0,17,393,555,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,421,B,1,0,B,57,73,4,4,6,23,5,104,9,8,4,2,2,0,0,1,1,0,0,,,,,,,,303,0,6,309,562,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,421,C,1,0,C01,57,83,3,4,6,22,8,97,3,4,2,5,5,0,0,4,2,0,1,,,,,,,,306,0,3,309,562,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,422,B,1,0,B,51,109,3,8,6,27,11,115,3,11,0,3,5,0,0,1,3,1,1,,,,,,,,358,0,9,367,632,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,424,C,1,0,C01,46,51,7,10,7,18,12,123,4,9,0,0,1,0,0,2,1,0,0,,,,,,,,291,0,10,301,595,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,425,C,1,0,C01,49,116,2,12,1,31,18,139,6,13,1,2,1,0,0,2,1,0,1,,,,,,,,395,0,12,407,745,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,429,C,1,0,C01,32,63,4,15,10,17,18,149,0,12,2,0,1,0,0,4,1,0,0,,,,,,,,328,1,7,336,630,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,430,B,1,0,B,35,69,6,15,16,13,6,126,0,9,0,0,2,0,0,1,1,0,1,,,,,,,,300,0,12,312,671,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,430,C,1,0,C01,41,79,1,4,15,14,21,131,5,8,0,1,1,1,1,5,2,0,0,,,,,,,,330,0,13,343,670,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,430,C,2,0,C02,48,80,9,5,12,13,8,125,3,4,0,3,0,1,0,1,2,0,1,,,,,,,,315,0,13,328,670,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,431,C,1,0,C01,44,74,2,5,7,22,4,150,3,9,0,0,1,0,0,0,0,0,0,,,,,,,,321,0,16,337,673,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,431,C,2,0,C02,54,58,1,13,11,21,9,130,5,7,0,2,2,0,0,1,3,0,0,,,,,,,,317,0,11,328,673,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,432,B,1,0,B,21,73,2,5,5,15,18,97,3,6,1,0,0,0,0,2,1,0,0,,,,,,,,249,0,4,253,424,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,432,C,1,0,C01,28,63,2,2,3,23,19,108,3,6,0,0,0,0,0,0,0,0,0,,,,,,,,257,0,8,265,423,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,433,B,1,0,B,26,75,4,12,9,26,11,133,2,8,0,1,6,1,0,4,3,0,1,,,,,,,,322,0,20,342,646,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,433,C,1,0,C01,45,78,5,5,6,23,12,135,2,9,1,1,1,0,0,0,2,0,0,,,,,,,,325,0,8,333,646,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,434,C,1,0,C01,32,69,5,7,8,17,13,125,5,9,0,2,1,1,0,2,1,0,1,,,,,,,,298,0,14,312,684,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,435,B,1,0,B,30,46,3,9,6,16,7,80,3,6,0,1,1,0,1,3,0,0,0,,,,,,,,212,0,6,218,404,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,435,C,1,0,C01,29,58,2,6,5,10,6,90,1,4,0,2,0,0,0,1,0,0,0,,,,,,,,214,0,8,222,403,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,436,B,1,0,B,64,84,5,11,18,17,6,143,8,6,0,1,2,1,0,6,1,0,3,,,,,,,,376,0,6,382,664,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,438,B,1,0,B,49,102,2,1,8,29,7,107,5,8,1,3,3,0,0,2,1,0,3,,,,,,,,331,0,11,342,590,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,438,C,1,0,C01,55,83,3,17,7,32,13,116,0,4,2,1,2,0,1,1,0,0,1,,,,,,,,338,0,4,342,590,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,440,B,1,0,B,91,76,2,7,5,23,8,65,1,1,0,1,2,0,0,1,0,0,0,,,,,,,,283,2,11,296,470,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,440,C,1,0,C01,87,90,3,6,1,25,2,59,2,9,3,3,1,0,0,1,0,1,0,,,,,,,,293,0,8,301,470,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,441,B,1,0,B,52,72,4,4,4,15,6,80,3,6,1,0,2,1,0,1,1,0,0,,,,,,,,252,0,5,257,427,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,441,C,1,0,C01,47,93,6,8,5,25,12,69,4,5,0,2,0,0,0,0,0,0,1,,,,,,,,277,0,5,282,426,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,442,B,1,0,B,36,89,2,9,4,29,7,114,3,8,1,0,1,0,0,2,2,0,1,,,,,,,,308,0,11,319,557,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,442,C,1,0,C01,42,96,1,7,5,21,7,106,7,2,0,1,0,0,1,2,1,0,1,,,,,,,,300,0,18,318,557,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,443,B,1,0,B,51,87,3,6,4,19,7,94,3,6,0,2,1,0,0,1,0,0,0,,,,,,,,284,0,10,294,479,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,443,C,1,0,C01,36,82,2,7,10,18,7,83,5,7,3,1,0,1,0,4,2,0,1,,,,,,,,269,0,15,284,479,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,444,C,1,0,C01,44,95,4,16,8,27,9,124,4,7,0,0,0,0,1,2,1,0,0,,,,,,,,342,0,10,352,561,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,445,B,1,0,B,57,67,2,4,7,26,18,145,4,10,2,2,0,0,0,0,1,0,3,,,,,,,,348,0,13,361,639,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,446,B,1,0,B,47,76,2,12,11,19,13,134,1,13,2,3,5,1,1,3,1,0,2,,,,,,,,346,0,12,358,666,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,447,B,1,0,B,21,61,1,7,8,18,6,75,5,2,0,2,2,0,0,1,0,0,0,,,,,,,,209,0,19,228,431,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,447,C,1,0,C01,18,79,2,6,8,18,8,82,3,5,1,2,2,0,0,1,1,0,0,,,,,,,,236,1,10,247,431,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,448,C,1,0,C01,36,87,3,4,8,15,9,118,4,14,1,1,1,1,1,1,1,0,0,,,,,,,,305,0,6,311,690,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,448,C,3,0,C03,33,64,5,11,8,20,11,126,4,12,0,1,0,0,0,1,1,0,0,,,,,,,,297,0,11,308,690,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,449,B,1,0,B,53,102,2,13,6,26,13,147,5,14,1,2,0,0,0,4,0,0,0,,,,,,,,388,0,9,397,626,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,449,C,1,0,C01,38,98,5,13,7,20,14,138,4,12,1,1,1,1,0,2,1,0,1,,,,,,,,357,0,11,368,626,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,449,C,2,0,C02,63,83,3,7,3,27,8,150,6,12,0,2,1,0,0,1,2,0,0,,,,,,,,368,0,12,380,626,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,449,C,4,0,C04,43,78,1,11,8,33,10,153,4,15,1,2,0,0,0,0,0,0,0,,,,,,,,359,0,18,377,626,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,450,B,1,0,B,19,85,3,11,13,13,12,135,3,6,1,1,0,1,0,3,4,1,0,,,,,,,,311,0,10,321,585,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,450,C,1,0,C01,44,67,5,9,8,17,9,122,5,3,1,0,6,2,0,4,0,0,0,,,,,,,,302,1,10,313,585,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,451,B,1,0,B,37,90,5,8,5,27,9,135,2,4,0,1,3,0,0,1,2,0,0,,,,,,,,329,1,9,339,617,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,451,C,1,0,C01,38,82,5,11,10,31,7,136,2,1,1,1,2,1,0,1,1,0,0,,,,,,,,330,0,11,341,616,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,451,S,1,0,SMR01,3,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,19,0,0,19,0,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,452,B,1,0,B,64,82,7,8,11,28,8,160,2,10,0,0,1,0,0,2,0,0,3,,,,,,,,386,0,16,402,675,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,452,C,1,0,C01,52,74,7,11,8,49,12,133,8,14,2,1,1,1,0,2,0,0,0,,,,,,,,375,0,9,384,674,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,453,B,1,0,B,51,101,4,10,9,19,13,151,2,9,1,2,0,1,0,0,1,1,1,,,,,,,,376,0,13,389,721,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,454,B,1,0,B,42,82,6,7,7,24,12,102,3,5,0,3,2,0,0,2,2,0,1,,,,,,,,300,0,13,313,502,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,454,C,1,0,C01,39,61,6,4,8,10,6,109,3,8,2,1,0,0,0,3,2,0,0,,,,,,,,262,0,14,276,501,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,455,B,1,0,B,48,71,6,4,10,24,9,107,7,6,3,2,1,0,0,4,3,0,0,,,,,,,,305,0,10,315,583,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,458,B,1,0,B,77,119,1,10,8,33,7,137,6,7,1,3,2,0,0,1,2,0,1,,,,,,,,415,0,22,437,692,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,459,C,1,0,C01,57,60,0,7,3,37,7,82,5,6,4,0,1,0,0,0,0,0,0,,,,,,,,269,0,13,282,447,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,460,B,1,0,B,38,71,0,9,5,26,8,90,2,6,0,0,1,1,0,1,1,0,2,,,,,,,,261,0,12,273,458,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,460,C,1,0,C01,45,89,1,8,9,17,10,97,3,9,0,3,2,0,0,0,0,0,0,,,,,,,,293,0,9,302,457,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,461,B,1,0,B,36,67,4,7,7,29,6,78,4,9,2,3,3,0,0,3,1,0,1,,,,,,,,260,0,16,276,421,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,461,C,1,0,C01,40,69,4,7,7,21,6,88,3,4,0,0,3,0,0,3,0,0,0,,,,,,,,255,0,5,260,421,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,462,B,1,0,B,62,97,4,9,1,41,11,151,4,7,3,1,0,1,1,3,3,0,1,,,,,,,,400,0,15,415,708,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,463,B,1,0,B,42,76,3,15,8,34,6,128,1,5,1,3,0,0,0,1,1,4,5,,,,,,,,333,0,12,345,643,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,463,C,1,0,C01,42,95,3,7,7,40,10,128,6,11,1,1,0,0,0,1,2,0,0,,,,,,,,354,0,9,363,643,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,464,C,1,0,C01,38,79,2,12,4,21,10,81,2,5,0,3,2,0,0,1,0,0,0,,,,,,,,260,0,6,266,495,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,465,B,1,0,B,31,96,3,10,6,32,12,107,2,0,1,2,1,0,0,1,3,0,1,,,,,,,,308,0,16,324,627,Grupo de Recuento,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,465,C,1,0,C01,46,102,6,14,12,43,15,97,4,3,0,0,2,1,0,0,1,0,0,,,,,,,,346,0,16,362,627,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,466,B,1,0,B,42,113,1,11,7,36,15,102,5,10,0,2,2,1,0,5,0,0,0,,,,,,,,352,0,11,363,626,Acta Casilla,,,
1,26,Sonora,9,HERMOSILLO,49,HERMOSILLO,467,B,1,0,B,32,54,2,7,5,17,9,64,6,5,0,1,1,1,0,2,3,0,1,,,,,,,,210,0,5,215,384,Grupo de Recuento,,,
