id_entidad_electoral,fecha_jornada,id_cargo,nombre_cargo,id_estado,id_distrito,id_casilla,tipo_casilla,descripcion,ext_contigua,cabecera,clave_circunscripcion,id_municipio,nombre_municipio,lista nominal,estatus_casilla,descripcion,resultados_obtenidos,tipo_urna,descripcion,seccion,PAN ,PRI ,PRD ,PT ,PVEM ,PC ,PSN ,PAS ,ADC ,Mexico Posible,Fuerza Ciudadana,Nulos,total
6,6/7/2003,12,Ayuntamientos,6,0,7,C,Contigua,0,VILLA DE ALVAREZ,,10,VILLA DE ALVAREZ,738,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,163,111,175,56,10,4,0,0,2,15,0,8,2,383
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,VILLA DE ALVAREZ,,10,VILLA DE ALVAREZ,581,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,165,117,143,32,4,4,0,0,1,6,3,5,4,319
6,6/7/2003,12,Ayuntamientos,6,0,1,E,Extraordinaria,0,VILLA DE ALVAREZ,,10,VILLA DE ALVAREZ,104,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,167,3,55,2,5,0,0,0,0,1,0,0,1,67
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,COLIMA,,2,COLIMA,697,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,74,130,125,43,8,6,0,0,0,18,2,2,6,340
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,COLIMA,,2,COLIMA,578,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,77,126,123,26,1,5,0,1,0,7,1,0,3,293
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,COLIMA,,2,COLIMA,577,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,79,136,119,13,6,6,0,1,1,6,1,3,6,298
6,6/7/2003,12,Ayuntamientos,6,0,3,E,Extraordinaria,0,COLIMA,,2,COLIMA,263,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,85,21,95,5,2,0,0,0,0,23,0,0,5,151
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,COLIMA,,2,COLIMA,383,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,86,52,97,29,1,2,0,0,0,17,0,0,12,210
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,COMALA,,3,COMALA,657,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,95,241,124,23,0,0,0,2,0,0,2,0,5,397
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,COMALA,,3,COMALA,500,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,96,169,100,35,3,0,0,0,0,0,1,0,4,312
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,COMALA,,3,COMALA,302,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,97,84,57,7,4,0,0,0,0,0,0,0,5,157
6,6/7/2003,12,Ayuntamientos,6,0,1,E,Extraordinaria,0,MINATITLAN,,8,MINATITLAN,73,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,276,19,34,0,6,0,0,0,1,0,0,0,1,61
6,6/7/2003,12,Ayuntamientos,6,0,2,C,Contigua,0,TECOMAN,,9,TECOMAN,598,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,277,92,126,50,7,0,0,0,9,31,0,0,11,326
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,TECOMAN,,9,TECOMAN,604,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,278,110,83,37,8,0,0,1,9,18,0,1,6,273
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,TECOMAN,,9,TECOMAN,445,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,284,85,67,21,4,0,0,0,7,8,0,0,4,196
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,TECOMAN,,9,TECOMAN,744,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,285,155,137,23,8,0,0,0,10,26,0,1,6,366
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,TECOMAN,,9,TECOMAN,455,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,286,100,85,13,4,0,0,0,6,16,0,3,1,228
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,TECOMAN,,9,TECOMAN,572,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,289,154,98,22,11,0,0,0,9,17,0,3,4,318
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,TECOMAN,,9,TECOMAN,706,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,291,111,107,23,8,0,0,1,12,27,0,1,6,296
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,TECOMAN,,9,TECOMAN,473,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,293,104,106,19,4,0,0,1,5,11,0,0,6,256
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,TECOMAN,,9,TECOMAN,630,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,294,209,119,10,4,0,0,1,10,20,0,0,5,378
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,TECOMAN,,9,TECOMAN,585,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,298,126,78,18,5,0,0,0,7,21,0,0,14,269
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,TECOMAN,,9,TECOMAN,384,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,309,151,195,23,8,0,0,0,4,16,0,4,3,404
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,CUAUHTEMOC,,5,CUAUHTEMOC,713,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,134,113,194,54,10,0,1,3,0,0,0,3,8,386
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,CUAUHTEMOC,,5,CUAUHTEMOC,441,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,137,60,127,43,2,0,0,0,0,0,0,1,4,237
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,IXTLAHUACAN,,6,IXTLAHUACAN,529,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,191,206,161,7,0,0,0,0,0,0,0,0,3,377
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,IXTLAHUACAN,,6,IXTLAHUACAN,590,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,195,199,109,10,4,0,0,1,2,0,0,0,9,334
6,6/7/2003,12,Ayuntamientos,6,0,1,S,Especial,0,MANZANILLO,,7,MANZANILLO,,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,201,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,MANZANILLO,,7,MANZANILLO,707,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,204,198,92,13,6,0,0,0,3,13,1,2,3,331
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,MANZANILLO,,7,MANZANILLO,721,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,207,237,179,7,4,0,0,0,5,3,3,0,2,440
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,MANZANILLO,,7,MANZANILLO,748,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,209,212,144,17,0,0,0,1,1,4,3,1,5,388
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,MANZANILLO,,7,MANZANILLO,678,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,214,202,136,8,3,0,0,0,2,4,1,2,7,365
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,MANZANILLO,,7,MANZANILLO,476,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,230,80,106,10,3,0,0,0,4,8,3,3,6,223
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,MANZANILLO,,7,MANZANILLO,476,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,230,79,118,12,4,0,0,0,2,15,1,3,9,243
6,6/7/2003,12,Ayuntamientos,6,0,1,E,Extraordinaria,0,MANZANILLO,,7,MANZANILLO,221,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,232,56,69,0,0,0,0,1,0,0,0,0,0,126
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,MANZANILLO,,7,MANZANILLO,731,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,233,157,182,6,1,0,0,0,5,24,1,1,7,384
6,6/7/2003,12,Ayuntamientos,6,0,2,C,Contigua,0,MANZANILLO,,7,MANZANILLO,710,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,238,120,103,16,8,0,0,0,6,3,1,5,2,264
6,6/7/2003,12,Ayuntamientos,6,0,4,C,Contigua,0,MANZANILLO,,7,MANZANILLO,710,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,238,162,94,13,4,0,0,0,4,2,3,3,6,291
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,MANZANILLO,,7,MANZANILLO,641,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,248,217,101,7,5,0,0,0,9,4,3,1,0,347
6,6/7/2003,12,Ayuntamientos,6,0,2,C,Contigua,0,MANZANILLO,,7,MANZANILLO,642,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,248,220,121,7,2,0,0,0,2,11,0,1,3,367
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,ARMERIA,,1,ARMERIA,673,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,175,28,167,188,3,0,0,0,0,0,0,0,0,386
6,6/7/2003,12,Ayuntamientos,6,0,2,C,Contigua,0,COLIMA,,2,COLIMA,560,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,3,163,88,37,5,11,0,1,0,5,2,4,7,323
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,COLIMA,,2,COLIMA,583,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,12,235,123,19,6,2,0,0,0,18,1,0,2,406
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,COLIMA,,2,COLIMA,551,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,13,210,105,15,0,10,0,0,0,13,6,4,2,365
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,COLIMA,,2,COLIMA,546,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,18,152,115,28,7,2,0,1,2,13,5,0,6,331
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,COLIMA,,2,COLIMA,622,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,21,241,132,30,4,4,0,0,1,20,2,2,3,439
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,COLIMA,,2,COLIMA,518,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,23,84,90,16,7,6,0,0,0,8,1,2,8,222
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,COLIMA,,2,COLIMA,527,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,26,123,127,29,4,5,0,1,0,12,3,3,2,309
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,COQUIMATLAN,,4,COQUIMATLAN,463,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,105,85,135,36,2,0,0,0,0,1,0,2,9,270
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,COQUIMATLAN,,4,COQUIMATLAN,698,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,111,108,211,93,6,0,0,0,0,0,0,0,5,423
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,CUAUHTEMOC,,5,CUAUHTEMOC,419,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,128,73,117,24,7,0,1,0,0,0,0,18,8,248
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,CUAUHTEMOC,,5,CUAUHTEMOC,659,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,131,94,168,95,9,0,3,0,0,0,0,0,17,386
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,CUAUHTEMOC,,5,CUAUHTEMOC,629,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,133,119,191,114,3,0,0,0,0,0,0,2,12,441
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,COLIMA,,2,COLIMA,420,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,29,114,108,11,0,4,0,6,1,34,3,0,3,284
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,COLIMA,,2,COLIMA,503,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,38,114,95,31,3,12,0,1,1,7,1,3,4,272
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,COLIMA,,2,COLIMA,537,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,41,179,115,20,4,1,0,0,1,18,3,0,6,347
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,COLIMA,,2,COLIMA,591,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,43,134,156,17,5,6,0,0,0,6,0,1,4,329
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,COLIMA,,2,COLIMA,521,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,44,90,67,6,1,7,0,0,0,6,2,2,5,186
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,COLIMA,,2,COLIMA,579,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,48,180,123,24,4,9,0,3,0,10,2,3,0,358
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,COLIMA,,2,COLIMA,580,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,48,166,140,7,2,11,0,0,1,6,0,4,5,342
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,COLIMA,,2,COLIMA,580,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,50,119,129,29,4,3,0,1,0,14,1,1,8,309
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,COLIMA,,2,COLIMA,490,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,51,114,119,13,3,2,0,0,0,7,1,2,9,270
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,COLIMA,,2,COLIMA,634,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,52,150,169,23,7,4,0,2,0,10,2,4,3,374
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,COLIMA,,2,COLIMA,530,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,58,134,127,13,2,4,0,0,0,7,1,7,2,297
6,6/7/2003,12,Ayuntamientos,6,0,2,C,Contigua,0,COLIMA,,2,COLIMA,673,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,60,119,124,21,8,8,0,1,1,9,1,4,5,301
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,COLIMA,,2,COLIMA,577,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,61,97,104,30,4,2,0,0,0,3,2,1,9,252
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,COLIMA,,2,COLIMA,608,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,62,130,183,35,5,7,0,0,1,15,1,7,16,400
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,COLIMA,,2,COLIMA,576,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,63,104,124,31,4,6,0,0,0,5,2,0,7,283
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,COLIMA,,2,COLIMA,515,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,65,102,73,18,5,5,0,1,0,8,0,1,4,217
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,MANZANILLO,,7,MANZANILLO,599,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,256,64,117,33,12,0,0,1,3,3,2,4,6,245
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,MANZANILLO,,7,MANZANILLO,508,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,257,153,89,3,4,0,0,1,1,1,2,0,6,260
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,MINATITLAN,,8,MINATITLAN,449,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,272,100,138,16,3,0,0,0,2,0,0,0,6,265
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,MANZANILLO,,7,MANZANILLO,727,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,261,150,150,20,5,0,0,0,0,4,0,3,8,340
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,MINATITLAN,,8,MINATITLAN,500,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,271,79,187,18,1,0,0,0,0,0,0,0,10,295
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,TECOMAN,,9,TECOMAN,700,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,316,74,106,34,4,0,0,0,4,17,0,3,12,254
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,TECOMAN,,9,TECOMAN,227,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,327,24,63,4,0,0,0,0,0,7,0,0,6,104
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,TECOMAN,,9,TECOMAN,245,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,333,45,84,11,0,0,0,0,0,3,0,0,0,143
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,TECOMAN,,9,TECOMAN,544,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,336,49,103,36,0,0,0,0,5,12,0,1,6,212
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,VILLA DE ALVAREZ,,10,VILLA DE ALVAREZ,737,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,138,75,169,41,9,7,0,0,1,13,0,0,10,325
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,VILLA DE ALVAREZ,,10,VILLA DE ALVAREZ,527,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,144,133,198,68,15,16,0,0,2,19,2,2,6,461
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,VILLA DE ALVAREZ,,10,VILLA DE ALVAREZ,684,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,147,137,153,52,10,3,0,0,0,21,1,6,5,388
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,VILLA DE ALVAREZ,,10,VILLA DE ALVAREZ,571,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,152,140,172,41,8,6,0,0,2,14,4,0,6,393
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,VILLA DE ALVAREZ,,10,VILLA DE ALVAREZ,698,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,155,111,196,54,4,3,0,0,0,35,3,0,7,413
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,VILLA DE ALVAREZ,,10,VILLA DE ALVAREZ,504,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,162,87,98,34,1,2,0,0,2,16,0,2,2,244
6,6/7/2003,12,Ayuntamientos,6,0,1,E,Extraordinaria,0,VILLA DE ALVAREZ,,10,VILLA DE ALVAREZ,85,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,166,20,34,4,0,0,0,0,0,1,0,0,0,59
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,VILLA DE ALVAREZ,,10,VILLA DE ALVAREZ,164,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,167,5,103,1,6,1,0,0,0,0,1,0,1,118
6,6/7/2003,12,Ayuntamientos,6,0,2,E,Extraordinaria,0,VILLA DE ALVAREZ,,10,VILLA DE ALVAREZ,236,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,167,30,72,8,1,0,0,0,0,4,0,0,4,119
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,COLIMA,,2,COLIMA,426,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,76,71,91,12,2,4,0,0,0,7,0,5,10,202
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,COLIMA,,2,COLIMA,98,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,78,31,16,11,0,3,0,0,0,4,0,0,1,66
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,COLIMA,,2,COLIMA,615,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,80,166,113,29,2,4,0,0,1,12,2,2,6,337
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,COLIMA,,2,COLIMA,718,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,82,137,132,27,4,5,0,0,0,9,2,1,9,326
6,6/7/2003,12,Ayuntamientos,6,0,1,E,Extraordinaria,0,COLIMA,,2,COLIMA,253,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,82,27,96,3,2,0,0,0,0,2,0,1,4,135
6,6/7/2003,12,Ayuntamientos,6,0,1,E,Extraordinaria,0,COLIMA,,2,COLIMA,142,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,83,28,48,7,2,0,0,0,0,2,1,0,3,91
6,6/7/2003,12,Ayuntamientos,6,0,1,E,Extraordinaria,0,COLIMA,,2,COLIMA,159,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,84,20,58,10,1,3,0,0,0,5,0,0,2,99
6,6/7/2003,12,Ayuntamientos,6,0,1,E,Extraordinaria,0,COMALA,,3,COMALA,247,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,96,96,70,14,9,0,0,0,0,0,1,0,4,194
6,6/7/2003,12,Ayuntamientos,6,0,1,E,Extraordinaria,0,COMALA,,3,COMALA,281,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,99,74,66,6,1,0,0,0,0,0,0,0,3,150
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,COMALA,,3,COMALA,493,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,100,135,123,9,2,0,0,1,0,0,4,0,10,284
6,6/7/2003,12,Ayuntamientos,6,0,2,E,Extraordinaria,0,MINATITLAN,,8,MINATITLAN,178,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,273,58,63,3,4,0,0,0,0,0,0,0,0,128
6,6/7/2003,12,Ayuntamientos,6,0,2,C,Contigua,0,TECOMAN,,9,TECOMAN,667,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,282,136,82,49,3,0,0,1,4,31,0,1,7,314
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,TECOMAN,,9,TECOMAN,455,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,286,116,78,14,2,0,0,0,6,23,0,0,5,244
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,TECOMAN,,9,TECOMAN,643,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,290,125,134,18,4,0,0,0,10,20,0,1,3,315
6,6/7/2003,12,Ayuntamientos,6,0,2,C,Contigua,0,TECOMAN,,9,TECOMAN,643,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,290,142,122,17,9,0,0,0,7,26,0,0,6,329
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,TECOMAN,,9,TECOMAN,592,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,292,140,108,16,5,0,0,0,8,10,0,1,13,301
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,TECOMAN,,9,TECOMAN,458,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,296,80,125,14,3,0,0,0,2,16,0,0,3,243
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,TECOMAN,,9,TECOMAN,749,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,297,146,139,31,4,0,0,0,9,30,0,1,6,366
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,TECOMAN,,9,TECOMAN,528,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,302,94,127,13,6,0,0,0,10,12,0,0,2,264
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,TECOMAN,,9,TECOMAN,485,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,303,115,72,20,6,0,0,0,2,8,0,3,6,232
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,TECOMAN,,9,TECOMAN,497,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,304,88,97,12,2,0,0,0,2,15,0,0,9,225
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,TECOMAN,,9,TECOMAN,538,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,307,105,113,8,2,0,0,1,11,6,0,0,11,257
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,CUAUHTEMOC,,5,CUAUHTEMOC,450,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,136,91,130,21,0,0,4,0,0,0,0,1,16,263
6,6/7/2003,12,Ayuntamientos,6,0,1,E,Extraordinaria,0,IXTLAHUACAN,,6,IXTLAHUACAN,162,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,193,69,27,1,0,0,0,0,0,0,0,0,2,99
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,MANZANILLO,,7,MANZANILLO,489,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,200,176,88,5,1,0,0,1,2,2,0,2,2,279
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,MANZANILLO,,7,MANZANILLO,685,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,202,199,111,7,7,0,0,0,3,2,1,3,4,337
6,6/7/2003,12,Ayuntamientos,6,0,1,B,Basica,0,MANZANILLO,,7,MANZANILLO,554,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,217,185,112,8,1,0,0,0,4,0,0,1,8,319
6,6/7/2003,12,Ayuntamientos,6,0,1,C,Contigua,0,MANZANILLO,,7,MANZANILLO,394,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,218,114,78,10,2,0,0,0,1,14,0,1,7,227
