ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,SECCIONES,CASILLAS,PAN,PRI,PRD,PT,PVEM,PRS,MC,NVA_ALIANZA,MORENA,ES,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,CAND_IND33,CAND_IND34,CAND_IND35,CAND_IND36,CAND_IND37,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
18,NAYARIT,1,ACAPONETA,86,117,2495,7953,3028,690,523,189,878,1265,10600,467,1468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,29556,1365,30923,43197,0.7159
18,NAYARIT,2,TECUALA,73,97,3123,10487,2511,768,815,360,1361,2158,3345,507,,3313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,28748,1456,30209,44128,0.6846
18,NAYARIT,3,JESUS MARIA,47,91,12341,6609,874,318,598,167,1696,385,1767,555,,,1355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26665,1536,28206,41526,0.6792
18,NAYARIT,4,TUXPAN,73,97,4693,8089,4161,911,452,282,1738,624,1524,343,,,,7430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,30247,1168,31475,46198,0.6813
18,NAYARIT,5,SANTIAGO IXCUINTLA,73,101,5714,8400,5970,1404,864,323,949,500,2425,273,,,,,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,27571,1191,28781,44968,0.64
18,NAYARIT,6,TEPIC,52,92,6888,7117,1686,1079,862,189,1438,772,5241,453,,,,,,821,884,675,,,,,,,,,,,,,,,,,,,,,,,,,,,17,28105,1135,29257,45495,0.6431
18,NAYARIT,7,TEPIC,44,86,5698,4632,1431,709,864,158,1482,932,4176,483,,,,,,,,,2232,453,1415,,,,,,,,,,,,,,,,,,,,,,,,17,24665,867,25549,47096,0.5425
18,NAYARIT,8,TEPIC,53,87,6728,5648,1978,1146,753,208,1343,687,5387,364,,,,,,,,,,,,2545,751,,,,,,,,,,,,,,,,,,,,,,19,27538,815,28372,47049,0.603
18,NAYARIT,9,TEPIC,48,84,5558,4643,1685,799,518,161,1129,1402,5232,472,,,,,,,,,,,,,,4579,575,1039,,,,,,,,,,,,,,,,,,,30,27792,969,28791,47545,0.6056
18,NAYARIT,10,SAN BLAS,62,86,4635,5691,814,516,1373,205,1621,1941,2227,351,,,,,,,,,,,,,,,,,285,3482,,,,,,,,,,,,,,,,,5,23141,1514,24660,38066,0.6478
18,NAYARIT,11,TEPIC,49,89,9008,5712,1654,912,825,207,3280,789,5056,769,,,,,,,,,,,,,,,,,,,784,1384,536,822,314,,,,,,,,,,,,29,32052,992,33073,48616,0.6803
18,NAYARIT,12,TEPIC,48,84,7210,5395,1542,918,581,162,1784,919,4759,511,,,,,,,,,,,,,,,,,,,,,,,,1403,1173,1129,,,,,,,,,14,27486,854,28354,46128,0.6147
18,NAYARIT,13,SANTA MARIA DEL ORO,64,98,7511,12151,951,1242,707,126,2878,1466,3105,156,,,,,,,,,,,,,,,,,,,,,,,,,,,640,,,,,,,,4,30933,1565,32502,44264,0.7343
18,NAYARIT,14,XALISCO,26,79,8459,5590,909,532,826,120,1402,893,5882,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,1515,1015,,,,,,18,27657,976,28651,46624,0.6145
18,NAYARIT,15,COMPOSTELA,58,96,6952,6449,554,885,646,395,3823,458,3260,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1643,,,,,20,25488,1164,26672,45138,0.5909
18,NAYARIT,16,IXTLAN DEL RIO,63,92,6273,7600,1123,3655,618,173,4262,440,1140,1047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,987,,,,10,27318,1277,28605,41354,0.6917
18,NAYARIT,17,BUCERIAS,25,77,8212,7002,738,1113,681,177,2736,337,1180,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674,2799,,2,25873,1096,26971,48227,0.5593
18,NAYARIT,18,MEZCALES,9,71,4688,6332,982,863,394,400,3484,639,1826,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1459,46,21442,883,22371,48491,0.4613
