CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,MORENA_PNA,MORENA,PNA,PES,RSP,FXM,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
,6,COLIMA,1,COLIMA,1,COLIMA,20,B,1,0,B,38,73,3,63,8,75,49,0,0,3,0,2,6,0,0,0,,,,,,320,0,4,324,435,ACTA CASILLA,,,
,6,COLIMA,1,COLIMA,1,COLIMA,20,C,1,0,C01,41,70,0,41,13,85,52,0,0,2,0,7,5,1,0,0,,,,,,317,0,2,319,435,ACTA DEL CONSEJO,,,
,6,COLIMA,1,COLIMA,1,COLIMA,21,B,1,0,B,55,72,1,48,8,80,73,0,0,10,2,4,0,0,0,0,,,,,,353,0,4,357,531,ACTA DEL CONSEJO,,,
,6,COLIMA,1,COLIMA,1,COLIMA,21,C,1,0,C01,65,74,3,60,5,87,62,0,0,4,2,1,9,0,0,0,,,,,,372,0,7,379,531,ACTA DEL CONSEJO,,,
,6,COLIMA,1,COLIMA,1,COLIMA,32,B,1,0,B,30,64,3,61,9,56,85,0,0,7,3,4,3,3,1,0,,,,,,329,0,12,341,579,ACTA CASILLA,,,
,6,COLIMA,1,COLIMA,1,COLIMA,32,C,1,0,C01,36,41,4,60,7,65,72,0,0,6,4,5,2,2,0,0,,,,,,304,1,9,314,578,ACTA DEL CONSEJO,,,
,6,COLIMA,1,COLIMA,1,COLIMA,33,B,1,0,B,42,59,0,104,13,69,96,0,0,4,4,11,7,0,0,0,,,,,,409,1,8,418,633,ACTA CASILLA,,,
,6,COLIMA,1,COLIMA,1,COLIMA,33,C,1,0,C01,36,62,1,112,10,64,122,0,0,9,2,6,10,2,0,0,,,,,,436,0,11,447,633,ACTA DEL CONSEJO,,,
,6,COLIMA,1,COLIMA,1,COLIMA,34,B,1,0,B,36,66,4,86,8,71,83,0,0,9,0,5,1,2,0,0,,,,,,371,0,6,377,541,ACTA DEL CONSEJO,,,
,6,COLIMA,1,COLIMA,1,COLIMA,34,C,1,0,C01,16,36,4,81,9,78,104,0,0,4,3,9,5,0,0,0,,,,,,349,1,4,354,540,ACTA CASILLA,,,
,6,COLIMA,1,COLIMA,1,COLIMA,35,B,1,0,B,34,44,1,72,7,89,99,0,0,9,4,9,1,0,0,0,,,,,,369,0,11,380,631,ACTA DEL CONSEJO,,,
,6,COLIMA,1,COLIMA,1,COLIMA,35,C,1,0,C01,24,38,2,52,8,94,94,0,0,10,3,7,3,1,0,0,,,,,,336,1,14,351,631,ACTA DEL CONSEJO,,,
,6,COLIMA,1,COLIMA,1,COLIMA,36,B,1,0,B,25,34,5,48,15,71,91,0,0,20,3,4,1,1,0,0,,,,,,318,0,9,327,684,ACTA CASILLA,,,
,6,COLIMA,1,COLIMA,1,COLIMA,36,C,1,0,C01,20,35,3,35,19,60,99,0,0,17,1,4,1,1,0,0,,,,,,295,0,12,307,683,ACTA DEL CONSEJO,,,
,6,COLIMA,1,COLIMA,1,COLIMA,42,B,1,0,B,21,54,4,50,3,67,72,0,0,8,1,3,6,2,0,0,,,,,,291,1,4,296,541,ACTA DEL CONSEJO,,,
,6,COLIMA,1,COLIMA,1,COLIMA,43,B,1,0,B,27,45,2,53,10,49,60,0,0,1,6,4,5,0,0,0,,,,,,262,0,6,268,498,ACTA DEL CONSEJO,,,
,6,COLIMA,1,COLIMA,1,COLIMA,43,C,1,0,C01,30,63,3,41,4,39,69,0,0,6,1,5,4,1,0,0,,,,,,266,0,6,272,498,ACTA CASILLA,,,
,6,COLIMA,1,COLIMA,1,COLIMA,44,B,1,0,B,27,37,0,28,3,48,71,0,0,6,1,2,7,0,0,0,,,,,,230,0,8,238,434,ACTA CASILLA,,,
,6,COLIMA,1,COLIMA,1,COLIMA,45,B,1,0,B,27,47,3,42,4,71,87,0,0,8,1,6,2,0,0,0,,,,,,298,0,4,302,505,ACTA CASILLA,,,
,6,COLIMA,1,COLIMA,1,COLIMA,45,C,1,0,C01,26,48,2,51,5,64,94,0,0,9,2,2,6,2,0,0,,,,,,311,0,10,321,505,ACTA DEL CONSEJO,,,
,6,COLIMA,1,COLIMA,1,COLIMA,45,C,2,0,C02,29,56,3,40,11,58,82,0,0,5,4,8,3,1,0,0,,,,,,300,0,9,309,505,ACTA DEL CONSEJO,,,
,6,COLIMA,1,COLIMA,1,COLIMA,46,B,1,0,B,9,37,2,68,8,59,63,0,0,10,3,3,2,0,0,0,,,,,,264,0,7,271,432,ACTA CASILLA,,,
,6,COLIMA,1,COLIMA,1,COLIMA,46,C,1,0,C01,22,40,3,65,9,51,71,0,0,1,8,5,3,1,1,0,,,,,,280,0,2,282,432,ACTA DEL CONSEJO,,,
,6,COLIMA,1,COLIMA,1,COLIMA,50,B,1,0,B,26,35,1,33,7,53,57,0,0,4,0,3,1,1,0,0,,,,,,221,7,2,230,403,ACTA DEL CONSEJO,,,
,6,COLIMA,1,COLIMA,1,COLIMA,50,C,1,0,C01,17,36,2,23,9,58,57,0,0,6,1,0,7,1,0,0,,,,,,217,0,11,228,402,ACTA DEL CONSEJO,,,
,6,COLIMA,1,COLIMA,1,COLIMA,51,B,1,0,B,20,29,0,35,11,52,40,0,0,1,0,2,0,0,0,0,,,,,,190,0,6,196,378,ACTA CASILLA,,,
,6,COLIMA,1,COLIMA,1,COLIMA,51,C,1,0,C01,18,45,1,24,10,53,42,0,0,3,4,2,3,0,0,0,,,,,,205,0,8,213,377,ACTA DEL CONSEJO,,,
,6,COLIMA,1,COLIMA,1,COLIMA,52,B,1,0,B,27,44,2,39,5,75,89,0,0,9,2,4,2,1,0,0,,,,,,299,1,9,309,520,ACTA CASILLA,,,
,6,COLIMA,1,COLIMA,1,COLIMA,52,C,1,0,C01,24,52,1,41,7,85,83,0,0,9,5,4,5,0,0,0,,,,,,316,1,7,324,520,ACTA DEL CONSEJO,,,
,6,COLIMA,1,COLIMA,1,COLIMA,52,C,2,0,C02,15,39,2,54,5,87,76,0,0,11,4,4,3,1,0,0,,,,,,301,0,6,307,520,ACTA CASILLA,,,
,6,COLIMA,1,COLIMA,1,COLIMA,53,B,1,0,B,28,48,3,64,12,73,106,0,0,5,4,8,4,0,0,0,,,,,,355,0,12,367,674,ACTA CASILLA,,,
,6,COLIMA,1,COLIMA,1,COLIMA,53,C,1,0,C01,27,49,5,66,5,78,95,0,0,11,3,5,6,0,0,0,,,,,,350,0,12,362,673,ACTA DEL CONSEJO,,,
,6,COLIMA,1,COLIMA,1,COLIMA,57,B,1,0,B,48,60,1,38,10,98,89,0,0,13,1,6,7,3,0,0,,,,,,374,0,9,383,726,ACTA CASILLA,,,
,6,COLIMA,1,COLIMA,1,COLIMA,58,B,1,0,B,38,44,1,43,5,74,60,0,0,9,0,4,4,2,0,0,,,,,,284,0,4,288,507,ACTA CASILLA,,,
,6,COLIMA,1,COLIMA,1,COLIMA,58,C,1,0,C01,30,42,0,46,3,70,64,0,0,14,0,4,5,0,0,0,,,,,,278,0,5,283,507,ACTA CASILLA,,,
,6,COLIMA,1,COLIMA,1,COLIMA,59,B,1,0,B,12,31,1,45,6,48,106,0,0,12,4,6,5,1,0,0,,,,,,277,0,8,285,554,ACTA CASILLA,,,
,6,COLIMA,1,COLIMA,1,COLIMA,59,C,1,0,C01,9,26,1,64,10,43,93,0,0,11,5,3,5,1,0,0,,,,,,271,0,8,279,554,ACTA CASILLA,,,
,6,COLIMA,1,COLIMA,1,COLIMA,60,B,1,0,B,12,37,3,62,9,69,102,0,0,5,5,4,4,1,1,1,,,,,,315,1,9,325,725,ACTA DEL CONSEJO,,,
,6,COLIMA,1,COLIMA,1,COLIMA,60,C,1,0,C01,28,35,2,51,10,68,98,0,0,8,0,7,3,0,0,0,,,,,,310,0,3,313,725,ACTA CASILLA,,,
,6,COLIMA,1,COLIMA,1,COLIMA,60,C,2,0,C02,27,27,3,63,15,65,89,0,0,6,1,6,6,0,0,0,,,,,,308,0,12,320,725,ACTA DEL CONSEJO,,,
,6,COLIMA,1,COLIMA,1,COLIMA,60,C,3,0,C03,30,29,0,55,6,61,90,0,0,14,0,2,6,0,0,0,,,,,,293,0,5,298,725,ACTA CASILLA,,,
,6,COLIMA,1,COLIMA,1,COLIMA,60,E,1,0,E01,21,28,1,53,12,64,128,0,0,9,0,13,2,1,0,0,,,,,,332,1,8,341,717,ACTA CASILLA,,,
,6,COLIMA,1,COLIMA,1,COLIMA,60,E,1,1,E01C01,19,45,1,52,8,69,109,0,0,10,1,10,0,1,0,0,,,,,,325,0,10,335,717,ACTA CASILLA,,,
,6,COLIMA,1,COLIMA,1,COLIMA,60,E,1,2,E01C02,21,39,3,60,9,66,96,0,0,5,1,8,5,0,0,0,,,,,,313,0,11,324,717,ACTA CASILLA,,,
,6,COLIMA,1,COLIMA,1,COLIMA,60,E,1,3,E01C03,24,32,3,46,12,81,98,0,0,9,6,8,8,1,0,0,,,,,,328,0,8,336,716,ACTA CASILLA,,,
,6,COLIMA,1,COLIMA,1,COLIMA,60,E,1,4,E01C04,24,37,4,42,7,78,118,0,0,8,2,5,7,1,0,0,,,,,,333,0,10,343,716,ACTA CASILLA,,,
,6,COLIMA,1,COLIMA,1,COLIMA,60,E,1,5,E01C05,28,42,0,61,11,74,93,0,0,8,0,6,1,2,0,0,,,,,,326,1,7,334,716,ACTA CASILLA,,,
,6,COLIMA,1,COLIMA,1,COLIMA,60,E,1,6,E01C06,21,36,1,45,10,75,87,0,0,7,7,7,4,0,0,0,,,,,,300,0,8,308,716,ACTA CASILLA,,,
,6,COLIMA,1,COLIMA,1,COLIMA,60,S,1,0,S01,7,17,3,10,10,21,16,0,0,8,0,0,1,0,0,0,,,,,,93,0,4,97,0,ACTA CASILLA,,,
,6,COLIMA,1,COLIMA,1,COLIMA,68,B,1,0,B,45,56,6,72,5,117,83,0,0,6,4,4,2,1,0,0,,,,,,401,0,6,407,738,ACTA DEL CONSEJO,,,
,6,COLIMA,1,COLIMA,1,COLIMA,68,C,1,0,C01,47,50,3,66,7,141,94,0,0,10,1,11,5,2,0,0,,,,,,437,1,6,444,737,ACTA DEL CONSEJO,,,
,6,COLIMA,1,COLIMA,1,COLIMA,69,B,1,0,B,20,44,2,47,12,61,82,0,0,13,3,4,7,0,0,0,,,,,,295,0,6,301,668,ACTA DEL CONSEJO,,,
,6,COLIMA,1,COLIMA,1,COLIMA,69,C,1,0,C01,37,48,4,45,11,59,65,0,0,5,4,3,5,0,0,0,,,,,,286,0,7,293,668,ACTA DEL CONSEJO,,,
,6,COLIMA,1,COLIMA,1,COLIMA,69,C,2,0,C02,27,31,0,43,4,77,83,0,0,10,1,4,7,0,0,0,,,,,,287,1,5,293,668,ACTA CASILLA,,,
,6,COLIMA,1,COLIMA,1,COLIMA,69,C,3,0,C03,48,41,1,45,13,56,86,0,0,12,1,5,4,1,0,0,,,,,,313,1,8,322,668,ACTA CASILLA,,,
,6,COLIMA,1,COLIMA,1,COLIMA,69,C,4,0,C04,56,49,6,34,7,71,65,0,0,6,3,2,6,0,0,0,,,,,,305,0,5,310,667,ACTA CASILLA,,,
,6,COLIMA,1,COLIMA,1,COLIMA,69,C,5,0,C05,28,48,0,44,9,59,94,0,0,5,1,3,1,0,0,0,,,,,,292,0,10,302,667,ACTA DEL CONSEJO,,,
,6,COLIMA,1,COLIMA,1,COLIMA,70,B,1,0,B,56,72,0,48,9,68,61,0,0,17,0,3,1,0,0,0,,,,,,335,4,1,340,544,ACTA CASILLA,,,
,6,COLIMA,1,COLIMA,1,COLIMA,70,C,1,0,C01,46,101,2,48,9,81,56,0,0,19,0,5,0,1,0,0,,,,,,368,0,6,374,543,ACTA CASILLA,,,
,6,COLIMA,1,COLIMA,1,COLIMA,71,B,1,0,B,13,39,1,29,3,33,76,0,0,6,0,1,4,0,0,0,,,,,,205,0,4,209,453,ACTA CASILLA,,,
