CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,PRI_PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
5,6,COLIMA,9,NO ESTABLECIDO ACUERDO 27/2014,6,ARMERIA,180,C01,28,87,22,87,2,2,0,6,16,0,0,0,250,8,258,380,Acta Casilla,,,
5,6,COLIMA,9,NO ESTABLECIDO ACUERDO 27/2014,6,ARMERIA,181,B,67,94,11,94,2,1,0,3,10,0,0,0,282,15,297,545,Acta Casilla,,,
5,6,COLIMA,9,NO ESTABLECIDO ACUERDO 27/2014,6,ARMERIA,181,C01,80,90,12,89,3,0,0,1,7,0,0,0,282,18,300,545,Acta Casilla,,,
5,6,COLIMA,9,NO ESTABLECIDO ACUERDO 27/2014,6,ARMERIA,182,B,56,121,16,84,7,2,0,4,8,0,0,0,298,6,304,590,Acta Casilla,,,
5,6,COLIMA,9,NO ESTABLECIDO ACUERDO 27/2014,6,ARMERIA,182,C01,51,93,25,112,3,3,0,1,13,0,0,0,301,13,314,589,Acta Casilla,,,
5,6,COLIMA,9,NO ESTABLECIDO ACUERDO 27/2014,6,ARMERIA,183,B,74,112,18,88,3,0,0,0,9,0,0,0,304,9,313,448,Acta Casilla,,,
5,6,COLIMA,9,NO ESTABLECIDO ACUERDO 27/2014,6,ARMERIA,183,C01,89,68,22,80,2,1,0,2,3,1,0,0,268,17,285,447,Acta Casilla,,,
5,6,COLIMA,9,NO ESTABLECIDO ACUERDO 27/2014,6,ARMERIA,184,B,92,85,24,40,3,6,0,6,14,1,0,0,271,12,283,431,Acta Casilla,,,
5,6,COLIMA,9,NO ESTABLECIDO ACUERDO 27/2014,6,ARMERIA,185,B,80,51,56,52,1,2,0,1,9,0,0,0,252,20,272,459,Acta Casilla,,,
5,6,COLIMA,9,NO ESTABLECIDO ACUERDO 27/2014,6,ARMERIA,185,C01,76,49,70,45,0,3,0,3,1,1,0,0,248,17,265,458,Acta Casilla,,,
5,6,COLIMA,9,NO ESTABLECIDO ACUERDO 27/2014,6,ARMERIA,186,B,107,62,40,83,9,3,0,5,21,0,0,0,330,20,350,586,Acta Casilla,,,
5,6,COLIMA,9,NO ESTABLECIDO ACUERDO 27/2014,6,ARMERIA,186,C01,107,56,42,89,3,4,0,8,18,1,0,0,328,20,348,586,Acta Casilla,,,
5,6,COLIMA,9,NO ESTABLECIDO ACUERDO 27/2014,6,ARMERIA,187,B,83,87,17,66,5,10,0,4,6,1,0,0,279,11,290,542,Acta Casilla,,,
5,6,COLIMA,9,NO ESTABLECIDO ACUERDO 27/2014,6,ARMERIA,187,C01,74,69,26,72,4,2,0,3,4,0,0,0,254,10,264,541,Acta Casilla,,,
5,6,COLIMA,9,NO ESTABLECIDO ACUERDO 27/2014,6,ARMERIA,188,B,82,83,17,76,1,1,0,2,7,1,0,0,270,13,283,522,Acta Casilla,,,
5,6,COLIMA,9,NO ESTABLECIDO ACUERDO 27/2014,6,ARMERIA,188,C01,83,87,30,65,3,1,0,2,9,0,0,0,280,17,297,521,Acta Casilla,,,
5,6,COLIMA,9,NO ESTABLECIDO ACUERDO 27/2014,6,ARMERIA,188,C02,84,95,34,82,3,1,0,0,15,0,0,0,314,13,327,521,Acta Casilla,,,
5,6,COLIMA,9,NO ESTABLECIDO ACUERDO 27/2014,6,ARMERIA,189,B,26,51,42,68,0,0,0,3,13,1,0,0,204,10,214,284,Acta Casilla,,,
5,6,COLIMA,9,NO ESTABLECIDO ACUERDO 27/2014,6,ARMERIA,190,B,43,82,69,84,0,6,0,0,16,0,0,0,300,17,317,451,Acta Casilla,,,
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,1,B,151,125,10,86,11,56,0,12,10,2,0,0,463,11,474,688,Grupo de Recuento ,,,
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,1,C01,186,130,13,90,5,49,0,4,3,1,0,0,481,5,486,687,Grupo de Recuento ,,,
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,1,C02,138,160,7,84,7,50,0,7,10,0,0,0,463,6,469,687,Grupo de Recuento ,,,
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,1,C03,159,131,6,93,1,42,0,12,10,1,0,0,455,7,462,687,Grupo de Recuento ,,,
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,1,C04,161,115,9,90,4,65,0,6,9,3,0,0,462,8,470,687,Grupo de Recuento ,,,
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,1,C05,142,142,10,103,4,48,0,7,8,3,0,0,467,7,474,687,Grupo de Recuento ,,,
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,1,C06,155,159,7,93,5,49,0,7,7,1,0,0,483,5,488,687,Grupo de Recuento ,,,
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,2,B,84,76,2,62,3,31,0,6,6,1,0,0,271,8,279,392,Grupo de Recuento ,,,
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,2,C01,97,89,0,58,0,28,0,2,4,1,0,0,279,3,282,392,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,3,B,119,90,5,50,6,25,0,9,4,4,0,0,312,16,328,529,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,3,C01,104,82,4,62,7,24,0,4,6,5,0,0,298,17,315,529,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,3,C02,113,98,9,74,8,23,0,5,4,2,0,0,336,14,350,529,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,4,B,130,135,3,98,8,56,0,18,8,0,0,0,456,12,468,679,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,5,B,130,98,6,82,8,33,0,5,6,4,0,0,372,5,377,547,Grupo de Recuento ,,,
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,6,B,129,119,4,71,0,31,0,9,5,1,0,1,369,8,378,572,Grupo de Recuento ,,,
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,6,C01,121,116,6,73,4,44,0,2,3,1,0,0,370,6,376,571,Grupo de Recuento ,,,
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,6,C02,128,128,7,77,4,40,0,10,5,3,0,0,402,6,408,571,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,7,B,68,92,2,51,2,14,0,7,0,1,0,0,237,7,244,395,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,7,C01,73,105,5,37,6,14,0,6,2,1,0,0,249,4,253,395,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,8,B,98,132,10,86,3,30,0,8,3,3,0,0,373,8,381,550,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,8,C01,90,133,5,67,7,40,0,15,10,3,0,0,370,11,381,550,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,9,B,84,92,2,74,2,51,0,2,5,5,0,0,317,11,328,447,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,9,C01,86,83,5,67,4,56,0,7,2,2,0,0,312,8,320,446,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,10,B,93,109,1,79,6,33,0,2,9,3,0,0,335,11,346,584,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,10,C01,115,105,1,64,7,48,0,2,7,6,0,0,355,8,363,584,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,11,B,115,109,4,84,2,55,0,6,1,1,0,0,377,10,387,584,Grupo de Recuento ,,,
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,12,B,81,84,3,51,5,37,0,8,5,0,0,0,274,6,280,397,Grupo de Recuento ,,,
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,12,C01,74,60,6,75,2,27,0,5,6,1,0,0,256,8,264,397,Grupo de Recuento ,,,
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,13,B,160,146,10,103,3,54,0,7,7,2,0,2,492,6,500,712,Grupo de Recuento ,,,
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,13,C01,176,134,11,87,7,68,0,11,7,1,0,0,502,11,513,712,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,14,B,90,86,11,47,6,17,0,6,5,1,0,2,269,10,281,453,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,14,C01,90,78,12,69,5,19,0,7,5,3,0,0,288,15,303,453,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,15,B,88,102,5,79,3,21,0,10,8,1,0,0,317,6,323,493,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,16,B,104,136,8,93,7,60,0,7,2,5,0,0,422,5,427,635,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,17,B,140,116,14,91,11,33,0,4,9,3,0,1,421,12,434,686,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,18,B,101,96,8,62,2,26,0,4,3,0,0,1,302,14,317,448,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,18,C01,92,101,6,56,5,22,0,7,4,5,0,0,298,10,308,447,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,19,B,90,125,5,69,1,32,0,12,3,0,0,2,337,7,346,475,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,19,C01,92,121,8,66,4,38,0,12,4,1,0,2,346,15,363,475,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,20,B,89,114,7,76,4,25,0,1,0,3,0,0,319,6,325,494,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,20,C01,107,106,2,77,3,43,0,8,3,0,0,0,349,10,359,493,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,21,B,135,103,6,70,6,42,0,6,5,4,0,0,377,8,385,536,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,21,C01,126,101,9,63,5,51,0,4,4,3,0,0,366,11,377,536,Grupo de Recuento ,,,
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,22,B,72,63,8,52,8,22,0,3,1,1,0,0,230,2,232,415,Grupo de Recuento ,,,
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,22,C01,73,90,3,44,7,20,0,3,2,0,0,0,242,5,247,414,Grupo de Recuento ,,,
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,23,B,142,112,4,59,8,22,0,5,2,4,0,0,358,10,368,674,Grupo de Recuento ,,,
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,23,C01,151,97,4,63,15,28,0,10,5,4,0,1,377,19,397,673,Grupo de Recuento ,,,
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,23,C02,149,100,6,35,11,32,0,2,5,5,0,0,345,7,352,673,Grupo de Recuento ,,,
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,24,B,151,96,3,78,20,19,0,9,3,5,0,0,384,11,395,667,Grupo de Recuento ,,,
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,24,C01,141,99,4,72,16,27,0,8,2,0,0,0,369,13,382,667,Grupo de Recuento ,,,
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,24,C02,122,82,9,73,16,35,0,7,5,2,0,0,351,9,360,667,Grupo de Recuento ,,,
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,24,C03,118,88,2,77,18,29,0,8,3,0,0,0,343,13,356,667,Grupo de Recuento ,,,
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,24,C04,134,95,16,72,25,27,0,4,5,6,0,0,384,11,395,667,Grupo de Recuento ,,,
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,24,C05,149,90,11,59,20,23,0,5,3,0,0,0,360,16,376,666,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,25,B,98,96,4,65,6,30,0,7,10,1,0,0,317,10,327,531,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,25,C01,102,100,9,57,4,30,0,1,7,4,0,0,314,11,325,531,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,26,B,70,104,5,51,11,26,0,6,4,2,0,0,279,11,290,451,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,26,C01,95,91,6,48,5,29,0,2,5,1,0,0,282,7,289,451,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,27,B,75,72,4,49,3,38,0,5,5,1,0,0,252,7,259,384,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,27,C01,75,70,5,55,7,35,0,9,0,2,0,0,258,5,263,384,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,28,B,89,107,5,76,6,40,0,14,2,2,0,1,341,7,349,512,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,28,S01,48,31,2,21,3,5,0,1,3,0,0,0,114,0,114,0,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,29,B,122,176,4,86,14,60,0,4,4,2,0,0,472,20,492,695,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,30,B,85,98,4,45,1,36,0,2,4,2,0,0,277,5,282,469,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,31,B,98,111,9,59,2,15,0,4,6,3,0,0,307,6,313,487,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,31,C01,95,111,10,65,3,23,0,6,4,1,0,0,318,12,330,487,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,32,B,95,139,5,71,9,25,0,5,13,1,0,0,363,20,383,611,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,32,C01,72,116,9,80,7,19,0,5,6,3,0,0,317,16,333,610,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,33,B,139,153,11,100,6,36,0,15,7,0,0,0,467,10,477,677,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,33,C01,128,188,10,89,6,38,0,14,10,0,0,0,483,5,488,677,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,34,B,78,147,5,106,2,37,0,11,5,2,0,0,393,11,404,565,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,34,C01,87,138,6,99,5,45,0,15,6,1,0,1,402,6,409,565,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,35,B,151,115,10,64,10,23,0,8,3,3,0,0,387,14,401,644,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,35,C01,137,98,5,77,8,20,0,15,4,2,0,0,366,12,378,644,Grupo de Recuento ,,,
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,36,B,140,119,5,40,10,32,0,7,5,2,0,0,360,12,372,682,Grupo de Recuento ,,,
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,36,C01,158,103,7,47,7,21,0,5,4,2,0,0,354,12,366,682,Grupo de Recuento ,,,
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,37,B,160,120,8,53,11,21,0,10,9,2,0,0,394,18,412,714,Grupo de Recuento ,,,
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,37,C01,139,118,8,50,12,34,0,9,5,3,0,0,378,13,391,714,Grupo de Recuento ,,,
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,37,C02,139,126,14,62,10,22,0,5,5,4,0,0,387,3,390,714,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,38,B,69,69,2,63,5,20,0,5,4,4,0,0,241,13,254,444,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,38,C01,80,69,4,51,5,21,0,4,5,3,0,0,242,13,255,443,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,39,B,85,99,3,64,10,32,0,10,2,2,0,0,307,10,317,514,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,40,B,90,127,6,55,8,31,0,6,4,1,0,0,328,11,339,585,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,41,B,67,78,4,54,26,45,0,10,2,3,0,0,289,7,296,446,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,42,B,76,141,4,59,4,26,0,7,4,4,0,0,325,9,334,564,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,43,B,86,133,5,53,2,19,0,4,4,3,0,0,309,10,319,535,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,43,C01,86,133,6,59,6,20,0,3,6,1,0,,320,8,328,535,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,44,B,97,80,9,61,2,13,0,2,4,2,0,0,270,9,279,496,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,45,B,99,108,8,68,6,22,0,5,5,2,0,0,323,12,335,538,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,45,C01,105,84,5,89,15,24,0,1,9,0,0,0,332,16,348,538,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,45,C02,105,96,6,80,18,32,0,6,5,2,0,0,350,20,370,537,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,46,B,91,103,2,60,3,14,0,4,2,3,0,0,282,10,292,447,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,46,C01,94,92,6,63,1,27,0,5,1,4,0,0,293,9,302,447,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,47,B,113,126,12,94,2,46,0,12,4,5,0,0,414,11,425,606,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,47,C01,101,134,14,87,5,55,0,6,9,2,0,0,413,11,424,606,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,48,B,88,94,9,81,11,29,0,10,12,8,0,0,342,16,358,541,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,48,C01,105,119,6,76,8,40,0,2,5,3,0,0,364,12,376,540,Grupo de Recuento ,,,
5,6,COLIMA,5,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,49,B,38,78,0,41,3,19,0,5,3,0,0,0,187,4,191,322,Grupo de Recuento ,,,
5,6,COLIMA,3,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,50,B,90,90,5,51,2,10,0,5,3,2,0,1,258,4,263,414,Grupo de Recuento ,,,
5,6,COLIMA,3,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,50,C01,77,76,9,45,2,8,0,4,1,1,0,0,223,10,233,414,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,51,B,76,93,2,39,4,18,0,6,5,1,0,0,244,11,255,402,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,51,C01,84,86,1,26,4,20,0,4,7,0,0,0,232,11,243,402,Grupo de Recuento ,,,
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,52,B,124,111,10,93,7,15,0,0,5,3,0,0,368,13,381,548,Grupo de Recuento ,,,
