CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,PRI_PVEM_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,15,1,88,102,5,79,3,21,0,10,8,1,0,0,317,6,323,493
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,16,1,104,136,8,93,7,60,0,7,2,5,0,0,422,5,427,635
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,17,1,140,116,14,91,11,33,0,4,9,3,0,1,421,12,434,686
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,18,2,193,197,14,118,7,48,0,11,7,5,0,1,600,24,625,895
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,19,2,182,246,13,135,5,70,0,24,7,1,0,4,683,22,709,950
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,20,2,196,220,9,153,7,68,0,9,3,3,0,0,668,16,684,987
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,21,2,261,204,15,133,11,93,0,10,9,7,0,0,743,19,762,1072
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,22,2,145,153,11,96,15,42,0,6,3,1,0,0,472,7,479,829
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,23,3,442,309,14,157,34,82,0,17,12,13,0,1,1080,36,1117,2020
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,24,6,815,550,45,431,115,160,0,41,21,13,0,0,2191,73,2264,4001
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,25,2,200,196,13,122,10,60,0,8,17,5,0,0,631,21,652,1062
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,26,2,165,195,11,99,16,55,0,8,9,3,0,0,561,18,579,902
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,27,2,150,142,9,104,10,73,0,14,5,3,0,0,510,12,522,768
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,28,2,137,138,7,97,9,45,0,15,5,2,0,1,455,7,463,512
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,29,1,122,176,4,86,14,60,0,4,4,2,0,0,472,20,492,695
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,30,1,85,98,4,45,1,36,0,2,4,2,0,0,277,5,282,469
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,31,2,193,222,19,124,5,38,0,10,10,4,0,0,625,18,643,974
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,32,2,167,255,14,151,16,44,0,10,19,4,0,0,680,36,716,1221
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,33,2,267,341,21,189,12,74,0,29,17,0,0,0,950,15,965,1354
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,34,2,165,285,11,205,7,82,0,26,11,3,0,1,795,17,813,1130
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,35,2,288,213,15,141,18,43,0,23,7,5,0,0,753,26,779,1288
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,36,2,298,222,12,87,17,53,0,12,9,4,0,0,714,24,738,1364
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,37,3,438,364,30,165,33,77,0,24,19,9,0,0,1159,34,1193,2142
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,38,2,149,138,6,114,10,41,0,9,9,7,0,0,483,26,509,887
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,39,1,85,99,3,64,10,32,0,10,2,2,0,0,307,10,317,514
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,40,1,90,127,6,55,8,31,0,6,4,1,0,0,328,11,339,585
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,41,1,67,78,4,54,26,45,0,10,2,3,0,0,289,7,296,446
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,42,1,76,141,4,59,4,26,0,7,4,4,0,0,325,9,334,564
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,43,2,172,266,11,112,8,39,0,7,10,4,0,0,629,18,647,1070
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,44,1,97,80,9,61,2,13,0,2,4,2,0,0,270,9,279,496
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,45,3,309,288,19,237,39,78,0,12,19,4,0,0,1005,48,1053,1613
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,46,2,185,195,8,123,4,41,0,9,3,7,0,0,575,19,594,894
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,47,2,214,260,26,181,7,101,0,18,13,7,0,0,827,22,849,1212
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,48,2,193,213,15,157,19,69,0,12,17,11,0,0,706,28,734,1081
5,6,COLIMA,5,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,49,1,38,78,0,41,3,19,0,5,3,0,0,0,187,4,191,322
5,6,COLIMA,3,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,50,2,167,166,14,96,4,18,0,9,4,3,0,1,481,14,496,828
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,51,2,160,179,3,65,8,38,0,10,12,1,0,0,476,22,498,804
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,52,3,350,330,21,272,15,53,0,8,18,7,0,0,1074,36,1110,1644
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,53,2,274,262,18,165,12,46,0,17,6,2,0,0,802,26,828,1365
5,6,COLIMA,5,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,54,3,349,404,17,249,23,87,0,27,22,9,0,1,1187,34,1222,1912
5,6,COLIMA,5,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,55,2,179,214,16,130,11,37,0,21,5,8,0,0,621,24,645,1119
5,6,COLIMA,5,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,56,1,75,86,3,58,7,37,0,3,2,2,0,1,273,10,284,441
5,6,COLIMA,3,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,57,2,125,143,6,75,5,34,0,2,10,3,0,0,403,7,410,763
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,58,2,187,234,11,118,10,38,0,7,6,4,0,0,615,23,638,1041
5,6,COLIMA,2,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,59,2,233,153,20,126,19,14,0,18,10,7,0,0,600,42,642,1158
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,60,11,1287,1172,109,569,104,210,0,68,74,25,0,0,3618,87,3705,6905
5,6,COLIMA,3,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,61,3,312,321,18,146,34,69,0,22,7,9,0,0,938,41,979,1900
5,6,COLIMA,3,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,62,11,1548,990,69,884,93,167,0,47,44,19,0,1,3861,170,4032,7736
5,6,COLIMA,5,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,63,2,202,200,19,146,14,66,0,9,11,5,0,0,672,26,698,1151
5,6,COLIMA,5,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,64,2,267,212,14,145,20,63,0,17,8,8,0,0,754,27,781,1270
5,6,COLIMA,5,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,65,4,381,297,20,190,24,61,0,27,13,11,0,0,1024,33,1057,1883
5,6,COLIMA,5,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,66,2,194,244,6,121,15,53,0,11,6,2,0,0,652,21,673,1146
5,6,COLIMA,5,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,67,2,192,250,12,112,11,43,0,12,8,2,0,0,642,22,664,1011
5,6,COLIMA,3,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,68,2,264,283,17,140,20,82,0,11,13,10,0,0,840,14,854,1410
5,6,COLIMA,3,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,69,5,688,413,24,314,44,88,0,25,20,17,0,0,1633,53,1686,3205
5,6,COLIMA,3,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,70,2,230,249,10,141,5,74,0,11,6,18,0,0,744,15,759,1125
5,6,COLIMA,3,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,71,2,188,168,13,95,14,34,0,18,4,3,0,0,537,23,560,1013
5,6,COLIMA,3,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,72,2,141,149,7,67,14,21,0,8,9,3,0,0,419,13,432,828
5,6,COLIMA,5,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,73,5,673,520,24,245,50,120,0,33,23,16,0,0,1704,28,1732,3002
5,6,COLIMA,5,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,74,3,312,276,28,200,27,73,0,15,14,8,0,0,953,48,1001,1794
5,6,COLIMA,5,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,75,2,241,187,18,98,22,49,0,6,7,4,0,0,632,14,646,1278
5,6,COLIMA,5,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,76,2,260,266,17,101,27,40,0,12,9,4,0,2,736,15,753,1420
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,77,2,251,183,17,94,13,55,0,14,3,1,0,1,631,13,645,964
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,78,1,34,39,2,13,1,5,0,5,0,0,0,0,99,2,101,132
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,79,3,244,428,27,166,19,66,0,16,11,3,0,0,980,22,1002,1544
5,6,COLIMA,1,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,80,1,134,145,17,70,15,45,0,9,1,2,0,0,438,8,446,699
5,6,COLIMA,5,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,81,3,361,502,16,166,30,63,0,10,12,9,0,1,1169,33,1203,2103
5,6,COLIMA,3,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,82,4,394,451,36,181,58,63,0,7,8,3,0,1,1201,64,1266,2178
5,6,COLIMA,3,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,83,3,85,162,5,54,4,15,0,2,3,1,0,0,331,14,345,536
5,6,COLIMA,3,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,84,3,264,510,12,128,14,24,0,4,3,0,0,0,959,30,989,1335
5,6,COLIMA,3,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,85,5,166,313,7,173,4,11,0,2,3,1,0,0,680,42,722,1054
5,6,COLIMA,3,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,86,1,149,104,14,25,4,6,0,2,8,0,0,0,312,19,331,539
5,6,COLIMA,3,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,87,3,263,211,12,53,10,8,0,1,1,2,0,0,561,26,587,878
5,6,COLIMA,3,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,88,2,94,196,4,122,0,3,0,2,1,0,0,0,422,24,446,932
5,6,COLIMA,3,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,89,2,86,173,1,116,3,3,0,4,1,1,0,0,388,21,409,803
5,6,COLIMA,3,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,90,2,59,201,1,77,7,0,0,0,2,1,0,0,348,21,369,512
5,6,COLIMA,3,NO ESTABLECIDO ACUERDO 27/2014,1,COLIMA,91,2,132,169,3,65,1,3,0,0,0,0,0,0,373,18,391,572
5,6,COLIMA,4,NO ESTABLECIDO ACUERDO 27/2014,2,COMALA,92,3,642,569,36,0,54,53,31,8,9,29,0,1,1431,21,1453,2041
5,6,COLIMA,4,NO ESTABLECIDO ACUERDO 27/2014,2,COMALA,93,3,383,409,34,0,36,37,34,10,3,19,0,0,965,27,992,1378
5,6,COLIMA,4,NO ESTABLECIDO ACUERDO 27/2014,2,COMALA,94,2,385,417,29,0,37,44,14,6,3,31,0,0,966,27,993,1484
5,6,COLIMA,4,NO ESTABLECIDO ACUERDO 27/2014,2,COMALA,95,3,458,506,25,0,25,57,41,8,13,8,0,1,1141,26,1168,1715
5,6,COLIMA,4,NO ESTABLECIDO ACUERDO 27/2014,2,COMALA,96,3,301,469,11,0,31,29,21,11,4,16,0,0,893,31,924,1270
5,6,COLIMA,4,NO ESTABLECIDO ACUERDO 27/2014,2,COMALA,97,1,104,63,1,0,6,0,2,2,0,2,0,0,180,11,191,255
5,6,COLIMA,4,NO ESTABLECIDO ACUERDO 27/2014,2,COMALA,98,1,32,37,2,0,2,0,0,0,0,0,0,0,73,0,73,100
5,6,COLIMA,4,NO ESTABLECIDO ACUERDO 27/2014,2,COMALA,99,2,153,247,15,0,8,0,1,0,0,1,0,0,425,7,432,603
5,6,COLIMA,4,NO ESTABLECIDO ACUERDO 27/2014,2,COMALA,100,3,416,483,26,0,61,12,8,2,4,18,0,0,1030,29,1059,1507
5,6,COLIMA,4,NO ESTABLECIDO ACUERDO 27/2014,2,COMALA,101,4,587,572,8,0,12,7,3,28,8,1,0,0,1226,28,1254,1572
5,6,COLIMA,4,NO ESTABLECIDO ACUERDO 27/2014,2,COMALA,102,1,121,211,12,0,30,2,8,0,2,4,0,0,390,15,405,609
5,6,COLIMA,4,NO ESTABLECIDO ACUERDO 27/2014,2,COMALA,103,3,449,605,78,0,72,15,8,11,5,20,0,0,1263,33,1296,1667
5,6,COLIMA,4,NO ESTABLECIDO ACUERDO 27/2014,2,COMALA,104,3,514,537,93,0,43,12,27,16,6,18,0,0,1266,18,1284,1749
5,6,COLIMA,5,NO ESTABLECIDO ACUERDO 27/2014,3,COQUIMATLAN,105,4,643,445,21,9,62,103,5,26,16,5,5,0,1340,26,1366,2076
5,6,COLIMA,5,NO ESTABLECIDO ACUERDO 27/2014,3,COQUIMATLAN,106,3,679,335,5,3,93,70,2,0,12,2,6,0,1207,20,1227,1807
5,6,COLIMA,5,NO ESTABLECIDO ACUERDO 27/2014,3,COQUIMATLAN,107,3,597,357,12,1,42,50,2,6,7,2,8,0,1084,16,1100,1563
5,6,COLIMA,5,NO ESTABLECIDO ACUERDO 27/2014,3,COQUIMATLAN,108,2,487,257,9,2,36,86,1,2,12,1,4,0,897,10,907,1324
5,6,COLIMA,5,NO ESTABLECIDO ACUERDO 27/2014,3,COQUIMATLAN,109,2,322,218,15,1,34,70,7,0,3,0,4,0,674,8,682,912
5,6,COLIMA,5,NO ESTABLECIDO ACUERDO 27/2014,3,COQUIMATLAN,110,2,366,206,8,5,17,83,5,3,4,1,3,0,701,17,718,1039
5,6,COLIMA,5,NO ESTABLECIDO ACUERDO 27/2014,3,COQUIMATLAN,111,3,709,573,17,1,65,99,2,6,7,3,14,0,1496,18,1514,2153
5,6,COLIMA,5,NO ESTABLECIDO ACUERDO 27/2014,3,COQUIMATLAN,112,2,61,112,2,0,12,54,1,1,0,2,3,0,248,6,254,330
5,6,COLIMA,5,NO ESTABLECIDO ACUERDO 27/2014,3,COQUIMATLAN,113,1,121,122,1,4,7,9,1,3,3,2,1,0,274,8,282,391
5,6,COLIMA,5,NO ESTABLECIDO ACUERDO 27/2014,3,COQUIMATLAN,114,1,69,81,1,0,6,8,0,1,0,0,0,0,166,2,168,223
5,6,COLIMA,5,NO ESTABLECIDO ACUERDO 27/2014,3,COQUIMATLAN,115,1,66,101,1,2,3,12,1,3,0,3,1,0,193,3,196,292
5,6,COLIMA,5,NO ESTABLECIDO ACUERDO 27/2014,3,COQUIMATLAN,116,3,392,311,3,3,9,79,1,3,6,16,11,0,834,19,853,1381
5,6,COLIMA,5,NO ESTABLECIDO ACUERDO 27/2014,3,COQUIMATLAN,117,2,233,234,1,1,4,33,0,3,1,2,10,0,522,14,536,834
5,6,COLIMA,5,NO ESTABLECIDO ACUERDO 27/2014,3,COQUIMATLAN,118,2,154,168,4,1,8,35,3,7,3,4,3,0,390,9,399,612
5,6,COLIMA,5,NO ESTABLECIDO ACUERDO 27/2014,3,COQUIMATLAN,119,2,93,166,3,5,26,24,0,0,10,2,1,0,330,9,339,508
5,6,COLIMA,6,NO ESTABLECIDO ACUERDO 27/2014,4,CUAUHTEMOC,120,3,609,388,132,6,20,19,6,4,9,0,8,0,1201,31,1232,1938
5,6,COLIMA,6,NO ESTABLECIDO ACUERDO 27/2014,4,CUAUHTEMOC,121,2,384,197,77,1,9,8,3,4,7,0,3,0,693,18,711,1075
5,6,COLIMA,6,NO ESTABLECIDO ACUERDO 27/2014,4,CUAUHTEMOC,122,2,332,191,81,0,15,13,6,3,3,0,1,0,645,21,666,1024
5,6,COLIMA,6,NO ESTABLECIDO ACUERDO 27/2014,4,CUAUHTEMOC,123,2,481,258,110,2,16,9,1,8,3,0,15,0,903,21,924,1394
5,6,COLIMA,6,NO ESTABLECIDO ACUERDO 27/2014,4,CUAUHTEMOC,124,3,489,363,87,3,16,24,9,6,4,0,8,0,1009,15,1024,1570
5,6,COLIMA,6,NO ESTABLECIDO ACUERDO 27/2014,4,CUAUHTEMOC,125,3,484,252,41,5,13,20,3,2,8,0,2,1,830,18,849,1308
5,6,COLIMA,6,NO ESTABLECIDO ACUERDO 27/2014,4,CUAUHTEMOC,126,3,559,270,83,2,14,30,5,3,6,0,4,0,976,15,991,1587
5,6,COLIMA,6,NO ESTABLECIDO ACUERDO 27/2014,4,CUAUHTEMOC,127,2,401,190,61,3,15,45,3,2,2,0,1,0,723,10,733,1109
5,6,COLIMA,6,NO ESTABLECIDO ACUERDO 27/2014,4,CUAUHTEMOC,128,2,317,153,30,1,11,14,2,2,3,0,0,0,533,16,549,832
5,6,COLIMA,6,NO ESTABLECIDO ACUERDO 27/2014,4,CUAUHTEMOC,129,2,383,170,42,4,17,15,1,1,6,0,4,0,643,9,652,940
5,6,COLIMA,6,NO ESTABLECIDO ACUERDO 27/2014,4,CUAUHTEMOC,130,2,333,215,55,4,10,27,2,4,6,0,5,0,661,21,682,1015
5,6,COLIMA,6,NO ESTABLECIDO ACUERDO 27/2014,4,CUAUHTEMOC,131,3,445,242,36,6,12,12,4,5,12,0,6,0,780,19,799,1228
5,6,COLIMA,6,NO ESTABLECIDO ACUERDO 27/2014,4,CUAUHTEMOC,132,3,535,386,90,5,6,12,4,2,13,0,8,0,1061,28,1089,1542
5,6,COLIMA,6,NO ESTABLECIDO ACUERDO 27/2014,4,CUAUHTEMOC,133,2,307,190,32,0,3,1,1,1,0,0,5,0,540,18,558,794
5,6,COLIMA,6,NO ESTABLECIDO ACUERDO 27/2014,4,CUAUHTEMOC,134,3,508,310,40,6,18,13,4,63,8,0,11,0,981,24,1005,1612
5,6,COLIMA,6,NO ESTABLECIDO ACUERDO 27/2014,4,CUAUHTEMOC,135,3,508,267,52,3,8,11,4,40,3,0,8,0,904,24,928,1456
5,6,COLIMA,6,NO ESTABLECIDO ACUERDO 27/2014,4,CUAUHTEMOC,136,1,222,72,14,1,5,1,3,1,1,0,6,0,326,7,333,467
5,6,COLIMA,6,NO ESTABLECIDO ACUERDO 27/2014,4,CUAUHTEMOC,137,2,329,205,94,2,14,5,1,2,1,0,4,0,657,15,672,985
5,6,COLIMA,7,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,138,9,1397,859,65,55,223,167,60,69,23,36,23,5,2977,101,3083,5679
5,6,COLIMA,7,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,139,12,2104,1347,115,67,193,419,137,165,39,54,29,3,4669,107,4779,8202
5,6,COLIMA,4,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,140,6,1030,776,43,36,59,130,51,52,21,19,20,0,2237,57,2294,3847
5,6,COLIMA,4,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,141,2,331,243,9,7,15,86,17,18,8,1,4,0,739,13,752,1120
5,6,COLIMA,7,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,142,2,226,175,7,7,13,36,4,12,6,0,14,0,500,9,509,859
5,6,COLIMA,7,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,143,2,325,233,7,11,23,46,19,27,8,11,12,0,722,12,734,1236
5,6,COLIMA,7,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,144,3,477,356,27,19,53,98,34,37,20,4,8,1,1133,34,1168,1836
5,6,COLIMA,6,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,145,13,2236,1648,105,82,173,473,161,135,65,52,31,1,5161,123,5285,8442
5,6,COLIMA,4,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,146,5,923,534,38,23,33,109,27,52,21,14,7,1,1781,29,1811,3506
5,6,COLIMA,7,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,147,3,593,390,21,10,30,81,34,43,13,13,10,2,1238,32,1272,2155
5,6,COLIMA,7,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,148,3,435,483,15,8,11,57,21,16,9,6,10,0,1071,18,1089,1579
5,6,COLIMA,7,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,149,2,426,295,22,10,20,45,28,20,6,4,13,0,889,20,909,1469
5,6,COLIMA,7,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,150,2,374,204,11,17,21,32,9,10,3,7,10,0,698,19,717,1168
5,6,COLIMA,7,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,151,2,238,225,5,6,5,18,11,12,4,8,8,0,540,12,552,911
5,6,COLIMA,4,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,152,5,1029,584,36,28,43,112,34,41,20,15,17,0,1959,45,2004,3735
5,6,COLIMA,7,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,153,2,333,223,11,13,22,31,7,18,5,4,7,0,674,18,692,1183
5,6,COLIMA,7,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,154,2,256,163,15,7,13,36,7,9,2,12,9,0,529,17,546,1024
5,6,COLIMA,7,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,155,2,321,382,5,16,11,29,12,10,4,6,14,0,810,16,826,1366
5,6,COLIMA,7,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,156,2,199,177,9,2,9,15,6,12,7,5,9,2,450,12,464,809
5,6,COLIMA,7,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,157,2,311,180,5,8,22,30,8,19,5,6,13,0,607,21,628,996
5,6,COLIMA,7,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,158,1,202,95,12,4,22,31,2,7,3,5,0,2,383,17,402,701
5,6,COLIMA,7,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,159,3,508,401,15,13,39,73,29,28,24,6,25,0,1161,46,1207,2050
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,160,4,691,443,21,30,34,83,28,26,18,12,18,1,1404,33,1438,2530
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,161,5,1052,697,31,26,40,164,74,52,25,14,11,0,2186,34,2220,3707
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,162,3,470,313,21,11,12,74,20,17,19,11,6,0,974,15,989,1797
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,164,3,489,327,13,23,19,59,15,19,4,14,8,2,990,22,1014,1711
5,6,COLIMA,8,NO ESTABLECIDO ACUERDO 27/2014,5,VILLA DE ALVAREZ,165,2,432,216,16,21,12,62,16,9,18,6,5,0,813,9,822,1296
