ID_ESTADO,NOMBRE_ESTADO,SECCIONES,CASILLAS,PAN_PRD_PT_PRS,PRI_PVEM_NA,MC,MORENA,ES,CAND_IND1,CAND_IND2,CAND_IND3,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
18,NAYARIT,953,1624,197481,134712,23892,61706,4797,7941,1788,63721,281,496038,15283,511602,814110,0.6284
