ID_ESTADO,NOMBRE_ESTADO,SECCIONES,CASILLAS,PAN,PRI,PRD,PT,PVEM,PRS,MC,NVA_ALIANZA,MORENA,ES,CAND_IND1,CAND_IND2,CAND_IND3,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
18,NAYARIT,953,1624,151179,122336,27519,15152,5876,3631,23892,6500,61706,4797,7941,1788,63721,281,496038,15283,511602,814110,0.6284
