CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,PRS,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD_PT_PRS,PAN_PRD_PT,PAN_PRD_PRS,PAN_PT_PRS,PRD_PT_PRS,PAN_PRD,PAN_PT,PAN_PRS,PRD_PT,PRD_PRS,PT_PRS,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND1,CAND_IND2,CAND_IND3,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,475,B,60,51,52,14,1,3,3,3,17,1,6,0,1,0,1,2,1,0,0,1,1,1,0,0,0,0,0,14,0,233,14,247,423,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,476,B,46,64,43,2,2,2,7,2,27,0,2,0,0,0,0,3,0,0,1,0,0,0,1,1,0,0,0,31,0,234,7,241,416,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,477,B,36,63,60,6,0,0,1,0,9,1,2,1,0,0,0,3,0,0,0,0,1,0,0,0,1,2,0,25,0,211,6,217,342,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,478,B,34,56,66,3,1,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,57,0,223,6,229,321,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,478,E01,21,20,27,3,2,0,3,2,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,9,0,93,5,98,128,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,479,B,18,16,12,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,14,0,65,6,71,98,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,480,B,11,50,35,1,0,1,1,0,3,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,16,0,122,4,126,167,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,480,E01,42,46,35,5,1,1,2,2,2,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,21,0,165,9,174,256,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,481,B,14,46,19,2,0,1,3,3,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,11,0,107,7,114,181,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,482,B,41,55,116,6,2,1,3,3,10,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,46,0,293,11,304,504,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,482,C01,39,58,118,4,0,1,2,0,10,1,5,2,0,0,1,4,1,0,4,1,0,0,0,0,0,0,1,55,0,307,8,315,504,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,483,B,37,99,88,7,1,3,2,2,18,0,3,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,47,0,312,13,325,527,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,483,C01,43,96,105,5,0,3,9,2,11,0,3,0,0,0,1,2,0,0,2,0,0,0,0,0,0,2,0,51,0,335,11,346,526,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,484,B,42,68,97,7,0,2,0,1,10,0,2,2,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,46,0,283,10,293,447,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,484,C01,40,63,99,2,2,1,3,0,9,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,45,0,271,12,283,447,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,485,B,166,81,60,52,10,4,5,3,15,1,2,0,0,1,0,4,0,0,1,0,0,2,4,0,0,7,2,42,0,462,9,471,744,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,486,B,71,44,41,4,3,1,3,0,7,2,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,2,0,24,0,210,9,219,345,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,487,B,108,79,154,7,4,2,6,1,18,1,2,1,0,0,0,4,0,0,3,0,0,0,2,0,0,0,1,45,0,438,8,446,727,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,487,E01,39,71,63,6,3,0,2,0,9,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,1,13,0,214,3,217,321,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,488,B,38,158,136,10,8,3,7,0,23,1,5,1,0,0,0,2,0,0,3,0,0,0,3,0,0,0,0,42,0,440,10,450,702,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,489,B,60,52,132,9,3,1,4,0,3,3,3,1,1,0,0,3,0,0,0,1,1,0,0,0,0,3,0,52,1,332,12,345,617,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,489,E01,15,21,20,1,0,2,1,0,8,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,21,0,93,1,94,172,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,490,B,71,81,100,5,4,6,11,1,26,5,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,5,0,40,0,361,11,372,596,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,491,B,44,81,122,10,5,5,4,0,18,5,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,10,0,308,11,319,480,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,492,B,22,48,18,1,3,2,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,61,0,190,6,196,285,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,493,B,60,40,26,11,4,3,11,3,28,0,4,2,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,78,0,274,9,283,436,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,493,C01,53,49,51,18,0,2,7,6,22,3,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,71,0,287,10,297,435,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,494,B,57,73,39,8,1,1,9,6,50,2,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,3,1,54,0,310,9,319,482,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,495,B,58,58,70,22,2,3,6,0,27,2,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,87,0,342,7,349,617,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,496,B,57,69,47,6,3,7,8,2,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,89,0,314,18,332,526,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,497,B,37,90,18,7,2,3,7,13,14,1,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,2,1,92,0,293,6,299,431,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,497,C01,42,95,28,6,7,0,4,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,70,0,278,15,293,430,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,498,B,73,133,96,9,1,4,12,5,36,2,2,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,2,1,0,382,16,398,697,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,499,B,16,32,28,4,0,2,2,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,68,0,159,2,161,256,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,500,B,49,106,38,4,2,2,6,2,8,4,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,36,0,262,6,268,373,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,501,B,46,54,44,8,1,1,11,6,21,4,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,1,56,0,266,14,280,481,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,502,B,74,79,88,19,9,4,15,4,23,7,3,0,0,0,0,5,0,0,2,0,0,0,0,0,0,2,0,97,0,431,20,451,740,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,503,B,54,28,34,7,2,0,14,4,34,3,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0,2,0,62,1,250,10,261,499,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,503,C01,43,49,25,10,2,0,8,1,23,3,3,0,0,0,0,2,1,0,0,0,0,0,1,0,0,2,1,63,0,237,7,244,498,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,504,B,57,66,30,14,3,5,14,7,43,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,110,0,356,17,373,731,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,505,B,67,55,43,6,5,0,11,1,25,1,3,0,0,0,0,5,1,0,1,1,1,0,0,0,0,1,1,60,0,288,17,305,474,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,505,C01,71,60,25,7,6,0,5,2,9,2,4,0,0,0,1,1,0,0,0,1,0,0,4,0,0,4,0,71,0,273,16,289,473,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,506,B,45,49,34,5,3,2,7,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,69,0,237,16,253,410,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,507,B,68,103,77,9,10,2,4,1,20,1,6,0,0,0,0,1,0,0,1,0,0,0,3,0,0,4,1,127,0,438,20,458,741,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,508,B,59,67,29,8,2,0,14,1,20,3,1,2,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,111,0,322,12,334,560,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,508,C01,54,46,35,9,12,2,9,0,23,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,8,100,0,306,20,326,560,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,509,B,50,52,37,4,5,2,4,6,2,0,1,0,1,0,4,0,0,2,0,0,0,1,2,1,1,1,1,61,0,238,8,246,387,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,510,B,22,65,53,4,5,0,5,1,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,82,0,252,7,259,356,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,511,B,52,52,32,2,12,0,26,2,21,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,54,0,258,11,269,510,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,511,C01,61,48,34,4,9,2,27,1,13,7,6,1,0,0,0,2,1,0,2,0,0,0,2,0,1,0,0,28,0,249,17,266,509,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,512,B,62,89,44,5,2,0,12,0,14,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,4,0,24,0,261,11,272,406,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,512,C01,50,89,40,3,1,0,8,0,21,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,32,0,250,13,263,406,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,513,B,101,98,18,7,2,2,32,4,16,1,1,2,0,0,0,1,0,1,1,0,0,0,2,0,0,2,1,53,0,345,22,367,585,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,514,B,14,24,25,2,0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,95,0,168,8,176,265,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,515,B,51,94,55,2,4,1,1,1,17,0,2,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,52,0,285,10,295,430,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,516,B,71,113,82,5,1,5,3,2,22,0,3,1,0,0,0,7,1,0,0,1,0,0,0,0,0,3,0,35,0,355,8,363,553,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,517,B,39,43,66,4,5,1,5,3,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,63,0,250,7,257,450,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,518,B,8,29,5,3,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39,0,88,5,93,153,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,519,B,35,61,35,8,9,1,0,3,0,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,37,0,199,5,204,357,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,520,B,67,79,55,13,13,6,8,4,15,0,1,2,0,0,0,5,1,1,0,0,0,0,1,0,2,2,1,69,0,345,12,357,616,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,521,B,52,93,56,8,2,0,3,3,40,3,3,1,0,0,0,3,0,0,1,1,0,0,0,0,1,0,1,58,0,329,18,347,505,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,522,B,86,69,66,10,3,1,6,4,56,2,4,1,0,0,0,2,1,0,0,0,0,1,0,0,0,6,1,84,0,403,17,420,663,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,523,B,49,77,39,8,3,1,3,4,21,3,6,1,0,0,0,3,0,0,2,0,0,0,0,1,0,0,1,46,0,268,9,277,438,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,523,C01,43,96,35,12,0,2,1,0,22,1,4,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,54,0,275,12,287,437,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,524,B,66,72,79,10,0,3,2,0,27,2,5,2,0,0,1,2,1,0,0,0,0,0,0,0,0,2,0,48,0,322,13,335,570,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,525,B,53,51,40,21,1,0,6,3,33,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,29,0,242,5,247,379,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,526,B,51,63,25,10,1,1,5,0,37,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,57,0,257,5,262,395,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,526,C01,62,56,21,12,1,1,7,1,38,2,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,32,0,240,8,248,394,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,527,B,72,88,62,18,2,2,8,4,43,4,6,0,1,0,0,3,0,0,0,0,0,0,1,1,0,0,4,62,0,381,8,389,634,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,528,B,75,46,44,6,2,3,3,0,38,3,1,0,0,1,0,7,0,1,0,0,0,0,1,0,0,1,0,62,0,294,11,305,481,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,528,C01,64,50,45,12,5,1,4,2,38,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,42,0,269,17,286,480,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,529,B,59,55,33,9,2,2,3,0,41,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,42,0,254,7,261,401,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,530,B,63,62,33,8,3,0,3,7,51,3,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,53,0,293,15,308,474,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,531,B,38,52,39,3,4,0,5,1,39,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,42,0,231,13,244,410,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,531,C01,45,67,37,7,3,1,4,9,23,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,1,4,43,0,249,10,259,410,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,532,B,84,116,38,10,4,5,4,3,24,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,53,0,346,5,351,518,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,532,C01,91,98,26,15,3,3,7,2,14,1,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,1,42,0,314,3,317,517,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,533,B,33,15,5,2,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,12,0,72,5,77,99,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,534,B,35,73,19,6,1,1,1,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,88,0,258,5,263,417,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,535,B,68,81,16,2,0,1,4,0,27,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,77,0,282,12,294,457,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,536,B,30,71,48,2,3,3,2,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,282,9,291,450,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,537,B,58,73,72,7,0,2,8,0,26,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,97,0,353,10,363,626,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,538,B,55,83,37,5,0,0,8,2,23,1,3,2,1,0,0,3,0,0,2,1,0,1,0,0,0,1,0,84,0,312,8,320,572,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,539,B,51,76,31,5,2,3,8,6,11,7,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,153,0,359,13,372,616,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,540,B,16,39,26,4,3,1,4,0,15,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,90,0,203,10,213,392,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,540,C01,16,44,25,4,0,0,2,4,17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,88,0,203,9,212,391,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,541,B,26,59,17,1,4,0,2,2,38,5,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,95,0,253,8,261,439,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,541,C01,36,59,26,3,1,0,3,1,28,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,93,0,257,9,266,438,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,542,B,30,64,31,3,9,3,8,3,24,0,3,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,76,0,259,9,268,480,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,542,C01,36,102,23,7,6,7,6,1,14,0,2,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,76,8,286,1,295,480,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,543,B,65,123,43,14,10,0,6,3,17,1,6,1,0,0,0,1,0,0,1,0,0,0,2,0,0,2,0,50,0,345,11,356,529,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,543,C01,59,112,43,15,6,3,5,0,14,0,5,0,0,1,0,3,1,0,0,0,0,0,1,0,0,1,0,44,0,313,12,325,528,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,544,B,42,89,21,8,3,0,2,2,13,1,2,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,56,0,244,13,257,421,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,545,B,74,47,13,6,5,1,4,3,32,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,87,0,280,18,298,485,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,545,C01,76,41,16,4,11,1,4,2,41,1,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,83,0,287,17,304,485,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,546,B,62,61,15,5,8,1,8,1,40,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,152,0,364,25,389,634,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,546,E01,28,30,13,2,6,2,2,0,30,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,29,0,152,8,160,217,,,,
1,18,NAYARIT,2,TECUALA,16,TECUALA,547,B,50,119,68,4,3,0,6,3,21,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,86,0,370,11,381,551,,,,
1,18,NAYARIT,2,TECUALA,16,TECUALA,548,B,89,147,40,7,3,2,17,4,47,4,1,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,61,0,428,22,450,686,,,,
1,18,NAYARIT,2,TECUALA,16,TECUALA,549,B,124,101,41,6,2,0,25,2,52,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,69,0,432,13,445,663,,,,
1,18,NAYARIT,2,TECUALA,16,TECUALA,550,B,82,106,35,13,4,3,23,1,57,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,60,0,392,9,401,599,,,,
1,18,NAYARIT,2,TECUALA,16,TECUALA,550,C01,88,105,51,5,3,2,28,3,43,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,58,0,393,8,401,599,,,,
1,18,NAYARIT,2,TECUALA,16,TECUALA,550,E01,30,69,21,6,1,1,8,6,10,0,3,1,0,0,0,2,0,0,0,0,0,1,0,2,0,2,0,40,0,203,16,219,314,,,,
1,18,NAYARIT,2,TECUALA,16,TECUALA,551,B,66,120,49,3,3,1,34,1,31,7,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,51,0,369,20,389,619,,,,
1,18,NAYARIT,2,TECUALA,16,TECUALA,552,B,75,111,42,0,6,0,16,1,63,5,4,1,0,0,0,6,0,0,1,0,0,2,1,0,0,1,2,44,0,381,19,400,613,,,,
1,18,NAYARIT,2,TECUALA,16,TECUALA,553,B,50,106,50,1,0,5,7,4,23,1,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,90,0,344,15,359,513,,,,
1,18,NAYARIT,2,TECUALA,16,TECUALA,554,B,72,123,48,7,5,1,21,2,28,3,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,2,66,0,385,11,396,629,,,,
1,18,NAYARIT,2,TECUALA,16,TECUALA,555,B,76,86,41,4,1,0,14,3,39,3,2,2,0,0,0,3,1,0,1,0,0,0,0,0,0,2,1,44,0,323,13,336,484,,,,
1,18,NAYARIT,2,TECUALA,16,TECUALA,556,B,61,45,28,2,2,0,9,0,26,1,3,1,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,17,0,201,2,203,295,,,,
1,18,NAYARIT,2,TECUALA,16,TECUALA,557,B,49,65,13,5,3,0,9,0,23,4,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,9,0,186,8,194,256,,,,
1,18,NAYARIT,2,TECUALA,16,TECUALA,558,B,62,75,24,4,3,0,6,1,26,1,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,2,0,34,0,243,4,247,349,,,,
1,18,NAYARIT,2,TECUALA,16,TECUALA,559,B,86,63,32,5,5,1,14,2,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,29,0,273,11,284,434,,,,
1,18,NAYARIT,2,TECUALA,16,TECUALA,560,B,67,83,27,4,2,1,17,0,24,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,0,22,0,256,3,259,371,,,,
1,18,NAYARIT,2,TECUALA,16,TECUALA,561,B,87,98,19,2,0,0,15,0,31,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,30,0,291,3,294,437,,,,
1,18,NAYARIT,2,TECUALA,16,TECUALA,561,SMR01,66,58,11,6,2,0,8,1,38,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,31,0,226,7,233,0,,,,
1,18,NAYARIT,2,TECUALA,16,TECUALA,562,B,94,125,31,6,11,3,12,1,34,3,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,46,0,374,5,379,580,,,,
1,18,NAYARIT,2,TECUALA,16,TECUALA,563,B,122,88,24,3,3,1,33,0,39,3,3,2,0,1,0,2,0,0,1,0,1,0,0,0,0,2,0,25,0,353,5,358,559,,,,
