CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,PRS,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD_PT_PRS,PAN_PRD_PT,PAN_PRD_PRS,PAN_PT_PRS,PRD_PT_PRS,PAN_PRD,PAN_PT,PAN_PRS,PRD_PT,PRD_PRS,PT_PRS,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND1,CAND_IND2,CAND_IND3,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,258,4,715,297,10,6,49,3,65,19,108,10,13,1,0,1,0,5,2,0,0,0,0,2,4,2,1,6,0,74,0,1393,73,1466,2157
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,259,7,801,322,321,28,73,12,84,82,117,69,4,0,0,0,0,16,2,0,2,0,0,0,0,7,2,2,6,60,0,2010,176,2186,3528
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,260,2,405,39,7,0,4,4,7,13,14,1,14,1,0,0,0,0,3,1,0,0,0,0,1,0,0,3,0,49,0,566,51,617,952
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,261,1,212,79,3,0,4,3,1,7,18,1,1,1,0,0,0,1,0,0,0,0,0,0,3,1,0,1,0,30,0,366,30,396,581
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,262,2,251,69,12,4,13,10,48,17,37,144,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,55,0,665,41,706,1145
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,263,1,29,13,0,0,5,0,19,0,8,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,25,0,104,20,124,152
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,264,2,250,80,11,1,19,1,3,1,7,0,1,1,0,0,0,3,3,0,0,0,0,2,2,1,0,1,0,60,0,447,38,485,693
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,265,1,127,70,2,2,4,0,3,1,6,0,6,0,0,0,0,2,0,1,0,0,0,1,3,0,0,1,1,36,0,266,24,290,414
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,266,1,220,42,3,1,20,0,27,12,13,1,1,1,0,0,0,0,1,0,0,0,0,1,0,3,0,0,1,12,0,359,35,394,564
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,267,6,516,287,25,10,86,9,107,14,116,56,11,1,0,0,0,6,0,1,0,0,0,1,5,0,3,8,0,365,0,1627,127,1754,2680
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,268,3,480,250,12,7,16,2,9,5,18,4,6,3,3,0,0,4,1,0,0,0,0,0,1,0,0,4,0,129,0,954,38,992,1422
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,269,2,154,106,4,11,48,3,23,5,14,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,291,0,671,60,731,1188
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,270,4,700,247,8,6,7,8,51,18,181,13,7,0,0,0,0,5,2,3,0,0,0,5,3,1,1,0,0,261,0,1527,107,1634,2458
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,271,2,170,80,131,7,8,17,18,6,40,3,7,0,1,0,0,5,0,6,3,3,0,0,0,0,0,0,0,30,0,535,16,551,876
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,272,1,146,140,1,4,4,2,16,6,109,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,68,0,502,30,532,738
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,273,2,209,171,3,4,2,1,30,10,104,4,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,69,0,621,54,675,1043
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,274,2,174,143,27,5,1,5,22,2,128,3,1,0,0,0,0,4,0,0,1,0,0,1,0,0,0,5,3,88,0,613,50,663,957
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,275,2,143,128,5,6,3,0,11,1,43,1,3,3,0,0,0,1,1,0,0,0,0,3,0,0,0,0,1,46,0,399,13,412,617
1,18,NAYARIT,3,JESUS MARIA,9,DEL NAYAR,276,3,389,266,3,4,2,0,7,2,49,3,5,1,0,0,0,3,3,0,1,0,0,0,3,0,0,1,0,301,0,1043,38,1081,1529
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,277,3,90,166,13,20,3,2,11,18,206,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,11,0,155,0,698,19,717,973
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,278,2,76,98,7,13,1,1,8,8,112,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,41,0,372,11,383,506
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,279,2,43,47,5,3,1,0,7,3,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,8,241,3,252,188
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,280,1,22,42,1,4,1,1,3,5,77,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,18,0,178,6,184,228
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,281,1,93,90,10,37,0,6,13,16,166,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,5,0,47,0,488,9,497,674
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,282,1,57,110,9,21,3,0,5,6,117,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,29,0,367,17,384,528
1,18,NAYARIT,2,TECUALA,10,ROSAMORADA,283,1,90,142,8,10,2,1,7,17,29,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,130,0,440,6,446,656
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,284,1,27,35,0,11,2,1,2,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,134,1,135,186
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,285,1,94,46,8,12,2,15,8,8,44,1,2,1,0,0,0,3,1,0,0,0,1,0,0,0,1,1,0,53,0,301,13,314,422
1,18,NAYARIT,2,TECUALA,10,ROSAMORADA,286,2,146,149,6,3,1,3,7,20,114,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,119,0,578,20,598,838
1,18,NAYARIT,2,TECUALA,10,ROSAMORADA,287,1,118,73,7,15,0,2,3,12,14,1,4,0,0,0,1,1,2,0,0,0,0,0,0,2,0,2,0,113,0,370,11,381,468
1,18,NAYARIT,2,TECUALA,10,ROSAMORADA,288,2,328,101,13,26,0,5,6,4,21,5,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,77,0,591,17,608,809
1,18,NAYARIT,2,TECUALA,10,ROSAMORADA,289,2,124,126,10,6,1,1,10,44,104,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,48,1,137,0,618,24,642,807
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,290,1,60,148,12,12,0,4,14,9,126,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,76,0,466,14,480,678
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,291,3,104,225,5,33,3,3,8,37,147,3,0,0,1,3,1,0,7,0,2,0,0,0,0,1,0,4,0,88,0,675,32,707,1082
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,292,2,38,65,4,44,1,2,0,21,6,0,2,1,0,1,0,2,0,0,1,0,0,0,0,0,0,1,0,86,0,275,12,287,440
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,293,1,19,59,1,21,0,1,2,13,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49,0,177,3,180,247
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,294,1,32,24,1,11,0,1,2,3,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,102,4,106,158
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,295,2,129,133,5,38,1,3,2,6,13,1,3,2,0,0,0,2,6,1,0,0,0,0,0,0,0,3,0,168,0,516,27,543,778
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,296,1,41,113,5,50,0,3,7,19,41,0,1,2,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,76,0,364,11,375,548
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,297,1,28,113,2,23,0,0,6,13,11,3,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,116,0,323,11,334,454
1,18,NAYARIT,2,TECUALA,10,ROSAMORADA,298,1,46,106,3,14,2,2,9,18,42,7,1,0,0,0,0,1,1,0,0,0,0,0,1,2,1,5,0,99,0,360,15,375,518
1,18,NAYARIT,2,TECUALA,10,ROSAMORADA,299,1,55,61,0,10,3,1,11,51,43,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,89,0,329,22,351,501
1,18,NAYARIT,2,TECUALA,10,ROSAMORADA,300,1,60,95,8,18,1,0,12,38,52,4,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,1,94,0,388,15,403,582
1,18,NAYARIT,2,TECUALA,10,ROSAMORADA,301,2,104,135,15,31,2,3,9,20,56,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,1,274,0,673,22,695,1025
1,18,NAYARIT,2,TECUALA,10,ROSAMORADA,302,2,124,225,30,37,2,4,16,18,16,2,1,1,0,0,0,2,0,0,0,0,0,0,1,1,5,5,0,34,0,524,11,535,759
1,18,NAYARIT,2,TECUALA,10,ROSAMORADA,303,1,77,133,22,15,0,2,7,41,10,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,333,12,345,427
1,18,NAYARIT,2,TECUALA,10,ROSAMORADA,304,1,81,119,43,36,3,3,3,48,21,4,3,1,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,44,0,415,8,423,559
1,18,NAYARIT,2,TECUALA,10,ROSAMORADA,305,1,53,97,5,3,15,2,3,25,23,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,2,2,84,0,320,8,328,471
1,18,NAYARIT,2,TECUALA,10,ROSAMORADA,306,2,134,120,10,8,14,3,11,54,21,7,2,1,0,0,0,1,1,0,1,0,0,0,2,4,0,3,1,137,0,535,18,553,819
1,18,NAYARIT,2,TECUALA,10,ROSAMORADA,307,1,82,119,18,13,2,2,4,35,23,13,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,21,0,336,8,344,492
1,18,NAYARIT,2,TECUALA,10,ROSAMORADA,308,1,105,104,2,4,1,1,1,44,26,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,29,0,339,13,352,441
1,18,NAYARIT,2,TECUALA,10,ROSAMORADA,309,1,93,109,12,12,2,1,3,38,12,6,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,1,164,0,461,14,475,706
1,18,NAYARIT,2,TECUALA,10,ROSAMORADA,310,2,111,98,69,61,3,3,16,31,79,7,4,1,0,0,0,2,0,0,3,0,0,0,0,0,2,9,1,187,0,687,11,698,1067
1,18,NAYARIT,2,TECUALA,10,ROSAMORADA,311,3,152,180,98,56,4,3,31,44,67,8,9,1,0,0,0,4,0,0,4,0,0,4,0,3,0,3,0,220,0,891,28,919,1339
1,18,NAYARIT,2,TECUALA,10,ROSAMORADA,312,1,75,77,15,32,3,0,7,13,53,3,1,1,0,0,0,2,0,0,0,0,0,0,1,1,0,3,1,12,0,300,5,305,511
1,18,NAYARIT,2,TECUALA,10,ROSAMORADA,313,1,70,69,66,19,4,0,1,0,17,2,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,71,0,327,9,336,465
1,18,NAYARIT,2,TECUALA,10,ROSAMORADA,314,1,55,121,8,3,2,0,6,13,43,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,149,0,406,15,421,590
1,18,NAYARIT,2,TECUALA,10,ROSAMORADA,315,1,87,109,5,2,11,1,11,16,40,3,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,130,0,421,23,444,684
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,316,2,40,55,3,1,2,0,5,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,115,0,238,15,253,368
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,317,1,46,73,1,18,3,1,2,22,23,3,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,59,0,257,18,275,404
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,318,1,84,101,18,22,5,0,0,18,2,3,1,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,34,0,294,14,308,437
1,18,NAYARIT,1,ACAPONETA,10,ROSAMORADA,319,1,48,51,5,1,5,0,1,17,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,37,0,172,5,177,297
1,18,NAYARIT,3,JESUS MARIA,11,RUIZ,320,3,476,238,15,13,0,1,54,1,74,5,10,0,0,0,0,0,3,0,0,0,1,0,0,0,0,4,1,138,0,1034,18,1052,1521
1,18,NAYARIT,3,JESUS MARIA,11,RUIZ,321,2,275,158,4,5,2,1,23,2,53,8,2,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,57,0,595,9,604,854
1,18,NAYARIT,3,JESUS MARIA,11,RUIZ,322,2,340,138,10,4,0,0,26,0,40,1,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,32,0,597,9,606,936
1,18,NAYARIT,3,JESUS MARIA,11,RUIZ,323,2,373,205,9,12,2,6,15,1,46,3,5,0,0,0,0,1,0,2,0,0,2,0,0,0,0,2,2,85,0,771,38,809,1239
1,18,NAYARIT,3,JESUS MARIA,11,RUIZ,324,1,259,127,3,10,0,3,49,2,25,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,36,0,521,5,526,748
1,18,NAYARIT,3,JESUS MARIA,11,RUIZ,325,2,216,107,3,19,4,0,16,0,30,4,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,56,0,466,10,476,436
1,18,NAYARIT,3,JESUS MARIA,11,RUIZ,326,1,220,131,3,11,0,1,13,0,32,5,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,46,0,470,4,474,657
1,18,NAYARIT,3,JESUS MARIA,11,RUIZ,327,2,241,100,4,8,1,1,18,1,31,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,62,0,475,14,489,770
1,18,NAYARIT,3,JESUS MARIA,11,RUIZ,328,2,310,103,2,11,0,0,27,0,58,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,86,0,604,6,610,858
1,18,NAYARIT,3,JESUS MARIA,11,RUIZ,329,2,267,115,4,2,1,1,23,2,54,3,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,3,0,73,0,553,9,562,752
1,18,NAYARIT,3,JESUS MARIA,11,RUIZ,330,1,130,87,1,5,0,0,4,0,33,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,34,0,300,7,307,411
1,18,NAYARIT,3,JESUS MARIA,11,RUIZ,331,2,294,157,4,7,0,0,21,0,21,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,590,16,606,828
1,18,NAYARIT,3,JESUS MARIA,11,RUIZ,332,1,28,34,0,1,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,9,91,137
1,18,NAYARIT,3,JESUS MARIA,11,RUIZ,333,2,341,244,6,5,2,1,42,3,15,2,3,2,0,0,0,3,0,0,2,0,0,0,1,0,0,3,0,22,0,697,43,740,1057
1,18,NAYARIT,3,JESUS MARIA,11,RUIZ,334,2,76,93,3,2,4,0,30,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,220,25,245,347
1,18,NAYARIT,3,JESUS MARIA,11,RUIZ,335,1,83,23,5,1,1,1,13,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,134,5,139,200
1,18,NAYARIT,3,JESUS MARIA,11,RUIZ,336,1,133,40,4,2,1,0,41,0,27,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,15,0,269,19,288,377
1,18,NAYARIT,3,JESUS MARIA,11,RUIZ,337,1,110,176,3,2,0,0,39,2,15,1,3,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,74,0,430,19,449,674
1,18,NAYARIT,3,JESUS MARIA,11,RUIZ,338,1,119,122,0,0,1,1,15,2,15,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,32,0,313,12,325,470
1,18,NAYARIT,3,JESUS MARIA,11,RUIZ,339,1,33,36,2,0,2,1,16,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,115,5,120,156
1,18,NAYARIT,3,JESUS MARIA,11,RUIZ,340,1,82,67,1,0,0,0,17,0,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,57,0,242,9,251,333
1,18,NAYARIT,3,JESUS MARIA,11,RUIZ,341,1,228,128,7,1,1,2,11,0,13,4,1,1,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,22,0,424,16,440,572
1,18,NAYARIT,3,JESUS MARIA,11,RUIZ,342,1,72,64,2,0,0,0,18,1,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,203,10,213,297
1,18,NAYARIT,3,JESUS MARIA,11,RUIZ,343,2,189,143,9,6,1,1,63,1,25,7,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,88,0,538,23,561,753
1,18,NAYARIT,3,JESUS MARIA,11,RUIZ,344,1,87,100,8,2,0,0,11,2,10,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,37,0,264,11,275,426
1,18,NAYARIT,3,JESUS MARIA,11,RUIZ,345,1,99,38,0,0,0,1,52,0,11,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,47,0,255,14,269,359
1,18,NAYARIT,3,JESUS MARIA,11,RUIZ,346,2,217,97,3,1,1,0,20,0,8,0,3,1,2,0,0,3,2,0,0,0,0,0,0,1,0,1,1,21,0,382,20,402,580
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,347,3,187,178,49,8,4,5,37,9,68,6,4,0,0,0,0,2,1,0,0,1,0,0,3,0,0,19,3,430,0,1014,34,1048,1527
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,348,2,185,134,51,5,3,6,21,18,71,16,3,0,0,0,0,3,0,0,1,1,0,0,5,1,0,14,2,335,0,875,33,908,1479
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,349,2,93,111,10,2,2,3,26,8,56,13,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,6,0,249,0,584,35,619,972
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,350,3,212,204,35,5,5,3,31,16,106,15,6,0,1,0,0,3,1,0,0,1,0,1,2,1,1,33,1,346,0,1029,33,1062,987
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,351,1,69,76,10,2,4,2,13,22,40,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,218,0,472,19,491,744
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,352,2,150,141,28,4,6,3,22,16,78,9,2,1,0,0,0,1,1,0,1,0,0,0,0,0,1,37,3,336,0,840,29,869,1467
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,353,1,145,94,4,1,4,5,2,5,13,3,1,1,0,0,0,0,0,0,0,0,0,1,6,3,0,0,0,23,0,311,9,320,400
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,354,1,45,63,2,0,6,9,3,4,29,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,1,27,0,200,5,205,272
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,355,1,15,57,3,0,4,0,4,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,51,0,159,4,163,239
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,356,2,118,82,6,1,3,1,12,10,112,3,1,0,0,0,0,1,0,0,0,0,0,1,4,0,0,3,0,125,0,483,19,502,797
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,357,1,125,49,6,8,3,1,5,1,92,2,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,10,1,94,0,402,7,409,593
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,358,1,14,56,6,1,0,5,2,3,13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,114,0,219,12,231,312
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,359,1,64,115,3,10,8,6,8,22,39,1,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,1,0,111,0,393,19,412,650
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,360,2,67,123,4,7,24,2,6,18,56,5,1,0,0,0,0,1,4,0,0,0,0,0,9,2,0,3,1,130,0,463,21,484,763
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,361,2,87,164,8,8,8,1,9,47,39,1,3,0,0,0,0,0,0,0,0,0,0,0,2,8,0,9,0,179,0,573,27,600,897
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,362,1,15,41,0,6,4,0,2,3,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,71,0,161,7,168,259
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,363,1,4,18,0,0,0,1,1,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,0,60,3,63,99
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,364,1,28,28,9,1,2,0,0,1,2,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,15,0,94,4,98,131
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,365,1,28,42,2,2,3,0,16,8,42,11,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,77,0,237,14,251,406
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,366,1,40,21,3,1,1,2,2,14,24,3,2,0,0,0,0,0,2,0,0,0,0,0,0,2,1,24,1,192,0,335,19,354,536
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,367,2,112,102,4,6,7,1,31,21,47,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,22,0,227,0,585,32,617,1147
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,368,1,32,49,1,3,10,1,4,7,16,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,70,0,203,6,209,313
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,369,1,49,106,2,5,7,1,7,8,19,1,1,1,0,0,0,0,0,0,0,0,0,2,1,3,0,2,3,99,0,317,15,332,502
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,370,1,54,80,1,3,19,2,10,13,35,1,0,0,0,0,3,0,0,0,0,0,0,1,1,4,1,6,0,90,0,324,11,335,473
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,372,1,27,22,2,2,2,0,13,4,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,43,0,135,7,142,203
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,373,1,23,82,2,2,3,2,16,5,14,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,66,0,226,10,236,377
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,374,1,14,23,2,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,1,24,0,78,6,84,163
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,375,1,6,26,2,0,2,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44,0,87,6,93,144
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,376,2,140,117,1,2,2,0,8,2,61,1,3,0,0,0,0,1,1,0,0,0,1,0,0,0,0,7,0,359,0,706,32,738,1048
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,377,1,7,12,0,0,0,2,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43,0,73,5,78,103
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,378,1,6,64,3,2,0,0,3,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,82,0,177,8,185,269
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,380,1,10,21,7,1,1,2,7,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,54,0,115,4,119,150
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,381,1,28,18,1,0,1,9,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,29,1,98,9,108,155
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,382,2,71,179,26,6,6,6,11,19,74,7,2,0,0,0,1,1,0,1,0,0,0,0,5,4,1,7,3,191,0,621,39,660,1041
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,383,2,57,105,17,9,6,3,20,16,67,2,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,10,2,171,0,490,22,512,838
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,384,1,23,46,5,2,0,0,2,22,13,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,98,0,217,11,228,352
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,385,2,94,126,6,5,0,4,5,15,42,9,2,0,1,0,0,0,0,0,0,0,0,1,0,3,0,17,1,146,0,477,19,496,761
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,386,2,74,162,4,5,3,2,23,61,26,2,2,0,1,0,0,1,1,0,2,0,0,1,0,1,0,12,3,285,0,671,43,714,1148
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,387,2,97,98,25,8,19,2,5,8,69,4,1,2,1,1,0,2,1,0,0,0,0,0,2,1,1,10,1,213,0,571,45,616,933
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,388,1,81,70,24,11,5,0,5,6,51,2,1,0,0,0,1,2,2,1,0,0,0,0,3,0,2,0,1,108,0,376,19,395,572
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,389,1,63,76,9,10,6,2,2,4,48,1,3,0,0,0,0,2,1,0,1,0,0,0,0,2,1,2,0,130,0,363,36,399,636
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,390,2,90,70,28,15,21,4,2,24,77,0,3,1,0,0,0,3,0,0,1,1,0,1,1,3,0,10,2,218,0,575,34,609,972
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,391,1,17,53,2,0,0,3,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71,0,168,10,178,312
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,392,1,112,100,3,4,0,2,12,17,24,4,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,160,0,444,19,463,688
1,18,NAYARIT,10,SAN BLAS,12,SAN BLAS,393,1,38,68,3,1,3,0,9,9,34,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,2,102,0,280,20,300,441
