uniqueid,year,incumbent_party_Horacio
25001,2001,PRI
25001,2004,PRI
25001,2007,PRI_PANAL
25001,2010,PAN_PRD_PT_MC
25001,2013,PRI_PVEM_PANAL
25001,2016,PRI
25001,2018,NA
25002,2001,PRI
25002,2004,PRI
25002,2007,PRI_PANAL
25002,2010,PAN_PRD_PT_MC
25002,2013,PAN_PRD_PT
25002,2016,MC_PAS
25002,2018,NA
25003,2001,PRI
25003,2004,PRI
25003,2007,PRI_PANAL
25003,2010,PRI_PVEM_PANAL
25003,2013,PRI_PVEM_PANAL
25003,2016,PRI_PANAL
25003,2018,NA
25004,2001,PRI
25004,2004,PAN
25004,2007,PRI_PANAL
25004,2010,PRI_PVEM_PANAL
25004,2013,PRI_PVEM_PANAL
25004,2016,PRI
25004,2018,NA
25005,2001,PRI
25005,2004,PRI
25005,2007,PRI_PANAL
25005,2010,PRI_PVEM_PANAL
25005,2013,PRI_PVEM_PANAL
25005,2016,MC_PAS
25005,2018,NA
25006,2001,PRI
25006,2004,PRI
25006,2007,PRI_MC_PANAL
25006,2010,PRI_PVEM_PANAL
25006,2013,PRI_PVEM_PANAL
25006,2016,PRI_PANAL
25006,2018,NA
25007,2001,PRI
25007,2004,PAN
25007,2007,PAN
25007,2010,PAN_PRD_PT_MC
25007,2013,PRI_PVEM_PANAL
25007,2016,PAN
25007,2018,NA
25008,2001,PRI
25008,2004,PRI
25008,2007,PRI_PANAL
25008,2010,PRI_PVEM_PANAL
25008,2013,PRI_PVEM_PANAL
25008,2016,PRI
25008,2018,NA
25009,2001,PAN_PRD_PVEM
25009,2004,PRI
25009,2007,PRI_PANAL
25009,2010,PAN_PRD_PT_MC
25009,2013,PRI_PVEM_PANAL
25009,2016,PRI_PANAL
25009,2018,NA
25010,2001,PRI
25010,2004,PRI
25010,2007,PAN
25010,2010,PAN_PRD_PT_MC
25010,2013,PRI_PVEM_PANAL
25010,2016,PRI_PANAL
25010,2018,NA
25011,2001,PRI
25011,2004,PRI
25011,2007,PRI_PANAL
25011,2010,PRI_PVEM_PANAL
25011,2013,PAN_PRD_PT
25011,2016,PRI
25011,2018,NA
25012,2001,PT_MC_PBS
25012,2004,PAN
25012,2007,PRI_MC_PANAL
25012,2010,PAN_PRD_PT_MC
25012,2013,PAN_PRD_PT
25012,2016,PRI_PANAL
25012,2018,NA
25013,2001,PRI
25013,2004,PRI
25013,2007,PRI_PANAL
25013,2010,PRI_PVEM_PANAL
25013,2013,PRI_PVEM_PANAL
25013,2016,PAS
25013,2018,NA
25014,2001,PRI
25014,2004,PAN
25014,2007,PRI_PANAL
25014,2010,PAN_PRD_PT_MC
25014,2013,PRI_PVEM_PANAL
25014,2016,PAN
25014,2018,NA
25015,2001,PAN_PVEM
25015,2004,PRI
25015,2007,PRI_PANAL
25015,2010,PAN_PRD_PT_MC
25015,2013,PRI_PVEM_PANAL
25015,2016,PRI_PANAL
25015,2018,NA
25016,2001,PRI
25016,2004,PAN_PRD
25016,2007,PRI_PANAL
25016,2010,PRI_PVEM_PANAL
25016,2013,PRI_PVEM_PANAL
25016,2016,PRI_PANAL
25016,2018,NA
25017,2001,PAN_PVEM
25017,2004,PAN
25017,2007,PRI_PANAL
25017,2010,PAN_PRD_PT_MC
25017,2013,PRI_PVEM_PANAL_PAS
25017,2016,PRI
25017,2018,NA
25018,2001,PRI
25018,2004,PAN
25018,2007,PRI_PANAL
25018,2010,PRI_PVEM_PANAL
25018,2013,PRI_PVEM_PANAL
25018,2016,PRI
25018,2018,NA
