uniqueid,year,incumbent_party_JL,incumbent_candidate_JL
25001,1993,PRI,FEDERICO CAREAGA WOLSKILL
25001,1994,PRI,FEDERICO CAREAGA WOLSKILL
25001,1995,PRI,FEDERICO CAREAGA WOLSKILL
25001,1996,PAN,FRANCISCO SALVADOR LOPEZ BRITO
25001,1997,PAN,FRANCISCO SALVADOR LOPEZ BRITO
25001,1998,PAN,FRANCISCO SALVADOR LOPEZ BRITO
25001,1999,PRI,ESTEBAN VALENZUELA GARCIA
25001,2000,PRI,ESTEBAN VALENZUELA GARCIA
25001,2001,PRI,ESTEBAN VALENZUELA GARCIA
25001,2002,PRI,MARIO LOPEZ VALDEZ
25001,2003,PRI,MARIO LOPEZ VALDEZ
25001,2004,PRI,MARIO LOPEZ VALDEZ
25001,2005,PRI,POLICARPO INFANTE FIERRO
25001,2006,PRI,POLICARPO INFANTE FIERRO
25001,2007,PRI,POLICARPO INFANTE FIERRO
25001,2008,CSA,ESTEBAN VALENZUELA GARCIA
25001,2009,CSA,ESTEBAN VALENZUELA GARCIA
25001,2010,CSA,ESTEBAN VALENZUELA GARCIA
25001,2011,CCS,ZENEN AARON XOCHIHUA ENCISO
25001,2012,CCS,ZENEN AARON XOCHIHUA ENCISO
25001,2013,CCS,ZENEN AARON XOCHIHUA ENCISO
25001,2014,TRANSIN,ARTURO DUARTE GARCIA
25001,2015,TRANSIN,ARTURO DUARTE GARCIA
25001,2016,TRANSIN,ARTURO DUARTE GARCIA
25001,2017,PRI,ALVARO RUELAS ECHAVE
25001,2018,PRI,ALVARO RUELAS ECHAVE
25001,2019,COAL,MANUEL GUILLERMO CHAPMAN MORENO
25001,2020,COAL,MANUEL GUILLERMO CHAPMAN MORENO
25001,2021,COAL,MANUEL GUILLERMO CHAPMAN MORENO
25001,2022,COAL,GERARDO OCTAVIO VARGAS LANDEROS
25001,2023,COAL,GERARDO OCTAVIO VARGAS LANDEROS
25001,2024,COAL,GERARDO OCTAVIO VARGAS LANDEROS
