CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PVEM,NVA_ALIANZA,PRD,PT,PCP,MC,MORENA,PH,ES,PRI_PVEM_NVA_ALIANZA,PRD_PT_PCP,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1112,2,88,44,10,7,154,9,9,27,12,1,11,3,14,5,394,20,414,926
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1113,4,299,107,24,10,483,17,4,47,14,8,16,5,14,28,1076,46,1122,2540
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1114,3,227,134,18,14,386,10,5,21,19,3,11,5,8,19,880,37,917,2085
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1124,2,104,112,13,5,160,22,13,9,6,4,4,4,25,4,485,13,498,1025
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1125,4,255,254,52,9,383,44,30,14,1,3,6,26,31,6,1114,79,1193,2608
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1126,2,148,132,17,5,264,28,10,9,2,5,4,6,7,0,637,28,665,1275
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1127,1,52,112,16,6,27,27,47,5,2,1,3,8,14,0,320,13,333,711
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1796,1,117,67,19,5,77,6,3,17,19,4,11,0,0,6,351,21,372,696
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1797,1,106,36,21,11,104,7,2,20,8,4,7,7,12,0,345,18,363,715
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1798,2,103,69,22,4,146,5,9,43,17,4,9,2,1,4,438,27,465,898
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1799,2,137,89,24,15,174,12,9,31,14,4,12,5,6,0,532,26,558,1156
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1800,2,126,59,13,5,106,11,2,19,10,5,9,2,8,1,376,19,395,762
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1801,2,162,108,26,10,148,13,2,49,17,3,20,4,8,0,570,25,595,1224
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1802,1,71,56,8,3,87,6,0,10,7,2,9,1,2,4,266,15,281,579
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1803,2,174,103,24,11,189,15,12,28,30,8,9,9,8,6,626,35,661,1332
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1804,2,111,93,21,6,138,11,2,22,16,5,5,0,0,7,437,19,456,833
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1805,2,143,80,21,9,159,12,7,27,25,8,12,2,3,2,510,16,526,1122
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1806,2,108,77,20,14,106,5,3,20,20,2,11,4,5,3,398,13,411,815
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1807,2,173,117,19,8,67,10,8,21,25,8,10,88,17,5,576,21,597,1215
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1808,2,130,94,24,16,161,11,5,28,15,5,17,3,4,3,516,9,525,1052
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1809,1,58,33,6,4,30,5,1,11,13,1,3,0,2,1,168,4,172,345
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1810,1,59,24,7,5,43,5,3,22,12,1,2,0,0,8,191,6,197,384
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1811,2,132,92,12,13,72,10,5,24,19,5,6,1,5,1,397,14,411,753
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1812,2,105,77,12,5,143,6,1,35,12,1,17,1,2,4,421,16,437,827
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1813,2,113,74,9,27,117,7,4,34,25,0,6,3,4,1,424,16,440,965
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1814,2,126,85,17,12,96,5,8,22,15,6,9,3,1,0,405,19,424,880
2,24,SAN LUIS POTOSI,8,SAN LUIS POTOSI,28,SAN LUIS POTOSI,1820,1,31,42,7,4,40,3,3,8,5,2,0,4,3,0,152,6,158,318
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1242,1,86,44,7,4,128,5,11,12,10,3,2,6,7,0,325,9,334,674
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1243,1,78,62,7,2,90,3,5,13,10,2,2,3,4,0,281,21,302,617
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1244,3,174,232,20,5,234,17,4,18,16,1,12,6,4,0,743,29,772,1568
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1245,3,214,176,29,6,191,14,7,27,26,10,9,6,3,0,718,33,751,1549
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1246,3,284,219,36,15,309,16,8,24,38,6,14,9,9,5,992,45,1037,2028
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1247,15,1041,741,135,84,1461,73,42,201,197,53,76,40,74,54,4272,182,4454,10755
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1248,3,295,212,30,30,227,13,11,21,37,5,13,0,0,0,894,33,927,1779
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1249,2,220,177,20,14,141,12,14,17,32,9,5,75,3,5,744,20,764,1179
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1250,3,342,295,35,22,283,22,14,33,45,11,10,14,13,5,1144,29,1173,2249
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1251,3,282,226,30,30,193,21,4,28,28,7,11,11,9,0,880,33,913,1895
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1252,4,340,230,35,26,292,17,13,34,44,13,23,4,10,1,1082,15,1097,2400
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1253,11,861,716,115,100,1163,54,40,160,132,20,61,42,49,30,3543,152,3695,7922
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1254,3,248,201,36,26,255,14,13,21,41,9,20,6,7,3,900,19,919,1590
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1255,3,250,205,20,27,301,10,3,35,39,4,13,13,13,22,955,39,994,1905
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1256,3,324,184,35,21,277,17,11,48,60,13,23,21,15,7,1056,43,1099,2241
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1257,2,80,74,16,11,115,11,3,18,35,9,5,5,9,2,393,27,420,823
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1258,2,136,120,18,5,209,9,8,9,20,3,8,1,3,5,554,16,570,1150
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1259,4,311,225,61,28,432,24,14,54,62,9,22,14,17,9,1282,63,1345,2772
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1260,2,160,154,21,23,170,16,7,19,36,9,13,15,3,0,646,39,685,1354
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1261,2,153,144,23,24,164,17,7,31,40,11,12,4,8,9,647,32,679,1352
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1262,1,59,41,6,11,111,6,4,13,5,2,3,2,6,1,270,11,281,558
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1263,1,47,17,7,8,122,4,10,6,7,0,2,11,3,3,247,5,252,575
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1264,2,54,66,7,6,167,4,1,7,9,2,10,4,2,1,340,12,352,808
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1265,1,46,35,9,3,120,5,2,11,13,1,4,2,4,2,257,10,267,596
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1266,2,95,77,13,8,200,6,6,12,19,1,3,6,8,3,457,28,485,902
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1267,2,132,103,11,13,185,10,8,23,26,3,12,6,5,3,540,23,563,1158
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1268,2,112,81,19,18,208,9,7,32,8,3,8,3,12,4,524,27,551,1205
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1269,1,86,90,5,13,87,14,1,18,17,4,4,5,4,2,350,13,363,715
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1270,1,40,52,5,3,74,6,5,11,19,6,2,4,1,0,228,8,236,464
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1271,3,253,162,26,17,282,9,10,38,43,9,13,11,12,11,896,31,927,1658
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1272,4,292,197,39,30,402,20,33,60,27,6,22,12,34,17,1191,69,1260,2740
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1273,14,903,577,141,66,1797,65,40,142,124,25,71,24,48,29,4052,124,4176,10303
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1274,17,934,690,143,86,1921,83,45,163,130,42,79,50,97,31,4494,173,4667,12746
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1275,3,227,133,29,16,360,16,8,27,20,6,12,8,26,9,897,33,930,2085
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1276,3,174,109,20,14,386,21,11,25,28,1,13,7,15,7,831,36,867,1909
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1277,1,63,50,3,8,93,0,2,15,5,1,4,4,4,1,253,8,261,563
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1278,3,162,117,27,13,349,11,9,23,20,9,16,8,16,7,787,44,831,1762
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1279,2,182,104,21,10,267,11,10,26,24,2,18,9,18,7,709,25,734,1461
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1280,3,166,118,13,6,260,6,10,30,14,8,14,3,2,5,655,39,694,1520
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1281,2,69,92,17,11,147,9,8,11,15,2,2,6,13,2,404,19,423,900
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1282,2,153,121,23,12,333,9,8,29,24,8,11,0,0,0,731,49,780,1488
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1283,3,196,123,20,16,372,12,7,32,23,3,12,12,16,16,860,35,895,1610
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1284,2,128,165,25,19,285,22,6,18,16,10,4,0,0,5,703,20,723,1151
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1285,2,144,122,19,14,217,19,12,35,19,5,9,8,7,2,632,26,658,1483
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1286,3,151,122,25,13,205,9,12,19,20,9,8,10,12,5,620,31,651,1560
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1287,7,522,330,52,38,646,44,27,88,83,18,43,23,35,23,1972,95,2067,4988
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1288,8,560,350,66,23,882,32,19,105,72,23,47,10,23,20,2232,92,2324,5434
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1289,3,213,97,20,29,391,22,8,19,14,5,10,5,11,3,847,29,876,1936
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1290,2,107,98,20,11,215,9,5,22,17,3,10,4,3,2,526,25,551,1238
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1291,3,212,187,28,13,374,11,7,36,18,7,10,8,9,10,930,34,964,1658
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1292,3,243,157,10,11,324,12,4,42,28,14,16,9,14,9,893,52,945,1707
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1293,4,341,223,39,35,446,27,19,65,51,8,19,66,35,17,1391,68,1459,2573
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1294,3,154,124,14,16,311,18,9,30,31,6,12,2,21,6,754,41,795,1642
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1295,2,110,101,16,3,222,12,3,17,21,4,7,6,17,2,541,37,578,1257
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1296,3,155,94,23,13,242,18,7,37,18,10,12,9,19,4,661,30,691,1597
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1297,3,238,162,32,32,274,17,4,46,62,3,14,10,6,5,905,37,942,1704
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1298,2,145,108,18,13,178,13,2,30,29,8,14,12,10,6,586,38,624,1191
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1299,7,385,244,63,29,636,24,19,71,66,16,32,15,36,14,1650,92,1742,4523
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1300,3,135,102,16,6,321,14,12,14,26,10,15,9,9,8,697,39,736,1743
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1301,3,203,99,27,18,337,20,14,41,25,5,15,4,3,5,816,38,854,2123
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1302,2,208,115,15,22,192,14,7,36,25,17,14,0,1,3,669,30,699,1431
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1303,4,275,176,40,25,334,17,4,56,42,9,29,8,15,8,1038,51,1089,2548
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1304,20,1210,894,227,93,1983,150,88,260,178,55,119,33,58,36,5384,193,5577,14359
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1305,6,419,269,53,23,731,40,22,87,64,8,38,0,5,17,1776,58,1834,4395
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1306,2,110,76,25,8,207,11,4,17,16,3,9,2,6,2,496,26,522,1343
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1307,1,29,16,3,2,179,3,5,4,5,0,3,3,9,3,264,14,278,614
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1308,1,39,50,10,4,93,3,2,13,5,0,3,1,7,2,232,17,249,606
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1309,1,31,123,9,5,104,3,3,9,0,0,0,13,3,0,303,12,315,399
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1310,2,91,215,21,5,80,9,10,13,2,0,3,11,0,0,460,20,480,784
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1311,1,46,213,11,6,85,6,9,7,6,2,3,14,5,11,424,0,424,653
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1312,3,96,393,20,6,256,16,6,16,15,5,4,58,15,1,907,39,946,1547
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1313,2,68,192,13,4,159,7,7,14,9,2,4,4,3,0,486,26,512,1006
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1314,5,445,522,59,22,471,29,66,46,54,9,28,43,32,5,1831,65,1896,3585
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1315,2,117,122,32,10,169,10,5,24,18,6,8,0,0,2,523,19,542,1367
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1316,8,448,444,92,40,796,43,39,59,47,16,28,16,17,6,2091,88,2179,4956
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1317,2,139,79,12,11,146,5,4,17,9,15,6,3,5,1,452,31,483,1125
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1318,2,182,170,19,8,144,6,8,24,21,8,8,0,0,1,599,21,620,975
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1815,1,53,41,7,25,105,6,5,11,14,2,2,2,2,0,275,11,286,731
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1816,3,142,111,21,61,192,10,2,28,20,2,13,1,2,7,612,20,632,1608
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1817,3,196,132,13,11,219,5,7,33,31,6,12,2,1,5,673,32,705,1596
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1818,2,98,54,12,3,144,4,5,31,10,5,8,0,0,1,375,13,388,1045
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1819,2,92,70,14,10,132,8,2,22,21,1,13,0,4,3,392,7,399,925
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1821,2,135,57,14,9,145,3,4,26,22,3,7,1,4,5,435,15,450,898
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1822,3,105,79,21,6,269,10,13,26,14,1,18,3,4,3,572,20,592,1643
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1823,3,175,85,11,9,192,8,3,39,17,3,13,3,11,10,579,26,605,1585
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1824,3,125,74,18,9,229,12,6,34,20,3,14,3,12,6,565,18,583,1681
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1825,2,98,55,11,7,172,5,6,23,14,7,6,6,5,2,417,13,430,1349
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1826,2,123,78,17,8,217,13,6,32,28,3,12,5,13,3,558,25,583,1313
2,24,SAN LUIS POTOSI,9,SOLEDAD DE GRACIANO SANCHEZ,35,SOLEDAD DE GRACIANO SANCHEZ,1827,2,42,68,2,5,112,5,3,26,7,6,5,6,9,4,300,9,309,874
2,24,SAN LUIS POTOSI,10,RIOVERDE,11,CIUDAD FERNANDEZ,220,2,364,207,25,10,46,29,40,23,10,6,2,10,9,0,781,20,801,1437
2,24,SAN LUIS POTOSI,10,RIOVERDE,11,CIUDAD FERNANDEZ,221,2,388,210,15,10,53,32,42,47,11,1,5,3,5,3,825,20,845,1439
2,24,SAN LUIS POTOSI,10,RIOVERDE,11,CIUDAD FERNANDEZ,222,3,361,343,35,30,79,73,91,55,18,15,6,8,11,0,1125,37,1162,2126
2,24,SAN LUIS POTOSI,10,RIOVERDE,11,CIUDAD FERNANDEZ,223,2,244,160,6,6,21,14,26,33,11,7,6,2,4,1,541,14,555,900
2,24,SAN LUIS POTOSI,10,RIOVERDE,11,CIUDAD FERNANDEZ,224,2,218,202,24,17,47,29,31,74,19,6,2,7,4,0,680,26,706,1105
2,24,SAN LUIS POTOSI,10,RIOVERDE,11,CIUDAD FERNANDEZ,225,6,872,533,52,78,153,98,91,186,59,18,19,24,20,2,2205,44,2249,4057
2,24,SAN LUIS POTOSI,10,RIOVERDE,11,CIUDAD FERNANDEZ,226,3,281,184,41,31,83,44,50,61,41,5,13,4,9,1,848,21,869,1630
2,24,SAN LUIS POTOSI,10,RIOVERDE,11,CIUDAD FERNANDEZ,227,3,452,202,116,19,91,47,20,34,8,3,8,9,5,0,1014,58,1072,1795
2,24,SAN LUIS POTOSI,10,RIOVERDE,11,CIUDAD FERNANDEZ,228,3,512,254,110,33,101,32,31,34,15,6,7,5,4,0,1144,40,1184,1944
2,24,SAN LUIS POTOSI,10,RIOVERDE,11,CIUDAD FERNANDEZ,229,2,164,142,39,19,27,19,13,14,12,1,1,8,3,0,462,17,479,766
2,24,SAN LUIS POTOSI,10,RIOVERDE,11,CIUDAD FERNANDEZ,230,3,416,120,184,7,38,62,11,39,12,8,7,6,3,0,913,42,955,1582
2,24,SAN LUIS POTOSI,10,RIOVERDE,11,CIUDAD FERNANDEZ,231,2,249,124,52,20,93,26,23,27,11,5,3,1,3,0,637,25,662,1097
2,24,SAN LUIS POTOSI,10,RIOVERDE,11,CIUDAD FERNANDEZ,232,2,303,166,90,20,68,38,19,16,25,13,7,0,3,7,775,41,816,1397
2,24,SAN LUIS POTOSI,10,RIOVERDE,11,CIUDAD FERNANDEZ,233,2,201,234,56,13,51,22,13,24,4,0,6,3,2,0,629,20,649,1105
2,24,SAN LUIS POTOSI,10,RIOVERDE,11,CIUDAD FERNANDEZ,234,3,293,215,94,18,63,38,22,38,21,6,9,16,1,13,847,44,891,1674
2,24,SAN LUIS POTOSI,10,RIOVERDE,11,CIUDAD FERNANDEZ,235,1,26,36,8,1,7,5,2,3,0,0,0,2,2,1,93,9,102,175
2,24,SAN LUIS POTOSI,10,RIOVERDE,11,CIUDAD FERNANDEZ,236,1,79,45,22,3,5,5,19,4,0,2,0,1,0,0,185,19,204,332
2,24,SAN LUIS POTOSI,10,RIOVERDE,11,CIUDAD FERNANDEZ,237,1,27,66,7,4,5,4,7,1,1,0,0,2,0,0,124,11,135,241
2,24,SAN LUIS POTOSI,10,RIOVERDE,11,CIUDAD FERNANDEZ,238,1,17,56,3,7,6,2,0,4,2,0,2,3,0,0,102,1,103,203
