CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PVEM,NVA_ALIANZA,PRD,PT,PCP,MC,MORENA,PH,ES,PRI_PVEM_NVA_ALIANZA,PRD_PT_PCP,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,561,2,256,206,20,12,29,10,8,275,3,0,2,32,6,0,859,57,916,1298
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,562,2,183,151,22,7,32,10,21,121,6,0,1,15,2,0,571,27,598,948
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,563,1,35,42,9,1,2,1,1,54,1,0,1,4,0,0,151,16,167,273
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,564,1,45,42,5,0,10,7,13,31,0,0,0,2,0,0,155,12,167,361
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,565,3,208,274,34,9,44,15,12,87,4,3,1,34,57,17,799,52,851,1607
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,566,2,163,180,16,3,30,11,10,125,6,1,4,38,4,0,591,48,639,1202
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,567,1,40,102,10,0,20,9,1,50,3,1,2,17,0,0,255,25,280,451
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,568,2,105,220,25,7,13,4,6,110,3,0,1,12,2,0,508,46,554,943
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,569,1,29,80,6,2,20,8,6,77,0,1,2,9,3,0,243,14,257,313
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,570,1,61,119,9,3,17,17,14,181,1,1,5,13,4,0,445,50,495,667
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,571,1,59,122,8,12,18,11,42,90,6,1,1,16,1,1,388,23,411,605
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,572,4,238,278,35,17,131,40,25,319,11,3,5,60,33,1,1196,81,1277,1796
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,573,3,309,241,26,11,100,26,15,373,20,5,9,37,19,0,1191,64,1255,2040
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,574,1,120,59,15,0,29,11,5,156,3,0,0,7,8,0,413,40,453,704
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,575,1,73,35,25,0,36,14,11,29,0,0,0,8,12,0,243,14,257,353
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,576,1,24,58,2,0,7,5,2,62,0,0,0,4,1,0,165,21,186,258
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,577,2,68,201,12,4,9,4,25,122,3,2,0,31,0,1,482,50,532,826
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,578,2,140,130,48,17,38,16,19,226,6,0,0,16,9,0,665,72,737,1017
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,579,2,137,153,18,17,76,17,14,224,13,3,5,8,4,1,690,37,727,1150
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,580,3,256,196,29,7,73,10,18,320,12,8,7,138,53,0,1127,48,1175,1697
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,581,3,205,166,29,8,54,25,9,209,8,3,8,11,3,1,739,59,798,1198
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,582,2,263,187,24,10,70,24,12,105,11,4,5,8,4,0,727,34,761,1102
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,583,1,93,97,7,9,27,12,5,131,4,0,2,16,1,0,404,49,453,655
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,584,2,139,134,15,3,35,34,13,96,1,0,2,20,3,0,495,59,554,764
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,585,2,280,158,24,39,34,10,18,82,7,5,6,15,1,1,680,55,735,1274
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,586,3,355,257,29,11,125,26,24,261,28,4,17,28,15,6,1186,61,1247,2041
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,587,2,275,190,19,10,65,17,11,138,15,3,11,19,4,1,778,35,813,1215
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,588,3,399,190,22,9,93,32,12,167,33,5,8,7,5,3,985,48,1033,1624
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,589,3,653,231,25,14,67,28,37,99,6,1,9,28,10,0,1208,63,1271,1781
2,24,SAN LUIS POTOSI,4,SALINAS,21,MEXQUITIC DE CARMONA,590,3,301,78,12,7,50,14,5,116,37,0,12,88,40,0,760,46,806,1222
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,591,1,161,81,19,42,22,17,49,17,7,0,2,6,1,0,424,26,450,699
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,592,2,297,207,53,64,43,91,59,15,14,4,1,6,6,0,860,30,890,1311
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,593,4,469,244,77,121,89,158,98,39,13,4,4,8,11,2,1337,62,1399,2115
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,594,1,22,33,5,4,6,5,12,2,0,0,1,5,0,0,95,3,98,140
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,596,1,48,32,3,11,4,2,33,0,0,0,0,1,0,0,134,7,141,183
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,597,1,80,54,8,45,18,55,18,14,1,1,0,6,1,0,301,18,319,457
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,598,1,159,34,5,13,22,54,15,11,0,0,0,2,1,0,316,13,329,450
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,599,1,96,32,5,9,7,35,6,1,1,0,0,2,0,0,194,12,206,290
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,600,1,41,35,6,40,3,20,16,15,1,0,1,6,0,0,184,16,200,312
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,601,1,223,79,14,4,47,36,26,5,4,0,0,8,0,0,446,20,466,697
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,602,1,79,60,13,17,21,20,15,5,3,1,0,0,0,0,234,8,242,391
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,603,1,150,60,12,15,46,34,24,6,4,4,1,2,6,0,364,20,384,536
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,604,1,254,55,15,5,20,38,7,5,2,1,0,3,2,0,407,18,425,533
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,605,1,87,90,23,11,22,19,41,11,1,2,0,3,1,0,311,15,326,462
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,606,1,123,65,15,30,16,8,25,4,2,0,0,5,1,0,294,21,315,512
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,607,1,82,50,15,46,23,60,49,20,1,0,0,5,2,0,353,31,384,603
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,608,2,167,151,17,74,37,28,26,1,3,0,4,1,0,0,509,40,549,780
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,609,1,56,56,14,56,16,5,7,7,4,0,0,7,1,0,229,19,248,437
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,610,1,81,54,14,37,18,23,25,1,0,1,0,1,0,0,255,21,276,427
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,611,1,26,44,21,30,18,6,3,2,2,1,0,5,0,0,158,11,169,307
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,612,1,153,92,19,34,32,26,25,4,0,0,0,9,5,0,399,18,417,625
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,613,2,173,65,34,115,18,7,28,6,0,1,3,6,0,0,456,39,495,788
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,614,1,107,26,9,4,2,7,3,1,0,0,0,0,0,0,159,7,166,252
2,24,SAN LUIS POTOSI,4,SALINAS,22,MOCTEZUMA,615,1,86,47,12,16,6,12,8,1,0,0,0,2,0,0,190,26,216,362
2,24,SAN LUIS POTOSI,4,SALINAS,25,SALINAS,724,3,384,384,74,17,51,23,13,19,27,10,12,17,8,0,1039,35,1074,1585
2,24,SAN LUIS POTOSI,4,SALINAS,25,SALINAS,725,4,439,495,168,29,71,37,37,12,35,17,13,43,7,1,1404,59,1463,2306
2,24,SAN LUIS POTOSI,4,SALINAS,25,SALINAS,726,4,423,522,143,21,60,29,29,15,34,15,11,37,8,3,1350,57,1407,2276
2,24,SAN LUIS POTOSI,4,SALINAS,25,SALINAS,727,1,142,158,43,11,20,5,4,9,9,6,1,6,8,1,423,11,434,649
2,24,SAN LUIS POTOSI,4,SALINAS,25,SALINAS,728,2,326,388,64,10,46,32,26,10,12,3,8,13,8,1,947,32,979,1445
2,24,SAN LUIS POTOSI,4,SALINAS,25,SALINAS,729,1,143,119,11,10,24,7,12,8,10,4,2,9,2,0,361,18,379,558
2,24,SAN LUIS POTOSI,4,SALINAS,25,SALINAS,730,4,481,639,140,36,74,55,32,23,60,12,13,43,5,5,1618,70,1688,2644
2,24,SAN LUIS POTOSI,4,SALINAS,25,SALINAS,731,1,94,148,82,3,4,4,15,0,5,2,0,5,0,0,362,34,396,519
2,24,SAN LUIS POTOSI,4,SALINAS,25,SALINAS,732,1,22,88,79,12,4,9,10,0,4,0,0,5,2,0,235,15,250,385
2,24,SAN LUIS POTOSI,4,SALINAS,25,SALINAS,733,1,26,137,115,13,7,11,4,0,15,5,0,20,0,0,353,12,365,604
2,24,SAN LUIS POTOSI,4,SALINAS,25,SALINAS,734,1,49,51,44,4,0,7,3,2,2,1,0,1,1,0,165,8,173,243
2,24,SAN LUIS POTOSI,4,SALINAS,25,SALINAS,735,2,158,129,91,9,32,16,12,4,29,3,0,9,7,0,499,23,522,803
2,24,SAN LUIS POTOSI,4,SALINAS,25,SALINAS,736,1,103,93,99,5,10,10,1,2,15,3,1,10,0,0,352,29,381,588
2,24,SAN LUIS POTOSI,4,SALINAS,25,SALINAS,737,1,16,61,24,3,9,2,3,1,1,1,0,8,2,0,131,7,138,167
2,24,SAN LUIS POTOSI,4,SALINAS,25,SALINAS,738,1,33,60,40,2,10,12,12,1,3,1,1,5,8,0,188,0,188,246
2,24,SAN LUIS POTOSI,4,SALINAS,25,SALINAS,740,2,198,213,80,33,63,17,42,5,35,2,7,11,13,0,719,41,760,1252
2,24,SAN LUIS POTOSI,4,SALINAS,25,SALINAS,741,1,32,57,69,5,7,4,19,0,10,1,1,4,0,1,210,22,232,411
2,24,SAN LUIS POTOSI,4,SALINAS,25,SALINAS,742,2,89,107,38,7,28,33,27,3,71,3,2,4,3,0,415,32,447,786
2,24,SAN LUIS POTOSI,4,SALINAS,25,SALINAS,743,1,65,83,9,5,33,6,6,1,0,0,0,5,3,0,216,13,229,341
2,24,SAN LUIS POTOSI,4,SALINAS,25,SALINAS,744,1,59,63,19,5,8,4,74,3,7,1,0,3,3,0,249,21,270,505
2,24,SAN LUIS POTOSI,4,SALINAS,25,SALINAS,745,1,19,58,8,3,10,6,2,0,7,2,0,2,1,0,118,12,130,225
2,24,SAN LUIS POTOSI,4,SALINAS,25,SALINAS,746,3,311,131,171,18,87,28,54,7,24,3,6,3,20,0,863,65,928,1606
2,24,SAN LUIS POTOSI,4,SALINAS,25,SALINAS,747,1,99,53,14,8,2,2,23,1,13,1,2,2,0,0,220,17,237,402
2,24,SAN LUIS POTOSI,4,SALINAS,34,SANTO DOMINGO,1221,1,139,246,19,9,6,4,2,3,0,1,2,4,0,0,435,18,453,715
2,24,SAN LUIS POTOSI,4,SALINAS,34,SANTO DOMINGO,1222,1,34,48,2,0,2,1,0,0,0,0,1,0,0,0,88,7,95,134
2,24,SAN LUIS POTOSI,4,SALINAS,34,SANTO DOMINGO,1223,1,75,134,2,0,4,4,1,1,2,0,0,2,0,0,225,18,243,337
2,24,SAN LUIS POTOSI,4,SALINAS,34,SANTO DOMINGO,1224,1,16,88,19,2,3,1,1,1,0,0,0,1,0,0,132,1,133,205
2,24,SAN LUIS POTOSI,4,SALINAS,34,SANTO DOMINGO,1225,1,101,150,5,0,8,2,1,2,0,0,1,2,0,0,272,9,281,362
2,24,SAN LUIS POTOSI,4,SALINAS,34,SANTO DOMINGO,1226,1,120,306,6,0,1,2,0,0,1,0,0,2,0,0,438,6,444,617
2,24,SAN LUIS POTOSI,4,SALINAS,34,SANTO DOMINGO,1227,1,101,199,5,0,0,4,0,1,0,0,0,0,0,0,310,19,329,489
2,24,SAN LUIS POTOSI,4,SALINAS,34,SANTO DOMINGO,1228,1,56,154,26,2,3,3,0,1,0,0,0,1,0,0,246,15,261,343
2,24,SAN LUIS POTOSI,4,SALINAS,34,SANTO DOMINGO,1229,1,65,219,28,5,7,5,0,2,2,1,2,0,0,0,336,15,351,440
2,24,SAN LUIS POTOSI,4,SALINAS,34,SANTO DOMINGO,1230,1,50,73,21,1,4,2,7,0,2,0,1,0,0,0,161,7,168,203
2,24,SAN LUIS POTOSI,4,SALINAS,34,SANTO DOMINGO,1231,1,8,80,24,6,3,0,1,0,1,0,0,0,0,0,123,10,133,162
2,24,SAN LUIS POTOSI,4,SALINAS,34,SANTO DOMINGO,1232,1,21,107,4,0,1,0,0,0,0,0,0,0,0,0,133,2,135,213
2,24,SAN LUIS POTOSI,4,SALINAS,34,SANTO DOMINGO,1233,1,65,153,13,4,3,6,1,1,0,0,1,3,0,0,250,5,255,347
2,24,SAN LUIS POTOSI,4,SALINAS,34,SANTO DOMINGO,1234,1,41,146,9,3,11,1,2,0,0,0,0,3,0,0,216,14,230,319
2,24,SAN LUIS POTOSI,4,SALINAS,34,SANTO DOMINGO,1235,1,27,150,9,1,6,0,1,2,0,0,0,0,0,0,196,6,202,254
2,24,SAN LUIS POTOSI,4,SALINAS,34,SANTO DOMINGO,1236,1,121,95,4,0,1,1,0,1,0,0,0,0,0,0,223,16,239,303
2,24,SAN LUIS POTOSI,4,SALINAS,34,SANTO DOMINGO,1237,1,146,152,16,1,2,3,0,61,1,1,1,1,1,0,386,31,417,618
2,24,SAN LUIS POTOSI,4,SALINAS,34,SANTO DOMINGO,1238,3,229,480,258,29,22,12,13,9,4,0,1,8,1,0,1066,71,1137,1550
2,24,SAN LUIS POTOSI,4,SALINAS,34,SANTO DOMINGO,1239,1,27,93,10,0,1,1,0,0,0,0,0,0,0,0,132,17,149,200
2,24,SAN LUIS POTOSI,4,SALINAS,34,SANTO DOMINGO,1240,2,306,659,125,8,5,13,3,6,2,0,1,12,1,0,1141,56,1197,1435
2,24,SAN LUIS POTOSI,4,SALINAS,34,SANTO DOMINGO,1241,1,117,139,2,0,2,1,0,0,0,0,0,0,0,0,261,4,265,350
2,24,SAN LUIS POTOSI,4,SALINAS,50,VILLA DE RAMOS,1612,3,236,278,11,10,91,205,7,3,2,0,5,1,46,0,895,66,961,1366
2,24,SAN LUIS POTOSI,4,SALINAS,50,VILLA DE RAMOS,1613,3,231,294,21,8,112,269,11,4,4,3,2,3,58,0,1020,69,1089,1599
2,24,SAN LUIS POTOSI,4,SALINAS,50,VILLA DE RAMOS,1614,1,42,69,1,2,6,47,0,1,0,1,7,0,5,0,181,4,185,241
2,24,SAN LUIS POTOSI,4,SALINAS,50,VILLA DE RAMOS,1615,3,119,595,48,11,30,117,3,4,3,3,75,9,20,0,1037,46,1083,1562
2,24,SAN LUIS POTOSI,4,SALINAS,50,VILLA DE RAMOS,1616,3,113,726,28,10,34,125,2,2,0,1,28,15,14,0,1098,40,1138,1607
2,24,SAN LUIS POTOSI,4,SALINAS,50,VILLA DE RAMOS,1617,3,239,155,9,10,23,112,1,9,1,3,46,1,11,0,620,38,658,1004
2,24,SAN LUIS POTOSI,4,SALINAS,50,VILLA DE RAMOS,1618,2,199,218,6,7,19,135,2,5,1,2,82,0,10,0,686,20,706,1019
2,24,SAN LUIS POTOSI,4,SALINAS,50,VILLA DE RAMOS,1619,3,122,409,15,4,155,137,20,3,7,0,11,10,49,1,943,49,992,1510
2,24,SAN LUIS POTOSI,4,SALINAS,50,VILLA DE RAMOS,1620,2,154,511,17,10,35,162,4,5,3,1,5,3,21,0,931,39,970,1361
2,24,SAN LUIS POTOSI,4,SALINAS,50,VILLA DE RAMOS,1621,1,91,43,6,0,8,37,1,1,2,0,5,4,7,0,205,7,212,259
2,24,SAN LUIS POTOSI,4,SALINAS,50,VILLA DE RAMOS,1622,3,718,596,4,12,87,98,1,4,4,5,136,6,12,0,1683,32,1715,2145
2,24,SAN LUIS POTOSI,4,SALINAS,50,VILLA DE RAMOS,1623,3,433,426,7,14,77,61,1,12,4,9,245,2,9,11,1311,35,1346,1770
2,24,SAN LUIS POTOSI,4,SALINAS,50,VILLA DE RAMOS,1624,1,56,46,0,1,5,60,0,2,0,3,2,4,4,0,183,8,191,298
2,24,SAN LUIS POTOSI,4,SALINAS,50,VILLA DE RAMOS,1625,1,92,70,6,0,22,24,3,0,1,1,3,3,8,0,233,4,237,322
2,24,SAN LUIS POTOSI,4,SALINAS,50,VILLA DE RAMOS,1626,1,22,33,15,1,4,11,1,0,0,1,1,0,1,0,90,1,91,156
2,24,SAN LUIS POTOSI,4,SALINAS,50,VILLA DE RAMOS,1627,1,68,140,4,2,30,131,2,0,0,2,2,1,46,0,428,42,470,681
2,24,SAN LUIS POTOSI,4,SALINAS,50,VILLA DE RAMOS,1628,2,163,163,9,5,25,201,1,35,0,2,21,3,29,0,657,35,692,1052
2,24,SAN LUIS POTOSI,4,SALINAS,50,VILLA DE RAMOS,1629,3,197,299,16,17,48,328,2,30,1,4,15,5,31,0,993,51,1044,1752
2,24,SAN LUIS POTOSI,4,SALINAS,50,VILLA DE RAMOS,1630,2,99,299,4,1,15,79,2,0,20,3,7,1,9,0,539,24,563,762
2,24,SAN LUIS POTOSI,4,SALINAS,50,VILLA DE RAMOS,1631,3,258,238,61,5,29,261,17,10,5,32,59,4,36,0,1015,64,1079,1838
2,24,SAN LUIS POTOSI,4,SALINAS,50,VILLA DE RAMOS,1632,2,218,132,76,17,24,93,12,7,3,20,60,2,18,0,682,30,712,1089
2,24,SAN LUIS POTOSI,4,SALINAS,50,VILLA DE RAMOS,1633,2,169,151,132,8,17,125,9,3,4,12,31,2,14,0,677,15,692,1217
2,24,SAN LUIS POTOSI,4,SALINAS,50,VILLA DE RAMOS,1634,1,53,63,5,2,34,61,1,0,1,0,1,0,21,0,242,11,253,437
2,24,SAN LUIS POTOSI,4,SALINAS,50,VILLA DE RAMOS,1635,1,31,78,4,4,25,47,0,0,0,0,1,2,17,0,209,13,222,329
2,24,SAN LUIS POTOSI,4,SALINAS,50,VILLA DE RAMOS,1637,1,39,70,6,3,10,22,3,0,3,0,1,0,1,0,158,2,160,211
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,773,11,824,672,116,94,1029,114,27,238,150,29,44,49,98,16,3500,106,3606,7886
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,774,12,615,684,90,40,1072,115,25,120,133,12,39,15,41,279,3280,110,3390,8305
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,775,14,618,819,142,38,1489,127,34,100,80,17,29,40,73,7,3613,134,3747,10262
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,776,6,364,284,26,9,651,36,8,51,40,16,14,3,3,3,1508,64,1572,4446
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,777,2,148,112,14,16,136,20,11,26,25,5,12,18,16,5,564,24,588,1280
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,778,4,308,253,44,27,366,41,10,48,50,5,29,27,32,10,1250,53,1303,2819
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,779,6,398,460,50,34,624,37,16,85,66,15,25,25,47,10,1892,81,1973,4350
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,780,4,226,224,45,19,283,22,9,45,35,7,14,14,19,3,965,34,999,2441
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,781,6,343,249,57,11,398,54,16,68,38,13,20,89,151,15,1522,66,1588,3958
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,782,3,180,143,35,11,340,34,20,34,26,10,12,7,32,4,888,36,924,2141
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,783,4,246,205,49,27,430,35,18,47,37,11,15,7,33,7,1167,61,1228,2814
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,784,3,131,157,23,8,216,19,7,22,33,5,9,11,31,3,675,39,714,1622
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,785,3,158,121,34,9,210,27,10,46,37,7,11,4,20,2,696,33,729,1708
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,786,4,423,322,38,45,264,35,22,110,92,15,20,14,12,21,1433,58,1491,2875
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,787,12,1018,713,97,61,1116,99,40,172,130,29,61,14,36,29,3615,146,3761,8770
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,788,2,133,108,12,12,86,6,26,33,21,2,12,1,2,9,463,12,475,945
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,789,2,169,133,27,22,175,17,10,35,28,4,17,0,0,9,646,28,674,1466
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,790,3,220,186,32,15,276,54,38,59,30,4,17,19,29,10,989,51,1040,2211
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,791,4,268,160,27,16,454,42,32,33,31,6,8,3,7,1,1088,28,1116,2534
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,792,4,332,249,27,17,537,43,18,57,43,38,22,0,6,6,1395,51,1446,2828
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,793,2,139,123,22,12,177,21,9,31,45,8,14,10,10,8,629,12,641,1360
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,794,4,238,188,27,23,324,34,12,37,37,13,13,6,15,2,969,47,1016,2264
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,795,4,229,187,37,20,290,26,13,54,37,3,20,18,12,10,956,57,1013,2363
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,796,4,351,211,35,27,348,25,11,66,53,5,28,13,31,8,1212,49,1261,2483
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,797,3,183,170,39,13,262,17,13,35,31,4,11,19,20,0,817,38,855,1886
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,798,2,156,129,18,7,119,13,6,36,30,4,14,6,15,8,561,23,584,1119
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,799,2,93,105,13,8,83,16,2,16,18,1,6,6,5,1,373,14,387,792
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,800,2,192,174,12,12,167,10,7,21,30,10,10,9,14,8,676,29,705,1259
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,801,2,214,164,26,15,129,22,12,32,21,3,11,18,16,3,686,30,716,1259
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,802,2,183,153,25,21,118,16,6,37,22,3,15,2,7,8,616,24,640,1239
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,803,4,456,352,20,10,258,27,10,99,75,8,25,15,16,26,1397,73,1470,2551
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,804,1,106,86,9,11,77,4,0,28,18,6,9,1,7,6,368,24,392,706
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,805,10,828,669,102,49,830,84,29,176,115,20,71,28,57,21,3079,143,3222,6754
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,806,2,161,146,8,13,84,19,4,24,33,2,9,10,6,10,529,25,554,941
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,807,2,190,125,5,9,92,12,3,34,35,4,14,10,1,6,540,27,567,1021
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,808,3,196,203,26,11,311,37,17,36,30,6,10,17,22,6,928,51,979,2002
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,811,1,127,113,14,11,75,13,4,16,20,7,5,5,2,6,418,8,426,739
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,812,2,284,220,14,13,113,13,7,40,39,9,13,14,6,10,795,35,830,1440
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,813,2,191,155,13,17,116,14,5,49,49,4,11,8,5,13,650,34,684,1233
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,814,2,124,133,12,15,114,12,4,29,16,5,15,10,18,6,513,22,535,1049
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,815,2,109,122,19,11,118,6,8,22,24,3,11,2,10,3,468,21,489,994
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,816,3,223,188,18,12,229,30,12,45,35,7,19,8,5,10,841,52,893,1683
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,817,2,200,149,16,14,83,11,4,36,43,7,10,6,15,8,602,34,636,1125
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,818,1,139,91,12,9,36,8,4,24,25,3,7,3,4,3,368,16,384,657
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,819,2,150,164,17,10,56,13,5,35,24,5,8,8,0,3,498,25,523,905
