CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_COMUNIDAD,COMUNIDAD,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,PAC,PS,MORENA,ES,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
4,29,TLAXCALA,162,BARRIO DE LA SANTISIMA,353,C04,35,12,137,8,4,26,137,35,1,,,,,,,0,395,13,408,614,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_SPMonte_PC_Barrio%20de%20la%20Santisima.pdf
4,29,TLAXCALA,163,BARRIO DE SAN MIGUEL,354,B,87,97,24,42,,22,66,104,3,0,,,,,,1,446,17,463,630,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_SPMonte_PC_Barrio%20de%20San%20Miguel.pdf
4,29,TLAXCALA,163,BARRIO DE SAN MIGUEL,354,C01,84,89,14,43,,18,78,106,2,0,,,,,,0,434,19,453,629,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_SPMonte_PC_Barrio%20de%20San%20Miguel.pdf
4,29,TLAXCALA,163,BARRIO DE SAN MIGUEL,354,C02,57,94,17,44,,32,83,78,3,1,,,,,,0,409,19,428,629,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_SPMonte_PC_Barrio%20de%20San%20Miguel.pdf
4,29,TLAXCALA,163,BARRIO DE SAN MIGUEL,354,C03,96,92,23,26,,19,105,84,8,0,,,,,,1,454,8,462,629,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_SPMonte_PC_Barrio%20de%20San%20Miguel.pdf
4,29,TLAXCALA,163,BARRIO DE SAN MIGUEL,354,C04,83,101,17,50,,15,53,114,2,0,,,,,,0,435,22,457,629,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_SPMonte_PC_Barrio%20de%20San%20Miguel.pdf
4,29,TLAXCALA,164,BARRIO DE JESUS,355,B,38,123,132,12,,0,4,6,29,88,,,,,,0,432,17,449,654,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_SPMonte_PC_Barrio%20de%20Jesus.pdf
4,29,TLAXCALA,164,BARRIO DE JESUS,355,C01,35,123,118,4,,3,7,28,18,113,,,,,,0,449,7,456,653,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_SPMonte_PC_Barrio%20de%20Jesus.pdf
4,29,TLAXCALA,164,BARRIO DE JESUS,355,C02,39,152,117,6,,5,2,5,17,104,,,,,,0,447,2,449,653,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_SPMonte_PC_Barrio%20de%20Jesus.pdf
4,29,TLAXCALA,164,BARRIO DE JESUS,355,C03,32,176,110,15,,3,5,13,22,102,,,,,,0,478,14,492,653,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_SPMonte_PC_Barrio%20de%20Jesus.pdf
4,29,TLAXCALA,165,BARRIO DE SAN SEBASTIAN,356,B,11,41,58,135,47,50,4,64,1,29,14,,,,,0,454,6,460,677,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_SPMonte_PC_Barrio%20de%20San%20Sebastian.pdf
4,29,TLAXCALA,165,BARRIO DE SAN SEBASTIAN,356,C01,19,23,82,98,63,34,3,67,1,29,12,,,,,0,431,18,449,677,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_SPMonte_PC_Barrio%20de%20San%20Sebastian.pdf
4,29,TLAXCALA,165,BARRIO DE SAN SEBASTIAN,356,C02,19,32,76,104,43,45,1,55,0,31,12,,,,,0,418,17,435,677,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_SPMonte_PC_Barrio%20de%20San%20Sebastian.pdf
4,29,TLAXCALA,165,BARRIO DE SAN SEBASTIAN,356,C03,19,58,88,113,45,56,0,53,0,31,3,,,,,0,466,12,478,677,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_SPMonte_PC_Barrio%20de%20San%20Sebastian.pdf
4,29,TLAXCALA,165,BARRIO DE SAN SEBASTIAN,356,C04,12,41,87,125,54,37,2,40,1,45,6,,,,,0,450,12,462,676,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_SPMonte_PC_Barrio%20de%20San%20Sebastian.pdf
4,29,TLAXCALA,166,BARRIO DE SAN BARTOLOME,357,B,63,86,89,85,,20,,8,36,58,,,,,,0,445,11,456,668,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_SPMonte_PC_Barrio%20de%20San%20Bartolome.pdf
4,29,TLAXCALA,166,BARRIO DE SAN BARTOLOME,357,C01,94,78,81,105,,15,,7,10,65,,,,,,0,455,7,462,668,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_SPMonte_PC_Barrio%20de%20San%20Bartolome.pdf
4,29,TLAXCALA,166,BARRIO DE SAN BARTOLOME,357,C02,90,85,87,67,,19,,7,10,76,,,,,,0,441,13,454,667,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_SPMonte_PC_Barrio%20de%20San%20Bartolome.pdf
4,29,TLAXCALA,166,BARRIO DE SAN BARTOLOME,357,C03,70,76,72,84,,26,,11,14,61,,,,,,0,414,14,428,667,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_SPMonte_PC_Barrio%20de%20San%20Bartolome.pdf
4,29,TLAXCALA,166,BARRIO DE SAN BARTOLOME,358,B,113,78,71,79,,21,,4,7,38,,,,,,0,411,9,420,612,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_SPMonte_PC_Barrio%20de%20San%20Bartolome.pdf
4,29,TLAXCALA,166,BARRIO DE SAN BARTOLOME,358,C01,110,55,63,78,,22,,2,7,42,,,,,,0,379,9,388,612,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_SPMonte_PC_Barrio%20de%20San%20Bartolome.pdf
4,29,TLAXCALA,166,BARRIO DE SAN BARTOLOME,358,C02,79,90,66,80,,35,,5,7,29,,,,,,0,391,7,398,612,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_SPMonte_PC_Barrio%20de%20San%20Bartolome.pdf
4,29,TLAXCALA,166,BARRIO DE SAN BARTOLOME,358,C03,85,64,106,63,,35,,3,6,33,,,,,,0,395,15,410,612,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_SPMonte_PC_Barrio%20de%20San%20Bartolome.pdf
4,29,TLAXCALA,166,BARRIO DE SAN BARTOLOME,358,C04,114,62,54,72,,58,,2,3,39,,,,,,1,405,10,415,612,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_SPMonte_PC_Barrio%20de%20San%20Bartolome.pdf
4,29,TLAXCALA,167,BARRIO DE SAN PEDRO,359,B,55,143,117,60,,23,,,,81,,,,,,0,479,3,482,727,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_SPMonte_PC_Barrio%20de%20San%20Pedro.pdf
4,29,TLAXCALA,167,BARRIO DE SAN PEDRO,359,C01,68,143,98,60,,25,,,,85,,,,,,0,479,14,493,727,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_SPMonte_PC_Barrio%20de%20San%20Pedro.pdf
4,29,TLAXCALA,167,BARRIO DE SAN PEDRO,359,C02,92,171,89,66,,18,,,,42,,,,,,0,478,16,494,727,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_SPMonte_PC_Barrio%20de%20San%20Pedro.pdf
4,29,TLAXCALA,167,BARRIO DE SAN PEDRO,360,B,52,102,99,93,,80,,,,54,,,,,,0,480,10,490,695,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_SPMonte_PC_Barrio%20de%20San%20Pedro.pdf
4,29,TLAXCALA,167,BARRIO DE SAN PEDRO,360,C01,55,113,99,57,,64,,,,41,,,,,,0,429,16,445,695,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_SPMonte_PC_Barrio%20de%20San%20Pedro.pdf
4,29,TLAXCALA,167,BARRIO DE SAN PEDRO,360,C02,50,89,82,105,,43,,,,71,,,,,,0,440,13,453,694,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_SPMonte_PC_Barrio%20de%20San%20Pedro.pdf
4,29,TLAXCALA,168,BARRIO DE TLALTEPANGO,361,B,140,25,103,4,,150,,4,,27,,,,,,0,453,21,474,681,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_SPMonte_PC_Barrio%20de%20Tlaltepango.pdf
4,29,TLAXCALA,168,BARRIO DE TLALTEPANGO,361,C01,177,31,75,9,,115,,2,,27,,,,,,0,436,17,453,681,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_SPMonte_PC_Barrio%20de%20Tlaltepango.pdf
4,29,TLAXCALA,168,BARRIO DE TLALTEPANGO,361,C02,172,35,81,7,,130,,2,,27,,,,,,0,454,13,467,681,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_SPMonte_PC_Barrio%20de%20Tlaltepango.pdf
4,29,TLAXCALA,168,BARRIO DE TLALTEPANGO,361,C03,188,29,87,15,,117,,3,,30,,,,,,0,469,20,489,680,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_SPMonte_PC_Barrio%20de%20Tlaltepango.pdf
4,29,TLAXCALA,168,BARRIO DE TLALTEPANGO,362,B,113,77,99,5,,132,,4,,19,,,,,,0,449,24,473,696,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_SPMonte_PC_Barrio%20de%20Tlaltepango.pdf
4,29,TLAXCALA,168,BARRIO DE TLALTEPANGO,362,C01,145,41,90,4,,134,,5,,24,,,,,,0,443,13,456,696,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_SPMonte_PC_Barrio%20de%20Tlaltepango.pdf
4,29,TLAXCALA,168,BARRIO DE TLALTEPANGO,362,C02,127,46,108,2,,119,,6,,35,,,,,,0,443,17,460,696,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_SPMonte_PC_Barrio%20de%20Tlaltepango.pdf
4,29,TLAXCALA,168,BARRIO DE TLALTEPANGO,362,C03,122,52,65,5,,143,,2,,32,,,,,,1,422,16,438,696,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_SPMonte_PC_Barrio%20de%20Tlaltepango.pdf
4,29,TLAXCALA,168,BARRIO DE TLALTEPANGO,362,C04,144,55,54,5,,130,,2,,25,,,,,,0,415,19,434,695,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_SPMonte_PC_Barrio%20de%20Tlaltepango.pdf
4,29,TLAXCALA,169,BARRIO DE SAN ISIDRO BUENSUCESO,363,B,52,133,100,4,2,60,,9,,33,5,,,,,0,398,35,433,630,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_SPMonte_PC_Barrio%20de%20San%20Isidro%20Buensuceso.pdf
4,29,TLAXCALA,169,BARRIO DE SAN ISIDRO BUENSUCESO,363,C01,38,136,82,0,0,64,,4,,55,4,,,,,0,383,29,412,630,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_SPMonte_PC_Barrio%20de%20San%20Isidro%20Buensuceso.pdf
4,29,TLAXCALA,169,BARRIO DE SAN ISIDRO BUENSUCESO,363,C02,29,144,104,1,3,53,,10,,51,5,,,,,0,400,21,421,630,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_SPMonte_PC_Barrio%20de%20San%20Isidro%20Buensuceso.pdf
4,29,TLAXCALA,169,BARRIO DE SAN ISIDRO BUENSUCESO,363,C03,36,152,109,0,2,54,,8,,47,3,,,,,0,411,22,433,630,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_SPMonte_PC_Barrio%20de%20San%20Isidro%20Buensuceso.pdf
4,29,TLAXCALA,169,BARRIO DE SAN ISIDRO BUENSUCESO,363,C04,46,101,109,2,9,81,,13,,48,2,,,,,0,411,21,432,629,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_SPMonte_PC_Barrio%20de%20San%20Isidro%20Buensuceso.pdf
4,29,TLAXCALA,169,BARRIO DE SAN ISIDRO BUENSUCESO,363,C05,64,115,111,1,5,47,,8,,44,1,,,,,0,396,23,419,629,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_SPMonte_PC_Barrio%20de%20San%20Isidro%20Buensuceso.pdf
4,29,TLAXCALA,169,BARRIO DE SAN ISIDRO BUENSUCESO,364,B,41,127,93,1,3,54,,25,,44,2,,,,,0,390,14,404,594,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_SPMonte_PC_Barrio%20de%20San%20Isidro%20Buensuceso.pdf
4,29,TLAXCALA,169,BARRIO DE SAN ISIDRO BUENSUCESO,364,C01,44,114,85,8,3,52,,13,,33,3,,,,,0,355,18,373,594,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_SPMonte_PC_Barrio%20de%20San%20Isidro%20Buensuceso.pdf
4,29,TLAXCALA,169,BARRIO DE SAN ISIDRO BUENSUCESO,364,C02,59,132,73,1,3,43,,44,,35,1,,,,,0,391,13,404,594,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_SPMonte_PC_Barrio%20de%20San%20Isidro%20Buensuceso.pdf
4,29,TLAXCALA,169,BARRIO DE SAN ISIDRO BUENSUCESO,364,C03,35,134,76,3,5,46,,115,,34,0,,,,,0,448,19,467,593,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_SPMonte_PC_Barrio%20de%20San%20Isidro%20Buensuceso.pdf
4,29,TLAXCALA,170,SAN MIGUEL CONTLA,365,B,63,33,,,31,,38,,85,37,,,,,,38,325,18,343,596,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_SantaCruzTlaxcala_PC_San%20Miguel%20Contla.pdf
4,29,TLAXCALA,170,SAN MIGUEL CONTLA,365,C01,83,24,,,30,,38,,74,33,,,,,,22,304,23,327,596,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_SantaCruzTlaxcala_PC_San%20Miguel%20Contla.pdf
4,29,TLAXCALA,170,SAN MIGUEL CONTLA,365,C02,67,31,,,36,,27,,59,54,,,,,,44,318,27,345,596,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_SantaCruzTlaxcala_PC_San%20Miguel%20Contla.pdf
4,29,TLAXCALA,170,SAN MIGUEL CONTLA,366,B,63,69,,,39,,119,,89,24,,,,,,94,497,12,509,680,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_SantaCruzTlaxcala_PC_San%20Miguel%20Contla.pdf
4,29,TLAXCALA,170,SAN MIGUEL CONTLA,366,C01,66,95,,,29,,104,,94,7,,,,,,76,471,19,490,680,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_SantaCruzTlaxcala_PC_San%20Miguel%20Contla.pdf
4,29,TLAXCALA,170,SAN MIGUEL CONTLA,366,C02,45,53,,,22,,118,,93,18,,,,,,122,471,14,485,680,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_SantaCruzTlaxcala_PC_San%20Miguel%20Contla.pdf
4,29,TLAXCALA,171,SAN LUCAS TLACOCHCALCO,369,B,82,105,,,159,22,,73,,,5,,,,,1,447,23,470,686,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_SantaCruzTlaxcala_PC_San%20Lucas%20Tlacochcalco.pdf
4,29,TLAXCALA,171,SAN LUCAS TLACOCHCALCO,369,C01,74,105,,,176,20,,93,,,7,,,,,0,475,215,690,686,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_SantaCruzTlaxcala_PC_San%20Lucas%20Tlacochcalco.pdf
4,29,TLAXCALA,171,SAN LUCAS TLACOCHCALCO,369,C02,64,97,,,162,,,91,,,13,,,,,0,427,15,442,685,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_SantaCruzTlaxcala_PC_San%20Lucas%20Tlacochcalco.pdf
4,29,TLAXCALA,172,JESUS HUIZNAHUAC,370,B,68,33,,,113,,34,2,,,35,,,65,,0,350,5,355,460,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_SantaCruzTlaxcala_PC_Jes%23U00fas%20Huiznahuac.pdf
4,29,TLAXCALA,172,JESUS HUIZNAHUAC,370,C01,63,23,,,132,,26,5,,,32,,,88,,0,369,3,372,459,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_SantaCruzTlaxcala_PC_Jes%23U00fas%20Huiznahuac.pdf
4,29,TLAXCALA,173,GUADALUPE TLACHCO,371,B,66,96,,,65,,,11,,,,,,,141,0,379,23,402,619,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_SantaCruzTlaxcala_PC_Guadalupe%20Tlachco.pdf
4,29,TLAXCALA,173,GUADALUPE TLACHCO,371,C01,57,162,,,70,,,16,,,,,,,111,0,416,16,432,619,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_SantaCruzTlaxcala_PC_Guadalupe%20Tlachco.pdf
4,29,TLAXCALA,173,GUADALUPE TLACHCO,371,C02,59,115,,,57,,,13,,,,,,,175,0,419,18,437,618,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_SantaCruzTlaxcala_PC_Guadalupe%20Tlachco.pdf
4,29,TLAXCALA,173,GUADALUPE TLACHCO,371,C03,80,109,,,56,,,12,,,,,,,155,0,412,20,432,618,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Recuento/Actas_Recuento_SantaCruzTlaxcala_PC_Guadalupe%20Tlachco.pdf
4,29,TLAXCALA,174,SECCION 1A. TECAHUALOYA,378,B,43,22,58,56,51,12,,61,,75,,,,,,0,378,16,394,532,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Teolocholco_PC_Seccion%201ra%20Tecahualoya.pdf
4,29,TLAXCALA,174,SECCION 1A. TECAHUALOYA,378,C01,29,24,82,90,44,14,,46,,55,,,,,,0,384,20,404,531,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Presidente_de_Comunidad/Actas%20de%20Escrutinio%20y%20Computo/AEYC_Teolocholco_PC_Seccion%201ra%20Tecahualoya.pdf
