ID_ESTADO,NOMBRE_ESTADO,ID_COMUNIDAD,COMUNIDAD,SECCIONES,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,PAC,PS,MORENA,ES,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
29,TLAXCALA,1,SAN DAMIAN TLACOCALPAN,1,1,,200,,,,,,,,268,,,,,,30,498,16,514,627,0.8198
29,TLAXCALA,2,TLATEMPAN,1,4,222,724,386,19,,,,39,,214,33,,,,,2,1639,70,1709,2366,0.7223
29,TLAXCALA,3,SAN MATIAS TEPETOMATITLAN,1,4,829,243,233,16,,,34,183,,85,,,,,,0,1623,44,1667,2271,0.7340
29,TLAXCALA,4,BELEN ATZITZIMITITLAN,1,4,313,648,381,43,,,66,245,,,,,,,,1,1697,34,1731,2363,0.7325
29,TLAXCALA,5,TECOLOTLA,1,2,194,68,191,,,,,18,,43,,113,,,,0,627,16,643,826,0.7785
29,TLAXCALA,6,COLONIA CERRITO DE GUADALUPE,1,3,289,355,57,104,12,,80,77,312,94,,,,,,2,1382,50,1432,2191,0.6536
29,TLAXCALA,7,SAN LUIS APIZAQUITO,1,6,412,247,137,9,432,416,12,143,,501,58,,,,,2,2369,101,2470,4158,0.5940
29,TLAXCALA,8,COLONIA MORELOS,1,2,235,26,,6,63,81,,231,,,,,,,,0,642,27,669,882,0.7585
29,TLAXCALA,9,GUADALUPE TEXCALAC,1,2,174,265,116,172,,,,36,,,6,,,,,0,769,25,794,1098,0.7231
29,TLAXCALA,10,SANTA MARIA TEXCALAC,2,8,307,722,298,,136,200,16,989,24,89,615,,,,,1,3397,110,3507,5204,0.6739
29,TLAXCALA,11,SANTA ANITA HUILOAC,4,10,421,797,556,25,566,195,108,332,107,225,78,,,,,7,3417,156,3573,5960,0.5995
29,TLAXCALA,12,COLONIA SAN ISIDRO APIZAQUITO,1,3,133,303,53,117,37,,,192,,158,34,,,,,0,1027,33,1060,1717,0.6174
29,TLAXCALA,13,SANTA CLARA OZUMBA,1,1,3,140,,,,,129,,3,,,,,,,0,275,11,286,343,0.8338
29,TLAXCALA,14,SANTIAGO VILLALTA,1,1,35,96,,,,26,64,,7,10,,,,,,0,238,12,250,305,0.8197
29,TLAXCALA,15,COLONIA AGRICOLA SANLUIS ,1,1,,47,,,,,,,35,,,,,,,0,82,1,83,101,0.8218
29,TLAXCALA,16,ZUMPANGO,1,2,115,209,,,55,53,166,,11,135,,,,,,0,744,24,768,1065,0.7211
29,TLAXCALA,17,BENITO JUAREZ TEZOYO,1,1,,156,,,,21,,,6,71,,,,,,0,254,12,266,380,0.7000
29,TLAXCALA,18,COLONIA LA TRASQUILA,1,1,72,66,,8,,2,20,,62,8,,,,,,0,238,9,247,311,0.7942
29,TLAXCALA,19,SAN PEDRO ECATEPEC,1,2,66,404,,,,9,198,158,15,,,,,,,0,850,57,907,1163,0.7799
29,TLAXCALA,20,COLONIA VILLA DE LAS FLORES,1,1,59,83,,,,51,,,4,,,,,,,0,197,5,202,299,0.6756
29,TLAXCALA,21,BARRIO DE LA CONCEPCIÓN,1,2,6,60,,,105,1,,98,,40,,,,,,2,312,14,326,424,0.7689
29,TLAXCALA,22,BARRIO DE GUADALUPE,1,2,,84,92,,,46,,128,,35,,,,,,0,385,15,400,539,0.7421
29,TLAXCALA,24,SAN JOSE BUENAVISTA,1,1,12,,22,,1,,,20,,71,,,,,,0,126,13,139,177,0.7853
29,TLAXCALA,26,LAZARO CARDENAS,1,1,8,53,52,,125,,,1,,10,,,,,,0,249,13,262,313,0.8371
29,TLAXCALA,27,SAN ANTONIO TECOPILCO,1,1,,116,66,,11,,27,23,,,,,,,,0,243,7,250,323,0.7740
29,TLAXCALA,28,SAN JUAN OCOTITLA,1,1,,,94,,,,,9,3,61,,,,,,0,167,5,172,212,0.8113
29,TLAXCALA,29,SAN JOSE PILANCON,1,1,8,65,20,,64,,,27,,4,,,,,,0,188,1,189,212,0.8915
29,TLAXCALA,30,XALTITLA,3,3,,,68,,172,,,80,,47,,,,,,0,367,26,393,560,0.7018
29,TLAXCALA,31,MESA REDONDA,1,1,,98,,,,,,67,,,,,,,,0,165,6,171,204,0.8382
29,TLAXCALA,32,CONCEPCION HIDALGO,1,3,273,364,354,,15,,,140,3,105,,,,,,1,1255,72,1327,1821,0.7287
29,TLAXCALA,33,FELIPE CARRILLO PUERTO,1,2,53,86,146,92,3,,,13,,187,,,,,,0,580,24,604,798,0.7569
29,TLAXCALA,34,NEXNOPALA,1,1,45,157,,,,,,149,,28,,,,,,0,379,22,401,518,0.7741
29,TLAXCALA,35,RANCHERIA POCITOS,1,2,17,224,133,,153,130,,6,,4,,,,,,0,667,27,694,878,0.7904
29,TLAXCALA,36,SANTA MARIA LAS CUEVAS,1,1,80,195,181,,29,,,6,,2,,,,,,0,493,20,513,603,0.8507
29,TLAXCALA,37,NAZARETH,1,1,,30,40,,,,,84,,23,,,,,,39,216,7,223,252,0.8849
29,TLAXCALA,38,SANTA CRUZ POCITOS,1,2,207,116,163,,3,,,244,,19,,,,,,0,752,29,781,954,0.8187
29,TLAXCALA,39,LOMAS DE JONGUITO,1,1,,88,56,,11,,,1,,,,,,,,0,156,6,162,199,0.8141
29,TLAXCALA,40,BARRIO DE SAN ANTONIO,1,2,140,186,126,,39,20,56,113,3,192,1,,,,,69,945,33,978,1310,0.7466
29,TLAXCALA,41,COLONIA ALFONSO ESPEJEL,1,6,193,354,307,66,155,108,114,372,124,53,,,,,,0,1846,112,1958,3784,0.5174
29,TLAXCALA,42,COLONIA EL MIRADOR,5,16,789,498,,1,39,268,40,266,159,202,,,,,,1,2263,111,2374,3984,0.5959
29,TLAXCALA,43,COLONIA FRANCISCO SARABIA,2,6,548,89,,231,,425,,356,235,246,,,,,,4,2134,88,2222,3620,0.6138
29,TLAXCALA,44,SAN MATEO ACTIPAC,1,1,181,153,,7,,,,175,25,,,,,,,0,541,8,549,740,0.7419
29,TLAXCALA,46,BARRIO DE GUADALUPE,1,2,144,342,153,,,,,66,0,,,,,,,0,705,50,755,1144,0.6600
29,TLAXCALA,47,COLONIA MAZATEPEC,1,3,437,451,203,3,8,,,259,14,,,,,,,0,1375,66,1441,2229,0.6465
29,TLAXCALA,48,COLONIA LA SOLEDAD,1,1,13,52,,,4,,,72,159,,,,,,,0,300,29,329,399,0.8246
29,TLAXCALA,49,VICENTE GUERRERO,1,1,36,74,62,,,,,,,,,,,,,0,172,4,176,214,0.8224
29,TLAXCALA,50,COLONIA IGNACIO ALLENDE,1,2,173,262,,,324,43,,,69,54,,,,,,2,927,52,979,1249,0.7838
29,TLAXCALA,51,SANTA BEATRIZ LA NUEVA,1,1,100,,,,68,,,,20,,,,,,,3,191,7,198,251,0.7888
29,TLAXCALA,52,COLONIA LOMA BONITA,1,1,17,39,,,67,,,,8,,,,,,,0,131,2,133,156,0.8526
29,TLAXCALA,53,COLONIA AVILA CAMACHO,1,1,16,,,,97,,,63,,,,,,,,44,220,7,227,264,0.8598
29,TLAXCALA,54,SAN FRANCISCO CUEXCONTZI,1,2,43,226,,197,54,,,,82,10,,,,,,0,612,36,648,766,0.8460
29,TLAXCALA,55,COLONIA PLAN DE AYALA,1,1,105,,,,,,,,32,,,,,,,102,239,13,252,299,0.8428
29,TLAXCALA,56,COLONIA JOSE MARIA MORELOS,1,1,9,165,,,152,,,,,,,,,,,0,326,4,330,375,0.8800
29,TLAXCALA,57,2A. SECCION CUAXOMULCO (TECUICUILCO),1,2,275,78,80,,86,,,321,,42,3,,,,,0,885,42,927,1254,0.7392
29,TLAXCALA,58,1A. SECCION CUAXOMULCO (BARRIO DE ATENCO),1,2,84,,90,,179,,,261,,27,104,,,,,0,745,24,769,979,0.7855
29,TLAXCALA,60,ZACAMOLPA,1,1,12,,47,,51,,,14,2,64,,,,,,0,190,2,192,226,0.8496
29,TLAXCALA,61,SAN LORENZO XALTELULCO,1,2,154,,218,,253,,,203,,32,,,,,,0,860,24,884,1137,0.7775
29,TLAXCALA,62,COLONIA CHALMA,2,6,228,156,295,,19,205,,,50,,214,,,,,1,1168,74,1242,1715,0.7242
29,TLAXCALA,63,SANTA CRUZ GUADALUPE,1,3,164,227,250,301,,88,151,107,,,,,,,,1,1289,58,1347,2012,0.6695
29,TLAXCALA,64,COLONIA REFORMA,2,7,307,547,482,278,,195,93,,226,237,,,,,,5,2370,147,2517,4077,0.6174
29,TLAXCALA,65,COLONIA INDUSTRIAL,1,2,45,170,163,,144,29,134,25,,,,,,,,1,711,27,738,1064,0.6936
29,TLAXCALA,66,COLONIA EL ALTO,2,7,398,615,493,,401,256,81,157,,517,89,,,,,0,3007,116,3123,5179,0.6030
29,TLAXCALA,67,BARRIO TEXCACOAC,1,6,535,628,550,,70,207,224,51,,341,,,,,,2,2608,92,2700,4210,0.6413
29,TLAXCALA,68,XAXALA,1,3,369,,287,,,108,167,89,,101,,,,,,7,1128,92,1220,1915,0.6371
29,TLAXCALA,69,SAN JOSE CUAMANTZINGO,1,2,293,,,11,182,56,,,,118,,,,,,0,660,41,701,976,0.7182
29,TLAXCALA,70,GUADALUPE CUAHUTEMOC,1,1,8,84,,130,39,3,55,,,,,,,,,0,319,19,338,476,0.7101
29,TLAXCALA,71,COLONIA SAN ISIDRO CHIPILA,1,1,11,74,,7,4,,,,,,,,,,,86,182,12,194,252,0.7698
29,TLAXCALA,72,COLONIA EMILIANO ZAPATA,1,5,275,169,117,60,279,,132,217,,105,,,,,,227,1581,101,1682,2336,0.7200
29,TLAXCALA,73,BARRIO DE SAN SEBASTIAN,4,16,747,432,237,135,,,193,358,105,259,43,,,,,7,2516,220,2736,4557,0.6004
29,TLAXCALA,74,BARRIO DE SANTA ANITA,2,10,76,312,247,87,102,,410,,,,182,,,,,1,1417,95,1512,2341,0.6459
29,TLAXCALA,75,BARRIO SAN FRANCISCO YANCUITLALPAN,2,4,184,291,173,,,,6,44,,106,,,,,,0,804,41,845,1144,0.7386
29,TLAXCALA,76,BARRIO DE SAN LUCAS,2,8,284,404,388,107,207,,49,214,,278,369,,,,,278,2578,202,2780,5289,0.5256
29,TLAXCALA,77,BARRIO LA PRECIOSA,3,8,231,116,117,37,71,1,41,84,,,,,,,,2,700,65,765,1237,0.6184
29,TLAXCALA,78,BARRIO DE SAN JOSE,1,3,271,88,121,301,24,,8,,58,66,,,,,,2,939,69,1008,1611,0.6257
29,TLAXCALA,79,COLONIA MARIANO MATAMOROS,2,3,,196,123,,,,,76,,110,,,,,,72,577,30,607,862,0.7042
29,TLAXCALA,80,BARRIO DE SAN ANTONIO,2,7,62,134,201,81,112,,,,,220,,,,,,2,812,44,856,1376,0.6221
29,TLAXCALA,81,COLONIA HERMENEGILDO GALEANA,1,2,96,94,86,,299,,,,,24,,,,,,93,692,43,735,1034,0.7108
29,TLAXCALA,82,RANCHERIA DE TORRES,1,1,105,20,20,,,,,,,10,,,,,,0,155,7,162,203,0.7980
29,TLAXCALA,83,FRANCISCO I. MADERO LA MESA,1,1,,38,56,,,,,,,,,,,,,1,95,1,96,143,0.6713
29,TLAXCALA,84,COLONIA FRANCISCO VILLA TECOAC,1,1,82,171,71,,118,,28,,,52,,,,,,0,522,20,542,655,0.8275
29,TLAXCALA,85,EL CARMEN XALPATLAHUAYA,1,2,140,201,231,,216,,183,,,29,,,,,,0,1000,29,1029,1361,0.7561
29,TLAXCALA,86,BENITO JUAREZ,1,5,139,395,506,,,,489,353,,137,20,,,,,5,2044,110,2154,3180,0.6774
29,TLAXCALA,87,FRANCISCO I MADERO TECOPILCO EL VALLE,1,1,,86,27,,,,,81,,36,,,,,,1,231,14,245,465,0.5269
29,TLAXCALA,88,SAN JOSE XICOHTENCATL,2,6,453,918,730,,,,,241,,207,,,,,,8,2557,94,2651,3916,0.6770
29,TLAXCALA,89,COLONIA ACASILLADOS SAN MARTIN NOTARIO,1,1,108,44,1,,,,,,,71,,,,,,0,224,4,228,257,0.8872
29,TLAXCALA,90,LAZARO CARDENAS,1,2,237,319,80,,,,,15,,51,,,,,,1,703,15,718,821,0.8745
29,TLAXCALA,91,COLONIA CHAPULTEPEC,1,1,108,173,61,,,,18,81,,,,,,,,65,506,27,533,734,0.7262
29,TLAXCALA,92,COLONIA SAN FRANCISCO TECOAC,1,1,,,,,,,,,,,,,69,,,53,122,9,131,177,0.7401
29,TLAXCALA,93,NUEVO BARRIO FRANCISCO VILLA,1,1,69,91,,,15,,,105,122,,,,,,,0,402,9,411,556,0.7392
29,TLAXCALA,94,COLONIA CUAHUTEMOC,1,1,0,220,121,,9,,,231,,,,,,,,0,581,23,604,742,0.8140
29,TLAXCALA,95,COLONIA JOSE MARIA MORELOS,1,2,23,72,150,,,,65,,,12,,,,,,300,622,42,664,869,0.7641
29,TLAXCALA,96,N.C.P. JOSE MARIA MORELOS,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,484,0.0000
29,TLAXCALA,97,IGNACIO ZARAGOZA,2,7,170,1241,151,175,388,0,182,269,189,134,,,,,,0,2899,156,3055,4541,0.6728
29,TLAXCALA,98,RANCHERIA ALTAMIRA DE GUADALUPE,1,1,95,81,,,,46,,,,,,,,,,0,222,0,222,286,0.7762
29,TLAXCALA,99,RANCHERIA LOS PILARES,1,2,,139,79,,,,13,90,126,84,,,,,,1,532,41,573,854,0.6710
29,TLAXCALA,100,SANTA MARIA YANCUITLALPAN,3,7,158,137,41,4,,,8,74,,38,,,,,,0,460,36,496,650,0.7631
29,TLAXCALA,101,RANCHERIA DE LA CRUZ,3,6,113,211,253,,,,42,,,,,,,,,0,619,41,660,1067,0.6186
29,TLAXCALA,102,RANCHERIA DE JESUS,1,1,,148,4,3,,,133,51,,,,,,,,9,348,20,368,670,0.5493
29,TLAXCALA,103,IGNACIO ZARAGOZA,1,2,75,86,126,206,,,,163,,74,,,,,,0,730,32,762,1063,0.7168
29,TLAXCALA,104,ADOLFO LOPEZ MATEOS,1,1,267,,210,,,,,14,,,,,,,,9,500,12,512,670,0.7642
29,TLAXCALA,105,SAN LORENZO TECHALOTE,1,1,61,3,43,,,,,121,,1,,,,,,0,229,12,241,279,0.8638
29,TLAXCALA,106,SANTIAGO TLALPAN,1,1,190,92,,,,,,121,2,29,14,,,,,0,448,11,459,620,0.7403
29,TLAXCALA,107,SAN SIMEON XIPETZINGO,1,4,392,250,221,,342,,,339,,,,,,,,5,1549,69,1618,2537,0.6378
29,TLAXCALA,108,SAN MANUEL TLALPAN,1,1,,52,,,,,,48,,,,,,,,0,100,0,100,128,0.7813
29,TLAXCALA,109,SANTA MARIA IXCOTLA,1,1,,,155,,,,,79,,130,,,,,,0,364,15,379,526,0.7205
29,TLAXCALA,110,SAN FELIPE IXTACUIXTLA,3,8,413,494,289,,496,501,272,258,109,,,,,,,238,3070,155,3225,4847,0.6654
29,TLAXCALA,111,RANCHERIA LA SOLEDAD,1,1,8,,33,,,27,4,44,,,,,,,,0,116,0,116,197,0.5888
29,TLAXCALA,112,SAN ANTONIO ATOTONILCO,2,5,381,200,608,,,71,60,78,21,,,,,,,1,1420,89,1509,3013,0.5008
29,TLAXCALA,113,SAN MIGUEL LA PRESA,1,1,6,7,,,,100,41,91,,,,,,,,0,245,12,257,335,0.7672
29,TLAXCALA,114,LA TRINIDAD TENEXAC,1,4,70,199,192,,,531,199,144,292,,,,,,,0,1627,67,1694,2299,0.7368
29,TLAXCALA,115,SAN ANTONIO TECOAC,1,1,105,139,0,,,104,72,93,,,,,,,,0,513,19,532,697,0.7633
29,TLAXCALA,116,SAN ANTONIO TIZOSTOC,1,3,88,172,18,,,44,90,544,,63,,,,,,1,1020,72,1092,1566,0.6973
29,TLAXCALA,117,SANTA CRUZ EL PORVENIR,1,2,,239,284,,,26,128,134,,,,,,,,0,811,25,836,1134,0.7372
29,TLAXCALA,118,ESPIRITU SANTO,1,1,,134,9,,,60,82,87,,4,,,,,,0,376,11,387,541,0.7153
29,TLAXCALA,119,SAN GABRIEL POPOCATLA,1,2,49,117,,,,112,115,157,83,57,,,,,,0,690,20,710,950,0.7474
29,TLAXCALA,120,SAN DIEGO XOCOYUCAN,1,4,205,451,227,,29,303,202,18,,360,,,,,,1,1796,52,1848,2811,0.6574
29,TLAXCALA,121,SANTA INES TECUEXCOMAC,2,4,252,188,209,,,,321,205,,,,,,,,0,1175,47,1222,2271,0.5381
29,TLAXCALA,122,CUARTA SECCION,1,3,285,170,288,84,232,269,,,,59,99,,,,,0,1486,56,1542,2027,0.7607
29,TLAXCALA,123,TERCERA SECCION,1,3,34,213,151,312,394,132,,,,19,173,,,,,0,1428,57,1485,1879,0.7903
29,TLAXCALA,124,SEGUNDA SECCION,1,3,80,485,244,93,129,158,,,,112,98,,,,,2,1401,48,1449,1896,0.7642
29,TLAXCALA,125,PRIMERA SECCION,1,3,50,97,189,204,351,84,,,,19,93,,,,,3,1090,36,1126,1525,0.7384
29,TLAXCALA,126,SECCION 1A. SAN BERNARDINO,2,6,678,231,164,,22,,16,238,38,319,42,,,,,4,1752,72,1824,3722,0.4901
29,TLAXCALA,127,SECCION 6A. TLACATECPA,2,7,176,160,406,,82,166,179,46,229,102,97,,,,,210,1853,98,1951,4038,0.4832
29,TLAXCALA,128,SECCION SEPTIMA,3,7,153,438,680,,358,59,,144,91,307,119,,,,,9,2358,121,2479,4504,0.5504
29,TLAXCALA,129,SECCION SEGUNDA,1,5,241,107,305,,87,,212,119,20,274,143,,,,,197,1705,67,1772,3055,0.5800
29,TLAXCALA,130,SECCION 9A. COLHUACA,1,2,,,135,,150,101,3,132,36,146,128,,,,,72,903,27,930,1182,0.7868
29,TLAXCALA,131,SAN MIGUEL XALTIPAN SECCION 3A.,2,6,415,271,206,298,82,163,144,111,433,41,139,,,,,5,2308,75,2383,3417,0.6974
