ID_ESTADO,NOMBRE_ESTADO,ID_COMUNIDAD,COMUNIDAD,SECCIONES,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,PAC,PS,MORENA,ES,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
29,TLAXCALA,200,JOSE MARIA MORELOS,1,1,9,94,33,,,210,,,113,,,,,,,0,459,9,468,582,0.8041
29,TLAXCALA,201,SAN FRANCISCO ATEXCATZINGO,2,6,1283,273,114,,,349,,,355,1,2,,,,,3,2380,92,2472,3801,0.6504
29,TLAXCALA,202,SAN BARTOLOME MATLALOHCAN,1,5,405,156,372,101,,184,,215,410,,,,,,,3,1846,95,1941,3251,0.5970
29,TLAXCALA,203,SAN ISIDRO PIEDRAS NEGRAS,1,1,63,41,9,,,,,,74,,,,,,,0,187,4,191,219,0.8721
29,TLAXCALA,204,SAN BARTOLOME TENANGO,1,2,,,500,,188,164,,,154,,,,,,,2,1008,51,1059,1380,0.7674
29,TLAXCALA,205,SANTA CRUZ AQUIAHUAC,2,4,627,1073,,,1,8,,35,277,,60,,,,,0,2081,47,2128,2845,0.7480
29,TLAXCALA,206,SANTA ISABEL TETLATLAHUCA,3,5,,,,,179,86,,,444,841,462,,,,,61,2073,184,2257,3288,0.6864
29,TLAXCALA,207,SAN ANDRES CUAMILPA,1,2,,,132,,235,368,,,,,29,,,,,0,764,51,815,1077,0.7567
29,TLAXCALA,208,SAN ESTEBAN TIZATLAN,3,8,1003,981,414,15,,52,,132,11,186,19,,,,,1,2814,108,2922,4737,0.6168
29,TLAXCALA,209,SANTA MARIA IXTULCO,2,6,586,425,216,,,64,,841,95,195,,,,,,2,2424,58,2482,3688,0.6730
29,TLAXCALA,210,SAN BUENAVENTURA ATEMPA,1,3,119,110,124,17,188,42,143,122,295,25,,,,,,0,1185,29,1214,1753,0.6925
29,TLAXCALA,211,OCOTLAN,4,24,590,938,1034,710,540,225,415,792,909,524,181,,,,,20,6878,250,7128,11996,0.5942
29,TLAXCALA,212,SAN HIPOLITO CHIMALPA,1,3,94,211,36,223,159,133,,263,7,,207,,,,,0,1333,42,1375,2114,0.6504
29,TLAXCALA,213,SAN GABRIEL CUAUHTLA,6,31,202,561,733,6,82,266,6,304,454,253,306,,,,,11,3184,117,3301,5541,0.5957
29,TLAXCALA,214,LA TRINIDAD TEPEHITEC,3,9,203,271,427,13,105,,1,51,29,161,94,,,,,2,1357,48,1405,2127,0.6606
29,TLAXCALA,215,SANTA MARIA ACUITLAPILCO,3,18,691,1062,626,121,834,97,151,387,442,611,110,,,,,61,5193,345,5538,9953,0.5564
29,TLAXCALA,216,SAN LUCAS CUAUHTELULPAN,2,7,222,214,636,49,221,378,408,413,120,,,,,,,0,2661,78,2739,3835,0.7142
29,TLAXCALA,217,6A. SECCION,1,2,44,85,73,,,76,233,,29,,5,,,,,40,585,35,620,894,0.6935
29,TLAXCALA,218,EL SABINAL,1,2,120,225,127,,,,167,,116,,,,,,,1,756,51,807,1239,0.6513
29,TLAXCALA,219,COLONIA ITURBIDE,1,2,68,,105,85,,334,82,,42,,4,,,,,0,720,28,748,1175,0.6366
29,TLAXCALA,220,QUINTA SECCION BARRIO CHICO,1,2,47,102,104,133,,104,137,,11,,,,,,,3,641,24,665,975,0.6821
29,TLAXCALA,221,COLONIA TEPATLAXCO,1,3,120,112,463,,,,67,31,191,,6,,,,,0,990,30,1020,1558,0.6547
29,TLAXCALA,222,COLONIA POSTAL Y VISTA HERMOSA,1,4,227,360,227,112,67,56,401,52,18,,15,,,,,2,1537,79,1616,2533,0.6380
29,TLAXCALA,223,COLONIA EJIDAL,1,2,59,57,139,,103,119,148,31,58,,,,,,,2,716,35,751,1012,0.7421
29,TLAXCALA,224,COLONIA SAN JUAN,1,1,67,,109,,,86,,45,,,,,,,,0,307,12,319,417,0.7650
29,TLAXCALA,225,ACOPINALCO DEL PEÑON,1,3,254,368,397,118,,18,,31,15,,,,,,,0,1201,37,1238,1880,0.6585
29,TLAXCALA,226,EL ROSARIO,1,3,264,398,119,,,65,87,86,33,,,,,,,0,1052,42,1094,1725,0.6342
29,TLAXCALA,227,LA UNION TIERRA Y LIBERTAD,1,3,101,132,335,,,146,,,176,,,,,,,62,952,101,1053,1632,0.6452
29,TLAXCALA,228,MARIANO MATAMOROS,1,1,73,24,19,,,104,15,,183,,,,,,,0,418,18,436,648,0.6728
29,TLAXCALA,229,ASERRADERO CASA BLANCA,1,1,60,46,,,,118,75,,93,,,,,,,0,392,11,403,589,0.6842
29,TLAXCALA,230,LAGUNILLAS,1,2,122,,93,,5,185,127,27,39,,,,,,,122,720,36,756,1204,0.6279
29,TLAXCALA,231,LA CIENEGA,1,1,89,,6,,,31,17,,,,,,,,,0,143,4,147,185,0.7946
29,TLAXCALA,232,ATOTONILCO,1,4,292,426,430,,,78,73,,151,18,,,,,,1,1469,58,1527,2433,0.6276
29,TLAXCALA,233,SAN PEDRO LA CUEVA,1,1,4,,36,,,94,,,19,,,,,,,28,181,4,185,214,0.8645
29,TLAXCALA,234,SAN ANTONIO HUEXOTITLA,1,1,,,98,,,54,,,,,,,,,,99,251,9,260,411,0.6326
29,TLAXCALA,235,SAN JOSE TEPEYAHUALCO,1,2,213,41,18,,64,39,40,40,96,,,,,,,0,551,43,594,814,0.7297
29,TLAXCALA,236,SAN LORENZO SOLTEPEC,1,1,210,134,19,,,124,14,,7,,,,,,,1,509,22,531,749,0.7089
29,TLAXCALA,237,LA PALMA,1,1,13,20,53,,,17,69,9,,,,,,,,0,181,3,184,215,0.8558
29,TLAXCALA,238,LA ROSA,1,1,,,,,,31,,,46,,62,,,,,0,139,8,147,201,0.7313
29,TLAXCALA,239,RANCHERIA LAS MESAS,1,1,,,3,,,21,,50,70,,,,,,,0,144,4,148,184,0.8043
29,TLAXCALA,240,COLONIA MAXIMO ROJAS XALOSTOC,1,2,75,90,146,,,28,132,55,89,,,,,,,7,622,25,647,806,0.8027
29,TLAXCALA,241,LA MAGDALENA SOLTEPEC,1,1,,,13,,,143,,,176,,,,,,,0,332,15,347,454,0.7643
29,TLAXCALA,242,COLONIA JOSE MARIA MORELOS BUENAVISTA,1,2,179,,278,,,167,,,194,,,,,,,83,901,46,947,1304,0.7262
29,TLAXCALA,243,SANTA MARIA ZOTOLUCA,1,1,7,51,16,,,88,,,,,71,,,,,0,233,17,250,311,0.8039
29,TLAXCALA,244,CAPILLA DE TEPEYAHUALCO,1,1,13,,,,,15,,,,,68,,,,,0,96,0,96,133,0.7218
29,TLAXCALA,245,RANCHERIA OJO DE AGUA,1,1,,67,,,,3,,,,,97,,,,,0,167,5,172,208,0.8269
29,TLAXCALA,246,SANTA CRUZ VENUSTIANO CARRANZA,1,1,,71,,185,,,94,,74,,,,,,,0,424,0,424,581,0.7298
29,TLAXCALA,247,LOS REYES QUIAHUIXTLAN,2,4,88,371,30,13,,,,117,117,473,,,,,,11,1220,104,1324,1887,0.7016
29,TLAXCALA,248,LA CANDELARIA TEOTLALPAN,1,2,174,115,97,19,,,,74,66,45,,,,,,3,593,52,645,917,0.7034
29,TLAXCALA,249,SAN FRANCISCO OCOTELULCO,1,3,75,112,303,,,,212,168,9,180,,,,,,2,1061,36,1097,1600,0.6856
29,TLAXCALA,250,ACXOTLA DEL RIO,1,3,217,,307,86,,,129,203,,179,106,,,,,115,1342,80,1422,2170,0.6553
29,TLAXCALA,251,SAN MIGUEL TLAMAHUCO,1,2,43,117,187,189,,,,99,11,147,,,,,,1,794,67,861,1267,0.6796
29,TLAXCALA,252,SAN JUAN TOTOLAC,3,8,272,525,594,129,478,,402,393,473,246,,,,,,12,3524,115,3639,5059,0.7193
29,TLAXCALA,253,BARRIO DE ZARAGOZA,3,6,29,173,218,,124,,240,141,,54,1,,,,,0,980,28,1008,1440,0.7000
29,TLAXCALA,254,JUAN BAUTISTA DE MIER,1,1,198,,29,9,88,,,,,83,2,,,,,0,409,0,409,540,0.7574
29,TLAXCALA,255,COLONIA FRANCISCO JAVIER MINA,1,2,68,,16,160,21,,,219,,,135,,,,,0,619,40,659,889,0.7413
29,TLAXCALA,256,SAN ANDRES AHUASHUASTEPEC,2,12,594,383,212,143,165,6,492,,465,357,960,,,,,134,3911,258,4169,6927,0.6018
29,TLAXCALA,257,SAN SALVADOR TZOMPANTEPEC,1,2,73,173,87,,150,,9,315,,17,156,,,,,0,980,37,1017,1393,0.7301
29,TLAXCALA,258,SAN JUAN QUETZALCOAPAN,1,2,169,127,5,,57,,280,68,,44,34,,,,,0,784,20,804,1115,0.7211
29,TLAXCALA,259,XALTIANQUISCO SECCION 3A.,1,1,111,83,41,8,151,,,61,3,,41,,,,,0,499,17,516,669,0.7713
29,TLAXCALA,260,SAN MATEO INHOPIL,1,1,9,,37,,49,,,33,51,,17,,,,,0,196,4,200,231,0.8658
29,TLAXCALA,261,GUADALUPE TEXMOLAC,1,3,235,98,528,182,113,,,,60,199,,,,,,0,1415,48,1463,2065,0.7085
29,TLAXCALA,263,"SAN COSME XALOZTOC, HUIZNAHUAC 1A. SECCION",1,5,318,186,448,251,260,,,324,,226,,,,,,0,2013,90,2103,3008,0.6991
29,TLAXCALA,264,SAN COSME XALOZTOC 2A. SECCION,1,4,189,313,199,199,230,,,294,211,128,,,,,,0,1763,63,1826,2624,0.6959
29,TLAXCALA,265,SAN PEDRO TLACOTEPEC,1,4,59,327,55,350,519,,,137,,68,,,,,,1,1516,50,1566,2274,0.6887
29,TLAXCALA,266,COLONIA VENUSTIANO CARRANZA,1,3,252,200,276,221,69,115,,216,25,32,,,,,,0,1406,39,1445,1992,0.7254
29,TLAXCALA,267,COLONIA VELAZCO,1,1,7,92,27,16,22,12,,148,141,27,,,,,,0,492,13,505,588,0.8588
29,TLAXCALA,268,COLONIA JOSE LOPEZ PORTILLO,1,1,102,21,42,68,41,,,49,,46,,,,,,32,401,9,410,520,0.7885
29,TLAXCALA,269,SANTA CRUZ ZACATZONTETLA,1,1,179,124,,17,143,,,54,13,6,,,,,,1,537,9,546,685,0.7971
29,TLAXCALA,270,TOPILCO DE JUAREZ,1,3,319,,164,,249,,,243,240,,,,,,,1,1216,62,1278,1851,0.6904
29,TLAXCALA,272,LAS MESAS,1,1,26,,33,,44,,,8,,,,,,,,0,111,4,115,152,0.7566
29,TLAXCALA,273,SANTA BARBARA ACUICUIZTEPEC,1,1,6,263,136,,53,,,43,2,,,,,,,0,503,14,517,674,0.7671
29,TLAXCALA,274,CUATLA,1,1,17,59,62,,83,,,,129,,,,,,,155,505,9,514,719,0.7149
29,TLAXCALA,275,LA ASENCION HUITZCOLOTEPEC,1,1,58,65,70,22,,45,,,,,189,,,,,1,450,33,483,707,0.6832
29,TLAXCALA,276,SAN BUENAVENTURA,1,3,18,134,261,65,,271,,,,194,270,,,,,100,1313,43,1356,1954,0.6940
29,TLAXCALA,277,PANZACOLA,2,5,390,414,320,,,313,,261,,62,,,,,,2,1762,53,1815,2996,0.6058
29,TLAXCALA,278,SAN MARCOS CONTLA,2,4,166,625,364,,,193,122,248,,35,,,,,,1,1754,69,1823,2608,0.6990
29,TLAXCALA,279,SAN FRANCISCO TLACUILOCAN,3,8,287,98,,,,,232,144,20,48,,,,,,231,1060,74,1134,1656,0.6848
29,TLAXCALA,280,SAN LORENZO TLACUALOYAN,1,1,69,139,,,50,,123,19,,11,12,,,,,0,423,27,450,621,0.7246
29,TLAXCALA,281,OCOTOXCO,1,2,88,105,1,,56,,19,119,86,6,9,,,,,0,489,15,504,652,0.7730
29,TLAXCALA,282,SAN JOSE TETEL,2,8,744,339,,,,,,136,501,859,106,,,,,9,2694,146,2840,5196,0.5466
29,TLAXCALA,283,SANTA URSULA ZIMANTEPEC,1,6,545,279,206,,173,,,631,33,376,,,,,,2,2245,86,2331,4058,0.5744
29,TLAXCALA,284,SAN BENITO XALTOCAN,1,4,201,239,,316,,,38,360,,183,,,,,,48,1385,56,1441,2721,0.5296
29,TLAXCALA,285,BARRIO DE HUACALTZINGO,1,2,203,94,21,20,,7,6,268,,,,,,,,3,622,40,662,1148,0.5767
29,TLAXCALA,286,SANTA MARIA ATLIHUETZIA,2,6,186,370,182,,,,385,390,,129,178,,,,,2,1822,62,1884,2875,0.6553
29,TLAXCALA,287,1A. SECCION TLACACOLA,6,21,639,596,762,,722,273,297,323,381,475,458,,,,,7,4933,231,5164,8173,0.6318
29,TLAXCALA,288,2A. SECCION,6,21,410,366,700,468,641,423,403,453,320,396,218,,,,,4,4802,207,5009,8104,0.6181
29,TLAXCALA,289,BARRIO DE EXQUITLA,2,6,248,76,42,89,10,114,,200,193,140,164,,,,,1,1277,48,1325,2141,0.6189
29,TLAXCALA,290,BARRIO DE XOCHICALCO,2,5,500,178,366,111,,79,16,355,105,138,73,,,,,0,1921,68,1989,2867,0.6938
29,TLAXCALA,291,4A. SECCION BARRIO MANANTIALES,2,6,459,197,320,77,,143,,182,471,212,415,,,,,0,2476,125,2601,4167,0.6242
29,TLAXCALA,292,3A. SECCION BARRIO DE GUARDIA,1,4,50,200,237,,80,257,,349,378,230,108,,,,,1,1890,67,1957,2963,0.6605
29,TLAXCALA,293,5A. SECCION BARRIO XITOTOTLA,2,7,361,342,360,,,,120,65,82,263,66,,,,,0,1659,38,1697,2500,0.6788
29,TLAXCALA,294,SANTA CRUZ QUILEHTLA,2,6,,263,277,,,419,555,410,,,215,,,,,2,2141,94,2235,3203,0.6978
29,TLAXCALA,295,SANTIAGO AYOMETITLA,1,2,,145,470,,,,11,21,,,,,,,,296,943,34,977,1330,0.7346
29,TLAXCALA,296,BARRIO DE TLAXCALTECATLA,1,3,298,276,232,42,,49,,,,112,153,,,,,104,1266,41,1307,1766,0.7401
29,TLAXCALA,297,COLONIA ESTOCAPA,1,2,413,43,146,77,,,,63,,7,165,,,,,0,914,39,953,1270,0.7504
29,TLAXCALA,298,BARRIO DE TLAPAYATLA,1,2,95,187,211,8,,,,214,,,,,,,,32,747,39,786,1094,0.7185
29,TLAXCALA,299,GUSTAVO DIAZ ORDAZ,2,2,377,,,,,,108,,191,,,,,,,0,676,20,696,817,0.8519
