"","uniqueid","year","total","mun","turnout","listanominal","pri","morena","prd","pan"
"7416",13010,1975,1981,"ATITALAQUIA",NA,NA,1981,0,0,0
"7417",13010,1981,2103,"ATITALAQUIA",0.601716738197425,"3495",2068,0,0,0
"7418",13010,1984,2489,"ATITALAQUIA",0.547393886078733,"4547",2489,0,0,0
"7419",13010,1987,2855,"ATITALAQUIA",0.528997591254401,"5397",2855,0,0,0
"7420",13010,1990,3028,"ATITALAQUIA",0.445032333921223,"6804",1493,0,1,5
"7421",13010,1993,6469,"ATITALAQUIA",NA,NA,3473,0,151,22
"7422",13010,1996,6124,"ATITALAQUIA",0.574969486433199,"10651",2491,0,1856,1777
"7423",13010,1999,6692,"ATITALAQUIA",0.553103562277874,"12099",2842,0,1501,2093
"7424",13010,2002,7772,"ATITALAQUIA",0.567630733274905,"13692",2413,0,2333,2976
"7425",13010,2005,7583,"ATITALAQUIA",0.51708148653256,"14665",2692,0,1208,2635
"7426",13010,2008,9726,"ATITALAQUIA",NA,NA,3268,0,1283,2558
"7427",13010,2011,10994,"ATITALAQUIA",0.622114078768674,"17672",6127,0,4867,4867
"7428",13010,2016,11468,"ATITALAQUIA",0.585370833546016,"19591",3375,1243,722,4313
"7429",13010,2020,11883,"ATITALAQUIA",0.567885304659498,"20925",2255,1363,716,1220
"7430",13010,2024,15341,"ATITALAQUIA",0.662106171773845,"23170",1731,4693,1445,1179
"7431",13011,1975,4984,"ATLAPEXCO",NA,NA,4984,0,0,0
"7432",13011,1981,4513,"ATLAPEXCO",0.53751786565031,"8396",4513,0,0,0
"7433",13011,1984,5011,"ATLAPEXCO",0.645497874533041,"7763",5011,0,0,0
"7434",13011,1987,4760,"ATLAPEXCO",0.585485854858549,"8130",4716,0,0,0
"7435",13011,1990,1923,"ATLAPEXCO",0.228574824676097,"8413",1535,0,0,0
"7436",13011,1993,4997,"ATLAPEXCO",NA,NA,2684,0,0,0
"7437",13011,1996,4692,"ATLAPEXCO",0.577903682719547,"8119",2720,0,1825,0
"7438",13011,1999,6258,"ATLAPEXCO",0.668875587858059,"9356",3096,0,3162,0
"7439",13011,2002,7268,"ATLAPEXCO",0.705768110312682,"10298",2397,0,2329,370
"7440",13011,2005,8077,"ATLAPEXCO",0.719939388537303,"11219",3423,0,1584,1394
"7441",13011,2008,9067,"ATLAPEXCO",NA,NA,3956,0,3172,809
"7442",13011,2011,10185,"ATLAPEXCO",0.74681038275407,"13638",5104,0,4336,4336
"7443",13011,2016,10241,"ATLAPEXCO",0.73596837944664,"13915",5252,422,3527,51
"7444",13011,2020,11177,"ATLAPEXCO",0.771732375888973,"14483",3070,0,50,970
"7445",13011,2024,10852,"ATLAPEXCO",0.695418135213073,"15605",218,4359,218,218
"7446",13012,1975,6224,"ATOTONILCO EL GRANDE",NA,NA,6224,0,0,0
"7447",13012,1981,4483,"ATOTONILCO EL GRANDE",0.612264408631521,"7322",4483,0,0,0
"7448",13012,1984,7160,"ATOTONILCO EL GRANDE",0.717147435897436,"9984",7160,0,0,0
"7449",13012,1987,6571,"ATOTONILCO EL GRANDE",0.622135959098656,"10562",6571,0,0,0
"7450",13012,1990,4853,"ATOTONILCO EL GRANDE",0.367484476752991,"13206",4575,0,2,7
"7451",13012,1993,7810,"ATOTONILCO EL GRANDE",NA,NA,7368,0,0,0
"7452",13012,1996,7546,"ATOTONILCO EL GRANDE",0.560707385941447,"13458",5234,0,236,2030
"7453",13012,1999,8354,"ATOTONILCO EL GRANDE",0.517596034696406,"16140",4011,0,123,4220
"7454",13012,2002,9485,"ATOTONILCO EL GRANDE",0.521813280519338,"18177",3853,0,0,5541
"7455",13012,2005,10078,"ATOTONILCO EL GRANDE",0.511184377377631,"19715",4084,0,363,5631
"7456",13012,2008,11514,"ATOTONILCO EL GRANDE",NA,NA,5136,0,148,2367
"7457",13012,2011,13901,"ATOTONILCO EL GRANDE",0.596072209596501,"23321",6122,0,553,553
"7458",13012,2016,16131,"ATOTONILCO EL GRANDE",0.714583148755205,"22574",3118,1321,3571,0
"7459",13012,2020,13399,"ATOTONILCO EL GRANDE",0.579190801417827,"23134",2338,1826,1742,1742
"7460",13012,2024,14435,"ATOTONILCO EL GRANDE",0.582761404925313,"24770",444,5224,444,444
"7461",13013,1975,2366,"ATOTONILCO DE TULA",NA,NA,2366,0,0,0
"7462",13013,1981,2071,"ATOTONILCO DE TULA",0.522056970002521,"3967",2071,0,0,0
"7463",13013,1984,3738,"ATOTONILCO DE TULA",0.592580849714648,"6308",3738,0,0,0
"7464",13013,1987,3562,"ATOTONILCO DE TULA",0.509002572163475,"6998",3457,0,0,0
"7465",13013,1990,2267,"ATOTONILCO DE TULA",0.273594013999517,"8286",1603,0,579,10
"7466",13013,1993,6205,"ATOTONILCO DE TULA",NA,NA,3561,0,2493,34
"7467",13013,1996,7823,"ATOTONILCO DE TULA",0.644823606989779,"12132",2438,0,2651,334
"7468",13013,1999,8427,"ATOTONILCO DE TULA",0.592532695823372,"14222",3534,0,3006,883
"7469",13013,2002,9128,"ATOTONILCO DE TULA",0.571106800976037,"15983",2923,0,0,3214
"7470",13013,2005,10727,"ATOTONILCO DE TULA",0.625845974329055,"17140",4749,0,2393,2657
"7471",13013,2008,11759,"ATOTONILCO DE TULA",NA,NA,2509,0,2743,2614
"7472",13013,2011,14013,"ATOTONILCO DE TULA",0.666777693186144,"21016",3588,0,4880,4880
"7473",13013,2016,13071,"ATOTONILCO DE TULA",0.474722161691,"27534",4866,239,2748,4200
"7474",13013,2020,17736,"ATOTONILCO DE TULA",0.507496852466522,"34948",1475,1784,3922,3922
"7475",13013,2024,26506,"ATOTONILCO DE TULA",0.631365823448144,"41982",837,5935,837,837
"7476",13014,1975,4970,"CALNALI",NA,NA,4970,0,0,0
"7477",13014,1981,5333,"CALNALI",0.750492541514213,"7106",5333,0,0,0
"7478",13014,1984,3720,"CALNALI",0.619380619380619,"6006",3720,0,0,0
"7479",13014,1987,4204,"CALNALI",0.602119736465196,"6982",4204,0,0,0
"7480",13014,1990,2792,"CALNALI",0.351106639839034,"7952",2026,0,0,0
"7481",13014,1991,2646,"CALNALI",NA,NA,1432,0,2,260
"7482",13014,1993,4710,"CALNALI",NA,NA,2548,0,428,589
"7483",13014,1996,5535,"CALNALI",0.700632911392405,"7900",2267,0,622,2125
"7484",13014,1999,6653,"CALNALI",0.728218038528897,"9136",3444,0,57,3098
"7485",13014,2002,6932,"CALNALI",0.716856256463289,"9670",2894,0,103,3014
"7486",13014,2005,7440,"CALNALI",0.74066699850672,"10045",3468,0,33,3939
"7487",13014,2008,8191,"CALNALI",NA,NA,2412,0,987,443
"7488",13014,2011,8914,"CALNALI",0.733119499958878,"12159",4155,0,3854,3854
"7489",13014,2016,9177,"CALNALI",0.76743602609132,"11958",2441,251,2389,53
"7490",13014,2020,9778,"CALNALI",0.804972421173952,"12147",1838,135,7,2604
"7491",13014,2024,10009,"CALNALI",0.771049996148217,"12981",61,4236,61,61
"7492",13015,1975,4448,"CARDONAL",NA,NA,4448,0,0,0
"7493",13015,1981,2722,"CARDONAL",0.498261028738788,"5463",2722,0,0,0
"7494",13015,1984,3977,"CARDONAL",0.554749616403961,"7169",3579,0,0,0
"7495",13015,1987,4491,"CARDONAL",0.558165548098434,"8046",4378,0,0,0
"7496",13015,1990,2196,"CARDONAL",0.251863745842413,"8719",1849,0,101,6
"7497",13015,1993,4096,"CARDONAL",NA,NA,3468,0,297,34
"7498",13015,1996,3633,"CARDONAL",0.436029764762362,"8332",2867,0,618,0
"7499",13015,1999,3991,"CARDONAL",0.402115869017632,"9925",3199,0,634,158
"7500",13015,2002,5375,"CARDONAL",0.47654933948045,"11279",3171,0,1992,212
"7501",13015,2005,5408,"CARDONAL",0.451042535446205,"11990",2353,0,2511,544
"7502",13015,2008,6989,"CARDONAL",NA,NA,2689,0,1849,1482
"7503",13015,2011,7733,"CARDONAL",0.531733480024754,"14543",3170,0,2780,2780
"7504",13015,2016,8376,"CARDONAL",0.585734265734266,"14300",3950,389,3219,259
"7505",13015,2020,9109,"CARDONAL",0.624717097592758,"14581",1670,1273,768,58
"7506",13015,2024,9714,"CARDONAL",0.640596148773411,"15164",259,2085,259,259
"7507",13016,1975,7569,"CUAUTEPEC DE HINOJOSA",NA,NA,7569,0,0,0
"7508",13016,1981,10561,"CUAUTEPEC DE HINOJOSA",0.782180417715894,"13502",10561,0,0,0
"7509",13016,1984,8936,"CUAUTEPEC DE HINOJOSA",0.644036036036036,"13875",8936,0,0,0
"7510",13016,1987,8858,"CUAUTEPEC DE HINOJOSA",0.55466499686913,"15970",8858,0,0,0
"7511",13016,1990,4535,"CUAUTEPEC DE HINOJOSA",0.249504841549296,"18176",3633,0,10,26
"7512",13016,1993,12475,"CUAUTEPEC DE HINOJOSA",NA,NA,11287,0,0,1113
"7513",13016,1996,10974,"CUAUTEPEC DE HINOJOSA",0.502564572265983,"21836",5508,0,555,4594
"7514",13016,1999,12151,"CUAUTEPEC DE HINOJOSA",0.466825463905644,"26029",8842,0,487,2613
"7515",13016,2002,15163,"CUAUTEPEC DE HINOJOSA",0.51424404802279,"29486",7513,0,597,6201
"7516",13016,2005,16429,"CUAUTEPEC DE HINOJOSA",0.530703879574894,"30957",6100,0,360,9076
"7517",13016,2008,18498,"CUAUTEPEC DE HINOJOSA",NA,NA,8212,0,1005,6230
"7518",13016,2011,21786,"CUAUTEPEC DE HINOJOSA",0.571931114144702,"38092",7258,0,6067,6067
"7519",13016,2016,22028,"CUAUTEPEC DE HINOJOSA",0.547606025953363,"40226",5619,1516,1476,2231
"7520",13016,2020,20235,"CUAUTEPEC DE HINOJOSA",0.47051574198949,"43006",5364,2006,1295,1295
"7521",13016,2024,11927,"CUAUTEPEC DE HINOJOSA",0.257869929948975,"46252",2521,4891,0,296
"7522",13017,1975,2902,"CHAPANTONGO",NA,NA,2902,0,0,0
"7523",13017,1981,4236,"CHAPANTONGO",0.543285879184302,"7797",4236,0,0,0
"7524",13017,1984,3158,"CHAPANTONGO",0.712384389803745,"4433",3158,0,0,0
"7525",13017,1987,3046,"CHAPANTONGO",0.583189737698641,"5223",3046,0,0,0
"7526",13017,1990,2329,"CHAPANTONGO",0.351282051282051,"6630",1490,0,834,0
"7527",13017,1993,4220,"CHAPANTONGO",NA,NA,2422,0,1798,0
"7528",13017,1996,4501,"CHAPANTONGO",0.722124177763517,"6233",2459,0,2042,0
"7529",13017,1999,4293,"CHAPANTONGO",0.597494780793319,"7185",3264,0,1029,0
"7530",13017,2002,4726,"CHAPANTONGO",0.617616309461579,"7652",2181,0,1363,1182
"7531",13017,2005,5360,"CHAPANTONGO",0.672268907563025,"7973",2486,0,388,91
"7532",13017,2008,6113,"CHAPANTONGO",NA,NA,2560,0,123,78
"7533",13017,2011,6773,"CHAPANTONGO",0.723611111111111,"9360",2363,0,521,1783
"7534",13017,2016,6999,"CHAPANTONGO",0.74181240063593,"9435",2156,115,71,2056
"7535",13017,2020,7033,"CHAPANTONGO",0.715608465608466,"9828",2696,3150,109,109
"7536",13017,2024,7697,"CHAPANTONGO",0.73144540530267,"10523",1019,1742,1019,1019
"7537",13018,1975,5181,"CHAPULHUACAN",NA,NA,5181,0,0,0
"7538",13018,1981,2606,"CHAPULHUACAN",0.573503521126761,"4544",2606,0,0,0
"7539",13018,1984,5474,"CHAPULHUACAN",0.690812720848057,"7924",5474,0,0,0
"7540",13018,1987,6058,"CHAPULHUACAN",0.609456740442656,"9940",6058,0,0,0
"7541",13018,1990,3605,"CHAPULHUACAN",0.343267948962102,"10502",3202,0,296,6
"7542",13018,1993,5471,"CHAPULHUACAN",NA,NA,4548,0,831,17
"7543",13018,1996,5470,"CHAPULHUACAN",0.568843594009983,"9616",4969,0,501,0
"7544",13018,1999,7072,"CHAPULHUACAN",0.626672574213558,"11285",3629,0,3205,153
"7545",13018,2002,7800,"CHAPULHUACAN",0.621068556413727,"12559",3937,0,3536,235
"7546",13018,2005,8364,"CHAPULHUACAN",0.625907356132605,"13363",4262,0,3857,77
"7547",13018,2008,9143,"CHAPULHUACAN",NA,NA,4093,0,4698,187
"7548",13018,2011,10197,"CHAPULHUACAN",0.639310344827586,"15950",4498,0,4441,1258
"7549",13018,2016,10795,"CHAPULHUACAN",0.678205692027392,"15917",3731,224,6776,41
"7550",13018,2020,10304,"CHAPULHUACAN",0.632651808190581,"16287",2439,578,4995,0
"7551",13018,2024,10045,"CHAPULHUACAN",0.58231884057971,"17250",3771,3968,1239,539
"7552",13019,1975,2670,"CHILCUAUTLA",NA,NA,2670,0,0,0
"7553",13019,1981,2179,"CHILCUAUTLA",0.555300713557594,"3924",2179,0,0,0
"7554",13019,1984,3417,"CHILCUAUTLA",0.79502093997208,"4298",3417,0,0,0
"7555",13019,1987,2530,"CHILCUAUTLA",0.542801973825359,"4661",2530,0,0,0
"7556",13019,1990,2732,"CHILCUAUTLA",0.507052709725315,"5388",1862,0,769,10
"7557",13019,1993,3582,"CHILCUAUTLA",NA,NA,2583,0,691,36
"7558",13019,1996,3790,"CHILCUAUTLA",0.522254375086124,"7257",2061,0,1475,224
"7559",13019,2000,5338,"CHILCUAUTLA",0.589638793770021,"9053",2981,0,2142,215
"7560",13019,2002,5094,"CHILCUAUTLA",0.52385849444673,"9724",2314,0,2672,0
"7561",13019,2005,5649,"CHILCUAUTLA",0.54834012813046,"10302",2764,0,2698,101
"7562",13019,2008,6907,"CHILCUAUTLA",NA,NA,2742,0,3420,529
"7563",13019,2011,8309,"CHILCUAUTLA",0.642465011984845,"12933",3269,0,3183,3183
"7564",13019,2016,8577,"CHILCUAUTLA",0.65855343980344,"13024",1684,2035,1611,1359
"7565",13019,2020,9153,"CHILCUAUTLA",0.671582654633502,"13629",1678,1795,2365,161
"7566",13019,2024,9464,"CHILCUAUTLA",0.647376701552774,"14619",791,3339,791,791
"7567",13020,1975,1408,"ELOXOCHITLAN",NA,NA,1408,0,0,0
"7568",13020,1981,1136,"ELOXOCHITLAN",0.711779448621554,"1596",1136,0,0,0
"7569",13020,1984,1181,"ELOXOCHITLAN",0.707185628742515,"1670",1181,0,0,0
"7570",13020,1987,1136,"ELOXOCHITLAN",0.587383660806618,"1934",1136,0,0,0
"7571",13020,1990,1259,"ELOXOCHITLAN",0.623267326732673,"2020",1259,0,0,0
"7572",13020,1993,1250,"ELOXOCHITLAN",NA,NA,1244,0,4,0
"7573",13020,1996,1069,"ELOXOCHITLAN",0.587040087863811,"1821",922,0,147,0
"7574",13020,1999,1421,"ELOXOCHITLAN",0.71156735102654,"1997",511,0,910,0
"7575",13020,2002,1491,"ELOXOCHITLAN",0.697380729653882,"2138",697,0,794,0
"7576",13020,2005,1516,"ELOXOCHITLAN",0.679820627802691,"2230",753,0,763,0
"7577",13020,2008,1719,"ELOXOCHITLAN",NA,NA,447,0,432,16
"7578",13020,2011,2048,"ELOXOCHITLAN",0.748264523200585,"2737",970,0,66,0
"7579",13020,2016,2096,"ELOXOCHITLAN",0.842105263157895,"2489",298,0,666,0
"7580",13020,2020,2293,"ELOXOCHITLAN",0.887040618955513,"2585",44,38,1119,1
"7581",13020,2024,2320,"ELOXOCHITLAN",0.810621942697414,"2862",7,1146,7,7
"7582",13021,1975,2257,"EMILIANO ZAPATA",NA,NA,2257,0,0,0
"7583",13021,1981,1280,"EMILIANO ZAPATA",0.398257622899813,"3214",1267,0,0,6
"7584",13021,1984,2645,"EMILIANO ZAPATA",0.636888995906574,"4153",2645,0,0,0
"7585",13021,1987,2756,"EMILIANO ZAPATA",0.555981440387331,"4957",2756,0,0,0
"7586",13021,1990,1978,"EMILIANO ZAPATA",0.35505295279124,"5571",1969,0,0,5
"7587",13021,1993,3970,"EMILIANO ZAPATA",NA,NA,2320,0,91,29
"7588",13021,1996,3983,"EMILIANO ZAPATA",0.545093745723279,"7307",1766,0,1486,0
"7589",13021,1999,4748,"EMILIANO ZAPATA",0.584369230769231,"8125",2416,0,2034,298
"7590",13021,2002,4241,"EMILIANO ZAPATA",0.481384790011351,"8810",1689,0,1392,318
"7591",13021,2005,5300,"EMILIANO ZAPATA",0.587583148558758,"9020",1921,0,2371,178
"7592",13021,2009,6492,"EMILIANO ZAPATA",NA,NA,2408,0,368,780
"7593",13021,2011,6499,"EMILIANO ZAPATA",0.641749777821665,"10127",2875,0,633,633
"7594",13021,2016,6854,"EMILIANO ZAPATA",0.653072891853263,"10495",1837,218,0,862
"7595",13021,2020,6321,"EMILIANO ZAPATA",0.564072818133143,"11206",1968,756,0,328
"7596",13021,2024,7754,"EMILIANO ZAPATA",0.639505154639175,"12125",224,2732,0,353
"7597",13022,1975,1936,"EPAZOYUCAN",NA,NA,1936,0,0,0
"7598",13022,1981,1057,"EPAZOYUCAN",0.488899167437558,"2162",1057,0,0,0
"7599",13022,1984,2078,"EPAZOYUCAN",0.638794958499846,"3253",1844,0,0,0
"7600",13022,1987,2056,"EPAZOYUCAN",0.540483701366982,"3804",1953,0,0,0
"7601",13022,1990,2374,"EPAZOYUCAN",0.506291320110898,"4689",1209,0,1121,7
"7602",13022,1991,2530,"EPAZOYUCAN",NA,NA,1985,0,377,57
"7603",13022,1993,3149,"EPAZOYUCAN",NA,NA,2497,0,18,550
"7604",13022,1996,3196,"EPAZOYUCAN",0.540047313281514,"5918",1728,0,205,1240
"7605",13022,1999,3939,"EPAZOYUCAN",0.566844150237444,"6949",2005,0,214,1720
"7606",13022,2002,4395,"EPAZOYUCAN",0.580811417999207,"7567",1986,0,856,1458
"7607",13022,2005,4942,"EPAZOYUCAN",0.620854271356784,"7960",1310,0,368,1398
"7608",13022,2008,5500,"EPAZOYUCAN",NA,NA,1934,0,128,1571
"7609",13022,2011,6278,"EPAZOYUCAN",0.602495201535509,"10420",2615,0,1883,1883
"7610",13022,2016,6768,"EPAZOYUCAN",0.611824263243536,"11062",1720,280,64,2660
"7611",13022,2020,6772,"EPAZOYUCAN",0.567264198358184,"11938",1796,811,1429,1429
"7612",13022,2024,7947,"EPAZOYUCAN",0.597788476004212,"13294",617,3433,506,1927
"7613",13023,1975,6458,"FRANCISCO I. MADERO",NA,NA,6458,0,0,0
"7614",13023,1981,3108,"FRANCISCO I. MADERO",0.502262443438914,"6188",2768,0,0,0
"7615",13023,1984,5757,"FRANCISCO I. MADERO",0.637824063815644,"9026",5757,0,0,0
"7616",13023,1987,5674,"FRANCISCO I. MADERO",0.560173758515154,"10129",5674,0,0,0
"7617",13023,1990,4203,"FRANCISCO I. MADERO",0.343803680981595,"12225",1716,0,871,0
"7618",13023,1993,7439,"FRANCISCO I. MADERO",NA,NA,4005,0,252,4
"7619",13023,1996,7677,"FRANCISCO I. MADERO",0.516517526744264,"14863",2696,0,3928,1053
"7620",13023,1999,9209,"FRANCISCO I. MADERO",0.536436185705132,"17167",3302,0,4829,906
"7621",13023,2002,10505,"FRANCISCO I. MADERO",0.533600853355006,"19687",5634,0,4508,0
"7622",13023,2005,11967,"FRANCISCO I. MADERO",0.578367406118602,"20691",4497,0,5564,1494
"7623",13023,2008,13481,"FRANCISCO I. MADERO",NA,NA,6853,0,5918,0
"7624",13023,2011,16450,"FRANCISCO I. MADERO",0.644769333281072,"25513",6209,0,3384,1048
"7625",13023,2016,15738,"FRANCISCO I. MADERO",0.603705550654034,"26069",4342,1013,5612,868
"7626",13023,2020,16230,"FRANCISCO I. MADERO",0.59728406874471,"27173",2420,2896,306,306
"7627",13023,2024,18870,"FRANCISCO I. MADERO",0.643478260869565,"29325",1225,6754,1225,1225
"7628",13024,1975,3238,"HUASCA DE OCAMPO",NA,NA,3238,0,0,0
"7629",13024,1981,2490,"HUASCA DE OCAMPO",0.532962328767123,"4672",2490,0,0,0
"7630",13024,1984,4161,"HUASCA DE OCAMPO",0.730384412848868,"5697",4161,0,0,0
"7631",13024,1987,4183,"HUASCA DE OCAMPO",0.610835280373832,"6848",4183,0,0,0
"7632",13024,1990,3618,"HUASCA DE OCAMPO",0.511089136883741,"7079",3547,0,1,4
"7633",13024,1993,4390,"HUASCA DE OCAMPO",NA,NA,3501,0,638,15
"7634",13024,1996,3628,"HUASCA DE OCAMPO",0.489080614720949,"7418",3094,0,510,0
"7635",13024,1999,4674,"HUASCA DE OCAMPO",0.526351351351351,"8880",2683,0,1661,330
"7636",13024,2002,5016,"HUASCA DE OCAMPO",0.50422195416164,"9948",2620,0,156,2240
"7637",13024,2005,5907,"HUASCA DE OCAMPO",0.556896389176959,"10607",2247,0,1033,2627
"7638",13024,2008,7150,"HUASCA DE OCAMPO",NA,NA,4099,0,273,2619
"7639",13024,2011,8227,"HUASCA DE OCAMPO",0.611809325500112,"13447",2659,0,561,1823
"7640",13024,2016,8847,"HUASCA DE OCAMPO",0.659338202414667,"13418",2443,163,3189,2671
"7641",13024,2020,8258,"HUASCA DE OCAMPO",0.592395982783357,"13940",658,1645,44,5140
"7642",13024,2024,8911,"HUASCA DE OCAMPO",0.586481505857575,"15194",835,4155,835,835
"7643",13025,1975,7935,"HUAUTLA",NA,NA,7935,0,0,0
"7644",13025,1981,6432,"HUAUTLA",0.516792543789169,"12446",6432,0,0,0
"7645",13025,1984,7983,"HUAUTLA",0.691827714706647,"11539",7983,0,0,0
"7646",13025,1987,7458,"HUAUTLA",0.607625875835099,"12274",7458,0,0,0
"7647",13025,1990,6166,"HUAUTLA",0.492806905370844,"12512",6131,0,2,3
"7648",13025,1993,6309,"HUAUTLA",NA,NA,4862,0,738,49
"7649",13025,1996,6631,"HUAUTLA",0.581258765778401,"11408",4808,0,1334,441
"7650",13025,1999,8241,"HUAUTLA",0.631978527607362,"13040",5078,0,411,2752
"7651",13025,2002,7026,"HUAUTLA",0.521836007130125,"13464",3435,0,0,3116
"7652",13025,2005,9545,"HUAUTLA",0.669448730537242,"14258",3958,0,4874,713
"7653",13025,2008,10064,"HUAUTLA",NA,NA,4161,0,2069,435
"7654",13025,2011,10776,"HUAUTLA",0.674005504128096,"15988",2192,0,2732,2732
"7655",13025,2016,11262,"HUAUTLA",0.720629639109291,"15628",3540,1259,447,47
"7656",13025,2020,11708,"HUAUTLA",0.742657786235331,"15765",999,2067,116,398
"7657",13025,2024,11141,"HUAUTLA",0.69044372830937,"16136",409,3126,0,0
"7658",13026,1975,3342,"HUAZALINGO",NA,NA,3342,0,0,0
"7659",13026,1981,2500,"HUAZALINGO",0.49741345005969,"5026",1987,0,0,0
"7660",13026,1984,3007,"HUAZALINGO",0.731630170316302,"4110",2213,0,0,0
"7661",13026,1987,4125,"HUAZALINGO",0.85350713842334,"4833",2115,0,0,0
"7662",13026,1990,3778,"HUAZALINGO",0.663505444327362,"5694",2592,0,0,0
"7663",13026,1993,3113,"HUAZALINGO",NA,NA,1804,0,0,0
"7664",13026,1997,3936,"HUAZALINGO",NA,NA,1215,0,2182,469
"7665",13026,1999,4496,"HUAZALINGO",0.78780445067461,"5707",1074,0,1927,0
"7666",13026,2002,1023,"HUAZALINGO",0.412167606768735,"2482",630,0,0,228
"7667",13026,2005,5161,"HUAZALINGO",0.7809048267514,"6609",1551,0,977,1550
"7668",13026,2009,5672,"HUAZALINGO",NA,NA,2168,0,2398,0
"7669",13026,2011,6323,"HUAZALINGO",0.773550281379985,"8174",2765,0,3558,0
"7670",13026,2016,5837,"HUAZALINGO",0.684852751378623,"8523",762,1666,1815,59
"7671",13026,2020,6964,"HUAZALINGO",0.779058060185703,"8939",3563,352,2809,17
"7672",13026,2024,7067,"HUAZALINGO",0.727356937011116,"9716",250,2055,1801,84
"7673",13027,1981,4693,"HUEHUETLA",0.546969696969697,"8580",4693,0,0,0
"7674",13027,1984,5362,"HUEHUETLA",0.717708472761344,"7471",5362,0,0,0
"7675",13027,1987,5319,"HUEHUETLA",0.582138557513407,"9137",5102,0,0,0
"7676",13027,1990,3691,"HUEHUETLA",0.321179951270449,"11492",3027,0,623,2
"7677",13027,1993,4444,"HUEHUETLA",NA,NA,3336,0,416,176
"7678",13027,1996,4712,"HUEHUETLA",0.495322190686429,"9513",3177,0,712,138
"7679",13027,1999,7133,"HUEHUETLA",0.605774946921444,"11775",3323,0,2964,743
"7680",13027,2002,7551,"HUEHUETLA",0.585575804575417,"12895",3816,0,2615,955
"7681",13027,2005,9025,"HUEHUETLA",0.659336645236704,"13688",3666,0,5257,0
"7682",13027,2008,10207,"HUEHUETLA",NA,NA,2410,0,1836,1768
"7683",13027,2011,11370,"HUEHUETLA",0.690052800873945,"16477",3490,0,1947,1947
"7684",13027,2016,11937,"HUEHUETLA",0.729957805907173,"16353",4808,1114,244,385
"7685",13027,2020,12002,"HUEHUETLA",0.717436786418794,"16729",3287,94,17,20
"7686",13027,2024,12311,"HUEHUETLA",0.696087300689811,"17686",292,4494,477,0
"7687",13028,1975,17835,"HUEJUTLA DE REYES",NA,NA,17835,0,0,0
"7688",13028,1981,14182,"HUEJUTLA DE REYES",0.450579825258141,"31475",14182,0,0,0
"7689",13028,1984,19707,"HUEJUTLA DE REYES",0.635832741820998,"30994",16914,0,0,0
"7690",13028,1987,20641,"HUEJUTLA DE REYES",0.579477821448624,"35620",20641,0,0,0
"7691",13028,1990,9995,"HUEJUTLA DE REYES",0.25285873304999,"39528",6601,0,0,0
"7692",13028,1993,22233,"HUEJUTLA DE REYES",NA,NA,17908,0,2603,34
"7693",13028,1996,21213,"HUEJUTLA DE REYES",0.489410299003322,"43344",14029,0,922,5594
"7694",13028,1999,28254,"HUEJUTLA DE REYES",0.531309940200835,"53178",15918,0,0,12336
"7695",13028,2002,33674,"HUEJUTLA DE REYES",0.559982705291516,"60134",13021,0,0,16712
"7696",13028,2005,36120,"HUEJUTLA DE REYES",0.551324124246356,"65515",13527,0,13803,3527
"7697",13028,2008,41314,"HUEJUTLA DE REYES",NA,NA,14072,0,7587,15209
"7698",13028,2011,49046,"HUEJUTLA DE REYES",0.613811573888666,"79904",17104,0,9020,9020
"7699",13028,2016,52979,"HUEJUTLA DE REYES",0.619644674206716,"85499",17761,833,1193,8553
"7700",13028,2020,52135,"HUEJUTLA DE REYES",0.575791043127727,"90545",11725,6476,11729,11729
"7701",13028,2024,55205,"HUEJUTLA DE REYES",0.569575848869721,"96923",3473,24660,0,954
"7702",13029,1975,7989,"HUICHAPAN",NA,NA,7989,0,0,0
"7703",13029,1981,7043,"HUICHAPAN",0.614197261707509,"11467",7043,0,0,0
"7704",13029,1984,8718,"HUICHAPAN",0.735572055349308,"11852",8624,0,0,94
"7705",13029,1987,8721,"HUICHAPAN",0.609902790404923,"14299",8571,0,0,150
"7706",13029,1990,6970,"HUICHAPAN",0.421810699588477,"16524",6424,0,6,220
"7707",13029,1993,12267,"HUICHAPAN",NA,NA,11150,0,400,533
"7708",13029,1996,10015,"HUICHAPAN",0.493034017624182,"20313",7664,0,1326,1025
"7709",13029,1999,10122,"HUICHAPAN",0.439265720609296,"23043",5188,0,1279,3655
"7710",13029,2002,12572,"HUICHAPAN",0.496838444514701,"25304",5802,0,0,6770
"7711",13029,2005,12447,"HUICHAPAN",0.465848272764699,"26719",6299,0,408,4935
"7712",13029,2008,12847,"HUICHAPAN",NA,NA,7040,0,534,1683
"7713",13029,2011,16780,"HUICHAPAN",0.525985831609303,"31902",5318,0,3875,3875
"7714",13029,2016,18711,"HUICHAPAN",0.564860377358491,"33125",4934,1311,359,3286
"7715",13029,2020,19496,"HUICHAPAN",0.558528619721538,"34906",4502,4668,418,418
"7716",13029,2024,22037,"HUICHAPAN",0.592408398075217,"37199",6582,7932,6582,6582
"7717",13030,1975,11305,"IXMIQUILPAN",NA,NA,11305,0,0,0
"7718",13030,1981,6432,"IXMIQUILPAN",0.39162201656113,"16424",6093,0,0,0
"7719",13030,1984,10660,"IXMIQUILPAN",0.589732241646382,"18076",9741,0,0,0
"7720",13030,1987,11399,"IXMIQUILPAN",0.525154335206855,"21706",10539,0,0,0
