uniqueid,year,total,mun,magar_turnout,listanominal,pri,morena,prd,pan
13004,2020,5480,AGUA BLANCA DE ITURBIDE,0.7486338797814208,7320,2152,902,0,1255
13004,2024,5672,AGUA BLANCA DE ITURBIDE,0.7047713717693836,8048,523,2195,2302,213
13005,1981,3735,AJACUBA,0.6972185924957999,5357,3735,0,0,0
13005,1984,3700,AJACUBA,0.6723605306196621,5503,3700,0,0,0
13005,1987,2707,AJACUBA,0.4612370080081786,5869,2707,0,0,0
13005,1990,1973,AJACUBA,0.30712951432129515,6424,1443,0,246,8
13005,1993,3984,AJACUBA,NA,NA,2185,0,718,14
13005,1996,4273,AJACUBA,0.5600996198715428,7629,1717,0,400,1350
13005,1999,5367,AJACUBA,0.6022893053529346,8911,1542,0,1629,956
13005,2002,6044,AJACUBA,0.6066445849643681,9963,2101,0,1994,1114
13005,2005,6393,AJACUBA,0.6099608815952676,10481,2478,0,2842,912
13005,2008,6669,AJACUBA,NA,NA,3032,0,2952,232
13005,2011,8502,AJACUBA,0.6658834586466166,12768,2405,0,1507,0
13005,2016,8732,AJACUBA,0.6706090162045926,13021,1495,374,1917,478
13005,2020,9114,AJACUBA,0.6710846034901701,13581,1876,818,632,1725
13005,2024,9774,AJACUBA,0.6667576233030903,14659,260,3538,24,0
13006,1975,4227,ALFAJAYUCAN,NA,NA,4227,0,0,0
13006,1981,3499,ALFAJAYUCAN,0.5028743891922967,6958,3499,0,0,0
13006,1984,4417,ALFAJAYUCAN,0.6635120925341745,6657,4417,0,0,0
13006,1987,4250,ALFAJAYUCAN,0.5580357142857143,7616,4250,0,0,0
13006,1990,3251,ALFAJAYUCAN,0.3738930419781484,8695,1852,0,1250,22
13006,1993,5540,ALFAJAYUCAN,NA,NA,3582,0,1815,32
13006,1996,4967,ALFAJAYUCAN,0.5509094942324756,9016,2627,0,2340,0
13006,1999,5315,ALFAJAYUCAN,0.5099299625827497,10423,2983,0,2332,0
13006,2002,5797,ALFAJAYUCAN,0.49832373420441844,11633,2208,0,2811,595
13006,2005,6497,ALFAJAYUCAN,0.5208016032064128,12475,2461,0,1194,548
13006,2008,7662,ALFAJAYUCAN,NA,NA,3102,0,860,472
13006,2011,8915,ALFAJAYUCAN,0.5851657367902855,15235,3616,0,1671,1671
13006,2016,8928,ALFAJAYUCAN,0.6024698022808557,14819,1621,376,2157,390
13006,2020,9304,ALFAJAYUCAN,0.6187815908486299,15036,1483,746,273,47
13006,2024,10101,ALFAJAYUCAN,0.6365240405822673,15869,758,3574,0,224
13007,1975,2811,ALMOLOYA,NA,NA,2811,0,0,0
13007,1981,800,ALMOLOYA,0.186219739292365,4296,550,0,0,0
13007,1984,2272,ALMOLOYA,0.6706021251475797,3388,2272,0,0,0
13007,1987,2051,ALMOLOYA,0.5301111398294133,3869,2051,0,0,0
13007,1990,1319,ALMOLOYA,0.3285999003487793,4014,899,0,81,8
13007,1993,2589,ALMOLOYA,NA,NA,2139,0,312,26
13007,1996,3230,ALMOLOYA,0.6334575406942538,5099,1645,0,85,0
13007,1999,3672,ALMOLOYA,0.6155909471919531,5965,1738,0,46,1678
13007,2002,3914,ALMOLOYA,0.5903469079939668,6630,2163,0,0,1522
13007,2005,4081,ALMOLOYA,0.5792760823278921,7045,1445,0,18,2359
13007,2008,4343,ALMOLOYA,NA,NA,2205,0,306,994
13007,2011,5380,ALMOLOYA,0.6559375762009266,8202,2212,0,2640,179
13007,2016,5351,ALMOLOYA,0.6318337466052663,8469,1800,108,280,592
13007,2020,5476,ALMOLOYA,0.6022877254729433,9092,1202,658,301,1130
13007,2024,5049,ALMOLOYA,0.5116019860168204,9869,1666,2165,0,0
13008,1975,8266,APAN,NA,NA,8266,0,0,0
13008,1981,8085,APAN,0.5227596017069701,15466,8085,0,0,0
13008,1984,6329,APAN,0.4634253496375485,13657,5617,0,0,712
13008,1987,6821,APAN,0.4191090629800307,16275,6437,0,0,384
13008,1990,4164,APAN,0.21667187012176084,19218,3512,0,609,8
13008,1993,8500,APAN,NA,NA,7005,0,442,755
13008,1996,11378,APAN,0.5375856366643043,21165,4910,0,322,266
13008,1999,12273,APAN,0.5022713321055863,24435,5913,0,258,283
13008,2002,13784,APAN,0.5208978913158492,26462,3946,0,974,2366
13008,2005,13103,APAN,0.4715005397625045,27790,5099,0,2591,2029
13008,2008,14152,APAN,NA,NA,5400,0,791,1859
13008,2011,16388,APAN,0.5273353283779001,31077,5887,0,4627,4627
13008,2016,17298,APAN,0.546626639279507,31645,4536,907,2037,7163
13008,2020,17799,APAN,0.524580017683466,33930,4419,1133,1157,477
13008,2024,21720,APAN,0.5921805987240307,36678,2507,6731,679,4293
13009,1975,3069,ARENAL--EL,NA,NA,3069,0,0,0
13009,1981,2522,ARENAL--EL,0.6343058350100603,3976,2522,0,0,0
13009,1984,3313,ARENAL--EL,0.695570018895654,4763,3313,0,0,0
13009,1987,3053,ARENAL--EL,0.5637001477104875,5416,3053,0,0,0
13009,1990,2348,ARENAL--EL,0.39081225033288947,6008,2039,0,260,18
13009,1993,3065,ARENAL--EL,NA,NA,2395,0,628,19
13009,1996,2892,ARENAL--EL,0.4252941176470588,6800,2108,0,360,424
13009,1999,3907,ARENAL--EL,0.4875826781480095,8013,2244,0,268,1394
13009,2002,4610,ARENAL--EL,0.5028359511343804,9168,3383,0,178,995
13009,2005,5777,ARENAL--EL,0.5827113173290297,9914,2779,0,452,1927
13009,2008,6990,ARENAL--EL,NA,NA,3966,0,139,2748
13009,2011,8148,ARENAL--EL,0.6581051611339956,12381,4065,0,235,235
13009,2016,8653,ARENAL--EL,0.6653083192372751,13006,3820,283,0,3494
13009,2020,8457,ARENAL--EL,0.6106137184115523,13850,2788,1343,340,340
13009,2024,9971,ARENAL--EL,0.6560731675220424,15198,3774,3594,35,0
13010,1975,1981,ATITALAQUIA,NA,NA,1981,0,0,0
13010,1981,2103,ATITALAQUIA,0.6017167381974249,3495,2068,0,0,0
13010,1984,2489,ATITALAQUIA,0.5473938860787332,4547,2489,0,0,0
13010,1987,2855,ATITALAQUIA,0.5289975912544006,5397,2855,0,0,0
13010,1990,3028,ATITALAQUIA,0.4450323339212228,6804,1493,0,1,5
13010,1993,6469,ATITALAQUIA,NA,NA,3473,0,151,22
13010,1996,6124,ATITALAQUIA,0.5749694864331988,10651,2491,0,1856,1777
13010,1999,6692,ATITALAQUIA,0.5531035622778742,12099,2842,0,1501,2093
13010,2002,7772,ATITALAQUIA,0.5676307332749051,13692,2413,0,2333,2976
13010,2005,7583,ATITALAQUIA,0.5170814865325605,14665,2692,0,1208,2635
13010,2008,9726,ATITALAQUIA,NA,NA,3268,0,1283,2558
13010,2011,10994,ATITALAQUIA,0.6221140787686736,17672,6127,0,4867,4867
13010,2016,11468,ATITALAQUIA,0.585370833546016,19591,3375,1243,722,4313
13010,2020,11883,ATITALAQUIA,0.5678853046594982,20925,2255,1363,716,1220
13010,2024,15341,ATITALAQUIA,0.6621061717738455,23170,1731,4693,1445,1179
13011,1975,4984,ATLAPEXCO,NA,NA,4984,0,0,0
13011,1981,4513,ATLAPEXCO,0.5375178656503097,8396,4513,0,0,0
13011,1984,5011,ATLAPEXCO,0.6454978745330413,7763,5011,0,0,0
13011,1987,4760,ATLAPEXCO,0.5854858548585485,8130,4716,0,0,0
13011,1990,1923,ATLAPEXCO,0.22857482467609652,8413,1535,0,0,0
13011,1993,4997,ATLAPEXCO,NA,NA,2684,0,0,0
13011,1996,4692,ATLAPEXCO,0.5779036827195467,8119,2720,0,1825,0
13011,1999,6258,ATLAPEXCO,0.668875587858059,9356,3096,0,3162,0
13011,2002,7268,ATLAPEXCO,0.705768110312682,10298,2397,0,2329,370
13011,2005,8077,ATLAPEXCO,0.7199393885373028,11219,3423,0,1584,1394
13011,2008,9067,ATLAPEXCO,NA,NA,3956,0,3172,809
13011,2011,10185,ATLAPEXCO,0.7468103827540695,13638,5104,0,4336,4336
13011,2016,10241,ATLAPEXCO,0.7359683794466403,13915,5252,422,3527,51
13011,2020,11177,ATLAPEXCO,0.7717323758889733,14483,3070,0,50,970
13011,2024,10852,ATLAPEXCO,0.6954181352130727,15605,218,4359,218,218
13012,1975,6224,ATOTONILCO EL GRANDE,NA,NA,6224,0,0,0
13012,1981,4483,ATOTONILCO EL GRANDE,0.6122644086315214,7322,4483,0,0,0
13012,1984,7160,ATOTONILCO EL GRANDE,0.7171474358974359,9984,7160,0,0,0
13012,1987,6571,ATOTONILCO EL GRANDE,0.6221359590986556,10562,6571,0,0,0
13012,1990,4853,ATOTONILCO EL GRANDE,0.36748447675299106,13206,4575,0,2,7
13012,1993,7810,ATOTONILCO EL GRANDE,NA,NA,7368,0,0,0
13012,1996,7546,ATOTONILCO EL GRANDE,0.5607073859414474,13458,5234,0,236,2030
13012,1999,8354,ATOTONILCO EL GRANDE,0.5175960346964065,16140,4011,0,123,4220
13012,2002,9485,ATOTONILCO EL GRANDE,0.5218132805193376,18177,3853,0,0,5541
13012,2005,10078,ATOTONILCO EL GRANDE,0.5111843773776312,19715,4084,0,363,5631
13012,2008,11514,ATOTONILCO EL GRANDE,NA,NA,5136,0,148,2367
13012,2011,13901,ATOTONILCO EL GRANDE,0.596072209596501,23321,6122,0,553,553
13012,2016,16131,ATOTONILCO EL GRANDE,0.7145831487552051,22574,3118,1321,3571,0
13012,2020,13399,ATOTONILCO EL GRANDE,0.5791908014178265,23134,2338,1826,1742,1742
13012,2024,14435,ATOTONILCO EL GRANDE,0.5827614049253129,24770,444,5224,444,444
13013,1975,2366,ATOTONILCO DE TULA,NA,NA,2366,0,0,0
13013,1981,2071,ATOTONILCO DE TULA,0.5220569700025208,3967,2071,0,0,0
13013,1984,3738,ATOTONILCO DE TULA,0.5925808497146481,6308,3738,0,0,0
13013,1987,3562,ATOTONILCO DE TULA,0.5090025721634753,6998,3457,0,0,0
13013,1990,2267,ATOTONILCO DE TULA,0.27359401399951727,8286,1603,0,579,10
13013,1993,6205,ATOTONILCO DE TULA,NA,NA,3561,0,2493,34
13013,1996,7823,ATOTONILCO DE TULA,0.6448236069897791,12132,2438,0,2651,334
13013,1999,8427,ATOTONILCO DE TULA,0.5925326958233722,14222,3534,0,3006,883
13013,2002,9128,ATOTONILCO DE TULA,0.571106800976037,15983,2923,0,0,3214
13013,2005,10727,ATOTONILCO DE TULA,0.6258459743290549,17140,4749,0,2393,2657
13013,2008,11759,ATOTONILCO DE TULA,NA,NA,2509,0,2743,2614
13013,2011,14013,ATOTONILCO DE TULA,0.6667776931861439,21016,3588,0,4880,4880
13013,2016,13071,ATOTONILCO DE TULA,0.47472216169100023,27534,4866,239,2748,4200
13013,2020,17736,ATOTONILCO DE TULA,0.5074968524665217,34948,1475,1784,3922,3922
13013,2024,26506,ATOTONILCO DE TULA,0.6313658234481444,41982,837,5935,837,837
13014,1975,4970,CALNALI,NA,NA,4970,0,0,0
13014,1981,5333,CALNALI,0.7504925415142133,7106,5333,0,0,0
13014,1984,3720,CALNALI,0.6193806193806194,6006,3720,0,0,0
13014,1987,4204,CALNALI,0.6021197364651962,6982,4204,0,0,0
13014,1990,2792,CALNALI,0.35110663983903423,7952,2026,0,0,0
13014,1991,2646,CALNALI,NA,NA,1432,0,2,260
13014,1993,4710,CALNALI,NA,NA,2548,0,428,589
13014,1996,5535,CALNALI,0.700632911392405,7900,2267,0,622,2125
13014,1999,6653,CALNALI,0.7282180385288967,9136,3444,0,57,3098
13014,2002,6932,CALNALI,0.7168562564632885,9670,2894,0,103,3014
13014,2005,7440,CALNALI,0.7406669985067198,10045,3468,0,33,3939
13014,2008,8191,CALNALI,NA,NA,2412,0,987,443
13014,2011,8914,CALNALI,0.7331194999588782,12159,4155,0,3854,3854
13014,2016,9177,CALNALI,0.7674360260913197,11958,2441,251,2389,53
13014,2020,9778,CALNALI,0.8049724211739524,12147,1838,135,7,2604
13014,2024,10009,CALNALI,0.7710499961482167,12981,61,4236,61,61
13015,1975,4448,CARDONAL,NA,NA,4448,0,0,0
13015,1981,2722,CARDONAL,0.4982610287387882,5463,2722,0,0,0
13015,1984,3977,CARDONAL,0.5547496164039615,7169,3579,0,0,0
13015,1987,4491,CARDONAL,0.558165548098434,8046,4378,0,0,0
13015,1990,2196,CARDONAL,0.2518637458424131,8719,1849,0,101,6
13015,1993,4096,CARDONAL,NA,NA,3468,0,297,34
13015,1996,3633,CARDONAL,0.436029764762362,8332,2867,0,618,0
13015,1999,3991,CARDONAL,0.40211586901763224,9925,3199,0,634,158
13015,2002,5375,CARDONAL,0.4765493394804504,11279,3171,0,1992,212
13015,2005,5408,CARDONAL,0.45104253544620515,11990,2353,0,2511,544
13015,2008,6989,CARDONAL,NA,NA,2689,0,1849,1482
13015,2011,7733,CARDONAL,0.5317334800247542,14543,3170,0,2780,2780
13015,2016,8376,CARDONAL,0.5857342657342657,14300,3950,389,3219,259
13015,2020,9109,CARDONAL,0.6247170975927577,14581,1670,1273,768,58
13015,2024,9714,CARDONAL,0.6405961487734108,15164,259,2085,259,259
13016,1975,7569,CUAUTEPEC DE HINOJOSA,NA,NA,7569,0,0,0
13016,1981,10561,CUAUTEPEC DE HINOJOSA,0.782180417715894,13502,10561,0,0,0
13016,1984,8936,CUAUTEPEC DE HINOJOSA,0.644036036036036,13875,8936,0,0,0
13016,1987,8858,CUAUTEPEC DE HINOJOSA,0.5546649968691296,15970,8858,0,0,0
13016,1990,4535,CUAUTEPEC DE HINOJOSA,0.24950484154929578,18176,3633,0,10,26
13016,1993,12475,CUAUTEPEC DE HINOJOSA,NA,NA,11287,0,0,1113
13016,1996,10974,CUAUTEPEC DE HINOJOSA,0.5025645722659828,21836,5508,0,555,4594
13016,1999,12151,CUAUTEPEC DE HINOJOSA,0.4668254639056437,26029,8842,0,487,2613
13016,2002,15163,CUAUTEPEC DE HINOJOSA,0.5142440480227904,29486,7513,0,597,6201
13016,2005,16429,CUAUTEPEC DE HINOJOSA,0.5307038795748942,30957,6100,0,360,9076
13016,2008,18498,CUAUTEPEC DE HINOJOSA,NA,NA,8212,0,1005,6230
13016,2011,21786,CUAUTEPEC DE HINOJOSA,0.5719311141447023,38092,7258,0,6067,6067
13016,2016,22028,CUAUTEPEC DE HINOJOSA,0.5476060259533635,40226,5619,1516,1476,2231
13016,2020,20235,CUAUTEPEC DE HINOJOSA,0.47051574198948987,43006,5364,2006,1295,1295
13016,2024,11927,CUAUTEPEC DE HINOJOSA,0.2578699299489752,46252,2521,4891,0,296
13017,1975,2902,CHAPANTONGO,NA,NA,2902,0,0,0
13017,1981,4236,CHAPANTONGO,0.5432858791843016,7797,4236,0,0,0
13017,1984,3158,CHAPANTONGO,0.7123843898037446,4433,3158,0,0,0
13017,1987,3046,CHAPANTONGO,0.5831897376986406,5223,3046,0,0,0
13017,1990,2329,CHAPANTONGO,0.35128205128205126,6630,1490,0,834,0
13017,1993,4220,CHAPANTONGO,NA,NA,2422,0,1798,0
13017,1996,4501,CHAPANTONGO,0.7221241777635168,6233,2459,0,2042,0
13017,1999,4293,CHAPANTONGO,0.5974947807933194,7185,3264,0,1029,0
13017,2002,4726,CHAPANTONGO,0.6176163094615786,7652,2181,0,1363,1182
13017,2005,5360,CHAPANTONGO,0.6722689075630253,7973,2486,0,388,91
13017,2008,6113,CHAPANTONGO,NA,NA,2560,0,123,78
13017,2011,6773,CHAPANTONGO,0.7236111111111111,9360,2363,0,521,1783
13017,2016,6999,CHAPANTONGO,0.74181240063593,9435,2156,115,71,2056
13017,2020,7033,CHAPANTONGO,0.7156084656084656,9828,2696,3150,109,109
13017,2024,7697,CHAPANTONGO,0.7314454053026703,10523,1019,1742,1019,1019
13018,1975,5181,CHAPULHUACAN,NA,NA,5181,0,0,0
13018,1981,2606,CHAPULHUACAN,0.5735035211267606,4544,2606,0,0,0
13018,1984,5474,CHAPULHUACAN,0.6908127208480566,7924,5474,0,0,0
13018,1987,6058,CHAPULHUACAN,0.609456740442656,9940,6058,0,0,0
13018,1990,3605,CHAPULHUACAN,0.34326794896210244,10502,3202,0,296,6
13018,1993,5471,CHAPULHUACAN,NA,NA,4548,0,831,17
13018,1996,5470,CHAPULHUACAN,0.5688435940099834,9616,4969,0,501,0
13018,1999,7072,CHAPULHUACAN,0.6266725742135578,11285,3629,0,3205,153
13018,2002,7800,CHAPULHUACAN,0.6210685564137272,12559,3937,0,3536,235
13018,2005,8364,CHAPULHUACAN,0.625907356132605,13363,4262,0,3857,77
13018,2008,9143,CHAPULHUACAN,NA,NA,4093,0,4698,187
13018,2011,10197,CHAPULHUACAN,0.6393103448275862,15950,4498,0,4441,1258
13018,2016,10795,CHAPULHUACAN,0.6782056920273921,15917,3731,224,6776,41
13018,2020,10304,CHAPULHUACAN,0.6326518081905814,16287,2439,578,4995,0
13018,2024,10045,CHAPULHUACAN,0.5823188405797102,17250,3771,3968,1239,539
13019,1975,2670,CHILCUAUTLA,NA,NA,2670,0,0,0
13019,1981,2179,CHILCUAUTLA,0.5553007135575942,3924,2179,0,0,0
13019,1984,3417,CHILCUAUTLA,0.79502093997208,4298,3417,0,0,0
13019,1987,2530,CHILCUAUTLA,0.5428019738253593,4661,2530,0,0,0
13019,1990,2732,CHILCUAUTLA,0.5070527097253155,5388,1862,0,769,10
13019,1993,3582,CHILCUAUTLA,NA,NA,2583,0,691,36
13019,1996,3790,CHILCUAUTLA,0.5222543750861237,7257,2061,0,1475,224
13019,2000,5338,CHILCUAUTLA,0.589638793770021,9053,2981,0,2142,215
13019,2002,5094,CHILCUAUTLA,0.5238584944467297,9724,2314,0,2672,0
13019,2005,5649,CHILCUAUTLA,0.5483401281304601,10302,2764,0,2698,101
13019,2008,6907,CHILCUAUTLA,NA,NA,2742,0,3420,529
13019,2011,8309,CHILCUAUTLA,0.642465011984845,12933,3269,0,3183,3183
13019,2016,8577,CHILCUAUTLA,0.6585534398034398,13024,1684,2035,1611,1359
13019,2020,9153,CHILCUAUTLA,0.6715826546335021,13629,1678,1795,2365,161
13019,2024,9464,CHILCUAUTLA,0.6473767015527738,14619,791,3339,791,791
13020,1975,1408,ELOXOCHITLAN,NA,NA,1408,0,0,0
13020,1981,1136,ELOXOCHITLAN,0.7117794486215538,1596,1136,0,0,0
13020,1984,1181,ELOXOCHITLAN,0.707185628742515,1670,1181,0,0,0
13020,1987,1136,ELOXOCHITLAN,0.5873836608066184,1934,1136,0,0,0
13020,1990,1259,ELOXOCHITLAN,0.6232673267326733,2020,1259,0,0,0
13020,1993,1250,ELOXOCHITLAN,NA,NA,1244,0,4,0
13020,1996,1069,ELOXOCHITLAN,0.5870400878638111,1821,922,0,147,0
13020,1999,1421,ELOXOCHITLAN,0.7115673510265398,1997,511,0,910,0
13020,2002,1491,ELOXOCHITLAN,0.6973807296538821,2138,697,0,794,0
13020,2005,1516,ELOXOCHITLAN,0.6798206278026906,2230,753,0,763,0
13020,2008,1719,ELOXOCHITLAN,NA,NA,447,0,432,16
13020,2011,2048,ELOXOCHITLAN,0.7482645232005846,2737,970,0,66,0
13020,2016,2096,ELOXOCHITLAN,0.8421052631578947,2489,298,0,666,0
13020,2020,2293,ELOXOCHITLAN,0.8870406189555126,2585,44,38,1119,1
13020,2024,2320,ELOXOCHITLAN,0.8106219426974144,2862,7,1146,7,7
13021,1975,2257,EMILIANO ZAPATA,NA,NA,2257,0,0,0
13021,1981,1280,EMILIANO ZAPATA,0.3982576228998133,3214,1267,0,0,6
13021,1984,2645,EMILIANO ZAPATA,0.6368889959065736,4153,2645,0,0,0
13021,1987,2756,EMILIANO ZAPATA,0.555981440387331,4957,2756,0,0,0
13021,1990,1978,EMILIANO ZAPATA,0.35505295279124033,5571,1969,0,0,5
13021,1993,3970,EMILIANO ZAPATA,NA,NA,2320,0,91,29
13021,1996,3983,EMILIANO ZAPATA,0.5450937457232791,7307,1766,0,1486,0
13021,1999,4748,EMILIANO ZAPATA,0.5843692307692308,8125,2416,0,2034,298
13021,2002,4241,EMILIANO ZAPATA,0.48138479001135076,8810,1689,0,1392,318
13021,2005,5300,EMILIANO ZAPATA,0.5875831485587583,9020,1921,0,2371,178
13021,2009,6492,EMILIANO ZAPATA,NA,NA,2408,0,368,780
13021,2011,6499,EMILIANO ZAPATA,0.6417497778216649,10127,2875,0,633,633
13021,2016,6854,EMILIANO ZAPATA,0.6530728918532634,10495,1837,218,0,862
13021,2020,6321,EMILIANO ZAPATA,0.5640728181331429,11206,1968,756,0,328
13021,2024,7754,EMILIANO ZAPATA,0.6395051546391752,12125,224,2732,0,353
13022,1975,1936,EPAZOYUCAN,NA,NA,1936,0,0,0
13022,1981,1057,EPAZOYUCAN,0.4888991674375578,2162,1057,0,0,0
13022,1984,2078,EPAZOYUCAN,0.6387949584998462,3253,1844,0,0,0
13022,1987,2056,EPAZOYUCAN,0.5404837013669821,3804,1953,0,0,0
13022,1990,2374,EPAZOYUCAN,0.5062913201108978,4689,1209,0,1121,7
13022,1991,2530,EPAZOYUCAN,NA,NA,1985,0,377,57
13022,1993,3149,EPAZOYUCAN,NA,NA,2497,0,18,550
13022,1996,3196,EPAZOYUCAN,0.540047313281514,5918,1728,0,205,1240
13022,1999,3939,EPAZOYUCAN,0.5668441502374443,6949,2005,0,214,1720
13022,2002,4395,EPAZOYUCAN,0.5808114179992071,7567,1986,0,856,1458
13022,2005,4942,EPAZOYUCAN,0.620854271356784,7960,1310,0,368,1398
13022,2008,5500,EPAZOYUCAN,NA,NA,1934,0,128,1571
13022,2011,6278,EPAZOYUCAN,0.6024952015355086,10420,2615,0,1883,1883
13022,2016,6768,EPAZOYUCAN,0.6118242632435364,11062,1720,280,64,2660
13022,2020,6772,EPAZOYUCAN,0.567264198358184,11938,1796,811,1429,1429
13022,2024,7947,EPAZOYUCAN,0.5977884760042125,13294,617,3433,506,1927
13023,1975,6458,FRANCISCO I. MADERO,NA,NA,6458,0,0,0
13023,1981,3108,FRANCISCO I. MADERO,0.502262443438914,6188,2768,0,0,0
13023,1984,5757,FRANCISCO I. MADERO,0.6378240638156437,9026,5757,0,0,0
13023,1987,5674,FRANCISCO I. MADERO,0.5601737585151545,10129,5674,0,0,0
13023,1990,4203,FRANCISCO I. MADERO,0.3438036809815951,12225,1716,0,871,0
13023,1993,7439,FRANCISCO I. MADERO,NA,NA,4005,0,252,4
13023,1996,7677,FRANCISCO I. MADERO,0.5165175267442643,14863,2696,0,3928,1053
13023,1999,9209,FRANCISCO I. MADERO,0.536436185705132,17167,3302,0,4829,906
13023,2002,10505,FRANCISCO I. MADERO,0.5336008533550058,19687,5634,0,4508,0
13023,2005,11967,FRANCISCO I. MADERO,0.5783674061186023,20691,4497,0,5564,1494
13023,2008,13481,FRANCISCO I. MADERO,NA,NA,6853,0,5918,0
13023,2011,16450,FRANCISCO I. MADERO,0.6447693332810724,25513,6209,0,3384,1048
13023,2016,15738,FRANCISCO I. MADERO,0.6037055506540335,26069,4342,1013,5612,868
13023,2020,16230,FRANCISCO I. MADERO,0.5972840687447099,27173,2420,2896,306,306
13023,2024,18870,FRANCISCO I. MADERO,0.6434782608695652,29325,1225,6754,1225,1225
13024,1975,3238,HUASCA DE OCAMPO,NA,NA,3238,0,0,0
13024,1981,2490,HUASCA DE OCAMPO,0.5329623287671232,4672,2490,0,0,0
13024,1984,4161,HUASCA DE OCAMPO,0.7303844128488678,5697,4161,0,0,0
13024,1987,4183,HUASCA DE OCAMPO,0.6108352803738317,6848,4183,0,0,0
13024,1990,3618,HUASCA DE OCAMPO,0.5110891368837407,7079,3547,0,1,4
13024,1993,4390,HUASCA DE OCAMPO,NA,NA,3501,0,638,15
13024,1996,3628,HUASCA DE OCAMPO,0.48908061472094905,7418,3094,0,510,0
13024,1999,4674,HUASCA DE OCAMPO,0.5263513513513514,8880,2683,0,1661,330
13024,2002,5016,HUASCA DE OCAMPO,0.5042219541616405,9948,2620,0,156,2240
13024,2005,5907,HUASCA DE OCAMPO,0.5568963891769586,10607,2247,0,1033,2627
13024,2008,7150,HUASCA DE OCAMPO,NA,NA,4099,0,273,2619
13024,2011,8227,HUASCA DE OCAMPO,0.6118093255001116,13447,2659,0,561,1823
13024,2016,8847,HUASCA DE OCAMPO,0.6593382024146669,13418,2443,163,3189,2671
13024,2020,8258,HUASCA DE OCAMPO,0.5923959827833573,13940,658,1645,44,5140
13024,2024,8911,HUASCA DE OCAMPO,0.5864815058575754,15194,835,4155,835,835
13025,1975,7935,HUAUTLA,NA,NA,7935,0,0,0
13025,1981,6432,HUAUTLA,0.5167925437891692,12446,6432,0,0,0
13025,1984,7983,HUAUTLA,0.6918277147066471,11539,7983,0,0,0
13025,1987,7458,HUAUTLA,0.6076258758350985,12274,7458,0,0,0
13025,1990,6166,HUAUTLA,0.492806905370844,12512,6131,0,2,3
13025,1993,6309,HUAUTLA,NA,NA,4862,0,738,49
13025,1996,6631,HUAUTLA,0.5812587657784011,11408,4808,0,1334,441
13025,1999,8241,HUAUTLA,0.631978527607362,13040,5078,0,411,2752
13025,2002,7026,HUAUTLA,0.5218360071301248,13464,3435,0,0,3116
13025,2005,9545,HUAUTLA,0.6694487305372423,14258,3958,0,4874,713
13025,2008,10064,HUAUTLA,NA,NA,4161,0,2069,435
13025,2011,10776,HUAUTLA,0.6740055041280961,15988,2192,0,2732,2732
13025,2016,11262,HUAUTLA,0.720629639109291,15628,3540,1259,447,47
13025,2020,11708,HUAUTLA,0.7426577862353314,15765,999,2067,116,398
13025,2024,11141,HUAUTLA,0.6904437283093704,16136,409,3126,0,0
13026,1975,3342,HUAZALINGO,NA,NA,3342,0,0,0
13026,1981,2500,HUAZALINGO,0.4974134500596896,5026,1987,0,0,0
13026,1984,3007,HUAZALINGO,0.7316301703163017,4110,2213,0,0,0
13026,1987,4125,HUAZALINGO,0.8535071384233396,4833,2115,0,0,0
13026,1990,3778,HUAZALINGO,0.6635054443273621,5694,2592,0,0,0
13026,1993,3113,HUAZALINGO,NA,NA,1804,0,0,0
13026,1997,3936,HUAZALINGO,NA,NA,1215,0,2182,469
13026,1999,4496,HUAZALINGO,0.7878044506746101,5707,1074,0,1927,0
13026,2002,1023,HUAZALINGO,0.4121676067687349,2482,630,0,0,228
13026,2005,5161,HUAZALINGO,0.7809048267513996,6609,1551,0,977,1550
13026,2009,5672,HUAZALINGO,NA,NA,2168,0,2398,0
13026,2011,6323,HUAZALINGO,0.7735502813799853,8174,2765,0,3558,0
13026,2016,5837,HUAZALINGO,0.6848527513786226,8523,762,1666,1815,59
13026,2020,6964,HUAZALINGO,0.7790580601857031,8939,3563,352,2809,17
13026,2024,7067,HUAZALINGO,0.7273569370111157,9716,250,2055,1801,84
13027,1981,4693,HUEHUETLA,0.546969696969697,8580,4693,0,0,0
13027,1984,5362,HUEHUETLA,0.7177084727613439,7471,5362,0,0,0
13027,1987,5319,HUEHUETLA,0.582138557513407,9137,5102,0,0,0
13027,1990,3691,HUEHUETLA,0.321179951270449,11492,3027,0,623,2
13027,1993,4444,HUEHUETLA,NA,NA,3336,0,416,176
13027,1996,4712,HUEHUETLA,0.4953221906864291,9513,3177,0,712,138
13027,1999,7133,HUEHUETLA,0.6057749469214437,11775,3323,0,2964,743
13027,2002,7551,HUEHUETLA,0.5855758045754168,12895,3816,0,2615,955
13027,2005,9025,HUEHUETLA,0.6593366452367037,13688,3666,0,5257,0
13027,2008,10207,HUEHUETLA,NA,NA,2410,0,1836,1768
13027,2011,11370,HUEHUETLA,0.6900528008739455,16477,3490,0,1947,1947
13027,2016,11937,HUEHUETLA,0.729957805907173,16353,4808,1114,244,385
13027,2020,12002,HUEHUETLA,0.7174367864187937,16729,3287,94,17,20
13027,2024,12311,HUEHUETLA,0.6960873006898112,17686,292,4494,477,0
13028,1975,17835,HUEJUTLA DE REYES,NA,NA,17835,0,0,0
