ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PODEMOS,MAS_X_HIDALGO,NVA_ALIANZA,ESH,PAN_PRD,PVEM_PT_MORENA_ESH,PVEM_PT_MORENA,PVEM_PT_ESH,PVEM_PT,PVEM_MORENA,PVEM_ESH,PVEM_MORENA_ESH,PT_MORENA_ESH,PT_MORENA,PT_ESH,MORENA_ESH,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,CAND_IND33,CAND_IND34,CAND_IND35,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,TRIBUNAL,OBSERVACIONES
13,HIDALGO,9,METEPEC,1,ACATLAN,7,B,1,0,B,146,110,1,,5,,5,1,,177,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,0,4,454,674,,
13,HIDALGO,9,METEPEC,1,ACATLAN,7,C,1,0,C01,161,126,0,,3,,2,0,,165,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462,0,7,469,674,,
13,HIDALGO,9,METEPEC,1,ACATLAN,8,B,1,0,B,109,95,1,,7,,4,2,,136,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364,0,3,367,675,,
13,HIDALGO,9,METEPEC,1,ACATLAN,8,C,1,0,C01,122,115,1,,7,,4,4,,119,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,0,8,384,675,,
13,HIDALGO,9,METEPEC,1,ACATLAN,8,C,2,0,C02,114,100,0,,4,,10,13,,137,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385,0,6,391,674,,
13,HIDALGO,9,METEPEC,1,ACATLAN,9,B,1,0,B,161,79,0,,4,,37,5,,147,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434,0,7,441,689,,
13,HIDALGO,9,METEPEC,1,ACATLAN,9,C,1,0,C01,163,62,2,,5,,40,5,,133,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416,0,7,423,689,,
13,HIDALGO,9,METEPEC,1,ACATLAN,9,C,2,0,C02,136,100,0,,8,,44,1,,118,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,0,7,415,689,,
13,HIDALGO,9,METEPEC,1,ACATLAN,9,C,3,0,C03,158,81,0,,5,,24,0,,129,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398,0,8,406,689,,
13,HIDALGO,9,METEPEC,1,ACATLAN,10,B,1,0,B,101,172,2,,12,,8,5,,96,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398,0,5,403,612,,
13,HIDALGO,9,METEPEC,1,ACATLAN,10,C,1,0,C01,83,160,0,,9,,10,6,,117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385,1,5,391,611,,
13,HIDALGO,9,METEPEC,1,ACATLAN,10,E,1,0,E01,75,163,2,,2,,1,1,,101,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347,0,11,358,553,,
13,HIDALGO,9,METEPEC,1,ACATLAN,11,B,1,0,B,94,152,0,,6,,13,10,,139,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415,0,5,420,714,,
13,HIDALGO,9,METEPEC,1,ACATLAN,11,C,1,0,C01,86,118,0,,2,,13,8,,143,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,0,6,376,713,,
13,HIDALGO,9,METEPEC,1,ACATLAN,11,C,2,0,C02,118,162,1,,10,,10,6,,125,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434,2,4,440,713,,
13,HIDALGO,9,METEPEC,1,ACATLAN,12,B,1,0,B,40,99,0,,3,,2,2,,168,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,0,3,317,585,,
13,HIDALGO,9,METEPEC,1,ACATLAN,12,C,1,0,C01,31,89,0,,2,,6,0,,190,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,0,12,331,585,,
13,HIDALGO,9,METEPEC,1,ACATLAN,12,E,1,0,E01,33,63,1,,2,,5,4,,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,0,4,151,293,,
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,13,B,1,0,B,37,160,3,2,2,4,51,24,15,7,1,,,,,,,,,,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,1,6,427,703,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,13,C,1,0,C01,41,157,0,7,2,8,48,18,9,5,3,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,0,6,414,703,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,13,C,2,0,C02,55,149,0,7,5,7,42,25,15,13,4,,,,,,,,,,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447,0,4,451,702,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,14,B,1,0,B,30,126,0,5,13,5,52,13,10,9,1,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,1,14,360,581,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,14,C,1,0,C01,32,139,1,2,5,8,49,16,4,6,2,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,0,6,347,580,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,14,C,2,0,C02,44,131,0,2,6,4,30,15,5,6,3,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,1,6,346,580,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,15,B,1,0,B,11,24,3,21,3,4,32,32,1,12,0,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,0,10,243,475,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,16,B,1,0,B,6,71,2,2,2,1,46,13,4,1,3,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,0,12,209,378,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,16,C,1,0,C01,11,57,4,5,10,2,37,13,1,3,2,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,0,15,200,377,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,17,B,1,0,B,3,62,0,3,4,3,22,5,4,1,1,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,0,8,184,447,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,17,C,1,0,C01,2,77,1,2,2,0,32,5,1,2,1,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,0,5,205,446,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,18,B,1,0,B,3,34,0,1,0,0,4,6,5,2,0,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,0,6,84,137,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,19,B,1,0,B,2,60,2,2,8,0,81,24,3,2,3,,,,,,,,,,,,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,0,5,301,647,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,19,C,1,0,C01,3,61,2,0,6,3,88,20,7,2,2,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,0,10,302,646,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,20,B,1,0,B,2,43,7,2,3,2,59,18,2,2,3,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,0,16,217,583,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,20,C,1,0,C01,4,63,2,2,8,3,58,15,1,3,2,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,0,14,226,582,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,21,B,1,0,B,7,42,10,4,6,2,62,14,0,2,6,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,0,14,219,651,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,21,C,1,0,C01,5,56,11,6,9,1,75,16,2,2,8,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,0,16,264,651,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,21,C,2,0,C02,8,53,3,1,9,1,65,10,2,1,6,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,0,13,223,651,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,22,B,1,0,B,3,83,1,2,2,0,34,11,1,3,1,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,0,9,242,511,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,22,C,1,0,C01,6,115,1,6,5,1,35,14,1,4,2,,,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,0,8,287,511,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,22,C,2,0,C02,4,115,3,2,3,5,37,9,1,5,0,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,0,6,288,511,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,23,B,1,0,B,11,185,2,5,2,0,42,47,1,7,5,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,0,15,399,715,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,23,C,1,0,C01,11,163,0,6,3,0,34,47,1,1,4,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,0,10,371,714,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,23,C,2,0,C02,8,151,2,5,4,1,33,35,5,13,1,,,,,,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364,0,9,373,714,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,24,B,1,0,B,8,93,0,4,11,1,45,27,4,7,2,,,,,,,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,0,7,320,585,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,24,C,1,0,C01,5,130,2,4,4,1,39,21,1,7,2,,,,,,,,,,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,0,7,330,585,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,24,C,2,0,C02,5,122,1,13,3,2,27,21,1,3,0,,,,,,,,,,,,,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,0,7,338,584,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,24,C,3,0,C03,7,110,0,9,5,0,25,20,1,9,2,,,,,,,,,,,,,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,0,12,365,584,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,25,B,1,0,B,6,89,0,1,6,1,64,35,5,4,2,,,,,,,,,,,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,0,4,360,663,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,25,E,1,0,E01,30,69,0,5,12,0,22,16,4,3,3,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,2,7,257,463,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,25,E,1,1,E01C01,26,70,2,2,4,4,29,20,4,2,6,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,1,1,264,463,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,26,B,1,0,B,15,114,0,2,4,2,39,17,3,11,1,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,0,9,300,749,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,27,B,1,0,B,12,49,2,15,8,4,116,20,10,2,4,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,0,9,342,705,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,27,C,1,0,C01,23,41,2,14,27,5,119,21,12,4,2,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,0,5,347,704,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,27,C,2,0,C02,6,63,0,16,10,3,155,29,4,5,3,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372,0,7,379,704,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,27,C,3,0,C03,8,46,1,25,14,2,168,26,3,5,2,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,0,13,376,704,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,28,B,1,0,B,12,79,1,4,6,1,100,16,1,4,11,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,0,7,313,524,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,28,C,1,0,C01,20,92,1,12,7,3,106,8,2,3,4,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,0,8,331,523,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,29,B,1,0,B,6,105,3,1,1,0,48,10,1,11,41,,,,,,,,,,,,,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388,0,14,402,630,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,29,C,1,0,C01,1,92,3,3,5,1,48,13,0,7,67,,,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,0,14,384,630,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,29,C,2,0,C02,8,134,1,0,6,1,52,15,2,10,39,,,,,,,,,,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385,0,10,395,629,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,30,B,1,0,B,18,63,4,5,4,7,68,50,4,4,27,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,0,11,315,576,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,30,C,1,0,C01,13,58,2,8,2,3,77,27,4,10,24,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,0,11,288,576,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,30,C,2,0,C02,5,47,3,23,7,3,83,34,7,3,26,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,0,18,314,576,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,30,C,3,0,C03,15,61,0,20,4,5,66,45,1,2,25,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,1,8,300,576,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,31,B,1,0,B,21,35,4,23,7,4,91,53,5,5,36,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,0,10,338,641,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,31,C,1,0,C01,20,56,0,30,9,4,84,49,0,6,17,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326,0,25,351,640,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,32,B,1,0,B,31,101,3,9,15,3,46,21,20,25,1,,,,,,,,,,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388,0,10,398,726,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,32,C,1,0,C01,20,100,1,6,32,4,57,28,14,27,2,,,,,,,,,,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436,0,8,444,726,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,33,B,1,0,B,9,72,1,6,6,4,37,17,12,3,11,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,0,7,305,511,ANULADA,ST-JDC260/2020
13,HIDALGO,10,APAN,2,ACAXOCHITLAN,33,C,1,0,C01,7,70,0,10,6,0,32,12,6,1,8,,,,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,0,9,289,510,ANULADA,ST-JDC260/2020
13,HIDALGO,8,ACTOPAN,3,ACTOPAN,34,B,1,0,B,2,67,2,0,4,3,58,60,29,25,2,0,0,0,0,1,0,0,0,1,1,0,0,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,0,6,302,721,,
13,HIDALGO,8,ACTOPAN,3,ACTOPAN,34,C,1,0,C01,0,78,2,1,2,3,58,57,41,37,0,1,0,0,0,0,0,0,0,0,0,0,0,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,0,9,324,720,,
13,HIDALGO,8,ACTOPAN,3,ACTOPAN,34,C,2,0,C02,3,70,5,0,3,0,61,61,38,42,3,0,1,1,0,0,0,0,0,0,0,0,0,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,0,7,334,720,,
13,HIDALGO,8,ACTOPAN,3,ACTOPAN,34,C,3,0,C03,0,54,5,0,3,2,55,58,22,37,2,1,1,0,0,0,0,0,0,0,1,0,0,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,0,12,297,720,,
13,HIDALGO,8,ACTOPAN,3,ACTOPAN,34,C,4,0,C04,1,51,1,0,6,6,72,85,45,33,1,0,0,0,0,0,0,0,0,0,1,0,1,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,0,8,356,720,,
13,HIDALGO,8,ACTOPAN,3,ACTOPAN,34,C,5,0,C05,1,65,2,0,3,5,42,63,37,37,0,0,4,0,0,0,0,0,0,0,1,0,0,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,0,7,305,720,,
13,HIDALGO,8,ACTOPAN,3,ACTOPAN,35,B,1,0,B,3,75,4,1,1,6,43,68,23,14,0,0,2,0,0,1,0,0,0,2,0,0,0,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,0,9,293,738,,
13,HIDALGO,8,ACTOPAN,3,ACTOPAN,35,C,1,0,C01,1,68,3,0,7,3,46,75,40,23,1,0,1,0,0,0,1,0,0,0,0,0,0,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,0,6,306,738,,
13,HIDALGO,8,ACTOPAN,3,ACTOPAN,35,E,1,0,E01,2,51,6,3,5,0,26,29,21,23,3,0,0,0,0,1,1,0,0,0,5,0,0,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,0,5,209,492,,
13,HIDALGO,8,ACTOPAN,3,ACTOPAN,35,E,1,1,E01C01,2,35,7,1,9,1,33,42,27,11,2,0,1,0,0,0,1,0,0,0,2,0,0,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,0,4,200,492,,
13,HIDALGO,8,ACTOPAN,3,ACTOPAN,36,B,1,0,B,1,34,0,2,2,5,67,64,29,18,1,1,5,0,0,0,1,0,0,1,1,0,0,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,1,6,308,649,,
13,HIDALGO,8,ACTOPAN,3,ACTOPAN,36,C,1,0,C01,2,30,7,1,4,2,56,64,27,23,1,0,1,0,0,0,1,0,0,1,1,0,0,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,1,6,293,649,,
13,HIDALGO,8,ACTOPAN,3,ACTOPAN,37,B,1,0,B,2,59,2,2,2,7,72,45,33,18,1,0,1,0,0,0,0,0,0,1,0,0,0,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,0,5,317,666,,
13,HIDALGO,8,ACTOPAN,3,ACTOPAN,37,C,1,0,C01,3,50,13,1,4,11,46,70,34,35,4,0,2,0,0,0,0,0,0,0,1,0,0,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,0,9,329,666,,
13,HIDALGO,8,ACTOPAN,3,ACTOPAN,37,C,2,0,C02,3,44,1,1,3,9,55,65,32,16,2,0,1,0,0,0,0,0,0,0,1,0,1,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,0,8,305,666,,
