DISTRITO,MUNICIPIO,SECCION,TIPO DE CASILLA,PAN,PRI,PRD,PT,PDP,"NO 
REGISTRADOS",NULOS,TOTAL EMITIDA,TOTAL EFECTIVA,Anulada
III,FRESNILLO,324,BASICA,12,42,81,9,0,0,0,144,144,
III,FRESNILLO,325,BASICA,22,87,79,74,0,0,9,271,262,
III,FRESNILLO,326,BASICA,7,39,34,1,0,0,1,82,81,
III,FRESNILLO,327,BASICA,4,64,42,1,0,0,1,112,111,
III,FRESNILLO,328,BASICA,9,16,61,1,0,0,0,87,87,
III,FRESNILLO,329,BASICA,17,18,29,10,0,0,3,77,74,
II,FRESNILLO,330,BASICA,15,35,52,1,0,0,5,108,103,
II,FRESNILLO,331,BASICA,0,1,75,0,0,0,0,76,76,
II,FRESNILLO,332,BASICA,1,8,103,1,0,0,3,116,113,
II,FRESNILLO,333,BASICA,3,31,61,3,0,0,11,109,98,
II,FRESNILLO,334,BASICA,7,17,37,1,0,0,6,68,62,
II,FRESNILLO,335,BASICA,10,35,35,14,0,0,9,103,94,
II,FRESNILLO,336,BASICA,5,38,20,12,0,0,0,75,75,
III,FRESNILLO,337,BASICA,3,1,37,1,0,0,0,42,42,
II,FRESNILLO,338,BASICA,6,41,105,6,0,0,7,165,158,
II,FRESNILLO,339,BASICA,9,28,138,3,0,0,3,181,178,
III,FRESNILLO,340,BASICA,9,41,209,1,0,0,5,265,260,
III,FRESNILLO,341,BASICA,6,89,102,18,0,0,0,215,215,
III,FRESNILLO,342,BASICA,1,19,15,1,0,0,0,36,36,
III,FRESNILLO,343,BASICA,3,20,59,0,0,0,3,85,82,
III,FRESNILLO,344,BASICA,41,33,202,7,0,0,5,288,283,
III,FRESNILLO,345,BASICA,3,81,40,6,0,0,1,131,130,
III,FRESNILLO,346,BASICA,25,77,65,7,0,0,7,181,174,
III,FRESNILLO,347,BASICA,3,87,10,0,0,0,0,100,100,
II,FRESNILLO,348,BASICA,1,27,7,0,0,0,1,36,35,
,,,,,,,,,,,,,
IV,GUADALUPE,460,BASICA,58,109,205,15,0,0,4,391,387,
IV,GUADALUPE,461,BASICA,45,123,190,13,0,0,3,374,371,
IV,GUADALUPE,462,BASICA,44,61,167,14,0,0,1,287,286,
IV,GUADALUPE,463,BASICA,92,111,241,34,0,0,5,483,478,
IV,GUADALUPE,464,BASICA,72,105,111,3,0,0,2,293,291,
IV,GUADALUPE,464,CONTIGUA,71,125,89,2,0,0,2,289,287,
IV,GUADALUPE,465,BASICA,89,114,231,16,0,0,5,455,450,
IV,GUADALUPE,466,BASICA,40,63,165,9,0,0,1,278,277,
IV,GUADALUPE,466,CONTIGUA,40,69,160,12,0,0,8,289,281,
IV,GUADALUPE,467,BASICA,50,85,191,15,0,0,2,343,341,
IV,GUADALUPE,467,CONTIGUA,62,71,182,15,0,0,4,334,330,
IV,GUADALUPE,468,BASICA,30,92,212,61,0,0,8,403,395,
IV,GUADALUPE,469,BASICA,20,80,164,19,0,0,4,287,283,
IV,GUADALUPE,469,CONTIGUA,18,93,165,21,0,0,7,304,297,
IV,GUADALUPE,470,BASICA,27,100,145,33,0,0,5,310,305,
IV,GUADALUPE,470,CONTIGUA,45,84,129,28,0,0,7,293,286,
IV,GUADALUPE,470,CONTIGUA,36,95,141,46,0,0,9,327,318,
IV,GUADALUPE,471,BASICA,85,93,189,13,0,0,12,392,380,
IV,GUADALUPE,471,CONTIGUA,90,99,196,6,0,0,11,402,391,
IV,GUADALUPE,472,BASICA,43,62,209,7,0,0,5,326,321,
IV,GUADALUPE,472,CONTIGUA,45,74,192,13,0,0,10,334,324,
IV,GUADALUPE,473,BASICA,44,62,119,8,0,0,13,246,233,
IV,GUADALUPE,473,CONTIGUA,44,63,161,12,0,0,5,285,280,
IV,GUADALUPE,474,BASICA,68,99,178,14,0,0,3,362,359,
IV,GUADALUPE,475,BASICA,113,162,210,28,0,0,11,524,513,
IV,GUADALUPE,476,BASICA,83,127,198,29,0,0,3,440,437,
IV,GUADALUPE,477,BASICA,79,104,186,11,0,0,3,383,380,
IV,GUADALUPE,478,BASICA,52,95,175,18,0,0,0,340,340,
IV,GUADALUPE,479,BASICA,84,115,174,16,0,0,3,392,389,
IV,GUADALUPE,480,BASICA,73,77,184,10,0,0,2,346,344,
IV,GUADALUPE,481,BASICA,41,63,201,13,0,0,4,322,318,
IV,GUADALUPE,482,BASICA,63,137,307,15,0,0,8,530,522,
IV,GUADALUPE,483,BASICA,103,127,261,28,0,0,3,522,519,
IV,GUADALUPE,484,BASICA,145,108,181,17,0,0,7,458,451,
IV,GUADALUPE,485,BASICA,114,139,223,12,0,0,12,500,488,
IV,GUADALUPE,486,BASICA,83,112,242,14,0,0,9,460,451,
IV,GUADALUPE,487,BASICA,57,79,127,7,0,0,5,275,270,
IV,GUADALUPE,487,CONTIGUA,54,63,146,5,0,0,6,274,268,
IV,GUADALUPE,488,BASICA,129,109,233,13,0,0,14,498,484,
IV,GUADALUPE,489,BASICA,67,128,169,7,0,0,5,376,371,
IV,GUADALUPE,490,BASICA,133,108,248,16,0,0,4,509,505,
IV,GUADALUPE,491,BASICA,45,38,104,3,0,0,3,193,190,
IV,GUADALUPE,492,BASICA,98,82,159,7,0,0,8,354,346,
IV,GUADALUPE,492,CONTIGUA,93,97,153,5,0,0,7,355,348,
IV,GUADALUPE,493,BASICA,48,88,153,3,0,0,3,295,292,
IV,GUADALUPE,493,CONTIGUA,50,82,150,6,0,0,6,294,288,
IV,GUADALUPE,494,BASICA,69,109,287,13,0,0,8,486,478,
IV,GUADALUPE,494,CONTIGUA,68,141,257,18,0,0,12,496,484,
IV,GUADALUPE,495,BASICA,65,110,283,18,0,0,4,480,476,
IV,GUADALUPE,496,BASICA,65,98,173,5,0,0,3,344,341,
IV,GUADALUPE,497,BASICA,17,75,129,14,0,0,1,236,235,
IV,GUADALUPE,498,BASICA,47,66,158,9,0,0,2,282,280,
IV,GUADALUPE,499,BASICA,100,142,244,18,0,0,4,508,504,
IV,GUADALUPE,500,BASICA,75,109,254,25,0,0,6,469,463,
IV,GUADALUPE,501,BASICA,61,80,158,14,0,0,0,313,313,
IV,GUADALUPE,502,BASICA,40,67,141,9,0,0,8,265,257,
IV,GUADALUPE,502,CONTIGUA,33,91,133,6,0,0,7,270,263,
IV,GUADALUPE,503,BASICA,95,135,219,12,0,0,11,472,461,
IV,GUADALUPE,503,ESPECIAL,16,31,58,3,0,0,3,111,108,
IV,GUADALUPE,504,BASICA,60,74,106,18,0,0,5,263,258,
IV,GUADALUPE,504,CONTIGUA,50,88,131,12,0,0,7,288,281,
IV,GUADALUPE,505,BASICA,91,107,195,18,0,0,2,413,411,
IV,GUADALUPE,506,BASICA,65,182,245,11,0,0,3,506,503,
IV,GUADALUPE,507,BASICA,43,137,182,14,0,0,9,385,376,
IV,GUADALUPE,507,CONTIGUA,42,104,209,8,0,0,6,369,363,
IV,GUADALUPE,508,BASICA,63,97,135,9,0,0,7,311,304,
IV,GUADALUPE,508,CONTIGUA,75,95,131,8,0,0,8,317,309,
IV,GUADALUPE,509,BASICA,27,109,130,8,0,0,8,282,274,
IV,GUADALUPE,509,CONTIGUA,34,96,148,8,0,0,7,293,286,
IV,GUADALUPE,510,BASICA,96,131,193,12,0,0,7,439,432,
IV,GUADALUPE,511,BASICA,4,16,122,28,0,0,7,177,170,
IV,GUADALUPE,512,BASICA,10,49,116,28,0,0,4,207,203,
IV,GUADALUPE,512,CONTIGUA,5,52,8,21,0,0,7,93,86,
IV,GUADALUPE,513,BASICA,12,43,179,24,0,0,8,266,258,
IV,GUADALUPE,514,BASICA,13,65,224,41,0,0,14,357,343,
IV,GUADALUPE,515,BASICA,0,3,37,5,0,0,0,45,45,
IV,GUADALUPE,515,EXTRAORDINARIA,13,79,113,37,2,0,3,247,244,
IV,GUADALUPE,516,BASICA,5,154,75,6,0,0,5,245,240,
IV,GUADALUPE,517,BASICA,5,63,167,113,0,0,6,354,348,
IV,GUADALUPE,518,BASICA,28,91,298,26,0,0,6,449,443,
IV,GUADALUPE,519,BASICA,15,58,148,16,0,0,5,242,237,
IV,GUADALUPE,519,CONTIGUA,26,44,165,14,0,0,3,252,249,
IV,GUADALUPE,520,BASICA,32,102,237,38,0,0,12,421,409,
IV,GUADALUPE,521,BASICA,18,108,163,35,0,0,8,332,324,
IV,GUADALUPE,522,BASICA,15,58,122,24,0,0,4,223,219,
IV,GUADALUPE,522,CONTIGUA,21,44,101,30,0,0,9,205,196,
IV,GUADALUPE,523,BASICA,24,117,95,24,0,0,4,264,260,
IV,GUADALUPE,523,CONTIGUA,37,87,87,31,0,0,2,244,242,
IV,GUADALUPE,524,BASICA,24,68,162,25,0,0,5,284,279,
IV,GUADALUPE,524,CONTIGUA,12,89,128,36,0,0,6,271,265,
IV,GUADALUPE,525,BASICA,4,73,36,18,0,0,5,136,131,
IV,GUADALUPE,526,BASICA,6,98,47,18,0,0,4,173,169,
IV,GUADALUPE,527,BASICA,22,86,101,28,0,0,8,245,237,
IV,GUADALUPE,527,CONTIGUA,22,75,103,40,0,0,7,247,240,
IV,GUADALUPE,528,BASICA,18,103,93,28,0,0,5,247,242,
IV,GUADALUPE,528,CONTIGUA,24,74,99,19,0,0,3,219,216,
IV,GUADALUPE,529,BASICA,15,106,104,7,0,0,5,237,232,
IV,GUADALUPE,529,CONTIGUA,13,127,89,8,0,0,7,244,237,
IV,GUADALUPE,530,BASICA,10,106,113,15,0,0,7,251,244,
IV,GUADALUPE,530,CONTIGUA,8,107,98,12,0,0,5,230,225,
IV,GUADALUPE,531,BASICA,31,103,91,12,0,0,4,241,237,
IV,GUADALUPE,531,CONTIGUA,28,89,108,18,0,0,7,250,243,
IV,GUADALUPE,532,BASICA,7,86,116,9,0,0,12,230,218,
IV,GUADALUPE,532,CONTIGUA,19,81,116,15,0,0,11,242,231,
IV,GUADALUPE,533,BASICA,21,145,158,14,0,0,8,346,338,
IV,GUADALUPE,534,BASICA,38,125,132,26,0,0,7,328,321,
IV,GUADALUPE,535,BASICA,48,146,194,21,0,0,7,416,409,
IV,GUADALUPE,536,BASICA,26,137,229,25,0,0,9,426,417,
IV,GUADALUPE,537,BASICA,34,196,200,13,0,0,9,452,443,
IV,GUADALUPE,538,BASICA,22,36,62,5,0,0,2,127,125,
IV,GUADALUPE,539,BASICA,57,118,196,34,0,0,8,413,405,
IV,GUADALUPE,540,BASICA,22,181,84,7,0,0,8,302,294,
IV,GUADALUPE,541,BASICA,7,180,44,18,0,0,3,252,249,
IV,GUADALUPE,542,BASICA,26,116,91,10,0,0,9,252,243,
IV,GUADALUPE,542,CONTIGUA,14,91,121,9,0,0,13,248,235,
IV,GUADALUPE,543,BASICA,13,122,80,4,0,0,11,230,219,
IV,GUADALUPE,543,CONTIGUA,13,123,106,8,0,0,10,260,250,
IV,GUADALUPE,544,BASICA,2,44,8,1,0,0,0,55,55,
IV,GUADALUPE,545,BASICA,11,63,42,17,0,0,4,137,133,
IV,GUADALUPE,546,BASICA,5,14,22,43,0,0,2,86,84,
IV,GUADALUPE,547,BASICA,7,26,73,25,0,0,0,131,131,
IV,GUADALUPE,548,BASICA,5,26,16,1,0,0,2,50,48,
IV,GUADALUPE,549,BASICA,29,14,25,7,0,0,1,76,75,
IV,GUADALUPE,550,BASICA,32,96,165,15,0,0,6,314,308,
IV,GUADALUPE,550,CONTIGUA,46,86,176,15,0,0,6,329,323,
IV,GUADALUPE,551,BASICA,26,110,153,25,1,0,10,325,315,
,,,,,,,,,,,,,
IX,CHALCHIHUITES,114,BASICA,27,198,38,6,0,0,4,273,269,
IX,CHALCHIHUITES,115,BASICA,23,139,24,3,0,0,4,193,189,
IX,CHALCHIHUITES,116,BASICA,44,204,51,15,0,0,15,329,314,
IX,CHALCHIHUITES,117,BASICA,22,159,50,8,0,0,2,241,239,
IX,CHALCHIHUITES,118,BASICA,52,162,28,10,0,0,2,254,252,
IX,CHALCHIHUITES,119,BASICA,52,226,54,12,0,0,7,351,344,
IX,CHALCHIHUITES,120,BASICA,34,86,15,6,0,0,5,146,141,
IX,CHALCHIHUITES,121,BASICA,3,57,26,2,0,0,3,91,88,
IX,CHALCHIHUITES,121,EXTRAORDINARIA,22,25,15,4,0,0,4,70,66,
IX,CHALCHIHUITES,122,BASICA,14,142,8,5,0,0,5,174,169,
IX,CHALCHIHUITES,123,BASICA,14,189,47,3,0,0,10,263,253,
IX,CHALCHIHUITES,124,BASICA,84,129,13,6,0,0,3,235,232,
IX,CHALCHIHUITES,125,BASICA,31,91,43,16,0,0,0,181,181,
IX,CHALCHIHUITES,125,EXTRAORDINARIA,34,26,15,7,0,0,1,83,82,
IX,CHALCHIHUITES,126,BASICA,21,20,12,13,0,0,5,71,66,
IX,CHALCHIHUITES,127,BASICA,51,105,11,27,0,0,26,220,194,
IX,CHALCHIHUITES,128,BASICA,55,178,27,22,0,0,8,290,282,
IX,CHALCHIHUITES,129,BASICA,100,86,26,11,0,0,4,227,223,
IX,CHALCHIHUITES,130,BASICA,86,75,9,6,0,0,6,182,176,
IX,CHALCHIHUITES,131,BASICA,23,80,10,4,0,0,3,120,117,
IX,CHALCHIHUITES,132,BASICA,137,72,16,2,0,0,5,232,227,
IX,CHALCHIHUITES,133,BASICA,137,29,2,5,0,0,0,173,173,
IX,CHALCHIHUITES,134,BASICA,47,83,9,21,0,0,0,160,160,
,,,,,,,,,,,,,
IX,JIMENEZ DEL TEUL,708,BASICA,78,101,47,0,0,0,4,230,226,
IX,JIMENEZ DEL TEUL,709,BASICA,63,97,43,0,0,0,11,214,203,
IX,JIMENEZ DEL TEUL,710,BASICA,63,86,45,0,0,0,12,206,194,
IX,JIMENEZ DEL TEUL,711,BASICA,21,98,143,0,0,0,0,262,262,
IX,JIMENEZ DEL TEUL,712,BASICA,5,47,18,0,0,0,0,70,70,
IX,JIMENEZ DEL TEUL,712,EXTRAORDINARIA,16,52,14,0,0,0,8,90,82,
IX,JIMENEZ DEL TEUL,713,BASICA,23,80,94,0,0,0,9,206,197,
IX,JIMENEZ DEL TEUL,714,BASICA,16,79,12,0,0,0,6,113,107,
IX,JIMENEZ DEL TEUL,715,BASICA,4,77,6,0,0,0,0,87,87,
IX,JIMENEZ DEL TEUL,716,BASICA,16,80,60,0,0,0,0,156,156,
IX,JIMENEZ DEL TEUL,717,BASICA,4,71,10,0,0,0,5,90,85,
,,,,,,,,,,,,,
IX,SAIN ALTO,1256,BASICA,257,174,41,10,0,0,15,497,482,
IX,SAIN ALTO,1257,BASICA,216,115,30,5,0,0,9,375,366,
IX,SAIN ALTO,1258,BASICA,212,101,52,14,0,0,10,389,379,
IX,SAIN ALTO,1259,BASICA,170,126,54,4,0,0,6,360,354,
IX,SAIN ALTO,1260,BASICA,159,101,55,3,0,0,0,318,318,
IX,SAIN ALTO,1261,BASICA,31,148,16,1,0,0,9,205,196,
IX,SAIN ALTO,1262,BASICA,37,124,12,4,0,0,3,180,177,
IX,SAIN ALTO,1263,BASICA,12,67,98,5,0,0,4,186,182,
IX,SAIN ALTO,1264,BASICA,34,82,117,7,0,0,3,243,240,
IX,SAIN ALTO,1265,BASICA,40,103,5,2,0,0,3,153,150,
IX,SAIN ALTO,1266,BASICA,157,145,22,32,0,0,13,369,356,
IX,SAIN ALTO,1267,BASICA,5,90,8,0,0,0,3,106,103,
IX,SAIN ALTO,1268,BASICA,40,63,97,17,0,0,4,221,217,
IX,SAIN ALTO,1269,BASICA,138,176,21,2,0,0,7,344,337,
IX,SAIN ALTO,1270,BASICA,62,107,147,8,0,0,14,338,324,
IX,SAIN ALTO,1271,BASICA,43,133,12,4,0,0,14,206,192,
IX,SAIN ALTO,1272,BASICA,105,61,3,0,0,0,11,180,169,
IX,SAIN ALTO,1273,BASICA,106,170,11,8,0,0,18,313,295,
IX,SAIN ALTO,1274,BASICA,165,75,24,4,0,0,8,276,268,
IX,SAIN ALTO,1275,BASICA,48,83,32,3,0,0,3,169,166,
IX,SAIN ALTO,1276,BASICA,52,100,31,4,0,0,8,195,187,
IX,SAIN ALTO,1277,BASICA,32,266,34,0,0,0,22,354,332,
IX,SAIN ALTO,1278,BASICA,36,282,25,7,0,0,20,370,350,
IX,SAIN ALTO,1279,BASICA,43,27,47,7,0,0,2,126,124,
IX,SAIN ALTO,1280,BASICA,17,142,7,0,0,0,4,170,166,
IX,SAIN ALTO,1281,BASICA,41,62,63,3,0,0,0,169,169,
IX,SAIN ALTO,1282,BASICA,41,47,10,0,0,0,9,107,98,
,,,,,,,,,,,,,
IX,SOMBRERETE,1289,BASICA,93,164,8,3,0,0,9,277,268,
IX,SOMBRERETE,1289,CONTIGUA,73,153,7,3,0,0,12,248,236,
IX,SOMBRERETE,1290,BASICA,96,229,24,1,0,0,17,367,350,
IX,SOMBRERETE,1291,BASICA,63,124,13,1,0,0,9,210,201,
IX,SOMBRERETE,1292,BASICA,165,182,19,1,0,0,19,386,367,
IX,SOMBRERETE,1293,BASICA,121,116,30,0,0,0,3,270,267,
IX,SOMBRERETE,1293,CONTIGUA,129,102,25,1,0,0,13,270,257,
IX,SOMBRERETE,1294,BASICA,186,127,50,2,0,0,9,374,365,
IX,SOMBRERETE,1294,ESPECIAL,39,65,21,0,0,0,16,141,125,
IX,SOMBRERETE,1295,BASICA,50,91,31,1,0,0,9,182,173,
IX,SOMBRERETE,1296,BASICA,143,212,18,4,0,0,7,384,377,
IX,SOMBRERETE,1297,BASICA,133,197,41,5,0,0,16,392,376,
IX,SOMBRERETE,1298,BASICA,150,216,36,2,0,0,31,435,404,
IX,SOMBRERETE,1299,BASICA,253,189,21,1,0,0,13,477,464,
IX,SOMBRERETE,1300,BASICA,147,202,28,3,0,0,14,394,380,
IX,SOMBRERETE,1301,BASICA,159,244,42,3,0,0,23,471,448,
IX,SOMBRERETE,1302,BASICA,174,219,20,3,0,0,11,427,416,
IX,SOMBRERETE,1303,BASICA,230,161,29,6,0,0,20,446,426,
IX,SOMBRERETE,1304,BASICA,115,123,23,7,0,0,15,283,268,
IX,SOMBRERETE,1304,CONTIGUA,122,148,14,3,0,0,8,295,287,
IX,SOMBRERETE,1305,BASICA,89,239,29,4,0,0,15,376,361,
IX,SOMBRERETE,1306,BASICA,96,160,15,5,0,0,13,289,276,
IX,SOMBRERETE,1307,BASICA,17,72,42,0,0,0,4,135,131,
IX,SOMBRERETE,1308,BASICA,35,92,63,12,0,0,0,202,202,
IX,SOMBRERETE,1309,BASICA,49,224,157,6,0,0,13,449,436,
IX,SOMBRERETE,1310,BASICA,56,90,48,25,0,0,15,234,219,
IX,SOMBRERETE,1311,BASICA,19,139,60,50,0,0,9,277,268,
IX,SOMBRERETE,1312,BASICA,15,113,37,97,0,0,4,266,262,
IX,SOMBRERETE,1313,BASICA,43,129,105,38,0,0,17,332,315,
IX,SOMBRERETE,1314,BASICA,84,109,109,16,0,0,15,333,318,
IX,SOMBRERETE,1315,BASICA,60,81,119,22,0,0,8,290,282,
IX,SOMBRERETE,1316,BASICA,52,112,113,26,0,0,13,316,303,
IX,SOMBRERETE,1317,BASICA,40,82,86,5,0,0,12,225,213,
IX,SOMBRERETE,1318,BASICA,43,56,77,18,0,0,14,208,194,
IX,SOMBRERETE,1319,BASICA,70,49,110,19,0,0,21,269,248,
IX,SOMBRERETE,1320,BASICA,7,78,20,3,0,0,2,110,108,
IX,SOMBRERETE,1321,BASICA,47,167,58,2,0,0,13,287,274,
IX,SOMBRERETE,1322,BASICA,63,156,41,9,0,0,37,306,269,
IX,SOMBRERETE,1323,BASICA,40,239,90,15,0,0,30,414,384,
IX,SOMBRERETE,1324,BASICA,17,69,35,4,0,0,5,130,125,
IX,SOMBRERETE,1325,BASICA,6,182,46,26,0,0,9,269,260,
IX,SOMBRERETE,1326,BASICA,36,142,101,37,0,0,11,327,316,
IX,SOMBRERETE,1327,BASICA,10,83,19,50,0,0,3,165,162,
IX,SOMBRERETE,1328,BASICA,13,135,7,22,0,0,8,185,177,
IX,SOMBRERETE,1329,BASICA,30,153,51,3,0,0,9,246,237,
IX,SOMBRERETE,1330,BASICA,6,74,8,0,0,0,3,91,88,
IX,SOMBRERETE,1331,BASICA,54,213,10,0,0,0,15,292,277,
IX,SOMBRERETE,1332,BASICA,23,21,2,0,0,0,4,50,46,
IX,SOMBRERETE,1333,BASICA,17,45,0,4,0,0,0,66,66,
IX,SOMBRERETE,1334,BASICA,57,101,37,4,0,0,12,211,199,
IX,SOMBRERETE,1335,BASICA,33,124,51,6,0,0,16,230,214,
IX,SOMBRERETE,1336,BASICA,69,134,52,0,0,0,22,277,255,
IX,SOMBRERETE,1337,BASICA,21,26,31,1,0,0,13,92,79,
IX,SOMBRERETE,1338,BASICA,35,66,43,1,0,0,4,149,145,
IX,SOMBRERETE,1339,BASICA,106,80,3,1,0,0,6,196,190,
IX,SOMBRERETE,1339,CONTIGUA,118,88,10,1,0,0,11,228,217,
IX,SOMBRERETE,1340,BASICA,29,162,7,0,0,0,1,199,198,
IX,SOMBRERETE,1341,BASICA,13,178,4,1,0,0,5,201,196,
IX,SOMBRERETE,1342,BASICA,40,77,14,5,0,0,4,140,136,
IX,SOMBRERETE,1343,BASICA,36,88,14,1,0,0,12,151,139,
IX,SOMBRERETE,1344,BASICA,35,151,14,5,0,0,0,205,205,
IX,SOMBRERETE,1345,BASICA,119,130,26,8,0,0,17,300,283,
IX,SOMBRERETE,1346,BASICA,107,159,48,4,0,0,9,327,318,
IX,SOMBRERETE,1347,BASICA,52,111,39,5,0,0,7,214,207,
IX,SOMBRERETE,1348,BASICA,38,32,21,3,0,0,1,95,94,
IX,SOMBRERETE,1349,BASICA,31,93,11,1,0,0,8,144,136,
IX,SOMBRERETE,1350,BASICA,3,103,53,5,0,0,5,169,164,
IX,SOMBRERETE,1351,BASICA,64,65,14,2,0,0,5,150,145,
IX,SOMBRERETE,1352,BASICA,72,45,22,1,0,0,6,146,140,
IX,SOMBRERETE,1353,BASICA,68,113,20,2,0,0,0,203,203,
IX,SOMBRERETE,1354,BASICA,26,52,4,2,0,0,2,86,84,
IX,SOMBRERETE,1355,BASICA,39,71,8,2,0,0,6,126,120,
IX,SOMBRERETE,1356,BASICA,71,82,19,6,0,0,18,196,178,
IX,SOMBRERETE,1357,BASICA,42,34,15,1,0,0,8,100,92,
IX,SOMBRERETE,1357,EXTRAORDINARIA,21,15,5,1,0,0,2,44,42,
IX,SOMBRERETE,1358,BASICA,132,163,28,1,0,0,0,324,324,
IX,SOMBRERETE,1359,BASICA,17,46,14,0,0,0,3,80,77,
IX,SOMBRERETE,1360,BASICA,58,36,24,2,0,0,6,126,120,
IX,SOMBRERETE,1361,BASICA,40,138,12,1,0,0,0,191,191,
IX,SOMBRERETE,1362,BASICA,70,132,18,3,0,0,11,234,223,
IX,SOMBRERETE,1363,BASICA,53,83,36,0,0,0,2,174,172,
IX,SOMBRERETE,1364,BASICA,53,83,22,3,0,0,7,168,161,
IX,SOMBRERETE,1365,BASICA,109,99,14,5,0,0,13,240,227,
IX,SOMBRERETE,1366,BASICA,17,119,73,11,0,0,3,223,220,
IX,SOMBRERETE,1367,BASICA,23,35,44,3,0,0,10,115,105,
IX,SOMBRERETE,1368,BASICA,79,57,13,2,2,0,2,155,153,
IX,SOMBRERETE,1369,BASICA,8,58,13,0,0,0,1,80,79,
IX,SOMBRERETE,1370,BASICA,26,35,8,3,0,0,3,75,72,
IX,SOMBRERETE,1371,BASICA,23,62,20,2,0,0,3,110,107,
IX,SOMBRERETE,1372,BASICA,28,64,10,7,0,0,6,115,109,
IX,SOMBRERETE,1373,BASICA,51,59,7,0,0,0,9,126,117,
IX,SOMBRERETE,1374,BASICA,17,24,5,0,0,0,1,47,46,
IX,SOMBRERETE,1375,BASICA,56,106,9,0,0,0,11,182,171,
IX,SOMBRERETE,1376,BASICA,10,56,3,3,0,0,0,72,72,
IX,SOMBRERETE,1377,BASICA,9,64,25,2,0,0,4,104,100,
IX,SOMBRERETE,1378,BASICA,23,20,21,0,0,0,4,68,64,
IX,SOMBRERETE,1379,BASICA,22,19,5,0,0,0,6,52,46,
IX,SOMBRERETE,1380,BASICA,12,53,3,1,0,0,2,71,69,
IX,SOMBRERETE,1381,BASICA,15,86,15,2,0,0,12,130,118,
IX,SOMBRERETE,1382,BASICA,1,76,2,0,0,0,0,79,79,
IX,SOMBRERETE,1383,BASICA,11,71,12,0,0,0,3,97,94,
,,,,,,,,,,,,,
V,JEREZ,606,BASICA,138,64,69,6,0,0,20,297,277,
V,JEREZ,607,BASICA,141,87,104,13,1,0,12,358,346,
V,JEREZ,608,BASICA,142,96,91,9,0,0,0,338,338,
V,JEREZ,609,BASICA,126,96,102,32,2,0,22,380,358,
V,JEREZ,610,BASICA,117,102,109,9,0,0,15,352,337,
V,JEREZ,611,BASICA,96,81,114,12,1,0,12,316,304,
V,JEREZ,612,BASICA,113,137,101,11,0,0,5,367,362,
V,JEREZ,613,BASICA,139,117,143,24,0,0,16,439,423,
V,JEREZ,614,BASICA,112,95,91,16,0,0,15,329,314,
V,JEREZ,615,BASICA,148,125,73,15,0,0,19,380,361,
V,JEREZ,616,BASICA,150,139,94,4,0,0,12,399,387,
V,JEREZ,617,BASICA,124,175,88,5,5,0,12,409,397,
V,JEREZ,618,BASICA,114,142,74,4,3,0,18,355,337,
V,JEREZ,619,BASICA,122,193,61,9,0,0,14,399,385,
V,JEREZ,620,BASICA,79,105,40,2,0,0,8,234,226,
V,JEREZ,621,BASICA,92,108,40,9,0,0,4,253,249,
V,JEREZ,622,BASICA,134,117,53,10,0,0,9,323,314,
V,JEREZ,623,BASICA,119,121,42,2,0,0,7,291,284,
V,JEREZ,624,BASICA,134,174,72,9,0,0,15,404,389,
V,JEREZ,625,BASICA,96,165,41,6,0,0,12,320,308,
V,JEREZ,626,BASICA,127,124,74,4,0,0,14,343,329,
V,JEREZ,627,BASICA,186,159,93,6,0,0,16,460,444,
V,JEREZ,628,BASICA,75,103,64,4,0,0,40,286,246,
V,JEREZ,629,BASICA,129,121,66,5,0,0,14,335,321,
V,JEREZ,630,BASICA,157,131,79,7,0,0,10,384,374,
V,JEREZ,631,BASICA,140,145,65,6,0,0,12,368,356,
V,JEREZ,632,BASICA,152,184,52,5,0,0,13,406,393,
V,JEREZ,633,BASICA,144,227,71,4,0,0,14,460,446,
V,JEREZ,634,BASICA,75,155,40,9,0,0,11,290,279,
V,JEREZ,634,ESPECIAL,34,46,39,5,3,0,7,134,127,
V,JEREZ,635,BASICA,103,151,51,2,0,0,13,320,307,
V,JEREZ,636,BASICA,106,106,36,4,0,0,3,255,252,
V,JEREZ,637,BASICA,157,190,56,4,0,0,8,415,407,
V,JEREZ,638,BASICA,93,110,44,3,0,0,7,257,250,
V,JEREZ,638,CONTIGUA,95,113,39,4,0,0,18,269,251,
V,JEREZ,639,BASICA,73,140,34,2,1,0,14,264,250,
V,JEREZ,640,BASICA,104,159,55,6,0,0,17,341,324,
V,JEREZ,641,BASICA,151,151,66,4,1,0,12,385,373,
V,JEREZ,642,BASICA,114,135,60,4,1,0,7,321,314,
V,JEREZ,643,BASICA,130,106,80,6,0,0,9,331,322,
V,JEREZ,644,BASICA,131,120,64,1,1,0,27,344,317,
V,JEREZ,645,BASICA,166,135,82,4,1,0,10,398,388,
V,JEREZ,646,BASICA,118,126,60,5,0,0,15,324,309,
V,JEREZ,647,BASICA,78,51,42,2,0,0,6,179,173,
V,JEREZ,648,BASICA,139,123,60,4,0,0,40,366,326,
V,JEREZ,649,BASICA,158,113,63,9,0,0,13,356,343,
V,JEREZ,650,BASICA,43,44,23,1,0,0,1,112,111,
V,JEREZ,651,BASICA,34,42,76,14,0,0,7,173,166,
V,JEREZ,652,BASICA,27,124,86,21,0,0,9,267,258,
V,JEREZ,653,BASICA,46,78,103,25,0,0,5,257,252,
