id_entidad_electoral,fecha_jornada,id_cargo,nombre_cargo,id_estado,id_distrito,seccion,id_casilla,tipo_casilla,descripcion,ext_contigua,id_municipio,nombre_municipio,lista_nominal,estatus_casilla,descripcion,resultados_obtenidos,tipo_urna,descripcion,PAN,PRI-PVEM-PANAL,PRD-PC,PT,PAN-PT,Nulos,Total
32,4/7/2010,12,Ayuntamientos,32,0,471,1,C,Contigua,0,16,GUADALUPE,706,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,111,106,153,32,0,6,408
32,4/7/2010,12,Ayuntamientos,32,0,471,2,C,Contigua,0,16,GUADALUPE,707,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,86,104,176,41,0,11,418
32,4/7/2010,12,Ayuntamientos,32,0,472,1,C,Contigua,0,16,GUADALUPE,664,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,75,109,142,40,0,9,375
32,4/7/2010,12,Ayuntamientos,32,0,472,1,B,Basica,0,16,GUADALUPE,663,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,58,91,153,47,0,13,362
32,4/7/2010,12,Ayuntamientos,32,0,473,1,B,Basica,0,16,GUADALUPE,454,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,74,51,108,19,0,14,266
32,4/7/2010,12,Ayuntamientos,32,0,473,1,C,Contigua,0,16,GUADALUPE,454,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,48,63,135,22,0,5,273
32,4/7/2010,12,Ayuntamientos,32,0,474,1,B,Basica,0,16,GUADALUPE,695,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,117,84,183,49,0,19,452
32,4/7/2010,12,Ayuntamientos,32,0,475,1,C,Contigua,0,16,GUADALUPE,445,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,77,75,100,17,0,8,277
32,4/7/2010,12,Ayuntamientos,32,0,475,1,B,Basica,0,16,GUADALUPE,444,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,82,53,84,29,0,12,260
32,4/7/2010,12,Ayuntamientos,32,0,476,1,B,Basica,0,16,GUADALUPE,691,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,112,89,210,53,0,23,487
32,4/7/2010,12,Ayuntamientos,32,0,477,1,B,Basica,0,16,GUADALUPE,715,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,87,98,198,74,0,15,472
32,4/7/2010,12,Ayuntamientos,32,0,478,1,B,Basica,0,16,GUADALUPE,573,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,47,102,129,47,0,8,333
32,4/7/2010,12,Ayuntamientos,32,0,479,1,B,Basica,0,16,GUADALUPE,630,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,35,140,115,39,0,11,340
32,4/7/2010,12,Ayuntamientos,32,0,480,1,B,Basica,0,16,GUADALUPE,671,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,81,117,154,60,0,19,431
32,4/7/2010,12,Ayuntamientos,32,0,481,1,B,Basica,0,16,GUADALUPE,564,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,45,112,120,34,0,14,325
32,4/7/2010,12,Ayuntamientos,32,0,482,1,B,Basica,0,16,GUADALUPE,702,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,64,155,152,69,0,22,462
32,4/7/2010,12,Ayuntamientos,32,0,483,1,B,Basica,0,16,GUADALUPE,735,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,59,164,203,46,0,19,491
32,4/7/2010,12,Ayuntamientos,32,0,484,1,B,Basica,0,16,GUADALUPE,658,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,131,76,154,27,0,14,402
32,4/7/2010,12,Ayuntamientos,32,0,485,1,B,Basica,0,16,GUADALUPE,386,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,45,51,66,16,0,9,187
32,4/7/2010,12,Ayuntamientos,32,0,485,1,C,Contigua,0,16,GUADALUPE,386,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,55,53,78,26,0,4,216
32,4/7/2010,12,Ayuntamientos,32,0,486,1,C,Contigua,0,16,GUADALUPE,455,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,46,57,133,26,0,11,273
32,4/7/2010,12,Ayuntamientos,32,0,486,1,B,Basica,0,16,GUADALUPE,454,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,29,78,109,21,0,5,242
32,4/7/2010,12,Ayuntamientos,32,0,487,1,B,Basica,0,16,GUADALUPE,405,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,37,53,94,19,0,9,212
32,4/7/2010,12,Ayuntamientos,32,0,487,1,C,Contigua,0,16,GUADALUPE,406,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,44,61,95,23,0,5,228
32,4/7/2010,12,Ayuntamientos,32,0,488,1,B,Basica,0,16,GUADALUPE,663,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,113,87,163,37,0,9,409
32,4/7/2010,12,Ayuntamientos,32,0,489,1,C,Contigua,0,16,GUADALUPE,377,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,31,63,97,8,0,9,208
32,4/7/2010,12,Ayuntamientos,32,0,489,1,B,Basica,0,16,GUADALUPE,377,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,38,70,71,13,0,5,197
32,4/7/2010,12,Ayuntamientos,32,0,490,1,B,Basica,0,16,GUADALUPE,399,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,81,52,108,10,0,5,256
32,4/7/2010,12,Ayuntamientos,32,0,490,1,C,Contigua,0,16,GUADALUPE,400,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,81,56,100,19,0,11,267
32,4/7/2010,12,Ayuntamientos,32,0,491,1,B,Basica,0,16,GUADALUPE,707,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,83,87,163,38,0,14,385
32,4/7/2010,12,Ayuntamientos,32,0,492,1,B,Basica,0,16,GUADALUPE,459,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,95,54,132,21,0,5,307
32,4/7/2010,12,Ayuntamientos,32,0,492,1,C,Contigua,0,16,GUADALUPE,460,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,117,45,100,16,0,6,284
32,4/7/2010,12,Ayuntamientos,32,0,493,1,B,Basica,0,16,GUADALUPE,451,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,82,40,98,15,0,10,245
32,4/7/2010,12,Ayuntamientos,32,0,493,1,C,Contigua,0,16,GUADALUPE,451,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,87,47,88,19,0,15,256
32,4/7/2010,12,Ayuntamientos,32,0,494,3,C,Contigua,0,16,GUADALUPE,683,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,92,104,184,34,0,11,425
32,4/7/2010,12,Ayuntamientos,32,0,494,2,C,Contigua,0,16,GUADALUPE,683,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,28,106,57,33,0,15,239
32,4/7/2010,12,Ayuntamientos,32,0,494,1,C,Contigua,0,16,GUADALUPE,683,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,71,85,175,37,0,13,381
32,4/7/2010,12,Ayuntamientos,32,0,494,1,B,Basica,0,16,GUADALUPE,683,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,84,95,164,30,0,18,391
32,4/7/2010,12,Ayuntamientos,32,0,495,1,C,Contigua,0,16,GUADALUPE,397,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,42,59,103,25,0,6,235
32,4/7/2010,12,Ayuntamientos,32,0,495,1,B,Basica,0,16,GUADALUPE,397,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,38,69,104,32,0,11,254
32,4/7/2010,12,Ayuntamientos,32,0,496,1,C,Contigua,0,16,GUADALUPE,397,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,54,64,111,36,0,8,273
32,4/7/2010,12,Ayuntamientos,32,0,496,1,B,Basica,0,16,GUADALUPE,396,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,50,69,128,21,0,14,282
32,4/7/2010,12,Ayuntamientos,32,0,497,1,B,Basica,0,16,GUADALUPE,425,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,56,61,126,40,0,20,303
32,4/7/2010,12,Ayuntamientos,32,0,498,1,B,Basica,0,16,GUADALUPE,536,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,67,79,143,33,0,17,339
32,4/7/2010,12,Ayuntamientos,32,0,499,1,B,Basica,0,16,GUADALUPE,398,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,74,59,98,19,0,10,260
32,4/7/2010,12,Ayuntamientos,32,0,499,1,C,Contigua,0,16,GUADALUPE,398,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,74,55,125,21,0,11,286
32,4/7/2010,12,Ayuntamientos,32,0,500,1,B,Basica,0,16,GUADALUPE,696,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,99,92,207,48,0,9,455
32,4/7/2010,12,Ayuntamientos,32,0,500,1,C,Contigua,0,16,GUADALUPE,697,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,98,102,188,35,0,17,440
32,4/7/2010,12,Ayuntamientos,32,0,501,1,C,Contigua,0,16,GUADALUPE,435,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,61,65,107,37,0,12,282
32,4/7/2010,12,Ayuntamientos,32,0,501,1,B,Basica,0,16,GUADALUPE,435,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,57,61,132,30,0,10,290
32,4/7/2010,12,Ayuntamientos,32,0,502,1,C,Contigua,0,16,GUADALUPE,479,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,58,75,110,16,0,11,270
32,4/7/2010,12,Ayuntamientos,32,0,502,1,B,Basica,0,16,GUADALUPE,478,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,79,80,102,14,0,17,292
32,4/7/2010,12,Ayuntamientos,32,0,503,1,B,Basica,0,16,GUADALUPE,394,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,55,48,135,12,0,12,262
32,4/7/2010,12,Ayuntamientos,32,0,503,1,C,Contigua,0,16,GUADALUPE,394,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,64,46,92,15,0,15,232
32,4/7/2010,12,Ayuntamientos,32,0,504,1,B,Basica,0,16,GUADALUPE,470,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,82,70,102,27,0,8,289
32,4/7/2010,12,Ayuntamientos,32,0,504,1,C,Contigua,0,16,GUADALUPE,471,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,65,63,122,16,0,9,275
32,4/7/2010,12,Ayuntamientos,32,0,505,1,B,Basica,0,16,GUADALUPE,588,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,106,84,163,44,0,14,411
32,4/7/2010,12,Ayuntamientos,32,0,506,1,C,Contigua,0,16,GUADALUPE,498,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,33,110,106,28,0,10,287
32,4/7/2010,12,Ayuntamientos,32,0,506,1,B,Basica,0,16,GUADALUPE,497,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,70,73,108,18,0,18,287
32,4/7/2010,12,Ayuntamientos,32,0,507,2,C,Contigua,0,16,GUADALUPE,635,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,51,112,166,16,0,4,349
32,4/7/2010,12,Ayuntamientos,32,0,507,1,B,Basica,0,16,GUADALUPE,634,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,46,104,173,27,0,20,370
32,4/7/2010,12,Ayuntamientos,32,0,507,5,C,Contigua,0,16,GUADALUPE,635,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,56,100,186,17,0,16,375
32,4/7/2010,12,Ayuntamientos,32,0,507,3,C,Contigua,0,16,GUADALUPE,635,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,58,118,154,25,0,15,370
32,4/7/2010,12,Ayuntamientos,32,0,507,1,C,Contigua,0,16,GUADALUPE,634,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,61,84,169,22,0,12,348
32,4/7/2010,12,Ayuntamientos,32,0,507,4,C,Contigua,0,16,GUADALUPE,635,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,48,98,159,28,0,7,340
32,4/7/2010,12,Ayuntamientos,32,0,508,1,B,Basica,0,16,GUADALUPE,530,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,71,63,163,20,0,6,323
32,4/7/2010,12,Ayuntamientos,32,0,508,1,C,Contigua,0,16,GUADALUPE,531,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,81,62,115,21,0,15,294
32,4/7/2010,12,Ayuntamientos,32,0,509,1,C,Contigua,0,16,GUADALUPE,621,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,79,102,140,26,0,8,355
32,4/7/2010,12,Ayuntamientos,32,0,509,1,B,Basica,0,16,GUADALUPE,621,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,78,97,144,23,0,13,355
32,4/7/2010,12,Ayuntamientos,32,0,510,1,C,Contigua,0,16,GUADALUPE,711,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,69,123,177,32,0,11,412
32,4/7/2010,12,Ayuntamientos,32,0,510,2,C,Contigua,0,16,GUADALUPE,711,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,62,113,151,25,0,10,361
32,4/7/2010,12,Ayuntamientos,32,0,510,1,B,Basica,0,16,GUADALUPE,710,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,79,109,182,39,0,11,420
32,4/7/2010,12,Ayuntamientos,32,0,511,1,B,Basica,0,16,GUADALUPE,468,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,16,33,137,25,0,10,221
32,4/7/2010,12,Ayuntamientos,32,0,512,1,B,Basica,0,16,GUADALUPE,490,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,18,37,146,19,0,10,230
32,4/7/2010,12,Ayuntamientos,32,0,512,1,C,Contigua,0,16,GUADALUPE,490,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,18,36,102,31,0,4,191
32,4/7/2010,12,Ayuntamientos,32,0,513,1,B,Basica,0,16,GUADALUPE,699,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,23,172,204,16,0,18,433
32,4/7/2010,12,Ayuntamientos,32,0,514,1,B,Basica,0,16,GUADALUPE,426,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,10,110,109,14,0,13,256
32,4/7/2010,12,Ayuntamientos,32,0,514,1,C,Contigua,0,16,GUADALUPE,426,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,10,110,127,14,0,10,271
32,4/7/2010,12,Ayuntamientos,32,0,515,1,B,Basica,0,16,GUADALUPE,392,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,5,40,159,12,0,8,224
32,4/7/2010,12,Ayuntamientos,32,0,515,1,C,Contigua,0,16,GUADALUPE,393,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,5,35,156,10,0,18,224
32,4/7/2010,12,Ayuntamientos,32,0,516,1,B,Basica,0,50,TRANCOSO,662,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,66,39,83,165,0,20,373
32,4/7/2010,12,Ayuntamientos,32,0,517,1,B,Basica,0,16,GUADALUPE,475,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,28,72,159,14,0,10,283
32,4/7/2010,12,Ayuntamientos,32,0,517,1,C,Contigua,0,16,GUADALUPE,475,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,31,32,158,28,0,12,261
32,4/7/2010,12,Ayuntamientos,32,0,518,1,B,Basica,0,16,GUADALUPE,460,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,20,76,147,27,0,13,283
32,4/7/2010,12,Ayuntamientos,32,0,518,1,C,Contigua,0,16,GUADALUPE,460,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,32,73,117,31,0,14,267
32,4/7/2010,12,Ayuntamientos,32,0,519,1,C,Contigua,0,16,GUADALUPE,439,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,26,75,136,8,0,10,255
32,4/7/2010,12,Ayuntamientos,32,0,519,1,B,Basica,0,16,GUADALUPE,438,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,25,81,114,14,0,6,240
32,4/7/2010,12,Ayuntamientos,32,0,520,1,C,Contigua,0,16,GUADALUPE,650,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,35,127,201,33,0,3,399
32,4/7/2010,12,Ayuntamientos,32,0,520,1,B,Basica,0,16,GUADALUPE,649,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,44,127,196,26,0,15,408
32,4/7/2010,12,Ayuntamientos,32,0,521,1,C,Contigua,0,16,GUADALUPE,573,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,26,116,162,18,0,11,333
32,4/7/2010,12,Ayuntamientos,32,0,521,1,B,Basica,0,16,GUADALUPE,572,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,38,145,143,24,0,20,370
32,4/7/2010,12,Ayuntamientos,32,0,521,2,C,Contigua,0,16,GUADALUPE,573,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,36,147,153,22,0,16,374
32,4/7/2010,12,Ayuntamientos,32,0,522,1,C,Contigua,0,16,GUADALUPE,503,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,36,75,139,21,0,8,279
32,4/7/2010,12,Ayuntamientos,32,0,522,1,B,Basica,0,16,GUADALUPE,503,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,34,92,137,19,0,7,289
32,4/7/2010,12,Ayuntamientos,32,0,523,1,C,Contigua,0,16,GUADALUPE,519,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,14,132,181,10,0,5,342
32,4/7/2010,12,Ayuntamientos,32,0,523,1,B,Basica,0,16,GUADALUPE,518,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,15,204,130,9,0,8,366
32,4/7/2010,12,Ayuntamientos,32,0,524,1,B,Basica,0,16,GUADALUPE,529,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,22,152,188,7,0,8,377
32,4/7/2010,12,Ayuntamientos,32,0,524,1,C,Contigua,0,16,GUADALUPE,529,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,16,167,148,6,0,3,340
32,4/7/2010,12,Ayuntamientos,32,0,524,2,C,Contigua,0,16,GUADALUPE,530,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,22,142,178,9,0,11,362
32,4/7/2010,12,Ayuntamientos,32,0,525,1,B,Basica,0,50,TRANCOSO,318,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,28,66,72,70,0,7,243
32,4/7/2010,12,Ayuntamientos,32,0,526,1,B,Basica,0,50,TRANCOSO,508,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,12,43,118,180,0,17,370
32,4/7/2010,12,Ayuntamientos,32,0,527,1,B,Basica,0,50,TRANCOSO,653,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,24,75,140,164,0,11,414
32,4/7/2010,12,Ayuntamientos,32,0,527,2,C,Contigua,0,50,TRANCOSO,653,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,36,70,139,157,0,16,418
32,4/7/2010,12,Ayuntamientos,32,0,527,1,C,Contigua,0,50,TRANCOSO,653,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,36,73,152,156,0,14,431
32,4/7/2010,12,Ayuntamientos,32,0,528,1,C,Contigua,0,50,TRANCOSO,633,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,23,70,127,178,0,30,428
32,4/7/2010,12,Ayuntamientos,32,0,528,1,B,Basica,0,50,TRANCOSO,632,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,39,61,143,119,0,17,379
32,4/7/2010,12,Ayuntamientos,32,0,529,1,C,Contigua,0,50,TRANCOSO,679,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,29,72,147,191,0,22,461
32,4/7/2010,12,Ayuntamientos,32,0,529,1,B,Basica,0,50,TRANCOSO,679,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,47,86,132,171,0,23,459
32,4/7/2010,12,Ayuntamientos,32,0,530,1,B,Basica,0,50,TRANCOSO,655,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,39,54,215,115,0,29,452
32,4/7/2010,12,Ayuntamientos,32,0,530,1,C,Contigua,0,50,TRANCOSO,656,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,22,80,170,136,0,24,432
32,4/7/2010,12,Ayuntamientos,32,0,531,1,B,Basica,0,50,TRANCOSO,682,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,44,60,136,197,0,17,454
32,4/7/2010,12,Ayuntamientos,32,0,531,1,C,Contigua,0,50,TRANCOSO,683,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,33,68,124,206,0,20,451
32,4/7/2010,12,Ayuntamientos,32,0,532,1,B,Basica,0,50,TRANCOSO,528,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,25,49,116,149,0,18,357
32,4/7/2010,12,Ayuntamientos,32,0,532,1,C,Contigua,0,50,TRANCOSO,529,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,24,37,96,166,0,20,343
32,4/7/2010,12,Ayuntamientos,32,0,533,1,C,Contigua,0,50,TRANCOSO,491,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,14,27,94,174,0,17,326
32,4/7/2010,12,Ayuntamientos,32,0,533,1,B,Basica,0,50,TRANCOSO,491,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,13,37,72,166,0,14,302
32,4/7/2010,12,Ayuntamientos,32,0,534,1,B,Basica,0,16,GUADALUPE,645,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,64,256,121,29,0,10,480
32,4/7/2010,12,Ayuntamientos,32,0,535,1,B,Basica,0,16,GUADALUPE,472,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,40,105,110,29,0,9,293
32,4/7/2010,12,Ayuntamientos,32,0,535,1,C,Contigua,0,16,GUADALUPE,472,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,36,114,107,35,0,14,306
32,4/7/2010,12,Ayuntamientos,32,0,536,1,B,Basica,0,16,GUADALUPE,424,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,46,109,116,25,0,13,309
32,4/7/2010,12,Ayuntamientos,32,0,536,1,C,Contigua,0,16,GUADALUPE,424,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,42,96,107,13,0,16,274
32,4/7/2010,12,Ayuntamientos,32,0,537,1,B,Basica,0,16,GUADALUPE,510,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,37,145,90,26,0,11,309
32,4/7/2010,12,Ayuntamientos,32,0,537,1,C,Contigua,0,16,GUADALUPE,510,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,44,144,135,16,0,9,348
32,4/7/2010,12,Ayuntamientos,32,0,538,1,B,Basica,0,16,GUADALUPE,268,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,27,83,68,6,0,5,189
32,4/7/2010,12,Ayuntamientos,32,0,539,1,B,Basica,0,16,GUADALUPE,687,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,71,121,190,29,0,23,434
32,4/7/2010,12,Ayuntamientos,32,0,539,1,C,Contigua,0,16,GUADALUPE,687,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,75,126,178,26,0,12,417
32,4/7/2010,12,Ayuntamientos,32,0,540,1,B,Basica,0,16,GUADALUPE,607,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,40,162,187,11,0,12,412
32,4/7/2010,12,Ayuntamientos,32,0,541,1,B,Basica,0,16,GUADALUPE,598,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,23,137,152,12,0,11,335
32,4/7/2010,12,Ayuntamientos,32,0,542,1,C,Contigua,0,16,GUADALUPE,519,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,85,104,69,20,0,18,296
32,4/7/2010,12,Ayuntamientos,32,0,542,1,B,Basica,0,16,GUADALUPE,518,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,89,109,90,10,0,13,311
32,4/7/2010,12,Ayuntamientos,32,0,543,1,C,Contigua,0,16,GUADALUPE,672,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,98,117,146,47,0,11,419
32,4/7/2010,12,Ayuntamientos,32,0,543,1,B,Basica,0,16,GUADALUPE,671,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,79,149,109,26,0,20,383
32,4/7/2010,12,Ayuntamientos,32,0,544,1,B,Basica,0,16,GUADALUPE,105,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,7,13,40,2,0,6,68
32,4/7/2010,12,Ayuntamientos,32,0,545,1,B,Basica,0,16,GUADALUPE,250,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,37,32,69,20,0,8,166
32,4/7/2010,12,Ayuntamientos,32,0,546,1,B,Basica,0,16,GUADALUPE,228,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,11,27,66,7,0,4,115
32,4/7/2010,12,Ayuntamientos,32,0,547,1,B,Basica,0,16,GUADALUPE,349,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,4,42,124,51,0,9,230
32,4/7/2010,12,Ayuntamientos,32,0,548,1,B,Basica,0,50,TRANCOSO,104,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,3,18,50,12,0,3,86
32,4/7/2010,12,Ayuntamientos,32,0,549,1,B,Basica,0,16,GUADALUPE,145,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,14,50,39,8,0,3,114
32,4/7/2010,12,Ayuntamientos,32,0,550,1,C,Contigua,0,16,GUADALUPE,708,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,60,102,203,38,0,12,415
32,4/7/2010,12,Ayuntamientos,32,0,550,3,C,Contigua,0,16,GUADALUPE,708,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,67,120,153,38,0,4,382
