id_entidad_electoral,fecha_jornada,id_cargo,nombre_cargo,id_estado,id_distrito,id_casilla,tipo_casilla,descripcion,ext_contigua,id_municipio,nombre_municipio,lista_nominal,estatus_casilla,descripcion,resultados_obtenidos,tipo_urna,descripcion,seccion,PAN,PRI-PT-PVEM,PRI,PRD,PT,PVEM,PC,NULOS,Total
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,3,ATOLINGA,432,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,23,130,0,0,82,0,0,0,11,223
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,3,ATOLINGA,492,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,24,147,0,0,119,0,0,0,29,295
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,3,ATOLINGA,188,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,25,31,0,0,61,0,0,0,4,96
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,3,ATOLINGA,373,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,26,93,0,0,88,0,0,0,23,204
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,3,ATOLINGA,0,AF,Anulada por el Tribunal Federal,P,T,Urna tradicional,27,0,0,0,0,0,0,0,0,0
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,3,ATOLINGA,166,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,28,52,0,0,40,0,0,0,6,98
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,3,ATOLINGA,174,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,29,40,0,0,51,0,0,0,7,98
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,3,ATOLINGA,150,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,30,44,0,0,23,0,0,0,9,76
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,4,BENITO JUAREZ,437,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,31,137,0,86,31,2,0,0,10,266
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,4,BENITO JUAREZ,456,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,32,108,0,133,36,2,0,0,11,290
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,4,BENITO JUAREZ,248,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,33,53,0,52,16,2,0,0,4,127
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,4,BENITO JUAREZ,443,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,34,122,0,114,47,2,0,0,0,285
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,4,BENITO JUAREZ,527,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,35,180,0,127,26,2,0,0,6,341
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,4,BENITO JUAREZ,302,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,36,78,0,43,18,2,0,0,4,145
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,4,BENITO JUAREZ,235,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,37,82,0,42,26,3,0,0,3,156
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,4,BENITO JUAREZ,382,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,38,50,0,146,10,4,0,0,5,215
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,4,BENITO JUAREZ,146,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,39,43,0,65,7,8,0,0,1,124
32,4/7/2004,12,Ayuntamientos,32,0,1,C,Contigua,0,5,CALERA,529,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,40,66,94,0,57,0,0,9,1,227
32,4/7/2004,12,Ayuntamientos,32,0,2,C,Contigua,0,5,CALERA,530,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,40,65,101,0,72,0,0,9,6,253
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,5,CALERA,529,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,40,69,87,0,52,0,0,8,5,221
32,4/7/2004,12,Ayuntamientos,32,0,1,C,Contigua,0,5,CALERA,696,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,41,99,120,0,92,0,0,2,13,326
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,5,CALERA,695,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,41,97,126,0,105,0,0,3,11,342
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,5,CALERA,557,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,42,85,128,0,65,0,0,10,8,296
32,4/7/2004,12,Ayuntamientos,32,0,1,C,Contigua,0,5,CALERA,410,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,43,81,91,0,37,0,0,5,7,221
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,5,CALERA,409,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,43,77,74,0,39,0,0,6,5,201
32,4/7/2004,12,Ayuntamientos,32,0,1,C,Contigua,0,5,CALERA,404,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,44,39,87,0,52,0,0,4,7,189
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,5,CALERA,404,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,44,49,69,0,54,0,0,7,8,187
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,5,CALERA,562,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,45,51,120,0,57,0,0,12,14,254
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,5,CALERA,436,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,46,41,105,0,59,0,0,6,5,216
32,4/7/2004,12,Ayuntamientos,32,0,1,C,Contigua,0,5,CALERA,436,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,46,41,95,0,49,0,0,6,5,196
32,4/7/2004,12,Ayuntamientos,32,0,1,C,Contigua,0,5,CALERA,447,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,47,71,102,0,52,0,0,5,7,237
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,5,CALERA,447,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,47,47,118,0,67,0,0,0,4,236
32,4/7/2004,12,Ayuntamientos,32,0,1,C,Contigua,0,5,CALERA,611,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,48,73,130,0,64,0,0,1,7,275
32,4/7/2004,12,Ayuntamientos,32,0,2,C,Contigua,0,5,CALERA,611,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,48,59,143,0,61,0,0,11,11,285
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,5,CALERA,611,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,48,49,132,0,83,0,0,4,9,277
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,5,CALERA,688,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,49,74,196,0,81,0,0,5,14,370
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,5,CALERA,556,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,50,99,118,0,63,0,0,8,12,300
32,4/7/2004,12,Ayuntamientos,32,0,1,C,Contigua,0,5,CALERA,557,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,50,92,120,0,52,0,0,5,2,271
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,5,CALERA,494,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,51,47,130,0,75,0,0,2,5,259
32,4/7/2004,12,Ayuntamientos,32,0,1,C,Contigua,0,5,CALERA,495,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,51,53,144,0,71,0,0,0,6,274
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,5,CALERA,672,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,52,88,168,0,68,0,0,11,10,345
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,5,CALERA,712,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,53,65,134,0,105,0,0,5,11,320
32,4/7/2004,12,Ayuntamientos,32,0,1,C,Contigua,0,5,CALERA,712,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,53,61,135,0,104,0,0,12,11,323
32,4/7/2004,12,Ayuntamientos,32,0,1,C,Contigua,0,5,CALERA,683,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,54,56,167,0,90,0,0,12,9,334
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,5,CALERA,683,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,54,68,151,0,85,0,0,13,6,323
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,5,CALERA,499,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,55,67,128,0,55,0,0,9,10,269
32,4/7/2004,12,Ayuntamientos,32,0,1,C,Contigua,0,5,CALERA,499,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,55,74,120,0,52,0,0,7,3,256
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,5,CALERA,533,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,56,40,58,0,162,0,0,3,2,265
32,4/7/2004,12,Ayuntamientos,32,0,1,C,Contigua,0,5,CALERA,533,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,56,49,77,0,148,0,0,0,6,280
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,5,CALERA,533,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,57,24,39,0,178,0,0,3,6,250
32,4/7/2004,12,Ayuntamientos,32,0,1,C,Contigua,0,5,CALERA,533,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,57,31,56,0,160,0,0,0,15,262
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,5,CALERA,525,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,58,50,42,0,145,0,0,0,7,244
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,5,CALERA,523,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,59,16,135,0,99,0,0,6,8,264
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,5,CALERA,144,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,60,17,31,0,18,0,0,5,9,80
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,6,CA?ITAS DE FELIPE PESCADOR,666,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,61,112,0,37,154,47,53,9,16,428
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,6,CA?ITAS DE FELIPE PESCADOR,604,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,62,81,0,25,154,76,27,14,6,383
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,6,CA?ITAS DE FELIPE PESCADOR,657,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,63,107,0,32,144,47,28,5,29,392
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,6,CA?ITAS DE FELIPE PESCADOR,661,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,64,88,0,18,162,130,17,1,19,435
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,6,CA?ITAS DE FELIPE PESCADOR,558,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,65,79,0,35,184,36,23,8,8,373
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,6,CA?ITAS DE FELIPE PESCADOR,632,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,66,66,0,50,221,50,12,4,8,411
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,6,CA?ITAS DE FELIPE PESCADOR,317,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,67,53,0,7,119,18,14,1,3,215
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,6,CA?ITAS DE FELIPE PESCADOR,188,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,68,24,0,11,41,61,2,1,4,144
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,6,CA?ITAS DE FELIPE PESCADOR,691,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,69,113,0,42,167,90,13,3,12,440
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,6,CA?ITAS DE FELIPE PESCADOR,421,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,70,51,0,6,65,79,30,3,21,255
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,6,CA?ITAS DE FELIPE PESCADOR,105,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,71,3,0,7,28,26,2,1,5,72
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,7,CONCEPCION DEL ORO,513,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,73,44,0,178,102,2,1,4,10,341
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,7,CONCEPCION DEL ORO,437,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,74,23,0,131,75,20,1,5,7,262
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,7,CONCEPCION DEL ORO,514,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,75,34,0,152,112,9,0,16,3,326
32,4/7/2004,12,Ayuntamientos,32,0,1,C,Contigua,0,7,CONCEPCION DEL ORO,423,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,76,23,0,137,99,5,3,4,2,273
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,7,CONCEPCION DEL ORO,422,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,76,32,0,131,74,8,0,7,5,257
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,7,CONCEPCION DEL ORO,640,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,77,61,0,192,136,25,4,8,8,434
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,7,CONCEPCION DEL ORO,544,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,78,40,0,224,76,14,0,12,4,370
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,7,CONCEPCION DEL ORO,392,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,79,42,0,116,73,6,1,6,5,249
32,4/7/2004,12,Ayuntamientos,32,0,1,C,Contigua,0,7,CONCEPCION DEL ORO,392,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,79,32,0,131,87,3,3,6,5,267
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,7,CONCEPCION DEL ORO,420,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,80,40,0,117,82,9,0,5,6,259
32,4/7/2004,12,Ayuntamientos,32,0,1,C,Contigua,0,7,CONCEPCION DEL ORO,420,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,80,45,0,115,95,2,1,5,5,268
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,7,CONCEPCION DEL ORO,68,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,81,0,0,35,10,0,0,3,0,48
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,7,CONCEPCION DEL ORO,230,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,82,19,0,65,46,2,0,4,8,144
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,7,CONCEPCION DEL ORO,375,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,83,1,0,107,106,14,0,0,13,241
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,7,CONCEPCION DEL ORO,419,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,84,19,0,100,118,16,1,9,8,271
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,7,CONCEPCION DEL ORO,182,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,85,21,0,35,33,11,0,4,4,108
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,7,CONCEPCION DEL ORO,151,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,86,4,0,49,50,1,0,1,2,107
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,7,CONCEPCION DEL ORO,217,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,87,2,0,50,39,19,0,0,6,116
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,7,CONCEPCION DEL ORO,82,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,88,2,0,24,22,2,0,2,2,54
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,7,CONCEPCION DEL ORO,121,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,89,0,0,33,41,0,0,0,2,76
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,7,CONCEPCION DEL ORO,77,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,90,3,0,33,12,1,0,0,0,49
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,7,CONCEPCION DEL ORO,317,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,91,2,0,97,88,1,0,0,7,195
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,7,CONCEPCION DEL ORO,251,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,92,0,0,82,56,0,0,0,9,147
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,7,CONCEPCION DEL ORO,135,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,93,0,0,51,36,1,0,0,2,90
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,7,CONCEPCION DEL ORO,133,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,94,1,0,20,69,2,0,0,1,93
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,7,CONCEPCION DEL ORO,89,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,95,6,0,42,12,1,0,1,4,66
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,7,CONCEPCION DEL ORO,291,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,96,3,0,89,94,11,0,2,9,208
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,7,CONCEPCION DEL ORO,88,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,97,6,0,31,23,1,0,0,4,65
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,7,CONCEPCION DEL ORO,124,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,98,1,0,62,20,1,0,0,4,88
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,7,CONCEPCION DEL ORO,91,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,99,2,0,21,28,6,0,0,3,60
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,7,CONCEPCION DEL ORO,55,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,100,1,0,32,2,1,0,0,2,38
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,7,CONCEPCION DEL ORO,63,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,101,5,0,20,16,0,0,0,2,43
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,7,CONCEPCION DEL ORO,81,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,102,1,0,26,21,1,0,2,5,56
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,8,CUAUHTEMOC,436,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,103,44,0,71,98,22,3,7,8,253
32,4/7/2004,12,Ayuntamientos,32,0,1,C,Contigua,0,8,CUAUHTEMOC,437,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,103,40,0,72,125,25,0,3,6,271
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,8,CUAUHTEMOC,743,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,104,30,0,195,169,39,1,16,8,458
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,8,CUAUHTEMOC,498,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,105,15,0,103,134,34,4,12,2,304
32,4/7/2004,12,Ayuntamientos,32,0,1,C,Contigua,0,8,CUAUHTEMOC,499,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,105,22,0,103,120,49,6,11,9,320
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,8,CUAUHTEMOC,384,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,106,15,0,63,88,56,1,5,4,232
32,4/7/2004,12,Ayuntamientos,32,0,1,C,Contigua,0,8,CUAUHTEMOC,385,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,106,18,0,81,90,52,0,7,4,252
32,4/7/2004,12,Ayuntamientos,32,0,1,B,Basica,0,8,CUAUHTEMOC,690,EC,Casilla con resultados de acta de escrutinio y computo,P,T,Urna tradicional,107,44,0,98,123,113,0,42,5,425
