CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,MC,NVA_ALIANZA,PAC,PS,MORENA,ES,PRI_PVEM_NVA_ALIANZA_PS,PRI_NVA_ALIANZA_PVEM,PRI_PS_PVEM,PRI_PS_NVA_ALIANZA,PVEM_PS_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PRI_PS,PVEM_NVA_ALIANZA,PVEM_PS,NVA_ALIANZA_PS,CAND_IND1,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,328,2,33,136,137,29,11,18,91,5,24,1,2,0,0,1,0,1,4,0,0,0,0,32,0,525,27,552,819
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,329,2,107,319,190,123,21,33,40,14,60,5,1,2,0,1,1,11,3,0,1,0,0,39,0,971,41,1012,1437
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,330,2,73,205,254,97,19,9,26,15,44,7,1,1,1,0,0,1,1,0,0,1,0,16,0,771,38,809,1115
4,29,TLAXCALA,14,NATIVITAS,23,NATIVITAS,331,2,50,246,106,41,7,7,119,80,32,1,0,1,0,0,0,1,1,1,0,0,0,5,1,699,41,740,1111
4,29,TLAXCALA,14,NATIVITAS,32,TETLATLAHUCA,424,2,64,229,255,191,147,32,21,19,40,7,10,0,0,0,0,0,0,0,0,0,0,16,0,1031,14,1045,1380
4,29,TLAXCALA,14,NATIVITAS,32,TETLATLAHUCA,425,2,145,411,179,64,24,51,28,23,41,27,2,1,0,0,0,6,0,0,0,0,0,65,0,1067,30,1097,1442
4,29,TLAXCALA,14,NATIVITAS,32,TETLATLAHUCA,426,2,113,356,162,136,29,56,32,25,62,22,9,4,1,0,0,6,0,1,0,2,0,35,0,1051,33,1084,1403
4,29,TLAXCALA,14,NATIVITAS,32,TETLATLAHUCA,427,3,91,176,257,32,75,62,28,54,74,19,4,1,2,0,1,2,2,0,2,0,0,322,0,1204,16,1220,1822
4,29,TLAXCALA,14,NATIVITAS,32,TETLATLAHUCA,428,2,58,169,222,22,54,56,15,38,64,9,1,0,0,0,0,0,2,0,1,0,0,304,0,1015,30,1045,1466
4,29,TLAXCALA,14,NATIVITAS,32,TETLATLAHUCA,431,2,82,170,312,38,80,15,3,5,28,11,3,1,0,0,0,1,3,0,0,1,0,33,0,786,29,815,1077
4,29,TLAXCALA,14,NATIVITAS,32,TETLATLAHUCA,434,1,25,75,117,23,20,26,41,20,31,4,1,0,0,0,0,1,0,0,0,0,0,34,0,418,19,437,557
4,29,TLAXCALA,14,NATIVITAS,58,SANTA ANA NOPALUCAN,254,4,385,460,515,6,35,23,71,264,157,5,3,2,0,0,0,0,0,7,0,0,1,28,0,1962,59,2021,2632
4,29,TLAXCALA,14,NATIVITAS,58,SANTA ANA NOPALUCAN,255,4,414,459,439,12,35,29,115,287,114,4,2,0,0,0,0,0,1,6,0,0,0,33,0,1950,78,2028,2601
4,29,TLAXCALA,14,NATIVITAS,45,SANTA APOLONIA TEACALCO,316,3,167,170,339,20,167,266,35,34,78,3,3,0,0,0,0,0,3,0,0,0,0,35,1,1321,45,1366,1685
4,29,TLAXCALA,14,NATIVITAS,45,SANTA APOLONIA TEACALCO,317,3,153,256,461,16,216,201,54,59,68,1,4,0,0,0,0,0,0,0,0,0,0,42,0,1531,26,1557,1853
4,29,TLAXCALA,14,NATIVITAS,47,SAN JUAN HUACTZINCO,395,4,147,593,559,37,130,36,59,129,134,24,2,2,1,0,0,0,0,3,0,0,0,79,0,1935,72,2007,2781
4,29,TLAXCALA,14,NATIVITAS,47,SAN JUAN HUACTZINCO,396,4,150,473,481,26,126,17,74,81,136,18,4,0,0,0,0,1,0,2,0,0,0,98,0,1687,58,1745,2345
4,29,TLAXCALA,14,NATIVITAS,53,SAN DAMIAN TEXOLOC,429,3,153,301,669,14,74,9,66,15,131,2,3,2,1,1,1,0,0,0,0,0,0,60,0,1502,37,1539,1979
4,29,TLAXCALA,14,NATIVITAS,53,SAN DAMIAN TEXOLOC,430,3,130,366,783,25,80,14,94,10,91,7,0,0,0,0,0,1,0,1,0,0,0,26,16,1644,33,1677,2200
4,29,TLAXCALA,14,NATIVITAS,56,SAN JERONIMO ZACUALPAN,432,2,70,379,214,11,28,112,15,55,56,2,8,9,0,1,0,4,4,3,0,0,0,29,0,1000,23,1023,1272
4,29,TLAXCALA,14,NATIVITAS,56,SAN JERONIMO ZACUALPAN,433,3,85,416,284,19,41,134,13,94,91,1,5,7,0,1,0,2,5,3,0,2,0,43,0,1246,34,1280,1634
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,348,5,526,800,579,12,86,10,15,8,131,8,2,0,0,0,0,0,0,0,0,0,0,18,3,2198,49,2247,3169
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,349,5,598,690,569,10,172,61,38,6,125,10,2,0,0,0,0,1,0,1,0,0,1,26,1,2311,76,2387,3221
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,350,6,902,783,783,18,136,13,6,10,175,6,2,0,0,0,0,3,0,0,0,0,0,18,14,2869,94,2963,4239
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,351,5,967,468,626,51,37,11,6,112,131,4,3,0,1,3,0,4,1,3,1,1,1,13,1,2445,66,2511,3462
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,352,4,673,423,411,55,24,9,36,104,58,3,4,2,1,0,4,9,0,5,0,0,0,13,0,1834,49,1883,2554
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,353,5,749,367,596,44,77,43,11,5,109,2,1,1,0,0,1,0,3,0,1,0,0,13,0,2023,80,2103,3073
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,354,5,793,547,558,25,55,39,27,15,103,7,1,1,0,1,1,4,4,0,0,0,1,16,0,2198,62,2260,3146
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,355,4,418,494,588,8,45,5,11,4,187,9,0,0,0,0,0,0,1,0,0,0,0,19,0,1789,41,1830,2613
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,356,5,461,606,682,62,145,17,44,12,135,7,0,0,0,0,0,1,1,0,0,0,0,22,0,2195,76,2271,3384
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,357,5,440,310,539,4,79,6,11,5,204,10,126,0,0,0,0,1,0,0,0,0,0,14,0,1749,55,1804,2670
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,358,5,592,465,537,12,140,8,7,16,145,7,2,1,0,0,0,2,0,0,9,0,0,14,1,1958,56,2014,3060
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,359,3,438,432,353,14,36,6,4,3,126,9,2,0,0,0,0,3,0,1,0,0,0,5,4,1436,41,1477,2181
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,360,3,399,291,391,12,89,7,9,1,127,6,2,0,0,0,0,1,0,0,0,0,0,19,3,1357,38,1395,2084
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,361,4,1094,172,328,27,66,12,6,11,86,6,2,0,0,0,0,0,1,0,0,0,0,6,0,1817,71,1888,2723
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,362,5,1176,295,472,15,91,10,8,14,86,5,4,0,0,0,0,0,0,1,0,0,0,13,1,2191,73,2264,3479
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,363,6,464,836,633,32,229,8,24,2,150,13,0,1,0,0,0,3,0,0,0,0,0,4,0,2399,135,2534,3778
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,25,SAN PABLO DEL MONTE,364,4,321,502,376,13,96,4,27,1,98,5,3,0,0,0,0,2,1,0,0,0,0,12,0,1461,53,1514,2375
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,27,TENANCINGO,372,2,194,245,157,3,52,5,58,1,48,0,2,0,0,1,0,0,2,0,0,0,0,11,0,779,25,804,1277
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,27,TENANCINGO,373,2,146,265,119,4,103,7,32,1,30,1,0,0,0,0,0,1,0,0,0,0,0,4,0,713,7,720,1147
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,27,TENANCINGO,374,2,157,116,87,2,24,10,50,1,48,1,1,0,0,0,0,0,0,0,0,0,0,8,0,505,17,522,911
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,27,TENANCINGO,375,3,226,238,210,3,100,10,117,3,121,8,0,1,0,0,0,1,0,0,0,0,0,21,1,1060,34,1094,1960
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,27,TENANCINGO,376,2,129,324,118,3,80,5,58,2,129,1,0,0,0,0,0,0,0,0,0,0,0,6,0,855,27,882,1430
4,29,TLAXCALA,15,SAN PABLO DEL MONTE,27,TENANCINGO,377,3,265,225,189,2,77,15,96,1,128,3,0,0,0,0,0,1,0,0,0,0,0,4,0,1006,42,1048,1806
