CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PSD,HUMANISTA,PAN_MC,PRD_PSD,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND1,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,17,MORELOS,5,TEMIXCO,7,CUERNAVACA,387,6,237,124,229,96,197,47,59,446,167,49,24,12,29,59,11,12,29,80,1907,12,107,2026,4076
4,17,MORELOS,5,TEMIXCO,7,CUERNAVACA,388,5,155,106,160,91,156,25,31,499,166,14,23,11,5,63,10,6,18,53,1592,1,78,1671,3039
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,555,3,52,75,198,19,111,7,13,320,126,15,7,1,4,15,2,2,10,20,997,0,40,1037,1475
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,556,2,25,60,130,14,94,7,12,269,95,12,4,1,2,29,5,0,6,14,779,0,31,810,1181
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,557,3,33,218,280,25,159,6,6,487,168,21,7,2,4,37,2,3,9,5,1472,0,75,1547,2076
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,558,3,31,81,220,14,118,8,9,416,158,10,4,2,7,29,1,3,9,18,1138,0,23,1161,1522
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,559,1,10,55,76,4,45,3,8,185,46,3,2,0,3,12,2,1,7,0,462,0,6,468,662
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,560,4,29,156,359,26,149,5,15,423,189,11,6,1,8,17,6,9,23,14,1446,0,50,1496,2274
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,561,3,21,44,197,9,101,4,9,205,61,8,6,1,1,23,2,2,5,5,704,0,41,745,989
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,562,2,13,31,155,15,97,9,18,282,107,3,0,0,3,16,7,3,2,6,767,0,18,785,1124
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,563,2,21,74,117,19,123,7,3,222,80,4,2,0,4,12,3,3,4,13,711,0,34,745,1105
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,564,3,33,107,309,24,126,13,9,420,133,11,7,0,3,33,1,1,5,9,1244,0,56,1300,2067
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,565,3,41,181,238,14,106,16,27,437,119,9,13,0,4,10,1,3,16,5,1240,1,27,1268,2112
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,566,1,6,65,87,5,43,4,3,127,30,8,2,0,0,0,2,1,4,4,391,0,29,420,575
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,567,2,35,91,194,12,76,8,12,222,81,8,3,2,5,11,0,4,3,10,777,0,35,812,1282
4,17,MORELOS,5,TEMIXCO,15,MIACATLAN,568,3,28,152,342,23,81,12,5,243,75,6,6,0,1,6,2,1,7,1,991,0,53,1044,1657
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,611,3,96,52,179,43,107,16,14,457,131,17,16,0,3,24,4,12,18,66,1255,3,36,1294,2032
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,613,2,302,67,40,13,65,19,12,150,44,1,2,4,0,8,1,2,7,16,753,0,9,762,1093
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,614,2,210,45,28,15,43,16,19,169,38,7,6,1,1,12,1,0,1,7,619,0,15,634,891
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,615,3,127,58,125,38,100,25,13,348,80,14,13,2,5,32,6,1,12,67,1066,1,29,1096,1640
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,616,10,314,283,423,176,415,80,69,1193,324,39,43,8,10,110,15,7,24,128,3661,1,138,3800,6992
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,617,3,77,111,143,54,95,19,28,346,94,9,17,3,11,26,10,2,18,17,1080,0,50,1130,1855
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,618,5,148,179,233,63,252,32,39,548,224,17,32,4,18,68,9,8,26,69,1969,0,78,2047,3656
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,619,3,91,42,112,53,104,24,17,347,86,24,28,3,3,24,4,5,7,49,1023,1,15,1039,1703
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,620,4,439,100,94,42,112,28,19,378,113,10,15,15,2,21,5,2,11,36,1442,1,35,1478,2371
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,621,2,92,60,76,32,79,9,16,279,91,11,13,1,0,21,5,3,7,77,872,2,31,905,1480
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,622,3,106,84,110,49,95,16,17,435,115,99,19,5,13,47,7,4,20,41,1282,1,23,1306,1975
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,623,5,123,116,202,75,176,38,24,607,128,26,19,3,9,70,4,5,22,32,1679,0,58,1737,3305
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,624,3,83,84,108,44,98,30,20,362,77,14,23,1,6,25,3,3,9,55,1045,0,43,1088,1914
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,625,2,60,70,83,27,85,4,11,280,81,2,10,1,7,20,5,3,17,29,795,0,25,820,1352
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,626,3,70,53,93,46,85,17,18,339,89,12,11,5,2,31,7,6,12,22,918,0,28,946,1616
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,627,2,45,60,67,30,58,10,10,237,71,4,9,2,3,21,2,3,11,27,670,0,22,692,1143
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,628,2,66,64,60,28,68,11,18,275,73,6,10,3,2,18,3,2,11,29,747,1,32,780,1277
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,629,3,350,111,92,53,96,24,34,308,86,5,9,12,6,29,4,6,5,30,1260,2,33,1295,1943
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,630,4,143,127,181,65,161,25,38,513,134,23,30,3,9,44,10,3,12,89,1610,1,48,1659,2533
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,631,3,67,67,107,51,94,13,16,259,79,8,3,4,4,21,5,3,6,45,852,0,26,878,1578
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,632,3,53,38,112,46,88,16,19,294,68,15,12,3,5,25,5,2,17,30,848,0,33,881,1629
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,633,3,79,63,107,60,87,30,13,320,56,21,9,2,7,33,9,31,7,82,1016,0,45,1061,1762
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,634,6,270,143,183,77,153,44,35,585,170,12,38,8,8,48,8,2,19,113,1916,2,51,1969,2829
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,635,3,72,71,130,54,108,18,17,393,91,16,8,5,5,37,6,4,17,60,1112,0,43,1155,2055
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,636,3,89,53,121,45,98,25,14,280,78,18,13,1,8,41,3,4,20,40,951,1,56,1008,1862
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,637,2,83,57,124,39,82,11,9,286,66,15,11,1,3,17,5,1,2,33,845,1,31,877,1492
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,638,3,132,57,102,45,110,29,26,415,97,15,18,6,8,28,5,4,13,41,1151,0,44,1195,2050
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,639,3,106,67,107,59,100,37,16,389,104,22,9,10,4,29,3,5,11,55,1133,1,25,1159,1790
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,640,2,84,80,62,27,49,19,21,247,61,15,5,6,6,18,1,3,7,50,761,1,21,783,1172
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,641,2,69,64,89,48,63,16,18,315,89,5,13,5,5,17,6,4,9,31,866,1,31,898,1343
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,642,3,52,30,105,33,105,11,20,339,90,9,13,4,4,37,2,10,9,37,910,0,19,929,1557
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,643,2,41,23,68,23,53,5,9,141,31,10,3,1,1,15,4,3,9,21,461,0,10,471,827
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,644,5,94,99,274,74,179,45,33,567,150,32,21,4,18,50,12,4,19,78,1753,1,87,1841,3397
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,645,3,67,55,85,41,66,21,23,310,89,17,10,0,2,31,3,5,13,71,909,1,41,951,1726
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,646,3,55,56,74,45,82,24,14,267,68,5,17,0,2,18,4,2,5,108,846,0,22,868,1558
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,647,4,144,113,144,116,168,38,19,518,143,26,24,6,4,46,7,3,21,89,1629,0,49,1678,2759
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,648,2,98,49,71,38,80,27,14,296,76,11,7,2,1,19,4,3,9,67,872,1,20,893,1412
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,649,4,148,79,121,59,119,37,24,512,93,19,12,4,5,39,3,4,9,90,1377,0,47,1424,2261
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,650,1,48,38,32,29,30,3,5,126,24,5,7,0,0,7,0,1,1,11,367,0,12,379,614
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,651,5,120,113,212,68,152,46,20,563,154,20,25,10,11,51,9,4,43,52,1673,0,67,1740,3040
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,652,4,72,165,330,80,101,25,25,416,80,49,28,2,22,53,12,8,21,79,1568,0,154,1722,2835
4,17,MORELOS,5,TEMIXCO,18,TEMIXCO,653,6,96,117,199,65,245,20,36,639,159,42,18,5,11,38,6,7,44,243,1990,0,95,2085,4054
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,431,3,94,30,54,22,108,16,22,356,102,11,14,6,2,38,3,5,19,35,937,1,37,975,1589
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,432,3,135,46,49,34,77,16,27,377,83,9,5,3,0,15,5,3,7,20,911,14,21,946,1534
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,433,4,152,64,99,63,140,29,32,384,157,9,16,5,3,68,6,6,26,53,1312,0,33,1345,2309
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,434,4,173,41,109,43,158,32,19,501,156,16,21,6,4,57,15,5,21,39,1416,0,47,1463,2319
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,435,3,158,53,90,52,143,32,33,472,113,18,14,3,8,48,2,7,12,46,1304,0,36,1340,2131
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,436,5,238,86,166,64,172,45,44,710,179,30,19,14,3,61,9,10,24,69,1943,1,50,1994,3164
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,437,4,198,62,102,57,184,42,25,577,162,10,22,8,6,66,7,5,21,56,1610,1,42,1653,2821
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,438,4,203,75,118,45,172,48,39,518,152,14,15,7,2,39,9,8,28,41,1533,3,49,1585,2369
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,439,3,149,50,86,46,141,34,24,501,130,14,18,2,2,55,6,3,12,28,1301,0,37,1338,1984
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,440,2,121,33,46,18,80,22,26,254,67,4,10,5,3,21,2,1,5,25,743,0,10,753,1016
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,441,2,170,53,54,25,80,17,16,277,72,6,8,8,0,31,2,3,8,24,854,0,31,885,1153
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,442,1,96,27,32,13,48,10,17,202,42,2,4,0,0,13,1,2,9,16,534,0,12,546,744
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,443,2,145,38,48,17,57,13,23,208,48,10,7,2,0,13,3,0,7,19,658,0,18,676,913
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,444,2,161,51,85,26,92,32,24,319,92,11,13,6,3,38,7,1,10,20,991,2,22,1015,1448
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,445,4,189,65,137,53,161,38,30,526,104,9,13,6,6,54,12,3,16,49,1471,1,55,1527,2455
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,446,2,91,17,44,23,49,21,17,182,56,26,7,2,2,22,2,3,14,20,598,0,18,616,820
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,447,1,98,34,43,25,43,18,20,210,23,7,5,4,0,7,0,1,5,20,563,0,8,571,746
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,448,4,234,92,96,35,171,34,37,639,159,7,19,8,5,47,14,8,17,31,1653,0,45,1698,2742
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,449,7,405,125,189,95,272,69,79,1131,264,21,32,27,6,89,14,8,42,76,2944,1,73,3018,4683
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,450,4,278,54,93,58,152,52,40,676,150,7,13,15,6,52,9,5,16,53,1729,0,55,1784,2600
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,451,2,111,30,69,28,55,6,20,308,68,9,13,4,2,22,6,2,28,19,800,0,21,821,1083
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,452,2,169,30,49,26,66,14,11,252,60,3,8,5,2,35,2,1,3,23,759,1,13,773,1019
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,453,6,342,75,198,92,192,52,42,937,213,23,21,14,7,94,23,4,33,76,2438,6,63,2507,3949
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,454,5,209,70,177,81,175,36,55,722,169,26,21,5,3,68,11,1,21,59,1909,0,57,1966,3151
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,457,4,199,49,133,47,152,30,41,633,166,11,16,6,4,51,6,0,17,41,1602,1,41,1644,2534
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,458,3,85,75,78,52,79,26,20,361,112,9,7,4,1,33,0,1,12,24,979,0,37,1016,1545
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,459,3,100,62,84,34,86,24,25,351,108,8,10,4,2,31,2,1,11,20,963,0,33,996,1509
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,460,2,85,28,49,21,50,22,12,182,56,6,9,3,3,10,2,3,6,20,567,0,10,577,824
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,461,2,93,41,53,32,62,29,11,213,66,5,9,0,0,25,2,1,4,21,667,1,14,682,987
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,462,2,86,17,52,22,79,13,12,272,41,6,7,4,2,27,2,3,14,19,678,0,13,691,973
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,463,2,110,37,66,28,81,35,29,325,98,8,6,5,2,39,4,3,10,16,902,1,25,928,1463
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,464,4,284,77,144,50,156,32,53,670,221,24,19,9,7,66,9,4,25,62,1912,1,49,1962,2894
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,466,2,123,37,34,12,45,9,21,183,69,4,6,1,0,20,2,1,1,39,607,1,12,620,867
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,467,2,105,46,58,32,80,29,16,293,85,8,5,2,2,22,5,4,10,31,833,0,23,856,1237
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,468,5,364,87,128,48,170,51,47,665,177,23,19,11,2,56,14,0,8,62,1932,6,29,1967,3551
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,469,3,136,47,129,27,113,30,19,438,137,23,13,6,3,44,2,4,17,34,1222,0,24,1246,1948
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,470,3,118,52,119,39,126,23,29,480,148,14,10,4,2,52,12,6,18,39,1291,1,41,1333,1951
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,471,3,151,74,93,35,150,27,24,374,97,14,18,2,5,50,6,7,13,36,1176,1,40,1217,2186
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,472,5,195,92,175,60,212,28,45,658,177,30,21,7,6,70,7,7,14,44,1848,0,79,1927,3252
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,473,3,346,82,115,24,111,23,10,282,68,12,10,8,3,21,4,2,11,13,1145,0,26,1171,1729
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,474,2,251,90,185,60,158,39,33,671,151,20,18,13,8,32,9,10,16,48,1812,0,34,1846,1284
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,475,2,55,19,64,23,73,11,13,215,60,5,2,3,1,18,2,6,3,10,583,0,9,592,945
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,477,8,588,179,304,119,336,85,104,1281,345,23,57,33,17,120,14,14,50,136,3805,2,97,3904,5710
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,478,2,89,19,71,15,88,14,15,205,74,5,4,3,2,29,2,3,6,12,656,0,18,674,989
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,479,2,93,36,66,21,81,17,18,289,69,7,15,2,6,27,3,3,5,24,782,1,20,803,1220
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,480,2,49,19,66,32,53,15,17,183,39,8,15,5,2,9,0,5,5,7,529,3,11,543,873
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,481,6,515,114,314,78,232,51,62,796,229,27,25,19,15,64,15,10,25,56,2647,0,79,2726,4187
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,482,3,245,76,167,35,113,32,43,447,99,11,12,5,5,26,3,2,11,35,1367,1,20,1388,1937
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,483,4,433,97,227,42,167,38,42,592,115,13,19,9,5,62,6,2,14,31,1914,0,48,1962,2697
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,484,6,250,93,246,81,171,48,46,757,143,29,23,11,11,71,12,5,30,78,2105,2,72,2179,3059
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,485,5,148,82,366,70,232,42,48,682,168,46,18,3,10,69,3,7,30,54,2078,3,70,2151,3433
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,486,10,532,169,450,144,406,82,70,1490,312,55,55,15,14,136,16,10,52,114,4122,0,121,4243,6630
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,497,6,185,83,285,88,262,52,43,799,168,46,33,10,10,97,7,15,31,52,2266,1,87,2354,3996
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,498,3,102,44,164,65,151,30,25,387,97,22,10,5,7,37,4,3,19,35,1207,0,62,1269,2200
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,499,3,88,33,129,49,75,29,16,294,79,23,7,3,6,20,11,1,7,37,907,6,44,957,1558
4,17,MORELOS,6,JIUTEPEC,11,JIUTEPEC,500,1,83,20,56,11,72,13,8,194,8,11,49,0,2,17,0,1,2,8,555,0,10,565,733
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,103,2,152,23,85,25,75,28,22,324,68,5,6,7,3,20,6,6,5,40,900,0,25,925,1362
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,104,2,67,44,53,21,57,31,13,183,67,5,6,0,1,12,2,0,3,15,580,0,10,590,855
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,105,1,34,21,33,12,24,20,7,118,38,5,3,3,4,15,2,2,2,24,367,0,18,385,615
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,106,2,84,59,69,31,44,40,15,227,61,5,6,2,3,19,3,0,2,40,710,0,25,735,1134
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,107,2,133,48,59,36,57,29,17,127,52,5,8,7,6,7,0,1,1,28,621,0,16,637,1071
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,108,3,93,45,86,44,77,60,29,379,92,35,9,2,1,44,4,1,3,53,1057,0,52,1109,1792
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,109,5,118,72,175,82,171,73,43,783,174,44,24,6,5,66,6,8,30,77,1957,0,73,2030,3681
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,110,3,86,45,124,33,94,65,23,390,114,13,10,5,4,40,6,5,5,52,1114,0,55,1169,1832
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,111,3,111,43,156,50,109,31,32,478,107,12,14,3,6,33,2,1,14,47,1249,1,28,1278,2160
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,112,3,87,61,93,27,80,55,28,327,80,9,16,4,2,27,3,7,4,70,980,0,35,1015,1650
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,113,6,150,78,304,76,182,77,33,729,143,16,39,11,6,75,7,8,21,145,2100,6,56,2162,3907
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,114,4,121,103,158,51,143,74,38,576,153,18,20,4,9,51,9,7,17,80,1632,1,39,1672,2950
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,115,2,75,65,56,25,64,33,19,244,72,11,11,2,2,23,8,4,4,47,765,0,22,787,1259
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,116,2,100,55,98,28,67,45,17,275,68,8,9,6,2,24,1,2,8,42,855,0,30,885,1300
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,117,2,85,36,52,32,61,33,15,232,62,10,12,1,0,12,3,1,4,43,694,0,23,717,1069
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,118,3,93,31,111,39,75,38,24,345,95,9,16,4,7,22,3,1,11,11,935,7,28,970,1524
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,119,2,69,39,61,32,75,41,15,292,84,14,10,5,1,22,2,0,4,46,812,0,22,834,1245
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,120,2,65,38,59,43,79,40,20,363,80,6,9,1,1,17,6,5,7,55,894,0,36,930,1330
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,121,1,31,24,59,23,43,20,3,127,26,4,8,1,0,11,4,2,10,33,429,0,30,459,727
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,122,2,55,25,82,26,51,45,11,213,45,9,6,3,2,19,4,3,5,49,653,1,27,681,1011
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,123,3,112,76,140,34,114,65,24,443,91,9,19,3,3,17,8,4,6,67,1235,0,48,1283,1841
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,124,2,110,38,72,16,58,51,12,208,55,6,5,5,7,13,1,0,5,41,703,0,16,719,1120
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,125,4,188,73,163,58,165,111,27,556,159,23,24,5,9,35,5,3,16,77,1697,0,76,1773,2844
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,126,4,138,81,138,66,110,49,37,498,133,30,19,5,10,47,10,4,17,83,1475,22,47,1544,2440
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,127,3,99,43,107,38,78,44,13,327,89,8,7,9,3,31,1,0,12,40,949,1,35,985,1503
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,128,2,116,64,44,28,82,37,16,304,82,11,6,1,1,20,8,2,1,39,862,0,26,888,1279
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,129,2,59,60,68,32,92,41,9,264,79,9,5,0,3,16,2,0,0,59,798,1,34,833,1302
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,130,5,173,92,168,80,153,90,49,648,202,31,34,5,17,50,7,1,15,155,1970,3,59,2032,3120
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,131,3,124,68,80,38,75,43,19,411,111,9,16,2,4,32,5,6,8,52,1103,0,30,1133,1753
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,132,2,111,45,42,22,69,34,16,231,85,5,8,5,0,17,2,1,2,28,723,0,22,745,1214
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,133,1,46,12,26,4,16,3,1,73,12,1,4,0,0,6,1,1,0,11,217,0,8,225,349
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,134,3,108,48,81,58,94,36,26,402,71,22,10,1,9,13,6,3,7,48,1043,0,31,1074,1559
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,135,6,197,106,305,86,203,162,42,627,191,41,31,14,23,71,9,9,26,95,2238,2,107,2347,4244
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,136,2,48,40,44,36,59,28,19,246,59,9,11,2,6,13,3,2,7,25,657,0,14,671,1057
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,137,3,80,50,73,23,63,24,13,211,61,7,8,4,0,15,3,7,5,10,657,0,20,677,866
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,138,2,87,61,106,43,68,37,24,275,72,17,6,2,3,14,3,1,6,46,871,0,18,889,1357
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,139,2,89,47,53,26,58,31,20,268,51,13,6,5,0,30,4,2,4,52,759,7,19,785,1119
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,140,2,115,83,69,35,76,46,20,306,179,13,9,2,6,16,1,2,6,32,1016,1,33,1050,1268
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,141,1,78,35,32,19,44,18,10,143,45,2,1,2,0,18,0,3,2,14,466,0,15,481,744
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,142,3,97,54,86,37,73,54,31,402,119,6,13,12,3,32,2,2,15,46,1084,0,24,1108,1680
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,143,2,81,50,67,28,83,36,20,342,99,6,7,3,2,34,5,6,11,73,953,0,12,965,1431
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,144,3,59,32,37,20,51,33,11,241,74,3,13,0,2,28,1,2,4,31,642,0,21,663,928
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,145,2,77,58,39,21,48,16,5,249,66,2,2,0,3,20,3,4,4,29,646,0,14,660,967
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,146,2,98,37,35,19,49,37,13,218,79,3,4,4,0,12,2,5,9,27,651,0,13,664,994
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,147,2,75,43,54,46,60,20,19,331,79,27,12,3,1,28,8,0,7,40,853,0,45,898,1353
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,148,2,79,44,65,37,88,41,18,275,75,8,4,3,3,16,2,2,6,39,805,0,31,836,1259
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,149,2,44,35,35,14,52,29,14,204,27,8,6,1,2,12,1,0,4,25,513,0,18,531,782
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,150,5,96,86,183,86,130,71,34,594,98,65,17,6,16,60,10,1,24,74,1651,0,86,1737,3059
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,151,7,236,110,177,102,237,145,68,841,231,229,26,12,13,69,10,12,27,107,2652,0,120,2772,4593
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,152,3,109,42,83,42,93,28,21,335,72,93,13,2,2,12,4,1,7,58,1017,0,25,1042,1551
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,153,2,78,24,45,26,52,33,26,256,51,9,6,2,3,10,5,2,5,31,664,0,27,691,1107
4,17,MORELOS,7,CUAUTLA,6,CUAUTLA,154,2,82,35,30,18,49,27,16,239,78,4,11,3,1,18,2,2,5,31,651,0,22,673,940
