CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,PRI_PVEM,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,228,B,98,71,7,5,0,4,4,34,2,5,3,,233,5,238,499,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC228BO785.JPG
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,228,C01,114,46,9,1,3,3,5,24,0,5,5,,215,3,218,499,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC228C01O788.JPG
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,230,B,126,113,4,3,2,36,5,4,5,5,7,,310,10,320,699,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/ACL230BO.JPG
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,230,C01,140,111,11,2,1,4,3,33,2,3,5,,315,9,324,699,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC230C01O1067.JPG
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,230,C02,136,102,2,3,2,2,5,35,3,3,0,,293,11,304,699,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/ACL230C02O.JPG
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,230,C03,145,96,10,2,6,2,7,47,2,5,5,,327,8,335,699,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/ACL230C03O.JPG
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,230,C04,138,99,9,4,3,4,4,37,3,1,1,,303,11,314,698,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC230C04O1073.JPG
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,230,C05,129,101,19,0,3,1,5,36,4,2,2,,302,5,307,698,ACTA CASILLA,,ACTA NO RECUPERADA,
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,230,C06,143,81,7,2,2,5,7,39,5,7,4,,302,10,312,698,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/ACL230C06O.JPG
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,230,C07,121,94,4,3,4,3,4,35,6,1,8,,283,5,288,698,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/ACL230C07O.JPG
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,230,C08,108,107,8,9,3,1,5,42,6,4,0,,293,4,297,698,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/ACL230C08O.JPG
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,231,B,149,89,14,1,3,5,7,43,3,3,2,,319,9,328,686,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC231BO1083.JPG
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,231,C01,152,71,3,6,3,1,7,29,4,3,4,,283,10,293,685,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC231C01O1086.JPG
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,231,C02,132,71,12,1,5,2,3,33,6,3,11,,279,9,288,685,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC231C02O1087.JPG
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,232,B,143,80,5,4,1,3,8,32,2,3,3,,284,10,294,642,ACTA CASILLA,,ACTA NO RECUPERADA,
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,232,C01,142,67,8,2,2,4,2,24,1,6,4,,262,11,273,641,ACTA CASILLA,,ACTA NO RECUPERADA,
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,232,C02,125,72,6,1,1,2,4,37,1,6,6,,261,5,266,641,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC232C02O1016.JPG
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,233,B,152,80,11,1,5,2,4,31,3,3,5,,297,7,304,668,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC233BO1017.JPG
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,233,C01,118,89,6,3,3,3,7,37,3,3,0,,272,6,278,668,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC233C01O1020.JPG
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,233,C02,156,89,8,6,0,4,3,39,2,4,0,,311,16,327,668,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC233C02O1021.JPG
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,234,B,131,80,10,2,0,4,2,53,4,2,4,,292,5,297,632,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC234BO1023.JPG
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,234,C01,130,43,7,2,3,7,4,35,2,2,0,,235,8,243,631,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC234C01O1025.JPG
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,234,C02,135,73,4,6,5,4,6,62,2,5,3,,305,5,310,631,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC234C02O1028.JPG
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,235,B,162,51,11,2,8,4,5,29,4,3,3,,282,6,288,655,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC235BO790.JPG
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,235,C01,170,76,8,2,1,2,8,27,5,3,2,,304,10,314,654,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC235C01O791.JPG
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,236,B,179,94,13,1,5,3,3,28,1,2,8,,337,15,352,745,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC236BO793.JPG
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,236,C01,152,83,12,2,6,2,11,34,3,1,6,,312,22,334,745,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC236C01O795.JPG
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,237,B,159,110,10,1,6,0,2,22,1,2,0,,313,3,316,578,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC237BO798.JPG
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,237,C01,154,94,9,3,5,1,5,21,1,1,3,,297,7,304,578,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC237C01O800.JPG
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,239,B,110,66,17,3,5,3,4,35,6,5,7,,261,4,265,477,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC239BO802.JPG
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,239,C01,126,55,14,2,4,0,2,27,3,5,1,,239,6,245,477,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC239C01O803.JPG
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,240,B,93,50,15,0,2,1,3,15,2,1,5,,187,11,198,520,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC240BO805.JPG
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,240,C01,68,53,34,3,4,2,3,25,3,5,0,,200,6,206,520,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC240C01O807.JPG
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,240,C02,105,70,17,2,1,2,4,17,5,1,7,,231,5,236,520,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC240C02O809.JPG
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,240,S01,46,28,4,2,3,0,2,8,1,1,0,,95,1,96,,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC240S01O21.JPG
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,241,B,103,54,8,5,4,5,1,23,1,1,2,,207,6,213,508,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC241BO811.JPG
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,241,C01,88,47,10,2,1,2,3,14,2,2,6,,177,4,181,507,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC241C01O814.JPG
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,241,C02,102,37,8,2,2,2,6,18,3,9,2,,191,11,202,507,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC241C02O815.JPG
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,241,S01,31,21,4,1,0,2,0,7,1,1,1,,69,0,69,,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC241S01O23.JPG
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,242,B,125,46,5,4,0,4,0,25,2,5,4,,220,4,224,506,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC242BO818.JPG
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,242,C01,120,56,7,4,4,0,2,19,4,1,0,,217,9,226,505,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC242C01O819.JPG
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,242,C02,88,54,11,4,2,1,3,30,2,2,6,,203,5,208,505,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC242C02O821.JPG
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,243,B,125,63,12,2,5,2,3,27,1,2,6,,248,4,252,565,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC243BO1029.JPG
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,243,C01,130,75,6,3,0,0,2,31,0,4,3,,254,7,261,565,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC243C01O1031.JPG
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,243,C02,135,64,12,1,2,4,2,21,1,2,5,,249,8,257,565,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC243C02O1033.JPG
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,243,C03,103,71,5,1,3,3,0,22,4,1,5,,218,9,227,565,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC243C03O1036.JPG
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,244,B,119,84,10,7,2,5,4,25,5,3,8,,272,4,276,693,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC244BO1089.JPG
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,244,C01,112,77,8,5,8,1,6,37,6,1,2,,263,6,269,693,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/ACL244C01O.JPG
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,244,C02,105,70,17,2,1,2,4,17,5,1,7,,231,5,236,693,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/ACL244C02O.JPG
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,244,C03,102,80,12,4,2,1,7,32,6,2,7,,255,0,255,692,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/ACL244C03O.JPG
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,244,C04,122,73,10,3,1,3,2,26,4,3,3,,250,6,256,692,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/ACL244C04O.JPG
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,244,C05,117,75,9,1,3,2,3,37,1,1,2,,251,4,255,692,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/ACL244C05O.JPG
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,244,C06,102,89,12,3,4,2,4,36,4,5,0,,261,5,266,692,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/ACL244C06O.JPG
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,244,C07,90,85,5,2,2,4,7,30,3,3,11,,242,14,256,692,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/ACL244C07O.JPG
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,244,C08,123,67,14,4,5,4,8,30,3,5,5,,268,7,275,692,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/ACL244C08O.JPG
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,244,C09,132,80,10,7,5,3,1,29,2,3,6,,278,4,282,692,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/ACL244C09O.JPG
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,244,C10,108,74,8,6,1,2,6,26,4,3,5,,243,6,249,692,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/ACL244C10O.JPG
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,245,B,101,47,10,6,2,1,4,44,2,2,2,,221,5,226,558,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC245BO824.JPG
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,245,C01,118,35,14,8,2,1,1,23,4,3,4,,213,8,221,557,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC245C01O825.JPG
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,245,C02,118,50,19,5,0,2,2,36,7,2,7,,248,2,250,557,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC245C02O828.JPG
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,246,B,157,64,16,2,8,7,6,41,3,5,4,,313,15,328,724,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC246BO830.JPG
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,246,C01,133,68,12,5,3,2,4,45,3,2,3,,280,6,286,724,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC246C01O832.JPG
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,247,B,147,73,38,0,3,2,3,26,2,0,5,,299,8,307,678,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC247BO834.JPG
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,247,C01,145,71,60,5,0,2,2,31,2,2,3,,323,4,327,678,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC247C01O836.JPG
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,248,B,128,72,32,1,3,3,4,24,2,3,0,,272,15,287,653,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC248BO838.JPG
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,248,C01,106,67,63,1,5,1,3,30,4,1,1,,282,6,288,653,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC248C01O840.JPG
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,249,B,142,75,26,1,1,0,4,23,1,0,0,,273,9,282,663,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC249BO.JPG
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,249,C01,133,74,34,2,6,1,1,18,1,0,3,,273,9,282,662,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC249C01O843.JPG
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,249,C02,134,54,32,3,3,2,4,24,2,2,5,,265,9,274,662,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC249C02O846.JPG
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,249,C03,137,91,27,0,5,1,1,36,0,0,0,,298,9,307,662,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC249C03O847.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,250,B,277,140,1,0,2,0,0,6,0,0,5,,431,11,442,609,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC250BO1116.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,250,C01,231,151,3,2,0,2,1,4,0,0,9,,403,10,413,609,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC250C01O1118.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,250,C02,252,125,2,1,1,5,0,9,0,0,6,,401,15,416,609,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC250C02O1119.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,251,B,184,168,1,0,0,4,0,4,1,3,0,,365,8,373,513,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC251BO1121.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,251,C01,181,151,2,1,2,3,2,1,0,1,5,,349,11,360,513,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC251C01O1123.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,252,B,199,143,1,4,2,4,3,2,1,1,3,,363,6,369,507,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC252BO1125.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,252,C01,210,161,2,0,0,1,2,1,1,0,0,,378,10,388,507,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC252C01O1127.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,253,B,287,206,1,1,2,4,4,5,1,1,8,,520,14,534,746,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC253BO1130.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,253,C01,290,218,1,4,1,3,1,4,0,0,3,,525,12,537,746,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC253C01O1131.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,254,B,185,157,3,0,3,0,3,28,0,0,0,,379,20,399,621,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC254BO1133.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,255,B,167,183,3,2,1,1,1,12,0,0,6,,376,9,385,522,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC255BO1135.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,256,B,172,145,6,5,2,0,3,15,1,2,10,,361,9,370,709,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC256BO1137.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,256,C01,156,155,4,6,2,1,3,18,1,3,10,,359,10,369,709,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/ACL256C01O.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,256,C02,143,176,5,0,0,0,0,17,3,0,0,,344,10,354,709,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC256C02O1142.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,257,B,173,119,7,5,3,0,4,23,0,1,7,,342,7,349,671,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC257BO1144.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,257,C01,146,110,4,3,0,4,4,29,2,2,9,,313,9,322,671,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC257C01O1145.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,257,C02,161,100,10,6,1,0,6,17,3,4,6,,314,10,324,670,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC257C02O1147.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,257,C03,141,113,2,6,6,1,2,18,1,1,0,,291,386,677,670,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC257C03O1149.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,258,B,206,213,1,4,0,4,4,11,0,0,9,,452,10,462,704,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/ACL258BO.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,258,C01,208,215,2,1,0,1,3,13,1,0,0,,444,6,450,704,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC258C01O1154.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,259,B,191,162,5,0,2,3,9,15,2,0,0,,389,12,401,663,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC259BO1155.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,259,C01,193,170,6,4,1,3,5,14,9,1,9,,415,14,429,663,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/ACL259C01O.JPG
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,260,B,214,163,10,0,3,1,0,20,1,0,0,,412,21,433,698,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC260BO1160.JPG
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,261,B,179,161,4,2,1,0,1,3,1,0,11,,363,10,373,566,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/ACL261BO.JPG
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,261,C01,191,166,2,2,0,0,0,6,1,0,5,,373,12,385,566,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC261C01O2043.JPG
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,262,B,223,171,3,0,5,2,0,7,1,0,0,,412,12,424,673,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC262BO2045.JPG
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,262,C01,242,185,7,0,1,0,1,9,0,0,0,,445,12,457,673,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC262C01O2047.JPG
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,262,E01,47,30,2,0,0,0,0,0,0,0,0,,79,0,79,119,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC262E01O2050.JPG
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,263,B,104,135,9,10,3,0,0,32,1,1,30,,325,29,354,481,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/ACL263BO.JPG
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,263,C01,117,169,2,1,3,1,0,12,3,0,35,,343,22,365,481,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC263C01O2053.JPG
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,264,B,103,114,3,17,1,1,0,18,2,0,9,,268,26,294,380,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC264BO2056.JPG
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,264,E01,51,35,0,1,0,0,0,0,0,0,8,,95,0,95,124,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC264E01O2057.JPG
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,265,B,183,162,7,9,2,0,4,35,2,1,20,,425,13,438,681,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/ACL265BO.JPG
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,265,C01,182,175,6,15,1,1,6,25,2,4,9,,426,14,440,681,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC265C01O2061.JPG
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,265,C02,174,188,4,15,0,2,2,30,3,0,20,,438,11,449,680,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC265C02O2063.JPG
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,266,B,126,138,13,9,2,1,5,38,0,2,21,,355,18,373,568,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC266BO2065.JPG
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,266,C01,134,136,5,7,1,0,2,49,0,0,28,,362,24,386,567,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC266C01O2068.JPG
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,266,C02,133,138,10,9,1,1,5,38,2,3,12,,352,19,371,567,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC266C02O2069.JPG
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,267,B,159,158,5,5,7,2,8,41,2,0,13,,400,18,418,609,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/ACL267BO.JPG
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,267,C01,151,155,17,1,1,1,5,44,2,0,7,,384,15,399,609,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/ACL267C01O.JPG
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,267,C02,156,182,7,6,4,1,3,59,1,0,0,,419,16,435,609,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC267C02O2075.JPG
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,267,C03,151,152,7,7,3,0,10,62,3,0,9,,404,20,424,608,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/ACL267C03O.JPG
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,267,C04,131,145,8,3,1,2,10,63,1,4,20,,388,19,407,608,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/ACL267C04O.JPG
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,268,B,159,138,6,10,1,2,8,76,0,0,12,,412,14,426,615,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/ACL268BO.JPG
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,268,C01,211,119,7,6,1,1,8,76,0,0,5,,434,11,445,615,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC268C01O2084.JPG
3,4,CAMPECHE,20,PALIZADA,3,CARMEN,268,C02,208,126,10,6,0,0,2,66,1,0,12,,431,28,459,614,ACTA CASILLA,,,http://www.ieec.org.mx/elecciones/2015/actas/AEC268C02O2086.JPG
