CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,PRI_PVEM,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,11,2,152,240,17,12,7,6,20,63,2,16,8,,543,28,571,908
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,12,2,252,366,31,25,12,9,30,107,16,31,9,,888,45,933,1455
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,13,2,264,179,26,7,10,4,31,61,8,18,7,,615,23,638,1156
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,14,2,157,186,22,11,14,7,15,61,7,12,10,,502,23,525,1008
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,15,2,249,207,24,5,9,10,19,66,10,25,7,,631,17,648,1140
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,16,2,220,191,24,11,7,7,47,50,6,23,14,,600,22,622,1098
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,17,6,640,581,70,45,30,41,101,292,40,82,16,,1938,58,1996,4422
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,18,1,145,148,16,4,5,5,15,40,4,10,7,,399,10,409,636
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,19,2,229,168,19,13,12,6,19,45,7,11,8,,537,16,553,1050
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,20,2,199,259,18,13,9,3,7,41,7,20,14,,590,20,610,1084
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,21,2,185,326,45,10,18,15,35,85,8,24,7,,758,27,785,1442
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,22,2,114,243,15,4,8,9,29,82,12,16,5,,537,16,553,933
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,23,2,156,200,18,18,10,4,20,52,8,18,2,,506,23,529,848
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,24,2,193,263,22,14,4,5,31,80,9,14,2,,637,27,664,1071
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,25,1,99,165,20,7,1,10,13,33,3,22,2,,375,7,382,580
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,26,2,202,270,44,28,11,5,34,74,11,34,7,,720,24,744,1092
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,27,2,228,237,21,19,11,8,30,107,10,42,5,,718,20,738,1141
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,28,1,106,171,5,0,5,6,3,29,5,12,0,,342,6,348,570
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,29,2,158,204,27,11,5,6,20,88,5,26,11,,561,20,581,855
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,30,2,160,198,20,19,4,7,9,60,4,18,10,,509,21,530,760
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,31,1,130,175,13,12,6,4,14,47,3,28,12,,444,13,457,708
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,32,2,143,149,23,11,5,6,30,62,2,21,7,,459,23,482,774
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,33,2,122,181,23,11,18,7,20,57,5,15,2,,461,21,482,886
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,34,2,179,219,38,12,33,8,28,65,13,29,19,,643,26,669,1273
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,35,2,162,179,17,9,9,9,17,53,10,26,4,,495,20,515,921
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,36,2,231,219,27,10,11,5,17,51,12,15,8,,606,24,630,1153
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,37,2,169,164,25,6,7,4,17,46,5,18,3,,464,8,472,852
3,4,CAMPECHE,2,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,38,2,134,163,11,18,11,7,11,64,2,23,1,,445,14,459,754
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,39,3,325,363,66,17,27,19,44,103,16,54,15,,1049,45,1094,1986
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,40,2,100,149,35,12,8,5,10,36,8,32,7,,402,13,415,774
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,41,2,110,76,29,10,8,6,20,52,22,26,63,,422,17,439,780
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,42,2,193,186,54,19,16,8,28,103,8,37,13,,665,19,684,1114
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,43,2,182,234,44,17,16,5,22,75,9,16,1,,621,31,652,996
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,44,2,136,117,29,9,10,3,29,93,8,31,10,,475,18,493,815
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,45,1,118,140,22,6,8,10,18,79,7,14,5,,427,19,446,719
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,46,2,167,213,14,19,3,7,37,83,10,22,10,,585,24,609,996
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,47,2,192,217,28,9,3,10,45,89,19,7,10,,629,23,652,894
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,48,2,184,199,28,10,8,6,24,68,10,17,8,,562,13,575,975
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,49,2,179,246,16,17,6,12,29,88,11,24,9,,637,20,657,1100
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,50,1,121,160,16,14,6,9,11,57,8,13,2,,417,6,423,642
3,4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,51,3,239,285,30,25,7,7,20,76,9,18,9,,725,28,753,1002
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,52,1,137,179,20,13,5,5,16,40,13,17,3,,448,15,463,696
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,53,2,227,291,26,19,9,20,31,61,12,19,9,,724,27,751,1102
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,54,2,168,232,9,17,7,8,25,60,6,24,4,,560,19,579,881
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,55,2,238,300,54,13,17,11,33,103,16,37,6,,828,33,861,1352
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,56,2,140,195,19,12,12,5,29,63,9,30,7,,521,9,530,857
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,57,2,189,197,22,13,8,13,18,94,8,25,6,,593,21,614,1013
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,58,2,206,205,17,14,11,10,27,100,10,18,19,,637,26,663,1081
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,59,2,193,201,24,18,15,9,19,93,11,23,11,,617,17,634,1008
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,60,2,137,157,33,8,16,7,25,110,7,31,5,,536,18,554,991
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,61,2,125,196,17,16,5,14,16,53,13,32,6,,493,31,524,934
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,62,2,141,212,25,15,19,3,14,62,9,20,7,,527,27,554,1055
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,63,2,210,243,33,19,30,10,32,73,16,35,3,,704,28,732,1349
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,64,2,179,225,14,15,10,6,35,97,21,38,5,,645,14,659,1154
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,65,3,240,328,47,16,28,10,33,73,66,46,11,,898,38,936,1700
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,66,2,140,233,29,17,12,9,28,76,13,43,10,,610,35,645,1058
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,67,2,169,194,25,4,17,8,29,61,17,40,2,,566,21,587,1020
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,68,2,140,237,41,19,7,7,43,79,14,19,29,,635,32,667,1178
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,69,2,138,111,27,7,4,3,24,62,13,16,16,,421,21,442,958
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,70,2,220,248,21,13,9,6,46,113,14,25,10,,725,13,738,1143
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,71,2,151,223,19,13,15,16,28,84,14,31,13,,607,28,635,1015
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,72,2,176,396,30,13,3,15,12,82,20,31,13,,791,20,811,1289
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,73,3,204,312,14,14,34,5,17,50,6,23,16,,695,29,724,1128
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,74,2,260,293,22,14,11,7,24,80,16,46,5,,778,37,815,1317
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,75,3,345,357,39,28,19,23,46,151,15,54,11,,1088,36,1124,1863
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,76,2,180,251,24,15,19,13,12,65,9,17,8,,613,25,638,992
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,77,2,161,225,21,13,12,7,27,81,25,30,7,,609,20,629,924
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,78,2,139,151,19,15,7,7,30,62,13,26,7,,476,19,495,907
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,79,10,779,966,123,57,79,41,163,322,50,132,38,,2750,99,2849,6092
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,80,2,152,198,22,12,4,9,12,64,20,29,3,,525,9,534,814
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,81,16,1645,1648,208,90,113,96,269,758,121,229,142,,5319,142,5461,10971
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,82,2,207,246,32,10,18,15,28,45,12,27,5,,645,19,664,1235
3,4,CAMPECHE,3,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,83,7,681,792,106,39,49,28,107,267,49,101,28,,2247,66,2313,4602
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,84,2,88,179,17,16,9,7,40,45,17,14,39,,471,15,486,858
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,85,2,145,181,21,23,12,5,35,87,11,16,17,,553,24,577,1042
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,86,2,210,127,20,8,5,15,60,91,32,25,119,,712,25,737,1054
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,87,2,188,203,14,8,18,7,20,62,16,43,8,,587,18,605,916
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,88,1,110,225,19,14,3,2,15,18,0,14,4,,424,9,433,632
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,89,2,216,269,7,12,6,11,17,37,8,26,18,,627,18,645,977
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,90,3,301,351,31,14,36,13,28,148,21,33,13,,989,23,1012,1729
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,91,3,225,235,33,20,32,20,25,127,32,25,16,,790,34,824,1648
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,92,3,258,399,21,23,3,4,22,50,12,21,16,,829,21,850,1144
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,93,2,244,314,21,24,11,23,23,56,12,27,8,,763,20,783,1114
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,94,2,226,232,27,23,12,7,55,100,21,22,10,,735,30,765,1190
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,95,2,181,216,22,28,9,15,39,85,17,30,19,,661,29,690,1394
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,96,2,141,199,14,34,12,4,25,57,14,37,31,,568,27,595,1105
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,97,2,141,189,33,18,5,3,29,56,9,12,10,,505,31,536,1117
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,98,2,189,241,17,16,4,6,16,49,7,25,14,,584,13,597,881
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,99,2,159,210,21,9,18,7,34,79,23,26,11,,597,29,626,1202
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,100,3,365,426,21,16,37,5,42,111,18,46,14,,1101,32,1133,2136
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,101,4,413,397,46,31,30,19,53,121,40,61,12,,1223,40,1263,2288
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,102,3,268,195,29,9,20,9,25,120,21,47,122,,865,37,902,1611
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,103,2,152,204,27,9,20,6,28,71,16,43,11,,587,27,614,1125
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,104,2,130,169,21,12,7,17,13,76,10,32,8,,495,14,509,796
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,105,9,884,973,98,96,66,35,149,310,49,98,88,,2846,96,2942,6157
3,4,CAMPECHE,4,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,106,2,235,259,34,21,7,12,35,90,44,23,31,,791,32,823,1249
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,107,2,173,214,36,10,15,18,33,62,12,46,3,,622,29,651,1287
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,108,4,304,499,57,39,83,25,36,147,30,51,7,,1278,57,1335,2906
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,109,3,309,378,36,17,41,13,22,86,7,48,15,,972,30,1002,2057
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,110,2,165,225,11,16,13,16,130,63,10,28,7,,684,37,721,1209
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,111,3,210,343,25,20,41,10,30,83,17,32,17,,828,20,848,1690
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,112,5,412,538,63,39,37,19,60,195,43,68,15,,1489,48,1537,3313
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,113,2,189,173,19,11,12,8,30,49,4,16,2,,513,31,544,835
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,114,2,251,188,22,11,11,5,101,64,10,38,4,,705,32,737,1232
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,115,2,160,160,12,1,4,4,58,28,7,26,0,,460,11,471,847
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,116,2,189,224,15,18,10,4,41,27,5,18,8,,559,20,579,1071
3,4,CAMPECHE,5,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,117,3,245,285,30,19,20,5,82,63,12,34,5,,800,29,829,1515
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,118,2,215,284,5,9,4,3,9,18,6,43,16,,612,26,638,859
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,119,1,73,137,18,0,0,0,3,7,11,40,0,,289,12,301,362
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,120,1,95,210,94,6,2,3,5,7,3,90,6,,521,33,554,735
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,121,2,134,205,13,9,7,3,13,47,7,141,2,,581,36,617,831
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,122,2,112,291,19,10,5,7,32,59,10,17,3,,565,20,585,930
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,123,1,204,234,7,12,2,9,13,14,1,12,4,,512,21,533,715
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,124,5,514,531,54,18,19,23,36,128,23,68,20,,1434,46,1480,2888
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,125,2,183,305,18,14,21,10,18,60,4,19,41,,693,25,718,1471
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,126,3,237,458,16,23,16,14,10,75,23,36,11,,919,33,952,1883
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,127,2,116,246,11,8,16,18,20,50,16,22,9,,532,30,562,1003
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,128,1,31,97,6,0,1,0,0,3,1,7,0,,146,7,153,219
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,129,2,481,463,20,4,0,20,12,20,3,20,1,,1044,16,1060,1381
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,130,1,95,106,2,4,3,2,12,26,8,1,3,,262,9,271,397
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,131,1,95,79,1,1,1,0,5,6,1,9,0,,198,5,203,236
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,132,1,40,65,4,0,1,1,7,18,0,12,0,,148,6,154,187
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,133,1,130,204,1,4,2,2,5,6,3,33,3,,393,10,403,475
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,134,2,49,201,9,1,2,0,5,9,1,7,3,,287,4,291,400
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,135,2,207,338,10,2,2,0,17,7,6,13,4,,606,22,628,797
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,136,1,56,70,2,1,1,0,5,6,0,4,1,,146,2,148,179
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,137,1,18,103,1,2,1,1,5,15,1,6,2,,155,4,159,224
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,138,1,137,168,2,5,1,0,6,2,4,16,11,,352,18,370,474
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,139,4,372,519,210,21,11,13,52,208,6,58,10,,1480,74,1554,2657
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,140,2,195,280,41,1,6,2,22,23,3,30,5,,608,21,629,896
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,141,2,214,280,22,5,2,2,31,24,0,17,8,,605,14,619,891
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,142,4,464,723,158,8,10,7,88,66,4,37,25,,1590,75,1665,2494
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,143,1,64,156,8,0,0,1,1,10,1,22,2,,265,6,271,323
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,144,1,42,67,4,1,3,1,13,19,1,6,1,,158,0,158,213
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,145,2,175,203,21,4,4,2,11,31,3,17,6,,477,13,490,794
3,4,CAMPECHE,6,SAN FRANCISCO DE CAMPECHE,1,CAMPECHE,146,1,61,165,22,1,1,4,3,114,2,5,0,,378,5,383,444
3,4,CAMPECHE,17,CALKINI,2,CALKINI,147,3,34,225,18,13,4,17,191,569,2,14,11,,1098,26,1124,1501
3,4,CAMPECHE,17,CALKINI,2,CALKINI,148,2,11,115,4,4,1,8,76,438,2,14,6,,679,15,694,1037
3,4,CAMPECHE,17,CALKINI,2,CALKINI,149,2,57,178,7,5,10,10,71,471,0,15,7,,831,21,852,1092
3,4,CAMPECHE,17,CALKINI,2,CALKINI,150,2,26,161,6,10,2,3,78,288,0,9,11,,594,13,607,767
3,4,CAMPECHE,17,CALKINI,2,CALKINI,151,3,48,141,8,10,3,4,75,337,0,6,4,,636,13,649,801
3,4,CAMPECHE,17,CALKINI,2,CALKINI,152,2,42,116,9,0,3,12,56,429,0,4,0,,671,20,691,1021
3,4,CAMPECHE,17,CALKINI,2,CALKINI,153,2,17,155,5,9,18,8,94,446,4,17,9,,782,16,798,993
3,4,CAMPECHE,17,CALKINI,2,CALKINI,154,3,49,226,9,10,9,17,175,630,1,11,7,,1144,24,1168,1605
3,4,CAMPECHE,17,CALKINI,2,CALKINI,155,2,25,169,6,11,3,5,93,639,0,4,8,,963,22,985,1282
3,4,CAMPECHE,17,CALKINI,2,CALKINI,156,2,16,104,3,3,3,8,78,359,0,0,6,,580,23,603,801
3,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,157,1,19,215,3,51,1,3,161,63,0,5,9,,530,13,543,658
3,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,158,2,35,298,13,66,7,7,53,118,4,28,12,,641,134,775,774
3,4,CAMPECHE,17,CALKINI,2,CALKINI,159,2,19,150,5,8,1,2,265,106,0,1,5,,562,9,571,784
3,4,CAMPECHE,17,CALKINI,2,CALKINI,160,2,34,128,2,4,0,1,325,107,0,1,11,,613,12,625,765
3,4,CAMPECHE,17,CALKINI,2,CALKINI,161,2,37,146,4,2,5,7,216,137,0,0,11,,565,20,585,792
3,4,CAMPECHE,17,CALKINI,2,CALKINI,162,2,36,157,8,1,1,1,265,157,0,5,7,,638,23,661,911
3,4,CAMPECHE,17,CALKINI,2,CALKINI,163,2,29,86,4,2,2,1,245,109,0,7,8,,493,22,515,771
3,4,CAMPECHE,17,CALKINI,2,CALKINI,164,2,27,211,4,0,7,4,209,146,0,2,12,,622,9,631,804
3,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,165,1,1,235,0,3,0,0,1,0,0,1,3,,244,8,252,257
3,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,166,3,55,661,15,9,3,13,150,676,6,3,14,,1605,28,1633,1948
3,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,167,2,29,370,9,9,1,10,93,373,0,2,10,,906,30,936,1120
3,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,168,2,34,476,3,13,1,8,77,338,0,6,5,,961,20,981,1205
3,4,CAMPECHE,17,CALKINI,2,CALKINI,169,2,32,344,13,20,2,3,86,566,0,9,33,,1108,26,1134,1468
3,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,170,2,53,148,24,235,2,17,40,214,3,11,7,,754,33,787,904
3,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,171,1,19,277,3,29,7,5,13,97,5,11,12,,478,23,501,623
3,4,CAMPECHE,17,CALKINI,2,CALKINI,172,2,60,260,18,20,12,14,74,354,5,3,3,,823,19,842,1284
3,4,CAMPECHE,17,CALKINI,2,CALKINI,173,3,39,342,19,7,15,11,265,533,6,5,12,,1254,33,1287,1745
3,4,CAMPECHE,17,CALKINI,2,CALKINI,174,2,35,231,11,2,8,10,120,410,0,0,13,,840,17,857,1139
3,4,CAMPECHE,17,CALKINI,2,CALKINI,175,3,86,386,21,11,11,18,236,602,2,2,22,,1397,41,1438,1900
3,4,CAMPECHE,17,CALKINI,2,CALKINI,176,3,64,402,15,7,10,10,229,576,0,6,22,,1341,66,1407,1915
3,4,CAMPECHE,17,CALKINI,2,CALKINI,177,3,51,304,10,11,14,16,246,553,0,4,20,,1229,34,1263,1674
3,4,CAMPECHE,19,HECELCHAKAN,2,CALKINI,178,1,29,89,3,6,3,4,26,70,0,2,4,,236,16,252,298
