uniqueid,year,incumbent_party_Horacio
12001,1996,PRI
12001,1999,PRD
12001,2002,PRD
12001,2005,PRD_PRS
12001,2008,PRI_PVEM
12001,2012,PRD_PT_MC
12001,2015,PRD_PT
12001,2018,NA
12002,1996,PRI
12002,1999,PRI
12002,2002,PRI_PVEM
12002,2005,PRI
12002,2008,PRD
12002,2012,PRI
12002,2015,PAN
12002,2018,NA
12003,1996,PRD
12003,1999,PRI
12003,2002,PRD
12003,2005,PRD
12003,2008,PRI
12003,2012,PRD
12003,2015,PRI_PVEM
12003,2018,NA
12004,1996,PRD
12004,1999,PRD
12004,2002,PRD
12004,2005,PRI
12004,2008,PRD
12004,2012,PRI
12004,2015,PRI
12004,2018,NA
12005,1996,PRI
12005,1999,PRI
12005,2002,PRI_PVEM
12005,2005,PRD
12005,2008,PRI
12005,2012,PRD_PT_MC
12005,2015,PT
12005,2018,NA
12006,1996,PRD
12006,1999,PRD
12006,2002,PRI_PVEM
12006,2005,PRD
12006,2008,PRI
12006,2012,PRD
12006,2015,PANAL
12006,2018,NA
12007,1996,PRI
12007,1999,PRI
12007,2002,PRI_PVEM
12007,2005,PRD_PRS
12007,2008,PRD
12007,2012,PRI
12007,2015,PRI
12007,2018,NA
12008,1996,PRI
12008,1999,PRI
12008,2002,PRI_PVEM
12008,2005,PRD
12008,2008,PRI
12008,2012,PRI
12008,2015,PRI_PVEM
12008,2018,NA
12009,1996,PRI
12009,1999,PRI
12009,2002,PRI_PVEM
12009,2005,PRD
12009,2008,PRD
12009,2012,PRI
12009,2015,MC
12009,2018,NA
12010,1996,PRI
12010,1999,PRI
12010,2002,PRI_PVEM
12010,2005,PRI
12010,2008,PAN
12010,2012,PRI_PVEM
12010,2015,PRD
12010,2018,NA
12011,1996,PRI
12011,1999,PRI
12011,2002,PRI_PVEM
12011,2005,PRD
12011,2008,PRD
12011,2012,PRI
12011,2015,PRI_PVEM
12011,2018,NA
12012,1996,PRD_PartCardenista_PRT
12012,1999,PRD
12012,2002,PRI_PVEM
12012,2005,PRD
12012,2008,PRI
12012,2012,PVEM
12012,2015,NA
12013,1996,PRD
12013,1999,PRI
12013,2002,PRI_PVEM
12013,2005,NA
12013,2008,PRD
12013,2012,PRI
12013,2015,PRD
12013,2018,NA
12014,1996,PRD
12014,1999,PRI
12014,2002,PRD
12014,2005,PRI
12014,2008,PRD
12014,2012,PRD
12014,2015,PRI_PVEM
12014,2018,NA
12015,1996,PRI
12015,1999,PRD
12015,2002,PRI_PVEM
12015,2005,PRI
12015,2008,PAN
12015,2012,PT
12015,2015,PRI_PVEM
12015,2018,NA
12016,1996,PRD
12016,1999,PRD
12016,2002,PRD
12016,2005,PRI
12016,2008,PRD
12016,2012,PRD
12016,2015,PVEM
12016,2018,NA
12017,1996,PRD
12017,1999,PRI
12017,2002,PRI_PVEM
12017,2005,PRD
12017,2008,PRI
12017,2012,PRI
12017,2015,PRD
12017,2018,NA
12018,1996,PRI
12018,1999,PRI
12018,2002,PRD
12018,2005,PVEM
12018,2008,PRI
12018,2012,PRI_PVEM
12018,2015,PRI_PVEM
12018,2018,NA
12019,1996,PRT
12019,1999,PRD
12019,2002,PRI_PVEM
12019,2005,PRI
12019,2008,MC
12019,2012,PRD
12019,2015,PT
12019,2018,NA
12020,1996,PRI
12020,1999,PRI
12020,2002,PRD
12020,2005,PRI
12020,2008,PRI
12020,2012,PRI
12020,2015,PRI
12020,2018,NA
12021,1996,PRI
12021,1999,PRI
12021,2002,PRD
12021,2005,PRI
12021,2008,PT_MC
12021,2012,PRI
12021,2015,PRI
12021,2018,NA
12022,1996,PRI
12022,1999,PRI
12022,2002,PRI_PVEM
12022,2005,PRD_PRS
12022,2008,PRD
12022,2012,PRD
12022,2015,PRI_PVEM
12022,2018,NA
12023,1996,PRD
12023,1999,PRI
12023,2002,PAN
12023,2005,PRD_PRS
12023,2008,PAN
12023,2012,PAN
12023,2015,PRI_PVEM
12023,2018,NA
12024,1996,PRI
12024,1999,PRI
12024,2002,PRD
12024,2005,PRI
12024,2008,PRI
12024,2012,PRD_PT_MC
12024,2015,PRI_PVEM
12024,2018,NA
12025,1996,PRI
12025,1999,PRD
12025,2002,PRI_PVEM
12025,2005,PRD
12025,2008,PRI
12025,2012,PRD
12025,2015,PRD
12025,2018,NA
12026,1996,PRI
12026,1999,PRI
12026,2002,PRD
12026,2005,PRI
12026,2008,PRD
12026,2012,PRD
12026,2015,PRI
12026,2018,NA
12027,1996,PRD
12027,1999,PRI
12027,2002,PRI_PVEM
12027,2005,PRI
12027,2008,PRI
12027,2012,PRD
12027,2015,PRD
12027,2018,NA
12028,1996,PRI
12028,1999,PRI
12028,2002,PRD_PT
12028,2005,PRI
12028,2008,PRI_PVEM
12028,2012,PRI_PVEM
12028,2015,PRI_PVEM
12028,2018,NA
12029,1996,PRI
12029,1999,PRI
12029,2002,PRI_PVEM
12029,2005,PRI
12029,2008,PRI
12029,2012,PRI
12029,2015,PRI_PVEM
12029,2018,NA
12030,1996,PRD
12030,1999,PRI_PVEM
12030,2002,PRI_PVEM
12030,2005,PRD
12030,2008,PRI
12030,2012,PRD
12030,2015,PRD
12030,2018,NA
12031,1996,PRI
12031,1999,PRI
12031,2002,PRD
12031,2005,PRI
12031,2008,PRD
12031,2012,NA
12031,2015,MC
12031,2018,NA
12032,1996,PRI
12032,1999,PRI
12032,2002,PRI_PVEM
12032,2005,PAN
12032,2008,PRI
12032,2012,PRD
12032,2015,PRI
12032,2018,NA
12033,1996,PRI
12033,1999,PRI
12033,2002,PRI_PVEM
12033,2005,PRD_PRS
12033,2008,PRD
12033,2012,PRD_PT_MC
12033,2015,PRD
12033,2018,NA
12034,1996,PRI
12034,1999,PRI
12034,2002,PRI_PVEM
12034,2005,PRI
12034,2008,PRD
12034,2012,PRI
12034,2015,PRI_PVEM
12034,2018,NA
12035,1996,PRD
12035,1999,PRI
12035,2002,PRD
12035,2005,PRD
12035,2008,PRI
12035,2012,PRD_PT_MC
12035,2015,PRI_PVEM
12035,2018,NA
12036,1996,PRI
12036,1999,PRI
12036,2002,PAN
12036,2005,PRI
12036,2008,PRI
12036,2012,PRD
12036,2015,PAN
12036,2018,NA
12037,1996,PRI
12037,1999,PRI
12037,2002,PRD
12037,2005,PRD
12037,2008,PRI
12037,2012,PRD
12037,2015,PRI_PVEM
12037,2018,NA
12038,1996,PRI
12038,1999,PRI
12038,2002,PRD
12038,2005,PRD
12038,2008,PRI
12038,2012,PRI
12038,2015,PRD
12038,2018,NA
12039,1996,PRD
12039,1999,PRD
12039,2002,PRI_PVEM
12039,2005,PRD_PRS
12039,2008,PRD
12039,2012,PAN
12039,2015,PRD
12039,2018,NA
12040,1996,PRI
12040,1999,PRI
12040,2002,PAN
12040,2005,PRI
12040,2008,PRI
12040,2012,PRD
12040,2015,PAN
12040,2018,NA
12041,1996,PRD
12041,1999,PRD
12041,2002,PRD
12041,2005,PRD
12041,2009,PRI
12041,2012,PRD
12041,2015,PT
12041,2018,NA
12042,1996,PRI
12042,1999,PRI
12042,2002,PRI_PVEM
12042,2005,PRD
12042,2008,MC
12042,2012,PRD
12042,2015,MC
12042,2018,NA
12043,1996,PRD
12043,1999,PRI
12043,2002,NA
12043,2005,PRD
12043,2008,PRD
12043,2012,PRD
12043,2015,PRD
12043,2018,NA
12044,1996,PRI
12044,1999,PRI
12044,2002,PRI_PVEM
12044,2005,PRD
12044,2008,PRI
12044,2012,PRD
12044,2015,PVEM
12044,2018,NA
12045,1996,PRI
12045,1999,PRI
12045,2002,PRI_PVEM
12045,2005,PRI
12045,2008,PRD
12045,2012,PRI
12045,2015,PRI_PVEM
12045,2018,NA
12046,1996,PRI
12046,1999,PRI
12046,2002,PRI_PVEM
12046,2005,PRI
12046,2008,PRD
12046,2012,PRD_PT
12046,2015,PRD_PT
12046,2018,NA
12047,1996,PRI
12047,1999,PRI
12047,2002,PRI_PVEM
12047,2005,PRD
12047,2008,PRI
12047,2012,PRD
12047,2015,PRI_PVEM
12047,2018,NA
12048,1996,PRI
12048,1999,PRI
12048,2002,PRD
12048,2005,PRD
12048,2008,PRI
12048,2012,PRI
12048,2015,PRD_PT
12048,2018,NA
12049,1996,PRI
12049,1999,PAN
12049,2002,PRI_PVEM
12049,2005,PRD
12049,2008,PT_MC
12049,2012,PAN
12049,2015,PRI_PVEM
12049,2018,NA
12050,1996,PRD
12050,1999,PRI
12050,2002,PRI_PVEM
12050,2005,PRD
12050,2008,PRI
12050,2012,PRI
12050,2015,PRD_PT
12050,2018,NA
12051,1996,PRI
12051,1999,PRD
12051,2002,PRD
12051,2005,PRD_PRS
12051,2008,PVEM
12051,2012,PRI
12051,2015,PRD
12051,2018,NA
12052,1996,PRD
12052,1999,PRI
12052,2002,PRD
12052,2005,PRI
12052,2008,PRD
12052,2012,PRI_PVEM
12052,2015,MC
12052,2018,NA
12053,1996,PRI
12053,1999,PRI
12053,2002,PAN
12053,2005,PRI
12053,2008,PRD
12053,2012,PRD_PT_MC
12053,2015,PRI
12053,2018,NA
12054,1996,PRI
12054,1999,PRI
12054,2002,PRD
12054,2005,PRD_PRS
12054,2008,PRI_PVEM
12054,2012,PRI_PVEM
12054,2015,PRD
12054,2018,NA
12055,1996,PAN
12055,1999,PRI
12055,2002,PRI_PVEM
12055,2005,PAN
12055,2008,PRI
12055,2012,PRI
12055,2015,PRI_PVEM_PANAL
12055,2018,NA
12056,1996,PRI
12056,1999,PRI
12056,2002,PRD_PT
12056,2005,PRD_PRS
12056,2008,PRI
12056,2012,PVEM
12056,2015,PAN
12056,2018,NA
12057,1996,PRI
12057,1999,PRI
12057,2002,PRI_PVEM
12057,2005,PRD
12057,2008,PRI
12057,2012,PRD_PT_MC
12057,2015,PRI
12057,2018,NA
12058,1996,PRD
12058,1999,PRD
12058,2002,PRD
12058,2005,PRD_PRS
12058,2008,PAS
12058,2012,PRD_PT_MC
12058,2015,PRD
12058,2018,NA
12059,1996,PRI
12059,1999,PRI
12059,2002,PRD
12059,2005,PRI
12059,2008,PRI
12059,2012,PAN
12059,2015,PAN
12059,2018,NA
12060,1996,PRI
12060,1999,PRI
12060,2002,PRI_PVEM
12060,2005,PRD
12060,2008,PRD
12060,2012,PRI
12060,2015,PRI_PVEM
12060,2018,NA
12061,1996,PRI
12061,1999,PRD
12061,2002,PRI_PVEM
12061,2005,PRD_PRS
12061,2008,PRI_PVEM
12061,2012,PRD
12061,2015,PRI_PVEM
12061,2018,NA
12062,1996,PRI
12062,1999,PRI
12062,2002,PT
12062,2005,PAN
12062,2008,PRI
12062,2012,PRI_PVEM
12062,2015,PRD_PT
12062,2018,NA
12063,1996,PRI
12063,1999,PRI
12063,2002,PRD
12063,2005,PRD
12063,2008,PRI
12063,2012,PRD
12063,2015,PRI
12063,2018,NA
12064,1996,PRI
12064,1999,PRI
12064,2002,PRD
12064,2005,PRD
12064,2008,PAN
12064,2012,PRD
12064,2015,PRD_PT
12064,2018,NA
12065,1996,PRI
12065,1999,PRI
12065,2002,PRI_PVEM
12065,2005,PRI
12065,2008,PRI
12065,2012,PRD_PT_MC
12065,2015,PRI_PVEM
12065,2018,NA
12066,1996,PRI
12066,1999,PRI
12066,2002,PRI_PVEM
12066,2005,PRD
12066,2008,PRI
12066,2012,PT
12066,2015,PRI_PVEM
12066,2018,NA
12067,1996,PRI
12067,1999,PRI
12067,2002,PRI_PVEM
12067,2005,PRD_PRS
12067,2008,PRI
12067,2012,PRI
12067,2015,PRD
12067,2018,NA
12068,1996,PRI
12068,1999,PRI
12068,2002,PRD
12068,2005,PRI
12068,2008,PRI
12068,2012,PRD
12068,2015,PRD
12068,2018,NA
12069,1996,PRI
12069,1999,PRI
12069,2002,PRI_PVEM
12069,2005,PRD
12069,2008,PRD
12069,2012,PRD
12069,2015,PRI
12069,2018,NA
12070,1996,PRD
12070,1999,PRI
12070,2002,PT
12070,2005,PRI
12070,2008,PT_MC
12070,2012,PRD
12070,2015,PANAL
12070,2018,NA
12071,1996,PRI
12071,1999,PRI
12071,2002,PRI_PVEM
12071,2005,PRI
12071,2008,PRI
12071,2012,PRD_PT_MC
12071,2015,PRI_PVEM
12071,2018,NA
12072,1996,PRI
12072,1999,PRI
12072,2002,PAN
12072,2005,PRD
12072,2008,PRI
12072,2012,PRI
12072,2015,PRI
12072,2018,NA
12073,1996,PRI
12073,1999,PRI
12073,2002,PRD
12073,2005,PRD
12073,2008,PRI
12073,2012,PRD
12073,2015,PRI_PVEM
12073,2018,NA
12074,1996,PRI
12074,1999,PRI
12074,2002,PRI_PVEM
12074,2005,PRD
12074,2008,PRI
12074,2012,PRD
12074,2015,PRI_PVEM
12074,2018,NA
12075,1996,PRI
12075,1999,PRI
12075,2002,PRI_PVEM
12075,2005,PRI
12075,2008,PRI
12075,2012,PRI
12075,2015,PRD_PT
12075,2018,NA
12076,1996,PRT
12076,1999,PRI
12076,2002,PRD
12076,2005,PRI
12076,2008,PRD
12076,2012,PRD
12076,2015,PRD
12076,2018,NA
12077,2005,PRI
12077,2008,PVEM
12077,2012,PRD
12077,2015,PPG
12077,2018,NA
12078,2008,NA
12078,2012,PRI
12078,2015,PRD
12078,2018,NA
12079,2008,PRI
12079,2012,PRD
12079,2015,PRD
12079,2018,NA
12080,2008,PRD
12080,2012,PRD
12080,2015,PAN
12080,2018,NA
12081,2008,PRI
12081,2012,PRD
12081,2015,PRD
12081,2018,NA
