uniqueid,year,incumbent_party_magar,incumbent_candidate_magar,runnerup_party_magar,runnerup_candidate_magar,margin
12001,1989,PRI,RENE JUAREZ CISNEROS,PARM,,0.5700563762
12001,1993,PRI,ROGELIO DE LA O ALMAZAN,PRD,,0.2336299255
12001,1996,PRI,JUAN SALGADO TENORIO,PRD,,0.0560747664
12001,1999,PRD,ZEFERINO TORREBLANCA GALINDO,PRI,,0.0618818002
12001,2002,PRD,ALBERTO LOPEZ ROSAS,PRI,,0.2450428996
12001,2005,PRD_PRS,FELIX SALGADO MACEDONIO,CONVE,,0.1030219938
12001,2008,PRI_PVEM,MANUEL AÑORVE BAÑOS,CONVE_PT,,0.022800835
12001,2012,PRD_PT_CONVE,LUIS WALTON ABURTO,PRI_PVEM,,0.2035100456
12001,2015,PRD_PT,JESUS EVODIO VELAZQUEZ AGUIRRE,PRI,,0.0104579287
12001,2018,PT_MORENA_PES,ADELA ROMAN OCAMPO,PRI_PVEM,,0.3069322615
12001,2021,MORENA,ABELINA LOPEZ RODRIGUEZ,PRI_PRD,,0.1126535557
12002,1989,PRI,?,PRD,,0.2249775919
12002,1993,PRI,FLORENCIO CASARRUBIAS CASARRUBIAS,PRD,,0.2755149813
12002,1996,PRI,RENE GARCIA CANTORIANO,PRD,,0.2547169811
12002,1999,PRI,BENITO CANTORAN PABLO,PRD,,0.2113553114
12002,2002,PRI,PAUL VENEGAS DIAZ,PRS,,0.0410076977
12002,2005,PRI,ANTONIO TEJEDA PARADES,PRD_PRS,,0.0645117107
12002,2008,PRD,FRANCISCO QUIÑONES RAMIREZ,PRI,,0.0951015258
12002,2012,PRI,DANIEL HERNANDEZ CASARRUBIAS,PRD,,0.0255245093
12002,2015,PAN,GERZAIN HERNANDEZ CASARRUBIAS,PRI_PVEM,,0.0088726514
12002,2018,PAN_MC,CATALINA TACUBA SANCHEZ,PRI,,0.1287716406
12002,2021,PRD,GLORINDA CASARRUBIAS NAVA,PRI,,0.0030429821
12003,1989,PRD,BONIFACIO RAYO CHAMU,PRI,,0.0109580463
12003,1993,PRI,MANUEL HERNANDEZ MENDOZA,PRD,,0.014107976
12003,1996,PRD,JOSE SANTANA RAYO CHAMU,PRI,,0.0011108867
12003,1999,PRI,FRANCISCA DINORAH HERNANDEZ WALLE,PRD,,0.0510524662
12003,2002,PRD,ESTEBAN VERGARA CHAMU,PRI,,0.1189491422
12003,2005,PRD,ANDRES PALACIOS HERNANDEZ,PRI,,0.0041247938
12003,2008,PRI,RAYMUNDO FLORES CASTAÑEDA,PRD,,0.0283110966
12003,2012,PRD,J CARMEN HIGUERA FUENTES,PRI,,0.0208085949
12003,2015,PRI_PVEM,ONOFRE SANTANA RAMIREZ,MC,,0.130723366
12003,2018,PRI,VICTOR HUGO VEGA HERNANDEZ,PT_MORENA_PES,,0.3259654787
12003,2021,PRI,VICTOR HUGO VEGA HERNANDEZ,MORENA,,0.1981167608
12004,1989,PRD,?,PRI,,0.0665017012
12004,1993,PRD,JAVIER MANZANO SALAZAR,PRI,,0.0060466456
12004,1996,PRD,JAIME VIVAR MARTINEZ,PRI,,0.1685196021
12004,1999,PRD,JAVIER MANZANO SALAZAR,PRI,,0.0296735905
12004,2002,PRD,AFRANIO BOLIVAR SALAZAR GORDILLO,PRI,,0.0018637399
12004,2005,PRI,ARMANDO SANCHEZ DE JESUS,PRD_PRS,,0.1881666331
12004,2008,PRD,JULIO CESAR SALMERON SALAZAR,PRI,,0.0244173141
12004,2012,PRI,ARMANDO SANCHEZ DE JESUS,PRD,,0.103894081
12004,2015,PRI,NICOLAS DIEGO HERRERA,PRD,,0.0164363636
12004,2018,PT_MORENA_PES,ARMANDO SANCHEZ DE JESUS,PRI,,0.0717407138
12004,2021,PRD,SEBASTIAN ORTIZ SAYAZ,PT,,0.1367351705
12005,1989,PFCRN,?,PRI,,0.0900140647
12005,1993,PRI,JUAN MANUEL CHI MANZANERO,PRT,,0.2456461962
12005,1996,PRI,MANUEL GOMEZ MERLIN,PRD,,0.366255144
