uniqueid,year,incumbent_party_inafed,incumbent_candidate_inafed
12001,1969,NA,C. ANTONIO TRANI ZAPATA
12001,1972,NA,C. ISRAEL HERNÁNDEZ RAMOS
12001,1975,NA,C. VIRGILIO GÓMEZ MOHARRO
12001,1978,NA,C. FEBRONIO DÍAZ FIGUEROA
12001,1981,NA,C. AMIN ZARUR MENEZ
12001,1984,NA,C. ALFONSO ARGUDIN ALCARAZ
12001,1987,NA,C. ISRAEL SOBERANIS NOGUEDA
12001,1993,PRI,C. ROGELIO DE LA O ALMAZAN
12001,1996,PRI,DR. MANUEL AÑORVE BAÑOS
12001,1999,PRD,C. CARLOS ZEFERINO TORREBLANCA GALINDO
12001,2002,PRD,LIC. ALBERTO LOPEZ ROSAS
12001,2005,PRD,C. J. FELIX SALGADO MACEDONIO
12001,2009,PRI,LIC. VERONICA ESCOBAR ROMO
12001,2012,GNU,C. LUIS WALTON ABURTO
12001,2015,COAL.,C. JESUS EVODIO VELAZQUEZ AGUIRRE
12001,2018,MORENA,C. ADELA ROMAN OCAMPO
12001,2021,MORENA,C. ABELINA LOPEZ RODRIGUEZ
12002,1993,PRI,C. FLORENCIO CASARRUBIAS CASARRUBIAS
12002,1996,PRI,C. RENE GARCIA CANTORIANO
12002,1999,NA,C. BENITO CANTORAN PABLO
12002,2002,COALICIÓN,C. PAUL VENEGAS DIAZ
12002,2005,PRI,C. ANTONIO TEJEDA PAREDES
12002,2009,PRD,C. FRANCISCO QUIÑONES RAMIREZ
12002,2012,PRI,C. DANIEL HERNANDEZ CASARRUBIAS
12002,2015,PAN,C. GERZAIN HERNANDEZ CASARRUBIAS
12002,2018,PRI,C. CATALINA TACUBA SANCHEZ
12002,2021,PRD,C. GLORINDA CASARRUBIAS NAVA
12003,1969,NA,C. NAZAREO PALACIOS SÁNCHEZ
12003,1972,NA,C. JOSÉ VALDÉS JIMÉNEZ
12003,1975,NA,C. ELIAS VEGA GUEVARA
12003,1978,NA,C. NÉSTOR PEÑAFLORES YEPES
12003,1981,NA,C. FLORENCIO ALCOCER JIMÉNEZ
12003,1984,NA,C. SALVADOR SERAFÍN DURAN
12003,1987,NA,C. ESTEBAN VERGARA ITURRALDE
12003,1990,NA,C. BONIFACIO RAYO CHAMÚ
12003,1993,PRI,C. MANUEL HERNANDEZ MENDOZA
12003,1996,PRD,C. JOSE SANTANA RAYO CHAMU
12003,1999,NA,C. FRANCISCA DINORAH HERNÁNDEZ WALLE
