Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 38 - HUETAMO,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 631 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,9,124,,,1,,0,93,,,,0,,0,,,,,0,16,243,534
Total,,,9,124,0,0,1,0,0,93,0,0,0,0,0,0,0,0,0,0,0,16,243,534
Sección 632 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,21,130,,,5,,0,128,,,,0,,4,,,,,0,21,309,511
C1,AC,Urna tradicional,21,150,,,0,,0,111,,,,0,,3,,,,,0,18,303,511
Total,,,42,280,0,0,5,0,0,239,0,0,0,0,0,7,0,0,0,0,0,39,612,1022
Sección 633 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,17,128,,,3,,0,116,,,,0,,4,,,,,0,7,275,431
C1,AC,Urna tradicional,9,120,,,2,,0,107,,,,0,,5,,,,,1,8,252,432
Total,,,26,248,0,0,5,0,0,223,0,0,0,0,0,9,0,0,0,0,1,15,527,863
Sección 634 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,41,116,,,5,,0,80,,,,2,,2,,,,,0,6,252,535
C1,AC,Urna tradicional,16,114,,,1,,1,81,,,,2,,4,,,,,0,14,233,535
Total,,,57,230,0,0,6,0,1,161,0,0,0,4,0,6,0,0,0,0,0,20,485,1070
Sección 635 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,8,89,,,1,,0,70,,,,0,,3,,,,,0,7,178,419
C1,AC,Urna tradicional,5,102,,,3,,0,66,,,,0,,3,,,,,0,16,195,420
Total,,,13,191,0,0,4,0,0,136,0,0,0,0,0,6,0,0,0,0,0,23,373,839
Sección 636 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,7,28,,,2,,0,14,,,,0,,2,,,,,0,4,57,119
E1,AC,Urna tradicional,0,27,,,0,,0,21,,,,0,,1,,,,,0,3,52,120
Total,,,7,55,0,0,2,0,0,35,0,0,0,0,0,3,0,0,0,0,0,7,109,239
Sección 637 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,1,51,,,2,,1,26,,,,0,,1,,,,,0,3,85,166
Total,,,1,51,0,0,2,0,1,26,0,0,0,0,0,1,0,0,0,0,0,3,85,166
Sección 638 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,0,87,,,3,,0,70,,,,0,,5,,,,,0,3,168,275
Total,,,0,87,0,0,3,0,0,70,0,0,0,0,0,5,0,0,0,0,0,3,168,275
Sección 639 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,6,32,,,1,,0,21,,,,2,,12,,,,,0,4,78,198
Total,,,6,32,0,0,1,0,0,21,0,0,0,2,0,12,0,0,0,0,0,4,78,198
Sección 640 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,46,137,,,0,,1,79,,,,1,,2,,,,,0,9,275,535
Total,,,46,137,0,0,0,0,1,79,0,0,0,1,0,2,0,0,0,0,0,9,275,535
Sección 641 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,14,88,,,1,,0,36,,,,0,,1,,,,,0,8,148,249
Total,,,14,88,0,0,1,0,0,36,0,0,0,0,0,1,0,0,0,0,0,8,148,249
Sección 642 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,4,124,,,3,,0,111,,,,0,,0,,,,,0,12,254,432
Total,,,4,124,0,0,3,0,0,111,0,0,0,0,0,0,0,0,0,0,0,12,254,432
Sección 643 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,7,56,,,2,,1,64,,,,0,,3,,,,,0,7,140,258
Total,,,7,56,0,0,2,0,1,64,0,0,0,0,0,3,0,0,0,0,0,7,140,258
Sección 644 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,6,61,,,3,,0,132,,,,0,,1,,,,,0,8,211,402
Total,,,6,61,0,0,3,0,0,132,0,0,0,0,0,1,0,0,0,0,0,8,211,402
Sección 645 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,5,82,,,2,,0,103,,,,0,,8,,,,,0,10,210,357
Total,,,5,82,0,0,2,0,0,103,0,0,0,0,0,8,0,0,0,0,0,10,210,357
Sección 646 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,5,93,,,6,,0,60,,,,0,,4,,,,,0,4,172,315
Total,,,5,93,0,0,6,0,0,60,0,0,0,0,0,4,0,0,0,0,0,4,172,315
Total municipal,,,892,8501,0,0,133,0,48,8795,0,0,0,23,0,272,0,0,0,0,10,815,19489,37788
