Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 50 - LAZARO CARDENAS,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Sección 863 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,7,151,,,2,,1,170,,,,,,6,,,,,0,5,342,618
C1,AC,Urna tradicional,5,159,,,0,,0,143,,,,,,5,,,,,0,6,318,619
C2,AC,Urna tradicional,8,143,,,0,,0,167,,,,,,3,,,,,0,0,321,619
E1,AC,Urna tradicional,0,7,,,0,,0,100,,,,,,0,,,,,0,1,108,152
E2,AC,Urna tradicional,4,68,,,0,,1,48,,,,,,1,,,,,0,4,126,209
Total,,,24,528,0,0,2,0,2,628,0,0,0,0,0,15,0,0,0,0,0,16,1215,2217
Sección 864 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,5,124,,,4,,0,124,,,,,,1,,,,,0,2,260,532
Total,,,5,124,0,0,4,0,0,124,0,0,0,0,0,1,0,0,0,0,0,2,260,532
Sección 865 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,10,137,,,3,,2,187,,,,,,3,,,,,0,5,347,727
C1,AC,Urna tradicional,12,151,,,5,,0,160,,,,,,3,,,,,0,9,340,727
C2,AC,Urna tradicional,16,180,,,0,,0,172,,,,,,0,,,,,0,11,379,727
Total,,,38,468,0,0,8,0,2,519,0,0,0,0,0,6,0,0,0,0,0,25,1066,2181
Sección 866 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,43,57,,,1,,2,65,,,,,,1,,,,,2,6,177,377
C1,AC,Urna tradicional,53,44,,,2,,3,59,,,,,,0,,,,,0,5,166,377
Total,,,96,101,0,0,3,0,5,124,0,0,0,0,0,1,0,0,0,0,2,11,343,754
Sección 867 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,103,74,,,5,,2,123,,,,,,0,,,,,1,13,321,707
Total,,,103,74,0,0,5,0,2,123,0,0,0,0,0,0,0,0,0,0,1,13,321,707
Sección 868 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,37,90,,,6,,2,113,,,,,,2,,,,,0,8,258,689
C1,AC,Urna tradicional,35,83,,,3,,4,134,,,,,,4,,,,,0,9,272,689
C2,AC,Urna tradicional,31,114,,,3,,6,124,,,,,,1,,,,,1,7,287,689
C3,AC,Urna tradicional,26,110,,,1,,2,98,,,,,,1,,,,,0,9,247,689
C4,AC,Urna tradicional,33,89,,,3,,5,111,,,,,,0,,,,,0,6,247,689
C5,AC,Urna tradicional,32,95,,,1,,0,123,,,,,,3,,,,,0,5,259,689
C6,AC,Urna tradicional,42,83,,,1,,4,117,,,,,,5,,,,,0,4,256,689
C7,AC,Urna tradicional,39,107,,,2,,2,112,,,,,,4,,,,,0,4,270,689
C8,AC,Urna tradicional,52,104,,,1,,4,92,,,,,,2,,,,,0,4,259,689
C9,AC,Urna tradicional,27,106,,,2,,3,114,,,,,,2,,,,,0,5,259,689
C10,AC,Urna tradicional,45,83,,,1,,4,111,,,,,,3,,,,,0,10,257,690
C11,AC,Urna tradicional,38,96,,,4,,8,117,,,,,,2,,,,,0,11,276,690
Total,,,437,1160,0,0,28,0,44,1366,0,0,0,0,0,29,0,0,0,0,1,82,3147,8270
Sección 869 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,13,91,,,4,,1,119,,,,,,0,,,,,0,3,231,506
C1,AC,Urna tradicional,24,78,,,4,,0,122,,,,,,3,,,,,0,9,240,507
Total,,,37,169,0,0,8,0,1,241,0,0,0,0,0,3,0,0,0,0,0,12,471,1013
Sección 870 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,27,110,,,4,,2,102,,,,,,0,,,,,0,6,251,612
C1,AC,Urna tradicional,23,131,,,3,,2,89,,,,,,3,,,,,0,5,256,612
Total,,,50,241,0,0,7,0,4,191,0,0,0,0,0,3,0,0,0,0,0,11,507,1224
Total municipal,,,7376,21962,0,0,491,0,610,26017,0,0,0,0,0,244,0,0,0,0,16,1375,58091,133655
