Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 109 - ZAMORA,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
C1,AC,Urna tradicional,120,93,51,0,2,0,2,,,,,0,,0,0,,,,0,5,273,457
E1,AC,Urna tradicional,105,88,44,5,1,5,2,,,,,0,,0,0,,,,0,12,262,599
E1C1,AC,Urna tradicional,96,96,67,6,2,2,1,,,,,1,,0,0,,,,0,2,273,599
E1C2,AC,Urna tradicional,119,74,43,4,3,2,1,,,,,3,,2,5,,,,0,9,265,599
Total,,,552,429,252,15,8,9,6,0,0,0,0,9,0,3,9,0,0,0,0,32,1324,2711
Sección 2446 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,173,83,33,4,5,2,3,,,,,2,,1,2,,,,1,3,312,506
C1,AC,Urna tradicional,141,82,45,5,5,1,1,,,,,0,,1,0,,,,0,7,288,506
Total,,,314,165,78,9,10,3,4,0,0,0,0,2,0,2,2,0,0,0,1,10,600,1012
Sección 2447 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,142,123,58,8,2,0,2,,,,,0,,0,0,,,,0,17,352,687
C1,AC,Urna tradicional,136,128,42,5,3,4,2,,,,,2,,2,3,,,,1,6,334,687
C2,AC,Urna tradicional,150,137,53,5,2,6,0,,,,,2,,1,3,,,,1,7,367,688
C3,AC,Urna tradicional,149,143,42,9,3,4,3,,,,,3,,0,2,,,,1,7,366,688
Total,,,577,531,195,27,10,14,7,0,0,0,0,7,0,3,8,0,0,0,3,37,1419,2750
Sección 2448 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,53,107,27,5,2,0,3,,,,,0,,2,2,,,,1,7,209,608
C1,AC,Urna tradicional,98,101,20,4,2,4,0,,,,,5,,1,0,,,,0,15,250,609
C2,AC,Urna tradicional,83,113,29,4,1,1,6,,,,,1,,1,0,,,,0,8,247,609
C3,AC,Urna tradicional,55,143,34,0,0,0,0,,,,,0,,0,0,,,,0,9,241,609
C4,AC,Urna tradicional,78,127,37,0,0,1,0,,,,,0,,0,0,,,,0,11,254,609
Total,,,367,591,147,13,5,6,9,0,0,0,0,6,0,4,2,0,0,0,1,50,1201,3044
Sección 2449 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,98,101,20,4,2,4,0,,,,,5,,1,0,,,,0,15,250,580
C1,AC,Urna tradicional,86,124,20,0,0,1,4,,,,,0,,0,0,,,,0,6,241,580
C2,AC,Urna tradicional,102,123,17,3,4,3,1,,,,,4,,1,0,,,,0,4,262,581
C3,AC,Urna tradicional,107,103,26,5,0,2,2,,,,,7,,0,1,,,,0,8,261,581
Total,,,393,451,83,12,6,10,7,0,0,0,0,16,0,2,1,0,0,0,0,33,1014,2322
Sección 2450 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,112,104,49,1,2,4,2,,,,,2,,1,4,,,,0,8,289,622
C1,AC,Urna tradicional,107,80,49,7,5,2,0,,,,,0,,0,0,,,,0,0,250,622
C2,AC,Urna tradicional,101,75,51,3,3,1,6,,,,,1,,3,5,,,,0,6,255,622
Total,,,320,259,149,11,10,7,8,0,0,0,0,3,0,4,9,0,0,0,0,14,794,1866
Sección 2451 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,121,110,65,7,6,5,3,,,,,2,,1,5,,,,0,13,338,622
C1,AC,Urna tradicional,138,112,56,10,6,3,0,,,,,0,,0,2,,,,2,8,337,622
C2,AC,Urna tradicional,128,110,48,4,2,2,2,,,,,2,,0,0,,,,0,10,308,622
C3,AC,Urna tradicional,115,113,44,4,4,1,3,,,,,2,,2,1,,,,1,9,299,623
C4,AC,Urna tradicional,148,91,53,6,4,2,1,,,,,3,,4,4,,,,0,7,323,623
Total,,,650,536,266,31,22,13,9,0,0,0,0,9,0,7,12,0,0,0,3,47,1605,3112
Sección 2452 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,168,108,37,4,4,6,2,,,,,6,,1,2,,,,1,8,347,617
C1,AC,Urna tradicional,174,90,49,4,2,0,1,,,,,3,,1,5,,,,0,8,337,618
Total,,,342,198,86,8,6,6,3,0,0,0,0,9,0,2,7,0,0,0,1,16,684,1235
Sección 2453 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,102,102,53,6,1,2,2,,,,,0,,2,4,,,,0,6,280,584
C1,AC,Urna tradicional,114,111,52,0,0,3,0,,,,,1,,5,3,,,,0,9,298,584
C2,AC,Urna tradicional,111,104,29,4,0,1,1,,,,,5,,1,3,,,,0,8,267,584
Total,,,327,317,134,10,1,6,3,0,0,0,0,6,0,8,10,0,0,0,0,23,845,1752
Sección 2454 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,84,82,32,4,0,0,0,,,,,2,,1,2,,,,0,11,218,568
C1,AC,Urna tradicional,85,79,26,2,1,3,1,,,,,1,,3,3,,,,0,7,211,568
C2,AC,Urna tradicional,78,72,36,3,4,1,0,,,,,2,,1,3,,,,0,7,207,569
C3,AC,Urna tradicional,89,76,36,0,0,2,0,,,,,1,,3,2,,,,1,8,218,569
Total,,,336,309,130,9,5,6,1,0,0,0,0,6,0,8,10,0,0,0,1,33,854,2274
Sección 2455 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,96,66,33,5,0,2,1,,,,,3,,2,0,,,,0,4,212,524
C1,AC,Urna tradicional,93,79,31,7,3,2,1,,,,,1,,1,1,,,,0,6,225,524
Total,,,189,145,64,12,3,4,2,0,0,0,0,4,0,3,1,0,0,0,0,10,437,1048
Sección 2456 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,106,80,35,5,5,4,1,,,,,3,,1,1,,,,1,5,247,596
C1,AC,Urna tradicional,98,111,39,6,3,2,1,,,,,2,,0,4,,,,0,7,273,597
Total,,,204,191,74,11,8,6,2,0,0,0,0,5,0,1,5,0,0,0,1,12,520,1193
Sección 2457 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,147,93,48,7,0,0,0,,,,,7,,2,1,,,,1,10,316,692
C1,AC,Urna tradicional,122,119,33,2,3,1,3,,,,,2,,1,5,,,,0,7,298,693
Total,,,269,212,81,9,3,1,3,0,0,0,0,9,0,3,6,0,0,0,1,17,614,1385
Sección 2458 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,147,75,36,9,2,2,0,,,,,0,,0,0,,,,0,12,283,630
C1,AC,Urna tradicional,130,85,36,0,1,1,1,,,,,0,,0,0,,,,0,15,269,630
Total,,,277,160,72,9,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,27,552,1260
Sección 2459 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,105,73,66,0,0,3,0,,,,,0,,0,0,,,,0,0,247,504
C1,AC,Urna tradicional,120,66,58,0,0,0,0,,,,,0,,0,0,,,,0,10,254,504
C2,AC,Urna tradicional,98,89,50,3,3,3,3,,,,,0,,1,1,,,,0,5,256,505
Total,,,323,228,174,3,3,6,3,0,0,0,0,0,0,1,1,0,0,0,0,15,757,1513
Sección 2460 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,161,117,65,13,0,3,1,,,,,6,,0,4,,,,0,14,384,727
C1,AC,Urna tradicional,143,125,61,14,3,1,0,,,,,3,,0,5,,,,0,9,364,728
Total,,,304,242,126,27,3,4,1,0,0,0,0,9,0,0,9,0,0,0,0,23,748,1455
Sección 2461 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,171,97,88,7,4,2,1,,,,,4,,2,5,,,,0,13,394,704
Total,,,171,97,88,7,4,2,1,0,0,0,0,4,0,2,5,0,0,0,0,13,394,704
Sección 2462 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,159,84,52,6,3,6,2,,,,,5,,0,1,,,,0,14,332,683
C1,AC,Urna tradicional,141,99,42,3,3,4,5,,,,,4,,2,3,,,,1,6,313,683
C2,AC,Urna tradicional,143,112,89,0,0,0,0,,,,,0,,0,0,,,,0,11,355,683
C3,AC,Urna tradicional,143,105,86,7,2,3,3,,,,,4,,3,2,,,,0,8,366,683
C4,AC,Urna tradicional,137,102,67,8,3,2,3,,,,,2,,0,2,,,,7,0,333,684
E1,AC,Urna tradicional,59,116,50,4,2,1,1,,,,,0,,0,2,,,,0,8,243,584
E1C1,AC,Urna tradicional,68,110,57,9,4,1,1,,,,,2,,0,0,,,,1,10,263,585
Total,,,850,728,443,37,17,17,15,0,0,0,0,17,0,5,10,0,0,0,9,57,2205,4585
Sección 2463 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,119,113,45,6,2,1,3,,,,,3,,1,4,,,,0,9,306,605
C1,AC,Urna tradicional,134,105,35,4,0,4,0,,,,,5,,1,3,,,,1,10,302,605
Total,,,253,218,80,10,2,5,3,0,0,0,0,8,0,2,7,0,0,0,1,19,608,1210
Sección 2464 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,198,77,68,9,1,0,1,,,,,2,,1,2,,,,0,10,369,736
Total,,,198,77,68,9,1,0,1,0,0,0,0,2,0,1,2,0,0,0,0,10,369,736
Sección 2465 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,70,64,34,7,1,0,0,,,,,0,,2,1,,,,0,9,188,381
C1,AC,Urna tradicional,73,59,25,2,1,3,0,,,,,1,,0,4,,,,0,3,171,382
Total,,,143,123,59,9,2,3,0,0,0,0,0,1,0,2,5,0,0,0,0,12,359,763
Sección 2466 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,122,83,38,1,1,3,0,,,,,0,,2,3,,,,0,9,262,550
C1,AC,Urna tradicional,107,81,29,1,1,0,2,,,,,0,,0,0,,,,1,10,232,550
Total,,,229,164,67,2,2,3,2,0,0,0,0,0,0,2,3,0,0,0,1,19,494,1100
Sección 2467 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,96,97,36,1,2,0,1,,,,,0,,0,0,,,,0,8,241,603
C1,AC,Urna tradicional,87,74,23,2,4,2,0,,,,,2,,0,0,,,,0,6,200,603
Total,,,183,171,59,3,6,2,1,0,0,0,0,2,0,0,0,0,0,0,0,14,441,1206
Sección 2468 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,116,133,39,5,2,1,2,,,,,1,,3,0,,,,0,9,311,612
C1,AC,Urna tradicional,87,113,41,5,3,4,1,,,,,0,,4,1,,,,0,11,270,612
Total,,,203,246,80,10,5,5,3,0,0,0,0,1,0,7,1,0,0,0,0,20,581,1224
Sección 2469 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,100,110,41,9,6,3,2,,,,,4,,0,3,,,,0,7,285,660
C1,AC,Urna tradicional,116,114,52,2,2,4,3,,,,,3,,3,2,,,,1,4,306,660
Total,,,216,224,93,11,8,7,5,0,0,0,0,7,0,3,5,0,0,0,1,11,591,1320
Sección 2470 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,85,124,43,3,4,2,1,,,,,1,,2,2,,,,0,7,274,577
C1,AC,Urna tradicional,67,104,44,5,2,1,3,,,,,1,,0,0,,,,1,6,234,577
C2,AC,Urna tradicional,99,128,30,4,0,3,2,,,,,0,,0,0,,,,1,15,282,578
C3,AC,Urna tradicional,63,115,41,1,1,1,0,,,,,1,,1,3,,,,0,10,237,578
Total,,,314,471,158,13,7,7,6,0,0,0,0,3,0,3,5,0,0,0,2,38,1027,2310
Sección 2471 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,161,130,58,8,1,0,8,,,,,2,,2,0,,,,0,10,380,678
C1,AC,Urna tradicional,179,109,48,3,1,1,5,,,,,1,,1,2,,,,1,7,358,678
Total,,,340,239,106,11,2,1,13,0,0,0,0,3,0,3,2,0,0,0,1,17,738,1356
Sección 2472 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,122,82,48,1,2,2,2,,,,,0,,0,0,,,,0,6,265,566
C1,AC,Urna tradicional,117,111,49,2,0,3,2,,,,,1,,2,4,,,,0,13,304,566
C2,AC,Urna tradicional,137,73,44,3,0,2,2,,,,,1,,1,1,,,,0,9,273,567
Total,,,376,266,141,6,2,7,6,0,0,0,0,2,0,3,5,0,0,0,0,28,842,1699
Sección 2473 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,118,115,69,7,1,3,1,,,,,1,,1,2,,,,1,11,330,665
Total,,,118,115,69,7,1,3,1,0,0,0,0,1,0,1,2,0,0,0,1,11,330,665
Sección 2474 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,209,101,58,5,1,3,2,,,,,2,,0,6,,,,0,20,407,702
Total,,,209,101,58,5,1,3,2,0,0,0,0,2,0,0,6,0,0,0,0,20,407,702
Sección 2475 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,165,87,62,4,2,5,3,,,,,5,,1,1,,,,0,15,350,678
Total,,,165,87,62,4,2,5,3,0,0,0,0,5,0,1,1,0,0,0,0,15,350,678
Sección 2476 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,131,150,49,8,4,2,0,,,,,0,,0,0,,,,0,7,351,682
C1,AC,Urna tradicional,137,157,41,3,1,2,2,,,,,0,,2,3,,,,1,10,359,682
C2,AC,Urna tradicional,118,160,51,8,4,2,3,,,,,2,,0,2,,,,0,9,359,683
C3,AC,Urna tradicional,110,119,46,6,3,1,1,,,,,0,,0,8,,,,0,14,308,683
E1,AC,Urna tradicional,124,81,40,8,0,3,2,,,,,1,,2,1,,,,0,6,268,674
E1C1,AC,Urna tradicional,142,88,51,5,1,4,3,,,,,0,,0,0,,,,0,6,300,674
E1C2,AC,Urna tradicional,121,88,34,7,3,2,1,,,,,4,,0,0,,,,0,6,266,674
E1C3,AC,Urna tradicional,136,109,41,6,2,1,2,,,,,3,,0,1,,,,0,9,310,675
Total,,,1019,952,353,51,18,17,14,0,0,0,0,10,0,4,15,0,0,0,1,67,2521,5427
Sección 2477 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,57,95,18,4,0,0,1,,,,,2,,2,2,,,,0,7,188,658
C1,AC,Urna tradicional,61,89,19,1,0,1,0,,,,,0,,0,0,,,,1,12,184,658
Total,,,118,184,37,5,0,1,1,0,0,0,0,2,0,2,2,0,0,0,1,19,372,1316
Sección 2478 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,101,91,44,1,2,2,1,,,,,3,,0,2,,,,0,6,253,511
C1,AC,Urna tradicional,104,65,45,2,4,3,0,,,,,1,,3,2,,,,0,6,235,511
C2,AC,Urna tradicional,88,83,44,1,1,0,3,,,,,5,,0,6,,,,0,7,238,512
Total,,,293,239,133,4,7,5,4,0,0,0,0,9,0,3,10,0,0,0,0,19,726,1534
Sección 2479 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,150,89,30,4,3,3,1,,,,,6,,1,1,,,,0,13,301,569
Total,,,150,89,30,4,3,3,1,0,0,0,0,6,0,1,1,0,0,0,0,13,301,569
Sección 2480 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,104,50,51,0,0,0,0,,,,,0,,0,0,,,,0,8,213,420
C1,AC,Urna tradicional,118,61,43,5,1,0,1,,,,,1,,0,2,,,,0,4,236,421
Total,,,222,111,94,5,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,12,449,841
Sección 2481 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,140,55,57,4,1,3,1,,,,,1,,2,3,,,,0,8,275,505
Total,,,140,55,57,4,1,3,1,0,0,0,0,1,0,2,3,0,0,0,0,8,275,505
Sección 2482 ,,,,,,,,,,,,,,,,,,,,,,,,
