Fecha elección: 13/11/2011,,,,,,,,Estatus: APROBADO,,,,,,,,Entidad: 16 - MICHOACAN,,,,,,,,
Cargo elegido: Ayuntamientos,,,,,,,,Tipo elección: Ordinaria,,,,,,,,Municipio / Delegación: 113 - ZITACUARO,,,,,,,,
Casilla,Estatus casilla,Tipo urna,,,,,,,,,Candidatura comun PAN PRI PVEM,Candidatura comun PAN PRI PVEM PNA,Candidatura comun PAN PRI PNA,Candidatura comun PAN PNA,Candidatura comun PRI PRD PVEM PC PNA,Candidatura comun PRI PVEM,Candidatura comun PRD PT,Candidatura comun PRD PT PC,Candidatura comun PRD PC,Candidatura comun PT PC,No Registrados,Votos Nulos,Total,Lista nominal
Total,,,89,145,0,0,3,0,0,62,0,0,0,2,0,0,0,0,0,0,0,7,308,437
Sección 2649 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,71,168,,,7,,1,79,,,,0,,,,,,,1,13,340,569
C1,AC,Urna tradicional,87,146,,,4,,5,83,,,,2,,,,,,,1,11,339,569
Total,,,158,314,0,0,11,0,6,162,0,0,0,2,0,0,0,0,0,0,2,24,679,1138
Sección 2650 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,80,109,,,10,,3,100,,,,0,,,,,,,2,22,326,694
C1,AC,Urna tradicional,77,138,,,11,,2,92,,,,0,,,,,,,0,16,336,695
C2,AC,Urna tradicional,83,159,,,7,,1,78,,,,0,,,,,,,0,27,355,695
Total,,,240,406,0,0,28,0,6,270,0,0,0,0,0,0,0,0,0,0,2,65,1017,2084
Sección 2651 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,75,145,,,2,,2,47,,,,0,,,,,,,0,12,283,538
C1,AC,Urna tradicional,57,157,,,4,,0,51,,,,0,,,,,,,0,20,289,538
C2,AC,Urna tradicional,69,136,,,3,,2,69,,,,1,,,,,,,0,12,292,538
Total,,,201,438,0,0,9,0,4,167,0,0,0,1,0,0,0,0,0,0,0,44,864,1614
Sección 2652 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,71,136,,,7,,1,132,,,,1,,,,,,,0,24,372,593
C1,AC,Urna tradicional,66,121,,,5,,2,135,,,,0,,,,,,,0,19,348,593
C2,AC,Urna tradicional,67,126,,,4,,0,158,,,,1,,,,,,,0,21,377,593
Total,,,204,383,0,0,16,0,3,425,0,0,0,2,0,0,0,0,0,0,0,64,1097,1779
Sección 2653 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,23,127,,,1,,2,63,,,,0,,,,,,,0,18,234,449
C1,AC,Urna tradicional,27,121,,,10,,1,58,,,,0,,,,,,,0,19,236,450
Total,,,50,248,0,0,11,0,3,121,0,0,0,0,0,0,0,0,0,0,0,37,470,899
Sección 2654 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,90,104,,,5,,2,59,,,,0,,,,,,,0,28,288,502
C1,AC,Urna tradicional,84,119,,,6,,0,66,,,,1,,,,,,,0,15,291,503
C2,AC,Urna tradicional,108,80,,,1,,8,48,,,,0,,,,,,,0,14,259,503
Total,,,282,303,0,0,12,0,10,173,0,0,0,1,0,0,0,0,0,0,0,57,838,1508
Sección 2655 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,105,118,,,11,,0,92,,,,0,,,,,,,0,26,352,597
C1,AC,Urna tradicional,107,114,,,7,,3,86,,,,3,,,,,,,1,25,346,598
Total,,,212,232,0,0,18,0,3,178,0,0,0,3,0,0,0,0,0,0,1,51,698,1195
Sección 2656 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,32,170,,,9,,0,56,,,,0,,,,,,,0,14,281,427
Total,,,32,170,0,0,9,0,0,56,0,0,0,0,0,0,0,0,0,0,0,14,281,427
Sección 2657 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,123,125,,,11,,2,107,,,,2,,,,,,,0,46,416,727
Total,,,123,125,0,0,11,0,2,107,0,0,0,2,0,0,0,0,0,0,0,46,416,727
Sección 2658 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,122,162,,,7,,1,81,,,,0,,,,,,,0,0,373,730
C1,AC,Urna tradicional,143,151,,,10,,1,92,,,,3,,,,,,,0,41,441,730
C2,AC,Urna tradicional,135,134,,,3,,0,118,,,,1,,,,,,,1,36,428,730
Total,,,400,447,0,0,20,0,2,291,0,0,0,4,0,0,0,0,0,0,1,77,1242,2190
Sección 2659 ,,,,,,,,,,,,,,,,,,,,,,,,
B,AC,Urna tradicional,16,115,,,16,,0,113,,,,0,,,,,,,0,5,265,443
Total,,,16,115,0,0,16,0,0,113,0,0,0,0,0,0,0,0,0,0,0,5,265,443
Total municipal,,,17494,23163,0,0,1772,0,316,14741,0,0,0,423,0,0,0,0,0,0,84,3007,61000,110021
