ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NA,PCPP,PSI,MORENA,ES,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,C_COMUN_PAN_PRD_MC_PCPP_PSI,PAN_PRD_MC_PCPP,PAN_PRD_MC_PSI,PAN_PRD_PCPP_PSI,PAN_MC_PCPP_PSI,PRD_MC_PCPP_PSI,PAN_PRD_MC,PAN_PRD_PCPP,PAN_PRD_PSI,PAN_MC_PCPP,PAN_MC_PSI,PAN_PCPP_PSI,PRD_MC_PCPP,PRD_MC_PSI,PRD_PCPP_PSI,MC_PCPP_PSI,PAN_PRD,PAN_MC,PAN_PCPP,PAN_PSI,PRD_MC,PRD_PCPP,PRD_PSI,MC_PCPP,MC_PSI,PCPP_PSI,C_COMUN_PAN_PRD_MC_PCPP,PAN_PRD_MC,PAN_PRD_PCPP,PAN_MC_PCPP,PRD_MC_PCPP,PAN_PRD,PAN_MC,PAN_PCPP,PRD_MC,PRD_PCPP,MC_PCPP,C_COMUN_PAN_PRD_MC_PSI,PAN_PRD_MC,PAN_PRD_PSI,PAN_MC_PSI,PRD_MC_PSI,PAN_PRD,PAN_MC,PAN_PSI,PRD_MC,PRD_PSI,MC_PSI,C_COMUN_PAN_PRD_PCPP_PSI,PAN_PRD_PCPP,PAN_PRD_PSI,PAN_PCPP_PSI,PRD_PCPP_PSI,PAN_PRD,PAN_PCPP,PAN_PSI,PRD_PCPP,PRD_PSI,PCPP_PSI,C_COMUN_PAN_MC_PCPP_PSI,PAN_MC_PCPP,PAN_MC_PSI,PAN_PCPP_PSI,MC_PCPP_PSI,PAN_MC,PAN_PCPP,PAN_PSI,MC_PCPP,MC_PSI,PCPP_PSI,C_COMUN_PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,C_COMUN_PAN_PRD_PCPP,PAN_PRD,PAN_PCPP,PRD_PCPP,C_COMUN_PAN_PRD_PSI,PAN_PRD,PAN_PSI,PRD_PSI,C_COMUN_PAN_MC_PCPP,PAN_MC,PAN_PCPP,MC_PCPP,C_COMUN_PAN_MC_PSI,PAN_MC,PAN_PSI,MC_PSI,C_COMUN_PAN_PCPP_PSI,PAN_PCPP,PAN_PSI,PCPP_PSI,C_COMUN_PRD_MC_PCPP,PRD_MC,PRD_PCPP,MC_PCPP,C_COMUN_PRD_MC_PSI,PRD_MC,PRD_PSI,MC_PSI,C_COMUN_PRD_PCPP_PSI,PRD_PCPP,PRD_PSI,PCPP_PSI,C_COMUN_PVEM_PCPP_PSI,PVEM_PCPP,PVEM_PSI,PCPP_PSI,C_COMUN_MC_PCPP_PSI,MC_PCPP,MC_PSI,PCPP_PSI,C_COMUN_PAN_PRD,C_COMUN_PAN_MC,C_COMUN_PAN_PCPP,C_COMUN_PAN_PSI,C_COMUN_PRI_NA,C_COMUN_PRD_MC,C_COMUN_PRD_PCPP,C_COMUN_PRD_PSI,C_COMUN_PVEM_PCPP,C_COMUN_PVEM_PSI,C_COMUN_MC_PCPP,C_COMUN_MC_PSI,C_COMUN_NA_PCPP,C_COMUN_PCPP_PSI,CAN_IND1,CAN_IND2,CAN_IND3,CAN_IND4,CAN_IND5,CAN_IND6,CAN_IND7,CAN_IND8,CAN_IND9,CAN_IND10,CAN_IND11,CAN_IND12,CAN_IND13,CAN_IND14,CAN_IND15,CAN_IND16,CAN_IND17,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
21,PUEBLA,92,JUAN C. BONILLA,6,25,1155,721,432,160,2136,1717,132,1457,330,2392,87,101,33,2,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11021,10,498,11529,16551,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_08_CME_SAN_MATEO_CUANALA.pdf
21,PUEBLA,93,JUAN GALINDO,5,11,1029,1026,99,73,105,21,,7,412,1445,76,51,7,2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,4381,2,152,4535,5886,
21,PUEBLA,94,JUAN N. MENDEZ,4,8,750,647,30,125,236,25,622,5,12,490,15,36,16,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,18,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3067,0,185,3252,3914,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_24_JUAN N MENDEZ ACTA FINAL DE ESCRUTINIO Y COMPUTO LEVANTADA EN EL CGIEE (ACTA 33).pdf
21,PUEBLA,97,LA MAGDALENA TLATLAUQUITEPEC,1,1,146,191,1,4,,1,,0,16,51,0,2,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,0,7,424,484,
21,PUEBLA,95,LAFRAGUA,8,12,317,1223,79,25,130,1023,1227,12,45,192,5,4,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,4297,0,251,4548,5751,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_06_CME_SALTILLO_LA_FRAGUA.pdf
21,PUEBLA,96,LIBRES,11,39,3308,2417,1236,172,2645,125,2053,43,140,2118,67,49,17,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,28,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918,,,,,,,,15425,1,773,16199,23082,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_03_CME_LIBRES.pdf
21,PUEBLA,119,LOS REYES DE JUAREZ,8,26,4244,4052,197,244,32,65,,11,25,1984,87,102,36,5,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11317,4,440,11761,16873,
21,PUEBLA,98,MAZAPILTEPEC DE JUAREZ,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2092,https://www.ieepuebla.org.mx/2018/computos/ayu_resoluciones/MAZAPILTEPEC-SCM-JRC-0231-2018.pdf
21,PUEBLA,99,MIXTLA,2,3,21,471,185,13,32,5,,394,59,172,5,3,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1366,0,36,1402,1751,
21,PUEBLA,100,MOLCAXAC,5,8,854,876,127,102,,313,,3,596,644,7,11,14,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3555,0,129,3684,4886,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_23_CME_MOLCAXAC.pdf
21,PUEBLA,101,NAUPAN,5,13,1148,1606,352,171,,40,25,10,106,1358,67,27,2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,7,,,,,,,,,,,,,,,,,,,,,,,,,4972,0,233,5205,6762,
21,PUEBLA,102,NAUZONTLA,3,5,448,708,10,34,174,4,341,183,4,92,3,4,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2012,0,106,2118,2676,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_04_CME_NAUZONTLA.pdf
21,PUEBLA,103,NEALTICAN,4,13,1537,734,68,78,36,24,1175,1826,10,609,26,10,7,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6168,0,263,6431,8559,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_08_CME_NEALTICAN.pdf
21,PUEBLA,104,NICOLAS BRAVO,4,8,189,51,21,151,1379,11,57,13,22,1411,17,33,22,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3396,0,159,3555,4584,
21,PUEBLA,105,NOPALUCAN,7,25,1146,1388,62,165,2921,1280,998,404,2511,792,28,15,9,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11731,0,649,12380,17323,
21,PUEBLA,106,OCOTEPEC,3,6,440,522,40,47,,266,315,17,608,254,11,9,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,2546,1,121,2668,3594,
21,PUEBLA,107,OCOYUCAN,10,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23653,https://www.ieepuebla.org.mx/2018/computos/ayu_resoluciones/OCOYUCAN-SCM-JRC-0212-2018.pdf
21,PUEBLA,108,OLINTLA,8,15,2571,3238,12,58,496,18,16,25,3,142,7,5,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,0,0,7,3,4,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6615,0,162,6777,8175,
21,PUEBLA,109,ORIENTAL,8,19,1962,1223,355,109,38,444,896,495,1494,736,31,24,7,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7897,1,394,8292,11637,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_14_ORIENTAL ACTA FINAL DE ESCRUTINIO Y COMPUTO LEVANTADA EN EL CGIEE (ACTA 33).pdf
21,PUEBLA,110,PAHUATLAN,14,28,2584,1791,579,499,40,142,,1113,56,1854,99,111,43,8,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,101,16,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,9203,9,684,9896,13693,
21,PUEBLA,111,PALMAR DE BRAVO,15,49,3417,1851,2652,467,100,892,71,113,2638,3797,167,151,60,16,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,1720,,,,,,,18262,6,1490,19758,29236,
21,PUEBLA,112,PANTEPEC,10,27,5314,172,621,81,,52,78,3554,98,637,21,24,6,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,125,8,25,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10926,0,616,11542,13961,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_01_CME_PANTEPEC.pdf
21,PUEBLA,113,PETLALCINGO,6,16,1800,2547,114,32,,20,,12,8,235,12,8,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,104,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,4907,1,205,5113,7065,
21,PUEBLA,114,PIAXTLA,5,9,496,854,21,83,,7,,106,3,805,11,33,18,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2488,0,83,2571,4105,
21,PUEBLA,115,PUEBLA,764,2102,227707,74000,8704,19772,20542,11963,7443,9156,6436,299173,10204,8383,2735,377,2454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2949,1106,805,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714059,459,22748,737266,1280473,
21,PUEBLA,116,QUECHOLAC,16,55,1189,675,724,771,239,195,,105,13635,3220,195,89,49,19,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,4,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21200,3,2125,23328,33324,
21,PUEBLA,117,QUIMIXTLAN,10,26,3402,1843,34,374,18,1810,1857,88,43,446,18,23,30,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,10121,0,520,10641,13166,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_14_CME_QUIMIXTLAN.pdf
21,PUEBLA,118,RAFAEL LARA GRAJALES,7,21,2679,1197,78,127,604,359,1746,45,22,1267,34,37,12,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,19,18,11,6,2,8,21,5,1,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8323,0,294,8617,13184,
21,PUEBLA,120,SAN ANDRES CHOLULA,38,138,19955,3373,836,947,1890,1289,1848,454,4244,21465,506,528,177,20,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57703,25,1654,59382,91693,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_18_CME_SAN_ANDRES_CHOLULA.pdf
21,PUEBLA,121,SAN ANTONIO CAÑADA,2,6,792,756,952,81,214,22,,16,5,142,2,7,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,3011,0,141,3152,3769,
21,PUEBLA,122,SAN DIEGO LA MESA TOCHIMILTZINGO,3,3,21,318,396,2,,1,,3,0,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754,0,19,773,911,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_21_CME_SAN_DIEGO_LA_MESA_TOCHIMITLZINGO.pdf
21,PUEBLA,123,SAN FELIPE TEOTLALCINGO,5,11,1173,895,35,222,,447,156,24,155,988,43,28,14,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,14,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4231,4,147,4382,7353,
21,PUEBLA,124,SAN FELIPE TEPATLAN,3,6,13,699,477,107,345,9,2,3,13,467,17,47,13,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,2233,0,108,2341,2859,
21,PUEBLA,125,SAN GABRIEL CHILAC,6,18,708,2699,30,166,2013,503,39,405,155,1707,15,22,18,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8523,0,268,8791,10933,
21,PUEBLA,126,SAN GREGORIO ATZOMPA,4,11,574,370,12,55,201,1097,,121,888,654,34,29,13,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4069,78,164,4311,6953,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/SAN GREGORIO ATZOMPA - RESOLUCION.pdf
21,PUEBLA,127,SAN JERONIMO TECUANIPAN,3,7,407,636,558,66,,18,200,10,93,898,13,26,3,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2943,1,103,3047,4114,
21,PUEBLA,128,SAN JERONIMO XAYACATLAN,4,7,918,1088,23,31,,7,,15,3,113,6,3,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,2,0,1,3,1,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2230,0,279,2509,3216,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_23_CME_SAN_JERONIMO_XAYACATLAN.pdf
21,PUEBLA,129,SAN JOSE CHIAPA,6,12,1607,271,160,87,244,302,192,224,7,1517,19,31,17,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,2,,,,,,,,,,,,,,,,,,,,4720,0,143,4863,6321,
21,PUEBLA,130,SAN JOSE MIAHUATLAN,7,17,1049,2525,34,166,10,25,,42,8,2168,20,9,21,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6103,0,180,6283,9606,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_26_SAN JOSE MIAHUATLAN ACTA FINAL DE ESCRUTINIO Y COMPUTO LEVANTADA EN EL CGIEE (ACTA 33).pdf
21,PUEBLA,131,SAN JUAN ATENCO,4,5,473,352,18,29,,778,,57,5,326,9,6,6,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,2111,0,119,2230,2911,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_14_CME_SAN_JUAN_ATENCO.pdf
21,PUEBLA,132,SAN JUAN ATZOMPA,1,2,78,264,1,7,,1,,5,0,246,2,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,0,13,628,805,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_23_CME_SAN_JUAN_ATZOMPA.pdf
21,PUEBLA,133,SAN MARTIN TEXMELUCAN,54,177,14351,9855,837,2537,3040,804,1929,4981,736,22019,760,561,235,27,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,71,32,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63089,69,2520,65678,109573,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_07_CME_SAN_MARTIN_TEXMELUCAN.pdf
21,PUEBLA,134,SAN MARTIN TOTOLTEPEC,1,1,7,3,79,2,176,0,,0,0,203,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473,0,9,482,604,
21,PUEBLA,135,SAN MATIAS TLALANCALECA,9,24,2128,2491,47,287,321,53,1416,102,1069,1740,44,33,34,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,9776,8,376,10160,15019,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_07_CME_SAN_MATIAS_TLALANCALECA.pdf
21,PUEBLA,136,SAN MIGUEL IXITLAN,1,1,82,138,5,5,,1,,0,1,142,1,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,0,13,397,487,
21,PUEBLA,137,SAN MIGUEL XOXTLA,4,13,1224,604,178,179,528,851,533,115,674,1062,14,25,30,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,6112,19,211,6342,8889,
21,PUEBLA,138,SAN NICOLAS BUENOS AIRES,4,12,1117,393,479,49,1494,815,,127,7,293,11,8,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,4898,0,245,5143,7280,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_14_CME_SAN_NICOLAS_BUENOS_AIRES.pdf
21,PUEBLA,139,SAN NICOLAS DE LOS RANCHOS,5,12,121,953,2027,96,,34,54,1133,5,907,63,73,14,2,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,28,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5577,0,242,5819,7948,
