ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NA,PCPP,PSI,MORENA,ES,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
21,PUEBLA,121,SAN ANTONIO CAÑADA,2,6,798,756,957,84,214,25,,20,5,150,2,3011,0,141,3152,3769,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,122,SAN DIEGO LA MESA TOCHIMILTZINGO,3,3,21,318,399,2,,1,,3,0,10,0,754,0,19,773,911,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_21_CME_SAN_DIEGO_LA_MESA_TOCHIMITLZINGO.pdf
21,PUEBLA,123,SAN FELIPE TEOTLALCINGO,5,11,1197,895,45,235,,447,156,26,155,1021,54,4231,4,147,4382,7353,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,124,SAN FELIPE TEPATLAN,3,6,13,699,485,131,345,9,2,3,20,492,34,2233,0,108,2341,2859,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,125,SAN GABRIEL CHILAC,6,18,732,2699,30,183,2013,516,39,405,155,1731,20,8523,0,268,8791,10933,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,126,SAN GREGORIO ATZOMPA,4,11,576,370,12,69,201,1097,0,121,888,688,47,4069,78,164,4311,6953,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/SAN GREGORIO ATZOMPA - RESOLUCION.pdf
21,PUEBLA,127,SAN JERONIMO TECUANIPAN,3,7,411,636,558,76,,18,200,10,93,918,23,2943,1,103,3047,4114,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,128,SAN JERONIMO XAYACATLAN,4,7,927,1088,27,33,,7,,18,3,120,7,2230,0,279,2509,3216,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_23_CME_SAN_JERONIMO_XAYACATLAN.pdf
21,PUEBLA,129,SAN JOSE CHIAPA,6,12,1607,271,169,106,244,303,192,235,8,1553,32,4720,0,143,4863,6321,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,130,SAN JOSE MIAHUATLAN,7,17,1057,2525,38,179,10,25,,42,8,2195,24,6103,0,180,6283,9606,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_26_SAN JOSE MIAHUATLAN ACTA FINAL DE ESCRUTINIO Y COMPUTO LEVANTADA EN EL CGIEE (ACTA 33).pdf
21,PUEBLA,131,SAN JUAN ATENCO,4,5,482,352,23,32,,797,,74,5,334,12,2111,0,119,2230,2911,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_14_CME_SAN_JUAN_ATENCO.pdf
21,PUEBLA,132,SAN JUAN ATZOMPA,1,2,82,264,2,9,,1,,6,0,249,2,615,0,13,628,805,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_23_CME_SAN_JUAN_ATZOMPA.pdf
21,PUEBLA,133,SAN MARTIN TEXMELUCAN,54,177,14543,9855,888,2828,3040,843,1929,4981,736,22524,922,63089,69,2520,65678,109573,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_07_CME_SAN_MARTIN_TEXMELUCAN.pdf
21,PUEBLA,134,SAN MARTIN TOTOLTEPEC,1,1,7,3,80,2,176,0,,0,0,203,2,473,0,9,482,604,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,135,SAN MATIAS TLALANCALECA,9,24,2128,2491,47,308,321,54,1416,102,1069,1789,51,9776,8,376,10160,15019,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_07_CME_SAN_MATIAS_TLALANCALECA.pdf
21,PUEBLA,136,SAN MIGUEL IXITLAN,1,1,85,138,7,6,,1,,0,1,145,1,384,0,13,397,487,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,137,SAN MIGUEL XOXTLA,4,13,1241,604,200,201,528,883,533,128,674,1101,19,6112,19,211,6342,8889,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,138,SAN NICOLAS BUENOS AIRES,4,12,1117,393,530,52,1494,815,,174,7,304,12,4898,0,245,5143,7280,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_14_CME_SAN_NICOLAS_BUENOS_AIRES.pdf
21,PUEBLA,139,SAN NICOLAS DE LOS RANCHOS,5,12,145,953,2059,125,,44,54,1133,5,960,99,5577,0,242,5819,7948,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,140,SAN PABLO ANICANO,2,5,18,1101,795,17,7,6,,11,3,307,13,2278,0,66,2344,2941,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,141,SAN PEDRO CHOLULA,46,164,18923,6032,979,1670,1290,1116,1005,2112,1535,20878,1229,56769,44,2441,59254,102485,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_18_CME_SAN_PEDRO_CHOLULA.pdf
21,PUEBLA,142,SAN PEDRO YELOIXTLAHUACA,2,5,531,673,11,15,4,10,592,97,7,252,7,2199,0,68,2267,2836,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,143,SAN SALVADOR EL SECO,10,33,2833,3232,1264,259,232,2200,59,102,134,2824,215,13354,4,661,14019,20289,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_14_SAN SALVADOR EL SECO ACTA FINAL DE ESCRUTINIO Y COMPUTO LEVANTADA EN EL CGIEE (ACTA 33).pdf
21,PUEBLA,144,SAN SALVADOR EL VERDE,10,34,1389,1957,1313,332,1903,255,1452,77,3312,1635,104,13729,6,613,14348,22092,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_07_CME_SAN_SALVADOR_EL_VERDE.pdf
21,PUEBLA,145,SAN SALVADOR HUIXCOLOTLA,4,14,1625,1994,160,156,,31,,158,663,1797,51,6635,0,289,6924,9289,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,177,SAN SEBASTIAN TLACOTEPEC,8,17,2895,1858,95,205,436,67,181,5,27,439,13,6221,0,255,6476,8172,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,146,SANTA CATARINA TLALTEMPAN,1,1,185,241,3,,,1,,54,45,,,529,25,21,575,748,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,147,SANTA INES AHUATEMPAN,4,7,670,1312,19,167,,15,44,2,2,1058,42,3331,0,104,3435,4529,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,148,SANTA ISABEL CHOLULA,5,13,1603,263,75,128,1396,92,153,8,171,759,60,4708,0,311,5019,7645,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,149,SANTIAGO MIAHUATLAN,6,27,2030,1777,85,1081,2137,146,81,112,302,2907,74,10732,20,417,11169,17231,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,150,SANTO TOMAS HUEYOTLIPAN,3,9,745,175,10,71,,12,750,1283,286,1138,26,4496,1,132,4629,6130,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,151,SOLTEPEC,6,15,409,593,529,164,1589,201,611,301,824,564,46,5831,2,401,6234,8814,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_13_CME_SOLTEPEC.pdf
21,PUEBLA,152,TECALI DE HERRERA,9,25,2784,2000,162,444,138,147,459,29,28,4396,155,10742,3,423,11168,15067,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,153,TECAMACHALCO,23,85,8526,3201,1485,868,1427,1140,198,5975,2359,9392,422,34993,11,1653,36657,53689,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_15_CME_TECAMACHALCO.pdf
21,PUEBLA,154,TECOMATLAN,5,10,125,1688,26,114,,12,,2,13,396,18,2394,0,97,2491,4794,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,155,TEHUACAN,83,327,23718,12193,1645,4869,23369,1112,1480,1268,1277,61243,1655,133829,40,4214,138083,216180,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_24_CME_TEHUACAN.pdf
21,PUEBLA,156,TEHUITZINGO,8,21,1079,2394,58,109,,235,,7,26,2303,39,6250,0,163,6413,9608,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_23_CME_TEHUITZINGO.pdf
21,PUEBLA,157,TENAMPULCO,8,12,882,1414,11,43,712,18,242,14,1,645,17,3999,0,167,4166,5261,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_05_CME_TENAMPULCO.pdf
21,PUEBLA,158,TEOPANTLAN,5,8,1357,800,11,87,,6,,2,7,98,4,2372,0,119,2491,3489,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,159,TEOTLALCO,4,6,35,463,96,20,9,4,730,433,45,59,2,1896,0,71,1967,2559,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,160,TEPANCO DE LOPEZ,7,24,2587,2374,69,173,63,152,2917,87,817,1385,51,10675,3,654,11332,15051,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,161,TEPANGO DE RODRIGUEZ,2,5,302,240,12,37,90,455,352,37,463,129,12,2129,0,220,2349,2899,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,162,TEPATLAXCO DE HIDALGO,7,20,1344,1090,247,285,1122,44,15,18,2484,1761,137,8547,7,358,8912,11798,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,163,TEPEACA,24,90,11542,9038,544,862,2345,930,314,210,263,9373,347,35768,4,1549,37321,54888,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,164,TEPEMAXALCO,1,2,141,130,3,7,322,2,,0,0,24,1,630,0,22,652,880,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,165,TEPEOJUMA,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6715,https://www.ieepuebla.org.mx/2018/computos/ayu_resoluciones/TEPEOJUMA-SCM-JRC-0244-2018.pdf
21,PUEBLA,166,TEPETZINTLA,6,12,1158,1479,16,82,40,24,1324,161,491,117,18,4910,0,548,5458,7018,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_04_CME_TEPETZINTLA.pdf
21,PUEBLA,167,TEPEXCO,3,8,55,1206,438,74,725,13,,5,4,174,919,3613,2,180,3795,4881,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,168,TEPEXI DE RODRIGUEZ,11,26,969,3373,69,194,104,176,1278,34,29,2680,112,9018,0,612,9630,14383,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,169,TEPEYAHUALCO,7,21,2323,2160,273,83,1117,778,1158,47,347,685,43,9014,1,467,9482,12192,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,170,TEPEYAHUALCO DE CUAUHTEMOC,1,4,84,172,733,12,,27,,21,974,80,3,2106,3,140,2249,2712,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_23_CME_TEPEYAHUALCO_DE_CUAUTEMOC.pdf
21,PUEBLA,171,TETELA DE OCAMPO,15,32,2417,5991,175,140,32,1208,95,3079,34,820,40,14031,3,856,14890,18777,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,172,TETELES DE AVILA CASTILLO,2,7,1225,436,26,122,265,175,93,108,157,641,10,3258,1,140,3399,4397,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_05_CME_TETELES_DE_AVILA_CASTILLO.pdf
21,PUEBLA,173,TEZIUTLAN,41,116,11319,6462,372,663,770,436,1210,17084,426,6111,337,45190,52,1586,46828,71760,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,174,TIANGUISMANALCO,6,15,1059,557,209,45,530,264,441,79,399,412,10,4005,3,184,4192,8107,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/TIANGUISMANALCO - RESOLUCION.pdf
21,PUEBLA,175,TILAPA,3,13,837,1743,118,100,,62,98,43,729,690,58,4478,1,243,4722,6800,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,179,TLACHICHUCA,14,38,2217,2094,129,2827,1772,801,988,400,482,2244,161,14115,2,790,14907,20335,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_14_CME_TLACHICHUCA.pdf
21,PUEBLA,176,TLACOTEPEC DE BENITO JUAREZ,17,60,4750,3015,146,2064,82,117,1487,2871,4446,3637,162,22777,3,2201,24981,34998,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_24_TLACOTEPEC DE BENITO JUAREZ ACTA FINAL DE ESCRUTINIO Y COMPUTO LEVANTADA EN EL CGIEE (ACTA 33).pdf
21,PUEBLA,178,TLACUILOTEPEC,10,24,990,4307,366,173,,1890,,17,26,703,39,8511,1,475,8987,11719,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_01_CME_TLACUILOTEPEC.pdf
21,PUEBLA,180,TLAHUAPAN,15,46,2696,4761,205,1041,1198,631,1956,2366,604,2253,159,17870,12,950,18832,27932,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_07_CME_TLAHUAPAN.pdf
21,PUEBLA,181,TLALTENANGO,3,8,1151,227,28,154,,15,,21,133,783,38,2550,3,117,2670,4696,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,182,TLANEPANTLA,2,6,418,780,560,41,,319,,121,10,298,9,2556,1,94,2651,3403,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,183,TLAOLA,9,27,3774,3148,140,140,25,843,36,8,30,1357,39,9540,16,416,9972,14179,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/TLAOLA - RESOLUCION.pdf
21,PUEBLA,184,TLAPACOYA,5,10,1188,718,25,45,115,11,1001,10,2,794,28,3937,0,93,4030,4755,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,185,TLAPANALA,5,11,741,537,175,94,14,1280,714,562,157,516,50,4840,1,221,5062,6723,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_22_CME_TLAPANALA.pdf
21,PUEBLA,186,TLATLAUQUITEPEC,23,64,4718,3106,219,882,702,1898,2522,641,3836,3555,168,22247,0,1572,23819,37763,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_05_TLATLAUQUITEPEC ACTA FINAL DE ESCRUTINIO Y COMPUTO LEVANTADA EN EL CGIEE (ACTA 33).pdf
21,PUEBLA,187,TLAXCO,4,9,666,96,79,19,1243,486,,89,471,34,4,3187,0,115,3302,3814,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_01_CME_TLAXCO.pdf
21,PUEBLA,188,TOCHIMILCO,11,22,2554,2139,43,175,2035,620,,19,10,1102,198,8895,0,378,9273,12735,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_21_CME_TOCHIMILCO.pdf
21,PUEBLA,189,TOCHTEPEC,7,22,2429,2836,76,670,642,330,,38,1709,1443,79,10252,0,495,10747,14163,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,190,TOTOLTEPEC DE GUERRERO,2,3,293,339,5,5,,2,,103,0,46,2,795,0,11,806,958,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,191,TULCINGO,7,15,406,2607,796,109,17,23,,11,137,350,27,4483,1,228,4712,7529,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,192,TUZAMAPAN DE GALEANA,3,7,598,957,52,133,201,1116,,4,3,447,19,3530,0,147,3677,4415,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,193,TZICATLACOYAN,4,10,68,1035,13,29,,113,593,17,995,157,6,3026,711,213,3950,5075,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,194,VENUSTIANO CARRANZA,16,41,8073,356,236,379,51,96,,40,31,5836,145,15243,1,423,15667,20881,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_01_CME_VENUSTIANO_CARRANZA.pdf
21,PUEBLA,195,VICENTE GUERRERO,11,29,5730,6256,97,112,,22,,14,16,317,28,12592,0,668,13260,16757,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,196,XAYACATLAN DE BRAVO,2,3,5,464,10,9,4,238,274,0,6,44,2,1056,0,67,1123,1428,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,197,XICOTEPEC,29,96,9424,14683,602,1074,788,222,441,92,184,8624,283,36417,24,1407,37848,55468,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,198,XICOTLAN,2,2,351,233,2,,,4,,5,0,301,3,899,0,11,910,1081,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,199,XIUTETELCO,12,43,6990,9514,69,171,72,95,77,258,18,1384,61,18709,2,985,19696,26446,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,200,XOCHIAPULCO,2,7,767,874,20,18,,12,131,4,1,173,8,2008,0,89,2097,2770,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,201,XOCHILTEPEC,2,4,394,306,23,19,,11,,357,197,283,13,1603,0,92,1695,2520,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,202,XOCHITLAN DE VICENTE SUAREZ,4,13,952,3021,32,70,,1208,73,23,22,307,22,5730,0,502,6232,8493,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_04_CME_XOCHITLAN_DE_VICENTE_SUAREZ.pdf
21,PUEBLA,203,XOCHITLAN TODOS SANTOS,3,7,470,1085,23,366,867,20,,43,194,250,25,3343,0,224,3567,4602,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,204,YAONAHUAC,4,10,764,283,693,253,,21,1289,219,568,128,19,4237,1,163,4401,5545,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,205,YEHUALTEPEC,9,26,1910,642,285,164,45,2187,,106,680,1711,64,7794,0,651,8445,16590,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,206,ZACAPALA,4,6,516,764,20,24,117,386,,15,7,307,14,2170,2,87,2259,3308,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,207,ZACAPOAXTLA,27,65,4892,4846,3855,1257,348,395,230,99,72,7624,276,23894,9,1238,25141,38086,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,208,ZACATLAN,30,103,9802,16045,389,1055,497,304,886,206,96,9068,392,38740,36,2338,41114,59565,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_03_CME_ZACATLAN.pdf
21,PUEBLA,209,ZAPOTITLAN,9,14,201,2412,113,38,,1031,28,596,7,490,16,4932,0,256,5188,6679,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,210,ZAPOTITLAN DE MENDEZ,3,7,1057,1176,7,355,11,8,63,6,2,557,40,3282,1,86,3369,4022,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,211,ZARAGOZA,6,21,1094,1457,51,113,3358,219,256,80,490,969,34,8121,0,364,8485,11553,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,212,ZAUTLA,12,27,260,729,2897,204,747,2963,23,11,14,2916,63,10827,0,551,11378,14084,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_04_CME_ZAUTLA.pdf
21,PUEBLA,213,ZIHUATEUTLA,7,18,1991,447,49,82,24,2699,55,7,1526,280,21,7181,0,483,7664,9532,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,214,ZINACATEPEC,6,18,1025,2295,134,814,70,38,207,1057,102,2859,74,8675,1,294,8970,11491,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_26_CME_ZINACATEPEC.pdf
21,PUEBLA,215,ZONGOZOTLA,2,5,657,862,17,24,914,243,,1,1,52,14,2785,0,161,2946,3485,https://www.ieepuebla.org.mx/2018/computos/actas_mpios/DTTO_04_CME_ZONGOZOTLA.pdf
21,PUEBLA,216,ZOQUIAPAN,2,4,31,598,29,21,,36,17,482,118,43,4,1379,0,85,1464,1816,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
21,PUEBLA,217,ZOQUITLAN,12,22,230,692,3062,289,,67,316,24,78,3409,400,8567,2,554,9123,12477,https://www.ieepuebla.org.mx/2018/computos/CG_AC_125_2018_ANEXOS.pdf
