CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,MORENA,PH,ES,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,PRI_PVEM,PRD_PT_NVA_ALIANZA,PRD_PT,PRD_NVA_ALIANZA,PT_NVA_ALIANZA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1153,2,46,46,88,7,4,14,13,117,8,35,29,0,0,0,1,0,1,0,0,0,409,27,436,1036
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1154,2,48,83,67,14,17,9,8,131,15,43,12,0,0,0,2,0,5,0,0,3,454,35,492,1160
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1155,2,43,90,99,28,15,9,17,101,16,40,10,0,0,0,5,0,0,0,0,3,473,32,508,1106
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1156,2,46,69,96,17,13,11,21,110,19,21,15,0,0,0,4,0,1,0,0,1,443,29,473,1109
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1157,2,34,53,70,26,14,10,9,103,13,20,12,0,0,0,4,0,5,0,0,2,373,23,398,911
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1158,2,43,68,107,37,5,8,14,101,15,19,9,0,0,0,7,0,0,0,0,0,433,30,463,1137
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1159,2,48,61,109,23,16,12,21,124,10,28,8,0,0,0,0,0,5,0,0,2,465,27,494,1110
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1160,1,13,25,48,8,2,3,12,78,5,17,6,0,0,0,0,0,0,0,0,1,217,18,236,593
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1161,2,55,51,102,19,6,8,20,145,25,35,18,0,0,0,0,0,2,0,0,2,486,36,524,1185
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1162,2,72,76,68,19,10,11,20,125,27,40,5,0,0,0,1,0,0,0,0,9,474,38,521,1243
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1163,2,90,52,40,43,4,7,13,97,21,23,16,0,0,0,0,0,1,0,0,0,407,36,443,984
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1164,2,121,70,61,23,14,22,20,91,47,56,19,0,0,0,2,0,0,0,0,2,546,55,603,1344
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1165,2,64,58,53,17,6,15,12,139,38,33,22,0,0,0,2,0,1,0,0,0,460,28,488,1218
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1166,2,45,50,74,23,7,18,22,134,28,45,15,0,0,0,1,0,1,0,0,0,463,32,495,1142
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1167,2,61,32,39,18,5,11,21,121,24,29,16,0,0,0,1,0,0,0,0,0,378,34,412,903
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1168,2,44,89,145,27,20,15,21,120,14,31,28,0,0,0,2,0,2,0,0,2,558,29,589,1496
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1169,2,57,64,77,26,12,11,5,122,14,40,14,0,0,0,3,0,0,0,0,0,445,29,474,1144
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1170,1,23,32,46,13,9,3,11,68,8,30,10,0,0,0,0,0,2,0,0,0,255,16,271,688
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1171,1,36,25,35,12,2,11,6,62,6,15,7,0,0,0,0,0,3,0,0,3,220,21,244,580
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1172,1,13,35,36,12,1,4,9,42,4,7,5,0,0,0,0,0,2,0,0,1,170,9,180,469
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1173,1,20,22,43,4,3,7,9,54,5,7,7,0,0,0,1,0,0,0,0,0,182,9,191,500
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1174,2,60,40,60,12,18,10,15,100,68,28,4,0,0,0,1,0,4,0,0,4,420,27,451,1057
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1175,2,44,31,47,12,2,8,14,103,20,29,23,0,0,0,0,0,1,0,0,0,334,23,357,787
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1176,2,81,54,85,23,7,11,14,127,15,20,10,0,0,0,0,0,0,0,0,0,447,42,489,1046
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1177,2,69,64,68,30,15,10,19,147,32,30,19,0,0,0,0,0,0,0,0,3,503,34,540,1217
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1178,2,62,45,60,35,6,6,15,97,45,38,18,0,0,0,1,0,1,0,0,30,429,17,476,1151
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1179,2,60,68,82,22,9,17,19,118,60,30,14,0,0,0,0,0,4,0,0,0,503,42,545,1303
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1180,2,52,49,72,14,8,12,10,130,26,34,30,0,0,0,1,0,2,0,0,2,440,27,469,1131
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1181,2,70,61,86,22,12,20,18,143,29,36,11,0,0,0,1,0,0,0,0,5,509,27,541,1388
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1182,2,74,57,79,37,10,11,17,147,21,38,14,0,0,0,1,0,0,0,0,2,506,32,540,1094
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1183,2,79,60,56,23,7,13,18,130,18,25,21,0,0,0,1,0,0,0,0,0,451,39,490,1140
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1184,2,77,62,55,43,14,10,27,147,32,47,37,0,0,0,0,0,1,0,0,0,552,50,602,1383
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1185,2,81,70,60,37,8,13,19,135,22,42,34,0,0,0,1,0,1,0,0,5,523,36,564,1223
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1186,1,24,32,28,9,3,5,13,67,12,23,13,0,0,0,1,0,0,0,0,0,230,22,252,608
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1187,2,45,58,47,25,7,8,16,118,23,25,29,0,0,0,0,0,0,0,0,1,401,39,441,1142
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1188,2,51,49,127,16,12,10,8,96,8,45,23,0,0,0,3,0,1,0,0,2,449,30,481,1090
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1189,1,18,22,29,7,3,9,9,41,12,13,0,0,0,0,0,0,0,0,0,6,163,26,195,564
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1190,2,32,47,76,23,7,10,5,138,13,27,7,0,0,0,0,0,0,0,0,3,385,30,418,1077
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1191,2,34,73,125,34,9,15,7,88,7,31,9,0,0,0,2,0,1,0,0,0,435,27,462,1046
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1192,2,31,46,66,14,9,14,12,77,12,18,11,0,0,0,1,0,0,0,0,0,311,22,333,810
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1193,1,29,41,52,16,7,4,9,48,10,30,1,0,0,0,3,0,1,0,0,2,251,18,271,703
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1194,2,55,63,65,25,11,6,15,74,17,25,25,0,0,0,3,0,0,0,0,2,384,26,412,1082
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1195,2,51,63,56,27,7,20,12,119,21,43,25,0,0,0,4,0,0,0,0,0,448,36,484,1281
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1196,2,65,62,50,22,2,13,11,118,21,25,16,0,0,0,1,0,0,0,0,3,406,30,439,909
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1197,2,64,43,52,16,6,18,18,119,22,30,24,0,0,0,2,0,0,0,0,0,414,30,444,1026
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1198,2,120,87,66,33,21,16,14,155,23,28,18,0,0,0,0,0,1,0,0,0,582,49,631,1360
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1199,2,77,72,44,23,9,11,13,95,22,43,26,0,0,0,1,0,1,0,0,0,437,33,470,1066
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1200,2,40,73,49,26,7,7,18,86,34,23,24,0,0,0,0,0,1,0,0,1,388,30,419,1081
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1201,2,63,73,58,36,8,19,35,127,35,45,25,0,0,0,1,0,0,0,0,0,525,32,557,1437
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1202,2,62,45,69,20,13,17,19,128,28,31,9,0,0,0,0,0,0,0,0,0,441,30,471,1153
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1203,2,43,50,69,30,9,18,17,86,9,24,5,0,0,0,2,0,0,0,0,1,362,19,382,1107
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1204,2,61,38,98,22,10,12,14,119,19,36,17,0,0,0,2,0,0,0,0,1,448,34,483,1209
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1205,2,40,52,148,33,7,24,9,104,12,34,18,0,0,0,1,0,2,0,0,2,484,34,520,1156
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1206,2,39,58,96,28,12,5,9,57,11,16,11,0,0,0,0,0,0,0,0,1,342,18,361,854
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1207,2,33,67,130,16,4,10,9,77,11,30,9,0,0,0,2,0,0,0,0,0,398,32,430,928
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1209,2,44,57,99,31,11,16,7,130,13,36,11,0,0,0,0,0,1,0,0,1,456,34,491,1103
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1210,2,69,59,70,25,9,9,28,159,7,33,26,0,0,0,0,0,0,0,0,0,494,34,528,1369
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1211,2,39,49,51,19,12,13,22,96,27,20,21,0,0,0,2,0,0,0,0,0,371,27,398,947
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1212,2,72,57,79,25,3,19,9,98,15,23,37,0,0,0,2,0,0,0,0,2,439,33,474,1309
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1213,2,30,54,57,28,12,13,23,114,11,41,19,0,0,0,0,0,0,0,0,2,402,27,431,1134
1,9,DISTRITO FEDERAL,2,,5,GUSTAVO A. MADERO,1214,3,162,83,113,28,11,21,32,201,32,67,0,0,0,0,3,0,1,0,0,1,754,65,820,1771
1,9,DISTRITO FEDERAL,2,,5,GUSTAVO A. MADERO,1215,2,55,43,97,14,6,21,9,114,27,38,0,0,0,0,0,0,0,0,0,3,424,31,458,1075
1,9,DISTRITO FEDERAL,2,,5,GUSTAVO A. MADERO,1216,2,43,61,127,28,8,19,18,140,14,38,0,0,0,0,1,0,0,0,0,1,497,32,530,1349
1,9,DISTRITO FEDERAL,2,,5,GUSTAVO A. MADERO,1217,3,102,72,131,21,4,15,24,169,28,47,0,0,0,0,3,0,0,0,0,1,616,46,663,1566
1,9,DISTRITO FEDERAL,2,,5,GUSTAVO A. MADERO,1218,3,84,79,115,33,15,31,37,211,35,40,0,0,0,0,0,0,1,0,0,3,681,53,737,1817
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1219,2,66,38,71,23,9,18,17,96,14,45,0,0,0,0,3,0,0,0,0,0,400,43,443,896
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1220,2,82,64,49,18,12,13,21,113,19,40,0,0,0,0,4,0,0,0,0,1,435,28,464,866
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1221,2,73,76,59,27,8,18,25,116,23,56,0,0,0,0,2,0,2,0,0,1,485,54,540,1072
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1222,2,77,65,37,24,8,12,21,125,17,38,0,0,0,0,1,0,0,0,0,1,425,46,472,1066
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1223,2,69,47,88,40,13,10,16,119,18,44,0,0,0,0,1,0,0,0,0,0,465,29,494,1027
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1224,2,42,37,53,21,7,9,10,83,15,28,0,0,0,0,0,0,0,0,0,2,305,45,352,819
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1225,2,55,47,68,24,8,24,17,110,20,33,0,0,0,0,0,0,0,0,0,1,406,27,434,907
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1226,2,93,85,87,26,14,23,10,132,14,33,0,0,0,0,0,0,2,0,0,3,519,41,563,1250
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1227,1,28,28,33,14,2,7,13,73,8,13,0,0,0,0,4,0,1,0,0,0,224,18,242,532
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1228,2,73,69,84,21,11,19,25,136,16,24,0,0,0,0,3,0,0,0,0,4,481,34,519,1031
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1229,2,81,81,76,33,16,26,36,176,34,67,0,0,0,0,2,0,0,0,0,5,628,40,673,1403
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1230,2,59,66,95,27,4,13,37,152,14,57,0,0,0,0,4,0,0,0,0,2,528,39,569,1230
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1231,2,38,57,100,39,10,14,71,168,18,27,0,0,0,0,1,0,1,0,0,0,544,35,579,1444
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1232,2,16,45,136,18,9,12,57,107,14,24,0,0,0,0,2,0,1,0,0,3,441,25,469,1081
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1233,2,31,45,97,29,8,11,24,137,14,27,0,0,0,0,1,0,0,0,0,1,424,32,457,1217
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1234,2,40,29,84,29,6,13,24,174,22,26,0,0,0,0,4,0,2,0,0,0,453,20,473,1144
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1235,2,19,47,105,21,9,9,21,138,12,31,0,0,0,0,0,0,0,0,0,1,412,25,438,1158
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1236,2,26,25,106,30,7,13,29,146,16,32,0,0,0,0,0,0,0,0,0,2,430,41,473,1104
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1237,2,46,59,120,34,7,24,30,167,27,46,0,0,0,0,4,0,0,0,0,1,564,33,598,1431
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1238,2,50,63,131,24,7,12,25,121,23,33,0,0,0,0,3,0,0,0,0,1,492,49,542,1132
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1239,2,37,37,111,16,6,15,30,122,17,25,0,0,0,0,2,0,0,0,0,5,418,52,475,1069
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1240,2,60,45,74,23,10,26,18,109,15,39,0,0,0,0,1,0,1,0,0,2,421,34,457,988
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1241,1,17,23,58,7,1,13,5,53,8,25,0,0,0,0,0,0,0,0,0,0,210,8,218,454
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1242,2,69,53,80,34,9,13,18,122,19,31,0,0,0,0,2,0,2,0,0,1,452,33,486,918
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1243,2,41,45,133,24,9,16,21,112,8,27,0,0,0,0,0,0,0,0,0,2,436,38,476,1115
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1244,3,34,49,141,27,16,11,76,145,12,21,0,0,0,0,0,0,5,0,0,2,537,55,594,1541
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1245,2,20,43,114,23,4,8,22,84,11,14,0,0,0,0,2,0,1,0,0,0,346,18,364,1007
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1246,2,35,41,151,26,14,19,42,126,9,23,0,0,0,0,0,0,0,0,0,0,486,25,511,1465
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1247,2,26,25,86,17,5,10,52,78,6,18,0,0,0,0,0,0,1,0,0,0,324,24,348,819
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1248,2,59,56,127,29,10,11,28,159,17,26,0,0,0,0,2,0,7,0,0,2,531,34,567,1383
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1249,2,79,51,91,14,9,3,21,127,22,31,0,0,0,0,1,0,1,0,0,2,450,33,485,1082
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1250,2,70,40,89,41,3,11,24,111,14,28,0,0,0,0,5,0,0,0,0,0,436,31,467,1060
1,9,DISTRITO FEDERAL,2,,5,GUSTAVO A. MADERO,1251,2,165,62,28,12,3,17,11,66,15,41,0,0,0,0,1,0,0,0,0,1,421,28,450,903
1,9,DISTRITO FEDERAL,2,,5,GUSTAVO A. MADERO,1252,2,140,74,54,22,3,10,17,74,8,30,0,0,0,0,4,0,1,0,0,2,437,41,480,1013
1,9,DISTRITO FEDERAL,2,,5,GUSTAVO A. MADERO,1253,2,68,56,77,32,9,24,38,126,16,56,0,0,0,0,5,0,0,0,0,0,507,47,554,1234
1,9,DISTRITO FEDERAL,2,,5,GUSTAVO A. MADERO,1254,1,94,38,13,14,1,10,13,46,10,22,0,0,0,0,0,0,1,0,0,0,262,19,281,556
1,9,DISTRITO FEDERAL,2,,5,GUSTAVO A. MADERO,1255,2,162,55,21,10,8,9,17,90,17,24,0,0,0,0,0,0,0,0,0,1,413,30,444,909
1,9,DISTRITO FEDERAL,2,,5,GUSTAVO A. MADERO,1256,1,60,34,61,17,8,11,5,77,11,23,0,0,0,0,0,0,0,0,0,0,307,35,342,659
1,9,DISTRITO FEDERAL,2,,5,GUSTAVO A. MADERO,1257,2,109,28,32,21,13,13,19,85,14,25,0,0,0,0,2,0,0,0,0,2,361,31,394,764
1,9,DISTRITO FEDERAL,2,,5,GUSTAVO A. MADERO,1258,2,218,38,12,10,3,10,6,64,17,29,0,0,0,0,0,0,0,0,0,4,407,27,438,875
1,9,DISTRITO FEDERAL,2,,5,GUSTAVO A. MADERO,1259,2,160,36,15,8,4,11,7,74,17,22,0,0,0,0,2,0,0,0,0,2,356,30,388,752
1,9,DISTRITO FEDERAL,2,,5,GUSTAVO A. MADERO,1260,2,205,49,7,9,6,10,18,59,18,21,0,0,0,0,0,0,0,0,0,2,402,29,433,917
1,9,DISTRITO FEDERAL,2,,5,GUSTAVO A. MADERO,1261,2,152,26,15,10,3,12,4,76,15,18,0,0,0,0,1,0,0,0,0,0,332,18,350,808
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1262,2,49,46,73,20,6,19,21,121,13,30,0,0,0,0,0,0,1,0,0,1,399,26,426,939
1,9,DISTRITO FEDERAL,2,,5,GUSTAVO A. MADERO,1263,2,203,48,14,10,2,9,5,55,12,19,0,0,0,0,0,0,0,0,0,3,377,29,409,827
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1264,1,23,26,25,10,2,6,9,33,4,13,0,0,0,0,0,0,0,0,0,1,151,11,163,451
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1265,2,72,64,57,29,13,21,25,175,22,39,0,0,0,0,2,0,0,0,0,1,519,32,552,1228
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1266,3,90,81,101,37,9,16,42,162,20,43,0,0,0,0,1,0,1,0,0,1,603,27,631,1583
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1267,2,81,35,112,28,8,22,10,188,18,29,0,0,0,0,0,0,1,0,0,1,532,26,559,1463
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1268,2,65,41,103,40,7,21,22,143,20,29,0,0,0,0,0,0,0,0,0,2,491,42,535,1167
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1269,2,22,24,118,20,7,13,29,116,15,23,0,0,0,0,1,0,1,0,0,0,389,20,409,1375
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1270,2,25,47,247,33,8,11,37,140,18,33,0,0,0,0,2,0,2,0,0,2,603,32,637,1449
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1271,2,25,51,171,22,11,12,17,129,13,27,0,0,0,0,1,0,1,0,0,1,480,27,508,1332
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1272,2,37,47,161,19,11,17,24,126,14,36,0,0,0,0,0,0,0,0,0,1,492,34,527,1195
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1273,2,40,69,156,17,17,11,20,150,14,29,0,0,0,0,0,0,1,0,0,1,524,20,545,1299
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1274,2,21,45,129,31,8,11,28,119,22,28,0,0,0,0,2,0,0,0,0,1,444,41,486,1384
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1275,3,35,49,196,39,11,12,20,145,13,35,0,0,0,0,0,0,2,0,0,1,557,36,594,1555
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1276,2,15,26,145,15,7,8,15,123,14,25,0,0,0,0,1,0,1,0,0,1,395,19,415,1100
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1277,3,27,45,187,29,7,15,37,100,15,21,0,0,0,0,1,0,1,0,0,18,485,27,530,1572
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1278,2,34,33,175,17,9,17,31,135,17,54,0,0,0,0,0,0,2,0,0,1,524,42,567,1345
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1279,2,16,28,137,19,6,14,50,63,17,26,0,0,0,0,0,0,2,0,0,0,378,26,404,1011
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1280,2,46,22,86,16,4,16,18,135,16,25,0,0,0,0,2,0,3,0,0,0,389,25,414,932
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1281,2,15,49,120,22,6,12,20,111,16,14,0,0,0,0,2,0,0,0,0,0,387,36,423,1064
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1282,2,26,30,176,30,5,4,14,105,21,17,0,0,0,0,0,0,0,0,0,0,428,16,444,1265
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1283,2,14,38,205,30,4,11,31,89,20,19,0,0,0,0,0,0,0,0,0,0,461,18,479,1418
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1284,2,16,33,73,21,3,9,22,114,17,23,0,0,0,0,1,0,0,0,0,1,332,37,370,867
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1285,2,52,58,84,26,3,16,21,193,14,27,0,0,0,0,1,0,0,0,0,3,495,21,519,1159
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1286,2,24,42,45,18,5,8,12,130,9,26,0,0,0,0,1,0,1,0,0,2,321,18,341,789
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1287,2,37,57,131,24,18,12,11,104,14,37,0,0,0,0,1,0,2,0,0,1,448,37,486,1294
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1288,2,90,42,67,25,5,17,7,138,21,23,0,0,0,0,4,0,0,0,0,0,439,29,468,1006
1,9,DISTRITO FEDERAL,2,,5,GUSTAVO A. MADERO,1289,3,328,73,27,19,7,22,17,75,21,47,0,0,0,0,1,0,0,0,0,4,637,44,685,1516
1,9,DISTRITO FEDERAL,2,,5,GUSTAVO A. MADERO,1290,2,218,40,22,12,3,8,9,61,16,26,0,0,0,0,0,0,0,0,0,2,415,38,455,958
1,9,DISTRITO FEDERAL,2,,5,GUSTAVO A. MADERO,1291,1,154,47,5,9,1,4,15,48,6,23,0,0,0,0,1,0,0,0,0,1,313,38,352,727
1,9,DISTRITO FEDERAL,2,,5,GUSTAVO A. MADERO,1292,2,289,59,26,14,5,12,9,83,28,33,0,0,0,0,1,0,0,0,0,1,559,43,603,1347
1,9,DISTRITO FEDERAL,2,,5,GUSTAVO A. MADERO,1293,2,264,73,39,14,6,22,13,76,21,25,0,0,0,0,0,0,0,0,0,0,553,48,601,1364
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1294,2,33,26,73,17,6,13,16,73,6,29,0,0,0,0,1,0,1,0,0,1,294,19,314,869
1,9,DISTRITO FEDERAL,2,,5,GUSTAVO A. MADERO,1295,2,248,45,36,21,1,10,13,81,13,26,0,0,0,0,1,0,0,0,0,4,495,45,544,1241
1,9,DISTRITO FEDERAL,2,,5,GUSTAVO A. MADERO,1296,2,21,75,278,39,8,6,5,93,13,19,0,0,0,0,4,0,2,0,0,1,563,31,595,1303
1,9,DISTRITO FEDERAL,2,,5,GUSTAVO A. MADERO,1297,1,157,33,12,4,0,3,1,41,4,16,0,0,0,0,0,0,0,0,0,3,271,8,282,677
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1298,2,165,27,43,24,4,4,12,55,13,20,15,0,0,0,3,0,0,0,0,1,385,31,417,889
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1299,2,130,74,41,26,6,8,19,110,17,38,29,0,0,0,1,0,0,0,0,2,499,43,544,1195
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1300,2,147,45,17,17,1,11,10,102,13,17,19,0,0,0,1,0,0,0,0,6,400,26,432,932
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1301,2,116,32,19,22,5,9,14,73,12,18,11,0,0,0,1,0,0,0,0,0,332,44,376,887
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1302,2,18,49,124,21,9,11,39,115,16,28,0,0,0,0,1,0,4,0,0,7,435,41,483,1126
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1303,2,61,48,31,13,7,10,6,105,12,20,9,0,0,0,2,0,0,0,0,0,324,31,355,569
1,9,DISTRITO FEDERAL,7,,5,GUSTAVO A. MADERO,1304,1,38,28,29,20,2,5,11,41,9,24,6,0,0,0,1,0,0,0,0,0,214,14,228,567
1,9,DISTRITO FEDERAL,4,,5,GUSTAVO A. MADERO,1305,3,72,74,106,42,4,16,41,159,20,45,0,0,0,0,0,0,0,0,0,3,579,54,636,1691
