Numero,Municipio,SECCION,CASILLA,PAN,PRI,PPS,PRD,PC,PRT,PVEM,PT,CC1,VALIDOS,NULOS,INUTILI.,BOLETAS,Coalition
53,QUECHULTENANGO,1991,CA,0,16,0,0,0,0,0,0,132,148,2,0,150,"PRD,PC"
53,QUECHULTENANGO,1991,G,0,30,0,0,0,7,0,0,99,136,15,0,151,"PRD,PC"
53,QUECHULTENANGO,1992,B,0,29,0,0,0,0,0,0,12,41,4,0,45,"PRD,PC"
53,QUECHULTENANGO,1993,B,5,63,0,0,0,0,0,0,117,185,5,0,190,"PRD,PC"
53,QUECHULTENANGO,1994,B,0,56,0,0,0,0,0,0,51,107,5,0,112,"PRD,PC"
53,QUECHULTENANGO,1995,B,3,150,0,0,0,1,0,0,169,323,10,0,333,"PRD,PC"
53,QUECHULTENANGO,1996,B,0,83,0,0,0,0,0,0,49,132,0,0,132,"PRD,PC"
53,QUECHULTENANGO,1997,B,0,23,0,0,0,0,0,0,76,99,5,0,104,"PRD,PC"
53,QUECHULTENANGO,1998,B,0,47,0,0,0,1,0,0,31,79,8,0,87,"PRD,PC"
53,QUECHULTENANGO,1998,G,0,42,0,0,0,1,0,0,10,53,4,0,57,"PRD,PC"
53,QUECHULTENANGO,1999,B,2,64,0,0,0,0,0,0,20,86,30,0,116,"PRD,PC"
53,QUECHULTENANGO,2000,B,0,91,0,0,0,0,0,0,67,158,6,0,164,"PRD,PC"
53,QUECHULTENANGO,2001,B,2,70,0,0,0,1,0,0,54,127,4,0,131,"PRD,PC"
53,QUECHULTENANGO,2002,B,0,107,0,0,0,1,0,0,100,208,6,0,214,"PRD,PC"
53,QUECHULTENANGO,2003,B,1,50,0,0,0,4,0,0,104,159,20,0,179,"PRD,PC"
53,QUECHULTENANGO,2004,B,0,54,0,0,0,0,0,0,33,87,0,0,87,"PRD,PC"
53,QUECHULTENANGO,2005,B,0,44,0,0,0,0,0,0,20,64,3,0,67,"PRD,PC"
53,QUECHULTENANGO,2006,B,0,54,0,0,0,4,0,0,26,84,0,0,84,"PRD,PC"
53,QUECHULTENANGO,2007,B,0,36,0,0,0,0,0,0,74,110,11,0,121,"PRD,PC"
53,QUECHULTENANGO,2008,B,1,47,0,0,0,0,0,0,114,162,2,0,164,"PRD,PC"
53,QUECHULTENANGO,2009,B,0,26,0,0,0,0,0,0,60,86,10,0,96,"PRD,PC"
53,QUECHULTENANGO,2010,B,0,10,0,0,0,0,0,0,116,126,0,0,126,"PRD,PC"
53,QUECHULTENANGO,2011,B,1,26,0,0,0,1,0,0,37,65,6,0,71,"PRD,PC"
53,QUECHULTENANGO,2012,B,0,82,0,0,0,0,0,0,11,93,0,0,93,"PRD,PC"
53,QUECHULTENANGO,2013,B,2,106,0,0,0,0,0,0,51,159,52,0,211,"PRD,PC"
53,QUECHULTENANGO,2014,B,0,261,0,0,0,1,0,0,13,275,24,0,299,"PRD,PC"
54,SAN LUIS ACATLAN,2015,B,0,171,0,143,2,7,0,0,0,323,13,0,336,No Coalition
54,SAN LUIS ACATLAN,2015,CA,0,185,3,130,7,3,0,0,0,328,9,0,337,No Coalition
54,SAN LUIS ACATLAN,2016,B,0,132,1,106,4,2,0,2,0,247,1,0,248,No Coalition
54,SAN LUIS ACATLAN,2016,CA,0,116,0,99,1,3,0,4,0,223,5,0,228,No Coalition
54,SAN LUIS ACATLAN,2017,B,0,100,3,120,5,53,0,8,0,289,8,0,297,No Coalition
54,SAN LUIS ACATLAN,2017,CA,0,126,0,105,7,40,0,8,0,286,10,0,296,No Coalition
54,SAN LUIS ACATLAN,2018,B,0,79,2,111,1,0,0,2,0,195,0,0,195,No Coalition
54,SAN LUIS ACATLAN,2018,G,0,10,38,3,0,0,0,0,0,51,3,0,54,No Coalition
54,SAN LUIS ACATLAN,2019,B,0,22,0,83,1,0,0,25,0,131,9,0,140,No Coalition
54,SAN LUIS ACATLAN,2020,B,0,8,0,74,0,1,0,0,0,83,9,0,92,No Coalition
54,SAN LUIS ACATLAN,2021,B,0,33,35,100,3,4,0,0,0,175,11,0,186,No Coalition
54,SAN LUIS ACATLAN,2022,B,0,49,0,60,0,0,0,0,0,109,1,0,110,No Coalition
54,SAN LUIS ACATLAN,2023,B,0,17,0,84,0,3,0,15,0,119,3,0,122,No Coalition
54,SAN LUIS ACATLAN,2024,B,0,3,2,285,1,0,0,2,0,293,17,0,310,No Coalition
54,SAN LUIS ACATLAN,2024,G,0,8,0,141,0,0,0,0,0,149,16,0,165,No Coalition
54,SAN LUIS ACATLAN,2025,B,0,5,0,68,2,7,0,13,0,95,25,0,120,No Coalition
54,SAN LUIS ACATLAN,2026,B,0,54,1,88,4,3,0,1,0,151,5,0,156,No Coalition
54,SAN LUIS ACATLAN,2026,CA,0,44,0,83,6,5,0,3,0,141,5,0,146,No Coalition
54,SAN LUIS ACATLAN,2027,B,0,24,0,52,0,0,0,3,0,79,3,0,82,No Coalition
54,SAN LUIS ACATLAN,2028,B,0,71,8,141,3,2,0,8,0,233,10,0,243,No Coalition
54,SAN LUIS ACATLAN,2029,B,0,56,2,62,3,0,0,0,0,123,13,64,200,No Coalition
54,SAN LUIS ACATLAN,2030,B,0,55,0,71,0,12,0,51,0,189,34,0,223,No Coalition
54,SAN LUIS ACATLAN,2030,CA,0,56,0,91,2,10,0,78,0,237,74,0,311,No Coalition
54,SAN LUIS ACATLAN,2031,B,0,140,0,29,0,0,0,2,0,171,14,0,185,No Coalition
54,SAN LUIS ACATLAN,2032,B,0,110,1,19,0,1,0,1,0,132,27,0,159,No Coalition
54,SAN LUIS ACATLAN,2033,B,0,56,0,30,0,0,0,0,0,86,0,0,86,No Coalition
54,SAN LUIS ACATLAN,2034,B,0,27,0,20,0,0,0,0,0,47,5,0,52,No Coalition
54,SAN LUIS ACATLAN,2035,B,0,50,0,166,2,1,0,6,0,225,17,0,242,No Coalition
54,SAN LUIS ACATLAN,2035,CA,0,63,0,182,2,1,0,2,0,250,15,0,265,No Coalition
54,SAN LUIS ACATLAN,2036,B,0,11,0,73,4,0,0,0,0,88,11,0,99,No Coalition
54,SAN LUIS ACATLAN,2037,B,0,39,0,25,1,0,0,0,0,65,0,0,65,No Coalition
54,SAN LUIS ACATLAN,2038,B,0,17,0,61,0,0,0,0,0,78,0,0,78,No Coalition
54,SAN LUIS ACATLAN,2039,B,0,274,1,167,4,0,0,1,0,447,13,0,460,No Coalition
54,SAN LUIS ACATLAN,2040,B,0,46,0,67,0,2,0,2,0,117,6,0,123,No Coalition
55,SAN MARCOS,2041,B,8,127,0,31,0,8,0,1,0,175,10,380,565,No Coalition
55,SAN MARCOS,2042,B,2,109,0,37,1,0,1,0,0,150,5,202,357,No Coalition
55,SAN MARCOS,2043,B,5,132,0,18,1,0,7,0,0,163,0,270,433,No Coalition
55,SAN MARCOS,2044,B,10,222,1,33,2,0,7,1,0,276,6,450,732,No Coalition
55,SAN MARCOS,2045,B,6,257,0,40,0,0,5,0,0,308,6,297,611,No Coalition
55,SAN MARCOS,2046,B,8,141,0,19,1,0,1,2,0,172,3,266,441,No Coalition
55,SAN MARCOS,2046,CA,10,135,0,10,0,0,1,1,0,157,7,277,441,No Coalition
55,SAN MARCOS,2047,B,13,160,0,19,7,0,4,2,0,205,1,310,516,No Coalition
55,SAN MARCOS,2048,B,10,190,0,53,1,1,19,1,0,275,6,447,728,No Coalition
55,SAN MARCOS,2049,B,4,160,0,40,1,0,2,1,0,208,2,401,611,No Coalition
55,SAN MARCOS,2050,B,22,142,0,31,3,0,15,3,0,216,2,456,674,No Coalition
55,SAN MARCOS,2051,B,1,115,0,128,0,0,0,0,0,244,1,150,395,No Coalition
55,SAN MARCOS,2052,B,13,206,0,52,0,0,0,0,0,271,1,306,578,No Coalition
55,SAN MARCOS,2052,CA,8,179,0,59,0,0,0,0,0,246,4,328,578,No Coalition
55,SAN MARCOS,2053,B,0,106,2,58,0,0,0,0,0,166,4,113,283,No Coalition
55,SAN MARCOS,2054,B,5,198,12,13,1,0,1,1,0,231,9,420,660,No Coalition
55,SAN MARCOS,2055,B,1,27,0,43,0,0,0,0,0,71,3,60,134,No Coalition
55,SAN MARCOS,2056,B,31,84,0,32,0,0,0,0,0,147,2,107,256,No Coalition
55,SAN MARCOS,2057,B,11,173,1,45,15,2,1,5,0,253,5,322,580,No Coalition
55,SAN MARCOS,2058,B,0,85,0,31,0,0,0,0,0,116,10,105,231,No Coalition
55,SAN MARCOS,2059,B,9,192,0,18,0,4,0,2,0,225,4,178,407,No Coalition
55,SAN MARCOS,2060,B,29,123,1,34,0,0,0,0,0,187,5,340,532,No Coalition
55,SAN MARCOS,2061,B,0,94,0,28,0,0,0,1,0,123,1,332,456,No Coalition
55,SAN MARCOS,2062,B,0,63,0,1,0,0,0,0,0,64,1,113,178,No Coalition
55,SAN MARCOS,2063,B,2,59,0,4,0,0,0,2,0,67,10,209,286,No Coalition
55,SAN MARCOS,2064,B,0,47,0,1,0,0,0,0,0,48,0,44,92,No Coalition
55,SAN MARCOS,2065,B,5,86,0,15,3,0,0,5,0,114,1,276,391,No Coalition
55,SAN MARCOS,2065,G,0,95,0,14,0,0,0,0,0,109,1,89,199,No Coalition
55,SAN MARCOS,2066,B,2,34,0,4,0,0,0,0,0,40,12,38,90,No Coalition
55,SAN MARCOS,2067,B,2,81,0,24,0,1,0,1,0,109,2,161,272,No Coalition
55,SAN MARCOS,2068,B,21,96,3,37,8,2,5,7,0,179,2,153,334,No Coalition
55,SAN MARCOS,2069,B,0,93,0,54,0,0,0,0,0,147,1,137,285,No Coalition
55,SAN MARCOS,2070,B,11,95,0,27,0,0,0,0,0,133,0,106,239,No Coalition
55,SAN MARCOS,2071,B,2,226,0,62,1,0,0,3,0,294,1,311,606,No Coalition
55,SAN MARCOS,2072,B,3,86,0,9,2,0,4,0,0,104,15,164,283,No Coalition
55,SAN MARCOS,2073,B,2,198,0,41,1,0,4,0,0,246,2,276,524,No Coalition
55,SAN MARCOS,2074,B,6,251,0,56,1,0,1,0,0,315,7,372,694,No Coalition
55,SAN MARCOS,2075,B,1,139,0,93,0,0,2,4,0,239,3,295,537,No Coalition
55,SAN MARCOS,2076,B,1,127,0,75,1,0,0,2,0,206,3,217,426,No Coalition
55,SAN MARCOS,2076,CA,2,115,0,67,0,0,0,0,0,184,7,236,427,No Coalition
55,SAN MARCOS,2077,B,1,115,0,4,0,0,0,0,0,120,0,150,270,No Coalition
55,SAN MARCOS,2078,B,1,89,0,8,0,0,0,0,0,98,1,118,217,No Coalition
55,SAN MARCOS,2079,B,0,62,0,33,0,0,0,11,0,106,0,81,187,No Coalition
55,SAN MARCOS,2080,B,1,155,2,106,11,3,2,5,0,285,3,240,528,No Coalition
55,SAN MARCOS,2081,B,0,26,0,7,0,0,0,0,0,33,0,54,87,No Coalition
55,SAN MARCOS,2082,B,0,42,0,1,0,0,0,2,0,45,0,44,89,No Coalition
55,SAN MARCOS,2083,B,18,78,0,108,0,0,0,2,0,206,3,234,443,No Coalition
55,SAN MARCOS,2084,B,1,125,0,16,9,0,6,4,0,161,2,441,604,No Coalition
55,SAN MARCOS,2084,G,1,74,0,34,1,0,1,0,0,111,1,199,311,No Coalition
55,SAN MARCOS,2085,B,0,42,0,2,2,0,15,0,0,61,0,16,77,No Coalition
55,SAN MARCOS,2086,B,9,104,0,15,0,0,3,2,0,133,1,41,175,No Coalition
55,SAN MARCOS,2087,B,0,40,0,5,1,0,0,0,0,46,2,35,83,No Coalition
55,SAN MARCOS,2088,B,1,68,0,2,0,0,0,5,0,76,0,67,143,No Coalition
55,SAN MARCOS,2089,B,0,114,0,3,0,0,0,78,0,195,7,128,330,No Coalition
55,SAN MARCOS,2090,B,2,112,0,57,4,0,0,1,0,176,4,165,345,No Coalition
55,SAN MARCOS,2091,B,7,121,0,2,0,1,0,0,0,131,5,143,279,No Coalition
56,SAN MIGUEL TOTOLAPAN,2092,B,10,124,0,42,1,0,0,0,0,177,3,0,180,No Coalition
56,SAN MIGUEL TOTOLAPAN,2093,B,1,223,0,107,9,0,0,0,0,340,6,203,549,No Coalition
56,SAN MIGUEL TOTOLAPAN,2094,B,1,222,0,191,11,0,0,0,0,425,3,242,670,No Coalition
56,SAN MIGUEL TOTOLAPAN,2095,B,7,130,0,116,0,0,0,0,0,253,2,114,369,No Coalition
56,SAN MIGUEL TOTOLAPAN,2096,B,0,66,0,10,86,0,0,0,0,162,4,183,349,No Coalition
56,SAN MIGUEL TOTOLAPAN,2097,B,0,264,0,17,16,0,0,0,0,297,1,272,570,No Coalition
56,SAN MIGUEL TOTOLAPAN,2098,B,0,35,0,34,2,0,0,0,0,71,4,38,113,No Coalition
56,SAN MIGUEL TOTOLAPAN,2099,B,1,71,0,35,2,0,0,0,0,109,8,56,173,No Coalition
56,SAN MIGUEL TOTOLAPAN,2100,B,1,115,0,72,5,0,0,0,0,193,12,117,322,No Coalition
56,SAN MIGUEL TOTOLAPAN,2101,B,1,235,0,139,4,0,0,0,0,379,7,248,634,No Coalition
56,SAN MIGUEL TOTOLAPAN,2102,B,0,94,0,77,6,0,0,0,0,177,1,83,261,No Coalition
56,SAN MIGUEL TOTOLAPAN,2103,B,0,109,0,36,9,0,0,0,0,154,2,42,198,No Coalition
56,SAN MIGUEL TOTOLAPAN,2104,B,0,114,0,134,0,0,0,0,0,248,0,159,407,No Coalition
56,SAN MIGUEL TOTOLAPAN,2105,B,0,82,0,38,5,0,0,0,0,125,5,89,219,No Coalition
56,SAN MIGUEL TOTOLAPAN,2106,B,0,39,0,54,0,0,0,0,0,93,0,58,151,No Coalition
56,SAN MIGUEL TOTOLAPAN,2107,B,0,46,0,42,0,0,0,0,0,88,1,45,134,No Coalition
56,SAN MIGUEL TOTOLAPAN,2108,B,0,92,0,0,0,0,0,0,0,92,0,7,99,No Coalition
56,SAN MIGUEL TOTOLAPAN,2109,B,0,47,0,32,7,0,0,0,0,86,1,120,207,No Coalition
56,SAN MIGUEL TOTOLAPAN,2110,B,5,103,0,6,0,0,0,0,0,114,0,77,191,No Coalition
56,SAN MIGUEL TOTOLAPAN,2111,B,1,18,0,30,0,0,0,0,0,49,0,58,107,No Coalition
56,SAN MIGUEL TOTOLAPAN,2112,B,0,36,0,44,0,0,0,0,0,80,0,15,95,No Coalition
56,SAN MIGUEL TOTOLAPAN,2113,B,0,1,0,49,0,0,0,0,0,50,0,38,88,No Coalition
56,SAN MIGUEL TOTOLAPAN,2114,B,0,13,0,57,0,0,0,0,0,70,0,40,110,No Coalition
56,SAN MIGUEL TOTOLAPAN,2115,B,0,72,0,57,1,0,0,0,0,130,3,95,228,No Coalition
56,SAN MIGUEL TOTOLAPAN,2116,B,1,84,0,25,0,0,0,0,0,110,8,105,223,No Coalition
56,SAN MIGUEL TOTOLAPAN,2117,B,23,48,0,44,2,0,0,0,0,117,0,60,177,No Coalition
56,SAN MIGUEL TOTOLAPAN,2118,B,1,45,0,20,0,0,0,0,0,66,1,71,138,No Coalition
56,SAN MIGUEL TOTOLAPAN,2119,B,0,73,0,73,0,0,0,0,0,146,1,40,187,No Coalition
56,SAN MIGUEL TOTOLAPAN,2120,B,0,11,0,73,0,0,0,0,0,84,1,32,117,No Coalition
56,SAN MIGUEL TOTOLAPAN,2121,B,0,29,0,12,0,0,0,0,0,41,0,50,91,No Coalition
56,SAN MIGUEL TOTOLAPAN,2122,B,3,33,0,23,0,0,0,0,0,59,3,0,62,No Coalition
56,SAN MIGUEL TOTOLAPAN,2123,B,0,26,0,26,0,0,0,0,0,52,1,51,104,No Coalition
56,SAN MIGUEL TOTOLAPAN,2124,B,0,62,0,3,2,0,0,0,0,67,0,32,99,No Coalition
56,SAN MIGUEL TOTOLAPAN,2125,B,0,44,0,3,0,0,0,0,0,47,3,54,104,No Coalition
56,SAN MIGUEL TOTOLAPAN,2128,B,0,20,0,38,0,0,0,0,0,58,0,47,105,No Coalition
56,SAN MIGUEL TOTOLAPAN,2129,B,0,39,0,18,0,0,0,0,0,57,3,174,234,No Coalition
56,SAN MIGUEL TOTOLAPAN,2129,G,0,32,0,27,0,0,0,0,0,59,1,61,121,No Coalition
56,SAN MIGUEL TOTOLAPAN,2131,B,1,123,0,82,0,0,0,0,0,206,2,125,333,No Coalition
56,SAN MIGUEL TOTOLAPAN,2132,B,0,6,0,29,0,0,0,0,0,35,1,51,87,No Coalition
56,SAN MIGUEL TOTOLAPAN,2133,B,0,187,0,0,0,0,0,0,0,187,0,141,328,No Coalition
57,TAXCO DE ALARCON,2165,B,4,84,0,3,0,0,0,0,1,92,1,120,213,"PPS,PC"
57,TAXCO DE ALARCON,2166,B,25,112,0,44,0,0,0,0,2,183,8,239,430,"PPS,PC"
57,TAXCO DE ALARCON,2167,B,14,33,0,9,0,0,4,0,0,60,3,152,215,"PPS,PC"
57,TAXCO DE ALARCON,2168,B,55,88,0,21,0,0,1,0,3,168,28,465,661,"PPS,PC"
57,TAXCO DE ALARCON,2169,B,28,95,0,6,0,0,2,1,1,133,4,315,452,"PPS,PC"
57,TAXCO DE ALARCON,2169,CA,22,103,0,10,0,0,1,0,10,146,2,570,718,"PPS,PC"
57,TAXCO DE ALARCON,2170,B,17,35,0,3,0,0,2,1,2,60,1,68,129,"PPS,PC"
57,TAXCO DE ALARCON,2171,B,3,29,0,4,0,0,0,0,0,36,1,90,127,"PPS,PC"
57,TAXCO DE ALARCON,2172,B,18,22,0,4,0,0,0,0,0,44,4,25,73,"PPS,PC"
57,TAXCO DE ALARCON,2173,B,10,19,0,31,0,0,0,0,0,60,39,39,138,"PPS,PC"
57,TAXCO DE ALARCON,2174,B,8,23,0,5,0,0,0,1,0,37,5,47,89,"PPS,PC"
57,TAXCO DE ALARCON,2175,B,32,54,0,10,0,0,3,2,1,102,0,109,211,"PPS,PC"
57,TAXCO DE ALARCON,2176,B,6,32,0,2,0,0,0,0,0,40,1,47,88,"PPS,PC"
57,TAXCO DE ALARCON,2177,B,76,105,0,7,0,0,4,0,0,192,6,213,411,"PPS,PC"
57,TAXCO DE ALARCON,2178,B,38,71,0,7,0,0,0,0,4,120,1,113,234,"PPS,PC"
57,TAXCO DE ALARCON,2179,B,16,38,0,13,0,0,0,1,1,69,2,55,126,"PPS,PC"
57,TAXCO DE ALARCON,2180,B,20,62,0,12,0,0,1,2,2,99,4,330,433,"PPS,PC"
57,TAXCO DE ALARCON,2181,B,25,88,0,12,0,0,1,1,0,127,11,129,267,"PPS,PC"
57,TAXCO DE ALARCON,2182,B,125,112,0,20,0,0,1,3,3,264,4,371,639,"PPS,PC"
57,TAXCO DE ALARCON,2183,B,52,61,0,16,0,0,2,1,4,136,2,166,304,"PPS,PC"
57,TAXCO DE ALARCON,2184,B,40,98,0,19,0,0,0,0,0,157,7,162,326,"PPS,PC"
57,TAXCO DE ALARCON,2185,B,86,80,0,20,0,0,0,3,0,189,4,117,310,"PPS,PC"
57,TAXCO DE ALARCON,2186,B,20,30,0,24,0,0,0,2,0,76,0,59,135,"PPS,PC"
57,TAXCO DE ALARCON,2187,B,21,15,0,14,0,0,0,0,0,50,1,32,83,"PPS,PC"
57,TAXCO DE ALARCON,2188,B,11,25,0,3,0,0,0,0,0,39,1,65,105,"PPS,PC"
57,TAXCO DE ALARCON,2189,B,27,35,0,7,0,0,0,0,0,69,4,43,116,"PPS,PC"
57,TAXCO DE ALARCON,2190,B,5,96,0,4,0,0,1,0,0,106,7,100,213,"PPS,PC"
57,TAXCO DE ALARCON,2191,B,44,78,0,12,0,0,2,2,0,138,12,252,402,"PPS,PC"
57,TAXCO DE ALARCON,2191,CA,29,75,0,24,0,0,0,1,1,130,12,261,403,"PPS,PC"
57,TAXCO DE ALARCON,2192,B,56,50,0,24,0,0,1,1,1,133,3,112,248,"PPS,PC"
57,TAXCO DE ALARCON,2193,B,74,47,0,9,0,0,8,0,1,139,2,141,282,"PPS,PC"
57,TAXCO DE ALARCON,2194,B,60,86,0,6,0,0,2,0,2,156,1,179,336,"PPS,PC"
57,TAXCO DE ALARCON,2195,B,81,118,0,39,0,0,7,0,8,253,2,376,631,"PPS,PC"
57,TAXCO DE ALARCON,2195,CA,109,107,0,41,0,0,2,0,10,269,4,359,632,"PPS,PC"
57,TAXCO DE ALARCON,2196,B,68,168,0,36,0,0,5,1,1,279,17,305,601,"PPS,PC"
57,TAXCO DE ALARCON,2197,B,25,55,0,8,0,0,0,1,2,91,1,128,220,"PPS,PC"
57,TAXCO DE ALARCON,2198,B,58,47,0,12,0,0,5,0,2,124,2,167,293,"PPS,PC"
57,TAXCO DE ALARCON,2199,B,37,105,0,49,0,0,0,3,3,197,3,152,352,"PPS,PC"
57,TAXCO DE ALARCON,2200,B,46,43,0,4,0,0,0,0,1,94,1,97,192,"PPS,PC"
57,TAXCO DE ALARCON,2201,B,123,130,0,8,0,0,0,0,0,261,2,159,422,"PPS,PC"
57,TAXCO DE ALARCON,2202,B,2,31,0,1,0,0,0,0,0,34,7,26,67,"PPS,PC"
57,TAXCO DE ALARCON,2203,B,63,119,0,8,0,0,7,1,4,202,21,435,658,"PPS,PC"
57,TAXCO DE ALARCON,2204,B,46,102,0,31,0,0,1,2,5,187,10,0,197,"PPS,PC"
57,TAXCO DE ALARCON,2205,B,84,249,0,15,0,0,1,7,0,356,11,325,692,"PPS,PC"
57,TAXCO DE ALARCON,2206,B,72,48,0,16,0,0,1,0,5,142,1,330,473,"PPS,PC"
57,TAXCO DE ALARCON,2207,B,57,52,0,10,0,0,0,1,2,122,12,258,392,"PPS,PC"
57,TAXCO DE ALARCON,2207,CA,50,60,0,15,0,0,0,1,3,129,3,273,405,"PPS,PC"
57,TAXCO DE ALARCON,2208,B,32,140,0,31,0,0,0,0,0,203,11,236,450,"PPS,PC"
57,TAXCO DE ALARCON,2208,CA,30,96,0,39,0,0,0,0,3,168,18,266,452,"PPS,PC"
57,TAXCO DE ALARCON,2209,B,68,80,0,24,0,0,1,1,0,174,19,0,193,"PPS,PC"
57,TAXCO DE ALARCON,2210,B,9,117,0,10,0,0,0,0,0,136,9,217,362,"PPS,PC"
57,TAXCO DE ALARCON,2211,B,116,17,0,14,0,0,0,0,0,147,1,147,295,"PPS,PC"
57,TAXCO DE ALARCON,2212,B,30,27,0,14,0,0,0,0,0,71,2,127,200,"PPS,PC"
57,TAXCO DE ALARCON,2213,B,59,135,0,21,0,0,3,1,0,219,12,510,741,"PPS,PC"
57,TAXCO DE ALARCON,2214,B,8,36,0,4,0,0,0,0,0,48,0,35,83,"PPS,PC"
57,TAXCO DE ALARCON,2215,B,15,86,0,46,0,0,0,0,0,147,23,224,394,"PPS,PC"
57,TAXCO DE ALARCON,2216,B,10,86,0,10,0,0,0,1,0,107,4,123,234,"PPS,PC"
57,TAXCO DE ALARCON,2217,B,37,78,0,7,0,0,0,1,0,123,45,136,304,"PPS,PC"
57,TAXCO DE ALARCON,2218,B,23,60,0,18,0,0,2,1,0,104,3,138,245,"PPS,PC"
57,TAXCO DE ALARCON,2219,B,44,63,0,8,0,0,1,3,1,120,6,205,331,"PPS,PC"
57,TAXCO DE ALARCON,2220,B,11,57,0,1,0,0,0,0,0,69,11,119,199,"PPS,PC"
57,TAXCO DE ALARCON,2221,B,5,92,0,51,0,0,0,0,0,148,0,100,248,"PPS,PC"
57,TAXCO DE ALARCON,2222,B,56,58,0,16,0,0,4,2,3,139,12,295,446,"PPS,PC"
57,TAXCO DE ALARCON,2222,CA,56,52,0,13,0,0,2,1,2,126,3,317,446,"PPS,PC"
57,TAXCO DE ALARCON,2134,B,139,122,0,21,0,0,2,1,50,335,5,416,756,"PPS,PC"
57,TAXCO DE ALARCON,2135,B,157,73,0,24,0,0,6,2,11,273,5,239,517,"PPS,PC"
57,TAXCO DE ALARCON,2135,CA,140,103,0,22,0,0,5,3,7,280,4,231,515,"PPS,PC"
57,TAXCO DE ALARCON,2136,B,46,93,0,22,0,0,1,0,0,162,9,531,702,"PPS,PC"
57,TAXCO DE ALARCON,2136,G,42,47,0,27,0,0,0,4,1,121,7,226,354,"PPS,PC"
57,TAXCO DE ALARCON,2137,B,157,97,0,29,0,0,6,5,6,300,8,301,609,"PPS,PC"
57,TAXCO DE ALARCON,2137,CA,159,95,0,30,0,0,3,6,0,293,7,309,609,"PPS,PC"
57,TAXCO DE ALARCON,2138,B,171,112,0,23,0,0,1,1,3,311,5,210,526,"PPS,PC"
57,TAXCO DE ALARCON,2138,CA,123,97,0,12,0,0,5,2,7,246,4,278,528,"PPS,PC"
57,TAXCO DE ALARCON,2139,B,163,99,0,23,0,0,7,2,6,300,4,263,567,"PPS,PC"
57,TAXCO DE ALARCON,2139,CA,163,111,0,26,0,0,5,3,4,312,3,252,567,"PPS,PC"
57,TAXCO DE ALARCON,2140,B,199,103,0,42,0,0,3,6,9,362,9,9,380,"PPS,PC"
57,TAXCO DE ALARCON,2140,CA,205,98,0,34,0,0,7,3,7,354,6,239,599,"PPS,PC"
57,TAXCO DE ALARCON,2141,B,121,88,0,12,0,0,1,0,4,226,8,160,394,"PPS,PC"
57,TAXCO DE ALARCON,2141,CA,124,79,0,19,0,0,7,5,7,241,2,149,392,"PPS,PC"
57,TAXCO DE ALARCON,2142,B,150,129,0,26,0,0,2,7,0,314,9,263,586,"PPS,PC"
57,TAXCO DE ALARCON,2142,CA,135,118,0,37,0,0,5,3,6,304,4,269,577,"PPS,PC"
57,TAXCO DE ALARCON,2143,B,215,188,0,24,0,0,7,7,3,444,7,302,753,"PPS,PC"
57,TAXCO DE ALARCON,2144,B,104,98,0,15,0,0,6,5,0,228,7,203,438,"PPS,PC"
57,TAXCO DE ALARCON,2144,CA,137,96,0,22,0,0,2,2,2,261,6,172,439,"PPS,PC"
57,TAXCO DE ALARCON,2145,B,109,57,0,12,0,0,4,1,2,185,2,230,417,"PPS,PC"
57,TAXCO DE ALARCON,2145,CA,148,48,0,24,0,0,1,0,1,222,3,3,228,"PPS,PC"
57,TAXCO DE ALARCON,2146,B,163,109,0,19,0,0,5,1,2,299,16,266,581,"PPS,PC"
57,TAXCO DE ALARCON,2147,B,69,45,0,11,0,0,3,0,3,131,0,326,457,"PPS,PC"
57,TAXCO DE ALARCON,2147,CA,86,60,0,13,0,0,3,1,1,164,4,292,460,"PPS,PC"
57,TAXCO DE ALARCON,2147,G,72,90,0,15,0,0,20,1,0,198,8,27,233,"PPS,PC"
57,TAXCO DE ALARCON,2148,B,83,77,0,37,0,0,5,0,6,208,8,230,446,"PPS,PC"
57,TAXCO DE ALARCON,2148,CA,111,69,0,38,0,0,2,0,3,223,7,214,444,"PPS,PC"
57,TAXCO DE ALARCON,2149,B,222,102,0,52,0,0,3,2,9,390,7,328,725,"PPS,PC"
57,TAXCO DE ALARCON,2150,B,160,105,0,28,0,0,4,5,2,304,4,266,574,"PPS,PC"
57,TAXCO DE ALARCON,2151,B,110,109,0,14,0,0,4,1,4,242,1,144,387,"PPS,PC"
57,TAXCO DE ALARCON,2151,CA,108,109,0,12,0,0,4,0,3,236,2,150,388,"PPS,PC"
57,TAXCO DE ALARCON,2152,B,189,148,0,38,0,0,6,4,1,386,6,256,648,"PPS,PC"
57,TAXCO DE ALARCON,2153,B,158,126,0,51,0,0,14,1,7,357,14,310,681,"PPS,PC"
57,TAXCO DE ALARCON,2153,CA,174,150,0,40,0,0,7,3,5,379,13,287,679,"PPS,PC"
57,TAXCO DE ALARCON,2154,B,136,89,0,26,0,0,1,2,1,255,3,154,412,"PPS,PC"
57,TAXCO DE ALARCON,2154,CA,162,74,0,16,0,0,1,2,0,255,4,153,412,"PPS,PC"
57,TAXCO DE ALARCON,2155,B,224,141,0,45,0,0,5,2,8,425,10,255,690,"PPS,PC"
57,TAXCO DE ALARCON,2155,CA,185,142,0,57,0,0,12,3,3,402,7,7,416,"PPS,PC"
