CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN_PRD,PRI_PVEM_PD_NVA_ALIANZA ,PVEM_PRI_PD_NVA_ALIANZA,PRI,PT,PVEM,MC,PD,NVA_ALIANZA,MORENA,ES,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,10,DURANGO,2,DURANGO,5,DURANGO,364,1,126,152,,,10,,,,,8,3,,4,1,,,,,,,,,,,,0,304,7,311,655
1,10,DURANGO,2,DURANGO,5,DURANGO,365,1,119,103,,,4,,,,,0,0,,0,1,,,,,,,,,,,,0,227,4,231,541
1,10,DURANGO,2,DURANGO,5,DURANGO,366,1,65,66,,,12,,,,,0,1,,0,0,,,,,,,,,,,,0,144,6,150,300
1,10,DURANGO,2,DURANGO,5,DURANGO,368,1,77,90,,,13,,,,,0,0,,0,2,,,,,,,,,,,,0,182,1,183,352
1,10,DURANGO,2,DURANGO,5,DURANGO,369,3,344,298,,,54,,,,,13,5,,5,11,,,,,,,,,,,,0,730,16,746,1863
1,10,DURANGO,2,DURANGO,5,DURANGO,377,2,214,378,,,62,,,,,9,2,,4,4,,,,,,,,,,,,0,673,17,690,1311
1,10,DURANGO,2,DURANGO,5,DURANGO,378,2,236,306,,,20,,,,,9,1,,2,1,,,,,,,,,,,,0,575,12,587,1194
1,10,DURANGO,2,DURANGO,5,DURANGO,379,2,222,227,,,28,,,,,12,0,,0,0,,,,,,,,,,,,0,489,8,497,1198
1,10,DURANGO,2,DURANGO,5,DURANGO,380,2,185,262,,,44,,,,,27,3,,2,5,,,,,,,,,,,,0,528,11,539,977
1,10,DURANGO,2,DURANGO,5,DURANGO,381,2,327,316,,,65,,,,,26,13,,2,3,,,,,,,,,,,,0,752,29,781,1368
1,10,DURANGO,2,DURANGO,5,DURANGO,382,1,165,90,,,34,,,,,12,1,,0,2,,,,,,,,,,,,0,304,5,309,469
1,10,DURANGO,2,DURANGO,5,DURANGO,383,2,274,236,,,24,,,,,10,4,,8,1,,,,,,,,,,,,0,557,10,567,1139
1,10,DURANGO,2,DURANGO,5,DURANGO,419,1,26,15,,,15,,,,,0,0,,0,0,,,,,,,,,,,,0,56,3,59,113
1,10,DURANGO,2,DURANGO,5,DURANGO,1394,2,309,163,,,48,,,,,9,5,,6,19,,,,,,,,,,,,6,559,11,576,1159
1,10,DURANGO,2,DURANGO,5,DURANGO,1395,2,246,136,,,51,,,,,11,5,,11,20,,,,,,,,,,,,0,480,11,491,1094
1,10,DURANGO,2,DURANGO,5,DURANGO,1396,2,180,146,,,32,,,,,10,6,,7,8,,,,,,,,,,,,0,389,10,399,860
1,10,DURANGO,2,DURANGO,5,DURANGO,1397,2,282,178,,,43,,,,,9,8,,6,11,,,,,,,,,,,,0,537,8,545,1208
1,10,DURANGO,2,DURANGO,5,DURANGO,1398,2,305,173,,,21,,,,,13,7,,7,27,,,,,,,,,,,,0,553,6,559,1007
1,10,DURANGO,2,DURANGO,5,DURANGO,1399,2,220,147,,,22,,,,,7,4,,3,8,,,,,,,,,,,,0,411,1,412,818
1,10,DURANGO,2,DURANGO,5,DURANGO,1400,2,211,152,,,20,,,,,14,0,,8,12,,,,,,,,,,,,0,417,10,427,911
1,10,DURANGO,2,DURANGO,5,DURANGO,1401,2,218,155,,,30,,,,,9,11,,11,10,,,,,,,,,,,,0,444,11,455,977
1,10,DURANGO,2,DURANGO,5,DURANGO,1402,2,266,171,,,32,,,,,15,3,,13,16,,,,,,,,,,,,0,516,6,522,913
1,10,DURANGO,2,DURANGO,5,DURANGO,1403,2,298,227,,,24,,,,,14,8,,11,7,,,,,,,,,,,,0,589,9,598,1058
1,10,DURANGO,2,DURANGO,5,DURANGO,1404,2,373,165,,,26,,,,,14,8,,9,15,,,,,,,,,,,,1,610,23,634,1135
1,10,DURANGO,2,DURANGO,5,DURANGO,1405,2,252,158,,,31,,,,,12,4,,5,16,,,,,,,,,,,,0,478,4,482,881
1,10,DURANGO,2,DURANGO,5,DURANGO,1406,2,304,180,,,41,,,,,10,7,,6,13,,,,,,,,,,,,0,561,5,566,1169
1,10,DURANGO,2,DURANGO,5,DURANGO,1407,2,330,247,,,35,,,,,11,9,,13,9,,,,,,,,,,,,6,654,5,665,1183
1,10,DURANGO,2,DURANGO,5,DURANGO,1408,1,191,93,,,17,,,,,22,2,,4,13,,,,,,,,,,,,1,342,2,345,634
1,10,DURANGO,2,DURANGO,5,DURANGO,1409,2,358,179,,,39,,,,,22,6,,13,26,,,,,,,,,,,,1,643,11,655,1142
1,10,DURANGO,2,DURANGO,5,DURANGO,1410,2,232,149,,,19,,,,,12,4,,5,13,,,,,,,,,,,,0,434,2,436,817
1,10,DURANGO,2,DURANGO,5,DURANGO,1411,2,213,125,,,16,,,,,11,2,,7,10,,,,,,,,,,,,0,384,7,391,790
1,10,DURANGO,2,DURANGO,5,DURANGO,1412,2,276,196,,,40,,,,,7,4,,12,17,,,,,,,,,,,,0,552,7,559,1296
1,10,DURANGO,2,DURANGO,5,DURANGO,1413,2,245,176,,,39,,,,,21,1,,5,8,,,,,,,,,,,,0,495,10,505,989
1,10,DURANGO,2,DURANGO,5,DURANGO,1414,1,166,101,,,17,,,,,13,3,,7,6,,,,,,,,,,,,0,313,7,320,601
1,10,DURANGO,2,DURANGO,5,DURANGO,1415,1,99,113,,,16,,,,,6,2,,3,2,,,,,,,,,,,,0,241,5,246,491
1,10,DURANGO,3,DURANGO,5,DURANGO,182,2,249,215,,,20,,,,,9,2,,8,12,,,,,,,,,,,,2,515,10,527,912
1,10,DURANGO,3,DURANGO,5,DURANGO,183,2,250,133,,,17,,,,,5,2,,5,4,,,,,,,,,,,,0,416,6,422,794
1,10,DURANGO,3,DURANGO,5,DURANGO,184,3,419,216,,,31,,,,,15,5,,9,12,,,,,,,,,,,,2,707,13,722,1227
1,10,DURANGO,3,DURANGO,5,DURANGO,218,5,1218,748,,,74,,,,,57,6,,30,59,,,,,,,,,,,,0,2192,16,2208,3108
1,10,DURANGO,3,DURANGO,5,DURANGO,219,3,519,281,,,58,,,,,21,10,,18,24,,,,,,,,,,,,0,931,37,968,1865
1,10,DURANGO,3,DURANGO,5,DURANGO,220,1,139,125,,,25,,,,,5,6,,9,9,,,,,,,,,,,,0,318,5,323,614
1,10,DURANGO,3,DURANGO,5,DURANGO,221,1,149,157,,,24,,,,,8,3,,4,7,,,,,,,,,,,,0,352,3,355,686
1,10,DURANGO,3,DURANGO,5,DURANGO,222,2,307,263,,,26,,,,,23,5,,13,12,,,,,,,,,,,,0,649,7,656,1283
1,10,DURANGO,3,DURANGO,5,DURANGO,250,2,237,194,,,34,,,,,5,5,,2,9,,,,,,,,,,,,0,486,15,501,999
1,10,DURANGO,3,DURANGO,5,DURANGO,251,2,189,192,,,38,,,,,15,5,,8,5,,,,,,,,,,,,0,452,8,460,871
1,10,DURANGO,3,DURANGO,5,DURANGO,252,3,404,345,,,43,,,,,14,6,,10,17,,,,,,,,,,,,0,839,13,852,1739
1,10,DURANGO,3,DURANGO,5,DURANGO,253,9,1216,1111,,,182,,,,,73,24,,37,72,,,,,,,,,,,,4,2715,59,2778,6038
1,10,DURANGO,3,DURANGO,5,DURANGO,254,3,486,369,,,66,,,,,22,9,,10,14,,,,,,,,,,,,0,976,27,1003,2074
1,10,DURANGO,3,DURANGO,5,DURANGO,255,4,713,453,,,109,,,,,46,20,,13,25,,,,,,,,,,,,1,1379,24,1404,2535
1,10,DURANGO,3,DURANGO,5,DURANGO,276,10,2481,1331,,,256,,,,,96,57,,83,131,,,,,,,,,,,,2,4435,36,4473,7130
1,10,DURANGO,3,DURANGO,5,DURANGO,277,2,251,202,,,48,,,,,11,6,,10,7,,,,,,,,,,,,0,535,11,546,1225
1,10,DURANGO,3,DURANGO,5,DURANGO,278,3,323,317,,,96,,,,,10,2,,5,8,,,,,,,,,,,,1,761,11,773,1636
1,10,DURANGO,3,DURANGO,5,DURANGO,279,2,302,213,,,47,,,,,16,3,,7,16,,,,,,,,,,,,0,604,16,620,1180
1,10,DURANGO,3,DURANGO,5,DURANGO,280,3,625,325,,,79,,,,,30,8,,14,18,,,,,,,,,,,,1,1099,14,1114,1921
1,10,DURANGO,3,DURANGO,5,DURANGO,281,3,635,372,,,67,,,,,28,9,,28,18,,,,,,,,,,,,2,1157,13,1172,1993
1,10,DURANGO,3,DURANGO,5,DURANGO,282,1,231,93,,,17,,,,,11,2,,6,5,,,,,,,,,,,,0,365,8,373,650
1,10,DURANGO,3,DURANGO,5,DURANGO,283,3,798,341,,,52,,,,,37,6,,32,27,,,,,,,,,,,,0,1293,12,1305,1911
1,10,DURANGO,3,DURANGO,5,DURANGO,296,3,877,443,,,75,,,,,15,11,,22,42,,,,,,,,,,,,0,1485,15,1500,2250
1,10,DURANGO,3,DURANGO,5,DURANGO,297,2,473,265,,,45,,,,,23,8,,14,27,,,,,,,,,,,,0,855,11,866,1324
1,10,DURANGO,3,DURANGO,5,DURANGO,298,6,1318,816,,,123,,,,,66,36,,45,51,,,,,,,,,,,,0,2455,28,2483,4047
1,10,DURANGO,3,DURANGO,5,DURANGO,299,2,316,256,,,64,,,,,18,5,,12,24,,,,,,,,,,,,0,695,8,703,1294
1,10,DURANGO,3,DURANGO,5,DURANGO,300,2,328,231,,,54,,,,,13,3,,11,14,,,,,,,,,,,,0,654,9,663,1345
1,10,DURANGO,3,DURANGO,5,DURANGO,301,8,1467,987,,,216,,,,,72,44,,41,56,,,,,,,,,,,,1,2883,44,2928,5741
1,10,DURANGO,3,DURANGO,5,DURANGO,302,8,1878,1086,,,204,,,,,79,20,,54,84,,,,,,,,,,,,1,3405,35,3441,5827
1,10,DURANGO,3,DURANGO,5,DURANGO,384,1,250,163,,,6,,,,,5,1,,1,2,,,,,,,,,,,,0,428,4,432,703
1,10,DURANGO,3,DURANGO,5,DURANGO,385,9,1119,1266,,,155,,,,,77,13,,22,46,,,,,,,,,,,,1,2698,37,2736,5781
1,10,DURANGO,3,DURANGO,5,DURANGO,391,2,347,303,,,17,,,,,19,4,,6,17,,,,,,,,,,,,0,713,3,716,1163
1,10,DURANGO,3,DURANGO,5,DURANGO,392,2,205,348,,,44,,,,,3,4,,1,1,,,,,,,,,,,,0,606,9,615,1118
1,10,DURANGO,3,DURANGO,5,DURANGO,393,2,195,458,,,55,,,,,10,3,,4,4,,,,,,,,,,,,0,729,21,750,1412
1,10,DURANGO,3,DURANGO,5,DURANGO,394,1,79,94,,,11,,,,,3,0,,0,0,,,,,,,,,,,,0,187,5,192,419
1,10,DURANGO,3,DURANGO,5,DURANGO,395,2,201,351,,,23,,,,,6,7,,0,7,,,,,,,,,,,,0,595,11,606,1245
1,10,DURANGO,3,DURANGO,5,DURANGO,396,1,194,134,,,14,,,,,6,2,,4,11,,,,,,,,,,,,0,365,6,371,554
1,10,DURANGO,3,DURANGO,5,DURANGO,397,2,392,385,,,55,,,,,13,5,,5,7,,,,,,,,,,,,0,862,13,875,1381
1,10,DURANGO,3,DURANGO,5,DURANGO,402,2,269,329,,,9,,,,,5,9,,2,3,,,,,,,,,,,,0,626,18,644,1035
1,10,DURANGO,3,DURANGO,5,DURANGO,403,2,246,348,,,28,,,,,19,6,,9,5,,,,,,,,,,,,0,661,21,682,1199
1,10,DURANGO,3,DURANGO,5,DURANGO,404,1,69,170,,,6,,,,,2,0,,0,0,,,,,,,,,,,,0,247,7,254,409
1,10,DURANGO,3,DURANGO,5,DURANGO,405,2,303,290,,,32,,,,,6,5,,0,0,,,,,,,,,,,,0,636,15,651,1160
1,10,DURANGO,3,DURANGO,5,DURANGO,410,3,272,505,,,26,,,,,30,7,,0,4,,,,,,,,,,,,0,844,27,871,1690
1,10,DURANGO,3,DURANGO,5,DURANGO,411,3,338,463,,,59,,,,,19,10,,5,38,,,,,,,,,,,,0,932,14,946,1643
1,10,DURANGO,3,DURANGO,5,DURANGO,412,2,231,365,,,74,,,,,19,3,,0,0,,,,,,,,,,,,0,692,4,696,1342
1,10,DURANGO,3,DURANGO,5,DURANGO,413,1,58,165,,,12,,,,,10,3,,0,3,,,,,,,,,,,,0,251,4,255,499
1,10,DURANGO,3,DURANGO,5,DURANGO,414,1,107,247,,,21,,,,,10,1,,0,11,,,,,,,,,,,,0,397,13,410,705
1,10,DURANGO,3,DURANGO,5,DURANGO,415,1,12,49,,,1,,,,,6,0,,0,2,,,,,,,,,,,,0,70,2,72,104
1,10,DURANGO,4,DURANGO,5,DURANGO,199,2,377,256,,,37,,,,,19,17,,12,6,,,,,,,,,,,,1,724,15,740,1281
1,10,DURANGO,4,DURANGO,5,DURANGO,200,2,356,283,,,49,,,,,16,20,,3,13,,,,,,,,,,,,0,740,16,756,1492
1,10,DURANGO,4,DURANGO,5,DURANGO,201,4,513,589,,,136,,,,,31,30,,15,20,,,,,,,,,,,,0,1334,31,1365,2897
1,10,DURANGO,4,DURANGO,5,DURANGO,204,8,1453,1120,,,216,,,,,52,27,,43,41,,,,,,,,,,,,5,2952,48,3005,5962
1,10,DURANGO,4,DURANGO,5,DURANGO,236,2,366,191,,,2,,,,,8,4,,8,20,,,,,,,,,,,,0,599,4,603,856
1,10,DURANGO,4,DURANGO,5,DURANGO,237,3,821,457,,,22,,,,,14,8,,27,42,,,,,,,,,,,,0,1391,9,1400,1958
1,10,DURANGO,4,DURANGO,5,DURANGO,238,2,592,287,,,17,,,,,18,5,,13,20,,,,,,,,,,,,0,952,6,958,1386
1,10,DURANGO,4,DURANGO,5,DURANGO,271,3,647,299,,,35,,,,,20,5,,23,26,,,,,,,,,,,,0,1055,10,1065,1554
1,10,DURANGO,4,DURANGO,5,DURANGO,317,1,215,89,,,20,,,,,3,1,,4,9,,,,,,,,,,,,0,341,5,346,566
1,10,DURANGO,4,DURANGO,5,DURANGO,318,1,190,84,,,17,,,,,3,1,,21,4,,,,,,,,,,,,0,320,5,325,529
1,10,DURANGO,4,DURANGO,5,DURANGO,319,3,541,314,,,61,,,,,11,8,,19,13,,,,,,,,,,,,0,967,13,980,1534
1,10,DURANGO,4,DURANGO,5,DURANGO,320,2,560,279,,,48,,,,,17,19,,12,14,,,,,,,,,,,,0,949,9,958,1500
1,10,DURANGO,4,DURANGO,5,DURANGO,321,3,455,232,,,67,,,,,38,12,,15,10,,,,,,,,,,,,0,829,12,841,1525
1,10,DURANGO,4,DURANGO,5,DURANGO,322,6,1590,801,,,94,,,,,65,26,,52,67,,,,,,,,,,,,0,2695,20,2715,3845
1,10,DURANGO,4,DURANGO,5,DURANGO,323,2,324,239,,,69,,,,,25,6,,16,11,,,,,,,,,,,,0,690,16,706,1474
1,10,DURANGO,4,DURANGO,5,DURANGO,324,2,362,236,,,33,,,,,17,4,,16,14,,,,,,,,,,,,3,682,4,689,1175
1,10,DURANGO,4,DURANGO,5,DURANGO,325,3,525,349,,,97,,,,,23,6,,18,28,,,,,,,,,,,,0,1046,17,1063,1778
1,10,DURANGO,4,DURANGO,5,DURANGO,326,3,237,145,,,53,,,,,10,7,,10,5,,,,,,,,,,,,1,467,8,476,820
1,10,DURANGO,4,DURANGO,5,DURANGO,327,3,429,260,,,230,,,,,12,7,,15,11,,,,,,,,,,,,1,964,22,987,1808
1,10,DURANGO,4,DURANGO,5,DURANGO,328,2,412,250,,,76,,,,,17,8,,16,19,,,,,,,,,,,,0,798,24,822,1443
1,10,DURANGO,4,DURANGO,5,DURANGO,329,2,285,226,,,42,,,,,8,4,,9,5,,,,,,,,,,,,0,579,11,590,973
1,10,DURANGO,4,DURANGO,5,DURANGO,330,2,425,249,,,46,,,,,12,9,,42,22,,,,,,,,,,,,0,805,7,812,1208
1,10,DURANGO,4,DURANGO,5,DURANGO,331,3,587,265,,,59,,,,,32,0,,18,21,,,,,,,,,,,,0,982,12,994,1722
1,10,DURANGO,4,DURANGO,5,DURANGO,332,2,361,261,,,69,,,,,19,6,,6,2,,,,,,,,,,,,1,724,17,742,1481
1,10,DURANGO,4,DURANGO,5,DURANGO,333,2,287,250,,,32,,,,,5,6,,6,2,,,,,,,,,,,,4,588,5,597,1132
1,10,DURANGO,4,DURANGO,5,DURANGO,334,2,294,203,,,67,,,,,7,6,,4,3,,,,,,,,,,,,0,584,5,589,1155
1,10,DURANGO,4,DURANGO,5,DURANGO,335,2,278,295,,,41,,,,,18,5,,18,0,,,,,,,,,,,,4,655,5,664,1293
1,10,DURANGO,4,DURANGO,5,DURANGO,336,2,311,278,,,48,,,,,22,4,,14,10,,,,,,,,,,,,0,687,21,708,1425
1,10,DURANGO,4,DURANGO,5,DURANGO,337,2,267,160,,,102,,,,,5,8,,4,6,,,,,,,,,,,,0,552,10,562,1099
1,10,DURANGO,4,DURANGO,5,DURANGO,338,3,485,317,,,84,,,,,13,6,,18,15,,,,,,,,,,,,1,938,6,945,1582
1,10,DURANGO,4,DURANGO,5,DURANGO,339,5,826,545,,,125,,,,,35,12,,27,47,,,,,,,,,,,,0,1617,36,1653,3297
1,10,DURANGO,4,DURANGO,5,DURANGO,340,5,745,487,,,108,,,,,44,10,,13,13,,,,,,,,,,,,1,1420,27,1448,3022
1,10,DURANGO,4,DURANGO,5,DURANGO,341,3,410,256,,,76,,,,,30,14,,12,14,,,,,,,,,,,,2,812,18,832,1703
1,10,DURANGO,4,DURANGO,5,DURANGO,342,2,204,200,,,26,,,,,11,7,,24,4,,,,,,,,,,,,0,476,7,483,954
1,10,DURANGO,4,DURANGO,5,DURANGO,343,3,241,334,,,63,,,,,9,8,,28,7,,,,,,,,,,,,0,690,23,713,1668
1,10,DURANGO,4,DURANGO,5,DURANGO,344,3,439,314,,,93,,,,,15,6,,22,10,,,,,,,,,,,,0,899,28,927,1889
1,10,DURANGO,4,DURANGO,5,DURANGO,345,2,502,240,,,50,,,,,20,20,,16,20,,,,,,,,,,,,0,868,14,882,1398
1,10,DURANGO,4,DURANGO,5,DURANGO,346,4,700,305,,,64,,,,,30,11,,28,23,,,,,,,,,,,,0,1161,18,1179,1573
1,10,DURANGO,4,DURANGO,5,DURANGO,347,3,384,262,,,69,,,,,29,7,,18,12,,,,,,,,,,,,0,781,18,799,1647
1,10,DURANGO,4,DURANGO,5,DURANGO,348,3,494,376,,,54,,,,,27,11,,6,5,,,,,,,,,,,,6,973,14,993,2208
1,10,DURANGO,4,DURANGO,5,DURANGO,349,6,849,754,,,197,,,,,48,26,,31,27,,,,,,,,,,,,0,1932,51,1983,4294
1,10,DURANGO,4,DURANGO,5,DURANGO,350,2,292,138,,,30,,,,,19,9,,8,10,,,,,,,,,,,,0,506,2,508,949
1,10,DURANGO,4,DURANGO,5,DURANGO,351,2,401,209,,,38,,,,,25,8,,14,11,,,,,,,,,,,,0,706,3,709,1168
1,10,DURANGO,4,DURANGO,5,DURANGO,352,1,28,146,,,2,,,,,1,1,,0,0,,,,,,,,,,,,0,178,2,180,328
1,10,DURANGO,4,DURANGO,5,DURANGO,353,1,87,116,,,4,,,,,0,0,,0,0,,,,,,,,,,,,0,207,2,209,351
1,10,DURANGO,4,DURANGO,5,DURANGO,358,1,110,133,,,7,,,,,2,0,,0,1,,,,,,,,,,,,0,253,10,263,434
1,10,DURANGO,4,DURANGO,5,DURANGO,360,1,27,100,,,2,,,,,1,0,,0,0,,,,,,,,,,,,0,130,1,131,222
1,10,DURANGO,4,DURANGO,5,DURANGO,373,1,53,110,,,2,,,,,1,0,,0,7,,,,,,,,,,,,0,173,0,173,261
1,10,DURANGO,4,DURANGO,5,DURANGO,374,1,42,250,,,6,,,,,0,0,,0,0,,,,,,,,,,,,1,298,1,300,613
1,10,DURANGO,4,DURANGO,5,DURANGO,375,1,22,104,,,10,,,,,31,9,,0,0,,,,,,,,,,,,0,176,6,182,300
1,10,DURANGO,4,DURANGO,5,DURANGO,376,3,559,389,,,83,,,,,34,1,,22,19,,,,,,,,,,,,0,1107,14,1121,1975
1,10,DURANGO,4,DURANGO,5,DURANGO,386,2,22,335,,,3,,,,,0,0,,0,0,,,,,,,,,,,,0,360,2,362,451
1,10,DURANGO,4,DURANGO,5,DURANGO,387,1,4,78,,,0,,,,,2,0,,0,0,,,,,,,,,,,,0,84,5,89,170
1,10,DURANGO,4,DURANGO,5,DURANGO,388,2,144,224,,,18,,,,,45,1,,0,2,,,,,,,,,,,,0,434,7,441,850
1,10,DURANGO,4,DURANGO,5,DURANGO,389,2,363,271,,,73,,,,,13,7,,12,3,,,,,,,,,,,,0,742,23,765,1315
1,10,DURANGO,4,DURANGO,5,DURANGO,390,2,206,141,,,44,,,,,4,2,,9,3,,,,,,,,,,,,0,409,9,418,767
1,10,DURANGO,4,DURANGO,5,DURANGO,398,3,520,481,,,54,,,,,19,4,,7,15,,,,,,,,,,,,6,1100,31,1137,1894
1,10,DURANGO,4,DURANGO,5,DURANGO,399,2,282,309,,,31,,,,,5,3,,6,1,,,,,,,,,,,,0,637,11,648,1227
1,10,DURANGO,4,DURANGO,5,DURANGO,400,2,259,395,,,65,,,,,10,9,,6,5,,,,,,,,,,,,0,749,11,760,1460
1,10,DURANGO,4,DURANGO,5,DURANGO,401,2,71,425,,,8,,,,,0,0,,0,0,,,,,,,,,,,,0,504,4,508,932
1,10,DURANGO,4,DURANGO,5,DURANGO,407,1,47,169,,,14,,,,,0,0,,0,0,,,,,,,,,,,,0,230,3,233,414
1,10,DURANGO,4,DURANGO,5,DURANGO,408,1,41,79,,,2,,,,,0,0,,0,0,,,,,,,,,,,,0,122,4,126,243
1,10,DURANGO,4,DURANGO,5,DURANGO,409,2,262,413,,,30,,,,,31,4,,0,1,,,,,,,,,,,,0,741,7,748,1402
1,10,DURANGO,4,DURANGO,5,DURANGO,416,2,67,273,,,9,,,,,0,0,,6,0,,,,,,,,,,,,7,355,3,365,653
1,10,DURANGO,4,DURANGO,5,DURANGO,417,1,23,112,,,3,,,,,0,0,,0,0,,,,,,,,,,,,2,138,2,142,241
1,10,DURANGO,4,DURANGO,5,DURANGO,418,1,2,41,,,2,,,,,0,0,,1,0,,,,,,,,,,,,0,46,1,47,161
1,10,DURANGO,5,DURANGO,5,DURANGO,157,3,537,301,,,60,,,,,22,8,,22,36,,,,,,,,,,,,0,986,14,1000,1667
1,10,DURANGO,5,DURANGO,5,DURANGO,158,2,237,153,,,17,,,,,11,6,,8,12,,,,,,,,,,,,10,444,11,465,763
1,10,DURANGO,5,DURANGO,5,DURANGO,159,2,354,222,,,17,,,,,9,9,,16,27,,,,,,,,,,,,0,654,14,668,1095
1,10,DURANGO,5,DURANGO,5,DURANGO,160,2,256,158,,,24,,,,,9,3,,3,6,,,,,,,,,,,,6,459,5,470,804
1,10,DURANGO,5,DURANGO,5,DURANGO,161,3,406,396,,,34,,,,,18,3,,9,18,,,,,,,,,,,,1,884,21,906,1541
1,10,DURANGO,5,DURANGO,5,DURANGO,170,2,499,233,,,30,,,,,16,7,,24,9,,,,,,,,,,,,0,818,11,829,1328
1,10,DURANGO,5,DURANGO,5,DURANGO,171,3,542,312,,,23,,,,,17,13,,34,15,,,,,,,,,,,,1,956,15,972,1640
1,10,DURANGO,5,DURANGO,5,DURANGO,185,2,425,149,,,19,,,,,8,5,,12,16,,,,,,,,,,,,0,634,8,642,922
1,10,DURANGO,5,DURANGO,5,DURANGO,186,1,196,102,,,3,,,,,2,0,,6,9,,,,,,,,,,,,0,318,1,319,459
1,10,DURANGO,5,DURANGO,5,DURANGO,187,2,332,173,,,30,,,,,16,4,,16,4,,,,,,,,,,,,0,575,11,586,852
1,10,DURANGO,5,DURANGO,5,DURANGO,188,2,449,250,,,12,,,,,16,5,,7,38,,,,,,,,,,,,0,777,5,782,1118
1,10,DURANGO,5,DURANGO,5,DURANGO,189,1,262,101,,,13,,,,,7,1,,13,13,,,,,,,,,,,,0,410,6,416,645
1,10,DURANGO,5,DURANGO,5,DURANGO,190,1,254,155,,,11,,,,,9,3,,7,11,,,,,,,,,,,,0,450,4,454,651
1,10,DURANGO,5,DURANGO,5,DURANGO,191,1,318,168,,,11,,,,,6,8,,10,12,,,,,,,,,,,,0,533,1,534,742
1,10,DURANGO,5,DURANGO,5,DURANGO,192,2,354,164,,,14,,,,,3,0,,11,2,,,,,,,,,,,,0,548,1,549,794
1,10,DURANGO,5,DURANGO,5,DURANGO,193,1,205,144,,,11,,,,,4,3,,3,6,,,,,,,,,,,,0,376,2,378,608
1,10,DURANGO,5,DURANGO,5,DURANGO,194,2,370,214,,,13,,,,,5,7,,10,16,,,,,,,,,,,,0,635,9,644,926
1,10,DURANGO,5,DURANGO,5,DURANGO,195,2,694,244,,,26,,,,,3,7,,5,8,,,,,,,,,,,,1,987,3,991,1175
1,10,DURANGO,5,DURANGO,5,DURANGO,196,2,234,183,,,20,,,,,10,5,,10,9,,,,,,,,,,,,0,471,6,477,768
1,10,DURANGO,5,DURANGO,5,DURANGO,202,3,588,356,,,33,,,,,8,11,,24,16,,,,,,,,,,,,0,1036,8,1044,1704
1,10,DURANGO,5,DURANGO,5,DURANGO,203,2,372,194,,,9,,,,,11,4,,3,13,,,,,,,,,,,,9,606,3,618,860
1,10,DURANGO,5,DURANGO,5,DURANGO,205,1,269,177,,,6,,,,,12,7,,13,0,,,,,,,,,,,,0,484,5,489,723
1,10,DURANGO,5,DURANGO,5,DURANGO,206,1,280,138,,,10,,,,,13,2,,9,11,,,,,,,,,,,,0,463,4,467,635
1,10,DURANGO,5,DURANGO,5,DURANGO,207,1,240,90,,,3,,,,,6,6,,4,9,,,,,,,,,,,,0,358,4,362,544
1,10,DURANGO,5,DURANGO,5,DURANGO,208,2,321,150,,,6,,,,,11,4,,11,15,,,,,,,,,,,,1,518,5,524,784
1,10,DURANGO,5,DURANGO,5,DURANGO,209,1,254,139,,,5,,,,,3,4,,4,17,,,,,,,,,,,,0,426,3,429,647
1,10,DURANGO,5,DURANGO,5,DURANGO,210,2,433,169,,,12,,,,,9,2,,16,22,,,,,,,,,,,,1,663,8,672,994
1,10,DURANGO,5,DURANGO,5,DURANGO,211,1,306,155,,,9,,,,,8,2,,8,11,,,,,,,,,,,,0,499,9,508,735
1,10,DURANGO,5,DURANGO,5,DURANGO,212,1,277,128,,,8,,,,,5,4,,3,12,,,,,,,,,,,,0,437,4,441,656
1,10,DURANGO,5,DURANGO,5,DURANGO,213,1,305,123,,,5,,,,,8,2,,5,15,,,,,,,,,,,,0,463,5,468,676
1,10,DURANGO,5,DURANGO,5,DURANGO,214,1,223,119,,,9,,,,,2,1,,5,11,,,,,,,,,,,,0,370,5,375,554
1,10,DURANGO,5,DURANGO,5,DURANGO,215,1,257,145,,,6,,,,,8,6,,10,11,,,,,,,,,,,,0,443,3,446,648
1,10,DURANGO,5,DURANGO,5,DURANGO,216,1,180,125,,,6,,,,,4,2,,4,11,,,,,,,,,,,,0,332,3,335,457
1,10,DURANGO,5,DURANGO,5,DURANGO,217,1,284,146,,,2,,,,,6,2,,6,26,,,,,,,,,,,,1,472,4,477,692
1,10,DURANGO,5,DURANGO,5,DURANGO,223,2,376,234,,,32,,,,,11,4,,8,14,,,,,,,,,,,,0,679,6,685,1281
1,10,DURANGO,5,DURANGO,5,DURANGO,224,2,491,247,,,40,,,,,4,4,,21,11,,,,,,,,,,,,0,818,13,831,1382
1,10,DURANGO,5,DURANGO,5,DURANGO,225,2,486,225,,,45,,,,,21,1,,16,18,,,,,,,,,,,,0,812,16,828,1366
