CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN_PRD,PRI_PVEM_PD_NVA_ALIANZA ,PVEM_PRI_PD_NVA_ALIANZA,PRI,PT,PVEM,MC,PD,NVA_ALIANZA,MORENA,ES,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,10,DURANGO,5,DURANGO,5,DURANGO,226,1,265,112,,,12,,,,,8,5,,4,9,,,,,,,,,,,,0,415,4,419,589
1,10,DURANGO,5,DURANGO,5,DURANGO,227,2,421,236,,,27,,,,,9,4,,22,18,,,,,,,,,,,,0,737,10,747,1135
1,10,DURANGO,5,DURANGO,5,DURANGO,228,2,399,231,,,15,,,,,6,8,,8,18,,,,,,,,,,,,1,685,8,694,1033
1,10,DURANGO,5,DURANGO,5,DURANGO,229,1,234,135,,,12,,,,,14,2,,14,16,,,,,,,,,,,,0,427,7,434,606
1,10,DURANGO,5,DURANGO,5,DURANGO,230,1,198,84,,,7,,,,,5,1,,1,8,,,,,,,,,,,,0,304,3,307,451
1,10,DURANGO,5,DURANGO,5,DURANGO,231,1,258,91,,,3,,,,,14,3,,3,11,,,,,,,,,,,,0,383,2,385,637
1,10,DURANGO,5,DURANGO,5,DURANGO,232,1,182,99,,,2,,,,,3,5,,10,9,,,,,,,,,,,,0,310,0,310,457
1,10,DURANGO,5,DURANGO,5,DURANGO,233,2,270,177,,,11,,,,,6,5,,9,9,,,,,,,,,,,,0,487,8,495,537
1,10,DURANGO,5,DURANGO,5,DURANGO,234,1,181,75,,,8,,,,,6,5,,8,9,,,,,,,,,,,,0,292,0,292,407
1,10,DURANGO,5,DURANGO,5,DURANGO,235,1,171,84,,,4,,,,,4,2,,7,8,,,,,,,,,,,,0,280,4,284,418
1,10,DURANGO,5,DURANGO,5,DURANGO,239,2,319,175,,,18,,,,,13,4,,12,11,,,,,,,,,,,,0,552,11,563,760
1,10,DURANGO,5,DURANGO,5,DURANGO,240,1,260,152,,,8,,,,,4,7,,1,10,,,,,,,,,,,,0,442,6,448,618
1,10,DURANGO,5,DURANGO,5,DURANGO,241,1,163,115,,,13,,,,,9,4,,15,10,,,,,,,,,,,,0,329,2,331,556
1,10,DURANGO,5,DURANGO,5,DURANGO,242,1,263,151,,,17,,,,,13,0,,14,3,,,,,,,,,,,,0,461,3,464,668
1,10,DURANGO,5,DURANGO,5,DURANGO,243,2,338,237,,,10,,,,,15,9,,14,21,,,,,,,,,,,,0,644,4,648,932
1,10,DURANGO,5,DURANGO,5,DURANGO,244,1,189,138,,,13,,,,,4,2,,11,7,,,,,,,,,,,,0,364,5,369,565
1,10,DURANGO,5,DURANGO,5,DURANGO,245,2,364,138,,,30,,,,,8,3,,5,12,,,,,,,,,,,,1,560,8,569,883
1,10,DURANGO,5,DURANGO,5,DURANGO,246,1,203,98,,,14,,,,,4,2,,7,13,,,,,,,,,,,,0,341,0,341,468
1,10,DURANGO,5,DURANGO,5,DURANGO,247,3,690,363,,,68,,,,,25,14,,23,13,,,,,,,,,,,,0,1196,18,1214,2125
1,10,DURANGO,5,DURANGO,5,DURANGO,248,2,444,248,,,55,,,,,18,4,,24,12,,,,,,,,,,,,0,805,10,815,1362
1,10,DURANGO,5,DURANGO,5,DURANGO,249,3,691,391,,,66,,,,,22,5,,18,24,,,,,,,,,,,,8,1217,11,1236,1874
1,10,DURANGO,5,DURANGO,5,DURANGO,256,2,429,325,,,38,,,,,20,10,,19,27,,,,,,,,,,,,0,868,8,876,1439
1,10,DURANGO,5,DURANGO,5,DURANGO,257,2,362,227,,,27,,,,,7,6,,12,16,,,,,,,,,,,,0,657,5,662,980
1,10,DURANGO,5,DURANGO,5,DURANGO,258,2,410,204,,,8,,,,,17,0,,8,7,,,,,,,,,,,,0,654,2,656,963
1,10,DURANGO,5,DURANGO,5,DURANGO,259,2,294,205,,,27,,,,,13,4,,13,12,,,,,,,,,,,,0,568,10,578,983
1,10,DURANGO,5,DURANGO,5,DURANGO,260,2,389,218,,,26,,,,,16,7,,13,18,,,,,,,,,,,,1,687,11,699,1260
1,10,DURANGO,5,DURANGO,5,DURANGO,261,2,297,166,,,25,,,,,9,1,,14,21,,,,,,,,,,,,0,533,6,539,788
1,10,DURANGO,5,DURANGO,5,DURANGO,262,3,569,316,,,66,,,,,24,9,,13,18,,,,,,,,,,,,0,1015,19,1034,1719
1,10,DURANGO,5,DURANGO,5,DURANGO,263,1,204,126,,,32,,,,,3,1,,6,4,,,,,,,,,,,,0,376,10,386,683
1,10,DURANGO,5,DURANGO,5,DURANGO,264,1,1,165,,,15,,,,,8,5,,7,15,,,,,,,,,,,,0,216,13,229,672
1,10,DURANGO,5,DURANGO,5,DURANGO,265,1,193,108,,,17,,,,,11,4,,6,10,,,,,,,,,,,,0,349,8,357,525
1,10,DURANGO,5,DURANGO,5,DURANGO,266,1,243,178,,,23,,,,,6,7,,10,8,,,,,,,,,,,,0,475,8,483,740
1,10,DURANGO,5,DURANGO,5,DURANGO,267,1,297,124,,,17,,,,,12,3,,12,8,,,,,,,,,,,,0,473,7,480,710
1,10,DURANGO,5,DURANGO,5,DURANGO,268,1,263,111,,,7,,,,,3,4,,7,8,,,,,,,,,,,,0,403,7,410,578
1,10,DURANGO,5,DURANGO,5,DURANGO,269,2,360,211,,,28,,,,,8,1,,19,20,,,,,,,,,,,,0,647,8,655,1064
1,10,DURANGO,5,DURANGO,5,DURANGO,270,2,493,280,,,23,,,,,15,6,,14,15,,,,,,,,,,,,1,846,9,856,1261
1,10,DURANGO,5,DURANGO,5,DURANGO,272,2,267,148,,,25,,,,,10,5,,28,12,,,,,,,,,,,,0,495,8,503,803
1,10,DURANGO,5,DURANGO,5,DURANGO,273,2,320,151,,,36,,,,,13,15,,8,12,,,,,,,,,,,,0,555,4,559,994
1,10,DURANGO,5,DURANGO,5,DURANGO,274,2,289,189,,,22,,,,,12,2,,10,11,,,,,,,,,,,,0,535,11,546,957
1,10,DURANGO,5,DURANGO,5,DURANGO,275,3,565,302,,,51,,,,,30,8,,18,23,,,,,,,,,,,,1,997,23,1021,1719
1,10,DURANGO,5,DURANGO,5,DURANGO,284,3,513,341,,,52,,,,,23,10,,12,14,,,,,,,,,,,,0,965,22,987,1764
1,10,DURANGO,5,DURANGO,5,DURANGO,285,2,240,160,,,17,,,,,13,8,,6,8,,,,,,,,,,,,0,452,17,469,832
1,10,DURANGO,5,DURANGO,5,DURANGO,286,4,599,351,,,75,,,,,24,9,,20,25,,,,,,,,,,,,0,1103,17,1120,1676
1,10,DURANGO,5,DURANGO,5,DURANGO,287,1,216,102,,,13,,,,,3,2,,7,8,,,,,,,,,,,,0,351,5,356,558
1,10,DURANGO,5,DURANGO,5,DURANGO,288,2,318,204,,,23,,,,,16,8,,9,15,,,,,,,,,,,,0,593,11,604,962
1,10,DURANGO,5,DURANGO,5,DURANGO,289,2,370,223,,,31,,,,,19,11,,18,16,,,,,,,,,,,,0,688,10,698,1107
1,10,DURANGO,5,DURANGO,5,DURANGO,290,2,441,234,,,41,,,,,13,9,,12,13,,,,,,,,,,,,0,763,9,772,1258
1,10,DURANGO,5,DURANGO,5,DURANGO,291,2,322,235,,,28,,,,,12,5,,15,23,,,,,,,,,,,,0,640,25,665,1039
1,10,DURANGO,5,DURANGO,5,DURANGO,292,2,419,235,,,49,,,,,27,7,,15,14,,,,,,,,,,,,0,766,10,776,1238
1,10,DURANGO,5,DURANGO,5,DURANGO,293,3,527,324,,,46,,,,,15,18,,14,24,,,,,,,,,,,,5,968,11,984,1530
1,10,DURANGO,5,DURANGO,5,DURANGO,294,2,424,263,,,29,,,,,9,6,,13,14,,,,,,,,,,,,0,758,10,768,1191
1,10,DURANGO,5,DURANGO,5,DURANGO,295,2,468,234,,,57,,,,,8,5,,15,11,,,,,,,,,,,,2,798,8,808,1264
1,10,DURANGO,5,DURANGO,5,DURANGO,305,2,223,151,,,24,,,,,15,4,,16,9,,,,,,,,,,,,0,442,8,450,794
1,10,DURANGO,5,DURANGO,5,DURANGO,306,2,396,221,,,22,,,,,10,6,,22,16,,,,,,,,,,,,0,693,14,707,1048
1,10,DURANGO,5,DURANGO,5,DURANGO,307,2,331,141,,,22,,,,,9,3,,13,18,,,,,,,,,,,,0,537,15,552,875
1,10,DURANGO,5,DURANGO,5,DURANGO,308,2,368,224,,,30,,,,,8,5,,16,10,,,,,,,,,,,,0,661,2,663,983
1,10,DURANGO,5,DURANGO,5,DURANGO,309,2,524,283,,,29,,,,,14,5,,39,25,,,,,,,,,,,,0,919,13,932,1371
1,10,DURANGO,5,DURANGO,5,DURANGO,310,2,426,248,,,26,,,,,17,7,,27,13,,,,,,,,,,,,0,764,11,775,1106
1,10,DURANGO,5,DURANGO,5,DURANGO,311,2,484,207,,,36,,,,,17,5,,11,27,,,,,,,,,,,,0,787,10,797,1156
1,10,DURANGO,5,DURANGO,5,DURANGO,312,3,757,359,,,46,,,,,23,8,,22,25,,,,,,,,,,,,2,1240,10,1252,1777
1,10,DURANGO,5,DURANGO,5,DURANGO,313,1,230,124,,,33,,,,,7,5,,3,9,,,,,,,,,,,,0,411,11,422,722
1,10,DURANGO,5,DURANGO,5,DURANGO,314,2,268,127,,,29,,,,,2,4,,9,8,,,,,,,,,,,,0,447,7,454,804
1,10,DURANGO,5,DURANGO,5,DURANGO,315,2,524,247,,,47,,,,,17,4,,22,18,,,,,,,,,,,,1,879,14,894,1377
1,10,DURANGO,5,DURANGO,5,DURANGO,316,2,411,154,,,35,,,,,17,11,,12,21,,,,,,,,,,,,0,661,1,662,1174
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,446,11,469,2218,,,17,,6,,,85,15,,,,,,,,,,,,,,,2,2810,64,2876,7369
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,450,2,137,372,,,0,,2,,,25,13,,,,,,,,,,,,,,,0,549,10,559,956
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,451,2,90,422,,,2,,5,,,28,12,,,,,,,,,,,,,,,0,559,8,567,1040
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,556,1,48,129,,,2,,0,,,0,0,,,,,,,,,,,,,,,0,179,0,179,414
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,557,1,17,73,,,2,,0,,,0,0,,,,,,,,,,,,,,,0,92,1,93,133
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,558,2,99,487,,,4,,0,,,3,3,,,,,,,,,,,,,,,0,596,10,606,1105
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,559,2,125,488,,,8,,4,,,12,3,,,,,,,,,,,,,,,3,640,9,652,1274
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,560,2,88,482,,,25,,3,,,21,2,,,,,,,,,,,,,,,1,621,18,640,1202
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,561,3,205,692,,,59,,4,,,42,2,,,,,,,,,,,,,,,1,1004,18,1023,1774
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,562,2,89,401,,,8,,0,,,13,3,,,,,,,,,,,,,,,0,514,10,524,1127
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,563,1,97,181,,,3,,1,,,2,2,,,,,,,,,,,,,,,0,286,6,292,514
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,564,2,116,271,,,12,,1,,,12,2,,,,,,,,,,,,,,,3,414,5,422,910
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,565,2,192,338,,,18,,1,,,7,1,,,,,,,,,,,,,,,0,557,15,572,989
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,566,2,133,528,,,16,,2,,,8,1,,,,,,,,,,,,,,,0,688,16,704,1252
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,567,2,145,454,,,18,,0,,,22,2,,,,,,,,,,,,,,,0,641,9,650,1365
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,568,1,22,194,,,1,,0,,,8,0,,,,,,,,,,,,,,,0,225,0,225,379
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,569,2,82,474,,,11,,2,,,16,2,,,,,,,,,,,,,,,0,587,10,597,1102
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,570,1,83,323,,,3,,0,,,9,2,,,,,,,,,,,,,,,0,420,4,424,737
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,571,3,150,573,,,12,,2,,,8,2,,,,,,,,,,,,,,,1,747,21,769,1307
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,572,2,39,355,,,3,,0,,,7,1,,,,,,,,,,,,,,,0,405,19,424,1013
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,573,2,44,344,,,4,,0,,,12,0,,,,,,,,,,,,,,,0,404,7,411,691
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,574,3,141,878,,,5,,1,,,17,5,,,,,,,,,,,,,,,0,1047,27,1074,2018
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,575,1,36,196,,,0,,0,,,9,2,,,,,,,,,,,,,,,0,243,4,247,516
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,576,1,19,155,,,1,,0,,,1,1,,,,,,,,,,,,,,,0,177,6,183,362
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,577,1,36,266,,,3,,0,,,8,0,,,,,,,,,,,,,,,0,313,7,320,669
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,578,1,68,203,,,0,,0,,,18,2,,,,,,,,,,,,,,,0,291,10,301,664
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,579,2,90,401,,,4,,1,,,11,2,,,,,,,,,,,,,,,0,509,19,528,1266
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,580,2,75,344,,,4,,0,,,7,3,,,,,,,,,,,,,,,0,433,13,446,779
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,581,3,63,660,,,45,,0,,,3,0,,,,,,,,,,,,,,,0,771,14,785,1674
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,582,2,138,463,,,6,,2,,,13,1,,,,,,,,,,,,,,,0,623,18,641,1133
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,583,2,72,510,,,4,,0,,,14,0,,,,,,,,,,,,,,,0,600,14,614,1326
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,584,2,57,337,,,14,,1,,,8,0,,,,,,,,,,,,,,,0,417,5,422,860
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,585,3,285,754,,,8,,1,,,15,6,,,,,,,,,,,,,,,0,1069,21,1090,2050
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,586,1,44,214,,,7,,1,,,10,1,,,,,,,,,,,,,,,0,277,5,282,704
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,587,1,32,180,,,5,,0,,,4,0,,,,,,,,,,,,,,,0,221,6,227,480
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,588,3,110,666,,,6,,4,,,21,4,,,,,,,,,,,,,,,0,811,29,840,1579
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,589,2,128,403,,,4,,1,,,11,3,,,,,,,,,,,,,,,0,550,11,561,1034
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,590,2,241,431,,,7,,3,,,19,3,,,,,,,,,,,,,,,0,704,11,715,1158
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,591,2,185,393,,,7,,1,,,17,5,,,,,,,,,,,,,,,0,608,17,625,1095
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,592,2,161,319,,,4,,3,,,3,0,,,,,,,,,,,,,,,0,490,4,494,1081
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,593,1,35,175,,,5,,0,,,5,1,,,,,,,,,,,,,,,0,221,2,223,543
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,594,2,88,339,,,8,,1,,,4,1,,,,,,,,,,,,,,,0,441,7,448,1048
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,595,2,57,273,,,7,,1,,,6,0,,,,,,,,,,,,,,,0,344,6,350,810
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,596,1,77,194,,,3,,0,,,5,0,,,,,,,,,,,,,,,0,279,4,283,507
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,597,3,260,667,,,20,,4,,,6,0,,,,,,,,,,,,,,,0,957,32,989,1961
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,598,2,59,277,,,5,,0,,,1,0,,,,,,,,,,,,,,,2,342,5,349,1188
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,600,3,159,557,,,10,,2,,,11,2,,,,,,,,,,,,,,,1,741,16,758,1732
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,601,3,167,640,,,3,,3,,,18,6,,,,,,,,,,,,,,,0,837,33,870,1545
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,602,1,48,178,,,1,,1,,,4,0,,,,,,,,,,,,,,,0,232,7,239,559
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,603,3,255,591,,,10,,2,,,14,11,,,,,,,,,,,,,,,0,883,10,893,1960
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,604,2,147,267,,,3,,1,,,5,1,,,,,,,,,,,,,,,0,424,8,432,897
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,605,7,201,1170,,,8,,8,,,21,17,,,,,,,,,,,,,,,0,1425,25,1450,4652
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,1416,1,19,146,,,0,,3,,,4,1,,,,,,,,,,,,,,,0,173,2,175,507
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,1417,1,20,113,,,1,,1,,,2,0,,,,,,,,,,,,,,,0,137,1,138,530
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,1418,2,51,213,,,3,,1,,,7,4,,,,,,,,,,,,,,,0,279,1,280,754
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,1419,1,32,143,,,0,,0,,,5,2,,,,,,,,,,,,,,,0,182,0,182,480
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,1420,2,42,224,,,0,,0,,,11,4,,,,,,,,,,,,,,,1,281,4,286,825
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,1421,1,67,223,,,2,,2,,,11,1,,,,,,,,,,,,,,,1,306,2,309,705
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,1422,1,32,120,,,1,,0,,,6,0,,,,,,,,,,,,,,,0,159,1,160,434
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,1423,1,58,131,,,0,,0,,,12,4,,,,,,,,,,,,,,,0,205,6,211,563
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,1424,1,25,149,,,1,,0,,,5,1,,,,,,,,,,,,,,,0,181,4,185,533
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,1425,1,19,129,,,1,,0,,,7,3,,,,,,,,,,,,,,,0,159,2,161,435
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,1426,1,29,131,,,0,,0,,,7,2,,,,,,,,,,,,,,,0,169,1,170,528
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,1427,1,39,138,,,2,,0,,,5,3,,,,,,,,,,,,,,,0,187,6,193,466
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,1428,1,61,132,,,1,,0,,,4,2,,,,,,,,,,,,,,,1,200,6,207,497
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,1429,1,27,122,,,4,,1,,,10,4,,,,,,,,,,,,,,,0,168,1,169,472
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,1430,1,39,152,,,3,,1,,,12,2,,,,,,,,,,,,,,,0,209,1,210,471
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,1431,1,42,161,,,3,,1,,,14,3,,,,,,,,,,,,,,,0,224,3,227,575
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,1432,2,52,225,,,0,,2,,,9,3,,,,,,,,,,,,,,,0,291,4,295,866
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,1433,1,40,142,,,1,,4,,,4,1,,,,,,,,,,,,,,,0,192,1,193,514
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,1434,1,57,226,,,4,,5,,,40,6,,,,,,,,,,,,,,,0,338,1,339,737
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,1435,1,56,206,,,2,,3,,,21,2,,,,,,,,,,,,,,,0,290,7,297,667
1,10,DURANGO,10,GOMEZ PALACIO,6,GOMEZ PALACIO,1438,1,36,141,,,2,,1,,,13,6,,,,,,,,,,,,,,,0,199,2,201,428
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,436,2,84,345,,,7,,1,,,19,10,,,,,,,,,,,,,,,0,466,8,474,901
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,437,2,163,539,,,4,,1,,,36,8,,,,,,,,,,,,,,,0,751,9,760,1434
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,438,3,192,735,,,11,,1,,,10,4,,,,,,,,,,,,,,,0,953,26,979,2190
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,439,10,590,2044,,,27,,6,,,90,35,,,,,,,,,,,,,,,3,2792,59,2854,7438
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,440,2,67,333,,,1,,0,,,6,6,,,,,,,,,,,,,,,0,413,10,423,792
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,441,2,85,306,,,5,,3,,,6,3,,,,,,,,,,,,,,,0,408,3,411,848
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,442,1,56,249,,,3,,3,,,16,5,,,,,,,,,,,,,,,0,332,3,335,693
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,443,4,162,876,,,12,,1,,,28,17,,,,,,,,,,,,,,,0,1096,25,1121,2723
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,444,9,356,1562,,,22,,7,,,56,25,,,,,,,,,,,,,,,0,2028,32,2060,6608
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,445,2,123,383,,,4,,2,,,14,6,,,,,,,,,,,,,,,0,532,12,544,1137
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,452,3,128,533,,,6,,4,,,24,6,,,,,,,,,,,,,,,0,701,13,714,1662
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,453,2,119,530,,,3,,1,,,10,7,,,,,,,,,,,,,,,0,670,12,682,1331
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,454,2,79,253,,,4,,1,,,7,4,,,,,,,,,,,,,,,0,348,5,353,764
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,455,2,93,326,,,0,,2,,,11,4,,,,,,,,,,,,,,,0,436,14,450,934
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,456,2,87,389,,,9,,3,,,15,4,,,,,,,,,,,,,,,0,507,8,515,1262
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,457,1,45,159,,,3,,4,,,8,3,,,,,,,,,,,,,,,0,222,7,229,556
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,458,1,40,275,,,1,,2,,,9,1,,,,,,,,,,,,,,,0,328,6,334,678
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,459,2,103,497,,,8,,3,,,14,3,,,,,,,,,,,,,,,0,628,7,635,1497
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,460,2,94,387,,,6,,0,,,13,3,,,,,,,,,,,,,,,0,503,6,509,1255
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,461,2,92,442,,,1,,4,,,20,4,,,,,,,,,,,,,,,0,563,11,574,1289
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,462,2,83,343,,,7,,1,,,16,2,,,,,,,,,,,,,,,0,452,0,452,910
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,463,2,67,284,,,7,,1,,,13,7,,,,,,,,,,,,,,,1,379,7,387,891
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,464,2,108,426,,,4,,2,,,14,14,,,,,,,,,,,,,,,1,568,17,586,1334
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,465,2,52,268,,,5,,1,,,11,3,,,,,,,,,,,,,,,0,340,4,344,808
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,466,1,54,211,,,4,,2,,,2,1,,,,,,,,,,,,,,,0,274,1,275,620
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,467,3,114,528,,,20,,3,,,21,5,,,,,,,,,,,,,,,0,691,10,701,1736
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,468,1,52,218,,,4,,0,,,2,7,,,,,,,,,,,,,,,0,283,9,292,741
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,469,2,57,241,,,8,,3,,,7,1,,,,,,,,,,,,,,,0,317,8,325,772
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,470,1,46,212,,,1,,0,,,6,1,,,,,,,,,,,,,,,0,266,4,270,520
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,471,4,234,815,,,5,,9,,,36,25,,,,,,,,,,,,,,,1,1124,17,1142,2367
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,472,3,141,556,,,4,,8,,,25,18,,,,,,,,,,,,,,,0,752,18,770,1589
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,473,2,113,493,,,8,,1,,,14,9,,,,,,,,,,,,,,,0,638,8,646,1294
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,474,2,103,440,,,2,,3,,,13,2,,,,,,,,,,,,,,,0,563,9,572,1108
1,10,DURANGO,11,GOMEZ PALACIO,6,GOMEZ PALACIO,475,2,134,338,,,4,,1,,,10,2,,,,,,,,,,,,,,,0,489,8,497,1081
