CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,PH,ES,PPG,COMUN_PRI_PVEM,COMUN_PRD_PT,COMUN_PRI_PVEM_NVA_ALIANZA,COMUN_PRD_PT_PAN,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,PRD_PT,PRD_PAN,PT_PAN,CAND_IND1,CAND_IND2,CAND_IND3,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1275,B,0,53,15,1,2,0,2,0,0,0,0,0,0,,,,,,,,,,,,0,73,7,80,208,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1276,B,6,140,21,4,4,2,1,4,1,1,1,0,0,,,,,,,,,,,,0,185,16,201,534,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1276,C01,6,113,26,6,13,0,1,3,3,0,5,0,1,,,,,,,,,,,,0,177,24,201,534,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1277,B,1,56,5,11,3,3,0,0,4,1,0,2,1,,,,,,,,,,,,0,87,7,94,197,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1278,B,0,73,69,4,6,10,12,11,0,4,2,4,1,,,,,,,,,,,,0,196,13,209,494,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1278,C01,2,66,73,3,5,10,11,20,1,1,1,0,0,,,,,,,,,,,,0,193,15,208,493,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1279,B,2,118,86,6,3,18,0,25,3,4,3,2,6,,,,,,,,,,,,0,276,13,289,708,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1279,C01,6,109,80,9,5,7,3,26,10,7,10,6,7,,,,,,,,,,,,0,285,18,303,708,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1279,C02,5,113,113,3,5,10,3,38,7,5,7,0,0,,,,,,,,,,,,0,309,23,332,708,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1279,C03,8,113,98,9,5,22,5,24,5,1,3,6,11,,,,,,,,,,,,0,310,15,325,708,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1280,B,2,128,89,7,3,24,5,32,5,3,4,6,5,,,,,,,,,,,,0,313,21,334,721,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1280,C01,0,107,122,7,5,24,4,16,6,3,12,3,4,,,,,,,,,,,,0,313,24,337,720,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1281,B,2,120,95,6,3,15,2,19,11,0,2,3,5,,,,,,,,,,,,0,283,15,298,608,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1281,C01,2,103,114,7,2,7,2,21,8,2,4,4,6,,,,,,,,,,,,1,282,20,303,608,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1281,C02,6,92,93,5,7,12,1,13,13,2,2,6,6,,,,,,,,,,,,0,258,13,271,608,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1281,C03,4,141,104,0,0,14,2,17,8,2,0,0,0,,,,,,,,,,,,0,292,10,302,608,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1282,B,1,146,56,5,7,6,0,5,1,0,1,3,4,,,,,,,,,,,,0,235,12,247,440,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1282,C01,5,172,48,3,4,2,2,1,2,0,1,3,1,,,,,,,,,,,,0,244,16,260,440,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1283,B,2,122,62,1,0,5,2,0,1,0,3,1,4,,,,,,,,,,,,3,203,13,219,412,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1283,C01,1,124,67,4,5,3,1,0,0,2,0,2,4,,,,,,,,,,,,0,213,16,229,411,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1284,B,4,150,45,1,8,6,2,1,1,0,0,4,0,,,,,,,,,,,,0,222,18,240,376,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1285,B,1,112,77,4,8,26,1,1,2,0,0,5,2,,,,,,,,,,,,0,239,18,257,506,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1286,B,0,69,94,9,4,18,1,4,5,1,1,1,6,,,,,,,,,,,,0,213,23,236,524,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1286,C01,1,77,78,7,3,8,3,2,8,0,2,2,5,,,,,,,,,,,,0,196,11,207,524,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1286,C02,0,65,94,0,1,2,3,1,6,0,1,0,0,,,,,,,,,,,,0,173,15,188,524,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1287,B,3,84,121,3,3,13,2,7,11,0,6,6,11,,,,,,,,,,,,0,270,14,284,645,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1287,C01,2,70,132,4,1,14,2,2,9,1,1,0,2,,,,,,,,,,,,0,240,7,247,645,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1288,B,2,91,84,7,4,6,2,5,8,0,6,4,4,,,,,,,,,,,,0,223,15,238,534,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1288,C01,0,87,89,2,9,6,3,2,6,0,3,6,5,,,,,,,,,,,,0,218,12,230,534,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1288,C02,1,162,100,3,25,18,3,6,2,2,12,7,3,,,,,,,,,,,,0,344,15,359,534,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1289,B,2,161,84,4,22,18,3,9,8,1,10,0,0,,,,,,,,,,,,0,322,16,338,682,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1289,C01,2,142,100,4,18,34,4,3,7,0,6,0,0,,,,,,,,,,,,0,320,8,328,681,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1289,C02,1,162,100,3,25,18,3,6,2,2,12,27,3,,,,,,,,,,,,0,364,2,366,681,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1290,B,0,58,24,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,82,2,84,186,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1291,B,0,81,75,0,3,16,0,1,1,0,0,1,0,,,,,,,,,,,,0,178,4,182,358,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1292,B,3,156,79,5,4,38,2,5,2,0,0,3,3,,,,,,,,,,,,0,300,11,311,698,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1293,B,0,126,52,5,2,0,5,2,3,0,1,1,0,,,,,,,,,,,,0,197,18,215,412,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1294,B,8,147,55,0,0,1,4,1,3,0,2,0,0,,,,,,,,,,,,0,221,15,236,380,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1294,C01,4,153,46,6,5,1,2,0,3,1,0,0,0,,,,,,,,,,,,0,221,10,231,379,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1295,B,8,178,68,7,1,5,2,3,0,0,0,5,1,,,,,,,,,,,,0,278,13,291,610,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1295,C01,0,211,40,5,0,1,1,2,1,0,0,8,0,,,,,,,,,,,,0,269,11,280,610,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1296,B,3,134,75,2,12,29,0,1,5,3,2,2,1,,,,,,,,,,,,0,269,19,288,501,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1296,C01,1,132,65,4,11,55,4,4,1,1,5,7,5,,,,,,,,,,,,0,295,7,302,500,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1297,B,3,118,115,0,4,8,0,0,2,0,2,8,8,,,,,,,,,,,,0,268,5,273,492,Acta Casilla,,,
4,12,GUERRERO,1,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1298,B,0,60,82,0,0,6,0,0,0,0,0,0,0,,,,,,,,,,,,0,148,3,151,209,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1299,B,2,110,101,6,2,17,4,1,2,0,6,4,6,,,,,,,,,,,,0,261,20,281,537,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1300,B,0,110,66,8,5,9,6,6,1,3,3,6,4,,,,,,,,,,,,0,227,14,241,467,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1300,C01,2,122,53,13,5,15,0,3,2,1,1,2,1,,,,,,,,,,,,1,220,3,224,467,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1301,B,0,89,74,4,6,30,0,3,2,0,0,4,2,,,,,,,,,,,,0,214,5,219,529,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1301,C01,4,68,46,1,7,34,0,3,3,1,1,3,4,,,,,,,,,,,,0,175,14,189,529,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1301,C02,2,93,49,8,10,26,0,5,1,0,1,4,6,,,,,,,,,,,,0,205,11,216,528,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1302,B,2,58,39,0,2,24,0,2,5,0,2,1,0,,,,,,,,,,,,0,135,5,140,501,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1302,C01,1,57,31,3,3,30,3,8,1,1,0,0,0,,,,,,,,,,,,0,138,5,143,501,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1302,C02,2,67,37,4,3,19,3,1,2,0,2,1,0,,,,,,,,,,,,0,141,13,154,501,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1302,E01,2,72,28,3,8,15,1,3,1,0,2,5,0,,,,,,,,,,,,0,140,6,146,388,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1303,B,2,74,45,4,7,34,2,4,0,0,0,2,2,,,,,,,,,,,,0,176,10,186,567,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1303,C01,2,95,38,2,3,24,0,1,0,0,0,4,0,,,,,,,,,,,,0,169,0,169,566,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1303,C02,2,80,44,2,3,35,1,4,3,0,1,3,2,,,,,,,,,,,,0,180,8,188,566,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1304,B,4,63,29,3,6,19,2,3,0,0,3,3,2,,,,,,,,,,,,0,137,15,152,510,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1304,C01,2,78,40,5,7,16,1,1,4,0,4,3,1,,,,,,,,,,,,0,162,8,170,510,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1304,C02,0,95,26,0,5,19,0,9,0,0,6,0,0,,,,,,,,,,,,0,160,15,175,510,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1305,B,1,100,61,2,3,10,13,3,0,0,3,4,4,,,,,,,,,,,,0,204,5,209,661,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1305,C01,4,89,53,2,4,12,17,6,0,0,1,2,4,,,,,,,,,,,,0,194,15,209,661,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1306,B,0,86,59,0,2,9,0,0,0,0,0,1,1,,,,,,,,,,,,0,158,1,159,283,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1306,E01,0,42,47,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,89,3,92,134,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1307,B,5,122,50,5,11,76,3,3,1,2,5,2,2,,,,,,,,,,,,0,287,15,302,619,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1307,C01,4,133,50,6,3,85,1,8,1,3,7,2,1,,,,,,,,,,,,0,304,23,327,619,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1307,C02,6,145,38,3,7,97,5,3,4,0,15,1,3,,,,,,,,,,,,0,327,22,349,618,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1308,B,2,117,59,2,4,13,0,1,0,0,0,0,0,,,,,,,,,,,,0,198,8,206,360,Acta Casilla,,,
4,12,GUERRERO,2,CHILPANCINGO DE LOS BRAVO,29,CHILPANCINGO DE LOS BRAVO,1308,E01,4,84,16,3,3,19,2,1,4,0,1,0,1,,,,,,,,,,,,0,138,6,144,321,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1309,B,0,98,162,21,3,15,2,6,1,1,15,2,12,,,,,,,,,,,,1,338,19,358,551,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1309,C01,1,83,173,31,3,16,0,4,0,0,24,1,3,,,,,,,,,,,,0,339,21,360,551,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1310,B,0,114,168,12,3,36,2,3,0,4,6,1,13,,,,,,,,,,,,0,362,6,368,549,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1310,C01,0,133,149,6,1,50,6,0,2,1,6,0,11,,,,,,,,,,,,0,365,13,378,549,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1311,B,0,154,164,12,1,59,14,5,2,1,13,2,10,,,,,,,,,,,,0,437,13,450,633,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1311,C01,1,160,156,10,1,70,5,4,4,1,8,3,5,,,,,,,,,,,,0,428,15,443,632,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1312,B,2,200,164,0,0,45,3,5,0,1,5,0,0,,,,,,,,,,,,0,425,10,435,609,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1312,C01,3,193,173,5,3,21,6,3,1,1,12,1,7,,,,,,,,,,,,0,429,11,440,609,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1313,B,3,119,213,11,2,46,7,1,2,0,6,0,0,,,,,,,,,,,,0,410,2,412,547,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1313,C01,4,110,191,7,0,71,2,4,3,0,3,0,0,,,,,,,,,,,,0,395,13,408,547,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1314,B,2,167,229,10,3,47,4,3,2,1,22,0,4,,,,,,,,,,,,0,494,13,507,716,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1314,C01,1,138,236,8,2,33,3,2,3,0,17,2,6,,,,,,,,,,,,0,451,11,462,716,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1314,C02,1,142,252,18,2,31,2,0,2,0,9,3,10,,,,,,,,,,,,0,472,18,490,715,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1315,B,0,148,169,9,0,43,5,1,1,0,1,0,9,,,,,,,,,,,,0,386,4,390,546,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1315,C01,1,189,150,15,1,26,1,2,2,0,4,2,3,,,,,,,,,,,,1,396,12,409,546,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1315,C02,1,134,147,7,3,46,1,1,2,0,2,2,1,,,,,,,,,,,,0,347,15,362,545,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1316,B,1,164,236,5,1,58,1,7,3,2,4,1,10,,,,,,,,,,,,0,493,20,513,702,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1316,C01,3,171,200,8,1,55,2,8,0,1,8,4,1,,,,,,,,,,,,0,462,14,476,701,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1316,S01,0,19,15,1,0,4,0,0,2,0,0,0,0,,,,,,,,,,,,0,41,3,44,0,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1317,B,1,181,194,23,1,15,4,9,2,0,2,3,11,,,,,,,,,,,,0,446,12,458,671,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1317,C01,1,133,228,21,0,16,1,6,2,0,2,1,11,,,,,,,,,,,,0,422,18,440,671,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1317,C02,0,135,191,31,2,30,2,9,0,2,2,0,9,,,,,,,,,,,,0,413,11,424,670,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1318,B,1,138,188,18,1,33,2,8,2,0,20,4,8,,,,,,,,,,,,0,423,27,450,740,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1318,C01,2,160,235,20,1,25,1,5,3,7,22,0,0,,,,,,,,,,,,0,481,20,501,740,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1318,C02,0,0,0,0,0,29,3,8,2,1,27,181,203,,,,,,,,,,,,1,454,17,472,740,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1319,B,0,126,208,9,2,31,2,3,4,1,35,0,7,,,,,,,,,,,,0,428,22,450,694,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1319,C01,5,138,187,10,4,3,0,2,2,1,33,1,7,,,,,,,,,,,,0,393,21,414,693,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1319,C02,1,129,216,18,3,21,1,3,1,0,35,1,7,,,,,,,,,,,,0,436,12,448,693,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1320,B,6,152,134,2,0,39,0,0,13,2,0,0,1,,,,,,,,,,,,0,349,13,362,638,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1322,B,2,142,83,9,5,5,2,4,0,0,0,1,2,,,,,,,,,,,,0,255,10,265,688,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1323,B,4,89,85,6,2,10,4,3,7,1,6,0,0,,,,,,,,,,,,0,217,7,224,543,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1323,C01,2,103,55,3,9,14,2,3,1,0,0,0,0,,,,,,,,,,,,0,192,5,197,543,Grupo Recuento,Anulada,Sentencia TEE/QSU/JIN/002  003 y 004/2015 acumulados del Tribunal Electoral del Estado de Guerrero,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1323,C02,2,82,65,6,3,25,6,8,3,0,0,0,0,,,,,,,,,,,,0,200,4,204,543,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1324,B,4,106,59,3,1,10,1,2,2,0,3,2,3,,,,,,,,,,,,0,196,0,196,539,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1324,C01,2,108,81,0,5,6,5,3,0,0,1,0,6,,,,,,,,,,,,0,217,9,226,539,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1324,S01,0,15,7,0,0,0,2,1,0,0,0,0,0,,,,,,,,,,,,0,25,1,26,0,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1325,B,0,66,2,0,0,5,1,0,2,0,1,0,0,,,,,,,,,,,,0,77,0,77,144,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1325,E01,0,80,56,0,2,2,0,0,0,0,0,0,2,,,,,,,,,,,,0,142,5,147,236,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1326,B,0,213,163,3,0,0,0,0,1,0,2,0,0,,,,,,,,,,,,0,382,7,389,610,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1326,E01,0,118,33,0,1,2,0,0,0,0,0,1,1,,,,,,,,,,,,0,156,0,156,234,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1327,B,0,10,50,27,0,4,1,0,4,0,0,0,7,,,,,,,,,,,,0,103,2,105,139,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1328,B,0,132,9,0,1,3,1,2,0,1,2,0,0,,,,,,,,,,,,0,151,4,155,394,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1328,C01,0,134,10,0,3,4,0,0,0,1,1,137,10,,,,,,,,,,,,0,300,4,304,394,Grupo Recuento,Anulada,Sentencia TEE/QSU/JIN/002  003 y 004/2015 acumulados del Tribunal Electoral del Estado de Guerrero,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1329,B,2,116,117,7,2,27,0,4,89,0,7,2,0,,,,,,,,,,,,0,373,14,387,725,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1329,C01,1,145,103,0,1,30,1,0,85,1,7,0,2,,,,,,,,,,,,0,376,20,396,725,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1330,B,1,112,88,0,0,12,2,1,109,3,5,0,0,,,,,,,,,,,,0,333,20,353,611,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1330,C01,0,130,68,4,1,11,3,0,105,0,6,0,0,,,,,,,,,,,,0,328,24,352,611,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1331,B,6,134,115,15,4,10,2,1,13,8,25,2,13,,,,,,,,,,,,0,348,27,375,494,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1331,C01,3,134,132,11,1,7,2,1,11,5,11,0,12,,,,,,,,,,,,0,330,26,356,494,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1332,B,3,118,97,7,5,15,2,1,2,1,12,1,3,,,,,,,,,,,,0,267,8,275,410,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1332,C01,1,128,64,5,1,16,0,0,4,4,13,129,5,,,,,,,,,,,,0,370,23,393,410,Acta Casilla,,,
4,12,GUERRERO,19,EDUARDO NERI,30,EDUARDO NERI,1333,B,2,48,117,0,0,0,0,0,2,1,0,2,6,,,,,,,,,,,,0,178,2,180,234,Acta Casilla,,,
