CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,NVA_ALIANZA,MORENA,PH,ES,PPG,COMUN_PRI_PVEM,COMUN_PRD_PT,COMUN_PRI_PVEM_NVA_ALIANZA,COMUN_PRD_PT_PAN,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,PRD_PT,PRD_PAN,PT_PAN,CAND_IND1,CAND_IND2,CAND_IND3,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,1,2,112,138,203,3,21,90,1,24,18,7,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,622,45,668,1372
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,2,2,78,163,116,7,20,83,3,20,4,12,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,515,31,546,1094
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,3,4,112,284,232,9,34,193,24,37,15,7,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,964,42,1006,2266
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,4,2,80,103,107,1,25,30,15,8,4,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,4,382,28,414,980
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,5,2,64,78,131,4,16,17,6,10,6,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,339,36,375,804
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,6,2,68,89,85,6,11,58,6,8,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,27,374,832
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,7,2,102,174,106,5,36,37,2,17,12,8,5,0,1,0,0,0,0,0,0,0,0,0,0,0,4,505,38,547,1351
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,8,2,88,115,90,6,17,30,7,12,4,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,380,16,398,896
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,9,2,66,76,72,11,13,30,4,6,5,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,292,17,309,804
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,10,2,44,144,92,4,15,32,10,18,5,11,3,0,5,0,0,0,0,0,0,0,0,0,0,0,2,383,24,409,957
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,11,2,41,134,70,7,20,20,4,12,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,317,28,345,974
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,12,2,63,86,124,9,16,26,18,16,4,4,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,372,16,388,962
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,13,2,83,168,148,4,32,39,5,15,11,8,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,520,31,551,1362
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,14,1,52,105,59,2,6,23,1,6,33,3,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,354,5,359,714
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,15,2,77,84,131,6,25,10,7,10,7,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,375,25,400,927
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,16,2,64,139,46,2,17,12,5,11,8,6,4,0,40,0,0,0,0,0,0,0,0,0,0,0,0,354,29,383,883
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,17,2,85,129,116,68,22,26,4,7,13,10,1,0,67,0,0,0,0,0,0,0,0,0,0,0,0,548,26,574,1061
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,18,2,93,149,218,11,66,34,6,10,23,8,4,0,8,0,0,0,0,0,0,0,0,0,0,0,7,630,49,686,1427
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,19,3,201,142,226,19,25,69,38,11,14,15,17,0,20,0,0,0,0,0,0,0,0,0,0,0,0,797,67,864,2242
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,20,2,75,192,123,7,9,56,9,16,5,8,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,513,23,536,1180
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,21,2,95,84,230,9,7,23,6,16,7,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,19,513,1388
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,22,2,125,119,230,11,13,47,11,9,2,9,6,0,5,0,0,0,0,0,0,0,0,0,0,0,12,587,25,624,1279
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,23,3,130,137,207,10,27,26,13,28,9,11,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,601,27,629,1599
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,24,2,166,121,233,96,29,67,9,29,5,8,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,776,35,811,1270
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,25,2,199,147,220,12,33,75,23,43,23,7,9,0,5,0,0,0,0,0,0,0,0,0,0,0,6,796,45,847,1382
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,26,2,138,99,152,3,14,53,19,16,6,15,7,0,3,0,0,0,0,0,0,0,0,0,0,0,1,525,29,555,1320
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,27,3,158,132,194,12,17,69,4,15,3,16,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,634,16,650,1754
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,28,2,72,200,169,11,12,64,9,16,4,8,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,575,36,611,1234
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,29,3,158,168,189,8,19,64,10,27,14,11,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,679,28,707,1715
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,30,3,136,188,162,6,26,48,15,14,9,12,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,630,25,655,1719
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,31,5,278,349,418,22,38,74,14,32,16,16,17,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1284,64,1349,3633
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,32,2,113,104,129,7,23,47,7,21,6,9,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,479,19,498,1126
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,33,3,186,144,283,50,33,73,17,23,10,15,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,842,42,884,1819
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,34,2,79,108,87,15,19,99,4,18,2,35,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0,502,31,533,1100
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,35,2,95,67,136,11,22,44,3,7,2,17,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,409,21,430,957
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,36,3,149,129,190,13,16,63,13,26,3,9,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,621,35,656,1686
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,37,2,104,135,150,9,19,59,4,26,6,8,6,0,2,0,0,0,0,0,0,0,0,0,0,0,1,528,38,567,1341
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,38,3,231,205,179,10,38,73,15,30,9,13,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,815,46,861,1926
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,39,3,321,168,214,11,37,69,8,17,11,5,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,871,28,899,1855
4,12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,40,2,163,93,138,2,17,36,4,9,7,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,481,26,509,1026
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,41,3,183,144,167,19,34,72,8,48,3,9,16,0,6,0,0,0,0,0,0,0,0,0,0,0,0,709,33,742,1636
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,42,3,119,148,171,15,28,78,16,38,9,22,6,0,5,0,0,0,0,0,0,0,0,0,0,0,1,655,40,696,1659
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,43,2,156,118,139,14,22,37,7,12,2,3,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,529,35,564,1217
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,44,2,143,129,66,4,13,42,12,14,5,2,4,0,61,0,0,0,0,0,0,0,0,0,0,0,2,495,32,529,1133
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,45,2,104,115,107,7,12,27,12,18,7,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,17,437,1054
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,46,2,122,72,85,7,14,36,4,17,10,20,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,392,24,416,858
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,47,2,126,114,116,8,23,39,5,11,3,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,26,497,1093
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,48,3,311,173,172,12,43,68,18,23,14,7,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,848,41,889,1714
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,49,2,162,87,155,8,22,58,7,21,12,3,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,545,27,572,1228
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,50,3,161,184,165,14,27,62,10,23,11,11,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,684,42,726,1536
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,51,2,185,100,161,10,25,57,11,24,10,8,6,0,4,0,0,0,0,0,0,0,0,0,0,0,1,601,38,640,1215
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,52,2,159,97,98,6,13,45,3,22,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,455,13,470,915
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,53,2,188,91,156,8,23,51,13,12,8,11,3,0,5,0,0,0,0,0,0,0,0,0,0,0,1,569,48,618,1283
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,54,2,171,93,125,12,12,73,11,23,6,18,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,558,40,598,1293
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,55,3,241,287,193,20,33,61,24,27,5,12,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,908,40,948,879
4,12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,56,2,134,126,129,6,24,47,12,24,5,5,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,521,27,548,1481
4,12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,57,2,134,138,107,17,20,57,6,17,6,11,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,522,30,552,1144
4,12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,58,1,52,64,79,3,9,28,2,14,1,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,261,13,274,492
4,12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,59,2,75,88,96,3,22,52,14,11,5,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,376,29,405,803
4,12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,60,2,106,110,155,6,21,53,7,11,4,11,3,0,6,0,0,0,0,0,0,0,0,0,0,0,1,493,23,517,1033
4,12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,61,2,112,94,139,2,12,58,16,21,5,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,1,472,29,502,1130
4,12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,62,1,66,56,74,3,6,37,7,8,2,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,268,11,279,558
4,12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,63,1,45,60,59,3,15,27,5,14,1,5,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,243,18,261,685
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,64,2,65,75,111,4,13,19,5,11,2,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,313,28,342,797
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,65,1,72,50,59,6,12,29,3,6,1,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,249,16,265,622
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,66,2,92,105,110,6,16,30,7,15,2,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,392,21,413,937
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,67,1,61,70,63,0,17,21,9,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,24,274,583
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,68,2,104,70,91,3,22,62,10,15,4,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,391,29,420,941
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,69,2,51,146,113,7,11,25,8,2,3,7,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,380,23,403,925
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,70,2,120,103,149,15,25,29,6,21,2,7,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,495,39,534,1194
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,71,2,112,129,126,1,25,43,6,22,5,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,40,522,1146
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,72,2,119,141,128,18,34,38,6,12,4,8,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,530,25,555,1211
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,73,2,109,105,67,3,27,27,10,14,8,7,7,0,63,0,0,0,0,0,0,0,0,0,0,0,0,447,29,476,951
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,74,2,96,121,163,5,11,34,6,11,3,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,461,10,471,941
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,75,2,81,61,115,11,13,28,5,16,3,7,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,344,14,359,758
4,12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,76,2,123,327,89,10,25,45,10,18,2,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,661,28,689,695
4,12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,77,2,112,87,119,10,17,46,7,19,2,11,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,441,27,468,1014
4,12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,78,1,22,26,30,1,8,13,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,4,108,240
4,12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,79,1,78,76,50,7,12,26,3,8,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,31,296,679
4,12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,80,2,167,136,143,10,32,84,5,24,9,13,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,628,34,662,1362
4,12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,81,3,165,119,94,8,22,47,8,17,2,10,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,507,19,526,1041
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,82,1,55,56,49,4,4,19,2,8,2,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,209,14,223,452
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,83,1,76,84,83,16,15,17,9,6,3,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,321,1,322,660
4,12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,84,1,77,26,29,1,12,11,5,17,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,184,2,187,492
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,85,1,90,56,81,3,9,15,7,10,2,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,13,300,651
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,86,2,113,107,140,3,17,16,6,16,6,13,5,0,4,0,0,0,0,0,0,0,0,0,0,0,2,446,10,458,978
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,87,1,87,94,115,7,9,20,7,12,1,5,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,363,20,383,748
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,88,1,69,66,50,4,9,10,5,10,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,228,9,237,439
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,89,2,168,131,105,5,24,67,6,15,7,10,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,546,35,581,1262
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,90,2,102,112,71,8,24,33,8,19,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,20,406,801
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,91,2,75,96,80,6,13,5,3,6,5,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,298,18,316,850
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,92,1,76,77,65,7,24,14,5,7,3,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,286,20,306,714
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,93,2,105,98,68,7,34,21,6,13,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,20,385,797
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,94,1,49,103,48,4,21,28,3,10,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,23,301,725
4,12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,95,1,62,69,53,3,17,17,3,12,2,6,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,250,18,268,520
4,12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,97,2,133,120,165,6,19,24,6,13,7,7,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,503,19,524,1039
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,98,2,163,271,119,12,42,39,7,28,10,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,700,38,738,428
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,99,2,166,68,62,3,43,22,8,11,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,21,417,850
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,100,2,184,128,94,6,71,50,9,25,4,9,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,584,14,598,1380
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,101,3,198,182,220,12,53,51,5,22,8,9,12,0,3,0,0,0,0,0,0,0,0,0,0,0,3,775,27,805,906
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,102,2,136,127,128,8,23,27,5,18,5,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,30,527,1244
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,103,2,154,75,76,4,30,35,12,12,8,7,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,417,19,436,773
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,104,2,217,139,133,3,41,55,11,14,5,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,636,24,661,1473
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,105,3,175,205,231,11,28,35,7,25,4,5,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,738,32,770,1573
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,106,4,306,262,255,16,77,69,8,29,13,13,9,0,7,0,0,0,0,0,0,0,0,0,0,0,2,1064,58,1124,1549
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,107,2,167,127,152,14,37,45,4,22,15,8,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,597,23,620,1298
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,108,2,206,82,100,10,46,57,11,18,11,6,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,554,31,586,1257
4,12,GUERRERO,4,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,109,2,172,109,102,17,42,47,4,7,6,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,514,21,535,1145
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,110,5,140,547,299,25,84,181,9,33,37,11,15,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1387,118,1505,3349
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,111,4,143,397,316,40,47,81,11,59,6,10,16,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1135,84,1219,2794
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,112,4,182,317,350,31,25,57,13,14,10,12,10,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1045,49,1094,2809
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,113,3,98,211,181,13,10,29,6,10,20,3,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,593,29,622,1555
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,114,8,342,494,662,67,121,83,38,55,18,31,38,0,35,0,0,0,0,0,0,0,0,0,0,0,2,1984,138,2124,5593
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,115,2,81,240,230,23,42,41,7,11,10,27,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,723,56,779,1471
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,116,3,111,235,253,59,85,31,12,12,5,17,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,843,77,920,1822
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,117,5,155,298,387,51,95,40,13,39,8,15,5,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1130,86,1216,3188
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,118,3,96,198,282,64,38,48,41,20,14,16,12,0,16,0,0,0,0,0,0,0,0,0,0,0,0,845,68,913,2165
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,119,4,168,218,300,50,43,49,14,24,20,16,7,0,9,0,0,0,0,0,0,0,0,0,0,0,4,918,75,997,2514
4,12,GUERRERO,9,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,120,3,83,194,289,22,17,26,12,5,2,5,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,665,49,714,1556
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,121,3,110,363,174,39,27,35,8,32,5,7,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,820,34,854,2158
4,12,GUERRERO,5,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,122,5,143,445,421,50,62,95,34,50,13,10,11,0,49,0,0,0,0,0,0,0,0,0,0,0,0,1383,93,1476,3691
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,123,4,116,318,198,6,38,154,13,42,29,4,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,934,75,1009,2378
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,124,3,103,209,219,15,28,138,5,23,33,6,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,788,37,825,1927
4,12,GUERRERO,8,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,125,4,196,400,220,15,41,178,8,22,21,5,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1125,61,1186,1730
