ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,AVE,PC,MORENA,ES,PAN_PRD,PRI_PVEM_NVA_ALIANZA_AVE_PC,PRI_PVEM_NVA_ALIANZA_AVE,PRI_PVEM_NVA_ALIANZA_PC,PRI_PVEM_AVE_PC,PRI_NVA_ALIANZA_AVE_PC,PVEM_NVA_ALIANZA_AVE_PC,PRI_PVEM_NVA_ALIANZA,PRI_PVEM_AVE,PRI_PVEM_PC,PRI_NVA_ALIANZA_AVE,PRI_NVA_ALIANZA_PC,PRI_AVE_PC,PVEM_NVA_ALIANZA_AVE,PVEM_NVA_ALIANZA_PC,PVEM_AVE_PC,NVA_ALIANZA_AVE_PC,PRI_PVEM,PRI_NVA_ALIANZA,PRI_AVE,PRI_PC,PVEM_NVA_ALIANZA,PVEM_AVE,PVEM_PC,NVA_ALIANZA_AVE,NVA_ALIANZA_PC,AVE_PC,CAND_IND1,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS ,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
30,VERACRUZ,13,AMATITLAN,7,13,1159,1076,72,70,71,7,18,12,10,390,20,207,1,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,36,2,1,0,0,0,0,1,0,0,23,1,3182,92,3275,6038,0.5424
30,VERACRUZ,14,AMATLAN DE LOS REYES,26,56,4146,5505,366,206,154,129,77,58,92,5263,129,134,6,1,0,1,2,0,2,9,1,0,0,0,0,0,0,0,70,1,2,5,1,2,0,2,0,16,697,1,17077,429,17507,30253,0.5787
30,VERACRUZ,16,ANGEL R. CABADA,24,46,3311,3891,1426,159,117,38,139,78,72,2742,109,588,13,2,0,0,0,0,0,4,0,0,1,0,0,0,0,0,52,2,1,0,2,0,0,3,0,1,202,6,12953,323,13282,25472,0.5214
30,VERACRUZ,18,APAZAPAN,5,6,476,493,817,10,17,53,10,9,18,329,14,75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,17,0,2345,33,2378,3315,0.7173
30,VERACRUZ,19,AQUILA,1,3,349,496,28,2,5,1,4,2,1,16,3,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,0,957,19,976,1474,0.6621
30,VERACRUZ,20,ASTACINGA,3,8,724,468,65,227,46,16,27,21,31,607,9,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,22,0,2329,117,2446,4360,0.5610
30,VERACRUZ,21,ATLAHUILCO,5,12,1288,916,540,474,59,62,69,32,29,486,14,97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,74,0,2,0,7,0,1,0,1,0,41,0,4193,204,4397,6489,0.6776
30,VERACRUZ,22,ATOYAC,16,34,1886,2337,194,127,70,55,179,27,22,2234,66,96,13,2,0,0,0,1,1,1,0,1,0,0,2,0,0,0,34,2,1,0,1,0,0,3,0,0,239,10,7594,256,7860,17048,0.4612
30,VERACRUZ,23,ATZACAN,11,24,1590,1695,651,129,168,64,60,39,93,2681,139,131,2,2,1,1,0,1,2,1,1,0,0,0,0,0,0,0,41,2,1,0,0,1,1,1,1,0,178,1,7677,218,7896,13482,0.5857
30,VERACRUZ,24,ATZALAN,34,79,3572,5921,479,268,3481,148,141,287,215,3856,93,291,10,6,1,0,0,0,9,9,1,0,1,0,1,1,0,0,150,3,18,3,2,1,0,5,3,1,147,3,19124,717,19844,34475,0.5756
30,VERACRUZ,26,AYAHUALULCO,8,24,2683,2248,161,622,69,28,59,346,38,404,27,115,4,2,1,1,0,0,0,11,0,1,1,1,1,0,0,0,43,3,8,2,1,3,0,0,0,1,29,2,6913,242,7157,15126,0.4732
30,VERACRUZ,27,BANDERILLA,9,29,2538,1299,175,158,145,160,40,544,143,4193,175,127,10,1,1,1,1,0,1,7,0,0,0,0,0,0,1,0,20,4,24,3,0,9,2,2,0,2,200,2,9986,296,10284,16650,0.6177
30,VERACRUZ,28,BENITO JUAREZ,10,21,2750,2917,521,153,88,14,72,21,26,531,13,126,8,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,41,2,0,0,1,1,1,1,0,0,19,0,7310,277,7587,10838,0.7000
30,VERACRUZ,29,BOCA DEL RIO,96,216,43438,12545,446,598,524,534,219,82,95,9963,554,2442,109,20,12,1,1,19,18,68,2,5,2,2,0,1,0,1,428,19,14,6,1,4,1,5,1,13,1524,26,73717,1446,75189,123090,0.6108
30,VERACRUZ,30,CALCAHUALCO,5,17,1308,1647,341,258,93,17,64,18,76,318,26,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,6,0,0,1,1,0,0,0,1,72,6,4420,180,4606,8100,0.5686
30,VERACRUZ,7,CAMARON DE TEJEDA,3,9,1747,971,42,39,16,5,12,9,3,224,13,114,4,0,3,2,0,0,2,1,1,0,0,0,0,0,0,0,35,0,2,0,0,0,0,0,0,0,40,0,3285,53,3338,4826,0.6915
30,VERACRUZ,31,CAMERINO Z. MENDOZA,16,39,1488,2420,1460,97,167,163,138,51,77,6850,245,183,1,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,33,5,0,0,0,1,0,1,0,2,400,5,13790,609,14404,22825,0.6311
30,VERACRUZ,208,CARLOS A. CARRILLO,20,30,2462,2987,278,124,114,50,90,46,84,1494,59,234,10,1,0,1,0,0,7,3,0,2,0,0,0,0,0,0,42,4,1,2,0,2,0,0,0,0,109,1,8206,278,8485,16922,0.5014
30,VERACRUZ,32,CARRILLO PUERTO,8,22,2393,1810,233,134,194,52,99,57,67,1687,38,109,3,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,28,3,3,1,0,0,0,1,1,1,105,7,7023,157,7187,12300,0.5843
30,VERACRUZ,33,CASTILLO DE TEAYO,15,26,1626,1919,218,169,629,61,86,38,69,1627,39,107,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,29,0,2,2,0,1,1,0,0,0,79,0,6709,241,6950,14282,0.4866
30,VERACRUZ,34,CATEMACO,24,62,3747,2480,546,987,196,165,5601,169,153,4608,217,179,33,5,0,2,1,1,10,7,0,3,2,0,2,0,1,2,36,97,5,4,50,4,2,50,2,1,221,10,19589,551,20150,34637,0.5817
30,VERACRUZ,35,CAZONES DE HERRERA,15,34,3010,3231,872,451,89,41,70,28,80,2553,22,148,14,3,1,0,0,0,6,3,0,0,0,0,0,0,0,1,127,2,0,0,0,0,1,1,1,0,75,0,10830,238,11068,18100,0.6115
30,VERACRUZ,36,CERRO AZUL,24,36,2183,1916,240,91,131,61,47,20,164,3378,285,90,7,5,0,0,1,0,1,1,1,0,0,0,0,0,0,0,26,2,0,1,1,0,0,0,0,0,152,6,8804,252,9062,18538,0.4888
30,VERACRUZ,56,CHACALTIANGUIS,10,20,1554,2352,129,61,58,35,49,37,29,814,63,95,13,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,19,1,9,0,1,0,0,0,0,0,37,1,5361,187,5549,9245,0.6002
30,VERACRUZ,57,CHALMA,9,18,717,1876,1788,349,56,15,71,9,14,451,17,291,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,88,2,1,0,3,0,0,0,0,0,15,0,5767,178,5945,9289,0.6400
30,VERACRUZ,58,CHICONAMEL,6,9,508,682,841,167,27,3,24,9,13,141,14,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,3,1,0,0,1,0,8,0,2525,95,2620,4584,0.5716
30,VERACRUZ,59,CHICONQUIACO,8,17,2097,652,293,173,205,30,39,187,132,1069,36,96,1,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,12,0,6,0,0,2,0,1,0,0,37,0,5074,173,5247,8991,0.5836
30,VERACRUZ,58,CHICONTEPEC,47,78,4009,5731,913,6784,438,458,422,142,227,3988,229,261,17,11,2,0,1,11,17,9,2,0,0,0,1,2,0,0,428,13,2,8,38,15,2,2,1,0,199,0,24383,1002,25385,38628,0.6572
30,VERACRUZ,61,CHINAMECA,13,24,825,1792,312,57,121,55,88,42,77,2365,52,79,5,3,0,0,0,0,3,2,0,0,0,0,1,0,0,0,39,10,4,0,0,0,0,1,1,0,105,0,6039,191,6230,13481,0.4621
30,VERACRUZ,62,CHINAMPA DE GOROSTIZA,10,20,1782,1357,115,1078,28,21,32,20,22,864,8,77,10,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,121,0,3,0,2,0,0,0,0,0,41,1,5589,127,5717,10193,0.5609
30,VERACRUZ,64,CHOCAMAN,7,21,2266,1590,495,173,67,72,62,39,185,1464,89,240,5,0,0,2,0,1,0,2,1,0,0,0,0,0,0,0,38,1,1,0,1,2,0,1,0,0,287,16,7084,236,7336,13050,0.5621
30,VERACRUZ,65,CHONTLA,10,19,2090,2660,207,278,90,17,56,18,16,481,12,148,4,3,0,0,0,1,4,5,0,2,0,0,0,0,0,0,71,1,2,0,3,0,0,1,0,0,43,0,6213,142,6355,9550,0.6654
30,VERACRUZ,66,CHUMATLAN,2,5,666,666,345,56,15,18,13,42,5,104,5,39,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,7,0,1991,61,2052,2817,0.7281
30,VERACRUZ,37,CITLALTEPETL,9,13,1402,1595,215,241,31,64,75,19,15,529,15,67,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,68,1,0,0,0,0,0,1,0,1,33,0,4377,92,4469,7313,0.6111
30,VERACRUZ,38,COACOATZINTLA,5,12,1491,426,183,156,103,35,24,111,66,840,76,67,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,1,1,0,0,1,0,0,0,0,17,0,3611,72,3683,6703,0.5495
30,VERACRUZ,39,COAHUITLAN,3,8,340,1653,66,65,43,8,95,83,23,644,12,27,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11,13,3,0,2,1,0,1,0,1,24,0,3118,98,3216,4940,0.6510
30,VERACRUZ,40,COATEPEC,51,117,8753,5119,721,1040,431,669,201,987,223,14696,554,412,22,9,1,2,0,1,3,19,2,3,0,1,0,0,0,1,110,4,28,2,8,10,1,7,0,1,999,58,35040,1232,36330,65327,0.5561
30,VERACRUZ,41,COATZACOALCOS,190,445,14336,18837,2840,2344,1325,1378,2278,809,595,69991,2463,842,136,24,7,4,1,11,29,55,2,5,1,1,2,3,1,0,492,104,52,9,24,24,7,14,3,1,2779,75,121829,3396,125300,244806,0.5118
30,VERACRUZ,42,COATZINTLA,29,67,3010,3893,3607,246,316,181,150,344,126,5571,168,541,42,6,0,0,1,0,4,10,0,1,0,0,0,0,0,0,50,4,8,4,4,3,1,4,1,0,437,21,18733,450,19204,37552,0.5114
30,VERACRUZ,43,COETZALA,2,3,202,204,33,195,7,6,6,9,9,278,3,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,4,0,0,0,0,0,0,0,20,0,1028,41,1069,1619,0.6603
30,VERACRUZ,44,COLIPA,6,10,173,394,1532,19,15,6,26,83,8,478,9,61,1,1,0,0,0,1,0,3,0,1,0,0,0,0,0,0,4,2,7,0,0,0,0,0,0,0,14,0,2838,48,2886,4420,0.6529
30,VERACRUZ,45,COMAPA,10,24,2722,3557,82,1282,74,61,62,20,23,493,18,63,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,76,3,6,0,3,2,0,1,1,1,111,1,8666,320,8987,13969,0.6434
30,VERACRUZ,46,CORDOBA,114,268,20621,20174,1045,1025,736,799,413,481,432,24607,945,807,43,10,6,5,1,0,10,35,6,2,2,1,1,1,1,0,389,15,25,12,4,5,0,7,3,2,7828,96,80499,2573,83168,150945,0.5509
30,VERACRUZ,47,COSAMALOAPAN,41,86,6513,6062,637,1463,243,247,108,76,119,4514,204,505,27,6,3,5,3,2,5,15,2,1,1,0,0,0,0,1,221,9,7,5,7,1,2,1,0,1,297,7,21313,731,22051,43362,0.5085
30,VERACRUZ,48,COSAUTLAN DE CARVAJAL,9,20,2537,857,151,127,132,38,56,252,46,1341,74,173,3,1,1,0,0,0,3,5,1,0,0,0,1,0,0,0,17,1,8,0,2,2,0,0,2,0,66,4,5897,291,6192,10839,0.5713
30,VERACRUZ,49,COSCOMATEPEC,22,58,4079,5118,2068,338,318,150,124,55,301,2605,122,1028,8,4,1,0,0,0,7,9,1,0,0,0,1,0,0,0,133,3,4,7,3,3,2,5,3,0,385,7,16885,660,17552,33822,0.5189
30,VERACRUZ,50,COSOLEACAQUE,68,159,6167,7675,1754,505,438,371,812,234,245,19426,619,581,50,30,3,0,1,8,25,25,3,3,2,0,1,1,1,0,184,81,10,6,6,3,2,9,1,1,632,33,39915,1323,41271,86612,0.4765
30,VERACRUZ,51,COTAXTLA,14,30,4904,2782,174,55,68,35,40,203,27,1146,38,330,12,2,0,0,0,0,1,5,0,0,0,1,0,0,0,0,42,2,24,2,1,1,0,2,0,1,119,2,10017,211,10230,15788,0.6479
30,VERACRUZ,52,COXQUIHUI,9,18,2468,3370,179,87,64,20,48,141,9,354,6,136,9,2,0,0,0,2,0,7,1,0,0,0,2,0,0,1,45,4,37,0,1,1,0,2,0,0,20,0,7016,163,7179,10277,0.6993
30,VERACRUZ,53,COYUTLA,11,27,2405,4987,698,188,59,30,59,456,29,1054,11,280,6,2,2,2,0,2,2,5,0,1,1,0,0,0,0,1,45,7,8,0,1,2,0,6,0,2,35,0,10386,308,10694,15464,0.6915
30,VERACRUZ,54,CUICHAPA,7,14,1360,2111,87,46,56,49,17,14,20,1265,15,69,2,1,1,2,0,0,4,2,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,1,1,88,1,5228,133,5362,8649,0.6199
30,VERACRUZ,55,CUITLAHUAC,16,35,2158,2449,222,138,102,68,110,158,179,3544,64,97,10,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,29,1,4,3,2,1,2,5,1,0,385,3,9736,295,10034,19927,0.5035
30,VERACRUZ,207,EL HIGO,16,28,1641,2287,182,926,45,32,80,66,38,2152,31,92,7,3,2,0,0,0,4,10,1,2,0,0,0,0,0,0,218,1,3,0,2,3,0,1,0,0,54,0,7883,193,8076,14145,0.5709
30,VERACRUZ,67,EMILIANO ZAPATA,35,84,6673,4205,1132,392,676,394,162,132,183,8571,437,646,33,7,0,1,0,2,1,16,1,1,0,1,0,0,0,0,67,4,0,4,1,1,0,3,0,0,496,45,24242,649,24936,46104,0.5409
30,VERACRUZ,68,ESPINAL,14,35,2844,3654,1000,141,84,50,90,1246,37,1229,20,303,7,5,1,1,0,0,3,6,1,0,0,1,0,0,0,0,36,6,69,1,3,3,0,9,1,0,60,1,10911,289,11201,18440,0.6074
30,VERACRUZ,69,FILOMENO MATA,5,15,1303,3278,145,81,63,753,55,174,14,252,16,110,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,52,2,3,0,0,0,0,0,0,0,16,0,6326,130,6456,8861,0.7286
30,VERACRUZ,70,FORTIN,27,78,5911,4102,647,406,316,241,115,109,271,8382,480,229,11,3,1,1,0,0,4,13,2,0,1,0,0,0,0,0,107,12,0,2,0,1,1,2,2,0,2380,46,23752,830,24628,46164,0.5335
30,VERACRUZ,71,GUTIERREZ ZAMORA,23,36,2110,3042,927,116,126,87,92,53,193,1914,180,181,12,0,0,0,0,0,7,3,0,1,0,0,1,0,0,0,31,4,1,4,1,0,0,1,1,0,156,7,9244,198,9449,17757,0.5321
30,VERACRUZ,72,HIDALGOTITLAN,12,27,2247,2348,196,595,73,25,33,40,21,833,16,156,4,1,1,0,0,0,0,3,0,1,0,0,0,0,0,0,43,1,3,0,1,0,0,0,0,0,41,0,6682,164,6846,12120,0.5649
30,VERACRUZ,73,HUATUSCO,26,70,6336,4328,300,374,244,588,141,125,176,6284,247,359,17,2,1,0,0,0,6,4,0,0,0,0,0,1,0,0,101,14,4,8,2,0,1,5,1,1,936,20,20606,834,21460,39093,0.5489
30,VERACRUZ,74,HUAYACOCOTLA,18,31,1584,2991,1022,159,104,60,63,380,38,875,36,132,17,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,41,4,9,0,2,0,0,2,0,0,49,0,7573,364,7937,13270,0.5981
30,VERACRUZ,75,HUEYAPAN DE OCAMPO,27,55,1951,2021,417,409,183,138,4458,125,131,3402,479,97,19,9,1,1,0,1,21,7,3,10,0,0,1,0,0,0,39,134,4,0,32,1,0,26,5,3,141,18,14269,619,14906,29224,0.5101
30,VERACRUZ,76,HUILOAPAN DE CUAUHTEMOC,4,9,555,383,76,15,29,35,15,19,38,1180,32,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,1,0,0,85,1,2491,96,2588,4862,0.5323
30,VERACRUZ,77,IGNACIO DE LA LLAVE,16,26,3065,2890,120,71,56,100,76,9,24,365,17,204,4,2,0,0,0,1,8,8,0,0,0,1,0,0,0,0,97,0,0,1,0,1,1,0,1,0,52,1,7174,244,7419,12802,0.5795
30,VERACRUZ,78,ILAMATLAN,13,21,911,997,369,266,444,1565,68,76,35,234,12,27,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20,1,1,0,1,0,1,0,1,0,15,0,5048,318,5366,8492,0.6319
30,VERACRUZ,79,ISLA,17,49,3969,4292,487,123,406,95,64,249,89,1566,74,358,11,2,0,0,0,0,2,5,1,0,0,0,0,0,0,0,50,9,2,0,0,1,0,0,0,0,293,25,12148,451,12624,28482,0.4432
30,VERACRUZ,80,IXCATEPEC,8,15,1278,1245,1796,188,89,21,105,11,26,725,10,88,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42,2,0,0,3,2,0,1,0,0,28,0,5662,113,5775,8784,0.6574
30,VERACRUZ,81,IXHUACAN DE LOS REYES,5,14,2228,1347,285,192,36,10,26,121,12,289,15,52,3,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,39,0,17,0,0,1,0,0,2,0,23,1,4703,152,4856,7353,0.6604
30,VERACRUZ,82,IXHUATLAN DE MADERO,33,61,3590,10348,2208,1033,365,82,158,189,205,2231,57,331,20,3,2,1,0,1,6,8,2,1,0,0,1,0,0,0,155,14,8,9,6,4,2,1,2,2,193,6,21238,749,21993,32653,0.6735
30,VERACRUZ,83,IXHUATLAN DEL CAFE,11,25,2228,2016,382,236,103,103,32,39,49,1839,75,226,3,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,67,3,1,0,1,0,0,2,0,0,218,3,7629,272,7904,15156,0.5215
30,VERACRUZ,84,IXHUATLAN DEL SURESTE,8,21,450,1117,1316,78,51,36,30,25,34,2598,56,109,8,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,15,1,1,1,0,0,0,1,0,0,74,0,6006,153,6159,11935,0.5160
30,VERACRUZ,85,IXHUATLANCILLO,7,23,1036,1118,776,111,110,84,70,38,173,2236,184,192,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,29,3,3,2,0,0,0,0,3,0,240,1,6414,317,6732,14031,0.4799
30,VERACRUZ,86,IXMATLAHUACAN,7,11,1392,872,37,39,32,13,25,5,22,292,19,58,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,31,1,2856,84,2941,4978,0.5908
30,VERACRUZ,87,IXTACZOQUITLAN,32,75,4457,4290,848,356,352,207,172,90,346,8599,436,227,16,1,3,1,0,0,7,8,0,0,0,0,0,0,0,0,90,6,2,6,0,0,0,2,0,3,989,26,21514,719,22259,44826,0.4966
30,VERACRUZ,88,JALACINGO,18,47,4341,4060,657,239,922,137,89,299,253,1277,101,258,3,0,1,0,0,0,1,11,1,1,0,0,1,0,0,1,68,0,12,3,0,7,1,5,2,0,196,9,12947,458,13414,25084,0.5349
30,VERACRUZ,90,JALCOMULCO,4,8,615,295,704,14,13,9,4,9,6,263,3,100,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,11,2,2053,17,2072,4030,0.5141
30,VERACRUZ,91,JALTIPAN,33,58,2604,3201,332,227,135,100,232,135,66,7018,78,185,40,13,2,0,1,2,7,8,1,2,1,0,1,0,0,0,60,18,5,0,4,3,1,1,2,0,226,2,14711,266,14979,29844,0.5019
30,VERACRUZ,92,JAMAPA,8,16,2200,1451,72,110,40,21,26,9,14,473,20,137,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,1,0,0,27,0,4643,115,4758,8384,0.5676
30,VERACRUZ,93,JESUS CARRANZA,22,45,1471,2655,534,242,84,70,89,69,62,2141,34,158,12,0,0,2,0,0,4,5,0,1,1,0,0,0,0,1,53,1,3,1,0,0,0,0,1,0,47,2,7741,276,8019,18667,0.4296
30,VERACRUZ,94,JILOTEPEC,9,19,1373,1300,134,73,208,59,32,105,184,1731,175,79,6,0,2,0,0,1,1,6,0,1,0,0,0,0,0,0,10,0,11,1,0,0,0,0,1,0,89,2,5582,177,5761,10862,0.5304
30,VERACRUZ,79,JOSE AZUETA,19,35,2334,2931,286,117,127,71,67,57,67,1666,38,99,3,1,0,0,0,0,1,2,1,1,0,0,0,0,0,0,43,2,4,0,0,0,0,1,0,1,117,5,8037,314,8356,18038,0.4632
30,VERACRUZ,79,JUAN RODRIGUEZ CLARA,22,47,4135,5334,453,76,163,56,55,132,31,1760,35,429,19,2,2,0,0,0,7,18,0,0,0,0,0,0,0,0,84,4,3,1,0,1,0,2,0,0,96,7,12898,344,13249,25551,0.5185
30,VERACRUZ,96,JUCHIQUE DE FERRER,18,27,1229,918,663,103,246,37,72,1011,73,1395,141,239,9,7,0,0,0,0,0,12,1,3,0,1,0,0,0,0,23,2,102,1,0,18,0,5,0,0,34,3,6345,236,6584,11987,0.5493
30,VERACRUZ,17,LA ANTIGUA,21,40,5293,2189,189,91,173,97,26,62,319,2602,110,212,26,7,0,0,0,0,1,8,1,0,1,0,0,0,0,0,36,0,2,3,1,1,0,0,0,1,236,25,11687,248,11960,23037,0.5192
30,VERACRUZ,128,LA PERLA,8,25,3049,2584,362,77,76,26,82,19,54,344,35,219,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,49,2,0,0,0,0,0,0,0,0,70,0,7051,226,7277,13225,0.5502
30,VERACRUZ,97,LANDERO Y COSS,2,3,354,44,76,41,35,5,3,79,2,134,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,792,10,803,1525,0.5266
30,VERACRUZ,63,LAS CHOAPAS,43,108,3037,5458,670,2354,430,216,165,98,153,7083,178,306,17,1,3,1,0,2,2,7,3,1,0,1,0,0,0,0,182,4,3,2,4,2,2,1,2,0,252,21,20640,939,21600,54673,0.3951
30,VERACRUZ,108,LAS MINAS,2,4,514,338,19,7,17,81,7,14,9,199,4,19,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,1243,30,1273,1952,0.6522
30,VERACRUZ,137,LAS VIGAS DE RAMIREZ,8,19,2388,815,99,61,153,111,62,183,197,1496,112,57,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7,1,4,2,2,3,0,3,1,0,100,1,5863,165,6029,11837,0.5093
30,VERACRUZ,98,LERDO DE TEJADA,16,29,3000,1458,204,114,32,124,100,22,18,2076,28,322,6,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,38,3,3,0,0,3,0,1,0,0,131,0,7689,203,7892,15320,0.5151
