CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRD,PT,PVEM,MC,PAC,PS,MORENA,ES,PRI_PVEM_NVA_ALIANZA,PRI_NVA_ALIANZA,CAND_IND2,CAND_IND3,CAND_IND4,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
4,29,TLAXCALA,13,ZACATELCO,44,ZACATELCO,601,C01,36,42,7,,9,45,24,184,37,24,,,,,0,408,14,422,619,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_13.pdf,
4,29,TLAXCALA,13,ZACATELCO,44,ZACATELCO,601,C02,38,53,6,,12,43,14,187,25,37,,,,,0,415,15,430,619,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_13.pdf,
4,29,TLAXCALA,13,ZACATELCO,44,ZACATELCO,601,C03,39,50,3,,6,53,19,182,32,34,,,,,1,419,13,432,619,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_13.pdf,
4,29,TLAXCALA,13,ZACATELCO,48,SANTA CATARINA AYOMETLA,602,B,100,87,7,,18,87,6,40,37,45,,,,,0,427,13,440,589,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_13.pdf,
4,29,TLAXCALA,13,ZACATELCO,48,SANTA CATARINA AYOMETLA,602,C01,121,128,11,,12,51,1,43,30,30,,,,,0,427,12,439,589,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_13.pdf,
4,29,TLAXCALA,13,ZACATELCO,48,SANTA CATARINA AYOMETLA,602,C02,130,98,7,,9,52,4,49,31,17,,,,,2,399,28,427,588,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_13.pdf,
4,29,TLAXCALA,13,ZACATELCO,48,SANTA CATARINA AYOMETLA,603,B,204,89,35,,17,18,1,20,35,38,,,,,0,457,0,457,635,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_13.pdf,
4,29,TLAXCALA,13,ZACATELCO,48,SANTA CATARINA AYOMETLA,603,C01,159,93,30,,11,40,7,41,58,12,,,,,0,451,25,476,635,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_13.pdf,
4,29,TLAXCALA,13,ZACATELCO,48,SANTA CATARINA AYOMETLA,604,B,168,127,11,,14,55,3,25,35,29,,,,,1,468,14,482,642,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_13.pdf,
4,29,TLAXCALA,13,ZACATELCO,48,SANTA CATARINA AYOMETLA,604,C01,135,122,35,,15,51,2,30,49,42,,,,,0,481,21,502,641,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_13.pdf,
4,29,TLAXCALA,13,ZACATELCO,48,SANTA CATARINA AYOMETLA,604,C02,164,108,5,,14,63,6,28,31,39,,,,,0,458,19,477,641,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_13.pdf,
4,29,TLAXCALA,13,ZACATELCO,48,SANTA CATARINA AYOMETLA,604,C03,145,92,16,,12,67,7,32,64,39,,,,,0,474,22,496,641,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_13.pdf,
4,29,TLAXCALA,13,ZACATELCO,48,SANTA CATARINA AYOMETLA,605,B,81,99,13,,15,56,6,39,18,49,,,,,0,376,11,387,547,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_13.pdf,
4,29,TLAXCALA,13,ZACATELCO,48,SANTA CATARINA AYOMETLA,605,C01,92,102,17,,8,51,3,45,18,46,,,,,0,382,11,393,547,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_13.pdf,
4,29,TLAXCALA,13,ZACATELCO,59,SAN LORENZO AXOCOMANITLA,586,B,119,129,10,,38,28,2,44,22,64,,,,,0,456,13,469,611,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_13.pdf,
4,29,TLAXCALA,13,ZACATELCO,59,SAN LORENZO AXOCOMANITLA,586,C01,149,125,11,,36,35,6,33,28,79,,,,,0,502,14,516,610,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_13.pdf,
4,29,TLAXCALA,13,ZACATELCO,59,SAN LORENZO AXOCOMANITLA,586,C02,138,123,11,,41,22,4,30,24,66,,,,,0,459,31,490,610,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_13.pdf,
4,29,TLAXCALA,13,ZACATELCO,59,SAN LORENZO AXOCOMANITLA,587,B,108,131,4,,45,31,2,49,31,67,,,,,0,468,17,485,604,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_13.pdf,
4,29,TLAXCALA,13,ZACATELCO,59,SAN LORENZO AXOCOMANITLA,587,C01,80,120,6,,56,28,4,57,47,71,,,,,1,470,26,496,603,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_13.pdf,
4,29,TLAXCALA,13,ZACATELCO,59,SAN LORENZO AXOCOMANITLA,587,C02,109,112,3,,36,36,4,54,48,60,,,,,1,463,25,488,603,Recuento,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20Recuento/Actas_Nuevo_Escru_13.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,19,TEPETITLA DE LARDIZABAL,284,B,104,78,7,,0,29,75,31,6,101,,,,,0,431,29,460,685,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,19,TEPETITLA DE LARDIZABAL,284,C01,108,86,6,,0,21,66,47,12,113,,,,,0,459,12,471,684,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,19,TEPETITLA DE LARDIZABAL,285,B,106,83,11,,0,5,76,34,7,72,,,,,0,394,26,420,655,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,19,TEPETITLA DE LARDIZABAL,285,C01,99,87,10,,0,12,78,42,11,90,,,,,0,429,30,459,655,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,19,TEPETITLA DE LARDIZABAL,286,B,98,87,11,,0,29,61,49,10,114,,,,,0,459,15,474,686,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,19,TEPETITLA DE LARDIZABAL,286,C01,98,87,11,,0,29,61,49,10,114,,,,,0,459,15,474,686,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,19,TEPETITLA DE LARDIZABAL,286,C02,76,91,18,,0,23,63,44,13,126,,,,,0,454,22,476,686,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,19,TEPETITLA DE LARDIZABAL,287,B,71,63,7,,0,26,44,40,0,117,,,,,0,368,25,393,593,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,19,TEPETITLA DE LARDIZABAL,287,C01,85,60,10,,0,19,31,28,11,99,,,,,0,343,25,368,592,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,19,TEPETITLA DE LARDIZABAL,287,C02,73,64,13,,0,35,43,44,9,93,,,,,0,374,23,397,592,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,19,TEPETITLA DE LARDIZABAL,288,B,74,37,26,,0,20,26,54,29,100,,,,,0,366,31,397,667,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,19,TEPETITLA DE LARDIZABAL,288,C01,53,47,20,,0,20,31,85,22,85,,,,,0,363,24,387,666,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,19,TEPETITLA DE LARDIZABAL,288,C02,64,48,25,,0,33,23,66,35,106,,,,,0,400,30,430,666,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,19,TEPETITLA DE LARDIZABAL,288,C03,45,69,26,,0,17,24,70,31,75,,,,,0,357,0,357,666,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,19,TEPETITLA DE LARDIZABAL,289,B,42,39,19,,0,29,17,45,32,102,,,,,0,325,22,347,509,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,19,TEPETITLA DE LARDIZABAL,289,C01,40,40,16,,0,19,17,65,39,82,,,,,0,318,38,356,509,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,19,TEPETITLA DE LARDIZABAL,289,C02,67,49,20,,0,16,22,61,29,82,,,,,0,346,20,366,508,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,19,TEPETITLA DE LARDIZABAL,290,B,88,91,23,,0,16,34,83,26,80,,,,,0,441,30,471,632,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,19,TEPETITLA DE LARDIZABAL,290,C01,105,102,17,,0,20,25,71,17,85,,,,,0,442,16,458,631,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,19,TEPETITLA DE LARDIZABAL,290,C02,86,120,23,,0,28,27,80,10,78,,,,,0,452,22,474,631,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,19,TEPETITLA DE LARDIZABAL,290,C03,84,90,11,,0,32,40,59,21,102,,,,,1,440,27,467,631,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,19,TEPETITLA DE LARDIZABAL,291,B,80,108,10,,0,11,53,53,10,104,,,,,0,429,31,460,545,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,318,B,9,33,26,,0,51,81,23,3,64,,,,,0,290,8,298,422,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,318,C01,5,40,34,,0,40,101,16,2,34,,,,,0,272,9,281,421,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,318,S01,0,0,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,No instalada,,,,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,319,B,18,57,27,,0,66,85,24,3,96,,,,,0,376,21,397,635,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,319,C01,29,72,36,,0,49,70,28,9,90,,,,,2,385,17,402,635,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,319,C02,32,76,29,,0,60,45,20,4,94,,,,,0,360,16,376,635,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,319,C03,30,66,44,,0,73,68,22,3,112,,,,,1,419,12,431,634,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,320,B,25,91,21,,0,62,49,41,1,116,,,,,0,406,11,417,554,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,321,B,53,93,23,,0,73,49,29,3,96,,,,,0,419,23,442,707,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,322,B,12,98,23,,0,45,69,17,5,99,,,,,12,380,10,390,529,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,322,C01,14,84,26,,0,39,69,30,5,90,,,,,0,357,9,366,529,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,323,B,21,31,7,,0,38,19,29,3,64,,,,,1,213,23,236,557,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,323,C01,24,45,12,,0,43,20,28,6,82,,,,,0,260,26,286,556,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,323,C02,9,36,9,,0,37,23,45,4,81,,,,,0,244,23,267,556,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,324,B,57,40,16,,0,52,52,36,0,147,,,,,0,400,34,434,629,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,325,B,0,0,0,,0,0,0,0,0,0,,,,,0,0,0,0,658,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,325,C01,60,61,6,,0,40,44,36,3,110,,,,,0,360,39,399,658,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,326,B,29,99,12,,0,36,58,42,8,139,,,,,0,423,33,456,693,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,326,C01,30,97,11,,0,38,65,56,5,135,,,,,0,437,20,457,692,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,326,C02,38,101,17,,0,39,60,48,4,140,,,,,0,447,34,481,692,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,327,B,45,52,25,,0,53,52,21,0,120,,,,,0,368,14,382,552,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,327,C01,51,74,11,,0,43,47,21,2,120,,,,,0,369,11,380,551,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,327,C02,45,73,7,,0,45,41,14,4,107,,,,,0,336,19,355,551,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,328,B,13,24,27,,0,63,21,19,4,89,,,,,0,260,11,271,410,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,328,C01,11,30,35,,0,68,24,17,2,81,,,,,0,268,10,278,409,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,329,B,49,84,28,,0,41,48,40,7,191,,,,,0,488,23,511,719,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,329,C01,40,84,32,,0,55,54,39,14,158,,,,,0,476,29,505,718,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
4,29,TLAXCALA,14,SANTA MARIA NATIVITAS,23,NATIVITAS,330,B,29,81,24,,0,24,67,29,10,111,,,,,0,375,25,400,558,Acta casilla,,,http://www.itetlax.org.mx/wp-content/uploads/2016/Transparencia/ART67_ITE/Computos%20Totales_i/Computos_Totales_Diputados_Locales/Actas%20de%20Escrutinio%20y%20computo/AEYC_Distrito_14.pdf,
