ID_ESTADO,NOMBRE_ESTADO,DISTRITOS_LOCALES,MUNICIPIOS,SECCIONES,CASILLAS,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,OBSERVACIONES,RUTA_ACTA
14,JALISCO,20,125,3545,9807,369226,575256,35349,96626,69795,1352258,68540,709984,45045,18492,7042,1016,4641,3353270,2731,109375,3465376,5911042,,
