CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NVA_ALIANZA,AVE,PC,MORENA,ES,PAN_PRD,PRI_PVEM_NVA_ALIANZA_AVE,PRI_PVEM_NVA_ALIANZA,PRI_PVEM_AVE,PRI_NVA_ALIANZA_AVE,PVEM_NVA_ALIANZA_AVE,PRI_PVEM,PRI_NVA_ALIANZA,PRI_AVE,PVEM_NVA_ALIANZA,PVEM_AVE,NVA_ALIANZA_AVE,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF ,OBSERVACIONES,RUTA_ACTA,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,36,CERRO AZUL,671,B,34,35,7,2,2,4,0,2,4,81,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,,,,,,,,,,,,,,0,173,5,178,431,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,36,CERRO AZUL,671,C01,37,38,5,2,2,0,2,0,4,77,17,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,0,185,4,189,431,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,36,CERRO AZUL,672,B,72,48,10,2,6,0,3,2,6,102,31,3,0,0,0,0,0,2,0,0,0,0,0,,4,,,,,,,,,,,,,,0,291,9,300,663,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,36,CERRO AZUL,672,C01,63,60,15,7,4,3,5,1,7,119,27,7,0,0,0,0,0,2,0,0,1,0,0,,0,,,,,,,,,,,,,,0,321,12,333,662,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,36,CERRO AZUL,673,B,68,61,6,3,5,0,1,0,0,51,14,3,0,0,0,0,0,6,0,0,0,0,0,,3,,,,,,,,,,,,,,0,221,4,225,509,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,36,CERRO AZUL,673,C01,79,49,8,4,5,4,3,0,3,74,15,5,0,0,0,0,0,4,0,0,0,0,0,,1,,,,,,,,,,,,,,0,254,5,259,509,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,36,CERRO AZUL,674,B,18,51,11,2,4,0,2,1,5,70,12,1,0,0,0,0,0,1,0,0,0,0,0,,0,,,,,,,,,,,,,,0,178,5,183,379,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,36,CERRO AZUL,674,C01,31,39,6,0,2,5,1,1,3,93,16,2,1,0,0,0,0,0,0,0,0,0,0,,4,,,,,,,,,,,,,,0,204,4,208,378,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,36,CERRO AZUL,675,B,58,72,12,0,3,5,3,2,10,141,42,0,0,0,0,0,0,1,0,0,0,0,0,,3,,,,,,,,,,,,,,0,352,5,357,736,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,36,CERRO AZUL,676,B,72,71,12,0,3,2,0,0,7,114,24,3,1,0,0,0,0,1,0,0,0,0,0,,4,,,,,,,,,,,,,,0,314,6,320,723,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,36,CERRO AZUL,677,B,66,38,6,1,2,2,0,0,0,48,36,3,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,,,,0,203,7,210,427,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,36,CERRO AZUL,678,B,53,41,2,4,0,1,1,0,3,49,6,2,0,0,0,0,0,1,0,0,0,0,0,,1,,,,,,,,,,,,,,0,164,3,167,425,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,36,CERRO AZUL,678,C01,55,38,7,5,3,0,4,2,1,52,9,3,0,0,0,0,0,0,0,0,0,0,0,,7,,,,,,,,,,,,,,0,186,3,189,424,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,36,CERRO AZUL,679,B,75,88,12,5,4,5,4,1,25,104,16,5,0,0,0,0,0,0,0,0,0,0,0,,5,,,,,,,,,,,,,,0,349,9,358,697,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,36,CERRO AZUL,680,B,43,47,9,3,4,3,1,2,5,136,44,1,0,0,0,0,0,0,0,0,0,0,0,,2,,,,,,,,,,,,,,0,300,13,313,620,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,36,CERRO AZUL,680,C01,41,41,6,2,4,3,0,0,6,129,45,1,0,0,0,0,0,0,0,0,0,0,0,,2,,,,,,,,,,,,,,0,280,14,294,620,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,36,CERRO AZUL,681,B,30,38,10,6,3,1,3,0,2,91,39,2,0,0,0,0,0,0,0,0,0,0,0,,3,,,,,,,,,,,,,,0,228,0,228,480,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,36,CERRO AZUL,682,B,21,66,7,3,3,3,0,0,2,79,26,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,,,,1,211,5,217,407,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,36,CERRO AZUL,682,C01,15,43,7,6,0,3,1,0,0,107,21,1,0,0,0,0,0,0,0,0,0,0,0,,3,,,,,,,,,,,,,,0,207,3,210,406,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,36,CERRO AZUL,683,B,17,21,5,2,1,2,1,0,6,46,14,2,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,0,117,8,125,223,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,36,CERRO AZUL,684,B,41,51,7,5,4,6,4,1,4,86,33,0,0,0,0,0,0,0,0,0,0,0,0,,3,,,,,,,,,,,,,,1,245,5,251,497,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,36,CERRO AZUL,685,B,46,58,4,6,5,4,2,5,1,154,34,3,0,0,1,0,0,1,0,0,0,0,0,,5,,,,,,,,,,,,,,0,329,16,345,718,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,36,CERRO AZUL,686,B,37,40,14,2,2,1,3,3,34,78,18,0,0,0,0,0,0,1,0,0,0,0,0,,0,,,,,,,,,,,,,,0,233,8,241,513,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,36,CERRO AZUL,687,B,40,67,17,3,8,3,2,0,11,129,32,4,0,0,0,0,0,0,0,0,0,0,0,,4,,,,,,,,,,,,,,0,320,12,332,676,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,36,CERRO AZUL,688,B,46,60,14,2,2,2,1,1,5,97,36,2,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,0,268,5,273,629,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,36,CERRO AZUL,688,C01,43,50,15,6,4,1,1,0,9,95,30,1,0,0,0,0,0,0,0,0,0,0,0,,5,,,,,,,,,,,,,,0,260,10,270,629,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,36,CERRO AZUL,689,B,37,45,8,3,1,0,3,4,8,76,26,3,0,0,0,0,0,0,0,0,0,0,0,,7,,,,,,,,,,,,,,0,221,0,221,485,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,36,CERRO AZUL,689,C01,42,31,5,5,1,2,1,0,4,88,43,2,0,0,0,0,0,0,0,0,0,0,0,,5,,,,,,,,,,,,,,0,229,11,240,485,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,36,CERRO AZUL,690,B,88,68,13,4,1,2,4,3,8,66,28,6,0,0,0,0,0,1,0,0,0,0,0,,5,,,,,,,,,,,,,,0,297,10,307,651,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,36,CERRO AZUL,690,C01,96,61,20,5,4,3,2,2,17,61,23,6,0,0,0,0,0,0,0,0,0,1,0,,2,,,,,,,,,,,,,,0,303,12,315,650,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,36,CERRO AZUL,691,B,54,23,6,1,3,2,2,0,4,65,28,1,0,1,0,0,0,2,0,0,0,0,0,,4,,,,,,,,,,,,,,0,196,11,207,415,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,36,CERRO AZUL,692,B,110,25,7,4,8,0,0,1,12,22,8,0,0,0,1,0,0,2,1,0,0,0,0,,3,,,,,,,,,,,,,,0,204,0,204,420,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,36,CERRO AZUL,692,E01,46,57,4,1,2,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,0,115,8,123,166,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,36,CERRO AZUL,693,B,127,80,10,4,6,1,6,0,14,36,7,1,0,0,0,1,0,0,0,0,0,0,0,,5,,,,,,,,,,,,,,0,298,12,310,513,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,36,CERRO AZUL,694,B,64,61,8,5,4,1,4,0,2,47,34,1,0,0,0,0,0,0,1,0,0,0,0,,2,,,,,,,,,,,,,,1,234,9,244,471,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,36,CERRO AZUL,694,C01,53,79,7,5,0,2,0,0,2,46,25,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,0,219,0,219,470,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1623,B,51,89,67,8,3,4,6,5,2,72,3,4,0,0,0,0,0,4,0,0,0,0,0,,2,,,,,,,,,,,,,,1,320,20,341,630,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1623,C01,25,101,64,6,3,2,2,11,2,88,2,3,0,0,0,0,0,0,0,0,0,0,0,,2,,,,,,,,,,,,,,0,311,19,330,630,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1623,C02,46,107,53,4,1,2,2,3,0,85,4,3,0,0,0,0,0,2,0,0,0,0,0,,4,,,,,,,,,,,,,,0,316,14,330,630,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1624,B,32,105,62,3,4,2,3,11,1,56,2,3,0,0,0,0,0,0,0,0,0,0,0,,4,,,,,,,,,,,,,,0,288,16,304,561,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1624,C01,41,76,67,3,2,5,3,7,3,67,1,3,0,0,0,0,0,1,0,0,0,0,0,,3,,,,,,,,,,,,,,0,282,12,294,560,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1624,S01,30,67,42,0,3,2,1,2,3,47,5,5,1,0,0,0,0,0,0,1,0,0,0,,2,,,,,,,,,,,,,,0,211,10,221,0,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1625,B,37,82,30,3,3,0,17,3,59,3,5,0,0,0,0,0,0,1,0,0,0,0,0,,0,,,,,,,,,,,,,,7,243,20,270,544,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1625,C01,34,92,29,7,0,3,4,5,2,64,3,4,0,0,0,0,0,2,0,0,0,0,0,,8,,,,,,,,,,,,,,0,257,19,276,544,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1625,E01,16,205,30,5,2,0,1,5,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,,,,0,274,13,287,363,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1626,B,27,88,100,3,8,3,1,0,2,10,0,8,1,1,1,1,0,2,0,0,0,0,0,,2,,,,,,,,,,,,,,0,258,14,272,511,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1627,B,65,55,95,0,6,2,3,10,3,9,1,7,0,0,0,0,0,0,0,0,0,0,0,,2,,,,,,,,,,,,,,0,258,18,276,450,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1628,B,51,63,66,2,8,0,6,0,2,9,0,12,0,0,0,0,0,2,0,0,0,0,0,,1,,,,,,,,,,,,,,0,222,19,241,402,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1629,B,23,34,12,1,0,1,0,0,0,5,0,2,0,0,0,1,0,3,0,1,0,0,0,,1,,,,,,,,,,,,,,0,84,4,88,145,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1630,B,99,91,27,4,3,0,4,52,1,8,0,3,0,0,0,0,0,1,0,1,0,0,0,,0,,,,,,,,,,,,,,0,294,6,300,387,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1630,C01,112,60,25,3,2,0,5,43,2,4,0,9,0,0,0,0,0,1,0,0,0,0,0,,0,,,,,,,,,,,,,,0,266,11,277,386,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1631,B,9,44,30,0,1,0,0,4,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,,,,0,95,4,99,188,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1632,B,3,36,11,2,0,1,0,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,,,,0,61,6,67,147,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1633,B,49,124,92,15,7,4,4,5,3,30,1,7,0,0,0,0,0,1,0,1,0,0,0,,5,,,,,,,,,,,,,,0,348,14,362,675,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1634,B,23,60,29,2,1,4,0,2,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,,,,0,145,9,154,269,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1634,E01,21,37,19,3,3,1,1,12,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,0,118,6,124,218,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1635,B,72,133,36,5,3,0,0,1,1,13,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,,,,,,,,,,,,,0,265,11,276,455,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1636,B,80,173,112,3,5,2,1,3,1,22,2,16,1,0,0,0,0,5,0,0,0,0,0,,0,,,,,,,,,,,,,,0,426,12,438,661,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1636,C01,71,179,111,2,3,1,5,4,3,4,2,16,0,0,0,0,0,4,0,0,0,0,0,,0,,,,,,,,,,,,,,0,405,20,425,661,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1637,B,135,89,62,2,4,2,4,18,0,17,0,5,0,0,0,0,0,1,0,0,0,0,1,,2,,,,,,,,,,,,,,0,342,6,348,556,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1637,C01,148,99,69,5,0,5,3,18,1,11,1,6,1,0,0,0,0,1,0,1,0,0,0,,3,,,,,,,,,,,,,,0,372,7,379,555,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1638,B,57,86,13,3,2,0,2,0,0,7,1,1,0,0,0,0,0,1,0,0,0,0,0,,0,,,,,,,,,,,,,,0,173,4,177,398,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1638,C01,65,79,17,3,5,0,1,2,0,4,1,3,0,0,0,0,0,2,0,0,0,0,0,,0,,,,,,,,,,,,,,0,182,6,188,397,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1638,E01,31,96,25,2,3,0,0,10,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,,0,,,,,,,,,,,,,,0,172,8,180,325,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1639,B,13,34,30,3,2,3,0,21,0,2,2,3,0,0,0,0,0,1,0,0,0,0,0,,0,,,,,,,,,,,,,,0,114,6,120,178,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1639,E01,13,100,20,3,3,0,4,16,0,15,1,1,0,0,0,0,0,0,0,0,0,1,0,,0,,,,,,,,,,,,,,0,177,7,184,244,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,74,HUAYACOCOTLA,1640,B,45,106,76,8,7,2,1,30,1,8,1,6,0,0,0,0,0,2,0,2,0,0,0,,0,,,,,,,,,,,,,,0,295,23,318,600,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,78,ILAMATLAN,1688,B,58,72,25,12,5,99,1,19,4,7,0,1,0,0,0,0,0,2,0,0,0,0,0,,0,,,,,,,,,,,,,,0,305,14,319,514,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,78,ILAMATLAN,1689,B,12,62,15,6,64,76,6,1,0,11,3,1,0,0,0,0,0,1,0,0,0,0,0,,2,,,,,,,,,,,,,,0,260,18,278,590,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,78,ILAMATLAN,1689,E01,28,24,6,19,56,67,1,2,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,,0,,,,,,,,,,,,,,0,209,17,226,378,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
3,30,VERACRUZ,4,ALAMO TEMAPACHE,78,ILAMATLAN,1689,E01C01,23,31,14,8,59,76,4,3,2,5,1,2,0,0,0,0,0,0,0,1,0,0,0,,0,,,,,,,,,,,,,,0,229,12,241,378,GRUPO DE RECUENTO,,,http://oplever.org.mx/miniportales/resultadose/computos/actasDIP.pdf,,,,,,,,,,,,,,,,,,,,,
