uniqueid,year,incumbent_party_magar,incumbent_candidate_magar,runnerup_party_magar,runnerup_candidate_magar,margin
18001,1990,PRI,HECTOR SERVANDO SIERRA MARTINEZ,PRD,,0.730661882
18001,1993,PRI,SALVADOR TOLEDO LOPEZ,PRD,,0.2775007334
18001,1996,PRI,JOSE CHAVEZ RODRIGUEZ,PAN,,0.2859437072
18001,1999,PRI,ENRIQUE JIMENEZ LOPEZ,PPS,,0.0653052065
18001,2002,PRI,SANTOS DIAZ MENDOZA,PAN,,0.2396754623
18001,2005,PRI,EFRAIN ARELLANO NUÑEZ,PAN,,0.3628442738
18001,2008,PRD_PVEM,SAULO ALFONSO LORA AGUILAR,PRI_PNA,,0.2449762031
18001,2011,PRI_PVEM_PNA,EFRAIN ARELLANO NUÑEZ,PAN,,0.1701490819
18001,2014,PRI_PVEM_PNA,MALAQUIAS AGUILAR FLORES,PRD,,0.0407349627
18001,2017,MORENA,JOSE HUMBERTO ARELLANO NUÑEZ,PRI,,0.1391172526
18001,2021,PT_PVEM_MORENA_PNA,MANUEL RAMON SALCEDO OSUNA,PAN_PRI_PRD,,0.1798702458
18002,1990,PRI,IGNACIO GARCIA BUENO,PRD,,0.7625039321
18002,1993,PRI,GILBERTO BARRON TORRES,PAN,,0.3362143475
18002,1996,PRI,AGUSTIN AGUILAR IBARRA,PAN,,0.3471643414
18002,1999,PRI,FRANCISCO VILLEGAS IBARRA,PAN_PRD_PT,,0.3308282449
18002,2002,PRI,RAUL RUBEN MOJARRA SALAS,PAN,,0.0371887803
18002,2005,PRI,JORGE TISNADO GALINDO,PAN,,0.0419816632
18002,2008,PAN,JOSE DE JESUS BERNAL LAMAS,PRI_PNA,,0.0576441103
18002,2011,PAN,JOSE DE JESUS BAÑUELOS MORALES,PRI_PVEM_PNA,,0.0225659229
18002,2014,PAN,JOSE DE JESUS BERNAL LAMAS,PRI_PVEM_PNA,,0.0056511057
18002,2017,PRI,AGUSTIN GODINEZ VILLEGAS,MC,,0.103639046
18002,2021,PT_PVEM_MORENA_PNA,LUCRECIA DE JESUS ALDUENDA ECHEAGARAY,PAN_PRI_PRD,,0.069761202
18003,1990,PRI,CARLOS VILLASEÑOR,PRD,,0.6053077357
18003,1993,PRI,ALBERTO RUIZ ISLAS,PRD,,0.6131837949
18003,1996,PRI,SALVADOR AGUIAR FREGOSO,PAN,,0.1348948167
18003,1999,PRI,ALONSO ARMAS SALAZAR,PAN_PRD_PT,,0.0174731183
18003,2002,PAN,MARCO ANTONIO RON ALVAREZ,PRI,,0.1651556957
18003,2005,PAN,GUSTAVO RUBIO AGUILAR,PRI,,0.0315487572
18003,2008,PRI_PNA,ARTURO BECERRA TAPIA,PAN,,0.1090179662
18003,2011,PAN,ANTONIO RODRIGUEZ ARENAS,PRS,,0.0289855072
18003,2014,PRI_PVEM_PNA,FRANCISCO LOPEZ SANCHEZ,PAN,,0.2494247584
18003,2017,PES,SAUL PARRA RAMIREZ,PRI,,0.0596315954
18003,2021,PT_PVEM_MORENA_PNA,JESUS RAFAEL SANDOVAL DIAZ,FXM,,0.0708758898
18004,1990,PRI,MACARIO AGUAYO DURAN,PARM,,0.6202652911
18004,1993,PRI,BALTAZAR CRUZ DUEÑAS,PRD,,0.4753429548
18004,1996,PRI,ANDRES VILLASEÑOR SALAZAR,PAN,,0.0839953975
18004,1999,PRI,JUAN AGUIRRE CHAVEZ,PAN_PRD_PT,,0.0168201505
18004,2002,PRI,ALICIA MONROY LISOLA,PAN,,0.0727474478
18004,2005,PRI,MARCO ANTONIO MORENO VENEGAS,PRD_PT_PRS,,0.1348760901
18004,2008,PRI_PNA,HECTOR LOPEZ SANTIAGO,PRD_PVEM,,0.3481349911
18004,2011,PAN,PABLO PIMIENTA MARQUEZ,PRI_PVEM_PNA,,0.1553351769
18004,2014,PRI_PVEM_PNA,ALICIA MONROY LIZOLA,PAN,,0.0081611023
18004,2017,PAN_PRD_PT_PRS,GLORIA ELIZABETH NUÑEZ SANCHEZ,PRI,,0.119683707
18004,2021,PT_PVEM_MORENA_PNA,CARMINA YADIRA REGALADO MARDUEÑO,MC,,0.2457936824
18005,1990,PRI,HERIBERTO RANGEL CORTES,PRD,,0.9626436782
18005,1993,PRI,SALVADOR CASTAÑEDA RANGEL,PRD,,0.679295447
18005,1996,PRI,MARTIN CORONADO VIERA,PRD,,0.8321707017
18005,1999,PRI,SIMON SANCHEZ PARTIDA,PAN_PRD_PT,,0.3673857868
18005,2002,PRI,MARIN ALVAREZ BARRAZA,PAN,,0.3871064468
18005,2005,PRI,MARCO ANTONIO OCHOA SANCHEZ,PRD_PT_PRS,,0.0541409147
18005,2008,PRD_PVEM,HECTOR GOMEZ GURROLA,PRI_PNA,,0.0415430267
18005,2011,PRI_PVEM_PNA,SAUL SANCHEZ RIVERA,PRD,,0.0665373424
18005,2014,PRI_PVEM_PNA,SERGIO RANGEL CERVANTES,PRD,,0.0409515718
18005,2017,PRI,GABRIELA YAJAYRA GUZMAN GONZALEZ,MORENA,,0.058753406
18005,2021,PT_PVEM_MORENA_PNA,ROMINA CHANG AGUILAR,MC,,0.3215334421
18006,1990,PRI,EZEQUIEL PARRA ALTAMIRANO,PRD,,0.4030806771
