uniqueid,year,incumbent_party_Horacio
18001,1996,PRI
18001,1999,PRI
18001,2002,PRI
18001,2005,PRI
18001,2008,PRD_PVEM
18001,2011,PRI_PVEM_PANAL
18001,2014,PRI_PVEM_PANAL
18001,2017,NA
18002,1996,PRI
18002,1999,PRI
18002,2002,PRI
18002,2005,PRI
18002,2008,PAN
18002,2011,PAN
18002,2014,PAN
18002,2017,NA
18003,1996,PRI
18003,1999,PRI
18003,2002,PAN
18003,2005,PAN
18003,2008,PRI_PANAL
18003,2011,PAN
18003,2014,PRI_PVEM_PANAL
18003,2017,NA
18004,1996,PRI
18004,1999,PRI
18004,2002,PRI
18004,2005,PRI
18004,2008,PRI_PANAL
18004,2011,PAN
18004,2014,PRI_PVEM_PANAL
18004,2017,NA
18005,1996,PRI
18005,1999,PRI
18005,2002,PRI
18005,2005,PRI
18005,2008,PRD_PVEM
18005,2011,PRI_PVEM_PANAL
18005,2014,PRI_PVEM_PANAL
18005,2017,NA
18006,1996,PAN
18006,1999,PRI
18006,2002,MC
18006,2005,PRI
18006,2008,PAN
18006,2011,PAN
18006,2014,PRI_PVEM_PANAL
18006,2017,NA
18007,1996,PRI
18007,1999,PRI
18007,2002,PAN
18007,2005,PRI
18007,2008,PAN
18007,2011,PAN
18007,2014,PRI_PVEM_PANAL
18007,2017,NA
18008,1996,PRI
18008,1999,PAN_PRD_PT
18008,2002,PRI
18008,2005,PRI
18008,2008,PRI_PANAL
18008,2011,PAN
18008,2014,PAN
18008,2017,NA
18009,1996,PRI
18009,1999,PRI
18009,2002,PRI
18009,2005,PRI
18009,2008,PRI_PANAL
18009,2011,PAN
18009,2014,PRI_PVEM_PANAL
18009,2017,NA
18010,1996,PRI
18010,1999,PRI
18010,2002,PRI
18010,2005,PRI
18010,2008,PRD_PVEM
18010,2011,PRI_PVEM_PANAL
18010,2014,PRI_PVEM_PANAL
18010,2017,NA
18011,1996,PRI
18011,1999,PAN_PRD_PT
18011,2002,PRI
18011,2005,PRI
18011,2008,PRI_PANAL
18011,2011,PAN
18011,2014,PRI_PVEM_PANAL
18011,2017,NA
18012,1996,PRI
18012,1999,PAN_PRD_PT
18012,2002,PRI
18012,2005,PAN
18012,2008,PAN
18012,2011,PRI_PVEM_PANAL
18012,2014,Independent
18012,2017,NA
18013,1996,PRI
18013,1999,PRI
18013,2002,PAN
18013,2005,PRI
18013,2008,PRI_PANAL
18013,2011,PRI_PVEM_PANAL
18013,2014,PRI_PVEM_PANAL
18013,2017,NA
18014,1996,PRI
18014,1999,PRI
18014,2002,PRI
18014,2005,PRI
18014,2008,PRI_PANAL
18014,2011,PRI_PVEM_PANAL
18014,2014,PRI_PVEM_PANAL
18014,2017,NA
18015,1996,PRI
18015,1999,PAN_PRD_PT
18015,2002,PRI
18015,2005,PRI
18015,2008,PRI_PANAL
18015,2011,PRD
18015,2014,PRI_PVEM_PANAL
18015,2017,NA
18016,1996,PRI
18016,1999,PRI
18016,2002,PRI
18016,2005,PRI
18016,2008,PRD_PVEM
18016,2011,PRI_PVEM_PANAL
18016,2014,PRI_PVEM_PANAL
18016,2017,NA
18017,1996,PRI
18017,1999,PAN_PRD_PT
18017,2002,PRI
18017,2005,PRI
18017,2008,PRI_PANAL
18017,2011,PRI_PVEM_PANAL
18017,2014,PAN
18017,2017,NA
18018,1996,PRI
18018,1999,PAN_PRD_PT
18018,2002,PRI
18018,2005,PRD_PT_PRS
18018,2008,PRI_PANAL
18018,2011,PRI_PVEM_PANAL
18018,2014,PRI_PVEM_PANAL
18018,2017,NA
18019,1996,PRI
18019,1999,PRI
18019,2002,PAN
18019,2005,PAN
18019,2008,PRI_PANAL
18019,2011,PAN
18019,2014,PRI_PVEM_PANAL
18019,2017,NA
18020,1996,PRI
18020,1999,PRI
18020,2002,PRI
18020,2005,PRI
18020,2008,PRI_PANAL
18020,2011,PAN
18020,2014,PRI_PVEM_PANAL
18020,2017,NA
