uniqueid,year,incumbent_party_JL,incumbent_candidate_JL
18001,1993,PRI,SALVADOR TOLEDO LOPEZ
18001,1994,PRI,SALVADOR TOLEDO LOPEZ
18001,1995,PRI,SALVADOR TOLEDO LOPEZ
18001,1996,PRI,SALVADOR TOLEDO LOPEZ
18001,1997,PRI,JOSE CHAVEZ RODRIGUEZ
18001,1998,PRI,JOSE CHAVEZ RODRIGUEZ
18001,1999,PRI,JOSE CHAVEZ RODRIGUEZ
18001,2000,PRI,ENRIQUE JIMENEZ LOPEZ
18001,2001,PRI,ENRIQUE JIMENEZ LOPEZ
18001,2002,PRI,ENRIQUE JIMENEZ LOPEZ
18001,2003,PRI,J SANTOS DIAZ MENDOZA
18001,2004,PRI,J SANTOS DIAZ MENDOZA
18001,2005,PRI,J SANTOS DIAZ MENDOZA
18001,2006,PRI,EFRAIN ARELLANO NUÑEZ
18001,2007,PRI,EFRAIN ARELLANO NUÑEZ
18001,2008,PRI,EFRAIN ARELLANO NUÑEZ
18001,2009,JXBDT,SAULO ALFONSO LORA AGUILAR
18001,2010,JXBDT,SAULO ALFONSO LORA AGUILAR
18001,2011,JXBDT,SAULO ALFONSO LORA AGUILAR
18001,2012,NNU,EFRAIN ARELLANO NUÑEZ
18001,2013,NNU,EFRAIN ARELLANO NUÑEZ
18001,2014,NNU,EFRAIN ARELLANO NUÑEZ
18001,2015,PBDNAY,MALAQUIAS AGUIAR FLORES
18001,2016,PBDNAY,MALAQUIAS AGUIAR FLORES
18001,2017,PBDNAY,MALAQUIAS AGUIAR FLORES
18001,2018,MORENA,JOSE HUMBERTO ARELLANO NUÑEZ
18001,2019,MORENA,JOSE HUMBERTO ARELLANO NUÑEZ
18001,2020,MORENA,JOSE HUMBERTO ARELLANO NUÑEZ
18001,2021,MORENA,JOSE HUMBERTO ARELLANO NUÑEZ
18001,2022,COAL,MANUEL RAMON  SALCEDO OSUNA
18001,2023,COAL,MANUEL RAMON  SALCEDO OSUNA
18001,2024,COAL,MANUEL RAMON  SALCEDO OSUNA
18002,1993,PRI,GILBERTO BARRON TORRES
18002,1994,PRI,GILBERTO BARRON TORRES
18002,1995,PRI,GILBERTO BARRON TORRES
18002,1996,PRI,GILBERTO BARRON TORRES
18002,1997,PRI,AGUSTIN AGUILAR IBARRA
18002,1998,PRI,AGUSTIN AGUILAR IBARRA
18002,1999,PRI,AGUSTIN AGUILAR IBARRA
18002,2000,NA,FRANCISCO VILLEGAS IBARRA
18002,2001,NA,FRANCISCO VILLEGAS IBARRA
18002,2002,NA,FRANCISCO VILLEGAS IBARRA
18002,2003,PRI,RAUL RUBEN MOJARRA SALAS
18002,2004,PRI,RAUL RUBEN MOJARRA SALAS
18002,2005,PRI,RAUL RUBEN MOJARRA SALAS
18002,2006,PRI,JORGE TISNADO GALINDO
18002,2007,PRI,JORGE TISNADO GALINDO
18002,2008,PRI,JORGE TISNADO GALINDO
18002,2009,PAN,JOSE DE JESUS BERNAL LAMAS
18002,2010,PAN,JOSE DE JESUS BERNAL LAMAS
18002,2011,PAN,JOSE DE JESUS BERNAL LAMAS
18002,2012,PAN,JOSE DE JESUS BAÑUELOS MORALES
18002,2013,PAN,JOSE DE JESUS BAÑUELOS MORALES
18002,2014,PAN,JOSE DE JESUS BAÑUELOS MORALES
18002,2015,PAN,JOSE DE JESUS BERNAL LAMAS
18002,2016,PAN,JOSE DE JESUS BERNAL LAMAS
18002,2017,PAN,JOSE DE JESUS BERNAL LAMAS
18002,2018,PRI,AGUSTIN GODINEZ VILLEGAS
18002,2019,PRI,AGUSTIN GODINEZ VILLEGAS
18002,2020,PRI,AGUSTIN GODINEZ VILLEGAS
18002,2021,PRI,AGUSTIN GODINEZ VILLEGAS
18002,2022,COAL,LUCRECIA DE JESUS ALDUENDA ECHEAGARAY
18002,2023,COAL,LUCRECIA DE JESUS ALDUENDA ECHEAGARAY
18002,2024,COAL,LUCRECIA DE JESUS ALDUENDA ECHEAGARAY
18003,1993,PRI,ALBERTO RUIZ ISLAS
18003,1994,PRI,ALBERTO RUIZ ISLAS
18003,1995,PRI,ALBERTO RUIZ ISLAS
18003,1996,PRI,ALBERTO RUIZ ISLAS
18003,1997,PRI,SALVADOR AGUIAR FREGOSO
18003,1998,PRI,SALVADOR AGUIAR FREGOSO
18003,1999,PRI,SALVADOR AGUIAR FREGOSO
18003,2000,NA,ALONSO ARMAS SALAZAR
18003,2001,NA,ALONSO ARMAS SALAZAR
18003,2002,NA,ALONSO ARMAS SALAZAR
18003,2003,PAN,MARCO ANTONIO RON ALVAREZ
18003,2004,PAN,MARCO ANTONIO RON ALVAREZ
18003,2005,PAN,MARCO ANTONIO RON ALVAREZ
18003,2006,PAN,GUSTAVO RUBIO AGUILAR
18003,2007,PAN,GUSTAVO RUBIO AGUILAR
18003,2008,PAN,GUSTAVO RUBIO AGUILAR
18003,2009,XENQTQ,ARTURO BECERRA TAPIA
18003,2010,XENQTQ,ARTURO BECERRA TAPIA
18003,2011,XENQTQ,ARTURO BECERRA TAPIA
18003,2012,PAN,ANTONIO RODRIGUEZ ARENAS
18003,2013,PAN,ANTONIO RODRIGUEZ ARENAS
18003,2014,PAN,ANTONIO RODRIGUEZ ARENAS
18003,2015,PBDNAY,FRANCISCO LOPEZ SANCHEZ
18003,2016,PBDNAY,FRANCISCO LOPEZ SANCHEZ
18003,2017,PBDNAY,FRANCISCO LOPEZ SANCHEZ
18003,2018,PES,SAUL PARRA RAMIREZ
18003,2019,PES,SAUL PARRA RAMIREZ
18003,2020,PES,SAUL PARRA RAMIREZ
18003,2021,PES,SAUL PARRA RAMIREZ
18003,2022,COAL,JESUS RAFAEL  SANDOVAL  DIAZ
18003,2023,COAL,JESUS RAFAEL  SANDOVAL  DIAZ
18003,2024,COAL,JESUS RAFAEL  SANDOVAL  DIAZ
18004,1992,NA,JOSE LUIS FLORES DE LOS ANGELES
18004,1993,NA,JOSE LUIS FLORES DE LOS ANGELES
18004,1994,PRI,BALTAZAR CRUZ DUEÑAS
18004,1995,PRI,BALTAZAR CRUZ DUEÑAS
18004,1996,PRI,BALTAZAR CRUZ DUEÑAS
18004,1997,PRI,ANDRES VILLASEÑOR SALAZAR
18004,1998,PRI,ANDRES VILLASEÑOR SALAZAR
18004,1999,PRI,ANDRES VILLASEÑOR SALAZAR
18004,2000,PRI,JUAN AGUIRRE CHAVEZ
18004,2001,PRI,JUAN AGUIRRE CHAVEZ
18004,2002,PRI,JUAN AGUIRRE CHAVEZ
18004,2003,PRI,ALICIA MONROY LIZOLA
18004,2004,PRI,ALICIA MONROY LIZOLA
18004,2005,PRI,ALICIA MONROY LIZOLA
18004,2006,PRI,MARCO ANTONIO MORENO VENEGAS
18004,2007,PRI,MARCO ANTONIO MORENO VENEGAS
18004,2008,PRI,MARCO ANTONIO MORENO VENEGAS
18004,2009,XENQTQ,HECTOR LOPEZ SANTIAGO
18004,2010,XENQTQ,HECTOR LOPEZ SANTIAGO
18004,2011,XENQTQ,HECTOR LOPEZ SANTIAGO
18004,2012,PAN,PABLO PIMIENTA MARQUEZ
18004,2013,PAN,PABLO PIMIENTA MARQUEZ
18004,2014,PAN,PABLO PIMIENTA MARQUEZ
18004,2015,PBDNAY,ALICIA MONROY LIZOLA
18004,2016,PBDNAY,ALICIA MONROY LIZOLA
18004,2017,PBDNAY,ALICIA MONROY LIZOLA
18004,2018,CJXT,GLORIA ELIZABETH NUÑEZ SANCHEZ
18004,2019,CJXT,GLORIA ELIZABETH NUÑEZ SANCHEZ
18004,2020,CJXT,GLORIA ELIZABETH NUÑEZ SANCHEZ
18004,2021,CJXT,GLORIA ELIZABETH NUÑEZ SANCHEZ
18004,2022,COAL,ROMINA CHANG AGUILAR
18004,2023,COAL,ROMINA CHANG AGUILAR
18004,2024,COAL,ROMINA CHANG AGUILAR
18005,1993,PRI,SALVADOR CASTAÑEDA RANGEL
18005,1994,PRI,SALVADOR CASTAÑEDA RANGEL
18005,1995,PRI,SALVADOR CASTAÑEDA RANGEL
18005,1996,PRI,SALVADOR CASTAÑEDA RANGEL
18005,1997,PRI,MARTIN CORONADO VIERA
18005,1998,PRI,MARTIN CORONADO VIERA
18005,1999,PRI,MARTIN CORONADO VIERA
18005,2000,PRI,SIMON SANCHEZ PARTIDA
18005,2001,PRI,SIMON SANCHEZ PARTIDA
18005,2002,PRI,SIMON SANCHEZ PARTIDA
18005,2003,PRI,MARIN ALVAREZ BARRAZA
18005,2004,PRI,MARIN ALVAREZ BARRAZA
18005,2005,PRI,MARIN ALVAREZ BARRAZA
18005,2006,PRI,MARCO ANTONIO OCHOA SANCHEZ
18005,2007,PRI,MARCO ANTONIO OCHOA SANCHEZ
18005,2008,PRI,MARCO ANTONIO OCHOA SANCHEZ
18005,2009,JXBDT,HECTOR GOMEZ GURROLA
18005,2010,JXBDT,HECTOR GOMEZ GURROLA
18005,2011,JXBDT,HECTOR GOMEZ GURROLA
18005,2012,NNU,SAUL SANCHEZ RIVERA
18005,2013,NNU,SAUL SANCHEZ RIVERA
