sep=|
AYUNTAMIENTOS
10/06/2024 14:45 (UTC-5)
 
CLAVE_CASILLA|CLAVE_ACTA|ID_ENTIDAD|ENTIDAD|ID_MUNICIPIO_LOCAL|MUNICIPIO_LOCAL|SECCION|ID_CASILLA|TIPO_CASILLA|EXT_CONTIGUA|UBICACION_CASILLA|TIPO_ACTA|PAN|PRI|PRD|PVEM|PT|MC|MORENA|MAS|CAND_IND|C_PAN_PRI|C_PVEM_PT_MORENA|C_PVEM_PT|C_PVEM_MORENA|C_PT_MORENA|NO_REGISTRADAS|NULOS|TOTAL|LISTA_NOMINAL|OBSERVACIONES
="230200C0300"|230200C030002|23|QUINTANA ROO|="02"|COZUMEL|="0200"|3|C|0|1|2|56|124|0|36|7|33|135|3|-|15|8|0|3|0|1|15|436|740|RECONTADO EN GRUPO DE TRABAJO
="230200C0400"|230200C040002|23|QUINTANA ROO|="02"|COZUMEL|="0200"|4|C|0|1|2|54|114|1|36|5|40|144|4|-|13|7|0|1|1|0|13|433|740|RECONTADO EN GRUPO DE TRABAJO
="230201B0100"|230201B010002|23|QUINTANA ROO|="02"|COZUMEL|="0201"|1|B|0|1|2|42|128|3|43|3|20|127|4|-|11|9|1|3|1|0|11|406|586|RECONTADO EN GRUPO DE TRABAJO
="230201C0100"|230201C010002|23|QUINTANA ROO|="02"|COZUMEL|="0201"|1|C|0|1|2|29|116|1|27|7|36|115|3|-|9|7|2|6|3|0|9|370|586|RECONTADO EN GRUPO DE TRABAJO
="230201C0200"|230201C020002|23|QUINTANA ROO|="02"|COZUMEL|="0201"|2|C|0|1|2|37|108|3|38|4|26|132|3|-|14|10|1|3|4|0|4|387|585|RECONTADO EN GRUPO DE TRABAJO
="230201C0300"|230201C030002|23|QUINTANA ROO|="02"|COZUMEL|="0201"|3|C|0|1|2|25|117|1|35|3|35|132|4|-|10|11|1|2|1|0|14|391|585|RECONTADO EN GRUPO DE TRABAJO
="230202B0100"|230202B010002|23|QUINTANA ROO|="02"|COZUMEL|="0202"|1|B|0|1|2|31|105|2|38|4|35|130|7|-|10|11|3|4|1|1|9|391|592|RECONTADO EN GRUPO DE TRABAJO
="230202C0100"|230202C010002|23|QUINTANA ROO|="02"|COZUMEL|="0202"|1|C|0|1|2|32|108|0|26|10|34|121|7|-|8|0|0|12|1|0|13|372|592|COTEJADO EN PLENO
="230202C0200"|230202C020002|23|QUINTANA ROO|="02"|COZUMEL|="0202"|2|C|0|1|2|29|91|3|20|6|41|138|5|-|6|8|0|8|1|0|16|372|592|RECONTADO EN GRUPO DE TRABAJO
="230202C0300"|230202C030002|23|QUINTANA ROO|="02"|COZUMEL|="0202"|3|C|0|1|2|42|109|1|44|7|30|103|4|-|8|4|1|3|2|1|22|381|591|RECONTADO EN GRUPO DE TRABAJO
="230203B0100"|230203B010002|23|QUINTANA ROO|="02"|COZUMEL|="0203"|1|B|0|1|2|42|103|4|33|9|35|168|6|-|13|7|0|2|3|1|8|434|722|RECONTADO EN GRUPO DE TRABAJO
="230203C0100"|230203C010002|23|QUINTANA ROO|="02"|COZUMEL|="0203"|1|C|0|1|2|44|100|3|36|5|28|175|9|-|12|11|0|4|1|0|21|449|722|RECONTADO EN GRUPO DE TRABAJO
="230203C0200"|230203C020002|23|QUINTANA ROO|="02"|COZUMEL|="0203"|2|C|0|1|2|47|115|2|30|7|40|145|6|-|11|10|1|4|1|0|14|433|722|RECONTADO EN GRUPO DE TRABAJO
="230203C0300"|230203C030002|23|QUINTANA ROO|="02"|COZUMEL|="0203"|3|C|0|1|2|32|126|4|40|11|45|153|5|-|14|8|2|9|1|1|11|462|722|RECONTADO EN GRUPO DE TRABAJO
="230203C0400"|230203C040002|23|QUINTANA ROO|="02"|COZUMEL|="0203"|4|C|0|1|2|49|109|0|46|3|32|145|6|-|15|10|1|4|2|0|22|444|722|RECONTADO EN GRUPO DE TRABAJO
="230203C0500"|230203C050002|23|QUINTANA ROO|="02"|COZUMEL|="0203"|5|C|0|1|2|43|107|4|44|4|36|176|8|-|8|5|0|5|1|1|12|454|722|RECONTADO EN GRUPO DE TRABAJO
="230203C0600"|230203C060002|23|QUINTANA ROO|="02"|COZUMEL|="0203"|6|C|0|1|2|44|111|3|32|6|29|127|7|-|12|11|0|2|0|2|16|402|722|COTEJADO EN PLENO
="230203C0700"|230203C070002|23|QUINTANA ROO|="02"|COZUMEL|="0203"|7|C|0|1|2|44|96|7|31|7|31|146|5|-|9|6|0|4|1|0|9|396|722|RECONTADO EN GRUPO DE TRABAJO
="230203C0800"|230203C080002|23|QUINTANA ROO|="02"|COZUMEL|="0203"|8|C|0|1|2|37|84|1|35|7|32|156|8|-|9|8|0|5|3|0|12|397|722|RECONTADO EN GRUPO DE TRABAJO
="230203C0900"|230203C090002|23|QUINTANA ROO|="02"|COZUMEL|="0203"|9|C|0|1|2|28|115|7|34|11|39|164|2|-|7|7|1|2|2|0|9|428|722|COTEJADO EN PLENO
="230203C1000"|230203C100002|23|QUINTANA ROO|="02"|COZUMEL|="0203"|10|C|0|1|2|46|97|6|20|10|39|157|9|-|15|9|0|1|0|0|10|419|721|COTEJADO EN PLENO
="230203C1100"|230203C110002|23|QUINTANA ROO|="02"|COZUMEL|="0203"|11|C|0|1|2|53|109|2|24|5|22|168|6|-|14|7|1|6|0|1|10|428|721|RECONTADO EN GRUPO DE TRABAJO
="230203C1200"|230203C120002|23|QUINTANA ROO|="02"|COZUMEL|="0203"|12|C|0|1|2|48|101|2|25|3|39|167|10|-|19|8|0|4|1|0|13|440|721|RECONTADO EN GRUPO DE TRABAJO
="230203C1300"|230203C130002|23|QUINTANA ROO|="02"|COZUMEL|="0203"|13|C|0|1|2|48|112|0|31|3|33|138|4|-|16|5|0|1|0|1|9|401|721|RECONTADO EN GRUPO DE TRABAJO
="230203C1400"|230203C140002|23|QUINTANA ROO|="02"|COZUMEL|="0203"|14|C|0|1|2|41|89|4|34|4|39|161|6|-|17|10|0|3|1|0|20|429|721|RECONTADO EN GRUPO DE TRABAJO
="230203C1500"|230203C150002|23|QUINTANA ROO|="02"|COZUMEL|="0203"|15|C|0|1|2|30|101|1|34|5|36|180|11|-|10|6|1|1|2|0|9|427|721|RECONTADO EN GRUPO DE TRABAJO
="230215B0100"|230215B010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0215"|1|B|0|1|2|5|3|218|33|15|7|109|12|-|0|5|2|0|1|0|12|422|644|COTEJADO EN PLENO
="230215C0100"|230215C010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0215"|1|C|0|1|2|1|5|205|27|12|5|116|13|-|0|3|0|2|0|0|7|396|643|COTEJADO EN PLENO
="230215C0200"|230215C020002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0215"|2|C|0|1|2|2|0|205|24|8|13|115|8|-|1|4|1|3|1|1|12|398|643|COTEJADO EN PLENO
="230215C0300"|230215C030002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0215"|3|C|0|1|2|2|4|183|39|10|8|113|2|-|0|9|1|2|2|0|15|390|643|RECONTADO EN GRUPO DE TRABAJO
="230215C0400"|230215C040002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0215"|4|C|0|1|2|3|3|192|30|19|6|121|9|-|0|1|0|1|1|0|15|401|643|COTEJADO EN PLENO
="230216B0100"|230216B010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0216"|1|B|0|2|2|5|0|188|20|11|5|109|2|-|0|3|2|1|2|0|20|368|650|COTEJADO EN PLENO
="230216C0100"|230216C010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0216"|1|C|0|2|2|3|5|193|20|37|9|98|6|-|0|3|0|3|0|0|14|391|650|COTEJADO EN PLENO
="230217B0100"|230217B010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0217"|1|B|0|2|2|2|1|181|18|21|8|113|5|-|0|3|2|2|1|0|16|373|658|COTEJADO EN PLENO
="230217C0100"|230217C010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0217"|1|C|0|2|2|3|4|176|18|9|4|121|6|-|0|2|1|1|0|0|15|360|658|COTEJADO EN PLENO
="230217C0200"|230217C020002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0217"|2|C|0|2|2|3|3|171|26|24|6|122|7|-|0|10|0|1|2|0|24|399|658|RECONTADO EN GRUPO DE TRABAJO
="230217C0300"|230217C030002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0217"|3|C|0|2|2|2|4|165|20|30|8|115|6|-|1|4|0|1|0|0|18|374|658|RECONTADO EN GRUPO DE TRABAJO
="230218B0100"|230218B010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0218"|1|B|0|1|2|2|5|207|41|12|8|126|4|-|0|4|4|0|0|0|10|423|649|COTEJADO EN PLENO
="230218C0100"|230218C010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0218"|1|C|0|1|2|1|7|150|42|14|10|137|5|-|0|6|1|2|2|0|12|389|648|COTEJADO EN PLENO
="230219B0100"|230219B010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0219"|1|B|0|2|2|1|2|185|21|13|8|111|19|-|0|6|0|3|0|0|11|380|576|COTEJADO EN PLENO
="230219C0100"|230219C010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0219"|1|C|0|2|2|1|2|156|17|14|15|117|11|-|1|9|1|1|1|0|17|363|575|RECONTADO EN GRUPO DE TRABAJO
="230219C0200"|230219C020002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0219"|2|C|0|2|2|1|3|178|9|14|10|101|13|-|0|7|1|1|2|0|7|347|575|COTEJADO EN PLENO
="230220B0100"|230220B010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0220"|1|B|0|1|2|2|4|167|29|21|10|128|13|-|0|4|0|1|0|1|9|389|555|RECONTADO EN GRUPO DE TRABAJO
="230220C0100"|230220C010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0220"|1|C|0|1|2|0|2|179|19|11|3|129|8|-|0|6|0|0|2|0|13|372|554|RECONTADO EN GRUPO DE TRABAJO
="230221B0100"|230221B010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0221"|1|B|0|1|2|1|3|141|12|12|13|102|8|-|0|4|0|2|0|0|9|307|448|RECONTADO EN GRUPO DE TRABAJO
="230221C0100"|230221C010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0221"|1|C|0|1|2|1|2|136|12|7|10|117|3|-|0|6|0|1|0|0|6|301|447|RECONTADO EN GRUPO DE TRABAJO
="230221S0100"|230221S010003|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0221"|1|S|0|1|3 EMR|0|0|28|5|3|0|17|1|-|0|2|0|0|0|0|4|60|0|RECONTADO EN GRUPO DE TRABAJO
="230222B0100"|230222B010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0222"|1|B|0|1|2|2|7|153|24|10|4|136|10|-|0|0|0|0|0|0|14|360|526|COTEJADO EN PLENO
="230222C0100"|230222C010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0222"|1|C|0|1|2|4|4|164|12|14|8|109|5|-|1|3|1|3|2|0|13|343|525|COTEJADO EN PLENO
="230222C0200"|230222C020002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0222"|2|C|0|1|2|3|9|162|20|9|5|116|10|-|1|9|0|1|0|0|11|356|525|RECONTADO EN GRUPO DE TRABAJO
="230223B0100"|230223B010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0223"|1|B|0|1|2|3|7|182|15|14|10|101|11|-|0|6|0|4|7|0|18|378|668|COTEJADO EN PLENO
="230223C0100"|230223C010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0223"|1|C|0|1|2|7|8|214|21|13|6|98|13|-|0|6|1|2|1|0|17|407|668|COTEJADO EN PLENO
="230223C0200"|230223C020002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0223"|2|C|0|1|2|1|3|212|19|11|7|108|9|-|0|2|1|1|0|0|22|396|667|COTEJADO EN PLENO
="230223C0300"|230223C030002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0223"|3|C|0|1|2|3|4|185|26|17|10|116|11|-|0|3|0|2|0|0|16|393|667|COTEJADO EN PLENO
="230224B0100"|230224B010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0224"|1|B|0|2|2|7|1|176|25|27|4|114|13|-|0|8|1|1|1|0|22|400|594|RECONTADO EN GRUPO DE TRABAJO
="230224C0100"|230224C010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0224"|1|C|0|2|2|2|2|190|22|19|8|118|13|-|0|2|1|0|0|0|6|383|594|RECONTADO EN GRUPO DE TRABAJO
="230224C0200"|230224C020002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0224"|2|C|0|2|2|5|2|196|21|11|4|91|6|-|0|5|0|0|1|0|14|356|593|COTEJADO EN PLENO
="230225B0100"|230225B010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0225"|1|B|0|1|2|1|2|172|17|12|4|111|15|-|1|2|0|0|1|0|20|358|586|COTEJADO EN PLENO
="230225C0100"|230225C010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0225"|1|C|0|1|2|1|2|175|25|12|10|96|17|-|0|7|0|1|1|0|14|361|586|COTEJADO EN PLENO
="230225C0200"|230225C020002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0225"|2|C|0|1|2|0|6|153|23|17|9|122|14|-|0|4|1|0|2|0|12|363|585|COTEJADO EN PLENO
="230226B0100"|230226B010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0226"|1|B|0|1|2|0|1|216|23|8|9|126|20|-|0|4|0|1|2|1|13|424|609|COTEJADO EN PLENO
="230226C0100"|230226C010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0226"|1|C|0|1|2|1|1|162|20|9|4|125|17|-|0|4|1|1|0|0|18|363|609|RECONTADO EN GRUPO DE TRABAJO
="230226C0200"|230226C020002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0226"|2|C|0|1|2|3|4|175|23|26|1|107|11|-|0|11|0|3|1|2|16|383|609|RECONTADO EN GRUPO DE TRABAJO
="230226C0300"|230226C030002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0226"|3|C|0|1|2|1|2|208|26|14|4|118|7|-|2|3|0|2|1|0|8|396|609|COTEJADO EN PLENO
="230227B0100"|230227B010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0227"|1|B|0|2|2|3|5|109|48|43|17|134|13|-|0|9|1|0|0|0|27|409|656|COTEJADO EN PLENO
="230227C0100"|230227C010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0227"|1|C|0|2|2|3|2|99|39|34|23|153|6|-|0|5|3|1|3|0|19|390|656|COTEJADO EN PLENO
="230227C0200"|230227C020002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0227"|2|C|0|2|2|2|3|120|37|39|14|155|9|-|0|7|2|6|0|0|19|413|655|COTEJADO EN PLENO
="230228B0100"|230228B010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0228"|1|B|0|2|2|2|5|125|29|27|20|112|10|-|0|10|0|0|1|0|14|355|570|COTEJADO EN PLENO
="230228C0100"|230228C010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0228"|1|C|0|2|2|1|5|95|37|30|24|111|1|-|0|11|3|3|1|0|27|349|570|COTEJADO EN PLENO
="230228C0200"|230228C020002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0228"|2|C|0|2|2|0|3|103|40|32|9|112|11|-|0|4|4|7|0|0|16|341|570|COTEJADO EN PLENO
="230229B0100"|230229B010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0229"|1|B|0|2|2|1|5|75|13|7|5|177|9|-|0|3|0|0|2|0|20|317|586|COTEJADO EN PLENO
="230229C0100"|230229C010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0229"|1|C|0|2|2|3|4|102|15|11|6|168|14|-|0|6|1|1|1|0|17|349|585|COTEJADO EN PLENO
="230229C0200"|230229C020002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0229"|2|C|0|2|2|6|4|82|30|9|8|171|8|-|1|1|0|0|1|0|17|338|585|COTEJADO EN PLENO
="230229C0300"|230229C030002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0229"|3|C|0|2|2|4|3|85|27|9|4|152|9|-|0|3|0|1|0|0|8|305|585|COTEJADO EN PLENO
="230230B0100"|230230B010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0230"|1|B|0|2|2|2|2|88|6|34|4|174|3|-|0|0|0|0|0|0|24|337|472|COTEJADO EN PLENO
="230230E0100"|230230E010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0230"|1|E|0|2|2|2|3|108|25|6|9|110|3|-|0|6|0|2|0|0|7|281|402|COTEJADO EN PLENO
="230230E0101"|230230E010102|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0230"|1|E|1|2|2|0|3|113|39|8|9|84|8|-|0|2|0|0|0|0|6|272|402|COTEJADO EN PLENO
="230230E0200"|230230E020002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0230"|2|E|0|2|2|3|2|30|4|6|4|115|17|-|0|0|1|1|2|0|16|201|294|COTEJADO EN PLENO
="230230E0300"|230230E030002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0230"|3|E|0|2|2|3|1|15|1|3|2|172|5|-|0|0|0|0|0|0|23|225|338|COTEJADO EN PLENO
="230231B0100"|230231B010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0231"|1|B|0|2|2|4|4|148|46|15|6|112|5|-|0|4|1|2|1|0|22|370|607|COTEJADO EN PLENO
="230231C0100"|230231C010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0231"|1|C|0|2|2|1|4|162|31|8|5|103|9|-|0|0|0|0|0|5|11|339|607|COTEJADO EN PLENO
="230231E0100"|230231E010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0231"|1|E|0|2|2|3|4|112|31|21|7|59|6|-|0|3|1|2|0|0|13|262|411|RECONTADO EN GRUPO DE TRABAJO
="230231E0101"|230231E010102|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0231"|1|E|1|2|2|2|6|101|28|20|4|97|5|-|0|7|1|0|0|0|13|284|411|COTEJADO EN PLENO
="230232B0100"|230232B010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0232"|1|B|0|2|2|0|2|101|25|33|5|109|7|-|0|1|1|6|2|0|13|305|482|COTEJADO EN PLENO
="230232C0100"|230232C010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0232"|1|C|0|2|2|3|4|101|29|21|4|107|7|-|0|0|1|4|0|0|14|295|481|COTEJADO EN PLENO
="230232E0100"|230232E010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0232"|1|E|0|2|2|6|3|165|51|39|6|105|5|-|0|0|6|0|0|0|10|396|707|COTEJADO EN PLENO
="230233B0100"|230233B010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0233"|1|B|0|2|2|6|3|142|79|23|11|153|18|-|0|10|0|10|0|0|14|469|660|COTEJADO EN PLENO
="230233E0100"|230233E010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0233"|1|E|0|2|2|1|7|105|64|7|10|201|7|-|0|5|1|4|0|0|12|424|555|COTEJADO EN PLENO
="230234B0100"|230234B010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0234"|1|B|0|2|2|2|0|161|16|35|4|122|2|-|0|1|2|2|0|0|16|363|592|COTEJADO EN PLENO
="230234C0100"|230234C010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0234"|1|C|0|2|2|1|4|143|30|46|7|120|10|-|0|1|0|1|4|0|9|376|591|COTEJADO EN PLENO
="230234E0100"|230234E010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0234"|1|E|0|2|2|9|0|153|0|0|10|173|7|-|0|0|0|0|0|0|0|352|606|COTEJADO EN PLENO
="230234E0200"|230234E020002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0234"|2|E|0|2|2|6|1|139|23|19|12|143|8|-|0|2|0|0|1|0|19|373|563|COTEJADO EN PLENO
="230234E0300"|230234E030002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0234"|3|E|0|2|2|5|5|149|25|8|13|193|9|-|0|1|0|0|0|0|12|420|578|COTEJADO EN PLENO
="230235B0100"|230235B010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0235"|1|B|0|2|2|7|3|147|25|28|5|114|4|-|0|2|0|5|0|0|23|363|637|RECONTADO EN GRUPO DE TRABAJO
="230235C0100"|230235C010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0235"|1|C|0|2|2|5|5|135|37|33|6|119|8|-|0|2|0|0|1|0|9|360|637|COTEJADO EN PLENO
="230235C0200"|230235C020002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0235"|2|C|0|2|2|5|1|149|28|41|5|128|6|-|0|0|0|0|0|0|15|378|636|COTEJADO EN PLENO
="230237B0100"|230237B010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0237"|1|B|0|2|2|2|21|151|11|15|8|139|13|-|0|4|0|0|0|0|7|371|504|COTEJADO EN PLENO
="230237E0100"|230237E010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0237"|1|E|0|2|2|2|4|162|8|18|6|75|9|-|0|2|2|2|0|0|8|298|378|COTEJADO EN PLENO
="230237E0101"|230237E010102|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0237"|1|E|1|2|2|4|2|145|6|8|4|84|11|-|1|2|0|2|2|0|12|283|378|COTEJADO EN PLENO
="230238B0100"|230238B010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0238"|1|B|0|2|2|1|6|142|17|19|6|138|9|-|0|4|0|2|0|0|20|364|521|COTEJADO EN PLENO
="230238C0100"|230238C010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0238"|1|C|0|2|2|5|13|142|20|8|8|126|14|-|0|4|1|1|1|0|9|352|520|COTEJADO EN PLENO
="230238E0100"|230238E010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0238"|1|E|0|2|2|3|6|220|53|12|0|144|15|-|0|3|0|1|0|0|10|467|628|RECONTADO EN GRUPO DE TRABAJO
="230239B0100"|230239B010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0239"|1|B|0|2|2|7|1|95|64|37|7|64|3|-|0|1|4|0|1|0|18|302|429|COTEJADO EN PLENO
="230239C0100"|230239C010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0239"|1|C|0|2|2|5|2|89|61|37|0|57|1|-|0|0|4|1|2|0|23|282|428|COTEJADO EN PLENO
="230239E0100"|230239E010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0239"|1|E|0|2|2|2|4|110|21|11|3|111|4|-|0|3|1|0|2|0|9|281|418|COTEJADO EN PLENO
="230239E0101"|230239E010102|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0239"|1|E|1|2|2|3|5|94|18|9|1|141|2|-|0|0|7|0|0|0|7|287|417|COTEJADO EN PLENO
="230240B0100"|230240B010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0240"|1|B|0|2|2|2|4|80|128|7|3|75|2|-|0|0|3|12|0|0|10|326|456|COTEJADO EN PLENO
="230240C0100"|230240C010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0240"|1|C|0|2|2|0|1|80|150|8|2|85|5|-|0|1|0|11|0|0|8|351|456|COTEJADO EN PLENO
="230241B0100"|230241B010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0241"|1|B|0|1|2|1|4|174|19|15|6|184|3|-|0|3|0|3|0|0|15|427|684|COTEJADO EN PLENO
="230241C0100"|230241C010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0241"|1|C|0|1|2|1|2|170|28|14|6|184|4|-|0|9|1|1|0|0|17|437|684|COTEJADO EN PLENO
="230241C0200"|230241C020002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0241"|2|C|0|1|2|3|3|187|24|9|11|167|6|-|0|10|0|0|2|0|18|440|683|COTEJADO EN PLENO
="230242B0100"|230242B010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0242"|1|B|0|2|2|3|4|192|31|13|6|154|4|-|0|3|1|2|3|0|2|418|706|COTEJADO EN PLENO
="230242C0100"|230242C010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0242"|1|C|0|2|2|4|2|197|34|20|8|126|11|-|0|8|1|2|1|0|19|433|705|RECONTADO EN GRUPO DE TRABAJO
="230243B0100"|230243B010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0243"|1|B|0|2|2|0|9|64|138|19|3|93|4|-|0|2|2|2|0|0|10|346|452|COTEJADO EN PLENO
="230244B0100"|230244B010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0244"|1|B|0|2|2|3|1|182|30|11|8|126|8|-|0|5|2|3|1|0|27|407|648|RECONTADO EN GRUPO DE TRABAJO
="230244E0100"|230244E010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0244"|1|E|0|2|2|0|1|106|32|8|5|84|9|-|0|2|1|1|1|0|13|263|364|COTEJADO EN PLENO
="230244E0200"|230244E020002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0244"|2|E|0|2|2|1|3|151|62|11|6|99|4|-|1|1|0|0|0|0|6|345|477|COTEJADO EN PLENO
="230245B0100"|230245B010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0245"|1|B|0|2|2|0|4|120|16|5|4|65|2|-|0|5|0|1|0|0|18|240|407|COTEJADO EN PLENO
="230245C0100"|230245C010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0245"|1|C|0|2|2|1|0|103|22|8|9|81|4|-|0|4|0|1|0|0|9|242|407|COTEJADO EN PLENO
="230247B0100"|230247B010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0247"|1|B|0|2|2|2|8|138|24|18|14|102|15|-|0|7|2|3|0|0|12|345|729|COTEJADO EN PLENO
="230247E0100"|230247E010002|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0247"|1|E|0|2|2|2|5|172|36|18|6|118|5|-|0|4|2|2|0|0|19|389|625|RECONTADO EN GRUPO DE TRABAJO
="230247E0101"|230247E010102|23|QUINTANA ROO|="03"|FELIPE CARRILLO PUERTO|="0247"|1|E|1|2|2|1|6|146|45|9|6|109|5|-|1|7|1|1|1|0|27|365|624|RECONTADO EN GRUPO DE TRABAJO
