CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,PRS,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD_PT_PRS,PAN_PRD_PT,PAN_PRD_PRS,PAN_PT_PRS,PRD_PT_PRS,PAN_PRD,PAN_PT,PAN_PRS,PRD_PT,PRD_PRS,PT_PRS,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,CAND_IND33,CAND_IND34,CAND_IND35,CAND_IND36,CAND_IND37,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,18,NAYARIT,8,TEPIC,17,TEPIC,904,B,101,66,23,16,15,1,26,10,78,10,5,1,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,55,12,,,,,,,,,,,,,,,,,,,,,,0,422,7,429,724,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,904,C01,114,71,23,16,14,0,18,9,89,7,3,0,0,1,0,5,1,0,0,0,0,,,,,,,,,,,,,,,,42,9,,,,,,,,,,,,,,,,,,,,,,0,422,13,435,723,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,905,B,77,75,16,15,13,2,15,12,53,2,0,4,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,22,14,,,,,,,,,,,,,,,,,,,,,,1,321,14,336,620,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,905,C01,73,75,14,10,26,1,13,11,47,6,1,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,25,11,,,,,,,,,,,,,,,,,,,,,,0,315,9,324,619,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,906,B,49,46,8,4,11,3,23,3,47,3,0,1,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,23,8,,,,,,,,,,,,,,,,,,,,,,0,231,11,242,402,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,906,C01,59,51,9,3,6,0,24,9,41,0,1,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,21,4,,,,,,,,,,,,,,,,,,,,,,0,230,11,241,402,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,907,B,81,68,23,29,9,8,13,4,49,7,5,2,0,1,0,2,1,0,0,0,0,,,,,,,,,,,,,,,,18,16,,,,,,,,,,,,,,,,,,,,,,0,336,12,348,633,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,908,B,55,37,8,15,4,1,6,8,35,3,0,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,23,18,,,,,,,,,,,,,,,,,,,,,,0,215,8,223,457,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,908,C01,61,56,17,8,7,1,11,9,29,1,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,31,16,,,,,,,,,,,,,,,,,,,,,,0,249,5,254,457,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,909,B,74,42,16,17,16,1,23,6,84,7,2,1,0,0,0,3,1,0,0,0,0,,,,,,,,,,,,,,,,24,12,,,,,,,,,,,,,,,,,,,,,,0,329,8,337,700,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,909,C01,96,66,11,19,10,2,11,7,85,7,4,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,26,18,,,,,,,,,,,,,,,,,,,,,,0,364,12,376,699,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,910,B,78,62,12,18,6,1,8,2,39,2,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,23,0,,,,,,,,,,,,,,,,,,,,,,0,253,9,262,539,,,,
1,18,NAYARIT,8,TEPIC,17,TEPIC,910,C01,70,55,14,14,7,1,7,2,57,4,1,0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,24,21,,,,,,,,,,,,,,,,,,,,,,0,280,10,290,539,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,598,B,74,75,27,18,4,2,15,18,83,2,5,1,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,60,7,8,,,,,,,,,,,,,,,,,,,1,402,17,420,716,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,598,C01,70,68,33,11,6,0,9,13,66,7,6,1,1,0,0,3,1,0,0,0,0,,,,,,,,,,,,,,,,,,67,8,8,,,,,,,,,,,,,,,,,,,0,378,9,387,715,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,598,C02,60,61,41,9,6,1,15,17,72,5,2,2,0,0,0,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,55,6,14,,,,,,,,,,,,,,,,,,,0,370,16,386,715,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,598,C03,76,47,42,10,11,3,16,17,70,3,3,1,0,2,1,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,55,8,15,,,,,,,,,,,,,,,,,,,0,384,14,398,715,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,598,C04,68,66,41,15,5,0,13,17,52,5,5,1,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,59,1,16,,,,,,,,,,,,,,,,,,,0,366,13,379,715,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,599,B,54,89,17,10,8,1,18,9,70,6,0,0,0,1,0,2,1,1,0,0,0,,,,,,,,,,,,,,,,,,114,6,11,,,,,,,,,,,,,,,,,,,1,418,15,434,728,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,600,B,43,34,7,7,6,1,15,27,69,2,3,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,60,4,47,,,,,,,,,,,,,,,,,,,1,327,15,343,629,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,600,C01,47,42,11,5,12,1,3,20,69,3,0,1,1,0,0,2,0,0,1,0,0,,,,,,,,,,,,,,,,,,67,4,47,,,,,,,,,,,,,,,,,,,0,336,20,356,628,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,601,B,62,32,12,7,9,0,11,23,68,3,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,64,8,15,,,,,,,,,,,,,,,,,,,1,316,10,327,574,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,601,C01,53,42,11,11,7,1,10,11,62,1,5,2,1,0,1,2,0,0,1,0,0,,,,,,,,,,,,,,,,,,0,1,19,,,,,,,,,,,,,,,,,,,0,241,16,257,573,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,601,C02,45,38,18,7,9,0,12,21,46,3,7,1,0,0,0,6,0,0,1,1,0,,,,,,,,,,,,,,,,,,63,7,24,,,,,,,,,,,,,,,,,,,0,309,12,321,573,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,601,C03,52,38,8,5,7,1,10,11,61,7,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,72,5,18,,,,,,,,,,,,,,,,,,,1,298,16,315,573,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,602,B,78,60,20,10,6,4,15,25,92,10,6,1,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,72,11,13,,,,,,,,,,,,,,,,,,,0,425,14,439,640,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,602,C01,98,64,24,14,6,1,19,18,96,13,1,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,57,5,17,,,,,,,,,,,,,,,,,,,0,435,11,446,640,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,603,B,59,54,12,10,0,3,10,29,77,5,2,0,0,0,0,2,1,0,0,0,0,,,,,,,,,,,,,,,,,,46,6,7,,,,,,,,,,,,,,,,,,,0,323,15,338,557,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,603,C01,65,51,11,2,7,2,8,13,87,9,1,1,0,0,0,2,0,0,1,0,1,,,,,,,,,,,,,,,,,,45,7,8,,,,,,,,,,,,,,,,,,,0,321,8,329,556,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,604,B,44,46,17,3,9,0,16,19,11,2,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,57,6,10,,,,,,,,,,,,,,,,,,,2,241,11,254,639,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,604,C01,49,59,13,7,6,2,13,16,84,4,1,1,0,0,0,4,1,0,0,0,0,,,,,,,,,,,,,,,,,,79,7,7,,,,,,,,,,,,,,,,,,,0,353,8,361,639,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,605,B,54,63,13,9,4,1,8,10,76,9,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,82,10,11,,,,,,,,,,,,,,,,,,,0,351,16,367,665,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,605,C01,57,71,12,7,5,1,7,10,70,5,2,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,81,5,7,,,,,,,,,,,,,,,,,,,0,342,11,353,665,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,606,B,52,64,14,8,10,2,24,15,76,8,2,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,69,8,8,,,,,,,,,,,,,,,,,,,1,361,13,375,646,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,606,C01,49,89,15,4,8,2,14,22,74,8,0,0,0,0,0,1,0,0,2,0,0,,,,,,,,,,,,,,,,,,66,8,11,,,,,,,,,,,,,,,,,,,0,373,14,387,645,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,607,B,56,60,15,10,3,2,11,23,48,5,2,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,75,6,9,,,,,,,,,,,,,,,,,,,0,328,16,344,624,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,607,C01,49,51,18,2,5,3,22,12,43,1,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,67,10,12,,,,,,,,,,,,,,,,,,,0,298,14,312,624,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,607,C02,57,58,10,10,7,2,19,21,59,3,2,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,76,10,13,,,,,,,,,,,,,,,,,,,0,348,22,370,623,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,607,C03,67,73,21,4,4,0,13,23,55,5,1,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,71,6,2,,,,,,,,,,,,,,,,,,,0,347,12,359,623,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,607,C04,54,60,22,4,4,1,19,14,65,10,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,62,6,6,,,,,,,,,,,,,,,,,,,0,328,9,337,623,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,621,B,59,57,19,0,6,1,7,9,51,4,2,2,0,0,1,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,45,6,5,,,,,,,,,,,,,,,,,,,0,277,9,286,533,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,621,C01,64,58,25,8,6,2,9,9,67,5,2,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,28,7,8,,,,,,,,,,,,,,,,,,,0,299,14,313,532,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,622,B,92,72,28,17,6,2,26,7,81,9,5,1,0,0,0,2,1,0,1,0,0,,,,,,,,,,,,,,,,,,79,8,9,,,,,,,,,,,,,,,,,,,0,446,17,463,739,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,623,B,31,65,14,3,6,0,17,12,59,6,4,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,101,12,13,,,,,,,,,,,,,,,,,,,0,344,16,360,559,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,623,C01,41,51,9,5,8,0,12,6,58,6,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,85,10,12,,,,,,,,,,,,,,,,,,,0,304,18,322,559,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,624,B,44,38,13,9,4,2,7,13,42,5,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,49,9,8,,,,,,,,,,,,,,,,,,,0,248,8,256,405,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,624,C01,66,35,18,14,7,1,11,22,62,8,2,1,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,2,5,0,,,,,,,,,,,,,,,,,,,1,256,4,261,405,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,625,B,63,64,15,8,3,3,15,7,57,6,0,1,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,96,6,8,,,,,,,,,,,,,,,,,,,0,354,13,367,573,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,626,B,70,64,14,15,11,2,13,13,101,8,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,70,6,16,,,,,,,,,,,,,,,,,,,0,405,7,412,692,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,626,C01,67,64,26,5,4,1,16,15,95,5,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,70,19,23,,,,,,,,,,,,,,,,,,,1,412,14,427,691,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,627,B,72,46,12,8,3,0,18,28,68,4,1,1,0,0,0,2,1,0,0,0,0,,,,,,,,,,,,,,,,,,66,5,17,,,,,,,,,,,,,,,,,,,0,352,13,365,571,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,627,C01,66,35,18,14,7,1,11,22,62,8,2,1,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,72,5,30,,,,,,,,,,,,,,,,,,,1,356,14,371,571,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,628,B,48,3,20,5,5,0,15,15,35,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,47,12,15,,,,,,,,,,,,,,,,,,,1,221,7,229,455,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,628,C01,53,40,15,8,6,1,5,18,38,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,51,10,7,,,,,,,,,,,,,,,,,,,1,258,9,268,454,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,629,B,44,31,11,4,4,1,8,7,60,8,1,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,52,2,42,,,,,,,,,,,,,,,,,,,0,278,13,291,510,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,629,C01,38,33,16,3,3,2,14,11,72,6,1,0,0,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,33,6,32,,,,,,,,,,,,,,,,,,,0,274,9,283,509,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,630,B,64,47,25,3,6,1,8,12,56,5,4,1,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,48,4,6,,,,,,,,,,,,,,,,,,,0,292,11,303,548,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,630,C01,47,60,19,8,0,0,9,13,59,5,3,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,54,4,10,,,,,,,,,,,,,,,,,,,0,294,11,305,547,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,630,C02,37,59,13,12,5,3,4,6,59,6,4,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,43,15,12,,,,,,,,,,,,,,,,,,,0,280,2,282,547,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,631,B,78,71,20,7,12,1,18,23,55,6,0,1,0,0,0,2,1,1,0,0,0,,,,,,,,,,,,,,,,,,47,5,12,,,,,,,,,,,,,,,,,,,0,360,7,367,557,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,631,C01,66,81,24,8,8,1,18,14,57,10,2,3,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,7,4,9,,,,,,,,,,,,,,,,,,,0,314,2,316,557,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,631,C02,59,70,19,8,7,3,17,20,79,3,4,0,0,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,45,13,7,,,,,,,,,,,,,,,,,,,0,358,13,371,556,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,635,B,88,49,22,8,7,0,11,34,77,7,2,0,0,0,1,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,44,6,11,,,,,,,,,,,,,,,,,,,0,370,14,384,624,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,635,C01,75,68,19,3,4,5,21,35,76,8,1,1,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,43,1,11,,,,,,,,,,,,,,,,,,,0,373,9,382,624,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,635,C02,75,58,27,5,8,1,12,25,69,8,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,51,7,14,,,,,,,,,,,,,,,,,,,0,364,15,379,624,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,636,B,54,44,32,9,9,1,18,29,74,5,4,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,55,2,8,,,,,,,,,,,,,,,,,,,0,347,21,368,611,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,637,B,78,72,22,12,7,1,16,21,106,11,1,1,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,65,10,11,,,,,,,,,,,,,,,,,,,0,436,11,447,738,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,638,B,70,54,33,18,7,0,11,12,57,7,1,2,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,69,3,8,,,,,,,,,,,,,,,,,,,0,354,10,364,552,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,639,B,47,45,19,6,4,4,6,6,44,4,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,37,8,5,,,,,,,,,,,,,,,,,,,1,236,11,248,394,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,639,C01,51,39,26,12,2,3,11,9,44,4,2,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,30,7,7,,,,,,,,,,,,,,,,,,,0,249,6,255,393,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,640,B,42,45,10,7,3,1,14,11,39,5,2,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,83,16,13,,,,,,,,,,,,,,,,,,,0,293,9,302,481,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,640,C01,61,45,11,5,3,1,16,9,38,5,2,1,0,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,82,3,17,,,,,,,,,,,,,,,,,,,0,303,13,316,480,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,641,B,47,57,12,9,16,1,9,11,64,4,3,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,58,7,7,,,,,,,,,,,,,,,,,,,1,308,14,323,498,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,642,B,41,38,10,5,2,1,11,13,43,5,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,57,6,6,,,,,,,,,,,,,,,,,,,1,240,12,253,386,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,642,C01,52,42,12,6,4,0,8,5,45,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,51,8,13,,,,,,,,,,,,,,,,,,,0,248,2,250,386,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,652,B,110,64,24,17,8,1,17,14,68,4,4,1,0,0,0,3,1,0,1,0,0,,,,,,,,,,,,,,,,,,77,8,10,,,,,,,,,,,,,,,,,,,8,432,14,454,682,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,653,B,93,54,13,8,9,1,13,14,64,1,3,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,52,7,5,,,,,,,,,,,,,,,,,,,0,340,14,354,497,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,654,B,92,54,19,13,5,0,17,23,61,6,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,56,11,9,,,,,,,,,,,,,,,,,,,0,367,14,381,592,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,655,B,94,54,13,8,16,3,24,17,62,2,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,58,9,6,,,,,,,,,,,,,,,,,,,0,368,18,386,640,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,656,B,40,41,19,4,6,2,9,15,58,4,3,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,48,6,9,,,,,,,,,,,,,,,,,,,0,265,8,273,393,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,656,C01,50,41,12,4,4,0,11,12,34,4,2,1,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,47,1,11,,,,,,,,,,,,,,,,,,,0,236,10,246,393,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,657,B,90,66,23,10,4,0,12,22,70,18,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,51,6,16,,,,,,,,,,,,,,,,,,,0,388,9,397,623,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,658,B,67,43,15,10,5,0,7,36,50,5,2,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,36,5,4,,,,,,,,,,,,,,,,,,,1,286,8,295,432,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,658,C01,60,49,21,12,5,0,6,42,46,4,1,0,0,0,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,23,5,11,,,,,,,,,,,,,,,,,,,0,290,10,300,432,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,659,B,64,37,23,8,1,0,8,41,52,6,1,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,40,7,5,,,,,,,,,,,,,,,,,,,2,295,9,306,516,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,660,B,89,66,21,10,8,1,22,23,93,10,2,1,0,0,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,59,3,12,,,,,,,,,,,,,,,,,,,0,426,8,434,731,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,667,B,107,83,11,6,9,2,32,22,87,14,3,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,44,11,20,,,,,,,,,,,,,,,,,,,0,453,9,462,679,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,668,B,94,74,27,8,7,5,18,9,89,6,1,3,0,0,1,2,0,0,0,1,0,,,,,,,,,,,,,,,,,,34,7,14,,,,,,,,,,,,,,,,,,,0,400,5,405,546,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,669,B,99,82,19,6,8,2,7,10,43,7,2,1,0,0,0,5,1,0,0,0,0,,,,,,,,,,,,,,,,,,46,6,7,,,,,,,,,,,,,,,,,,,0,351,6,357,526,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,670,B,110,81,26,21,8,2,23,23,45,3,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,33,16,10,,,,,,,,,,,,,,,,,,,2,404,12,418,554,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,671,B,54,34,9,7,5,2,11,7,34,3,1,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,12,6,6,,,,,,,,,,,,,,,,,,,0,193,4,197,293,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,685,B,89,45,16,8,5,1,10,6,54,4,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,26,9,8,,,,,,,,,,,,,,,,,,,1,283,12,296,385,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,686,B,53,43,9,4,3,0,10,19,31,1,4,0,0,0,0,2,0,0,1,0,0,,,,,,,,,,,,,,,,,,5,1,4,,,,,,,,,,,,,,,,,,,0,190,7,197,272,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,687,B,113,80,17,22,8,2,31,17,79,10,4,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,40,3,13,,,,,,,,,,,,,,,,,,,0,441,14,455,652,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,688,B,123,83,13,12,5,0,17,7,67,7,4,1,0,0,0,2,0,1,0,0,0,,,,,,,,,,,,,,,,,,40,5,7,,,,,,,,,,,,,,,,,,,0,394,8,402,542,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,879,B,42,55,18,10,8,0,4,14,43,2,2,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,48,4,18,,,,,,,,,,,,,,,,,,,0,270,13,283,521,,,,
1,18,NAYARIT,9,TEPIC,17,TEPIC,879,C01,39,59,23,13,4,1,13,13,52,4,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,48,6,19,,,,,,,,,,,,,,,,,,,0,298,12,310,520,,,,
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,139,B,62,93,11,7,17,3,41,18,32,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2,74,,,,,,,,,,,,,,,,,0,362,13,375,627,,,,
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,144,B,62,130,8,2,7,1,21,20,24,7,0,0,2,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,4,39,,,,,,,,,,,,,,,,,0,329,38,367,630,,,,
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,145,B,53,121,3,4,9,0,16,23,45,4,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,35,,,,,,,,,,,,,,,,,0,314,15,329,564,,,,
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,145,E01,32,21,1,6,5,2,7,7,5,1,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,7,,,,,,,,,,,,,,,,,0,96,9,105,184,,,,
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,146,B,61,73,0,2,1,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,0,149,3,152,225,,,,
1,18,NAYARIT,10,SAN BLAS,5,COMPOSTELA,147,B,113,102,2,3,1,0,44,5,6,2,0,1,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,3,281,8,292,412,,,,
