CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,CABECERA_DISTRITAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,PRS,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD_PT_PRS,PAN_PRD_PT,PAN_PRD_PRS,PAN_PT_PRS,PRD_PT_PRS,PAN_PRD,PAN_PT,PAN_PRS,PRD_PT,PRD_PRS,PT_PRS,PRI_PVEM_NVA_ALIANZA,PRI_PVEM,PRI_NVA_ALIANZA,PVEM_NVA_ALIANZA,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,CAND_IND33,CAND_IND34,CAND_IND35,CAND_IND36,CAND_IND37,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,460,C01,16,78,10,2,1,1,0,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,307,10,317,428,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,461,B,36,115,9,3,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,373,10,383,522,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,462,B,13,22,2,1,1,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,107,9,116,173,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,463,B,128,180,11,27,2,3,10,1,7,1,5,1,1,0,0,1,0,0,0,0,0,0,1,0,0,,,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,488,12,500,651,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,464,B,10,57,4,0,1,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,275,11,286,377,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,465,B,16,50,16,2,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,442,25,467,716,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,466,B,39,84,8,1,2,3,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,,,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,408,13,421,589,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,467,B,11,54,75,3,0,0,1,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,207,13,220,288,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,468,B,27,96,80,7,0,2,11,1,7,0,3,1,0,0,0,2,0,0,0,0,0,0,1,0,0,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,314,14,328,486,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,469,B,25,134,107,19,1,4,4,2,5,0,7,2,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,336,8,344,531,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,470,B,11,98,97,5,2,2,4,5,11,1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,255,12,267,407,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,470,C01,23,62,131,5,2,0,7,2,6,0,5,1,0,0,1,0,0,0,2,0,0,0,0,0,0,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,260,7,267,406,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,471,B,36,119,67,6,25,6,10,1,10,0,1,1,0,0,0,3,0,0,0,0,0,1,6,1,1,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,323,16,339,514,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,472,B,30,145,86,8,19,17,10,2,22,1,3,0,0,0,0,1,0,0,2,0,0,0,6,0,1,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,415,29,444,675,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,473,B,43,103,84,5,23,10,16,4,17,1,3,0,0,0,0,2,0,1,0,0,0,0,3,1,2,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,357,17,374,548,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,474,B,40,121,85,10,14,12,9,9,22,3,1,0,0,0,0,0,0,0,0,0,0,0,9,0,2,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,403,27,430,718,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,491,B,32,93,133,9,6,3,4,0,15,0,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,311,9,320,480,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,492,B,14,76,30,1,6,0,7,1,23,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,194,2,196,285,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,493,B,32,51,37,14,2,1,9,3,26,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,267,16,283,436,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,493,C01,24,61,55,14,3,2,6,6,21,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,285,12,297,435,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,494,B,37,76,44,5,0,1,10,5,43,3,0,1,0,0,0,4,0,0,0,1,0,0,2,0,0,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,306,13,319,482,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,495,B,32,69,65,25,6,3,7,1,28,6,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,341,8,349,617,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,496,B,33,82,58,6,9,5,7,1,18,2,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,316,18,334,526,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,497,B,19,102,20,1,8,1,10,30,11,3,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,296,3,299,431,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,497,C01,22,108,26,4,6,1,10,14,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,276,17,293,430,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,498,B,39,132,89,10,2,4,19,5,37,1,1,0,0,1,0,1,0,0,0,0,0,0,1,2,0,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,475,23,498,697,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,499,B,4,33,17,6,0,1,1,0,1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,157,4,161,256,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,500,B,29,115,43,6,5,2,14,8,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,260,8,268,373,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,502,B,58,102,104,19,13,5,14,4,20,10,2,2,0,0,1,3,0,0,1,0,0,0,0,0,0,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,430,21,451,740,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,532,B,54,141,39,6,9,3,5,6,21,6,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,346,5,351,518,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,532,C01,57,114,29,17,8,2,11,1,18,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,313,6,319,517,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,534,B,26,80,26,7,3,1,3,7,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,245,10,255,417,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,535,B,41,105,18,4,2,2,8,2,24,2,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,281,13,294,457,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,536,B,18,84,53,8,1,3,6,9,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,284,9,293,450,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,537,B,47,100,66,4,10,4,12,5,17,1,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,355,5,360,626,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,538,B,39,91,37,9,3,2,7,5,24,2,2,2,1,0,0,2,0,0,1,1,0,0,0,0,0,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,306,14,320,572,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,539,B,21,92,43,11,12,2,13,6,17,6,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,,,,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,362,7,369,616,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,540,B,12,54,29,2,2,2,5,3,12,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,203,10,213,392,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,540,C01,20,57,28,7,3,4,0,5,20,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,200,13,213,391,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,541,B,14,67,17,2,7,1,4,2,36,4,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,251,12,263,439,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,541,C01,19,64,31,1,4,1,3,6,32,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,251,14,265,438,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,542,B,27,70,34,3,11,4,6,1,20,2,1,0,0,0,0,4,0,0,0,0,0,0,1,0,1,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,260,7,267,480,,,,
1,18,NAYARIT,4,TUXPAN,15,SANTIAGO IXCUINTLA,542,C01,23,109,24,5,6,6,3,5,11,0,2,0,1,0,0,2,1,0,1,0,0,0,0,0,0,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,280,15,295,480,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,810,B,50,37,32,8,1,1,21,5,13,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,252,9,261,384,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,810,C01,27,29,29,16,7,2,8,4,14,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,232,14,246,384,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,811,B,80,54,41,29,2,2,35,6,14,2,2,0,0,0,0,2,1,0,0,0,0,0,1,0,0,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,372,10,382,551,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,812,B,60,59,22,5,4,1,33,4,16,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,265,8,273,376,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,812,C01,59,49,41,5,2,0,25,7,7,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,251,2,253,376,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,813,B,68,56,40,24,6,1,34,4,19,6,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,339,8,347,505,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,814,B,68,70,57,16,6,0,45,9,11,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,384,10,394,572,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,815,B,50,56,45,9,0,2,20,3,12,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,265,8,273,389,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,815,C01,50,46,40,7,0,1,26,1,14,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,267,8,275,388,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,816,B,59,81,31,14,2,1,17,7,10,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,311,13,324,501,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,816,C01,63,59,28,17,4,3,12,4,14,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,305,10,315,500,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,817,B,52,50,33,4,0,3,41,2,5,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,227,9,236,319,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,817,SMR01,1,4,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,0,19,0,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,818,B,37,68,24,8,1,0,35,4,15,5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,226,4,230,298,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,819,B,61,58,72,6,3,3,62,6,16,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,322,8,332,457,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,820,B,47,46,15,7,2,2,86,4,19,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,253,3,256,347,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,821,B,81,54,37,8,7,1,40,7,18,13,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,317,10,328,488,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,822,B,122,109,34,23,11,3,45,9,29,17,2,0,0,0,0,1,1,0,1,0,0,0,2,1,0,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,479,26,505,724,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,823,B,58,76,22,15,1,4,24,13,23,10,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,303,12,316,463,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,823,C01,60,82,21,6,3,1,22,12,27,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,295,12,307,463,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,824,B,47,67,35,15,0,8,36,8,23,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,296,13,309,454,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,824,C01,48,78,23,5,0,6,35,15,19,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,291,13,304,453,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,825,B,94,86,71,24,1,7,56,10,30,11,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,456,16,473,696,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,826,B,48,74,22,4,4,1,46,1,18,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,274,10,284,393,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,827,B,53,57,48,20,6,1,40,8,24,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,313,9,322,481,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,827,C01,49,65,39,10,9,1,34,11,22,7,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,312,10,322,481,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,828,B,59,76,19,5,2,1,38,6,14,7,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,272,7,280,350,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,829,B,44,43,25,7,2,2,32,7,20,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,215,4,219,308,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,830,B,62,82,22,16,14,2,48,5,36,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,369,9,378,531,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,831,B,65,95,57,26,5,6,56,6,41,18,2,0,0,0,0,0,2,0,0,0,0,0,1,2,0,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,476,13,493,719,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,832,B,55,77,33,21,10,6,38,25,40,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,396,12,408,629,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,833,B,68,76,27,21,1,5,28,13,14,4,1,2,0,0,0,4,0,0,0,0,0,0,0,1,0,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,340,6,346,465,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,834,B,61,50,36,19,2,0,49,4,9,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,298,10,308,421,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,835,B,39,58,51,15,0,1,34,4,16,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,266,8,274,393,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,835,C01,55,44,52,9,1,0,23,10,16,5,0,2,0,0,0,2,0,0,0,0,0,0,1,3,0,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,253,17,270,392,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,836,B,41,75,141,2,3,2,1,12,4,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,340,11,351,449,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,836,C01,39,120,116,1,0,1,3,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,333,10,343,449,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,837,B,48,81,99,3,10,5,5,7,7,4,3,0,0,0,0,2,0,0,2,0,0,1,2,0,0,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,337,20,357,490,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,837,C01,31,88,67,5,7,0,12,8,7,3,2,0,0,0,0,1,0,0,0,0,0,0,3,0,0,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,327,24,351,490,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,838,B,66,55,54,2,5,2,16,9,19,0,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,302,10,312,479,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,838,C01,42,50,72,7,8,3,13,6,13,6,1,1,0,0,0,2,0,0,1,0,0,0,1,0,0,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,310,22,332,478,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,839,B,70,90,12,3,1,0,11,8,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,254,10,266,393,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,839,C01,81,102,9,4,2,0,6,7,19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,256,13,269,392,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,840,B,140,115,13,8,2,1,18,21,33,7,5,3,0,0,0,1,0,0,0,0,0,0,0,2,0,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,413,27,446,650,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,841,B,61,88,19,10,3,0,23,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,378,17,396,588,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,842,B,39,53,22,7,1,0,27,19,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,245,23,269,408,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,842,C01,28,66,14,8,4,0,23,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,250,15,265,407,,,,
1,18,NAYARIT,4,TUXPAN,18,TUXPAN,843,B,74,127,11,5,4,1,36,13,24,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,407,19,426,721,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,435,B,81,50,50,16,0,2,13,5,28,7,6,2,0,0,0,1,0,1,3,0,0,0,0,0,0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,268,7,275,430,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,435,C01,71,46,46,20,5,2,16,3,28,4,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,251,11,262,429,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,436,B,88,82,71,18,2,2,10,4,27,1,9,3,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,322,12,334,504,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,436,C01,90,79,72,23,4,3,18,3,35,1,3,1,0,0,0,3,2,0,1,0,0,0,0,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,339,10,349,504,,,,
1,18,NAYARIT,5,SANTIAGO IXCUINTLA,15,SANTIAGO IXCUINTLA,437,B,104,83,58,15,1,5,23,2,30,2,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,335,13,348,545,,,,
