CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,CP,MC,NA,MORENA,ES,PAN_MC,PRI_NA,PRI_NA_CP,PRI_PVEM_NA,PRI_PVEM_CP,PRI_CP,PRI_PVEM,PRI_PVEM_NA_CP,PVEM_NA,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PT_MORENA_ES,PT_MORENA,PT_ES,MORENA_ES,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,1,2,,295,200,17,80,57,,29,38,3,250,,,,,,,,,,,,,3,3,0,0,,,,,,,,,,,,,975,0,15,990,1459
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,2,3,,424,280,17,124,94,,64,108,0,354,,,,,,,,,,,,,5,11,0,0,,,,,,,,,,,,,1481,0,32,1513,2187
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,3,1,,16,81,1,22,3,,11,4,0,31,,,,,,,,,,,,,0,1,0,0,,,,,,,,,,,,,170,0,8,178,294
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,4,1,,13,163,3,9,2,,3,2,0,36,,,,,,,,,,,,,1,3,0,2,,,,,,,,,,,,,237,0,23,260,366
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,5,1,,6,90,1,22,1,,2,4,0,26,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,152,0,7,159,218
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,6,3,,149,330,6,56,74,,25,36,1,334,,,,,,,,,,,,,2,3,0,0,,,,,,,,,,,,,1016,0,52,1068,1668
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,7,2,,203,167,10,140,96,,12,15,1,137,,,,,,,,,,,,,1,1,0,0,,,,,,,,,,,,,783,0,48,831,1231
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,8,3,,152,147,19,154,107,,32,31,4,255,,,,,,,,,,,,,2,3,0,0,,,,,,,,,,,,,906,0,36,942,1463
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,9,1,,27,37,3,38,14,,4,7,1,50,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,181,0,3,184,294
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,10,1,,24,14,0,38,2,,2,1,0,6,,,,,,,,,,,,,0,2,0,1,,,,,,,,,,,,,90,0,3,93,140
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,11,2,,193,254,5,104,19,,10,8,0,207,,,,,,,,,,,,,0,1,0,0,,,,,,,,,,,,,801,0,29,830,1160
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,12,1,,106,50,14,53,34,,10,23,1,114,,,,,,,,,,,,,1,0,0,1,,,,,,,,,,,,,407,0,25,432,673
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,13,2,,178,183,8,58,58,,9,37,4,135,,,,,,,,,,,,,2,3,0,0,,,,,,,,,,,,,675,0,20,695,917
,24,SAN LUIS POTOSI,4,SALINAS,1,AHUALULCO,14,4,,253,427,14,317,42,,25,31,4,358,,,,,,,,,,,,,9,2,1,1,,,,,,,,,,,,,1484,0,83,1567,2158
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,15,1,40,,,2,,,,78,2,0,,,,,73,,,,,,,,,0,0,0,0,,,,,,,,,,,,,195,0,14,209,318
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,16,1,33,,,5,,,,76,10,1,,,,,131,,,,,,,,,0,0,0,2,,,,,,,,,,,,,258,0,13,271,354
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,17,1,17,,,1,,,,55,7,0,,,,,85,,,,,,,,,0,0,0,0,,,,,,,,,,,,,165,0,12,177,244
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,18,1,19,,,0,,,,31,3,0,,,,,46,,,,,,,,,0,0,0,1,,,,,,,,,,,,,100,0,2,102,147
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,19,1,48,,,0,,,,69,4,1,,,,,91,,,,,,,,,1,0,0,0,,,,,,,,,,,,,214,0,11,225,306
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,20,1,44,,,0,,,,19,1,0,,,,,63,,,,,,,,,0,0,0,0,,,,,,,,,,,,,127,0,5,132,201
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,21,1,55,,,0,,,,19,0,1,,,,,48,,,,,,,,,0,0,0,0,,,,,,,,,,,,,123,0,2,125,203
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,22,1,36,,,1,,,,26,2,0,,,,,29,,,,,,,,,0,0,0,0,,,,,,,,,,,,,94,0,3,97,196
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,23,1,142,,,3,,,,207,6,0,,,,,172,,,,,,,,,0,0,0,2,,,,,,,,,,,,,532,0,25,557,707
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,24,1,43,,,1,,,,8,0,0,,,,,56,,,,,,,,,0,0,0,0,,,,,,,,,,,,,108,0,4,112,161
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,25,1,8,,,1,,,,45,0,0,,,,,15,,,,,,,,,0,0,0,0,,,,,,,,,,,,,69,1,3,73,106
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,26,2,168,,,2,,,,146,14,3,,,,,210,,,,,,,,,0,0,0,0,,,,,,,,,,,,,543,0,27,570,856
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,27,1,51,,,0,,,,36,1,0,,,,,56,,,,,,,,,0,0,0,0,,,,,,,,,,,,,144,0,2,146,194
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,28,1,196,,,1,,,,106,4,1,,,,,210,,,,,,,,,0,0,0,0,,,,,,,,,,,,,518,0,13,531,699
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,29,1,25,,,0,,,,11,0,0,,,,,54,,,,,,,,,0,0,0,0,,,,,,,,,,,,,90,0,3,93,135
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,30,1,52,,,4,,,,83,15,5,,,,,108,,,,,,,,,2,2,0,2,,,,,,,,,,,,,273,0,21,294,433
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,31,1,51,,,0,,,,94,2,0,,,,,107,,,,,,,,,0,0,0,0,,,,,,,,,,,,,254,0,7,261,371
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,32,1,77,,,0,,,,87,3,0,,,,,91,,,,,,,,,2,0,0,0,,,,,,,,,,,,,260,0,8,268,395
,24,SAN LUIS POTOSI,11,CARDENAS,2,ALAQUINES,33,1,25,,,1,,,,93,0,0,,,,,82,,,,,,,,,0,0,0,0,,,,,,,,,,,,,201,0,9,210,332
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,34,3,881,,28,14,,,18,,23,2,,,,,566,,,,,36,10,10,0,1,1,0,1,,,,,,,,,,,,,1591,10,80,1681,2127
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,35,2,222,,30,26,,,6,,18,1,,,,,274,,,,,12,6,3,0,3,0,0,0,,,,,,,,,,,,,601,0,22,623,785
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,36,3,433,,5,3,,,3,,21,5,,,,,479,,,,,24,6,1,1,0,1,0,0,,,,,,,,,,,,,982,0,75,1057,1328
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,37,1,142,,0,2,,,0,,5,3,,,,,215,,,,,14,0,0,0,0,0,0,1,,,,,,,,,,,,,382,0,28,410,524
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,38,2,273,,5,9,,,1,,5,1,,,,,276,,,,,16,2,0,0,0,1,0,0,,,,,,,,,,,,,589,0,127,716,811
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,39,3,497,,16,10,,,9,,19,5,,,,,533,,,,,26,9,3,0,1,1,0,0,,,,,,,,,,,,,1129,0,56,1185,1554
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,40,1,82,,1,1,,,1,,2,0,,,,,52,,,,,6,1,0,0,0,0,0,0,,,,,,,,,,,,,146,0,4,150,178
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,41,3,371,,49,23,,,6,,18,1,,,,,567,,,,,34,1,0,0,0,5,0,0,,,,,,,,,,,,,1075,0,94,1169,1480
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,42,2,256,,105,2,,,0,,2,2,,,,,329,,,,,10,11,1,2,0,0,0,0,,,,,,,,,,,,,720,0,34,754,920
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,43,3,549,,58,7,,,5,,4,4,,,,,496,,,,,13,2,1,1,1,0,0,0,,,,,,,,,,,,,1141,0,58,1199,1643
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,44,3,548,,45,19,,,3,,12,2,,,,,685,,,,,30,14,0,0,0,1,0,0,,,,,,,,,,,,,1359,0,84,1443,1852
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,45,3,389,,104,36,,,7,,24,2,,,,,349,,,,,29,31,4,1,7,4,0,2,,,,,,,,,,,,,989,0,86,1075,1509
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,46,3,595,,26,10,,,5,,16,2,,,,,519,,,,,16,8,2,1,1,0,0,0,,,,,,,,,,,,,1201,0,100,1301,1710
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,47,2,405,,28,17,,,6,,18,8,,,,,233,,,,,14,8,0,1,0,0,0,0,,,,,,,,,,,,,738,0,59,797,1006
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,48,3,657,,38,99,,,12,,31,4,,,,,467,,,,,37,16,7,0,4,4,3,0,,,,,,,,,,,,,1379,0,87,1466,1977
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,49,2,361,,7,6,,,0,,5,0,,,,,313,,,,,20,11,3,0,0,1,0,0,,,,,,,,,,,,,727,0,36,763,956
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,50,1,234,,10,8,,,6,,19,5,,,,,217,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,499,0,45,544,734
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,51,3,639,,24,16,,,7,,23,5,,,,,363,,,,,29,10,2,0,0,0,0,0,,,,,,,,,,,,,1118,0,55,1173,1518
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,52,2,307,,20,16,,,3,,18,4,,,,,299,,,,,22,10,2,0,2,0,0,0,,,,,,,,,,,,,703,0,49,752,964
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,53,3,607,,20,6,,,8,,8,6,,,,,558,,,,,28,20,2,1,0,1,0,0,,,,,,,,,,,,,1265,0,57,1322,1812
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,54,2,402,,30,5,,,7,,9,2,,,,,255,,,,,19,4,2,0,0,0,0,0,,,,,,,,,,,,,735,0,48,783,1006
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,55,2,399,,2,7,,,1,,7,4,,,,,278,,,,,17,5,2,0,0,0,0,0,,,,,,,,,,,,,722,1,43,766,985
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,56,2,408,,7,6,,,1,,0,1,,,,,261,,,,,33,5,2,0,0,1,0,0,,,,,,,,,,,,,725,0,27,752,883
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,57,2,620,,10,5,,,6,,13,0,,,,,380,,,,,60,16,5,1,0,0,0,0,,,,,,,,,,,,,1116,1,60,1177,1476
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,58,2,326,,3,4,,,1,,1,5,,,,,270,,,,,25,13,2,1,0,1,0,0,,,,,,,,,,,,,652,0,37,689,892
,24,SAN LUIS POTOSI,14,TANCANHUITZ,3,AQUISMON,59,2,362,,41,6,,,6,,22,3,,,,,387,,,,,10,4,1,0,1,0,0,1,,,,,,,,,,,,,844,0,19,863,1126
,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,60,1,64,,11,2,,,5,,4,1,,,,220,,,,,,3,0,1,0,0,0,0,0,,,,,,,,,,,,9,320,0,14,334,452
,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,63,1,38,,10,1,,,3,,0,0,,,,115,,,,,,4,2,0,0,0,0,0,0,,,,,,,,,,,,2,175,0,10,185,282
,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,64,1,130,,6,0,,,3,,0,0,,,,432,,,,,,15,1,2,0,0,1,0,0,,,,,,,,,,,,2,592,0,20,612,759
,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,65,1,60,,7,3,,,0,,9,8,,,,176,,,,,,4,0,0,0,3,1,0,0,,,,,,,,,,,,2,273,0,16,289,365
,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,68,1,105,,5,3,,,0,,13,1,,,,252,,,,,,1,2,1,0,0,1,0,0,,,,,,,,,,,,37,421,0,37,458,617
,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,69,1,16,,13,6,,,2,,2,0,,,,138,,,,,,3,2,0,0,0,0,0,2,,,,,,,,,,,,9,193,0,12,205,250
,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,70,1,41,,28,6,,,2,,8,6,,,,244,,,,,,6,4,0,0,1,0,0,0,,,,,,,,,,,,1,347,0,18,365,481
,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,71,1,10,,2,6,,,0,,7,9,,,,72,,,,,,0,0,0,0,5,0,2,1,,,,,,,,,,,,0,114,6,2,122,191
,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,72,1,10,,1,2,,,0,,3,0,,,,130,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,,,4,151,0,6,157,206
,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,4,ARMADILLO DE LOS INFANTE,77,1,13,,12,4,,,1,,5,1,,,,139,,,,,,1,0,0,0,0,1,0,0,,,,,,,,,,,,2,179,0,31,210,322
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,78,2,80,49,8,15,,18,4,,30,3,,,,,,,,,277,3,2,0,0,8,3,0,0,,,,,,,,,,,,,500,0,19,519,838
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,79,3,224,60,33,48,,46,32,,116,1,,,,,,,,,639,12,1,5,1,22,4,2,2,,,,,,,,,,,,,1248,0,23,1271,1969
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,80,2,165,31,31,16,,39,29,,54,3,,,,,,,,,401,6,1,0,0,7,1,0,0,,,,,,,,,,,,,784,0,28,812,1174
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,81,2,117,20,10,4,,18,12,,16,0,,,,,,,,,290,3,2,1,0,4,0,2,0,,,,,,,,,,,,,499,1,12,512,785
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,82,1,82,16,4,3,,16,6,,16,2,,,,,,,,,128,7,1,0,1,1,1,0,0,,,,,,,,,,,,,284,0,6,290,428
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,83,1,142,19,9,6,,25,16,,11,1,,,,,,,,,206,6,3,0,0,1,0,0,0,,,,,,,,,,,,,445,0,6,451,680
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,84,2,127,22,12,13,,30,15,,33,4,,,,,,,,,345,7,1,2,0,6,4,0,3,,,,,,,,,,,,,624,0,10,634,947
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,85,2,195,36,12,7,,38,27,,38,4,,,,,,,,,429,13,1,3,2,1,3,1,0,,,,,,,,,,,,,810,0,25,835,1275
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,86,1,100,35,7,3,,44,15,,17,1,,,,,,,,,215,5,2,0,0,5,0,0,0,,,,,,,,,,,,,449,0,11,460,748
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,87,1,96,15,9,2,,37,8,,12,0,,,,,,,,,159,2,0,0,0,1,0,0,0,,,,,,,,,,,,,341,0,7,348,492
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,88,1,82,22,14,5,,15,32,,16,1,,,,,,,,,194,7,0,0,0,1,1,0,0,,,,,,,,,,,,,390,1,11,402,650
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,89,1,46,22,0,3,,21,8,,17,1,,,,,,,,,190,5,1,2,0,1,0,0,1,,,,,,,,,,,,,318,0,10,328,482
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,90,2,136,62,5,6,,49,13,,20,2,,,,,,,,,331,8,0,1,0,1,0,0,1,,,,,,,,,,,,,635,0,9,644,979
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,91,1,48,15,3,5,,6,8,,15,0,,,,,,,,,132,4,3,0,0,2,1,0,0,,,,,,,,,,,,,242,0,14,256,419
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,92,1,50,10,2,5,,2,7,,5,1,,,,,,,,,45,2,0,0,0,2,0,0,0,,,,,,,,,,,,,131,0,3,134,240
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,93,1,53,13,3,9,,23,5,,6,0,,,,,,,,,240,4,0,0,0,1,0,1,1,,,,,,,,,,,,,359,0,9,368,658
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,94,1,21,4,2,1,,15,1,,3,0,,,,,,,,,109,0,1,0,0,1,0,0,0,,,,,,,,,,,,,158,0,5,163,266
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,95,2,51,29,5,7,,12,18,,19,2,,,,,,,,,98,2,1,1,0,4,2,0,2,,,,,,,,,,,,,253,0,10,263,471
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,96,1,67,16,5,8,,4,18,,12,1,,,,,,,,,98,10,0,2,0,1,0,1,1,,,,,,,,,,,,,244,0,6,250,390
,24,SAN LUIS POTOSI,11,CARDENAS,5,CARDENAS,97,1,40,5,3,1,,2,1,,0,0,,,,,,,,,79,5,0,0,0,0,0,0,0,,,,,,,,,,,,,136,0,9,145,200
,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,98,2,,274,,11,259,3,,,8,0,404,,,,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,961,0,25,986,1177
,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,99,1,,20,,0,11,0,,,1,0,77,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,109,0,4,113,139
,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,101,1,,87,,3,35,1,,,0,0,60,,,,,,,,,,,,,1,0,0,0,,,,,,,,,,,,,187,0,8,195,234
,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,102,1,,56,,7,59,3,,,2,0,91,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,218,0,11,229,278
,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,103,1,,34,,3,94,0,,,2,0,144,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,277,0,5,282,352
,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,105,1,,25,,2,71,1,,,0,0,124,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,223,0,6,229,285
,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,106,2,,195,,14,157,1,,,14,3,340,,,,,,,,,,,,,1,1,0,1,,,,,,,,,,,,,727,0,25,752,970
,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,107,1,,34,,1,35,0,,,0,0,66,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,136,0,7,143,171
,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,108,1,,114,,4,72,2,,,5,0,172,,,,,,,,,,,,,0,1,0,0,,,,,,,,,,,,,370,0,21,391,493
,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,110,1,,37,,3,27,3,,,3,2,142,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,217,0,12,229,387
,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,111,1,,62,,3,92,2,,,0,1,83,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,243,0,5,248,295
,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,112,1,,86,,3,77,15,,,11,0,133,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,325,0,15,340,462
,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,113,1,,63,,4,19,7,,,0,0,67,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,160,0,7,167,235
,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,114,1,,18,,8,44,0,,,1,0,46,,,,,,,,,,,,,1,0,0,0,,,,,,,,,,,,,118,0,8,126,168
,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,115,1,,133,,1,23,15,,,1,0,72,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,245,0,6,251,332
,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,116,1,,21,,2,40,4,,,1,0,120,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,188,0,14,202,269
,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,117,1,,34,,3,30,4,,,2,0,70,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,143,0,13,156,213
,24,SAN LUIS POTOSI,1,MATEHUALA,6,CATORCE,118,1,,77,,9,83,2,,,1,0,175,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,347,0,11,358,432
,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,119,4,2,,1,286,,,1,55,570,31,,,,,,,612,,,0,0,0,0,71,13,3,10,,,,,,,,,,,,,1655,0,28,1683,2464
,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,120,3,8,,0,193,,,3,42,448,17,,,,,,,557,,,0,0,0,0,60,15,2,9,,,,,,,,,,,,,1354,0,33,1387,2083
,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,121,3,5,,1,192,,,0,41,385,23,,,,,,,470,,,0,0,0,0,39,10,2,10,,,,,,,,,,,,,1178,0,20,1198,1802
,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,122,4,4,,3,259,,,1,81,539,39,,,,,,,589,,,0,0,0,0,46,13,10,5,,,,,,,,,,,,,1589,0,26,1615,2353
,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,123,1,1,,0,30,,,0,0,31,8,,,,,,,45,,,0,0,0,0,10,0,0,0,,,,,,,,,,,,,125,0,8,133,171
,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,124,1,1,,0,42,,,1,1,27,12,,,,,,,91,,,0,0,0,0,10,2,3,2,,,,,,,,,,,,,192,0,9,201,284
,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,125,2,4,,0,50,,,0,3,54,14,,,,,,,129,,,0,1,0,0,7,4,1,0,,,,,,,,,,,,,267,0,15,282,405
,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,126,1,3,,0,64,,,1,5,74,5,,,,,,,108,,,0,1,0,0,15,8,1,0,,,,,,,,,,,,,285,0,19,304,440
,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,127,1,7,,2,48,,,4,6,46,6,,,,,,,42,,,0,0,0,0,14,1,1,2,,,,,,,,,,,,,179,0,6,185,325
,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,128,1,2,,1,52,,,0,10,78,9,,,,,,,101,,,1,0,0,0,11,5,2,2,,,,,,,,,,,,,274,0,7,281,387
,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,129,1,0,,0,37,,,0,0,28,3,,,,,,,24,,,0,0,0,0,8,2,0,1,,,,,,,,,,,,,103,0,1,104,131
,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,130,1,1,,0,50,,,0,1,56,5,,,,,,,31,,,0,0,0,0,9,3,2,1,,,,,,,,,,,,,159,0,9,168,218
,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,131,2,3,,0,291,,,1,12,98,12,,,,,,,300,,,0,0,0,0,45,16,4,9,,,,,,,,,,,,,791,0,20,811,1143
,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,132,1,0,,1,17,,,0,0,24,3,,,,,,,45,,,0,0,0,0,9,3,2,1,,,,,,,,,,,,,105,0,4,109,161
,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,133,1,7,,1,41,,,0,6,63,27,,,,,,,76,,,0,0,0,0,8,4,5,3,,,,,,,,,,,,,241,0,8,249,333
,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,134,1,3,,2,76,,,0,1,74,9,,,,,,,66,,,0,0,0,0,12,3,1,2,,,,,,,,,,,,,249,0,4,253,358
,24,SAN LUIS POTOSI,1,MATEHUALA,7,CEDRAL,135,1,0,,0,108,,,1,18,67,4,,,,,,,239,,,0,0,0,0,22,5,4,3,,,,,,,,,,,,,471,0,20,491,648
,24,SAN LUIS POTOSI,10,RIOVERDE,8,CERRITOS,136,2,,,125,69,,111,,1,68,5,103,,,,,,144,,,,,,,5,2,1,2,,,,,,,,,,,,,636,0,20,656,1049
,24,SAN LUIS POTOSI,10,RIOVERDE,8,CERRITOS,137,3,,,75,87,,107,,10,72,1,127,,,,,,146,,,,,,,7,6,0,2,,,,,,,,,,,,,640,0,26,666,1030
,24,SAN LUIS POTOSI,10,RIOVERDE,8,CERRITOS,138,1,,,36,66,,52,,3,39,4,68,,,,,,129,,,,,,,3,0,0,1,,,,,,,,,,,,,401,0,9,410,677
,24,SAN LUIS POTOSI,10,RIOVERDE,8,CERRITOS,139,3,,,134,85,,119,,5,65,7,163,,,,,,331,,,,,,,7,3,0,33,,,,,,,,,,,,,952,0,46,998,1654
,24,SAN LUIS POTOSI,10,RIOVERDE,8,CERRITOS,140,2,,,53,95,,83,,2,71,6,118,,,,,,192,,,,,,,10,3,0,0,,,,,,,,,,,,,633,0,21,654,1096
,24,SAN LUIS POTOSI,10,RIOVERDE,8,CERRITOS,141,3,,,112,97,,126,,6,136,9,122,,,,,,262,,,,,,,18,7,1,2,,,,,,,,,,,,,898,0,27,925,1502
