"","section","uniqueid","year","mun","state","Validation"
"854",1805,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"855",1806,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"856",1807,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"857",1808,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"858",1809,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"859",1810,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"860",1811,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"861",1812,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"862",1813,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"863",1814,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"864",1815,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"865",1816,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"866",1817,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"867",1818,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"868",1819,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"869",1820,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"870",1821,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"871",1822,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"872",1823,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"873",1824,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"874",1825,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"875",1826,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"876",1827,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"877",1828,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"878",1829,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"879",1830,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"880",1831,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"881",1832,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"882",1833,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"883",1834,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"884",1835,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"885",1836,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"886",1837,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"887",1838,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"888",1839,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"889",1840,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"890",1841,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"891",1842,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"892",1843,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"893",1844,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"894",1845,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"895",1846,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"896",1847,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"897",1848,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"898",1849,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"899",1850,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"900",1851,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"901",1852,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"902",1853,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"903",1854,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"904",1855,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"905",1856,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"906",1857,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"907",1858,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"908",1859,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"909",1860,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"910",1861,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"911",1862,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"912",1863,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"913",1864,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"914",1865,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"915",1866,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"916",1867,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"917",1868,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"918",1869,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"919",1870,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"920",1871,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"921",1872,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"922",1873,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"923",1874,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"924",1875,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"925",1876,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"926",1877,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"927",1878,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"928",1879,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"929",1880,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"930",1881,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
"931",1882,32056,2016,"ZACATECAS EXTRAORDINARIO","ZACATECAS",1
