CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,ID_DEMARCACION_TERRITORIAL,DEMARCACION_TERRITORIAL,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,PRS,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD_PT_PRS,PAN_PRD_PT,PAN_PRD_PRS,PAN_PT_PRS,PRD_PT_PRS,PAN_PRD,PAN_PT,PAN_PRS,PRD_PT,PRD_PRS,PT_PRS,CAND_IND62,CAND_IND63,CAND_IND64,CAND_IND65,CAND_IND66,CAND_IND67,CAND_IND68,CAND_IND69,CAND_IND70,CAND_IND71,CAND_IND72,CAND_IND73,CAND_IND74,CAND_IND75,CAND_IND76,CAND_IND77,CAND_IND78,CAND_IND79,CAND_IND80,CAND_IND81,CAND_IND82,CAND_IND83,CAND_IND84,CAND_IND85,CAND_IND86,CAND_IND87,CAND_IND88,CAND_IND89,CAND_IND90,CAND_IND91,CAND_IND92,CAND_IND93,CAND_IND94,CAND_IND95,CAND_IND96,CAND_IND97,CAND_IND98,CAND_IND99,CAND_IND100,CAND_IND101,CAND_IND102,CAND_IND103,CAND_IND104,CAND_IND105,CAND_IND106,CAND_IND107,CAND_IND108,CAND_IND109,CAND_IND110,CAND_IND111,CAND_IND112,CAND_IND113,CAND_IND114,CAND_IND115,CAND_IND116,CAND_IND117,CAND_IND118,CAND_IND119,CAND_IND120,CAND_IND121,CAND_IND122,CAND_IND123,CAND_IND124,CAND_IND125,CAND_IND126,CAND_IND127,CAND_IND128,CAND_IND129,CAND_IND130,CAND_IND131,CAND_IND132,CAND_IND133,CAND_IND134,CAND_IND135,CAND_IND136,CAND_IND137,CAND_IND138,CAND_IND139,CAND_IND140,CAND_IND141,CAND_IND142,CAND_IND143,CAND_IND144,CAND_IND145,CAND_IND146,CAND_IND147,CAND_IND148,CAND_IND149,CAND_IND150,CAND_IND151,CAND_IND152,CAND_IND153,CAND_IND154,CAND_IND155,CAND_IND156,CAND_IND157,CAND_IND158,CAND_IND159,CAND_IND160,CAND_IND161,CAND_IND162,CAND_IND163,CAND_IND164,CAND_IND165,CAND_IND166,CAND_IND167,CAND_IND168,CAND_IND169,CAND_IND170,CAND_IND171,CAND_IND172,CAND_IND173,CAND_IND174,CAND_IND175,CAND_IND176,CAND_IND177,CAND_IND178,CAND_IND179,CAND_IND180,CAND_IND181,CAND_IND182,CAND_IND183,CAND_IND184,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,18,NAYARIT,17,TEPIC,5,TEPIC 05,710,2,228,175,38,27,14,8,58,17,139,19,7,0,1,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,19,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,820,20,840,1306
1,18,NAYARIT,17,TEPIC,5,TEPIC 05,712,2,148,113,14,85,23,1,24,7,82,13,6,1,1,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,33,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,595,29,625,1197
1,18,NAYARIT,17,TEPIC,5,TEPIC 05,713,2,261,156,37,17,20,7,61,13,109,158,11,2,0,0,0,2,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,37,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,941,22,963,1394
1,18,NAYARIT,17,TEPIC,5,TEPIC 05,714,1,108,75,8,16,19,3,20,8,58,7,5,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,12,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,367,13,380,577
1,18,NAYARIT,17,TEPIC,5,TEPIC 05,715,2,229,167,26,20,24,3,49,15,110,35,9,1,0,0,0,2,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,757,27,785,1220
1,18,NAYARIT,17,TEPIC,5,TEPIC 05,725,2,329,172,38,19,16,2,62,17,130,95,4,1,0,0,0,5,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,10,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,971,37,1008,1468
1,18,NAYARIT,17,TEPIC,5,TEPIC 05,728,2,225,134,27,9,18,1,50,12,101,71,3,2,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,6,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,708,13,721,1023
1,18,NAYARIT,17,TEPIC,6,TEPIC 06,736,4,316,250,104,36,41,4,73,33,289,33,11,5,0,0,0,10,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,154,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1472,51,1524,2911
1,18,NAYARIT,17,TEPIC,6,TEPIC 06,738,3,144,228,137,36,18,4,49,12,170,10,11,1,0,0,0,7,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,90,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,949,46,995,1697
1,18,NAYARIT,17,TEPIC,6,TEPIC 06,747,2,110,177,77,15,21,3,30,9,106,8,4,5,0,0,0,5,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,42,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,630,33,663,1088
1,18,NAYARIT,17,TEPIC,6,TEPIC 06,748,2,108,127,81,13,14,3,35,15,102,14,10,4,0,0,0,7,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,583,32,615,1107
1,18,NAYARIT,17,TEPIC,6,TEPIC 06,923,1,103,112,11,9,8,1,32,11,105,6,1,1,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,39,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,475,11,486,720
1,18,NAYARIT,17,TEPIC,6,TEPIC 06,924,1,107,80,5,11,3,3,27,8,71,5,2,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,34,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,444,6,450,691
1,18,NAYARIT,17,TEPIC,6,TEPIC 06,925,2,122,62,19,8,6,2,17,4,74,6,0,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,101,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,456,12,468,802
1,18,NAYARIT,17,TEPIC,6,TEPIC 06,926,2,66,113,28,23,6,3,35,8,68,1,4,3,0,0,0,2,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,30,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,574,9,583,977
1,18,NAYARIT,17,TEPIC,6,TEPIC 06,927,1,70,82,13,5,8,1,22,15,64,1,6,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,35,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,414,4,418,748
1,18,NAYARIT,17,TEPIC,6,TEPIC 06,928,1,48,53,10,8,8,1,12,7,35,4,0,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,48,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,293,9,302,589
1,18,NAYARIT,17,TEPIC,6,TEPIC 06,929,2,142,147,24,15,10,3,38,21,116,13,5,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,73,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,636,24,661,1036
1,18,NAYARIT,17,TEPIC,6,TEPIC 06,930,2,113,158,17,12,13,1,27,10,120,6,2,1,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,61,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,567,17,586,975
1,18,NAYARIT,17,TEPIC,6,TEPIC 06,931,2,141,191,25,8,9,1,34,18,109,5,1,0,0,0,0,2,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,43,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,616,11,627,1024
1,18,NAYARIT,17,TEPIC,6,TEPIC 06,932,2,179,227,28,20,48,1,39,29,103,13,7,3,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,43,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,784,5,790,1206
1,18,NAYARIT,17,TEPIC,6,TEPIC 06,933,2,154,126,23,8,12,2,23,3,121,12,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,42,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,550,10,560,888
1,18,NAYARIT,17,TEPIC,6,TEPIC 06,934,2,111,189,16,10,13,5,23,5,101,7,7,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,48,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,552,8,561,833
1,18,NAYARIT,17,TEPIC,6,TEPIC 06,935,2,116,146,17,11,13,1,20,11,104,7,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,46,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,509,14,523,792
1,18,NAYARIT,17,TEPIC,6,TEPIC 06,936,2,87,204,13,5,18,0,20,22,65,3,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,506,10,516,883
1,18,NAYARIT,17,TEPIC,6,TEPIC 06,937,2,155,111,27,14,11,4,29,22,115,9,2,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,33,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,549,10,559,835
1,18,NAYARIT,17,TEPIC,6,TEPIC 06,938,1,53,84,10,11,5,2,13,3,61,1,0,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,285,0,285,498
1,18,NAYARIT,17,TEPIC,6,TEPIC 06,939,2,210,226,37,25,22,2,35,24,93,8,7,2,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,56,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,785,13,799,1204
1,18,NAYARIT,17,TEPIC,6,TEPIC 06,940,2,143,236,20,9,5,4,25,14,69,4,3,1,0,0,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,589,8,597,872
1,18,NAYARIT,17,TEPIC,6,TEPIC 06,941,2,158,283,24,11,11,2,20,19,75,8,1,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,29,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,666,9,675,950
1,18,NAYARIT,17,TEPIC,6,TEPIC 06,942,2,237,155,47,11,9,0,40,19,153,18,3,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,44,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,756,18,774,1168
1,18,NAYARIT,17,TEPIC,6,TEPIC 06,943,1,55,83,72,9,11,2,18,8,52,6,3,4,0,0,0,4,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,20,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,412,11,423,631
1,18,NAYARIT,17,TEPIC,6,TEPIC 06,944,1,58,96,53,8,12,4,18,7,83,2,1,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,374,17,391,695
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,749,4,410,317,106,36,42,6,101,43,346,28,9,1,0,0,0,2,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,35,32,36,,,,,,,,,,,,,,,,,,,,,,,,,,2,1603,49,1654,2774
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,751,2,140,89,55,16,15,0,34,11,81,6,2,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,0,492,21,513,850
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,756,2,184,113,37,23,12,3,48,13,157,19,8,2,0,0,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,23,7,17,,,,,,,,,,,,,,,,,,,,,,,,,,2,684,17,703,1154
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,757,2,163,102,28,16,20,3,30,6,72,8,3,0,0,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,20,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,0,518,15,533,891
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,759,3,184,108,63,22,28,4,58,38,181,32,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,19,28,13,,,,,,,,,,,,,,,,,,,,,,,,,,0,804,39,843,1554
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,760,5,465,264,145,54,46,13,108,38,362,41,5,0,0,1,0,7,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,78,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,3,1771,52,1826,3440
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,761,1,131,96,42,12,15,3,33,7,56,4,5,2,0,0,0,1,2,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,13,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,2,450,18,470,729
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,762,2,200,170,57,23,17,5,48,6,167,20,11,0,1,0,0,3,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,15,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,0,799,27,826,1291
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,763,3,161,130,65,24,24,7,50,35,129,37,9,4,1,0,0,4,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,10,71,16,,,,,,,,,,,,,,,,,,,,,,,,,,0,965,332,1297,1797
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,764,6,567,423,138,89,60,5,133,72,443,41,19,5,1,0,0,13,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,61,85,82,,,,,,,,,,,,,,,,,,,,,,,,,,1,2358,91,2450,4219
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,766,3,151,138,60,26,17,4,34,23,116,15,5,5,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,8,25,22,,,,,,,,,,,,,,,,,,,,,,,,,,0,783,25,808,1555
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,767,1,100,67,39,2,16,0,37,3,97,8,2,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,11,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,0,410,16,426,677
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,809,2,152,100,48,22,12,5,36,12,120,11,1,3,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,15,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,0,567,13,580,903
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,945,2,98,54,37,11,14,2,29,8,72,9,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,1,380,23,404,883
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,946,2,119,80,40,15,17,3,25,42,39,13,2,0,0,0,1,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,20,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,0,442,7,449,812
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,947,1,79,41,26,9,12,2,22,6,45,6,6,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,0,281,10,291,549
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,948,1,105,86,37,10,11,2,16,9,42,16,2,0,0,0,0,2,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,0,377,7,384,662
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,949,1,81,38,32,10,2,5,13,6,55,1,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,0,258,5,263,423
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,950,1,105,54,36,6,7,3,11,14,50,7,1,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,0,323,7,330,567
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,951,1,87,39,34,5,5,2,10,5,29,5,3,1,0,1,0,2,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,244,6,250,399
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,952,2,80,90,28,16,7,3,23,10,67,14,1,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,0,378,6,384,752
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,953,1,80,65,36,9,14,3,26,9,66,6,1,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,16,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,6,369,11,386,693
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,954,2,82,54,42,14,6,1,23,9,55,7,2,0,1,1,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,71,17,7,,,,,,,,,,,,,,,,,,,,,,,,,,0,408,9,417,818
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,955,1,78,56,39,10,15,3,23,7,50,4,5,1,0,0,0,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,20,22,,,,,,,,,,,,,,,,,,,,,,,,,,0,349,11,360,665
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,956,1,93,41,46,11,7,1,11,4,49,8,4,0,0,1,0,4,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,5,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,1,315,4,320,576
1,18,NAYARIT,17,TEPIC,7,TEPIC 07,957,2,113,61,30,11,10,3,19,9,53,15,6,0,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,13,23,15,,,,,,,,,,,,,,,,,,,,,,,,,,0,388,11,399,803
