CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,ID_DEMARCACION_TERRITORIAL,DEMARCACION_TERRITORIAL,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,PRS,MC,NVA_ALIANZA,MORENA,ES,PAN_PRD_PT_PRS,PAN_PRD_PT,PAN_PRD_PRS,PAN_PT_PRS,PRD_PT_PRS,PAN_PRD,PAN_PT,PAN_PRS,PRD_PT,PRD_PRS,PT_PRS,CAND_IND62,CAND_IND63,CAND_IND64,CAND_IND65,CAND_IND66,CAND_IND67,CAND_IND68,CAND_IND69,CAND_IND70,CAND_IND71,CAND_IND72,CAND_IND73,CAND_IND74,CAND_IND75,CAND_IND76,CAND_IND77,CAND_IND78,CAND_IND79,CAND_IND80,CAND_IND81,CAND_IND82,CAND_IND83,CAND_IND84,CAND_IND85,CAND_IND86,CAND_IND87,CAND_IND88,CAND_IND89,CAND_IND90,CAND_IND91,CAND_IND92,CAND_IND93,CAND_IND94,CAND_IND95,CAND_IND96,CAND_IND97,CAND_IND98,CAND_IND99,CAND_IND100,CAND_IND101,CAND_IND102,CAND_IND103,CAND_IND104,CAND_IND105,CAND_IND106,CAND_IND107,CAND_IND108,CAND_IND109,CAND_IND110,CAND_IND111,CAND_IND112,CAND_IND113,CAND_IND114,CAND_IND115,CAND_IND116,CAND_IND117,CAND_IND118,CAND_IND119,CAND_IND120,CAND_IND121,CAND_IND122,CAND_IND123,CAND_IND124,CAND_IND125,CAND_IND126,CAND_IND127,CAND_IND128,CAND_IND129,CAND_IND130,CAND_IND131,CAND_IND132,CAND_IND133,CAND_IND134,CAND_IND135,CAND_IND136,CAND_IND137,CAND_IND138,CAND_IND139,CAND_IND140,CAND_IND141,CAND_IND142,CAND_IND143,CAND_IND144,CAND_IND145,CAND_IND146,CAND_IND147,CAND_IND148,CAND_IND149,CAND_IND150,CAND_IND151,CAND_IND152,CAND_IND153,CAND_IND154,CAND_IND155,CAND_IND156,CAND_IND157,CAND_IND158,CAND_IND159,CAND_IND160,CAND_IND161,CAND_IND162,CAND_IND163,CAND_IND164,CAND_IND165,CAND_IND166,CAND_IND167,CAND_IND168,CAND_IND169,CAND_IND170,CAND_IND171,CAND_IND172,CAND_IND173,CAND_IND174,CAND_IND175,CAND_IND176,CAND_IND177,CAND_IND178,CAND_IND179,CAND_IND180,CAND_IND181,CAND_IND182,CAND_IND183,CAND_IND184,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,18,NAYARIT,6,HUAJICORI,2,HUAJICORI 02,213,1,2,110,16,0,2,0,0,26,29,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,186,7,193,267
1,18,NAYARIT,6,HUAJICORI,2,HUAJICORI 02,214,1,2,100,11,2,5,0,0,21,65,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,207,10,217,305
1,18,NAYARIT,6,HUAJICORI,3,HUAJICORI 03,198,1,5,144,13,0,1,0,0,1,69,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,235,4,239,287
1,18,NAYARIT,6,HUAJICORI,3,HUAJICORI 03,199,1,1,96,12,1,0,1,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,244,12,256,303
1,18,NAYARIT,6,HUAJICORI,3,HUAJICORI 03,200,1,0,78,12,2,0,1,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,166,4,170,209
1,18,NAYARIT,6,HUAJICORI,3,HUAJICORI 03,201,1,0,95,27,1,1,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,189,2,191,232
1,18,NAYARIT,6,HUAJICORI,3,HUAJICORI 03,204,1,1,81,2,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,149,0,149,190
1,18,NAYARIT,6,HUAJICORI,3,HUAJICORI 03,205,1,1,44,36,1,20,4,0,0,33,0,0,1,0,0,1,2,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,144,10,154,202
1,18,NAYARIT,6,HUAJICORI,4,HUAJICORI 04,202,1,3,278,75,2,0,1,4,1,127,2,0,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,496,16,512,685
1,18,NAYARIT,6,HUAJICORI,4,HUAJICORI 04,203,3,4,193,97,4,1,1,4,1,209,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,518,18,536,688
1,18,NAYARIT,6,HUAJICORI,5,HUAJICORI 05,207,2,3,130,34,0,0,0,0,0,55,0,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,225,9,234,290
1,18,NAYARIT,6,HUAJICORI,5,HUAJICORI 05,209,1,3,31,20,2,1,0,1,0,101,2,1,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,164,10,174,206
1,18,NAYARIT,6,HUAJICORI,5,HUAJICORI 05,210,1,7,50,83,4,0,1,2,4,102,2,3,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,261,17,279,352
1,18,NAYARIT,6,HUAJICORI,5,HUAJICORI 05,211,1,6,47,85,3,1,0,2,1,46,2,5,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,199,6,205,259
1,18,NAYARIT,7,IXTLAN DEL RIO,1,IXTLAN DEL RIO 01,215,3,287,50,10,57,162,3,369,8,36,25,4,0,0,0,0,0,2,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1131,51,1184,1760
1,18,NAYARIT,7,IXTLAN DEL RIO,1,IXTLAN DEL RIO 01,236,2,67,32,6,10,255,1,71,5,57,6,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,583,36,620,1020
1,18,NAYARIT,7,IXTLAN DEL RIO,2,IXTLAN DEL RIO 02,223,2,95,122,22,30,152,4,158,12,87,12,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,696,24,720,1073
1,18,NAYARIT,7,IXTLAN DEL RIO,2,IXTLAN DEL RIO 02,224,2,108,162,19,36,144,4,72,14,64,15,1,4,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,644,9,653,950
1,18,NAYARIT,7,IXTLAN DEL RIO,2,IXTLAN DEL RIO 02,225,1,82,62,16,15,64,2,131,6,27,4,0,0,0,0,0,1,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,413,22,435,649
1,18,NAYARIT,7,IXTLAN DEL RIO,2,IXTLAN DEL RIO 02,226,1,73,89,32,32,77,8,100,7,18,8,3,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,450,16,466,666
1,18,NAYARIT,7,IXTLAN DEL RIO,3,IXTLAN DEL RIO 03,216,3,380,101,14,29,244,1,279,6,67,160,1,2,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1285,61,1346,2065
1,18,NAYARIT,7,IXTLAN DEL RIO,3,IXTLAN DEL RIO 03,222,2,135,66,7,12,83,0,177,7,19,22,0,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,530,21,552,728
1,18,NAYARIT,7,IXTLAN DEL RIO,4,IXTLAN DEL RIO 04,217,2,115,107,6,51,113,0,224,2,32,11,0,0,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,663,32,695,1042
1,18,NAYARIT,7,IXTLAN DEL RIO,4,IXTLAN DEL RIO 04,218,3,230,133,11,40,266,2,268,6,68,18,4,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1047,65,1113,1698
1,18,NAYARIT,7,IXTLAN DEL RIO,5,IXTLAN DEL RIO 05,227,1,64,83,4,23,37,2,99,4,13,15,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,346,16,362,543
1,18,NAYARIT,7,IXTLAN DEL RIO,5,IXTLAN DEL RIO 05,228,1,63,102,1,16,33,0,100,0,7,17,1,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,342,6,348,514
1,18,NAYARIT,7,IXTLAN DEL RIO,5,IXTLAN DEL RIO 05,229,1,81,90,7,28,42,2,118,8,16,18,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,412,31,443,693
1,18,NAYARIT,7,IXTLAN DEL RIO,5,IXTLAN DEL RIO 05,230,2,130,139,9,60,112,3,168,6,50,21,2,1,0,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,703,52,757,1208
1,18,NAYARIT,7,IXTLAN DEL RIO,5,IXTLAN DEL RIO 05,231,2,76,103,14,33,49,3,113,3,14,27,1,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,438,28,466,755
1,18,NAYARIT,7,IXTLAN DEL RIO,6,IXTLAN DEL RIO 06,219,2,209,44,10,104,54,1,126,7,54,21,2,4,0,1,0,0,8,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,646,33,679,1109
1,18,NAYARIT,7,IXTLAN DEL RIO,6,IXTLAN DEL RIO 06,220,2,220,35,14,52,47,2,175,7,52,9,4,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,619,33,654,1032
1,18,NAYARIT,7,IXTLAN DEL RIO,6,IXTLAN DEL RIO 06,221,1,144,49,7,30,65,0,86,6,32,6,1,0,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,428,21,449,685
1,18,NAYARIT,7,IXTLAN DEL RIO,7,IXTLAN DEL RIO 07,232,2,90,30,1,4,204,0,29,1,3,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,363,13,376,553
1,18,NAYARIT,7,IXTLAN DEL RIO,7,IXTLAN DEL RIO 07,233,1,49,28,1,3,111,0,26,1,4,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,226,23,249,342
1,18,NAYARIT,7,IXTLAN DEL RIO,7,IXTLAN DEL RIO 07,234,1,26,9,0,3,62,0,24,1,2,11,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,138,13,151,233
1,18,NAYARIT,7,IXTLAN DEL RIO,7,IXTLAN DEL RIO 07,235,1,60,34,2,3,87,0,23,0,6,5,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,221,15,236,392
1,18,NAYARIT,7,IXTLAN DEL RIO,7,IXTLAN DEL RIO 07,237,1,19,12,0,4,35,0,31,1,11,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,115,8,123,183
1,18,NAYARIT,7,IXTLAN DEL RIO,7,IXTLAN DEL RIO 07,238,1,20,12,2,2,57,0,70,1,11,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,181,5,186,330
1,18,NAYARIT,8,JALA,1,JALA 01,242,2,275,239,2,2,8,1,17,88,11,5,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,649,15,664,841
1,18,NAYARIT,8,JALA,1,JALA 01,243,1,152,164,2,5,6,0,9,43,10,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,393,12,405,556
1,18,NAYARIT,8,JALA,1,JALA 01,244,2,279,228,2,1,18,1,13,139,21,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,703,11,714,1008
1,18,NAYARIT,8,JALA,2,JALA 02,239,1,147,140,1,1,6,0,2,53,15,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,398,14,412,553
1,18,NAYARIT,8,JALA,2,JALA 02,240,1,83,110,0,0,1,1,11,51,16,1,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,322,12,334,482
1,18,NAYARIT,8,JALA,2,JALA 02,241,2,197,226,1,0,9,0,23,82,29,7,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,646,16,662,871
1,18,NAYARIT,8,JALA,2,JALA 02,247,1,35,73,0,0,3,0,2,86,7,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,220,8,228,305
1,18,NAYARIT,8,JALA,3,JALA 03,253,2,166,297,1,2,34,2,93,112,52,10,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,852,31,883,1151
1,18,NAYARIT,8,JALA,3,JALA 03,254,2,108,136,5,3,6,0,53,104,69,10,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,569,10,579,757
1,18,NAYARIT,8,JALA,3,JALA 03,255,1,56,74,0,0,7,0,17,53,15,1,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,299,9,308,389
1,18,NAYARIT,8,JALA,3,JALA 03,256,1,82,164,0,0,2,0,47,58,37,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,441,18,459,575
1,18,NAYARIT,8,JALA,4,JALA 04,250,1,147,136,4,1,0,0,167,29,17,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,503,18,521,711
1,18,NAYARIT,8,JALA,4,JALA 04,251,1,105,197,5,0,0,0,60,15,12,0,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,396,7,403,529
1,18,NAYARIT,8,JALA,4,JALA 04,252,3,528,303,6,1,6,1,60,94,6,2,2,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1010,31,1041,1289
1,18,NAYARIT,8,JALA,5,JALA 05,245,1,40,46,1,0,0,1,8,11,9,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,120,4,124,174
1,18,NAYARIT,8,JALA,5,JALA 05,246,2,82,108,0,1,0,1,30,38,11,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,278,10,288,362
1,18,NAYARIT,8,JALA,5,JALA 05,248,2,328,348,10,1,5,0,108,58,22,4,2,0,0,0,0,2,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,935,39,974,1294
1,18,NAYARIT,8,JALA,5,JALA 05,249,2,269,281,2,2,2,0,32,64,7,0,7,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,711,26,737,958
1,18,NAYARIT,9,DEL NAYAR,1,DEL NAYAR 01,257,2,472,91,7,1,54,3,42,4,38,11,1,0,0,0,0,3,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,728,26,754,1084
1,18,NAYARIT,9,DEL NAYAR,1,DEL NAYAR 01,258,4,778,206,10,8,84,5,67,17,69,15,12,0,0,2,0,6,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1281,80,1361,2157
1,18,NAYARIT,9,DEL NAYAR,2,DEL NAYAR 02,260,2,311,35,7,3,16,5,22,140,10,4,12,1,0,0,0,0,1,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,569,47,616,952
