Seccion,Casilla,pan,pri,prd,pvem,pt,mc,morena,na,pes,mas,progresa,rsp,c_pan_pri_prd_rsp,c_pan_pri_prd,c_pan_pri_rsp,c_pan_prd_rsp,c_pri_prd_rsp,c_pan_pri,c_pan_prd,c_pan_rsp,c_pri_prd,c_pri_rsp,c_prd_rsp,c_mc_progresa,c_morena_na_pes_mas,c_morena_na_pes,c_morena_na_mas,c_morena_pes_mas,c_na_pes_mas,c_morena_na,c_morena_pes,c_morena_mas,c_na_pes,c_na_mas,c_pes_mas,no_registrados,num_votos_nulos,Tot.Votos,L.Nominal
808,B1,13,4,7,5,176,6,52,23,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,2,1,0,0,1,1,0,10,318,475
808,C1,17,6,6,5,155,16,45,24,2,5,4,4,1,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,2,0,0,0,0,1,0,0,300,475
809,B1,20,13,2,8,143,16,38,30,6,2,5,3,0,1,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,2,0,1,0,0,0,0,11,309,446
809,C1,24,10,3,2,132,15,49,37,1,2,1,1,0,3,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,288,446
810,B1,11,10,4,7,196,21,69,47,7,2,4,2,0,0,0,0,0,0,3,0,0,0,0,2,7,1,2,0,0,0,2,0,0,0,0,0,9,406,599
810,C1,31,12,5,3,170,17,47,50,3,6,3,1,1,2,0,0,0,1,0,0,0,0,0,3,6,1,0,0,0,3,0,0,0,0,0,0,14,379,599
810,C2,20,18,8,5,165,16,70,51,12,8,0,2,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,3,0,0,0,0,0,0,12,406,598
811,B1,5,2,2,6,192,26,80,36,1,5,4,1,0,1,0,0,0,0,0,0,0,0,0,2,11,1,1,0,1,3,0,1,0,0,0,0,23,404,734
811,C1,3,4,2,4,199,32,67,33,2,3,8,2,0,2,0,0,0,0,0,0,0,0,0,5,6,1,2,0,0,0,0,0,0,2,0,0,16,393,733
811,C2,7,4,3,10,185,12,59,20,3,4,11,2,0,3,0,0,0,0,0,0,0,0,0,2,6,1,1,1,0,1,1,1,0,0,0,0,0,337,733
811,C3,11,6,3,13,190,29,57,35,5,2,3,1,0,1,0,0,0,0,0,0,0,0,0,4,4,2,0,0,0,0,0,0,1,0,0,0,20,387,733
811,C4,10,6,2,8,207,10,60,28,5,0,8,3,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1,1,0,3,2,0,0,0,0,0,15,376,733
812,B1,16,9,5,4,171,23,38,37,1,7,4,1,1,0,0,0,0,0,1,0,0,0,1,1,7,0,2,1,1,1,0,0,0,0,0,0,13,345,569
812,C1,15,3,2,5,161,17,60,25,3,5,8,3,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,3,1,0,0,0,0,0,18,337,568
812,C2,8,4,3,4,171,16,58,26,3,4,4,2,1,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,8,330,568
813,B1,8,3,3,9,149,25,37,17,5,2,5,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,2,1,0,0,2,0,0,7,282,517
813,C1,3,3,5,8,163,13,36,26,2,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,1,0,0,24,300,517
813,C2,4,8,1,8,133,16,45,30,0,0,4,2,0,0,0,0,0,2,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,15,274,517
814,B1,9,6,1,9,182,19,64,30,4,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,664
815,B1,33,16,2,12,140,39,74,45,2,5,6,3,3,5,0,0,0,1,0,0,0,0,0,0,11,1,0,1,0,3,0,0,0,0,0,0,17,419,639
815,C1,47,15,8,4,157,29,79,34,4,7,8,2,1,7,0,0,0,0,0,0,0,0,0,2,14,3,0,0,0,1,0,0,0,0,0,0,12,434,639
816,B1,10,8,3,4,175,22,60,29,4,3,6,2,1,2,0,0,0,1,0,0,0,0,0,1,7,3,0,1,0,2,0,1,0,0,0,0,11,356,593
816,C1,7,5,3,8,169,11,66,30,4,6,5,5,0,0,0,0,0,0,0,2,0,0,2,0,4,3,0,0,0,0,0,0,0,0,2,1,12,345,593
816,C2,14,13,3,5,178,18,55,24,2,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,2,0,14,347,592
818,B1,15,8,0,9,155,17,59,29,3,7,2,2,0,2,0,0,0,0,0,0,0,0,0,1,5,2,2,1,0,4,0,1,0,0,0,0,20,344,611
818,C1,10,5,3,4,141,21,68,43,3,6,4,3,0,3,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,3,1,0,0,0,1,0,13,347,611
818,C2,8,5,6,5,145,19,47,44,3,8,3,1,1,2,0,0,0,0,0,0,0,0,0,1,4,2,1,0,0,3,1,1,0,0,0,0,22,332,610
818,C3,7,4,9,3,148,14,65,29,3,5,3,4,1,2,0,0,0,0,1,0,0,0,0,1,11,0,1,0,1,5,0,0,1,0,0,0,21,339,610
818,C4,12,7,8,6,132,16,69,28,6,8,4,4,0,1,0,0,0,2,0,0,0,0,0,3,10,2,1,0,0,6,1,1,1,0,0,0,17,345,610
819,B1,18,8,5,4,70,28,144,58,2,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,0,0,2,2,0,0,0,0,0,14,379,627
819,C1,18,8,5,4,70,28,144,58,2,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,364,627
820,B1,21,11,3,3,52,24,113,42,4,1,2,5,0,2,0,0,0,0,0,0,0,0,0,2,14,2,2,0,0,8,0,0,0,1,0,0,21,333,603
820,C1,21,10,4,12,60,22,104,37,2,2,2,10,0,1,0,0,0,3,0,0,1,0,0,5,15,5,1,1,1,4,1,0,0,0,0,0,17,341,602
821,B1,8,8,3,3,28,18,108,31,1,2,4,6,0,1,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,5,1,0,0,0,0,0,9,245,450
821,C1,8,15,1,6,26,14,110,30,6,2,2,4,0,3,0,0,0,0,1,0,0,0,0,2,7,0,0,0,0,1,1,0,0,0,0,0,17,256,449
822,B1,15,11,2,8,21,17,135,79,5,3,2,5,2,2,0,0,0,0,0,0,0,0,0,0,23,0,1,0,0,8,0,0,3,1,0,0,8,351,694
822,C1,13,6,3,8,24,16,153,55,1,1,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,5,0,0,14,0,0,0,0,321,693
822,C2,10,6,1,14,25,15,163,44,3,3,3,2,0,3,0,0,0,0,0,0,0,0,0,1,19,2,2,2,0,4,0,0,1,0,0,0,16,339,693
823,B1,19,11,6,10,37,24,136,55,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,8,0,0,1,0,6,1,0,0,0,0,0,15,338,634
823,C1,24,8,1,10,61,29,143,46,3,2,5,4,0,1,0,0,0,0,0,0,0,0,0,2,9,1,2,0,1,2,0,0,0,1,0,0,30,385,633
824,B1,12,4,0,4,30,16,113,44,5,3,4,6,0,1,0,0,0,1,0,0,0,0,0,1,16,2,3,0,1,7,0,0,0,1,0,0,12,286,651
824,C1,15,6,1,3,36,17,120,39,5,1,2,3,0,6,0,0,0,0,0,0,0,0,0,2,9,2,2,1,2,2,2,0,0,0,0,0,15,291,651
825,B1,17,5,5,3,31,18,94,69,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,0,0,5,0,1,0,0,0,0,14,280,587
825,C1,8,4,5,6,41,15,104,86,4,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,9,0,0,0,0,0,0,13,314,586
826,B1,8,5,1,4,25,7,70,43,4,2,4,3,2,3,0,0,0,0,1,0,0,0,0,0,12,5,3,0,0,4,1,0,0,0,0,0,12,219,504
826,C1,4,5,2,6,24,14,88,39,2,1,2,5,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1,0,0,5,0,0,1,1,0,0,9,219,503
826,C2,12,5,3,5,40,18,69,38,1,0,3,4,0,3,0,0,0,0,0,1,0,0,0,1,8,1,1,0,0,2,0,0,0,0,0,0,17,232,503
827,B1,4,8,3,7,33,11,102,49,2,1,5,3,2,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,23,260,504
827,C1,10,5,1,8,40,15,104,53,2,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,8,1,0,0,0,0,0,14,282,504
828,B1,18,6,2,9,196,30,87,32,4,7,6,1,1,1,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,4,0,0,0,0,0,0,13,426,690
828,C1,12,7,2,11,200,29,104,30,7,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,12,433,689
829,B1,6,7,2,8,185,26,61,22,7,4,2,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,1,0,2,2,1,0,0,0,0,16,357,562
829,C1,7,3,0,8,167,13,75,26,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,9,2,0,0,0,7,1,0,0,0,0,0,14,345,561
830,B1,22,9,5,16,45,44,104,18,43,0,8,3,0,1,0,0,0,1,0,1,0,0,0,1,7,2,0,0,0,0,1,0,1,0,1,0,11,344,609
830,C1,19,10,8,14,62,45,92,31,23,2,11,6,0,0,0,0,0,2,0,0,0,0,0,2,3,0,0,0,0,3,1,0,0,0,0,0,20,354,608
831,B1,25,14,3,17,51,48,113,56,33,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,18,392,742
831,C1,27,14,3,16,51,48,109,59,34,2,7,2,2,0,0,0,0,1,0,0,2,0,0,3,5,0,2,0,0,5,3,0,0,0,2,0,19,416,742
831,C2,31,17,7,13,54,58,103,62,29,5,9,3,3,2,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,2,3,0,1,0,1,0,15,429,741
832,B1,39,20,4,13,51,45,55,23,21,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,1,0,0,0,16,300,565
833,B1,17,9,4,15,58,42,56,34,20,2,3,2,2,3,0,0,0,0,0,0,0,0,0,1,10,1,0,0,0,4,3,0,1,1,0,0,15,303,478
833,C1,16,12,3,10,52,27,68,25,29,1,6,5,0,1,1,0,0,1,0,0,0,0,0,3,6,2,0,0,1,0,0,0,2,0,1,0,0,272,478
834,B1,25,14,3,17,51,48,113,56,33,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,388,682
834,C1,61,16,13,13,57,43,106,29,44,2,6,4,0,4,0,0,0,2,0,0,0,0,0,2,5,2,1,1,0,2,0,0,0,0,0,0,16,429,681
834,C2,61,17,13,11,75,45,91,26,38,1,9,3,3,3,0,0,0,1,0,0,0,0,0,2,7,2,0,0,0,1,0,0,2,0,0,0,18,429,681
834,S1,2,1,3,0,5,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,0
835,B1,59,13,6,7,29,17,91,13,29,2,3,1,2,2,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,1,0,0,0,0,0,0,10,295,464
835,C1,51,18,2,16,27,24,65,18,19,1,4,3,4,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,6,266,463
835,S1,2,1,1,0,10,1,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,26,0
836,B1,26,9,1,11,57,30,64,34,114,1,6,4,0,4,0,0,0,2,0,0,0,0,0,3,8,1,1,2,0,0,3,0,3,0,0,0,15,399,649
836,C1,22,8,5,11,65,45,86,25,78,1,10,4,0,4,0,0,0,1,0,0,0,0,0,0,12,4,1,0,1,1,4,1,0,1,0,0,20,410,648
837,B1,18,10,4,10,34,37,106,32,30,3,6,3,0,1,0,0,0,0,0,0,0,0,0,2,3,1,1,0,0,3,1,0,0,0,0,0,11,316,592
837,C1,30,7,2,17,49,34,83,14,38,4,7,4,5,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,13,0,326,592
837,C2,25,10,5,14,32,24,85,15,34,2,3,4,0,2,0,0,0,0,0,0,0,0,0,0,9,3,0,0,3,4,2,0,0,0,1,0,12,289,592
838,B1,27,7,3,14,36,33,78,24,56,1,7,7,0,1,0,1,0,1,0,0,0,0,0,1,15,1,0,0,0,1,1,0,0,1,0,0,6,322,533
838,C1,27,12,2,14,40,34,83,28,53,0,6,1,1,2,0,0,0,0,0,0,0,0,0,3,6,2,0,1,0,2,1,0,1,0,0,0,16,335,533
839,B1,15,15,6,12,59,34,81,19,60,1,6,0,3,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,329,575
839,C1,21,14,4,8,46,22,83,22,83,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,323,575
839,C2,16,16,3,13,57,35,80,27,86,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,348,574
840,B1,15,7,1,12,65,20,74,27,81,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,324,531
840,C1,14,8,4,14,53,26,90,23,82,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,4,1,1,0,0,1,3,0,1,0,0,0,16,347,531
841,B1,32,15,1,9,39,23,71,30,41,1,6,1,1,1,0,0,0,1,0,0,0,0,0,0,4,4,0,0,0,3,4,0,0,0,0,0,10,297,538
842,B1,19,11,6,6,64,27,80,19,75,3,9,4,0,1,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,13,350,598
842,C1,20,12,4,5,70,41,76,18,55,0,5,7,0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,1,0,3,4,0,0,0,0,0,19,352,598
843,B1,20,14,4,2,45,16,133,84,9,4,0,6,0,1,0,0,0,2,0,1,0,0,0,1,16,0,1,0,3,4,0,0,1,0,0,0,16,383,581
843,C1,29,8,2,3,45,9,131,87,8,7,3,5,3,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,0,0,0,0,0,0,0,0,8,374,580
843,C2,26,8,3,6,46,14,116,90,7,3,3,0,0,1,0,0,0,2,0,0,0,0,0,1,13,1,4,0,1,5,0,1,0,0,0,0,12,363,580
845,B1,14,1,3,29,117,11,82,30,8,9,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,317,574
845,C1,4,4,5,39,103,23,73,24,1,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,4,0,0,0,0,0,0,15,309,573
846,B1,6,4,6,12,93,12,75,45,4,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,3,0,0,0,0,0,0,0,281,494
846,C1,6,11,2,18,89,9,68,39,6,2,0,7,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0,0,6,4,0,1,1,0,0,0,12,289,494
847,B1,18,8,2,10,120,27,79,28,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,4,0,0,1,0,0,0,14,325,659
847,C1,10,3,8,4,158,25,83,47,14,4,4,5,0,0,0,0,0,1,0,0,1,0,0,1,8,2,2,0,0,4,1,0,0,2,0,0,13,400,658
848,B1,11,1,4,9,123,11,3,34,3,3,6,7,2,0,0,0,0,0,0,0,0,0,0,2,58,1,0,0,0,0,0,0,0,0,0,0,14,292,561
848,C1,10,6,2,2,153,19,56,34,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,308,560
848,C2,11,8,1,10,111,23,61,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,560
849,B1,5,5,4,3,118,7,49,23,41,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,2,0,0,0,0,0,19,287,405
849,C1,8,5,8,5,133,15,43,16,7,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,2,0,1,0,0,0,11,265,404
918,B1,13,2,0,3,69,19,121,3,5,6,5,3,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,256,607
918,C1,20,6,3,1,66,9,84,59,11,23,3,3,0,2,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,6,2,0,0,0,0,0,9,327,606
918,C2,14,4,3,7,75,8,96,56,6,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,13,0,2,0,0,7,1,0,0,0,0,0,17,317,606
918,C3,14,4,0,5,73,18,116,55,10,7,5,2,2,0,0,0,0,0,0,0,0,0,0,27,2,0,0,0,0,0,0,0,0,0,0,0,9,349,606
919,B1,30,9,2,11,80,39,130,59,3,2,7,2,0,0,0,0,0,0,1,0,0,0,0,3,12,4,1,1,0,3,1,0,0,1,0,0,19,420,676
919,C1,14,6,5,9,72,25,176,45,5,2,10,3,5,0,0,0,0,0,0,0,0,0,0,1,28,0,0,0,0,0,0,0,0,0,0,0,15,421,676
952,B1,15,2,4,7,145,22,53,32,0,2,5,7,0,0,0,0,0,0,0,0,0,0,0,3,7,2,0,0,0,4,0,0,0,0,0,0,9,319,575
952,C1,8,7,1,2,124,29,58,41,4,6,3,0,1,0,0,0,0,0,0,0,0,0,0,2,9,1,0,0,0,3,0,0,0,0,0,0,13,312,575
952,C2,10,4,0,4,36,22,68,31,1,3,7,0,0,0,0,0,3,0,0,0,0,0,0,2,9,0,0,0,0,1,0,0,0,0,0,0,8,209,575
952,C3,10,6,5,3,140,36,59,18,2,3,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,574
953,B1,18,9,0,3,167,24,51,29,9,3,5,4,0,0,0,0,0,0,0,0,0,0,0,3,7,0,2,0,1,2,0,0,0,1,0,0,0,338,606
953,C1,14,4,2,2,161,20,63,30,0,4,8,2,0,1,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,5,0,0,0,0,0,0,9,332,605
953,C2,10,11,1,6,148,23,60,38,3,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,605
954,B1,14,6,6,13,108,22,76,18,4,1,3,4,1,2,1,0,0,0,0,0,0,0,0,1,4,0,3,0,0,5,0,0,0,1,0,0,22,315,739
954,C1,15,12,6,7,72,32,81,23,4,3,5,3,0,1,0,0,0,0,0,0,0,0,0,2,13,1,3,1,0,1,1,1,0,0,0,0,16,303,739
955,B1,4,13,4,3,124,24,71,17,3,6,0,1,0,2,0,0,0,1,0,0,0,0,0,1,7,0,3,0,2,3,0,0,0,0,0,0,0,289,519
955,C1,9,6,6,8,123,16,37,25,2,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,252,519
955,C2,7,10,6,2,110,22,57,20,1,3,6,0,2,3,0,0,0,0,0,0,0,0,0,2,7,1,2,0,0,0,0,0,0,0,0,0,13,274,519
1004,VMORA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Totales,,2236,1134,514,1084,16020,3047,10836,4900,1822,422,602,393,79,157,5,1,3,37,13,7,5,0,4,164,1072,154,84,26,55,328,80,17,43,22,14,15,1709,47104,83073
