Seccion,Casilla,pan,pri,prd,pvem,pt,mc,morena,na,pes,mas,progresa,rsp,c_pan_pri_prd_rsp,c_pan_pri_prd,c_pan_pri_rsp,c_pan_prd_rsp,c_pri_prd_rsp,c_pan_pri,c_pan_prd,c_pan_rsp,c_pri_prd,c_pri_rsp,c_prd_rsp,c_mc_progresa,c_morena_na_pes_mas,c_morena_na_pes,c_morena_na_mas,c_morena_pes_mas,c_na_pes_mas,c_morena_na,c_morena_pes,c_morena_mas,c_na_pes,c_na_mas,c_pes_mas,no_registrados,num_votos_nulos,Tot.Votos,L.Nominal
191,C2,81,31,7,10,18,36,159,3,1,2,9,3,2,5,0,0,0,2,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,1,19,394,713
192,B1,92,16,17,11,8,43,153,8,1,6,3,3,4,4,0,0,0,2,0,0,0,0,0,2,1,0,0,1,0,0,0,2,0,0,0,0,12,389,588
192,C1,112,15,6,19,5,41,136,8,1,5,3,9,7,6,0,0,0,2,0,1,0,0,0,2,5,1,0,0,0,2,0,0,0,0,0,0,18,404,587
192,C2,94,23,5,23,10,32,126,7,1,1,6,4,4,3,0,0,0,2,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,11,362,587
192,C3,89,20,12,21,8,33,142,2,0,7,1,3,2,9,0,0,0,6,1,0,0,0,0,1,6,1,0,0,0,0,1,1,0,0,0,0,8,374,587
193,B1,77,10,9,28,12,37,173,14,1,4,4,6,5,6,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,27,418,718
193,C1,84,20,7,21,8,34,165,9,3,8,4,6,3,1,0,0,0,1,0,0,0,0,0,1,13,0,0,0,0,0,1,0,0,0,0,0,22,411,718
193,C2,67,29,7,30,9,45,178,15,2,4,2,4,1,9,0,0,0,2,1,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,18,431,717
193,C3,88,24,10,24,6,47,182,12,3,6,8,3,3,3,0,1,0,2,0,0,0,0,0,0,5,1,1,0,0,2,1,0,0,0,0,0,14,446,717
193,C4,86,10,7,28,13,53,188,10,5,6,2,4,4,5,0,0,0,2,0,0,0,0,1,0,3,0,1,0,0,1,1,0,0,0,0,0,30,460,717
194,B1,89,11,5,24,11,46,148,7,2,4,4,5,8,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,1,0,0,0,0,23,400,735
194,C1,85,16,9,31,16,65,142,9,3,1,3,6,2,4,0,0,0,2,0,0,0,0,0,3,8,2,0,0,0,5,0,0,0,0,0,2,24,438,734
194,C2,84,17,4,33,18,49,170,7,0,6,7,10,6,5,0,0,0,0,4,0,0,0,0,2,3,0,0,0,1,0,1,1,0,0,0,0,19,447,734
194,C3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734
194,C4,66,23,9,34,15,35,197,9,5,9,7,4,3,3,0,0,0,0,0,0,0,0,1,2,6,1,0,0,0,2,0,0,0,1,0,0,24,456,734
194,C5,90,18,10,15,13,40,187,5,6,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,405,734
195,B1,147,21,16,15,7,25,163,6,0,2,4,2,9,7,0,0,0,5,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,433,714
195,C1,119,31,15,16,9,32,173,4,0,2,5,4,5,5,0,1,0,2,1,1,0,0,0,1,7,0,2,1,0,0,1,0,0,0,0,0,23,460,713
195,C2,115,26,7,7,9,31,175,3,2,1,1,1,5,7,0,0,0,3,2,0,0,0,0,1,5,1,0,0,1,0,2,0,0,0,0,0,24,429,713
195,C3,125,22,15,13,4,43,145,8,2,2,6,9,0,12,0,0,0,3,1,0,1,0,0,0,3,1,0,1,0,2,0,0,0,0,0,1,16,435,713
196,B1,78,17,9,16,15,29,144,7,2,4,0,5,2,7,1,0,0,0,0,0,0,0,0,2,5,1,0,0,0,2,1,0,1,0,0,0,19,367,652
196,C1,84,14,8,23,8,36,134,2,3,2,1,2,0,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,327,652
196,C2,96,22,8,19,11,38,138,8,1,5,3,1,2,5,0,0,0,0,2,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,364,652
196,C3,91,19,7,17,11,30,145,6,4,1,1,2,2,7,1,0,0,1,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,15,365,652
196,C4,108,22,6,15,6,35,128,4,4,4,5,3,4,2,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,21,374,651
197,B1,90,13,17,22,7,45,171,12,1,10,3,3,3,5,1,1,0,0,0,0,0,1,0,1,5,0,0,0,0,3,0,0,0,0,1,0,28,443,749
197,C1,144,24,24,16,9,43,158,12,3,9,3,1,3,7,0,0,1,0,2,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,31,496,749
197,C2,102,24,6,13,10,38,149,8,2,2,4,6,7,7,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,3,1,0,0,1,0,0,15,402,749
197,C3,115,21,15,17,10,47,183,10,2,3,8,8,3,4,1,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,1,0,1,0,0,0,21,479,748
197,C4,93,21,15,11,13,39,175,9,3,12,5,3,5,5,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,1,1,0,0,0,1,23,440,748
197,C5,132,24,7,18,18,45,151,5,2,5,5,3,1,7,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,20,450,748
197,C6,93,20,12,20,7,54,170,9,0,2,3,6,17,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,16,440,748
198,B1,104,15,15,15,14,39,159,6,0,6,4,3,5,5,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,20,418,694
198,C1,110,17,8,16,12,35,196,5,1,4,2,3,2,9,2,0,0,3,2,0,0,0,0,0,5,0,0,1,0,2,0,0,0,0,0,0,12,447,694
198,C2,107,15,10,21,10,32,195,5,1,2,12,2,1,7,0,0,0,2,0,0,0,0,1,0,4,0,0,0,0,3,0,1,0,0,0,0,12,443,693
198,C3,102,22,14,15,4,42,182,5,3,1,4,1,7,5,2,0,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,24,440,693
199,B1,66,20,8,24,12,42,153,14,3,6,4,6,2,5,0,0,0,1,1,0,0,0,0,1,4,1,2,0,0,0,1,1,0,0,0,0,22,399,662
199,C1,88,16,7,25,11,45,150,8,3,3,2,4,2,5,0,0,0,1,2,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,1,14,392,662
199,C2,84,26,16,19,6,40,148,6,2,6,0,9,1,6,0,0,0,3,1,0,1,0,0,1,2,1,0,1,0,3,0,0,0,0,0,0,21,403,662
199,C3,89,22,10,30,5,33,153,8,2,3,4,1,6,0,0,0,4,0,4,0,0,0,0,1,5,4,0,0,0,1,3,1,0,2,0,0,15,406,661
199,C4,69,13,19,22,9,37,158,6,1,5,4,4,4,8,0,3,0,0,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,21,391,661
200,B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586
200,C1,67,18,2,21,8,39,144,8,1,3,5,1,1,2,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,20,348,585
200,C2,87,23,2,18,12,46,131,17,2,3,1,3,6,2,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,2,0,0,0,0,0,0,14,375,585
200,C3,87,8,9,15,10,36,110,12,3,3,4,3,1,6,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,1,0,0,1,0,0,0,19,335,585
201,B1,73,20,7,23,12,44,97,5,1,1,5,0,5,2,1,0,1,1,1,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,10,314,545
201,C1,80,15,10,25,6,34,115,8,2,1,4,3,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,16,328,545
201,C2,84,23,9,35,11,34,114,5,4,1,6,2,3,5,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,2,344,544
201,S1,14,2,0,3,0,2,17,0,0,3,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,51,0
201,S2,6,0,0,2,2,7,16,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,0
202,B1,85,14,9,19,6,39,128,5,1,5,4,2,6,3,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,351,569
202,C1,79,18,4,10,10,28,120,8,2,5,10,2,7,3,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,3,0,1,0,0,0,0,21,336,569
202,C2,84,13,1,13,6,41,146,6,3,2,3,5,2,7,0,0,0,0,0,1,0,0,0,0,5,1,1,0,0,0,0,1,0,0,0,0,8,349,569
202,C3,81,22,10,23,6,32,115,6,2,5,7,5,4,8,0,0,0,3,1,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,16,354,568
203,B1,66,18,2,16,3,48,174,12,2,6,4,3,2,6,1,0,0,0,0,2,0,0,0,3,3,0,1,0,0,2,1,1,0,0,0,0,16,392,627
203,C1,63,16,7,12,10,43,150,1,1,3,4,1,5,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,4,1,0,0,1,0,0,15,347,627
203,C2,75,18,5,14,14,42,168,10,0,5,2,5,3,3,0,0,0,1,1,0,0,0,0,2,4,1,1,0,0,0,1,0,1,0,0,0,18,394,626
204,B1,97,24,6,12,13,54,167,11,4,2,7,4,4,3,0,0,0,1,3,0,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,15,435,704
204,C1,107,20,7,9,14,59,173,11,0,5,9,4,9,8,0,0,0,3,1,1,0,0,0,3,7,0,0,0,0,1,1,0,0,0,1,0,14,467,704
204,C2,131,37,8,10,16,48,157,4,4,1,5,1,2,7,1,0,0,3,3,0,0,0,1,1,3,1,0,0,0,3,0,0,0,0,0,0,24,471,704
205,B1,122,17,10,15,9,52,155,6,5,1,9,10,3,11,1,0,0,1,2,0,0,0,0,5,6,0,1,0,0,2,0,0,0,0,0,0,16,459,718
205,C1,120,39,13,14,5,62,152,5,2,5,18,3,7,10,2,0,0,2,0,0,0,0,0,1,4,0,0,0,0,2,1,1,0,0,0,1,29,498,718
205,C2,134,23,9,15,7,46,145,7,3,1,9,8,5,6,0,0,0,2,1,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,21,448,717
205,C3,109,25,12,14,12,56,168,9,2,3,8,3,4,8,0,0,0,2,0,1,0,0,0,1,9,2,0,0,0,0,0,0,0,0,0,0,22,470,717
206,B1,90,22,6,21,9,49,129,6,1,5,4,3,2,2,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,16,370,592
206,C1,74,26,9,19,2,41,138,8,0,7,4,3,5,5,0,0,1,1,0,0,0,0,0,1,2,0,2,4,0,1,0,0,0,0,0,0,18,371,592
206,C2,87,20,6,13,13,31,154,5,2,4,6,3,1,6,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,14,375,592
207,B1,123,31,6,14,9,27,140,5,1,1,4,2,2,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,26,400,691
207,C1,129,33,11,15,2,54,127,9,1,5,3,5,7,6,0,0,0,1,0,0,0,0,0,3,4,1,0,0,1,2,0,1,0,1,0,0,19,440,691
207,C2,129,24,9,10,8,43,122,8,1,1,7,5,1,10,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,21,406,691
207,C3,148,28,4,16,9,43,125,7,3,8,11,6,0,10,1,0,0,3,0,1,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,20,448,691
208,B1,153,17,9,15,4,38,170,9,10,5,7,10,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,479,716
208,C1,133,12,5,16,6,43,146,17,1,3,6,6,5,3,0,0,0,3,0,0,0,0,0,1,4,0,2,0,0,1,0,0,0,0,0,0,19,432,715
208,C2,108,19,11,18,2,53,168,12,3,2,9,9,4,10,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,14,448,715
208,C3,125,22,8,19,13,43,136,7,1,4,4,3,4,2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,411,715
210,B1,230,32,10,11,6,34,101,3,2,4,5,6,9,15,0,0,0,4,0,0,0,1,0,1,3,0,0,0,0,0,2,0,0,0,0,2,12,493,697
210,C1,234,34,6,4,6,34,99,3,1,5,5,4,5,9,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,13,469,697
211,B1,167,17,12,7,7,33,87,6,2,1,2,0,8,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,7,363,551
211,C1,185,20,13,6,8,22,94,4,1,0,3,3,3,8,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,16,392,551
212,B1,60,35,8,12,10,37,95,5,2,2,1,4,3,6,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14,299,502
212,C1,83,25,6,10,16,32,99,1,0,2,4,6,1,5,0,2,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,16,313,501
212,C2,64,17,8,15,12,39,84,2,2,0,6,7,3,4,0,0,0,2,1,1,0,1,0,2,3,1,0,0,0,0,0,0,1,0,0,2,13,290,501
213,B1,75,34,9,17,14,33,141,7,3,2,1,4,3,2,0,2,0,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,12,365,622
213,C1,72,24,9,12,18,33,132,10,2,4,7,1,3,6,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,17,355,622
213,C2,83,19,16,19,13,40,117,4,1,0,6,0,3,3,1,0,0,3,1,0,0,0,0,1,3,1,0,0,0,2,0,1,0,0,0,0,17,354,621
214,B1,115,37,8,8,5,49,138,11,2,2,5,7,3,5,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,12,414,642
214,C1,98,32,13,13,9,36,150,8,4,2,4,6,3,11,0,0,0,1,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,14,411,641
214,C2,113,27,10,14,7,34,133,4,2,2,4,4,2,3,0,0,0,2,0,0,0,0,0,1,1,1,2,1,1,1,1,0,0,0,0,0,13,383,641
215,B1,113,25,3,12,7,47,177,8,2,1,5,5,3,4,0,1,0,2,1,0,0,0,0,2,11,0,1,1,0,1,2,0,0,0,0,0,15,449,739
215,C1,126,32,2,21,8,33,173,8,3,2,3,4,2,3,0,0,0,0,3,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,1,15,449,738
215,S1,14,5,0,1,1,9,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,47,0
215,S2,7,2,0,2,0,2,9,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,0
216,B1,145,21,4,10,6,29,100,4,2,4,6,5,4,7,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,22,375,571
216,C1,165,15,10,13,3,36,96,7,1,0,7,8,2,11,0,0,0,2,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,3,10,395,571
216,C2,139,19,14,18,6,27,86,7,2,3,3,6,8,4,0,0,0,0,1,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12,360,571
217,B1,131,22,7,12,5,21,69,1,1,1,1,8,0,10,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,9,303,433
217,C1,148,23,7,9,0,26,53,1,2,2,4,6,5,6,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,296,433
218,B1,109,13,7,15,8,31,62,2,2,1,4,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,272,427
218,C1,103,17,9,13,6,20,73,2,2,2,3,1,2,7,2,0,0,0,0,0,0,0,0,1,3,1,1,1,0,0,0,0,0,0,1,1,11,282,426
219,B1,144,22,7,12,11,49,133,4,3,4,4,2,7,5,1,1,0,0,2,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,22,437,658
219,C1,131,11,6,13,11,37,119,11,1,10,7,3,5,7,0,0,0,3,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,20,402,657
219,C2,143,28,7,14,9,43,110,8,5,5,4,4,6,6,1,0,0,3,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,1,15,418,657
220,B1,195,22,7,8,10,25,87,0,0,2,1,0,0,15,0,0,0,5,1,1,1,0,1,0,4,0,0,0,0,2,0,0,0,0,0,0,7,394,570
220,C1,191,33,5,8,7,31,83,4,1,0,2,3,3,2,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,0,1,0,0,0,0,0,10,390,570
220,C2,184,26,9,9,4,48,76,2,2,1,1,2,2,6,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,379,570
220,E1,107,18,5,14,13,32,134,13,2,3,6,3,10,8,0,0,0,2,2,0,0,1,0,0,9,0,0,0,0,1,1,2,0,0,0,2,22,410,741
220,E1 C1,99,28,5,18,10,43,139,5,3,6,2,2,6,3,2,0,0,7,0,0,0,0,0,3,0,0,1,0,0,0,1,3,0,0,0,2,27,415,741
220,E1 C2,83,18,9,19,16,46,154,3,5,7,3,4,3,9,0,0,0,0,0,1,0,0,0,0,11,2,0,0,0,1,2,0,0,0,1,0,17,414,741
220,E1 C3,75,30,7,14,10,45,139,8,5,1,6,5,2,6,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,1,2,0,0,0,0,0,19,380,740
220,E1 C4,88,10,10,23,20,43,132,7,2,5,4,4,4,5,1,0,0,1,1,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,23,392,740
220,E1 C5,103,16,13,18,16,43,151,3,5,6,7,5,6,7,1,0,0,2,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,19,430,740
220,E1 C6,88,19,6,19,4,47,160,8,2,6,6,7,0,6,0,5,0,2,0,2,1,0,0,3,7,0,0,0,0,2,0,0,0,0,0,2,20,422,740
221,B1,72,18,4,15,10,24,126,7,3,3,5,3,4,1,0,0,0,4,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,25,330,569
221,C1,73,18,4,14,10,24,128,7,3,3,6,2,4,1,0,0,0,4,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,22,329,568
221,C2,57,18,5,18,2,25,138,4,4,4,6,6,1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,3,0,0,14,313,568
222,B1,89,20,9,17,17,35,156,7,3,1,3,4,0,2,6,0,0,2,1,0,0,0,0,1,3,1,1,0,0,1,1,0,0,0,0,0,24,404,673
222,C1,75,17,6,18,13,30,194,11,2,7,1,2,7,3,0,0,0,0,0,0,1,0,0,0,8,1,1,0,0,0,0,1,0,0,0,0,20,418,673
222,C2,82,18,3,15,12,39,167,5,2,0,2,3,2,7,1,0,0,3,0,0,0,0,0,1,8,0,1,0,0,3,0,0,0,0,0,0,30,404,673
222,E1,60,17,6,22,15,40,180,7,1,2,2,5,3,1,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,2,0,0,0,0,0,20,389,736
222,E1 C1,60,17,9,21,14,43,150,11,1,6,2,5,1,4,1,0,0,2,0,0,0,0,0,1,8,0,0,0,0,2,0,0,0,0,0,0,26,384,736
222,E1 C2,64,9,5,27,6,45,169,8,1,5,7,3,0,2,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,18,376,736
222,E1 C3,65,33,7,33,15,34,160,6,4,3,5,2,0,6,0,0,0,1,0,0,0,0,0,0,3,3,1,0,0,0,2,0,0,0,0,0,30,413,736
222,E1 C4,64,17,10,23,16,42,178,11,5,5,6,7,0,2,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,29,0,422,735
222,E1 C5,48,17,9,25,16,38,138,3,2,5,3,5,6,4,1,1,0,2,0,0,0,0,0,1,5,0,0,0,0,2,1,0,0,0,0,0,19,351,735
222,E1 C6,83,19,6,16,11,33,149,8,5,3,2,3,5,1,0,1,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,23,376,735
222,E1 C7,64,9,8,28,19,38,164,5,2,7,4,4,3,2,0,0,0,2,1,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,25,392,735
222,E1 C8,58,15,5,30,11,36,158,11,1,1,4,7,3,6,0,0,0,1,1,0,1,0,1,0,3,2,0,0,0,2,3,0,0,1,0,1,29,391,735
223,B1,58,22,9,21,11,29,120,6,2,9,3,4,1,5,1,0,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,21,328,552
223,C1,58,15,7,11,17,41,138,3,1,6,4,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,18,324,551
224,B1,88,23,8,11,11,16,76,5,1,2,4,2,5,7,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,274,731
224,C1,64,19,8,24,13,43,167,6,2,4,3,6,2,2,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,17,387,731
225,B1,60,12,6,12,9,31,133,1,1,4,3,15,0,4,4,0,0,4,1,0,0,0,0,1,6,0,1,0,1,0,0,0,0,0,0,0,25,334,555
225,C1,76,20,5,24,12,34,126,3,5,3,4,12,3,3,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,26,362,555
226,B1,64,15,6,26,8,34,146,4,2,1,6,3,3,2,0,0,0,1,0,0,0,0,0,1,4,2,0,2,0,2,0,1,0,0,0,0,23,356,575
226,C1,64,9,8,22,18,41,149,4,3,5,3,6,4,6,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,13,361,575
227,B1,89,23,5,11,8,33,143,9,3,5,5,8,4,4,0,0,0,3,0,0,0,0,0,1,4,1,1,0,1,0,1,0,0,0,0,0,25,387,684
227,C1,82,20,10,15,12,40,151,4,3,6,4,12,2,7,2,0,0,1,1,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,14,393,683
227,C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683
228,B1,173,26,2,4,1,25,66,3,2,0,1,0,4,5,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,327,467
228,C1,165,25,3,8,5,23,50,2,2,4,2,1,3,10,0,0,0,1,0,1,0,0,0,0,2,1,0,0,1,0,2,0,0,0,0,0,0,311,467
229,B1,142,18,5,11,3,22,88,5,0,2,3,1,4,5,1,0,0,1,1,0,0,0,0,0,7,3,1,0,0,3,0,1,0,0,0,0,10,337,470
229,C1,138,10,7,10,9,26,80,3,0,3,4,6,2,5,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,1,1,1,0,0,0,0,9,325,469
230,B1,158,13,8,10,10,41,105,5,0,7,9,3,7,7,1,0,0,2,2,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,1,16,411,583
230,C1,157,36,9,16,2,47,117,7,1,3,4,4,4,3,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,11,428,582
