id_entidad_electoral,fecha_jornada,id_cargo,nombre_cargo,id_estado,id_distrito,id_casilla,tipo_casilla,descripcion,ext_contigua,id_municipio,nombre_municipio,lista_nominal,estatus_casilla,descripcion,resultados_obtenidos,tipo_urna,descripcion,seccion,PAN,PRI-PVEM,PRD,PT,PC,No Registrados,Nulos,Total
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,103,Uruapan,635,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2282,68,64,150,16,0,0,5,303
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,103,Uruapan,614,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2288,59,85,93,14,3,0,4,258
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,103,Uruapan,698,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2293,45,74,65,5,2,0,3,194
16,14/11/2004,12,Ayuntamientos,16,0,3,C,Contigua,0,103,Uruapan,698,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2293,51,61,93,9,3,0,0,217
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,103,Uruapan,630,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2295,69,134,138,5,0,0,22,368
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,103,Uruapan,557,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2296,70,80,148,7,0,0,14,319
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,103,Uruapan,719,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2297,24,101,167,14,1,0,7,314
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,103,Uruapan,523,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2299,24,49,98,8,1,0,6,186
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,103,Uruapan,649,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2309,44,104,125,7,3,0,5,288
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,104,Venustiano Carranza,542,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2319,6,125,141,10,0,0,19,301
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,104,Venustiano Carranza,543,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2319,9,118,116,16,0,0,9,268
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,104,Venustiano Carranza,486,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2320,11,118,96,18,0,0,11,254
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,104,Venustiano Carranza,710,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2322,6,178,198,13,0,0,0,395
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,104,Venustiano Carranza,506,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2323,4,94,172,16,0,0,0,286
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,104,Venustiano Carranza,541,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2324,7,147,143,22,0,0,8,327
16,14/11/2004,12,Ayuntamientos,16,0,1,E,Extraordinaria,0,104,Venustiano Carranza,159,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2335,5,16,81,4,0,0,0,106
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,104,Venustiano Carranza,339,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2336,7,78,27,59,0,0,4,175
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,105,Villamar,423,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2342,228,28,9,0,0,0,6,271
16,14/11/2004,12,Ayuntamientos,16,0,1,E,Extraordinaria,0,105,Villamar,503,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2343,144,68,21,0,0,0,5,238
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,105,Villamar,523,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2352,73,71,46,0,0,0,0,190
16,14/11/2004,12,Ayuntamientos,16,0,1,E,Extraordinaria,0,105,Villamar,358,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2353,112,64,29,0,0,0,2,207
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,105,Villamar,247,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2355,20,77,4,0,0,1,5,107
16,14/11/2004,12,Ayuntamientos,16,0,1,E,Extraordinaria,0,105,Villamar,231,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2355,47,47,25,0,0,0,1,120
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,106,Vista Hermosa,437,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2358,4,87,147,37,0,0,2,277
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,106,Vista Hermosa,682,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2359,6,167,227,35,0,0,7,442
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,106,Vista Hermosa,399,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2363,6,83,115,2,0,0,0,206
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,107,Yurecuaro,430,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2371,55,95,92,4,0,0,0,246
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,107,Yurecuaro,704,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2373,59,91,210,5,0,0,9,374
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,64,Panindicuaro,490,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1412,4,55,71,87,0,0,5,222
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,64,Panindicuaro,191,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1416,0,21,32,5,0,0,5,63
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,64,Panindicuaro,533,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1423,3,128,143,19,0,0,5,298
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,65,Paracuaro,596,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1427,18,140,171,0,0,0,9,338
16,14/11/2004,12,Ayuntamientos,16,0,1,E,Extraordinaria,0,65,Paracuaro,164,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1427,4,32,51,0,0,0,8,95
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,65,Paracuaro,530,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1431,3,27,204,0,0,0,10,244
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,65,Paracuaro,517,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1432,4,169,105,0,0,0,17,295
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,65,Paracuaro,570,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1433,12,164,155,0,0,0,11,342
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,65,Paracuaro,550,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1439,4,90,191,0,0,0,4,289
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,66,Paracho,446,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1441,0,177,62,0,0,0,13,252
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,66,Paracho,449,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1442,0,211,70,0,0,0,9,290
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,66,Paracho,616,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1449,0,0,0,0,0,0,0,0
16,14/11/2004,12,Ayuntamientos,16,0,2,C,Contigua,0,66,Paracho,521,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1450,0,0,0,0,0,0,0,0
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,67,Patzcuaro,588,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1457,118,69,60,4,4,0,6,261
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,67,Patzcuaro,584,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1459,63,76,49,10,5,0,12,215
16,14/11/2004,12,Ayuntamientos,16,0,1,E,Extraordinaria,0,30,Ecuandureo,329,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,445,2,23,104,0,0,0,6,135
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,31,Epitacio Huerta,494,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,446,16,198,103,0,0,0,8,325
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,31,Epitacio Huerta,665,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,447,15,277,39,0,0,0,15,346
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,31,Epitacio Huerta,474,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,455,22,94,172,0,0,1,11,300
16,14/11/2004,12,Ayuntamientos,16,0,1,E,Extraordinaria,0,31,Epitacio Huerta,313,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,455,4,58,109,0,0,0,4,175
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,32,Erongaricuaro,541,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,459,11,92,141,0,0,0,0,244
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,33,Gabriel Zamora,559,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,470,5,62,120,122,0,0,12,321
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,33,Gabriel Zamora,666,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,471,11,103,181,143,0,0,7,445
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,33,Gabriel Zamora,538,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,472,18,116,102,15,0,0,5,256
16,14/11/2004,12,Ayuntamientos,16,0,2,C,Contigua,0,34,Hidalgo,721,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,482,73,122,66,9,0,0,12,282
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,34,Hidalgo,730,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,483,123,82,64,4,0,0,0,273
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,67,Patzcuaro,434,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1461,53,50,50,11,4,0,4,172
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,67,Patzcuaro,593,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1465,105,79,64,10,4,0,6,268
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,67,Patzcuaro,505,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1471,104,70,31,6,4,0,19,234
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,67,Patzcuaro,506,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1471,100,74,42,8,6,0,3,233
16,14/11/2004,12,Ayuntamientos,16,0,2,C,Contigua,0,67,Patzcuaro,506,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1471,106,45,53,4,3,0,8,219
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,67,Patzcuaro,530,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1474,74,70,39,2,2,1,3,191
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,67,Patzcuaro,509,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1475,63,59,60,17,4,0,8,211
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,67,Patzcuaro,673,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1476,78,69,41,8,10,1,10,217
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,67,Patzcuaro,537,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1479,43,53,82,5,4,0,11,198
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,67,Patzcuaro,393,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1482,56,41,63,4,0,0,12,176
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,67,Patzcuaro,678,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1483,37,54,124,5,0,0,14,234
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,67,Patzcuaro,452,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1486,48,51,35,10,3,0,4,151
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,67,Patzcuaro,459,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1496,40,72,72,5,1,0,12,202
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,67,Patzcuaro,459,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1496,28,90,87,4,2,1,0,212
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,68,Penjamillo,598,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1502,2,202,82,0,0,0,6,292
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,68,Penjamillo,481,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1503,2,171,62,0,0,0,9,244
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,68,Penjamillo,654,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1507,13,129,115,0,0,0,6,263
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,68,Penjamillo,652,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1508,17,108,58,0,0,0,0,183
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,108,Zacapu,666,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2390,47,41,81,62,14,0,2,247
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,108,Zacapu,666,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2390,61,52,76,68,13,0,9,279
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,108,Zacapu,609,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2393,68,52,92,10,9,0,9,240
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,108,Zacapu,524,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2396,43,53,116,20,16,0,5,253
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,108,Zacapu,531,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2397,60,63,104,9,19,0,3,258
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,108,Zacapu,437,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2402,68,57,34,8,12,0,4,183
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,108,Zacapu,504,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2405,81,58,48,4,22,0,3,216
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,108,Zacapu,522,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2406,65,62,57,15,23,0,6,228
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,108,Zacapu,673,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2407,64,67,84,15,26,0,7,263
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,108,Zacapu,647,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2411,88,58,51,14,16,0,6,233
16,14/11/2004,12,Ayuntamientos,16,0,2,C,Contigua,0,108,Zacapu,648,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2411,97,47,53,18,16,0,9,240
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,108,Zacapu,464,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2414,45,32,48,11,7,0,3,146
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,108,Zacapu,610,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2422,41,59,75,9,4,0,11,199
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,108,Zacapu,735,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2428,117,156,35,12,9,0,9,338
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,109,Zamora,636,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2440,91,128,44,0,0,0,7,270
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,109,Zamora,544,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2442,28,33,67,0,0,0,7,135
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,89,Tarimbaro,671,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1976,61,136,83,8,0,0,1,289
16,14/11/2004,12,Ayuntamientos,16,0,3,E,Extraordinaria,0,89,Tarimbaro,282,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1976,11,57,22,1,0,0,1,92
16,14/11/2004,12,Ayuntamientos,16,0,2,C,Contigua,0,90,Tepalcatepec,554,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1981,42,150,104,0,0,0,3,299
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,90,Tepalcatepec,500,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1983,56,81,103,0,0,0,4,244
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,90,Tepalcatepec,535,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1985,43,126,98,0,0,0,8,275
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,90,Tepalcatepec,622,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1986,57,121,135,0,0,0,4,317
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,90,Tepalcatepec,622,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1991,17,63,228,0,0,0,4,312
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,91,Tingambato,627,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1997,21,157,272,0,0,1,6,457
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,92,Tinguindin,389,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2003,101,66,61,0,0,0,1,229
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,92,Tinguindin,442,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2004,126,113,57,0,0,0,3,299
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,92,Tinguindin,648,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2005,158,148,92,0,0,0,5,403
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,93,Tiquicheo,590,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,2017,4,203,111,0,0,0,1,319
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,68,Penjamillo,633,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1514,4,103,71,0,0,0,8,186
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,69,Periban,537,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1525,59,107,145,0,0,0,5,316
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,69,Periban,403,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1528,112,41,48,0,0,0,5,206
16,14/11/2004,12,Ayuntamientos,16,0,2,C,Contigua,0,70,La Piedad,534,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1529,123,58,64,0,0,0,3,248
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,70,La Piedad,520,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1532,118,35,39,0,0,0,6,198
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,70,La Piedad,650,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1534,110,87,73,0,0,0,3,273
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,70,La Piedad,650,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1534,84,98,60,0,0,0,4,246
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,70,La Piedad,474,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1547,110,55,52,0,0,0,0,217
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,70,La Piedad,491,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1553,97,57,46,0,0,0,3,203
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,70,La Piedad,417,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1557,43,39,59,0,0,0,3,144
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,70,La Piedad,503,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,1566,82,54,44,0,0,0,9,189
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,34,Hidalgo,602,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,489,55,76,61,4,0,0,0,196
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,34,Hidalgo,602,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,489,40,69,61,2,0,0,10,182
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,34,Hidalgo,652,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,495,40,113,90,5,0,0,6,254
16,14/11/2004,12,Ayuntamientos,16,0,4,C,Contigua,0,34,Hidalgo,653,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,495,37,89,108,2,0,1,2,239
16,14/11/2004,12,Ayuntamientos,16,0,2,C,Contigua,0,34,Hidalgo,577,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,496,53,76,87,4,0,0,6,226
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,34,Hidalgo,519,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,498,126,104,50,4,0,0,5,289
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,34,Hidalgo,669,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,517,46,155,51,1,0,0,10,263
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,34,Hidalgo,720,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,527,58,107,71,0,0,0,0,236
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,34,Hidalgo,458,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,534,11,100,99,1,0,0,3,214
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,34,Hidalgo,550,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,542,12,34,233,0,0,0,0,279
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,34,Hidalgo,606,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,548,26,25,115,1,0,0,6,173
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,34,Hidalgo,600,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,549,15,16,107,1,0,0,14,153
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,34,Hidalgo,187,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,555,36,1,14,0,0,0,0,51
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,34,Hidalgo,100,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,556,1,1,37,1,0,0,0,40
16,14/11/2004,12,Ayuntamientos,16,0,1,B,Basica,0,35,La Huacana,682,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,559,31,111,82,168,0,0,11,403
16,14/11/2004,12,Ayuntamientos,16,0,2,C,Contigua,0,35,La Huacana,570,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,572,1,39,162,149,0,0,7,358
16,14/11/2004,12,Ayuntamientos,16,0,1,C,Contigua,0,35,La Huacana,545,AC,Casilla con resultados de acta de escrutinio y computo levantada en consejo,P,T,Urna tradicional,577,7,100,91,67,0,0,15,280
