Municipio,Seccion,Casilla,Lista Nominal ,PAN,PRI,PRD,PT,PVEM,PC,PNA,PAS,COAL_PRD_PT,COAL_PRD_PT_PC,COAL_PRD_PC,CC_PAN_PRI,CC_PAN_PRI_PVEM,CC_PAN_PVEM,CC_PAN_PVEM_PNA,CC_PAN_PNA,CC_PRI_PVEM,CC_PRI_PVEM_PNA,NOREG,NULOS
Ario,159,C1,685,151,225,,20,5,,4,,,,28,,,1,,,,,,13
Ario,160,B,584,137,229,,7,1,,4,,,,10,,,,,,,,2,21
Ario,160,C1,584,166,156,,8,3,,1,,,,13,,,,,,,,,20
Ario,161,B,675,109,93,,33,3,,8,,,,68,,,,,,,,,13
Ario,161,C1,676,107,92,,53,5,,7,,,,90,,,,,,,,,10
Ario,162,B,263,68,58,,3,,,11,,,,18,,,,,,,,,
Ario,163,B,430,102,67,,18,4,,3,,,,27,,,,,,,,,15
Ario,163,C1,430,77,69,,10,4,,3,,,,34,,,,,,,,,11
Ario,164,B,563,163,95,,8,,,10,,,,26,,,,,,,,,9
Ario,165,B,718,99,205,,13,4,,4,,,,78,,,,,,,,,16
Ario,166,B,435,100,53,,11,5,,4,,,,78,,,,,,,,,7
Ario,166,C1,436,72,79,,7,3,,2,,,,50,,,,,,,,1,11
Ario,167,B,345,60,62,,18,3,,1,,,,37,,,,,,,,,8
Ario,168,B,475,101,43,,49,,,4,,,,45,,,,,,,,,12
Ario,169,B,296,80,46,,17,,,1,,,,20,,,,,,,,,8
Arteaga,170,B,563,42,164,,,,,0,,,119,,,,,,0,,,0,9
Arteaga,170,C1,563,41,175,,,,,1,,,105,,,,,,0,,,0,4
Arteaga,170,C2,563,45,161,,,,,0,,,96,,,,,,0,,,0,14
Arteaga,170,C3,563,46,173,,,,,2,,,107,,,,,,0,,,0,4
Arteaga,171,B,586,23,203,,,,,1,,,102,,,,,,0,,,0,6
Arteaga,171,C1,586,31,213,,,,,0,,,105,,,,,,0,,,0,5
Arteaga,171,C2,587,31,197,,,,,2,,,114,,,,,,0,,,0,8
Arteaga,172,B,652,36,213,,,,,1,,,148,,,,,,0,,,0,9
Arteaga,172,C1,652,19,213,,,,,0,,,143,,,,,,1,,,0,11
Arteaga,172,C2,653,30,212,,,,,0,,,130,,,,,,0,,,0,15
Arteaga,173,B,586,33,191,,,,,0,,,132,,,,,,0,,,0,7
Arteaga,173,C1,587,36,172,,,,,2,,,133,,,,,,0,,,0,10
Arteaga,173,C2,587,22,142,,,,,0,,,159,,,,,,0,,,0,4
Arteaga,174,B,533,34,198,,,,,0,,,67,,,,,,1,,,0,9
Arteaga,174,C1,534,43,178,,,,,0,,,103,,,,,,1,,,0,6
Arteaga,175,B,336,4,137,,,,,0,,,99,,,,,,0,,,0,5
Arteaga,175,E1,118,3,20,,,,,0,,,68,,,,,,0,,,0,0
Arteaga,176,B,619,15,148,,,,,0,,,145,,,,,,0,,,0,6
Arteaga,176,C1,619,9,167,,,,,0,,,140,,,,,,0,,,0,11
Arteaga,176,E1,380,2,98,,,,,0,,,113,,,,,,0,,,0,4
Arteaga,176,E2,168,6,90,,,,,0,,,21,,,,,,0,,,0,0
Arteaga,177,B,354,5,122,,,,,2,,,65,,,,,,0,,,0,4
Arteaga,177,E1,143,2,40,,,,,0,,,38,,,,,,0,,,0,2
Arteaga,177,E2,146,3,40,,,,,0,,,40,,,,,,0,,,0,0
Arteaga,178,B,705,10,237,,,,,0,,,121,,,,,,0,,,0,14
Arteaga,178,E1,90,2,41,,,,,3,,,23,,,,,,0,,,0,2
Arteaga,179,B,290,3,43,,,,,0,,,94,,,,,,0,,,0,2
Arteaga,180,B,364,10,181,,,,,1,,,32,,,,,,0,,,0,2
Arteaga,180,E1,446,25,203,,,,,0,,,54,,,,,,0,,,0,8
Arteaga,181,B,556,2,150,,,,,0,,,138,,,,,,0,,,0,9
Arteaga,181,C1,556,4,129,,,,,0,,,125,,,,,,0,,,0,7
Arteaga,181,C2,556,4,147,,,,,1,,,119,,,,,,0,,,0,10
Arteaga,181,E1,145,4,62,,,,,0,,,46,,,,,,0,,,0,3
Arteaga,182,B,199,9,61,,,,,1,,,20,,,,,,0,,,0,4
Arteaga,182,E1,75,1,47,,,,,0,,,3,,,,,,0,,,0,1
Arteaga,183,B,157,10,42,,,,,0,,,30,,,,,,0,,,0,4
Briseñas,184,B,599,38,82,,,,170,,,,86,,,,,,,,,0,6
Briseñas,184,C1,600,52,93,,,,149,,,,63,,,,,,,,,0,6
Briseñas,185,B,606,40,66,,,,218,,,,56,,,,,,,,,0,9
Briseñas,185,C1,606,47,71,,,,210,,,,54,,,,,,,,,0,5
Briseñas,185,C2,607,46,48,,,,248,,,,59,,,,,,,,,0,6
Briseñas,186,B,727,63,68,,,,125,,,,156,,,,,,,,,0,8
Briseñas,187,B,696,57,66,,,,140,,,,138,,,,,,,,,0,18
Briseñas,188,B,523,20,108,,,,77,,,,126,,,,,,,,,0,6
Briseñas,188,C1,523,9,140,,,,91,,,,88,,,,,,,,,0,5
Briseñas,188,C2,524,25,114,,,,86,,,,88,,,,,,,,,0,10
Briseñas,189,B,598,15,117,,,,97,,,,125,,,,,,,,,0,11
Briseñas,189,C1,599,13,119,,,,73,,,,124,,,,,,,,,0,13
Buenavista,190,B,638,42,113,,,,,,,,150,,,,,,,,,0,2
Buenavista,190,C1,638,47,102,,,,,,,,136,,,,,,,,,0,8
Buenavista,190,C2,638,47,94,,,,,,,,132,,,,,,,,,0,6
Buenavista,190,C3,638,36,100,,,,,,,,162,,,,,,,,,0,4
Buenavista,191,B,721,42,103,,,,,,,,198,,,,,,,,,0,7
Buenavista,191,C1,722,31,107,,,,,,,,194,,,,,,,,,0,4
Buenavista,191,C2,722,47,94,,,,,,,,198,,,,,,,,,0,6
Buenavista,191,C3,722,37,117,,,,,,,,167,,,,,,,,,0,7
Buenavista,192,B,625,84,100,,,,,,,,146,,,,,,,,,0,6
Buenavista,192,C1,625,70,161,,,,,,,,97,,,,,,,,,0,3
Buenavista,193,B,705,50,142,,,,,,,,140,,,,,,,,,0,2
Buenavista,194,B,582,22,122,,,,,,,,104,,,,,,,,,0,7
Buenavista,195,B,384,10,72,,,,,,,,68,,,,,,,,,0,2
Buenavista,195,C1,384,15,59,,,,,,,,87,,,,,,,,,0,2
Buenavista,196,B,135,4,13,,,,,,,,51,,,,,,,,,0,1
Buenavista,197,B,394,4,90,,,,,,,,76,,,,,,,,,0,3
Buenavista,198,B,721,26,131,,,,,,,,136,,,,,,,,,0,0
Buenavista,198,C1,721,35,134,,,,,,,,133,,,,,,,,,0,13
Buenavista,199,B,712,28,76,,,,,,,,130,,,,,,,,,0,5
Buenavista,199,C1,713,25,69,,,,,,,,170,,,,,,,,,0,5
Buenavista,200,B,609,27,86,,,,,,,,113,,,,,,,,,0,5
Buenavista,200,C1,609,29,49,,,,,,,,134,,,,,,,,,0,8
Buenavista,200,C2,610,34,72,,,,,,,,141,,,,,,,,,0,4
Buenavista,201,B,578,8,151,,,,,,,,104,,,,,,,,,0,21
Buenavista,201,C1,578,16,119,,,,,,,,116,,,,,,,,,0,10
Buenavista,201,C2,579,13,147,,,,,,,,118,,,,,,,,,0,15
Buenavista,202,B,560,7,139,,,,,,,,133,,,,,,,,,0,17
Buenavista,202,C1,560,13,124,,,,,,,,92,,,,,,,,,0,19
Buenavista,202,C2,561,5,115,,,,,,,,127,,,,,,,,,0,6
Buenavista,203,B,525,5,74,,,,,,,,200,,,,,,,,,0,9
Buenavista,203,C1,526,5,81,,,,,,,,179,,,,,,,,,0,11
Buenavista,203,C2,526,6,89,,,,,,,,173,,,,,,,,,0,8
Buenavista,204,B,639,10,141,,,,,,,,187,,,,,,,,,0,10
Buenavista,204,C1,639,3,132,,,,,,,,154,,,,,,,,,0,16
Buenavista,204,C2,640,10,158,,,,,,,,153,,,,,,,,,0,19
Buenavista,205,B,574,16,103,,,,,,,,105,,,,,,,,,0,2
Buenavista,205,C1,574,15,109,,,,,,,,97,,,,,,,,,0,6
Buenavista,205,C2,574,23,89,,,,,,,,97,,,,,,,,,0,7
Buenavista,206,B,696,24,89,,,,,,,,203,,,,,,,,,0,10
Buenavista,207,B,384,7,30,,,,,,,,127,,,,,,,,,0,2
Buenavista,207,C1,385,7,32,,,,,,,,146,,,,,,,,,0,4
Buenavista,208,B,676,10,59,,,,,,,,210,,,,,,,,,0,10
Buenavista,208,C1,676,11,57,,,,,,,,215,,,,,,,,,0,9
Buenavista,209,B,623,25,124,,,,,,,,104,,,,,,,,,0,11
Buenavista,209,C1,623,26,105,,,,,,,,139,,,,,,,,,0,8
Buenavista,209,C2,623,19,85,,,,,,,,161,,,,,,,,,0,8
Buenavista,210,B,670,26,83,,,,,,,,122,,,,,,,,,0,11
Buenavista,211,B,420,12,38,,,,,,,,111,,,,,,,,,0,2
Buenavista,211,C1,421,19,51,,,,,,,,89,,,,,,,,,0,3
Buenavista,212,B,373,12,113,,,,,,,,98,,,,,,,,,0,1
Carácuaro,213,B,581,20,152,,,,,,,,172,,,,,,,,,0,1
Carácuaro,213,C1,582,21,187,,,,,,,,145,,,,,,,,,0,11
Carácuaro,213,C2,582,11,175,,,,,,,,164,,,,,,,,,0,13
Carácuaro,213,C3,582,19,159,,,,,,,,161,,,,,,,,,0,14
Carácuaro,214,B,543,8,171,,,,,,,,140,,,,,,,,,0,13
Carácuaro,215,B,219,3,74,,,,,,,,41,,,,,,,,,0,4
Carácuaro,216,B,215,5,62,,,,,,,,47,,,,,,,,,0,10
Carácuaro,217,B,736,13,191,,,,,,,,183,,,,,,,,,0,27
Carácuaro,218,B,190,2,61,,,,,,,,33,,,,,,,,,0,6
Carácuaro,219,B,688,7,244,,,,,,,,174,,,,,,,,,0,13
Carácuaro,219,C1,688,5,211,,,,,,,,186,,,,,,,,,0,7
Carácuaro,220,B,358,8,125,,,,,,,,53,,,,,,,,,0,5
Carácuaro,221,B,364,4,141,,,,,,,,66,,,,,,,,,0,16
Carácuaro,222,B,218,3,93,,,,,,,,21,,,,,,,,,0,7
Carácuaro,223,B,285,5,88,,,,,,,,75,,,,,,,,,0,6
Carácuaro,224,B,386,3,121,,,,,,,,75,,,,,,,,,0,9
Coahuayana,225,B,509,55,88,,,14,,,69,,81,,,,,,,,,0,6
Coahuayana,225,C1,510,49,92,,,17,,,61,,74,,,,,,,,,0,3
Coahuayana,226,B,568,66,75,,,24,,,67,,69,,,,,,,,,0,8
Coahuayana,226,C1,569,54,85,,,19,,,65,,75,,,,,,,,,0,5
Coahuayana,226,C2,569,47,81,,,26,,,49,,79,,,,,,,,,0,11
Coahuayana,227,B,455,49,64,,,10,,,50,,24,,,,,,,,,0,12
Coahuayana,228,B,735,184,108,,,12,,,49,,24,,,,,,,,,0,14
Coahuayana,229,B,707,116,107,,,12,,,43,,62,,,,,,,,,0,16
Coahuayana,229,C1,708,88,142,,,14,,,60,,48,,,,,,,,,0,6
Coahuayana,230,B,139,10,14,,,21,,,11,,30,,,,,,,,,0,4
Coahuayana,231,B,735,50,81,,,43,,,111,,105,,,,,,,,,0,18
Coahuayana,232,B,660,52,79,,,33,,,91,,98,,,,,,,,,0,14
Coahuayana,232,C1,661,54,70,,,45,,,79,,127,,,,,,,,,0,11
Coahuayana,233,B,455,54,54,,,22,,,44,,73,,,,,,,,,0,7
Coahuayana,233,C1,456,41,62,,,23,,,38,,84,,,,,,,,,0,17
Coahuayana,234,B,721,168,158,,,46,,,20,,32,,,,,,,,,0,7
Coahuayana,235,B,606,50,91,,,13,,,44,,83,,,,,,,,,0,12
Coahuayana,236,B,151,15,30,,,6,,,6,,13,,,,,,,,,0,2
Coalcomán,237,B,625,116,111,,,,,,3,,95,,,,,,,,,0,12
Coalcomán,237,C1,626,115,93,,,,,,0,,107,,,,,,,,,0,8
Coalcomán,237,C2,626,108,95,,,,,,1,,100,,,,,,,,,0,12
Coalcomán,237,C3,626,94,115,,,,,,2,,118,,,,,,,,,0,12
Coalcomán,238,B,730,129,116,,,,,,3,,127,,,,,,,,,0,20
Coalcomán,238,C1,731,118,138,,,,,,1,,122,,,,,,,,,1,20
Coalcomán,239,B,673,139,95,,,,,,2,,113,,,,,,,,,0,6
Coalcomán,239,C1,673,137,106,,,,,,4,,115,,,,,,,,,0,9
Coalcomán,240,B,740,155,84,,,,,,2,,175,,,,,,,,,0,18
Coalcomán,240,C1,740,158,103,,,,,,4,,143,,,,,,,,,0,12
Coalcomán,241,B,462,71,74,,,,,,3,,106,,,,,,,,,0,9
Coalcomán,241,C1,462,93,74,,,,,,4,,89,,,,,,,,,0,8
Coalcomán,242,B,673,106,142,,,,,,2,,109,,,,,,,,,0,13
Coalcomán,242,C1,673,110,152,,,,,,3,,97,,,,,,,,,0,11
Coalcomán,242,C2,673,114,115,,,,,,2,,108,,,,,,,,,0,7
Coalcomán,242,C3,673,118,117,,,,,,5,,102,,,,,,,,,0,13
Coalcomán,243,B,143,17,17,,,,,,2,,6,,,,,,,,,0,4
Coalcomán,244,B,182,19,36,,,,,,0,,47,,,,,,,,,0,2
Coalcomán,245,B,508,44,50,,,,,,4,,96,,,,,,,,,0,9
Coalcomán,245,C1,508,39,48,,,,,,3,,116,,,,,,,,,0,7
Coalcomán,246,B,636,84,90,,,,,,4,,163,,,,,,,,,0,13
Coalcomán,247,B,138,8,8,,,,,,2,,29,,,,,,,,,0,4
Coalcomán,248,B,146,25,15,,,,,,0,,23,,,,,,,,,0,1
Coalcomán,249,B,453,11,71,,,,,,2,,205,,,,,,,,,0,9
Coalcomán,250,B,415,43,16,,,,,,2,,122,,,,,,,,,1,6
Coalcomán,251,B,248,46,32,,,,,,1,,67,,,,,,,,,0,6
Coalcomán,252,B,291,47,24,,,,,,2,,61,,,,,,,,,0,5
Coalcomán,253,B,160,46,11,,,,,,5,,33,,,,,,,,,0,2
Coalcomán,254,B,197,8,38,,,,,,3,,57,,,,,,,,,0,9
Coalcomán,255,B,245,77,25,,,,,,0,,21,,,,,,,,,0,3
Coalcomán,256,B,529,46,57,,,,,,1,,163,,,,,,,,,0,10
Coeneo,257,B,387,19,78,,,,,,,,77,,,,,,,,,1,3
Coeneo,257,C1,387,29,66,,,,,,,,95,,,,,,,,,0,1
Coeneo,258,B,429,16,80,,,,,,,,102,,,,,,,,,0,5
Coeneo,258,C1,429,19,95,,,,,,,,105,,,,,,,,,0,1
Coeneo,259,B,665,37,137,,,,,,,,115,,,,,,,,,0,12
Coeneo,259,C1,666,37,143,,,,,,,,122,,,,,,,,,0,0
Coeneo,260,B,491,28,128,,,,,,,,69,,,,,,,,,0,4
Coeneo,260,C1,492,35,102,,,,,,,,79,,,,,,,,,0,4
Coeneo,261,B,673,19,137,,,,,,,,60,,,,,,,,,0,13
Coeneo,262,B,648,15,111,,,,,,,,59,,,,,,,,,0,6
Coeneo,262,C1,648,18,116,,,,,,,,84,,,,,,,,,2,6
Coeneo,263,B,707,23,142,,,,,,,,229,,,,,,,,,0,12
Coeneo,264,B,561,26,130,,,,,,,,174,,,,,,,,,0,10
Coeneo,265,B,406,10,124,,,,,,,,25,,,,,,,,,0,2
Coeneo,265,E1,212,3,8,,,,,,,,77,,,,,,,,,0,2
Coeneo,266,B,229,7,22,,,,,,,,47,,,,,,,,,0,6
Coeneo,267,B,586,15,25,,,,,,,,149,,,,,,,,,0,11
Coeneo,267,C1,587,11,41,,,,,,,,151,,,,,,,,,0,12
Coeneo,268,B,441,13,124,,,,,,,,59,,,,,,,,,0,5
Coeneo,269,B,510,14,132,,,,,,,,50,,,,,,,,,0,6
Coeneo,270,B,664,9,122,,,,,,,,150,,,,,,,,,0,14
Coeneo,271,B,701,9,177,,,,,,,,69,,,,,,,,,0,7
Coeneo,272,B,582,4,136,,,,,,,,43,,,,,,,,,0,3
Coeneo,273,B,490,7,24,,,,,,,,82,,,,,,,,,0,0
Coeneo,273,E1,145,6,7,,,,,,,,32,,,,,,,,,0,6
Coeneo,274,B,487,34,63,,,,,,,,79,,,,,,,,,0,17
Coeneo,275,B,509,50,92,,,,,,,,63,,,,,,,,,0,6
Coeneo,276,B,321,3,28,,,,,,,,80,,,,,,,,,0,3
Coeneo,277,B,419,11,67,,,,,,,,79,,,,,,,,,0,2
Coeneo,277,C1,419,17,70,,,,,,,,70,,,,,,,,,1,1
Coeneo,278,B,560,13,140,,,,,,,,97,,,,,,,,,1,5
Coeneo,278,C1,560,5,118,,,,,,,,106,,,,,,,,,0,9
Coeneo,279,B,671,27,115,,,,,,,,136,,,,,,,,,0,9
Coeneo,280,B,483,22,74,,,,,,,,96,,,,,,,,,0,0
Coeneo,280,C1,484,15,78,,,,,,,,105,,,,,,,,,0,9
Coeneo,281,B,524,10,25,,,,,,,,154,,,,,,,,,0,10
Coeneo,282,B,497,7,25,,,,,,,,134,,,,,,,,,0,5
Coeneo,282,C1,497,9,19,,,,,,,,134,,,,,,,,,0,5
Coeneo,283,B,228,47,40,,,,,,,,29,,,,,,,,,0,5
Coeneo,284,B,515,12,51,,,,,,,,125,,,,,,,,,0,21
Coeneo,284,E1,186,16,55,,,,,,,,43,,,,,,,,,0,3
Coeneo,285,B,743,10,50,,,,,,,,147,,,,,,,,,0,6
Contepec,286,B,576,40,158,,,2,,1,,,105,,,,,,,,,0,10
Contepec,286,C1,576,75,148,,,0,,3,,,135,,,,,,,,,0,13
Contepec,286,C2,576,50,158,,,1,,3,,,110,,,,,,,,,0,8
Contepec,287,B,633,29,162,,,5,,7,,,179,,,,,,,,,0,15
Contepec,288,B,665,54,200,,,4,,3,,,147,,,,,,,,,0,11
Contepec,288,C1,665,95,153,,,4,,2,,,146,,,,,,,,,0,13
Contepec,288,C2,665,91,171,,,2,,4,,,164,,,,,,,,,0,16
Contepec,288,C3,665,80,152,,,1,,1,,,194,,,,,,,,,0,6
Contepec,289,B,602,12,57,,,2,,3,,,255,,,,,,,,,0,6
Contepec,290,B,171,12,30,,,0,,4,,,61,,,,,,,,,0,3
Contepec,290,E1,709,54,63,,,4,,4,,,226,,,,,,,,,0,31
Contepec,291,B,412,52,60,,,1,,2,,,98,,,,,,,,,0,7
Contepec,291,C1,412,69,50,,,3,,3,,,80,,,,,,,,,0,6
Contepec,292,B,725,12,63,,,4,,19,,,249,,,,,,,,,0,10
Contepec,292,C1,725,13,73,,,1,,5,,,277,,,,,,,,,0,10
Contepec,293,B,713,28,127,,,4,,5,,,252,,,,,,,,,0,13
Contepec,293,C1,714,23,150,,,1,,2,,,224,,,,,,,,,0,15
Contepec,293,C2,714,19,139,,,1,,8,,,256,,,,,,,,,0,21
Contepec,294,B,562,7,66,,,45,,2,,,137,,,,,,,,,0,11
Contepec,294,C1,563,11,66,,,35,,2,,,149,,,,,,,,,0,4
Contepec,294,E1,525,17,35,,,2,,0,,,178,,,,,,,,,0,9
Contepec,294,E1C1,526,20,57,,,6,,2,,,187,,,,,,,,,0,10
Contepec,295,B,545,19,63,,,0,,1,,,180,,,,,,,,,0,13
Contepec,295,C1,546,30,65,,,2,,3,,,138,,,,,,,,,0,7
Contepec,295,C2,546,25,70,,,3,,0,,,186,,,,,,,,,0,12
Contepec,296,B,657,44,79,,,2,,7,,,220,,,,,,,,,0,13
Contepec,296,C1,657,38,77,,,1,,9,,,219,,,,,,,,,0,16
Contepec,297,B,575,20,100,,,0,,14,,,175,,,,,,,,,0,15
Contepec,297,C1,575,16,126,,,3,,14,,,162,,,,,,,,,0,20
Contepec,297,C2,575,35,128,,,3,,10,,,139,,,,,,,,,0,16
Contepec,297,E1,376,33,80,,,1,,4,,,89,,,,,,,,,0,5
Contepec,297,E1C1,376,36,76,,,1,,5,,,98,,,,,,,,,0,9
Contepec,298,B,503,10,159,,,6,,3,,,117,,,,,,,,,0,10
Contepec,298,C1,504,8,148,,,1,,6,,,115,,,,,,,,,0,8
Copándaro,299,B,488,43,68,,,14,,,0,,70,,,,,,,,,0,5
Copándaro,299,C1,489,49,65,,,20,,,0,,81,,,,,,,,,0,9
Copándaro,300,B,504,74,46,,,15,,,0,,127,,,,,,,,,0,4
Copándaro,300,C1,505,41,68,,,35,,,0,,88,,,,,,,,,0,8
Copándaro,301,B,750,59,69,,,27,,,0,,191,,,,,,,,,1,15
Copándaro,301,C1,750,46,119,,,46,,,0,,169,,,,,,,,,0,9
Copándaro,302,B,642,43,75,,,41,,,0,,153,,,,,,,,,0,9
Copándaro,302,C1,642,33,89,,,32,,,0,,140,,,,,,,,,0,13
Copándaro,303,B,563,24,87,,,11,,,0,,209,,,,,,,,,1,10
Copándaro,303,C1,564,46,75,,,9,,,0,,210,,,,,,,,,0,8
Copándaro,304,B,658,66,86,,,38,,,0,,128,,,,,,,,,0,7
Copándaro,304,C1,658,58,103,,,34,,,0,,105,,,,,,,,,0,11
Cotija,305,B,399,110,27,,,3,,0,,,48,,,,,,0,,,0,3
Cotija,305,C1,400,109,26,,,3,,2,,,73,,,,,,1,,,0,3
Cotija,306,B,460,132,61,,,1,,0,,,22,,,,,,0,,,0,9
Cotija,306,C1,461,124,49,,,0,,1,,,30,,,,,,3,,,0,4
Cotija,307,B,732,185,66,,,2,,0,,,108,,,,,,1,,,0,4
Cotija,307,C1,732,192,80,,,2,,2,,,88,,,,,,0,,,0,13
Cotija,307,E1,202,57,8,,,2,,0,,,21,,,,,,0,,,0,0
Cotija,308,B,502,103,52,,,1,,0,,,103,,,,,,0,,,0,1
Cotija,308,C1,502,119,41,,,1,,2,,,65,,,,,,1,,,0,4
Cotija,309,B,443,111,67,,,2,,0,,,40,,,,,,2,,,0,0
Cotija,309,C1,443,123,67,,,1,,0,,,26,,,,,,3,,,0,8
Cotija,310,B,595,141,107,,,4,,0,,,57,,,,,,1,,,0,6
Cotija,310,C1,595,154,86,,,2,,0,,,51,,,,,,0,,,0,9
Cotija,311,B,635,155,54,,,2,,1,,,59,,,,,,0,,,0,8
Cotija,311,C1,636,190,48,,,4,,2,,,50,,,,,,3,,,0,12
Cotija,312,B,730,250,48,,,2,,3,,,98,,,,,,0,,,0,9
Cotija,312,C1,731,241,55,,,1,,3,,,99,,,,,,1,,,0,7
Cotija,313,B,519,188,34,,,0,,0,,,43,,,,,,2,,,0,8
Cotija,313,C1,519,199,41,,,1,,1,,,44,,,,,,2,,,0,5
Cotija,313,C2,520,195,34,,,1,,2,,,24,,,,,,0,,,0,6
Cotija,314,B,537,179,44,,,2,,1,,,39,,,,,,1,,,0,5
Cotija,314,C1,537,209,33,,,1,,1,,,42,,,,,,2,,,0,9
Cotija,315,B,737,224,27,,,1,,0,,,57,,,,,,0,,,0,9
Cotija,316,B,207,43,26,,,0,,0,,,22,,,,,,0,,,0,3
Cotija,316,E1,174,11,33,,,2,,0,,,23,,,,,,0,,,0,0
Cotija,317,B,171,15,44,,,1,,0,,,15,,,,,,0,,,0,2
Cotija,317,E1,131,18,40,,,0,,0,,,7,,,,,,0,,,0,4
Cotija,318,B,552,35,64,,,2,,1,,,80,,,,,,0,,,0,7
Cotija,318,E1,546,98,68,,,2,,0,,,87,,,,,,0,,,0,8
Cotija,318,E2,473,51,133,,,1,,0,,,48,,,,,,0,,,0,9
Cotija,319,B,724,103,112,,,1,,9,,,53,,,,,,0,,,0,9
Cotija,320,B,310,62,69,,,5,,1,,,19,,,,,,2,,,0,5
Cotija,321,B,440,61,42,,,6,,0,,,57,,,,,,0,,,0,7
Cotija,321,E1,255,73,24,,,1,,1,,,23,,,,,,0,,,0,6
Cotija,321,E2,296,22,55,,,1,,1,,,80,,,,,,0,,,0,4
Cotija,322,B,320,140,20,,,0,,0,,,19,,,,,,0,,,0,10
Cotija,322,E1,130,52,15,,,3,,0,,,17,,,,,,1,,,0,1
Cotija,323,B,163,44,14,,,2,,0,,,8,,,,,,1,,,0,2
Cuitzeo,324,B,645,63,113,,,18,,10,42,,93,,,,,,,,,1,7
Cuitzeo,324,C1,645,63,142,,,21,,5,38,,109,,,,,,,,,0,9
Cuitzeo,324,C2,646,68,134,,,9,,9,51,,106,,,,,,,,,0,13
Cuitzeo,325,B,409,33,71,,,14,,4,36,,69,,,,,,,,,0,9
Cuitzeo,325,C1,409,33,62,,,8,,5,37,,66,,,,,,,,,0,4
Cuitzeo,326,B,635,64,79,,,37,,2,61,,92,,,,,,,,,0,7
Cuitzeo,326,C1,635,58,74,,,25,,9,49,,110,,,,,,,,,0,15
Cuitzeo,327,B,447,35,104,,,27,,3,14,,61,,,,,,,,,0,6
Cuitzeo,327,C1,448,42,107,,,16,,4,23,,59,,,,,,,,,0,5
Cuitzeo,328,B,621,36,113,,,11,,6,17,,124,,,,,,,,,0,4
Cuitzeo,328,C1,622,62,120,,,18,,13,19,,98,,,,,,,,,0,5
Cuitzeo,329,B,439,18,125,,,15,,11,21,,51,,,,,,,,,0,6
Cuitzeo,329,C1,439,25,136,,,11,,6,33,,41,,,,,,,,,0,11
Cuitzeo,330,B,470,31,44,,,17,,7,30,,42,,,,,,,,,0,8
Cuitzeo,330,C1,471,22,38,,,15,,11,54,,38,,,,,,,,,0,6
Cuitzeo,331,B,503,39,59,,,30,,3,47,,9,,,,,,,,,0,6
Cuitzeo,331,C1,503,42,65,,,30,,4,36,,18,,,,,,,,,0,7
Cuitzeo,331,C2,503,41,71,,,34,,0,32,,21,,,,,,,,,0,6
Cuitzeo,332,B,536,12,48,,,11,,9,51,,21,,,,,,,,,0,15
Cuitzeo,332,C1,537,14,73,,,4,,17,38,,20,,,,,,,,,0,9
Cuitzeo,333,B,657,47,69,,,13,,3,33,,46,,,,,,,,,0,12
Cuitzeo,333,C1,657,50,69,,,22,,5,43,,43,,,,,,,,,2,10
Cuitzeo,333,E1,516,18,37,,,19,,7,50,,23,,,,,,,,,0,4
Cuitzeo,334,B,167,7,23,,,6,,3,41,,4,,,,,,,,,0,3
Cuitzeo,335,B,420,11,72,,,11,,8,8,,87,,,,,,,,,0,6
Cuitzeo,335,C1,421,20,57,,,12,,6,10,,78,,,,,,,,,0,4
Cuitzeo,336,B,394,22,51,,,8,,3,27,,45,,,,,,,,,0,2
Cuitzeo,336,C1,395,29,40,,,6,,2,27,,37,,,,,,,,,0,5
Cuitzeo,337,B,575,45,167,,,10,,7,85,,49,,,,,,,,,0,9
Cuitzeo,337,C1,575,62,156,,,8,,11,70,,19,,,,,,,,,0,9
Cuitzeo,337,C2,576,47,130,,,12,,8,101,,26,,,,,,,,,0,6
Cuitzeo,337,C3,576,51,110,,,14,,6,98,,36,,,,,,,,,0,19
Cuitzeo,338,B,616,58,42,,,9,,13,157,,22,,,,,,,,,0,8
Cuitzeo,338,C1,616,55,56,,,8,,28,132,,20,,,,,,,,,0,12
Cuitzeo,338,C2,617,50,40,,,7,,18,149,,25,,,,,,,,,0,13
Cuitzeo,339,B,540,45,110,,,17,,9,63,,19,,,,,,,,,0,8
Cuitzeo,339,C1,541,41,84,,,14,,4,70,,14,,,,,,,,,0,12
Cuitzeo,339,C2,541,33,103,,,15,,8,69,,29,,,,,,,,,0,7
Charapan,340,B,551,30,99,,,,,,,,223,,,,,,,,,,8
Charapan,340,C1,551,42,107,,,,,,,,199,,,,,,,,,,9
Charapan,341,B,604,42,61,,,,,,,,276,,,,,,,,,,13
Charapan,341,C1,604,59,73,,,,,,,,253,,,,,,,,,,0
Charapan,341,C2,605,18,97,,,,,,,,247,,,,,,,,,,14
Charapan,342,B,683,49,108,,,,,,,,174,,,,,,,,,,60
Charapan,342,C1,684,51,98,,,,,,,,164,,,,,,,,,,26
Charapan,343,B,632,72,111,,,,,,,,103,,,,,,,,,1,22
Charapan,343,C1,633,60,112,,,,,,,,94,,,,,,,,,,79
Charapan,344,B,665,46,151,,,,,,,,275,,,,,,,,,,9
Charapan,344,C1,665,41,192,,,,,,,,227,,,,,,,,,1,17
Charapan,345,B,538,62,159,,,,,,,,105,,,,,,,,,,17
