Numero,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,PDCH,PFC,ALIANZA FRAYL.,JUSTA,No REGISTRADOS,Nulos,Anulados,month
,,,,,,,,,,,,,,,,October
37,HUEHUETAN,540,B,185,182,85,2,0,0,0,0,0,0,19,,October
37,HUEHUETAN,540,C,152,187,98,2,2,0,0,0,0,0,21,,October
37,HUEHUETAN,541,B,173,146,75,2,15,0,0,0,0,0,4,,October
37,HUEHUETAN,541,C,177,147,95,3,2,0,0,0,0,0,13,,October
37,HUEHUETAN,542,B,125,143,45,1,5,0,0,0,0,0,17,,October
37,HUEHUETAN,542,C,126,173,57,3,2,0,0,0,0,0,11,,October
37,HUEHUETAN,543,B,153,168,97,2,7,0,0,0,0,2,9,,October
37,HUEHUETAN,543,C,135,193,113,1,2,0,0,0,0,0,10,,October
37,HUEHUETAN,544,B,66,127,144,7,0,0,0,0,0,1,21,,October
37,HUEHUETAN,545,B,36,152,106,4,0,0,0,0,0,0,0,,October
37,HUEHUETAN,545,C,45,148,94,2,2,0,0,0,0,0,16,,October
37,HUEHUETAN,546,B,50,73,85,4,0,0,0,0,0,0,13,,October
37,HUEHUETAN,546,C,57,60,78,3,0,0,0,0,0,0,3,,October
37,HUEHUETAN,547,B,45,78,125,2,0,0,0,0,0,0,7,,October
37,HUEHUETAN,547,C,42,75,122,3,1,0,0,0,0,0,9,,October
37,HUEHUETAN,548,B,75,62,150,3,0,0,0,0,0,0,8,,October
37,HUEHUETAN,548,CA,49,58,119,4,2,0,0,0,0,0,10,,October
37,HUEHUETAN,548,CB,63,73,136,5,0,0,0,0,0,2,3,,October
37,HUEHUETAN,549,B,44,103,159,2,3,0,0,0,0,0,15,,October
37,HUEHUETAN,550,B,5,132,36,5,1,0,0,0,0,0,9,,October
37,HUEHUETAN,550,EX,2,70,49,3,0,0,0,0,0,2,11,,October
37,HUEHUETAN,551,B,23,182,70,4,0,0,0,0,0,0,9,,October
37,HUEHUETAN,552,B,50,56,187,13,0,0,0,0,0,0,16,,October
37,HUEHUETAN,552,C,54,80,173,4,0,0,0,0,0,0,17,,October
37,HUEHUETAN,553,B,47,101,209,3,1,0,0,0,0,0,6,,October
37,HUEHUETAN,553,C,76,118,194,2,3,0,0,0,0,0,8,,October
37,HUEHUETAN,554,B,95,89,139,37,1,0,0,0,0,0,4,,October
37,HUEHUETAN,554,EX,41,63,74,39,2,0,0,0,0,0,10,,October
37,HUEHUETAN,555,B,21,387,48,3,0,0,0,0,0,0,11,,October
,,,,,,,,,,,,,,,,October
38,HUITIUPAN,556,B,0,175,87,7,0,0,47,0,0,0,16,,October
38,HUITIUPAN,556,C,0,176,88,17,0,0,32,0,0,0,15,,October
38,HUITIUPAN,557,B,0,43,104,60,0,0,11,0,0,0,16,,October
38,HUITIUPAN,557,EX,0,190,1,45,0,0,5,0,0,0,46,,October
38,HUITIUPAN,558,B,0,123,11,34,0,0,87,0,0,0,31,,October
38,HUITIUPAN,558,EX,0,33,146,1,0,0,1,0,0,2,15,,October
38,HUITIUPAN,559,B,0,90,116,224,0,0,2,0,0,0,26,,October
38,HUITIUPAN,560,B,0,117,48,51,0,0,15,0,0,3,16,,October
38,HUITIUPAN,560,C,0,111,60,54,0,0,17,0,0,0,34,,October
38,HUITIUPAN,561,B,0,51,206,4,0,0,116,0,0,0,41,,October
38,HUITIUPAN,561,EX,0,26,93,21,0,0,10,0,0,0,0,,October
38,HUITIUPAN,562,B,0,4,205,33,0,0,3,0,0,0,22,,October
38,HUITIUPAN,563,B,0,103,10,203,0,0,10,0,0,0,6,,October
38,HUITIUPAN,563,EX,0,28,86,8,0,0,25,0,0,0,60,,October
38,HUITIUPAN,564,B,0,172,26,4,0,0,4,0,0,3,23,,October
38,HUITIUPAN,565,B,0,52,112,1,0,0,5,0,0,0,10,,October
38,HUITIUPAN,565,EX,0,66,49,11,0,0,18,0,0,3,20,,October
,,,,,,,,,,,,,,,,October
39,HUIXTAN,566,B,0,216,73,0,0,0,0,0,0,0,28,,October
39,HUIXTAN,567,B,0,103,107,0,0,0,0,0,0,5,26,,October
39,HUIXTAN,568,B,0,136,18,0,0,0,0,0,0,0,30,,October
39,HUIXTAN,568,C,0,171,26,0,0,0,0,0,0,0,0,,October
39,HUIXTAN,569,B,0,87,80,0,0,0,0,0,0,0,12,,October
39,HUIXTAN,569,C,0,137,65,0,0,0,0,0,0,0,5,,October
39,HUIXTAN,570,B,0,92,122,0,0,0,0,0,0,0,9,,October
39,HUIXTAN,570,C,0,71,111,0,0,0,0,0,0,0,12,,October
39,HUIXTAN,571,B,0,166,25,0,0,0,0,0,0,0,30,,October
39,HUIXTAN,571,C,0,170,27,0,0,0,0,0,0,0,24,,October
39,HUIXTAN,572,B,0,234,99,0,0,0,0,0,0,0,0,,October
39,HUIXTAN,573,B,0,18,187,0,0,0,0,0,0,0,0,,October
39,HUIXTAN,574,B,0,109,97,0,0,0,0,0,0,0,16,,October
39,HUIXTAN,574,C,0,152,62,0,0,0,0,0,0,32,2,,October
39,HUIXTAN,575,B,0,109,27,0,0,0,0,0,0,0,22,,October
39,HUIXTAN,575,C,0,157,20,0,0,0,0,0,0,0,21,,October
39,HUIXTAN,576,B,0,65,81,0,0,0,0,0,0,0,20,,October
39,HUIXTAN,576,C,0,79,90,0,0,0,0,0,0,0,12,,October
,,,,,,,,,,,,,,,,October
41,"INDEPENDENCIA, LA",602,B,0,174,160,0,0,0,2,0,0,0,18,,October
41,"INDEPENDENCIA, LA",602,C,0,175,193,0,0,9,7,0,0,0,12,,October
41,"INDEPENDENCIA, LA",603,B,0,71,65,0,0,0,13,0,0,0,10,,October
41,"INDEPENDENCIA, LA",603,C,0,83,59,0,0,0,9,0,0,0,15,,October
41,"INDEPENDENCIA, LA",604,B,0,123,131,0,0,2,8,0,0,1,21,,October
41,"INDEPENDENCIA, LA",604,C,0,100,126,0,0,6,13,0,0,0,16,,October
41,"INDEPENDENCIA, LA",605,B,0,127,26,0,0,3,12,0,0,0,20,,October
41,"INDEPENDENCIA, LA",605,C,0,95,11,0,0,3,7,0,0,0,26,,October
41,"INDEPENDENCIA, LA",606,B,0,107,143,0,0,0,8,0,0,0,5,,October
41,"INDEPENDENCIA, LA",606,C,0,53,145,0,0,2,4,0,0,0,9,,October
41,"INDEPENDENCIA, LA",607,B,0,116,85,0,0,10,29,0,0,0,10,,October
41,"INDEPENDENCIA, LA",607,C,0,104,161,0,0,25,23,0,0,0,13,,October
41,"INDEPENDENCIA, LA",608,B,0,88,90,0,0,2,1,0,0,0,8,,October
41,"INDEPENDENCIA, LA",608,C,0,64,36,0,0,0,1,0,0,0,5,,October
41,"INDEPENDENCIA, LA",608,EX1A,0,50,58,0,0,0,3,0,0,0,5,,October
41,"INDEPENDENCIA, LA",608,EX1B,0,62,48,0,0,0,0,0,0,0,14,,October
41,"INDEPENDENCIA, LA",609,B,0,121,147,0,0,2,0,0,0,0,0,,October
41,"INDEPENDENCIA, LA",610,B,0,196,3,0,0,0,0,0,0,0,35,,October
41,"INDEPENDENCIA, LA",610,C,0,202,2,0,0,1,2,0,0,0,199,,October
41,"INDEPENDENCIA, LA",611,B,0,95,58,0,0,1,0,0,0,1,11,,October
41,"INDEPENDENCIA, LA",612,B,0,107,49,0,0,1,22,0,0,0,16,,October
41,"INDEPENDENCIA, LA",612,C,0,108,43,0,0,1,15,0,0,0,9,,October
41,"INDEPENDENCIA, LA",613,B,0,145,32,0,0,1,2,0,0,0,13,,October
41,"INDEPENDENCIA, LA",613,C,0,97,18,0,0,0,2,0,0,0,9,,October
41,"INDEPENDENCIA, LA",614,B,0,149,36,0,0,2,22,0,0,0,6,,October
41,"INDEPENDENCIA, LA",614,C,0,119,26,0,0,0,20,0,0,0,6,,October
41,"INDEPENDENCIA, LA",615,B,0,27,16,0,0,24,23,0,0,0,7,,October
41,"INDEPENDENCIA, LA",615,C,0,17,15,0,0,14,47,0,0,0,17,,October
41,"INDEPENDENCIA, LA",616,B,0,57,3,0,0,34,14,0,0,0,4,,October
41,"INDEPENDENCIA, LA",616,C,0,38,6,0,0,10,25,0,0,0,23,,October
,,,,,,,,,,,,,,,,October
42,IXHUATAN,617,B,0,132,105,0,0,0,0,0,0,0,12,,October
42,IXHUATAN,617,C,0,132,94,0,0,0,0,0,0,0,17,,October
42,IXHUATAN,618,B,0,244,171,0,0,0,0,0,0,1,27,,October
42,IXHUATAN,618,C,0,241,159,0,0,0,0,0,0,4,37,,October
42,IXHUATAN,619,B,0,218,85,0,0,0,0,0,0,0,25,,October
42,IXHUATAN,619,EX,0,143,45,0,0,0,0,0,0,0,14,,October
42,IXHUATAN,620,B,0,223,55,0,0,0,0,0,0,0,29,,October
42,IXHUATAN,620,C,0,247,35,0,0,0,0,0,0,0,30,,October
,,,,,,,,,,,,,,,,October
43,IXTACOMITAN,621,B,187,153,20,0,0,0,0,0,0,0,12,,October
43,IXTACOMITAN,621,C,177,128,23,0,0,0,0,0,0,0,19,,October
43,IXTACOMITAN,622,B,230,175,31,0,0,0,0,0,0,0,7,,October
43,IXTACOMITAN,622,C,213,163,43,0,0,0,0,0,0,0,7,,October
43,IXTACOMITAN,623,B,228,194,32,0,0,0,0,0,0,0,18,,October
43,IXTACOMITAN,624,B,118,120,18,0,0,0,0,0,0,0,13,,October
43,IXTACOMITAN,625,B,64,92,16,0,0,0,0,0,0,2,4,,October
43,IXTACOMITAN,626,B,109,109,14,0,0,0,0,0,0,0,0,,October
43,IXTACOMITAN,626,C,131,156,16,0,0,0,0,0,0,0,8,,October
,,,,,,,,,,,,,,,,October
44,IXTAPA,627,B,0,274,125,0,1,0,0,0,0,0,12,,October
44,IXTAPA,627,C,0,287,102,0,3,0,0,0,0,0,9,,October
44,IXTAPA,628,B,0,301,120,0,4,0,0,0,0,0,36,,October
44,IXTAPA,628,C,0,245,151,0,2,0,0,0,0,0,29,,October
44,IXTAPA,629,B,0,354,114,0,0,0,0,0,0,0,0,,October
44,IXTAPA,629,EX,0,205,23,0,0,0,0,0,0,5,8,,October
44,IXTAPA,630,B,0,183,22,0,0,0,0,0,0,0,1,,October
44,IXTAPA,630,EX,0,150,207,0,0,0,0,0,0,0,0,,October
44,IXTAPA,631,B,0,275,89,0,0,0,0,0,0,0,19,,October
44,IXTAPA,631,C,0,297,163,0,0,0,0,0,0,0,10,,October
44,IXTAPA,632,B,0,283,270,0,0,0,0,0,0,0,0,,October
44,IXTAPA,632,EX,0,31,7,0,0,0,0,0,0,0,5,,October
44,IXTAPA,633,B,0,300,153,0,0,0,0,0,0,1,0,,October
44,IXTAPA,634,B,0,69,106,0,9,0,0,0,0,0,7,,October
44,IXTAPA,634,EX1,0,58,81,0,1,0,0,0,0,0,40,,October
44,IXTAPA,634,EX2,0,254,55,0,2,0,0,0,0,0,18,,October
44,IXTAPA,635,B,0,224,101,0,0,0,0,0,0,0,17,,October
44,IXTAPA,635,C,0,182,148,0,1,0,0,0,0,0,20,,October
,,,,,,,,,,,,,,,,October
45,IXTAPANGAJOYA,636,B,55,255,0,0,0,0,0,0,0,0,21,,October
45,IXTAPANGAJOYA,636,C,62,249,0,0,0,0,0,0,0,0,16,,October
45,IXTAPANGAJOYA,637,B,55,275,0,0,0,0,0,0,0,0,17,,October
45,IXTAPANGAJOYA,637,C,93,238,0,0,0,0,0,0,0,0,10,,October
,,,,,,,,,,,,,,,,October
46,JIQUIPILAS,638,B,11,93,137,0,0,0,3,0,0,0,6,,October
46,JIQUIPILAS,639,B,22,101,262,2,0,0,1,0,0,0,5,,October
46,JIQUIPILAS,639,C,31,83,267,3,0,0,0,0,0,0,13,,October
46,JIQUIPILAS,640,B,16,124,191,1,0,0,0,0,0,0,10,,October
46,JIQUIPILAS,640,C,29,122,161,2,0,0,0,0,0,0,3,,October
46,JIQUIPILAS,641,B,29,158,207,4,0,0,0,0,0,0,16,,October
46,JIQUIPILAS,641,C,18,152,238,3,0,0,1,0,0,0,11,,October
46,JIQUIPILAS,642,B,16,143,265,5,0,0,0,0,0,0,20,,October
46,JIQUIPILAS,643,B,6,288,39,3,0,0,2,0,0,0,15,,October
46,JIQUIPILAS,643,EX,6,41,59,4,0,0,1,0,0,0,6,,October
46,JIQUIPILAS,644,B,9,141,100,6,0,0,0,0,0,0,16,,October
46,JIQUIPILAS,644,C,3,124,116,3,0,0,1,0,0,0,10,,October
46,JIQUIPILAS,645,B,15,141,29,1,0,0,0,0,0,0,9,,October
46,JIQUIPILAS,646,B,27,55,206,4,0,0,4,0,0,2,5,,October
46,JIQUIPILAS,647,B,5,204,68,2,0,0,2,0,0,0,10,,October
46,JIQUIPILAS,647,C,5,197,78,4,0,0,7,0,0,0,8,,October
46,JIQUIPILAS,648,B,4,217,131,2,0,0,1,0,0,1,15,,October
46,JIQUIPILAS,649,B,24,117,72,2,0,0,1,0,0,0,15,,October
46,JIQUIPILAS,649,C,10,119,74,3,0,0,0,0,0,0,10,,October
46,JIQUIPILAS,650,B,59,67,11,4,0,0,20,0,0,1,5,,October
46,JIQUIPILAS,650,C,45,88,17,3,0,0,7,0,0,0,10,,October
46,JIQUIPILAS,651,B,12,153,101,8,0,0,24,0,0,2,17,,October
46,JIQUIPILAS,651,C,18,149,94,12,0,0,31,0,0,3,12,,October
46,JIQUIPILAS,652,B,4,117,74,14,0,0,0,0,0,0,9,,October
46,JIQUIPILAS,652,C,6,123,89,14,0,0,2,0,0,0,12,,October
46,JIQUIPILAS,652,EX,5,45,64,9,0,0,0,0,0,0,8,,October
46,JIQUIPILAS,653,B,47,89,109,5,0,0,1,0,0,0,12,,October
46,JIQUIPILAS,653,EX,5,81,74,3,0,0,0,0,0,0,14,,October
46,JIQUIPILAS,654,B,78,56,52,6,0,0,1,0,0,0,11,,October
46,JIQUIPILAS,654,C,78,46,62,8,0,0,0,0,0,0,9,,October
46,JIQUIPILAS,655,B,118,47,50,2,0,0,1,0,0,0,16,,October
46,JIQUIPILAS,655,C,94,75,41,2,0,0,1,0,0,1,6,,October
46,JIQUIPILAS,656,B,21,54,98,0,0,0,0,0,0,2,7,,October
46,JIQUIPILAS,657,B,30,52,58,13,0,0,0,0,0,0,9,,October
46,JIQUIPILAS,657,C,19,67,62,12,0,0,1,0,0,0,4,,October
46,JIQUIPILAS,658,B,3,128,39,50,0,0,1,0,0,0,1,,October
46,JIQUIPILAS,658,C,3,148,46,45,0,0,0,0,0,0,6,,October
46,JIQUIPILAS,659,B,7,21,82,5,0,0,0,0,0,1,6,,October
46,JIQUIPILAS,659,C,7,40,87,4,0,0,0,0,0,0,6,,October
46,JIQUIPILAS,660,B,2,25,96,5,0,0,0,0,0,0,3,,October
46,JIQUIPILAS,660,C,4,21,79,3,0,0,0,0,0,0,9,,October
46,JIQUIPILAS,661,B,16,97,138,45,0,0,0,0,0,0,16,,October
,,,,,,,,,,,,,,,,October
47,JITOTOL,662,B,0,200,173,0,0,0,0,0,0,0,16,,October
47,JITOTOL,662,C,0,168,183,0,0,0,0,0,0,0,10,,October
47,JITOTOL,663,B,0,243,183,0,0,0,0,0,0,0,47,,October
47,JITOTOL,663,C,0,264,171,0,0,0,0,0,0,0,12,,October
47,JITOTOL,664,B,0,201,238,0,0,0,0,0,0,0,30,,October
47,JITOTOL,664,EX,0,37,63,0,0,0,0,0,0,0,13,,October
47,JITOTOL,665,B,0,31,336,0,0,0,0,0,0,0,0,,October
47,JITOTOL,666,B,0,318,266,0,0,0,0,0,0,0,29,,October
47,JITOTOL,667,B,0,294,85,0,0,0,0,0,0,0,14,,October
47,JITOTOL,667,C,0,293,93,0,0,0,0,0,0,0,14,,October
47,JITOTOL,667,EX,0,3,306,0,0,0,0,0,0,0,0,,October
47,JITOTOL,668,B,0,20,222,0,0,0,0,0,0,0,3,,October
47,JITOTOL,668,EX,0,36,21,0,0,0,0,0,0,0,0,,October
,,,,,,,,,,,,,,,,October
48,JUAREZ,669,B,75,189,13,0,1,0,0,0,0,0,6,,October
48,JUAREZ,669,C,96,190,16,0,1,3,1,0,0,0,6,,October
48,JUAREZ,670,B,102,221,26,0,3,1,0,0,0,1,13,,October
48,JUAREZ,670,C,100,191,25,0,4,3,3,0,0,0,0,,October
48,JUAREZ,671,B,109,209,28,0,0,2,0,0,0,0,17,,October
48,JUAREZ,671,C,97,208,16,0,1,3,1,0,0,0,10,,October
48,JUAREZ,672,B,56,233,7,0,1,1,0,0,0,0,6,,October
48,JUAREZ,672,EX,57,209,6,0,1,0,0,0,0,0,9,,October
48,JUAREZ,673,B,63,57,18,0,1,0,0,0,0,1,6,,October
48,JUAREZ,673,C,49,92,15,0,2,0,0,0,0,0,6,,October
48,JUAREZ,674,B,167,108,57,0,0,2,3,0,0,0,43,,October
48,JUAREZ,674,EX,78,60,3,0,0,0,0,0,0,0,5,,October
48,JUAREZ,675,B,34,102,2,0,1,0,0,0,0,0,11,,October
48,JUAREZ,676,B,138,91,13,0,3,11,1,0,0,0,12,,October
48,JUAREZ,676,C,100,121,18,0,3,3,0,0,0,0,7,,October
48,JUAREZ,677,B,49,148,10,0,0,0,0,0,0,0,7,,October
48,JUAREZ,678,B,74,121,5,0,1,0,6,0,0,0,8,,October
48,JUAREZ,678,EX,106,81,6,0,0,0,0,0,0,0,0,,October
48,JUAREZ,679,B,65,111,3,0,3,0,3,0,0,0,16,,October
48,JUAREZ,679,C,73,117,6,0,2,3,0,0,0,0,11,,October
48,JUAREZ,680,B,60,188,13,0,2,3,3,0,0,3,11,,October
48,JUAREZ,681,B,111,191,38,0,2,0,0,0,0,0,0,,October
,,,,,,,,,,,,,,,,October
49,LARRAINZAR,682,B,0,97,0,0,0,0,0,0,0,0,22,,October
49,LARRAINZAR,682,C,0,128,0,0,0,0,0,0,0,0,19,,October
49,LARRAINZAR,683,B,0,85,0,0,0,0,0,0,0,0,8,,October
49,LARRAINZAR,683,C,0,113,0,0,0,0,0,0,0,0,4,,October
49,LARRAINZAR,683,EX,0,48,0,0,0,0,0,0,0,0,10,,October
49,LARRAINZAR,684,B,0,104,0,0,0,0,0,0,0,0,0,,October
49,LARRAINZAR,684,EX,0,126,0,0,0,0,0,0,0,0,0,,October
49,LARRAINZAR,685,B,0,260,0,0,0,0,0,0,0,0,3,,October
49,LARRAINZAR,685,C,0,311,0,0,0,0,0,0,0,0,4,,October
49,LARRAINZAR,685,EX,0,52,0,0,0,0,0,0,0,0,0,,October
49,LARRAINZAR,686,B,0,148,0,0,0,0,0,0,0,0,1,,October
49,LARRAINZAR,686,C,0,161,0,0,0,0,0,0,0,0,1,,October
49,LARRAINZAR,687,B,0,154,0,0,0,0,0,0,0,0,13,,October
49,LARRAINZAR,687,C,0,169,0,0,0,0,0,0,0,0,3,,October
49,LARRAINZAR,688,B,0,170,0,0,0,0,0,0,0,0,10,,October
49,LARRAINZAR,689,B,0,169,0,0,0,0,0,0,0,0,4,,October
49,LARRAINZAR,689,C,0,160,0,0,0,0,0,0,0,0,6,,October
49,LARRAINZAR,690,B,0,225,0,0,0,0,0,0,0,0,15,,October
49,LARRAINZAR,690,C,0,239,0,0,0,0,0,0,0,0,17,,October
49,LARRAINZAR,691,B,0,196,0,0,0,0,0,0,0,0,3,,October
49,LARRAINZAR,691,EX,0,74,0,0,0,0,0,0,0,0,2,,October
,,,,,,,,,,,,,,,,October
50,"LIBERTAD, LA",692,B,183,135,0,0,0,0,0,0,0,0,7,,October
50,"LIBERTAD, LA",693,B,285,256,0,0,0,0,0,0,0,0,12,,October
50,"LIBERTAD, LA",694,B,288,208,0,0,0,0,0,0,0,5,12,,October
50,"LIBERTAD, LA",695,B,262,195,0,0,0,0,0,0,0,1,31,,October
50,"LIBERTAD, LA",696,B,197,183,0,0,0,0,0,0,0,0,11,,October
50,"LIBERTAD, LA",696,C,184,214,0,0,0,0,0,0,0,0,15,,October
,,,,,,,,,,,,,,,,October
52,"MARGARITAS, LAS",718,B,0,129,194,9,0,0,0,0,0,0,20,,October
52,"MARGARITAS, LAS",718,C,0,129,189,5,0,0,0,0,0,0,17,,October
52,"MARGARITAS, LAS",719,B,0,145,140,6,0,0,0,0,0,2,11,,October
52,"MARGARITAS, LAS",719,CA,0,125,149,10,0,0,0,0,0,0,14,,October
52,"MARGARITAS, LAS",719,CB,0,113,161,9,0,0,0,0,0,0,11,,October
52,"MARGARITAS, LAS",720,B,0,137,199,5,0,0,0,0,0,5,22,,October
52,"MARGARITAS, LAS",720,C,0,123,218,3,0,0,0,0,0,0,22,,October
52,"MARGARITAS, LAS",721,B,0,144,149,5,0,0,0,0,0,0,14,,October
52,"MARGARITAS, LAS",721,CA,0,163,137,4,0,0,0,0,0,0,9,,October
52,"MARGARITAS, LAS",721,CB,0,112,166,9,0,0,0,0,0,0,34,,October
52,"MARGARITAS, LAS",722,B,0,190,67,5,0,0,0,0,0,0,13,,October
52,"MARGARITAS, LAS",722,C,0,181,61,4,0,0,0,0,0,0,14,,October
52,"MARGARITAS, LAS",723,B,0,2,5,405,0,0,0,0,0,0,6,,October
52,"MARGARITAS, LAS",723,C,0,2,2,333,0,0,0,0,0,0,21,,October
52,"MARGARITAS, LAS",724,B,0,121,66,14,0,0,0,0,0,2,10,,October
52,"MARGARITAS, LAS",724,CA,0,126,113,7,0,0,0,0,0,1,16,,October
52,"MARGARITAS, LAS",724,CB,0,32,210,12,0,0,0,0,0,0,20,,October
52,"MARGARITAS, LAS",725,B,0,16,3,123,0,0,0,0,0,0,4,,October
52,"MARGARITAS, LAS",725,C,0,13,9,56,0,0,0,0,0,0,0,,October
52,"MARGARITAS, LAS",725,EX,0,362,22,33,0,0,0,0,0,4,28,,October
52,"MARGARITAS, LAS",726,B,0,52,4,11,0,0,0,0,0,1,7,,October
52,"MARGARITAS, LAS",726,EX,0,5,65,96,0,0,0,0,0,3,10,,October
52,"MARGARITAS, LAS",727,B,0,81,71,1,0,0,0,0,0,0,5,,October
52,"MARGARITAS, LAS",728,B,0,0,0,0,0,0,0,0,0,0,0,,October
52,"MARGARITAS, LAS",729,B,0,0,0,0,0,0,0,0,0,0,0,,October
52,"MARGARITAS, LAS",729,C,0,0,0,0,0,0,0,0,0,0,0,,October
52,"MARGARITAS, LAS",730,B,0,0,0,0,0,0,0,0,0,0,0,,October
52,"MARGARITAS, LAS",730,C,0,0,0,0,0,0,0,0,0,0,0,,October
52,"MARGARITAS, LAS",731,B,0,48,27,2,0,0,0,0,0,0,1,,October
52,"MARGARITAS, LAS",731,C,0,31,48,2,0,0,0,0,0,0,6,,October
52,"MARGARITAS, LAS",732,B,0,99,135,22,0,0,0,0,0,0,4,,October
52,"MARGARITAS, LAS",732,C,0,141,83,29,0,0,0,0,0,0,14,,October
52,"MARGARITAS, LAS",733,B,0,162,54,3,0,0,0,0,0,0,31,,October
52,"MARGARITAS, LAS",733,C,0,171,49,4,0,0,0,0,0,0,14,,October
52,"MARGARITAS, LAS",734,B,0,67,50,3,0,0,0,0,0,0,16,,October
52,"MARGARITAS, LAS",734,C,0,103,42,3,0,0,0,0,0,0,21,,October
52,"MARGARITAS, LAS",735,B,0,141,174,5,0,0,0,0,0,0,14,,October
52,"MARGARITAS, LAS",735,C,0,129,164,5,0,0,0,0,0,3,16,,October
52,"MARGARITAS, LAS",736,B,0,80,255,71,0,0,0,0,0,0,11,,October
52,"MARGARITAS, LAS",736,C,0,82,234,63,0,0,0,0,0,0,12,,October
52,"MARGARITAS, LAS",737,B,0,163,101,30,0,0,0,0,0,0,18,,October
52,"MARGARITAS, LAS",737,C,0,89,78,48,0,0,0,0,0,0,6,,October
52,"MARGARITAS, LAS",738,B,0,43,41,44,0,0,0,0,0,0,10,,October
52,"MARGARITAS, LAS",738,C,0,31,74,117,0,0,0,0,0,0,9,,October
52,"MARGARITAS, LAS",739,B,0,54,165,3,0,0,0,0,0,0,11,,October
52,"MARGARITAS, LAS",739,C,0,56,216,5,0,0,0,0,0,0,22,,October
52,"MARGARITAS, LAS",740,B,0,208,114,5,0,0,0,0,0,0,12,,October
52,"MARGARITAS, LAS",740,C,0,233,114,3,0,0,0,0,0,0,20,,October
52,"MARGARITAS, LAS",741,B,0,117,206,55,0,0,0,0,0,1,14,,October
52,"MARGARITAS, LAS",741,C,0,90,249,33,0,0,0,0,0,2,17,,October
52,"MARGARITAS, LAS",742,B,0,120,220,10,0,0,0,0,0,0,26,,October
52,"MARGARITAS, LAS",742,EX,0,39,34,2,0,0,0,0,0,0,6,,October
52,"MARGARITAS, LAS",743,B,0,119,148,7,0,0,0,0,0,0,20,,October
52,"MARGARITAS, LAS",743,EX,0,170,35,5,0,0,0,0,0,0,27,,October
52,"MARGARITAS, LAS",744,B,0,0,0,0,0,0,0,0,0,0,0,,October
52,"MARGARITAS, LAS",744,C,0,0,0,0,0,0,0,0,0,0,0,,October
52,"MARGARITAS, LAS",745,B,0,0,0,0,0,0,0,0,0,0,0,,October
52,"MARGARITAS, LAS",745,C,0,0,0,0,0,0,0,0,0,0,0,,October
52,"MARGARITAS, LAS",746,B,0,0,0,0,0,0,0,0,0,0,0,,October
52,"MARGARITAS, LAS",747,B,0,55,4,1,0,0,0,0,0,0,9,,October
52,"MARGARITAS, LAS",748,B,0,110,8,5,0,0,0,0,0,0,17,,October
52,"MARGARITAS, LAS",748,EX,0,50,35,6,0,0,0,0,0,0,4,,October
52,"MARGARITAS, LAS",749,B,0,111,21,3,0,0,0,0,0,0,13,,October
52,"MARGARITAS, LAS",749,C,0,69,56,1,0,0,0,0,0,0,19,,October
52,"MARGARITAS, LAS",750,B,0,143,84,6,0,0,0,0,0,0,18,,October
52,"MARGARITAS, LAS",751,B,0,354,98,6,0,0,0,0,0,0,21,,October
52,"MARGARITAS, LAS",751,EX,0,127,18,5,0,0,0,0,0,0,48,,October
52,"MARGARITAS, LAS",752,B,0,166,15,2,0,0,0,0,0,3,7,,October
52,"MARGARITAS, LAS",753,B,0,112,0,3,0,0,0,0,0,0,14,,October
52,"MARGARITAS, LAS",754,B,0,53,68,2,0,0,0,0,0,0,6,,October
52,"MARGARITAS, LAS",755,B,0,80,88,4,0,0,0,0,0,0,10,,October
52,"MARGARITAS, LAS",756,B,0,39,1,0,0,0,0,0,0,0,2,,October
52,"MARGARITAS, LAS",757,B,0,32,35,2,0,0,0,0,0,0,12,,October
52,"MARGARITAS, LAS",757,EX,0,48,30,6,0,0,0,0,0,9,8,,October
52,"MARGARITAS, LAS",758,B,0,122,60,0,0,0,0,0,0,0,19,,October
52,"MARGARITAS, LAS",759,B,0,39,46,1,0,0,0,0,0,0,0,,October
52,"MARGARITAS, LAS",759,EX,0,154,43,2,0,0,0,0,0,0,13,,October
,,,,,,,,,,,,,,,,October
53,MAZAPA DE MADERO,760,B,0,222,159,0,0,0,0,0,0,0,10,,October
53,MAZAPA DE MADERO,760,C,0,215,140,0,0,0,0,0,0,0,6,,October
53,MAZAPA DE MADERO,761,B,0,233,95,0,0,0,0,0,0,0,7,,October
53,MAZAPA DE MADERO,762,B,0,181,145,0,0,0,0,0,0,0,7,,October
53,MAZAPA DE MADERO,762,EX,0,21,174,0,0,0,0,0,0,0,7,,October
53,MAZAPA DE MADERO,763,B,0,56,133,0,0,0,0,0,0,0,11,,October
53,MAZAPA DE MADERO,763,EX,0,133,55,0,0,0,0,0,0,0,8,,October
53,MAZAPA DE MADERO,764,B,0,228,109,0,0,0,0,0,0,0,11,,October
,,,,,,,,,,,,,,,,October
54,MAZATAN,765,B,11,118,154,7,0,0,0,0,0,0,7,,October
54,MAZATAN,765,CA,16,92,136,13,0,0,0,0,0,0,6,,October
54,MAZATAN,765,CB,10,114,186,8,0,0,0,0,0,0,5,,October
54,MAZATAN,766,B,28,170,170,16,0,0,0,0,0,0,6,,October
54,MAZATAN,766,C,26,193,159,15,0,0,0,0,0,0,12,,October
