"Municipio","Sección","Casilla","Partido Acción Nacional","Partido Revolucionario Institucional","Partido de la Revolución Democrática","Partido del Trabajo","Partido Verde Ecologista de México","Partido Movimiento Ciudadano","Partido Nueva Alianza","Partido Morena","Partido Encuentro Social","NO REGISTRADO","NULO"
"Tepehuacán De Guerrero","1229","BASICA","4","299","15","0","0","0","23","0","0","0","9"
"Tepehuacán De Guerrero","1229","CONTIGUA 1","2","263","30","0","0","0","29","0","0","0","12"
"Tepehuacán De Guerrero","1230","BASICA","5","160","149","0","0","0","3","0","1","0","17"
"Tepehuacán De Guerrero","1231","BASICA","3","63","0","0","0","0","50","0","0","0","0"
"Tepehuacán De Guerrero","1232","BASICA","7","170","63","0","0","0","30","0","2","0","17"
"Tepehuacán De Guerrero","1232","CONTIGUA 1","7","145","74","0","0","0","34","0","0","0","15"
"Tepehuacán De Guerrero","1233","BASICA","1","135","143","0","0","0","12","0","1","0","9"
"Tepehuacán De Guerrero","1234","BASICA","12","129","100","0","0","0","5","0","2","0","11"
"Tepehuacán De Guerrero","1235","BASICA","6","167","129","0","0","0","4","0","1","0","9"
"Tepehuacán De Guerrero","1236","BASICA","10","232","65","0","0","0","39","0","0","0","25"
"Tepehuacán De Guerrero","1236","CONTIGUA 1","4","227","54","0","0","0","40","0","1","0","13"
"Tepehuacán De Guerrero","1237","BASICA","3","275","24","0","0","0","98","0","0","0","24"
"Tepehuacán De Guerrero","1237","CONTIGUA 1","0","285","15","0","0","0","138","0","3","0","19"
"Tepehuacán De Guerrero","1238","BASICA","23","63","11","0","0","0","9","0","9","0","0"
"Tepehuacán De Guerrero","1239","BASICA","0","83","7","0","0","0","7","0","0","0","1"
"Tepehuacán De Guerrero","1240","BASICA","15","171","138","0","0","0","13","0","12","0","50"
"Tepehuacán De Guerrero","1240","CONTIGUA 1","13","176","134","0","0","0","16","0","14","0","57"
"Tepehuacán De Guerrero","1241","BASICA","1","198","62","0","0","0","9","0","3","0","6"
"Tepehuacán De Guerrero","1242","BASICA","1","191","74","0","0","0","18","0","0","0","23"
"Tepehuacán De Guerrero","1242","EXTRAORDINARIA 1","1","133","30","0","0","0","8","0","0","0","12"
"Tepehuacán De Guerrero","1243","BASICA","1","199","40","0","0","0","77","0","1","0","17"
"Tepehuacán De Guerrero","1243","CONTIGUA 1","1","180","74","0","0","0","62","0","1","0","28"
"Tepehuacán De Guerrero","1244","BASICA","9","276","27","0","0","0","74","0","0","0","27"
"Tepehuacán De Guerrero","1245","BASICA","21","199","124","0","0","0","59","0","19","0","34"
"Tepehuacán De Guerrero","1246","BASICA","7","192","72","0","0","0","35","0","2","0","13"
"Tepehuacán De Guerrero","1246","CONTIGUA 1","16","182","40","0","0","0","56","0","4","0","13"
"Tepehuacán De Guerrero","1247","BASICA","2","123","87","0","0","0","6","0","2","0","5"
"Tepehuacán De Guerrero","1248","BASICA","14","115","72","0","0","0","39","0","0","0","14"
"Tepehuacán De Guerrero","1249","BASICA","4","234","147","0","0","0","52","0","0","0","20"
"Tepehuacán De Guerrero","1249","CONTIGUA 1","6","244","150","0","0","0","46","0","0","0","23"
"Tepehuacán De Guerrero","1250","BASICA","4","235","36","0","0","0","126","0","3","0","7"
"Tepehuacán De Guerrero","1251","BASICA","67","162","21","0","0","0","19","0","4","0","13"
"Tepehuacán De Guerrero","1252","BASICA","3","110","8","0","0","0","109","0","2","0","2"
"Tepehuacán De Guerrero","1253","BASICA","15","294","91","0","0","0","57","0","15","0","19"
"Tepehuacán De Guerrero","1254","BASICA","16","264","156","0","0","0","12","0","1","0","21"
"Tepehuacán De Guerrero","1255","BASICA","1","67","86","0","0","0","16","0","1","0","3"
"Tepehuacán De Guerrero","1256","BASICA","1","41","49","0","0","0","12","0","5","0","8"
"Tepehuacán De Guerrero","1257","BASICA","8","92","10","0","0","0","43","0","1","0","5"
"Tepehuacán De Guerrero","1258","BASICA","0","312","3","0","0","0","92","0","8","0","9"
"Tepehuacán De Guerrero","1259","BASICA","5","185","83","0","0","0","14","0","0","0","20"
"Tepehuacán De Guerrero","1260","BASICA","8","140","3","0","0","0","78","0","33","0","16"
"Tepehuacán De Guerrero","1260","CONTIGUA 1","14","148","11","0","0","0","86","0","22","0","8"
"Tepehuacán De Guerrero","1261","BASICA","13","40","3","0","0","0","44","0","8","0","3"
